,GLO FP Equity_DX_SI_QTY,GLO FP Equity_DX_SHORT_INTEREST_VALUE,GLO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,GLO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GLO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GLO FP Equity_DX_SI_MV,GLO FP Equity_DX_DSS,GLO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GLO FP Equity_DX_SUPPLY_SI_QTY,GLO FP Equity_DX_BROKER_SI_QTY,GLO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GLO FP Equity_DX_BROKER_SI_MV_NEW_x,GLO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GLO FP Equity_DX_SUPPLY_SI_QTY_INC_x,GLO FP Equity_DX_BROKER_SI_MV_INC_x,GLO FP Equity_DX_SUPPLY_SI_MV_NEW,GLO FP Equity_DX_BROKER_SI_QTY_ADD,GLO FP Equity_DX_BROKER_SI_QTY_NEW,GLO FP Equity_DX_SUPPLY_SI_MV_DEC,GLO FP Equity_DX_BROKER_SI_QTY_INC,GLO FP Equity_DX_SUPPLY_SI_QTY_DEC,GLO FP Equity_DX_BROKER_SI_MV_NEW_y,GLO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GLO FP Equity_DX_BROKER_SI_MV_INC_y,GLO FP Equity_DX_SUPPLY_SI_QTY_INC_y,GLO FP Equity_DX_BROKER_SI_MV_ADD,GLO FP Equity_DX_SUPPLY_SI_QTY_ADD,GLO FP Equity_DX_BROKER_SI_QTY_DEC,GLO FP Equity_DX_SUPPLY_SI_MV,GLO FP Equity_DX_BROKER_SI_MV_DEC,GLO FP Equity_DX_SUPPLY_SI_MV_RMV,GLO FP Equity_DX_BROKER_SI_MV_RMV,GLO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GLO FP Equity_DX_UTILIZATION_QUANTITY,GLO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GLO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GLO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GLO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GLO FP Equity_DX_ACTIVE_UTILIZATION_MV,GLO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GLO FP Equity_DX_BROKER_SI_CON_RATIO,GLO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GLO FP Equity_DX_DEMAND_SUPPLY_RATIO
2014-08-08,34026.0,515817.34,0.47,1.83,0.15,0.58,0.0,499141.88,30881.0,32926.0,468140.69,,,,,,,,,,,,,,,,,,0.52,,,,9.15,5.57,306511.0,4646555.21,,5.2,9.17,14.63,0.2913,48.76,0.0614
2014-08-11,39444.0,605475.19,0.55,2.12,0.17,0.67,0.0,511838.68,29799.0,33344.0,457422.05,,,,0.03,,,,0.02,1500.0,1082.0,,,0.03,,,,1082.0,0.5,0.02,,,8.86,5.38,306511.0,4705019.96,,5.12,8.85,24.84,0.2752,42.76,0.0712
2014-08-12,42142.0,639234.66,0.58,2.37,0.19,0.72,0.0,622549.21,38699.0,41042.0,587009.21,,,4700.0,0.22,,,,0.0,12798.0,100.0,,,0.22,4700.0,,4300.0,5100.0,0.65,0.08,,,11.19,6.98,307035.0,4657287.59,,5.19,11.19,35.91,0.3029,39.32,0.076
2014-08-13,42090.0,631182.14,0.58,2.41,0.19,0.72,0.0,614686.52,37445.0,40990.0,561525.66,,,,,,,,0.03,,1254.0,,,,,,,52.0,0.63,0.0,,,10.81,6.75,308795.0,4630693.46,,5.16,10.82,35.74,0.3044,39.7,0.0759
2014-08-14,41588.0,624787.37,0.57,2.52,0.18,0.7,0.0,607435.5,36943.0,40433.0,555004.32,,,,,,,,0.01,,502.0,,,,,,,557.0,0.61,0.01,,,10.69,6.67,308795.0,4639107.81,,5.1,10.68,36.01,0.3114,40.43,0.0751
2014-08-15,41317.0,662372.34,0.57,2.72,0.18,0.7,0.0,643855.99,36672.0,40162.0,587906.15,,,,,,,,0.0,,271.0,,,,,,,271.0,0.61,0.0,,,10.62,6.55,308795.0,4950438.5,,5.1,10.62,36.29,0.315,40.62,0.0738
2014-08-18,40014.0,644754.35,0.55,2.62,0.18,0.74,0.0,627029.81,36600.0,38914.0,589743.82,,,,,,,,0.0,,72.0,,,,,,,1248.0,0.64,0.0,,,10.58,6.53,309353.0,4984672.71,,5.47,10.5,36.42,0.3164,40.67,0.0714
2014-08-19,40014.0,648752.27,0.55,2.68,0.18,0.72,0.0,630917.82,35369.0,38914.0,573442.27,,,,,,,,0.02,,1231.0,,,,,,,,0.63,,,,10.22,6.33,310584.0,5035539.41,,5.52,10.21,37.55,0.3299,42.01,0.0716
2014-08-20,39014.0,626869.32,0.54,2.82,0.17,0.71,0.0,609194.73,34369.0,37914.0,552234.37,,,,,,,,0.02,,1000.0,,,,,,,1000.0,0.61,0.02,,,9.96,6.14,310584.0,4990402.93,,5.56,9.94,38.77,0.3448,42.66,0.0696
2014-08-21,33383.0,527598.21,0.46,2.44,0.15,0.6,0.0,520185.94,28738.0,32914.0,454186.78,,,,,,,,0.1,,5631.0,,,,,,,5000.0,0.51,0.09,,,19.69,5.12,117207.0,1852386.04,,2.07,19.69,34.89,0.3432,45.31,0.0595
2014-08-22,33383.0,526385.34,0.46,2.64,0.15,0.59,0.0,518990.11,28738.0,32914.0,453142.67,,,,,,,,,,,,,,,,,,0.5,,,,19.62,5.12,117745.0,1856610.9,,2.05,19.62,35.22,0.3427,45.01,0.0595
2014-08-25,33383.0,527598.21,0.46,2.78,0.15,0.59,0.0,520185.94,28738.0,32914.0,454186.78,,,,,,,,,,,,,,,,,,0.5,,,,19.62,5.11,117745.0,1860888.8,,2.04,19.62,35.29,0.3427,44.95,0.0594
2014-08-26,39783.0,626939.61,0.55,3.49,0.18,0.7,0.0,398922.89,28738.0,25314.0,452881.65,,,,,,,,,,,,,,,,,7600.0,0.5,0.13,,,19.62,5.11,117745.0,1855541.42,,2.05,19.62,26.38,0.4056,56.98,0.0708
2014-08-27,25783.0,399288.25,0.36,2.37,0.11,0.45,0.0,392025.09,22638.0,25314.0,350583.23,,,,,,,,0.11,,6100.0,,,,,,,,0.39,,,,16.13,4.03,117745.0,1823457.13,,2.04,16.13,29.24,0.3159,45.1,0.0459
2014-08-28,28783.0,447054.91,0.4,2.68,0.13,0.5,0.0,439770.44,25638.0,28314.0,398207.06,,,3000.0,,,3000.0,,,,,,,,3000.0,0.05,,,0.44,,,,18.26,4.56,114745.0,1782208.79,,1.96,18.26,25.97,0.2668,40.92,0.0512
2014-08-29,28783.0,451499.31,0.4,2.68,0.13,0.51,0.0,444142.43,25638.0,28314.0,402165.84,,,,,,,,,,,,,,,,,,0.44,,,,18.26,4.56,114745.0,1799926.65,,1.96,18.26,25.87,0.268,41.16,0.0512
2014-09-01,27962.0,441922.57,0.39,2.42,0.12,0.49,0.0,415876.92,25817.0,26314.0,408022.13,,,,,,,,0.01,,1000.0,,,,,,1179.0,2000.0,0.45,0.04,,,18.24,4.58,115745.0,1829280.01,,2.0,18.24,26.63,0.2299,35.15,0.0496
2014-09-02,27962.0,452589.66,0.39,2.2,0.12,0.5,0.0,425915.33,25817.0,26314.0,417870.94,,,,,,,,,,,,,,,,,,0.45,,,,18.24,4.58,115745.0,1873435.04,,2.01,18.24,26.56,0.2321,35.58,0.0496
2014-09-03,27962.0,444208.37,0.39,1.95,0.12,0.51,0.0,418028.01,25817.0,26314.0,410132.59,,,,,,,,,,,,,,,,,,0.46,,,,18.24,4.58,115745.0,1838741.8,,2.06,18.24,26.8,0.2303,35.05,0.0496
2014-09-04,27962.0,422874.18,0.39,1.51,0.12,0.49,0.0,397951.19,25817.0,26314.0,390434.97,,,,,,,,,,,,,,,,,,0.45,,,,17.94,4.56,118115.0,1786273.65,,2.07,17.95,27.25,0.2259,33.88,0.0494
2014-09-05,30962.0,461775.47,0.43,1.43,0.14,0.52,0.0,392453.97,25817.0,26314.0,385041.58,,,,,,,,,,,,,,,,,,0.43,,,,18.24,4.58,115745.0,1726251.59,,1.93,18.37,24.29,0.214,31.36,0.0549
2014-09-08,33887.0,514017.96,0.47,1.44,0.15,0.57,0.0,308134.71,21742.0,20314.0,329795.45,,,,,,,,0.07,,4075.0,,,,,,,6000.0,0.36,0.1,,,15.48,3.87,118745.0,1801194.05,,1.95,15.62,22.0,0.4022,58.16,0.0603
2014-09-09,33587.0,502145.7,0.46,1.39,0.15,0.57,0.0,299221.25,21742.0,20014.0,325055.88,,,,,,,,,,,,,,,,,300.0,0.36,0.01,,,15.48,3.9,118745.0,1775308.62,,1.98,15.53,22.25,0.4085,58.62,0.0602
2014-09-10,34139.0,508537.92,0.47,1.36,0.15,0.57,0.0,298130.52,22294.0,20014.0,332093.63,,,,,,,,,,,,,,,,552.0,,0.37,,,,10.07,3.99,199091.0,2965679.23,,3.28,10.18,22.0,0.3955,57.57,0.0611
2014-09-11,34139.0,506987.5,0.47,1.34,0.15,0.57,0.0,297221.59,22294.0,20014.0,331081.15,,,,,,,,,,,,,,,,,,0.37,,,,10.07,3.97,199091.0,2956637.53,,3.26,10.19,22.05,0.3954,57.55,0.0608
2014-09-12,32554.0,483153.48,0.45,1.27,0.14,0.54,0.0,318040.67,23794.0,21429.0,353141.05,,,2000.0,0.1,,,,0.08,6415.0,5000.0,,,0.1,2000.0,,4500.0,5000.0,0.39,0.08,,,10.77,4.23,197091.0,2925145.99,,3.22,10.9,30.13,0.3075,42.74,0.0579
2014-09-15,32369.0,475115.65,0.45,1.26,0.14,0.54,0.0,327747.46,23609.0,22329.0,346535.43,,,1996.0,,,900.0,,0.05,,3000.0,,,,1996.0,0.02,819.0,,0.39,,,,10.7,4.2,197091.0,2892922.84,,3.22,10.7,30.41,0.2645,33.42,0.0576
2014-09-16,53350.0,783077.02,0.74,1.99,0.24,0.89,0.0,768090.67,51609.0,52329.0,757522.44,,,28000.0,0.5,,,,,30000.0,,,,0.5,28000.0,,,,0.83,,,,14.7,9.17,299592.0,4397443.51,,4.84,14.71,25.42,0.414,58.29,0.0947
2014-09-17,55066.0,812766.13,0.76,2.01,0.24,0.92,0.0,797696.32,53325.0,54045.0,787069.22,,,3000.0,0.05,,,,0.02,3000.0,1284.0,,,0.05,3000.0,,,1284.0,0.86,0.02,,,15.16,9.24,298486.0,4405609.82,,4.84,15.12,29.89,0.3927,54.25,0.0954
2014-09-18,54885.0,795139.0,0.76,1.99,0.24,0.91,0.0,780347.4,53144.0,53864.0,769916.5,,,1000.0,0.02,,,,0.02,1000.0,1181.0,,,0.02,1000.0,,,1181.0,0.86,0.02,,,15.06,9.19,299826.0,4343688.55,,4.88,15.04,32.01,0.384,52.22,0.0949
2014-09-19,59979.0,866213.69,0.83,2.09,0.26,0.99,0.0,851468.46,59057.0,58958.0,852898.22,,,5000.0,0.08,,913.0,,,5000.0,,,,0.08,5000.0,0.02,913.0,819.0,0.94,0.02,,,16.63,10.18,296060.0,4275683.59,,4.74,16.59,37.3,0.3645,46.64,0.1034
2014-09-22,60561.0,849865.54,0.84,2.12,0.27,1.01,0.0,835537.63,60238.0,59540.0,845332.81,,,2000.0,0.03,,,,0.01,2000.0,819.0,,,0.03,2000.0,,,1418.0,0.96,0.01,,,16.96,10.37,294849.0,4137679.46,,4.69,16.96,39.47,0.3668,45.16,0.1043
2014-09-23,54220.0,743644.14,0.75,1.84,0.24,0.9,0.0,728214.42,53820.0,53095.0,738158.02,,,,,,,,0.11,,6418.0,,,,,,,6445.0,0.83,0.12,,,15.13,9.26,302013.0,4142202.1,,4.66,15.13,44.63,0.4215,46.99,0.0932
2014-09-24,52812.0,719536.08,0.73,1.73,0.23,0.82,0.0,705625.48,51071.0,51791.0,695815.86,,,,,,,,0.05,,2749.0,,,,,,,1304.0,0.77,0.05,,,14.31,8.76,305806.0,4166447.96,,4.64,14.28,45.33,0.4174,45.86,0.0906
2014-09-25,56312.0,770802.13,0.78,1.83,0.25,0.87,0.0,756826.62,52571.0,55291.0,719595.09,,,1500.0,0.05,,,,,3500.0,,,,0.05,1500.0,,,,0.79,,,,14.69,9.01,305287.0,4178787.28,,4.59,14.68,42.44,0.4245,49.29,0.0965
2014-09-26,58824.0,795569.18,0.81,1.78,0.26,0.91,0.0,760256.53,55083.0,56213.0,744973.77,,,2200.0,0.02,,,,0.0,1000.0,78.0,,,0.02,2200.0,,390.0,78.0,0.83,0.0,,,15.33,9.44,304287.0,4115350.19,,4.6,15.31,40.71,0.4076,48.89,0.1008
2014-09-29,58998.0,802745.36,0.82,1.81,0.26,0.9,0.0,767219.27,55257.0,56387.0,751844.13,,,,0.0,,,,0.01,174.0,645.0,,,0.0,,,819.0,,0.82,,,,15.29,9.44,306081.0,4164634.43,,4.56,15.29,40.51,0.4052,48.8,0.1008
2014-09-30,58998.0,801673.6,0.82,1.8,0.26,0.91,0.0,766194.95,55509.0,56387.0,754264.55,,,,,,,,,,,,,,,,252.0,,0.83,,,,15.22,9.45,309299.0,4202800.83,,4.64,15.2,40.64,0.4052,48.7,0.1004
2014-10-01,56515.0,755614.43,0.78,1.71,0.25,0.9,0.0,720290.47,54463.0,53873.0,728178.87,,,1700.0,0.01,,,,0.04,500.0,2746.0,,,0.01,1700.0,,,3014.0,0.81,0.01,,,15.14,9.35,305229.0,4080959.68,,4.57,15.14,40.7,0.4173,49.89,0.097
2014-10-02,57515.0,758014.02,0.79,1.71,0.25,0.87,0.0,723194.0,52274.0,54873.0,688940.71,,,,0.01,,,,0.04,1000.0,2189.0,,,0.01,,,,,0.77,,,,14.49,9.04,308439.0,4065045.39,,4.52,14.51,37.56,0.4231,52.83,0.0995
2014-10-03,58515.0,777571.32,0.81,1.7,0.26,0.88,0.0,742463.34,53274.0,55873.0,707926.77,,,,0.01,,,,,1000.0,,,,0.01,,,1000.0,,0.78,,,,14.68,9.15,309690.0,4115287.76,,4.52,14.65,37.3,0.4249,53.19,0.1005
2014-10-06,58048.0,774529.13,0.8,1.68,0.26,0.87,0.0,739277.17,52807.0,55406.0,704598.95,,,1000.0,0.02,,,,0.02,1000.0,1467.0,,,0.02,1000.0,,,1467.0,0.77,0.03,,,14.48,9.06,311937.0,4162146.74,,4.53,14.5,34.52,0.4353,55.98,0.0996
2014-10-07,57304.0,747425.79,0.79,1.64,0.25,0.86,0.0,712965.73,51063.0,54662.0,666023.37,,,,0.02,,29.0,,0.02,1000.0,1773.0,,,0.02,,0.0,29.0,1773.0,0.75,0.02,,,13.97,8.76,314360.0,4100250.78,,4.6,13.99,32.08,0.445,58.23,0.0983
2014-10-08,55964.0,729947.94,0.77,1.6,0.25,0.84,0.0,695487.89,50911.0,53322.0,664040.81,,,1000.0,0.01,,1530.0,,0.05,1367.0,2849.0,,,0.01,1000.0,0.02,1697.0,4237.0,0.73,0.05,,,13.76,8.67,319093.0,4161984.1,,4.56,13.77,26.95,0.4372,60.07,0.0953
2014-10-09,60964.0,789626.44,0.84,1.74,0.27,0.89,0.0,755406.36,54523.0,58322.0,706200.42,,,5000.0,0.07,,,,0.02,5000.0,1388.0,,,0.07,5000.0,,,,0.78,,,,14.68,9.24,316892.0,4104492.83,,4.55,14.68,23.2,0.477,64.79,0.1033
2014-10-10,59899.0,742100.36,0.83,1.72,0.26,0.87,0.0,709368.11,53958.0,57257.0,668496.16,,,,,,,,0.01,,565.0,,,,,,,1065.0,0.77,0.02,,,14.51,9.13,317795.0,3937224.06,,4.55,14.5,23.59,0.4782,64.77,0.1013
2014-10-13,63967.0,793661.63,0.88,1.84,0.28,0.92,0.0,760881.38,59232.0,61325.0,734912.77,,,5000.0,0.05,,,,,5274.0,,,,0.05,5000.0,,274.0,1206.0,0.8,0.0,,,15.89,10.01,313454.0,3889136.77,,4.25,15.89,22.27,0.4961,66.62,0.1081
2014-10-14,62093.0,792405.84,0.86,1.83,0.27,0.87,0.0,758689.7,56352.0,59451.0,719141.51,,,,,,,,0.04,,2880.0,,,,,,,1874.0,0.77,0.05,,,15.14,9.5,315802.0,4030137.84,,4.32,15.14,19.1,0.5352,70.43,0.1047
2014-10-15,62064.0,825295.62,0.86,1.9,0.27,0.89,0.0,790163.64,56323.0,59422.0,748954.71,,,209.0,,,,,0.0,,238.0,,,,209.0,,,29.0,0.79,0.0,,,24.68,9.5,171891.0,2285719.4,,2.38,24.79,18.83,0.5401,70.85,0.1047
2014-10-16,61793.0,821692.0,0.85,2.02,0.27,0.92,0.0,786560.02,56052.0,59151.0,745351.09,,,,,,,,0.0,,271.0,,,,,,,271.0,0.82,0.0,,,24.59,9.45,171891.0,2285719.4,,2.51,24.62,19.14,0.5425,70.94,0.1042
2014-10-17,64112.0,885139.28,0.89,2.25,0.28,0.96,0.0,848663.46,58707.0,61470.0,810517.09,,,1319.0,0.03,,,,,2319.0,,,,0.03,1319.0,,1336.0,,0.86,,,,25.46,9.89,171891.0,2373151.29,,2.52,25.45,18.46,0.5264,69.93,0.108
2014-10-20,67561.0,950552.67,0.93,2.38,0.3,1.05,0.0,913380.93,60716.0,64919.0,854246.62,,,5000.0,0.0,,5113.0,,0.04,212.0,2991.0,,,0.0,5000.0,0.08,,1876.0,0.92,0.03,,,16.28,10.19,312290.0,4393778.87,,4.74,16.28,17.45,0.4801,66.46,0.1134
2014-10-21,74523.0,1073549.84,1.03,2.61,0.33,1.18,0.0,1016935.77,67678.0,70593.0,974943.39,,,5971.0,0.03,,5089.0,,,1697.0,,,,0.03,5971.0,0.08,991.0,1112.0,1.05,0.02,,,17.81,11.35,312290.0,4498730.33,,4.85,17.81,15.96,0.403,60.22,0.125
2014-10-22,86509.0,1244644.06,1.2,3.12,0.38,1.39,0.0,1206632.41,78914.0,83867.0,1135371.36,,,8209.0,0.21,,1580.0,,0.02,11694.0,1288.0,,,0.21,8209.0,0.03,4315.0,,1.26,,,,20.56,13.23,304941.0,4387323.9,,4.85,20.55,17.67,0.3644,55.62,0.145
2014-10-23,91492.0,1317167.75,1.26,3.28,0.4,1.47,0.0,1279132.1,83897.0,88850.0,1207826.07,,,5000.0,0.08,,,,0.0,5000.0,17.0,,,0.08,5000.0,,,17.0,1.33,0.0,,,21.8,14.04,300921.0,4332219.6,,4.77,21.8,22.16,0.3484,52.74,0.1531
2014-10-24,91492.0,1313843.67,1.26,3.26,0.4,1.47,0.0,1275904.01,83897.0,88850.0,1204777.93,,,,,,,,,,,,,,,,,,1.33,,,,21.8,14.04,300921.0,4321286.56,,4.76,21.81,22.08,0.349,52.82,0.1531
2014-10-27,88368.0,1254534.77,1.22,3.17,0.39,1.43,0.0,1217027.07,81256.0,85726.0,1153567.78,,,,0.02,,,,0.04,1000.0,2641.0,,,0.02,,,,4124.0,1.28,0.04,,,21.12,13.6,303562.0,4309581.36,,4.79,21.12,22.35,0.3566,53.96,0.1479
2014-10-28,87368.0,1217324.76,1.21,3.23,0.39,1.37,0.0,1180512.97,79773.0,84726.0,1111501.32,,,,,,,,0.03,,1483.0,,,,,,,1000.0,1.25,0.03,,,20.69,13.34,305708.0,4259521.98,,4.77,20.69,22.92,0.3618,54.43,0.1461
2014-10-29,88011.0,1251065.36,1.22,3.26,0.39,1.4,0.0,1213509.66,79744.0,85369.0,1133550.98,,,,0.01,,500.0,,0.0,1334.0,29.0,,,0.01,,0.01,,1191.0,1.23,0.0,,,20.62,13.3,307079.0,4365089.57,,4.73,20.61,23.19,0.3547,53.69,0.1468
2014-10-30,88348.0,1277522.29,1.22,3.25,0.39,1.4,0.0,1232088.61,79390.0,85206.0,1147988.57,,,1000.0,0.03,,500.0,,0.02,1000.0,1854.0,,,0.03,1000.0,0.01,500.0,1663.0,1.25,0.03,,,20.41,13.23,309581.0,4476577.03,,4.88,20.39,23.36,0.3765,55.85,0.1472
2014-10-31,88324.0,1277175.25,1.22,3.36,0.39,1.42,0.0,1231741.56,79366.0,85182.0,1147641.53,,,,,,,,0.0,,24.0,,,,,,,24.0,1.27,0.0,,,20.37,13.21,310196.0,4485470.01,,4.96,20.36,23.08,0.378,56.09,0.147
2014-11-03,91473.0,1322710.15,1.26,3.46,0.4,1.46,0.0,1277276.47,78715.0,88331.0,1138228.0,,,,0.05,,374.0,,0.02,3800.0,1025.0,,,0.05,,0.01,374.0,1025.0,1.26,0.02,,,20.16,13.09,311780.0,4508374.83,,4.97,20.15,22.45,0.3574,54.5,0.1521
2014-11-04,90926.0,1302412.27,1.26,3.55,0.4,1.45,0.0,1257406.67,78618.0,87784.0,1126114.07,,,,,,,,0.0,,97.0,,,,,,,547.0,1.25,0.0,,,20.14,13.07,311780.0,4465896.42,,4.95,20.14,22.34,0.3607,54.86,0.1512
2014-11-05,89882.0,1288274.55,1.24,3.64,0.4,1.43,0.0,1243240.41,77774.0,86740.0,1114731.14,,,,,,,,0.01,,844.0,,,,,,,1044.0,1.23,0.01,,,19.93,12.93,312404.0,4477672.08,,4.95,19.92,22.18,0.3635,55.17,0.1494
2014-11-06,80908.0,1166999.48,1.12,3.35,0.36,1.29,0.0,1121679.96,69759.0,77766.0,1006188.72,,,,,,,,0.13,,8015.0,,,,,,,8974.0,1.11,0.14,,,17.88,11.6,320404.0,4621437.96,,5.08,17.88,15.0,0.4077,61.09,0.1345
2014-11-07,80908.0,1166264.6,1.12,3.66,0.36,1.29,0.0,1120973.61,69759.0,77766.0,1005555.1,,,,,,,,,,,,,,,,,,1.11,,,,17.85,11.58,321072.0,4628156.76,,5.09,17.85,14.74,0.4106,61.39,0.1343
2014-11-10,80908.0,1165529.71,1.12,3.74,0.36,1.3,0.0,1120267.26,69759.0,77766.0,1004921.48,,,,,,,,,,,,,,,,,,1.11,,,,17.82,11.57,321680.0,4633999.08,,5.1,17.82,14.86,0.4094,61.27,0.1342
2014-11-11,80908.0,1167734.37,1.12,3.82,0.36,1.29,0.0,1122386.3,69759.0,77766.0,1006822.34,,,,,,,,,,,,,,,,,,1.1,,,,17.82,11.57,321680.0,4642764.53,,5.09,17.82,14.78,0.4101,61.34,0.1342
2014-11-12,80908.0,1159650.62,1.12,3.89,0.36,1.3,0.0,1114616.48,69759.0,77766.0,999852.52,,,,,,,,,,,,,,,,,,1.11,,,,31.77,11.58,149789.0,2146918.81,,2.38,31.76,14.74,0.4101,61.35,0.1343
2014-11-13,79158.0,1121626.11,1.09,3.94,0.35,1.26,0.0,1077105.67,69759.0,76016.0,988447.36,,,,,,,,,,,,,,,,,1750.0,1.1,0.03,,,31.73,11.57,150107.0,2126935.13,,2.37,31.72,14.96,0.4133,61.52,0.1313
2014-11-14,79158.0,1115874.18,1.09,4.06,0.35,1.24,0.0,1008146.47,68759.0,71516.0,969281.6,,,,,,,,0.02,,1000.0,,,,,,,4500.0,1.07,0.08,,,31.5,11.42,149519.0,2107738.85,,2.33,31.46,15.05,0.4136,61.53,0.1315
2014-11-17,77943.0,1096622.71,1.08,4.07,0.34,1.23,0.0,1057903.32,68369.0,75191.0,961920.87,,,,0.07,,,,0.01,4500.0,390.0,,,0.07,,,,825.0,1.06,0.0,,,31.29,11.34,150106.0,2111923.44,,2.33,31.32,15.23,0.4168,61.76,0.1293
2014-11-18,75691.0,1055313.08,1.05,3.98,0.33,1.18,0.0,1048341.89,36992.0,75191.0,515756.72,,,,,,,,0.49,,31377.0,,,,,,,,0.57,,,,19.64,6.46,151311.0,2109636.26,,2.34,19.63,15.68,0.4489,64.29,0.1322
2014-11-19,75691.0,1051188.08,1.05,3.99,0.33,1.17,0.0,1044244.14,36992.0,75191.0,513740.73,,,,,,,,,,,,,,,,,,0.57,,,,19.64,6.46,151311.0,2101390.13,,2.32,19.64,15.73,0.4479,64.19,0.1322
2014-11-20,71836.0,994387.85,0.99,3.92,0.32,1.11,0.0,971616.98,33137.0,70191.0,458698.01,,,,,,,,0.08,,5000.0,,,,,,1145.0,5000.0,0.51,0.08,,,17.48,8.35,156410.0,2165101.11,,2.39,17.48,9.69,0.4783,67.56,0.1811
2014-11-21,71836.0,1011352.47,0.99,3.97,0.32,1.11,0.0,1004313.16,33137.0,71336.0,466523.57,,,,,,1145.0,,,,,,,,,0.02,,,0.51,,,,100.0,8.35,0.0,0.0,,0.0,100.0,9.85,0.4752,67.3,0.1811
2014-11-24,66336.0,903793.55,0.92,3.84,0.29,1.04,0.0,896981.31,33137.0,65836.0,451474.42,,,,,,,,,,,,,,,,,5500.0,0.51,0.07,,,100.0,8.35,0.0,0.0,,0.0,100.0,10.19,0.4488,65.09,0.1673
2014-11-25,64336.0,857260.61,0.89,3.32,0.28,0.98,0.0,850598.24,33137.0,63836.0,441541.98,,,,,,,,,,,,,,,,,2000.0,0.5,0.05,,,100.0,8.34,0.0,0.0,,0.0,100.0,10.58,0.4345,63.84,0.162
2014-11-26,64336.0,876544.59,0.89,3.18,0.28,0.98,0.0,869732.35,33137.0,63836.0,451474.42,,,,,,,,,,,,,,,,,,0.49,,,,100.0,8.32,0.0,0.0,,0.0,100.0,10.83,0.4366,64.0,0.1615
2014-11-27,64336.0,876544.59,0.89,3.31,0.28,0.98,0.0,869732.35,33137.0,63836.0,451474.42,,,,,,,,,,,,,,,,,,0.5,,,,100.0,8.3,0.0,0.0,,0.0,100.0,10.86,0.4355,63.91,0.1612
2014-11-28,62336.0,866281.54,0.86,3.38,0.28,0.95,0.0,859333.06,33137.0,61836.0,460503.91,,,,,,,,,,,,,,,,,2000.0,0.5,0.03,,,100.0,8.3,0.0,0.0,,0.0,100.0,11.41,0.4194,62.45,0.1562
2014-12-01,62336.0,863450.56,0.86,3.77,0.28,0.97,0.0,856524.78,33137.0,61836.0,458998.99,,,,,,,,,,,,,,,,,,0.51,,,,100.0,8.29,0.0,0.0,,0.0,100.0,11.15,0.4207,62.58,0.156
2014-12-02,62336.0,861185.77,0.86,3.87,0.28,0.97,0.0,854278.16,28048.0,61836.0,387489.39,,,,,,,,0.08,,5089.0,,,,,,,,0.43,,,,100.0,7.02,0.0,0.0,,0.0,100.0,11.17,0.42,62.52,0.1559
2014-12-03,52247.0,719431.19,0.72,3.3,0.23,0.81,0.0,712546.28,23048.0,51747.0,317366.55,,,,,,,,0.08,,5000.0,,,,,,,10089.0,0.35,0.15,,,100.0,5.75,0.0,0.0,,0.0,100.0,8.98,0.5704,74.47,0.1304
2014-12-04,50820.0,708552.02,0.7,3.29,0.22,0.78,0.0,701580.83,21621.0,50320.0,301448.31,,,,,,,,0.02,,1427.0,,,,,,,1427.0,0.33,0.02,,,100.0,5.46,0.0,0.0,,0.0,100.0,7.45,0.6003,76.68,0.1282
2014-12-05,50820.0,720091.96,0.7,3.34,0.22,0.8,0.0,713007.23,21621.0,50320.0,306357.89,,,,,,,,,,,,,,,,,,0.33,,,,100.0,5.46,0.0,0.0,,0.0,100.0,7.34,0.5993,76.63,0.1282
2014-12-08,50820.0,724707.93,0.7,3.31,0.22,0.81,0.0,717577.78,16311.0,50320.0,232599.59,,,,,,,,0.08,,5310.0,,,,,,,,0.25,,,,100.0,4.12,0.0,0.0,,0.0,100.0,7.25,0.6024,76.84,0.1282
2014-12-09,45510.0,637824.89,0.63,2.99,0.2,0.73,0.0,630817.36,16311.0,45010.0,228599.47,,,,,,,,,,,,,,,,,5310.0,0.26,0.08,,,100.0,4.11,0.0,0.0,,0.0,100.0,8.06,0.5666,74.29,0.1146
2014-12-10,45510.0,640718.46,0.63,3.1,0.2,0.71,0.0,633679.14,16311.0,45010.0,229636.54,,,,,,,,,,,,,,,,,,0.25,,,,100.0,4.11,0.0,0.0,,0.0,100.0,8.18,0.5645,74.13,0.1146
2014-12-11,45510.0,639891.72,0.63,3.17,0.2,0.72,0.0,632861.49,16311.0,45010.0,229340.23,,,,,,,,,,,,,,,,,,0.25,,,,100.0,4.17,0.0,0.0,,0.0,100.0,8.13,0.564,74.09,0.1163
