,ALAQU FP Equity_DX_SI_QTY,ALAQU FP Equity_DX_SHORT_INTEREST_VALUE,ALAQU FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALAQU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALAQU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALAQU FP Equity_DX_SI_MV,ALAQU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALAQU FP Equity_DX_SUPPLY_SI_QTY,ALAQU FP Equity_DX_BROKER_SI_QTY,ALAQU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALAQU FP Equity_DX_SUPPLY_SI_MV,ALAQU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALAQU FP Equity_DX_UTILIZATION_QUANTITY,ALAQU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALAQU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALAQU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALAQU FP Equity_DX_ACTIVE_UTILIZATION_MV,ALAQU FP Equity_DX_BROKER_SI_CON_RATIO,ALAQU FP Equity_DX_DEMAND_SUPPLY_RATIO,ALAQU FP Equity_PX_LAST
2020-02-04,,,,,,,,,,,,,,,,,,,,7.2
2020-02-05,,,,,,,,,,,,,,,,,,,,7.2
2020-02-07,,,,,,,,,,,,,,,,,,,,7.2
2020-02-12,,,,,,,,,,,,,,,,,,,,7.15
2020-02-13,,,,,,,,,,,,,,,,,,,,7.2
2020-02-17,,,,,,,,,,,,,,,,,,,,7.15
2020-02-19,,,,,,,,,,,,,,,,,,,,7.2
2020-02-20,,,,,,,,,,,,,,,,,,,,7.0
2020-02-21,,,,,,,,,,,,,,,,,,,,7.0
2020-02-24,,,,,,,,,,,,,,,,,,,,7.2
2020-02-25,,,,,,,,,,,,,,,,,,,,7.0
2020-02-27,,,,,,,,,,,,,,,,,,,,6.65
2020-03-05,,,,,,,,,,,,,,,,,,,,6.8
2020-03-06,,,,,,,,,,,,,,,,,,,,6.7
2020-03-09,,,,,,,,,,,,,,,,,,,,6.6
2020-03-10,,,,,,,,,,,,,,,,,,,,6.45
2020-03-11,,,,,,,,,,,,,,,,,,,,6.25
2020-03-12,,,,,,,,,,,,,,,,,,,,6.05
2020-03-13,,,,,,,,,,,,,,,,,,,,6.0
2020-03-16,,,,,,,,,,,,,,,,,,,,5.45
2020-03-17,,,,,,,,,,,,,,,,,,,,6.1
2020-03-18,,,,,,,,,,,,,,,,,,,,6.1
2020-03-19,,,,,,,,,,,,,,,,,,,,6.1
2020-03-20,,,,,,,,,,,,,,,,,,,,6.1
2020-03-23,,,,,,,,,,,,,,,,,,,,6.5
2020-03-26,,,,,,,,,,,,,,,,,,,,6.5
2020-03-27,,,,,,,,,,,,,,,,,,,,6.0
2020-03-31,,,,,,,,,,,,,,,,,,,,6.2
2020-04-02,,,,,,,,,,,,,,,,,,,,6.2
2020-04-03,,,,,,,,,,,,,,,,,,,,6.2
2020-04-06,,,,,,,,,,,,,,,,,,,,5.6
2020-04-07,,,,,,,,,,,,,,,,,,,,5.7
2020-04-08,,,,,,,,,,,,,,,,,,,,5.65
2020-04-09,,,,,,,,,,,,,,,,,,,,5.75
2020-04-14,,,,,,,,,,,,,,,,,,,,5.95
2020-04-16,,,,,,,,,,,,,,,,,,,,5.6
2020-04-17,,,,,,,,,,,,,,,,,,,,5.6
2020-04-20,,,,,,,,,,,,,,,,,,,,5.55
2020-04-21,,,,,,,,,,,,,,,,,,,,5.5
2020-04-22,,,,,,,,,,,,,,,,,,,,5.5
2020-04-23,,,,,,,,,,,,,,,,,,,,5.3
2020-04-24,,,,,,,,,,,,,,,,,,,,5.8
2020-04-27,,,,,,,,,,,,,,,,,,,,5.4
2020-04-28,,,,,,,,,,,,,,,,,,,,5.55
2020-04-29,,,,,,,,,,,,,,,,,,,,5.55
2020-04-30,,,,,,,,,,,,,,,,,,,,5.7
2020-05-04,,,,,,,,,,,,,,,,,,,,5.75
2020-05-05,,,,,,,,,,,,,,,,,,,,5.7
2020-05-06,,,,,,,,,,,,,,,,,,,,5.8
2020-05-07,,,,,,,,,,,,,,,,,,,,5.8
2020-05-08,,,,,,,,,,,,,,,,,,,,5.8
2020-05-11,,,,,,,,,,,,,,,,,,,,5.8
2020-05-12,,,,,,,,,,,,,,,,,,,,5.8
2020-05-13,,,,,,,,,,,,,,,,,,,,5.8
2020-05-18,,,,,,,,,,,,,,,,,,,,5.85
2020-05-21,,,,,,,,,,,,,,,,,,,,5.6
2020-05-22,,,,,,,,,,,,,,,,,,,,5.85
2020-05-25,,,,,,,,,,,,,,,,,,,,5.55
2020-05-26,,,,,,,,,,,,,,,,,,,,5.85
2020-05-27,,,,,,,,,,,,,,,,,,,,5.85
2020-05-28,,,,,,,,,,,,,,,,,,,,5.85
2020-05-29,,,,,,,,,,,,,,,,,,,,5.85
2020-06-01,,,,,,,,,,,,,,,,,,,,5.85
2020-06-02,,,,,,,,,,,,,,,,,,,,5.85
2020-06-03,,,,,,,,,,,,,,,,,,,,5.8
2020-06-04,,,,,,,,,,,,,,,,,,,,5.8
2020-06-05,,,,,,,,,,,,,,,,,,,,5.65
2020-06-08,,,,,,,,,,,,,,,,,,,,5.65
2020-06-09,,,,,,,,,,,,,,,,,,,,5.8
2020-06-10,,,,,,,,,,,,,,,,,,,,5.85
2020-06-11,,,,,,,,,,,,,,,,,,,,5.65
2020-06-17,,,,,,,,,,,,,,,,,,,,5.85
2020-06-23,,,,,,,,,,,,,,,,,,,,5.85
2020-06-26,,,,,,,,,,,,,,,,,,,,5.85
2020-06-30,,,,,,,,,,,,,,,,,,,,5.65
2020-07-01,,,,,,,,,,,,,,,,,,,,5.8
2020-07-02,,,,,,,,,,,,,,,,,,,,5.8
2020-07-06,,,,,,,,,,,,,,,,,,,,5.75
2020-07-09,,,,,,,,,,,,,,,,,,,,6.0
2020-07-13,,,,,,,,,,,,,,,,,,,,5.9
2020-07-16,,,,,,,,,,,,,,,,,,,,5.95
2020-07-17,,,,,,,,,,,,,,,,,,,,5.75
2020-07-20,,,,,,,,,,,,,,,,,,,,5.45
2020-07-21,,,,,,,,,,,,,,,,,,,,5.75
2020-07-23,,,,,,,,,,,,,,,,,,,,5.7
2020-07-24,,,,,,,,,,,,,,,,,,,,5.75
2020-07-27,,,,,,,,,,,,,,,,,,,,6.0
2020-07-28,,,,,,,,,,,,,,,,,,,,5.7
2020-07-29,,,,,,,,,,,,,,,,,,,,6.0
2020-07-30,,,,,,,,,,,,,,,,,,,,5.75
2020-07-31,,,,,,,,,,,,,,,,,,,,5.75
2020-08-05,,,,,,,,,,,,,,,,,,,,6.05
2020-08-06,,,,,,,,,,,,,,,,,,,,6.05
2020-08-13,,,,,,,,,,,,,,,,,,,,6.15
2020-08-18,,,,,,,,,,,,,,,,,,,,6.3
2020-08-19,,,,,,,,,,,,,,,,,,,,6.5
2020-08-20,,,,,,,,,,,,,,,,,,,,6.55
2020-08-21,,,,,,,,,,,,,,,,,,,,6.6
2020-08-24,,,,,,,,,,,,,,,,,,,,6.65
2020-08-25,,,,,,,,,,,,,,,,,,,,6.65
2020-08-26,,,,,,,,,,,,,,,,,,,,6.7
2020-08-28,,,,,,,,,,,,,,,,,,,,6.7
2020-08-31,,,,,,,,,,,,,,,,,,,,6.7
2020-09-01,,,,,,,,,,,,,,,,,,,,6.7
2020-09-04,,,,,,,,,,,,,,,,,,,,6.7
2020-09-07,,,,,,,,,,,,,,,,,,,,6.7
2020-09-08,,,,,,,,,,,,,,,,,,,,6.25
2020-09-09,,,,,,,,,,,,,,,,,,,,6.8
2020-09-10,,,,,,,,,,,,,,,,,,,,6.7
2020-09-14,,,,,,,,,,,,,,,,,,,,6.65
2020-09-18,,,,,,,,,,,,,,,,,,,,6.65
2020-09-23,,,,,,,,,,,,,,,,,,,,6.6
2020-09-25,,,,,,,,,,,,,,,,,,,,6.55
2020-09-28,,,,,,,,,,,,,,,,,,,,6.85
2020-09-29,,,,,,,,,,,,,,,,,,,,6.9
2020-09-30,,,,,,,,,,,,,,,,,,,,7.1
2020-10-01,,,,,,,,,,,,,,,,,,,,6.9
2020-10-02,,,,,,,,,,,,,,,,,,,,7.0
2020-10-06,,,,,,,,,,,,,,,,,,,,6.7
2020-10-07,,,,,,,,,,,,,,,,,,,,7.05
2020-10-08,,,,,,,,,,,,,,,,,,,,6.7
2020-10-09,,,,,,,,,,,,,,,,,,,,6.75
2020-10-12,,,,,,,,,,,,,,,,,,,,7.1
2020-10-13,,,,,,,,,,,,,,,,,,,,7.1
2020-10-21,,,,,,,,,,,,,,,,,,,,6.9
2020-10-22,,,,,,,,,,,,,,,,,,,,6.75
2020-10-23,,,,,,,,,,,,,,,,,,,,6.75
2020-10-27,,,,,,,,,,,,,,,,,,,,6.75
2020-10-28,,,,,,,,,,,,,,,,,,,,6.65
2020-10-30,,,,,,,,,,,,,,,,,,,,6.6
2020-11-02,,,,,,,,,,,,,,,,,,,,6.5
2020-11-03,,,,,,,,,,,,,,,,,,,,6.75
2020-11-04,,,,,,,,,,,,,,,,,,,,6.75
2020-11-06,,,,,,,,,,,,,,,,,,,,6.7
2020-11-10,,,,,,,,,,,,,,,,,,,,7.0
2020-11-11,,,,,,,,,,,,,,,,,,,,6.85
2020-11-12,,,,,,,,,,,,,,,,,,,,6.85
2020-11-13,,,,,,,,,,,,,,,,,,,,6.9
2020-11-16,,,,,,,,,,,,,,,,,,,,7.0
2020-11-17,,,,,,,,,,,,,,,,,,,,7.0
2020-11-18,,,,,,,,,,,,,,,,,,,,7.0
2020-11-19,,,,,,,,,,,,,,,,,,,,7.0
2020-11-20,,,,,,,,,,,,,,,,,,,,7.0
2020-11-23,,,,,,,,,,,,,,,,,,,,7.1
2020-11-24,,,,,,,,,,,,,,,,,,,,7.2
2020-11-25,,,,,,,,,,,,,,,,,,,,7.45
2020-11-26,,,,,,,,,,,,,,,,,,,,7.4
2020-11-27,,,,,,,,,,,,,,,,,,,,7.15
2020-11-30,,,,,,,,,,,,,,,,,,,,7.4
2020-12-01,,,,,,,,,,,,,,,,,,,,7.4
2020-12-02,,,,,,,,,,,,,,,,,,,,7.4
2020-12-03,,,,,,,,,,,,,,,,,,,,6.9
2020-12-04,,,,,,,,,,,,,,,,,,,,7.0
2020-12-07,,,,,,,,,,,,,,,,,,,,7.1
2020-12-08,,,,,,,,,,,,,,,,,,,,7.2
2020-12-09,,,,,,,,,,,,,,,,,,,,7.3
2020-12-10,,,,,,,,,,,,,,,,,,,,7.35
2020-12-11,,,,,,,,,,,,,,,,,,,,7.3
2020-12-14,,,,,,,,,,,,,,,,,,,,7.4
2020-12-15,,,,,,,,,,,,,,,,,,,,7.55
2020-12-16,,,,,,,,,,,,,,,,,,,,7.2
2020-12-17,,,,,,,,,,,,,,,,,,,,7.25
2020-12-18,,,,,,,,,,,,,,,,,,,,7.4
2020-12-21,,,,,,,,,,,,,,,,,,,,7.35
2020-12-22,,,,,,,,,,,,,,,,,,,,7.7
2020-12-23,,,,,,,,,,,,,,,,,,,,7.65
2020-12-24,,,,,,,,,,,,,,,,,,,,7.6
2020-12-28,,,,,,,,,,,,,,,,,,,,7.7
2020-12-29,,,,,,,,,,,,,,,,,,,,7.7
2020-12-30,,,,,,,,,,,,,,,,,,,,7.65
2020-12-31,,,,,,,,,,,,,,,,,,,,7.7
2021-01-04,,,,,,,,,,,,,,,,,,,,7.7
2021-01-05,,,,,,,,,,,,,,,,,,,,7.7
2021-01-06,,,,,,,,,,,,,,,,,,,,7.85
2021-01-07,,,,,,,,,,,,,,,,,,,,8.15
2021-01-08,,,,,,,,,,,,,,,,,,,,8.0
2021-01-11,,,,,,,,,,,,,,,,,,,,7.65
2021-01-12,,,,,,,,,,,,,,,,,,,,7.75
2021-01-13,,,,,,,,,,,,,,,,,,,,7.7
2021-01-14,,,,,,,,,,,,,,,,,,,,7.95
2021-01-15,,,,,,,,,,,,,,,,,,,,7.7
2021-01-18,,,,,,,,,,,,,,,,,,,,7.8
2021-01-19,,,,,,,,,,,,,,,,,,,,7.75
2021-01-20,,,,,,,,,,,,,,,,,,,,7.75
2021-01-21,,,,,,,,,,,,,,,,,,,,7.7
2021-01-22,,,,,,,,,,,,,,,,,,,,7.7
2021-01-25,,,,,,,,,,,,,,,,,,,,7.9
2021-01-26,,,,,,,,,,,,,,,,,,,,7.9
2021-01-28,,,,,,,,,,,,,,,,,,,,7.8
2021-01-29,,,,,,,,,,,,,,,,,,,,7.85
2021-02-01,,,,,,,,,,,,,,,,,,,,7.35
2021-02-02,,,,,,,,,,,,,,,,,,,,7.45
2021-02-03,,,,,,,,,,,,,,,,,,,,7.5
2021-02-04,,,,,,,,,,,,,,,,,,,,7.4
2021-02-05,,,,,,,,,,,,,,,,,,,,7.85
2021-02-09,,,,,,,,,,,,,,,,,,,,7.8
2021-02-10,,,,,,,,,,,,,,,,,,,,7.8
2021-02-11,,,,,,,,,,,,,,,,,,,,7.8
2021-02-12,,,,,,,,,,,,,,,,,,,,7.8
2021-02-15,,,,,,,,,,,,,,,,,,,,7.8
2021-02-16,,,,,,,,,,,,,,,,,,,,7.8
2021-02-17,,,,,,,,,,,,,,,,,,,,7.8
2021-02-18,,,,,,,,,,,,,,,,,,,,7.8
2021-02-19,,,,,,,,,,,,,,,,,,,,7.8
2021-02-22,,,,,,,,,,,,,,,,,,,,7.8
2021-02-23,,,,,,,,,,,,,,,,,,,,7.7
2021-02-24,,,,,,,,,,,,,,,,,,,,7.85
2021-02-26,,,,,,,,,,,,,,,,,,,,7.85
2021-03-01,,,,,,,,,,,,,,,,,,,,7.85
2021-03-02,,,,,,,,,,,,,,,,,,,,7.9
2021-03-03,,,,,,,,,,,,,,,,,,,,7.95
2021-03-04,,,,,,,,,,,,,,,,,,,,7.95
2021-03-05,,,,,,,,,,,,,,,,,,,,7.95
2021-03-08,,,,,,,,,,,,,,,,,,,,7.8
2021-03-09,,,,,,,,,,,,,,,,,,,,7.95
2021-03-11,,,,,,,,,,,,,,,,,,,,7.95
2021-03-12,,,,,,,,,,,,,,,,,,,,7.95
2021-03-15,,,,,,,,,,,,,,,,,,,,7.75
2021-03-16,,,,,,,,,,,,,,,,,,,,7.9
2021-03-17,,,,,,,,,,,,,,,,,,,,7.95
2021-03-18,,,,,,,,,,,,,,,,,,,,7.95
2021-03-19,,,,,,,,,,,,,,,,,,,,7.8
2021-03-22,,,,,,,,,,,,,,,,,,,,7.85
2021-03-23,,,,,,,,,,,,,,,,,,,,8.0
2021-03-25,,,,,,,,,,,,,,,,,,,,7.85
2021-03-26,,,,,,,,,,,,,,,,,,,,7.95
2021-03-29,,,,,,,,,,,,,,,,,,,,8.0
2021-03-30,,,,,,,,,,,,,,,,,,,,8.05
2021-03-31,,,,,,,,,,,,,,,,,,,,7.85
2021-04-01,,,,,,,,,,,,,,,,,,,,8.05
2021-04-06,,,,,,,,,,,,,,,,,,,,8.05
2021-04-07,,,,,,,,,,,,,,,,,,,,8.05
2021-04-09,,,,,,,,,,,,,,,,,,,,7.7
2021-04-12,,,,,,,,,,,,,,,,,,,,7.4
2021-04-13,,,,,,,,,,,,,,,,,,,,7.4
2021-04-14,,,,,,,,,,,,,,,,,,,,7.3
2021-04-15,,,,,,,,,,,,,,,,,,,,7.3
2021-04-16,,,,,,,,,,,,,,,,,,,,7.35
2021-04-19,,,,,,,,,,,,,,,,,,,,7.4
2021-04-20,,,,,,,,,,,,,,,,,,,,7.4
2021-04-22,,,,,,,,,,,,,,,,,,,,7.35
2021-04-23,,,,,,,,,,,,,,,,,,,,7.4
2021-04-26,,,,,,,,,,,,,,,,,,,,7.35
2021-04-27,,,,,,,,,,,,,,,,,,,,7.4
2021-04-28,,,,,,,,,,,,,,,,,,,,7.45
2021-04-29,,,,,,,,,,,,,,,,,,,,7.45
2021-04-30,,,,,,,,,,,,,,,,,,,,7.3
2021-05-03,,,,,,,,,,,,,,,,,,,,7.05
2021-05-04,,,,,,,,,,,,,,,,,,,,7.15
2021-05-05,,,,,,,,,,,,,,,,,,,,7.1
2021-05-06,,,,,,,,,,,,,,,,,,,,7.15
2021-05-07,,,,,,,,,,,,,,,,,,,,7.15
2021-05-10,,,,,,,,,,,,,,,,,,,,7.2
2021-05-11,,,,,,,,,,,,,,,,,,,,7.1
2021-05-12,,,,,,,,,,,,,,,,,,,,7.2
2021-05-13,,,,,,,,,,,,,,,,,,,,7.1
2021-05-14,,,,,,,,,,,,,,,,,,,,7.15
2021-05-18,,,,,,,,,,,,,,,,,,,,7.0
2021-05-19,,,,,,,,,,,,,,,,,,,,6.9
2021-05-20,,,,,,,,,,,,,,,,,,,,6.9
2021-05-21,,,,,,,,,,,,,,,,,,,,6.9
2021-05-24,,,,,,,,,,,,,,,,,,,,6.9
2021-05-25,,,,,,,,,,,,,,,,,,,,7.15
2021-05-26,,,,,,,,,,,,,,,,,,,,6.75
2021-05-27,,,,,,,,,,,,,,,,,,,,6.7
2021-05-28,,,,,,,,,,,,,,,,,,,,6.85
2021-05-31,,,,,,,,,,,,,,,,,,,,6.85
2021-06-01,,,,,,,,,,,,,,,,,,,,6.9
2021-06-02,,,,,,,,,,,,,,,,,,,,6.9
2021-06-03,,,,,,,,,,,,,,,,,,,,6.7
2021-06-04,,,,,,,,,,,,,,,,,,,,6.65
2021-06-07,,,,,,,,,,,,,,,,,,,,6.5
2021-06-08,,,,,,,,,,,,,,,,,,,,6.45
2021-06-09,,,,,,,,,,,,,,,,,,,,6.5
2021-06-10,,,,,,,,,,,,,,,,,,,,6.55
2021-06-14,,,,,,,,,,,,,,,,,,,,6.65
2021-06-15,,,,,,,,,,,,,,,,,,,,6.85
2021-06-21,,,,,,,,,,,,,,,,,,,,6.7
2021-06-22,,,,,,,,,,,,,,,,,,,,6.85
2021-06-23,,,,,,,,,,,,,,,,,,,,6.7
2021-06-24,,,,,,,,,,,,,,,,,,,,6.8
2021-06-25,,,,,,,,,,,,,,,,,,,,6.85
2021-06-28,,,,,,,,,,,,,,,,,,,,6.85
2021-06-29,,,,,,,,,,,,,,,,,,,,6.85
2021-06-30,,,,,,,,,,,,,,,,,,,,6.7
2021-07-05,,,,,,,,,,,,,,,,,,,,6.7
2021-07-06,,,,,,,,,,,,,,,,,,,,6.7
2021-07-07,,,,,,,,,,,,,,,,,,,,6.7
2021-07-08,,,,,,,,,,,,,,,,,,,,6.7
2021-07-09,,,,,,,,,,,,,,,,,,,,6.85
2021-07-12,,,,,,,,,,,,,,,,,,,,6.85
2021-07-13,,,,,,,,,,,,,,,,,,,,6.8
2021-07-14,,,,,,,,,,,,,,,,,,,,6.8
2021-07-16,,,,,,,,,,,,,,,,,,,,6.8
2021-07-19,,,,,,,,,,,,,,,,,,,,6.8
2021-07-20,,,,,,,,,,,,,,,,,,,,6.8
2021-07-21,,,,,,,,,,,,,,,,,,,,6.85
2021-07-22,,,,,,,,,,,,,,,,,,,,6.75
2021-07-26,,,,,,,,,,,,,,,,,,,,6.85
2021-07-28,,,,,,,,,,,,,,,,,,,,6.85
2021-07-30,,,,,,,,,,,,,,,,,,,,6.8
2021-08-02,,,,,,,,,,,,,,,,,,,,7.05
2021-08-03,,,,,,,,,,,,,,,,,,,,7.0
2021-08-04,,,,,,,,,,,,,,,,,,,,7.0
2021-08-06,,,,,,,,,,,,,,,,,,,,7.0
2021-08-09,,,,,,,,,,,,,,,,,,,,7.0
2021-08-10,,,,,,,,,,,,,,,,,,,,6.8
2021-08-13,,,,,,,,,,,,,,,,,,,,6.75
2021-08-17,,,,,,,,,,,,,,,,,,,,7.0
2021-08-18,,,,,,,,,,,,,,,,,,,,7.0
2021-08-20,,,,,,,,,,,,,,,,,,,,6.8
2021-08-26,,,,,,,,,,,,,,,,,,,,6.8
2021-08-27,,,,,,,,,,,,,,,,,,,,6.8
2021-08-30,,,,,,,,,,,,,,,,,,,,6.95
2021-08-31,,,,,,,,,,,,,,,,,,,,6.85
2021-09-01,,,,,,,,,,,,,,,,,,,,6.95
2021-09-03,,,,,,,,,,,,,,,,,,,,6.9
2021-09-07,,,,,,,,,,,,,,,,,,,,6.85
2021-09-13,,,,,,,,,,,,,,,,,,,,7.0
2021-09-14,,,,,,,,,,,,,,,,,,,,7.0
2021-09-15,,,,,,,,,,,,,,,,,,,,7.05
2021-09-16,,,,,,,,,,,,,,,,,,,,7.1
2021-09-17,,,,,,,,,,,,,,,,,,,,6.9
2021-09-20,,,,,,,,,,,,,,,,,,,,6.85
2021-09-22,,,,,,,,,,,,,,,,,,,,6.9
2021-09-23,,,,,,,,,,,,,,,,,,,,7.0
2021-09-24,,,,,,,,,,,,,,,,,,,,7.0
2021-09-27,,,,,,,,,,,,,,,,,,,,7.15
2021-09-28,,,,,,,,,,,,,,,,,,,,7.0
2021-09-29,,,,,,,,,,,,,,,,,,,,7.0
2021-09-30,,,,,,,,,,,,,,,,,,,,7.25
2021-10-04,,,,,,,,,,,,,,,,,,,,7.0
2021-10-06,,,,,,,,,,,,,,,,,,,,7.0
2021-10-07,,,,,,,,,,,,,,,,,,,,7.0
2021-10-08,,,,,,,,,,,,,,,,,,,,7.0
2021-10-11,,,,,,,,,,,,,,,,,,,,7.0
2021-10-12,,,,,,,,,,,,,,,,,,,,7.25
2021-10-13,,,,,,,,,,,,,,,,,,,,7.25
2021-10-15,,,,,,,,,,,,,,,,,,,,7.05
2021-10-18,,,,,,,,,,,,,,,,,,,,7.0
2021-10-19,,,,,,,,,,,,,,,,,,,,7.0
2021-10-21,,,,,,,,,,,,,,,,,,,,7.0
2021-10-22,,,,,,,,,,,,,,,,,,,,7.0
2021-10-25,,,,,,,,,,,,,,,,,,,,6.9
2021-10-27,,,,,,,,,,,,,,,,,,,,7.1
2021-10-28,,,,,,,,,,,,,,,,,,,,7.05
2021-10-29,,,,,,,,,,,,,,,,,,,,7.05
2021-11-01,,,,,,,,,,,,,,,,,,,,7.0
2021-11-03,,,,,,,,,,,,,,,,,,,,7.1
2021-11-04,,,,,,,,,,,,,,,,,,,,7.0
2021-11-08,,,,,,,,,,,,,,,,,,,,6.9
2021-11-09,,,,,,,,,,,,,,,,,,,,6.6
2021-11-10,,,,,,,,,,,,,,,,,,,,6.6
2021-11-11,,,,,,,,,,,,,,,,,,,,6.65
2021-11-12,,,,,,,,,,,,,,,,,,,,6.75
2021-11-15,,,,,,,,,,,,,,,,,,,,6.5
2021-11-16,,,,,,,,,,,,,,,,,,,,6.65
2021-11-17,,,,,,,,,,,,,,,,,,,,6.65
2021-11-18,,,,,,,,,,,,,,,,,,,,6.5
2021-11-22,,,,,,,,,,,,,,,,,,,,6.85
2021-11-23,,,,,,,,,,,,,,,,,,,,6.6
2021-11-24,,,,,,,,,,,,,,,,,,,,6.8
2021-11-25,,,,,,,,,,,,,,,,,,,,6.8
2021-11-26,,,,,,,,,,,,,,,,,,,,6.75
2021-11-30,,,,,,,,,,,,,,,,,,,,6.6
2021-12-01,,,,,,,,,,,,,,,,,,,,6.7
2021-12-02,,,,,,,,,,,,,,,,,,,,6.5
2021-12-03,,,,,,,,,,,,,,,,,,,,6.4
2021-12-06,,,,,,,,,,,,,,,,,,,,6.45
2021-12-07,,,,,,,,,,,,,,,,,,,,6.4
2021-12-08,,,,,,,,,,,,,,,,,,,,6.5
2021-12-09,,,,,,,,,,,,,,,,,,,,6.5
2021-12-10,,,,,,,,,,,,,,,,,,,,6.5
2021-12-13,,,,,,,,,,,,,,,,,,,,6.3
2021-12-14,,,,,,,,,,,,,,,,,,,,6.2
2021-12-15,,,,,,,,,,,,,,,,,,,,6.2
2021-12-20,,,,,,,,,,,,,,,,,,,,6.3
2021-12-21,,,,,,,,,,,,,,,,,,,,6.5
2021-12-22,,,,,,,,,,,,,,,,,,,,6.6
2021-12-24,,,,,,,,,,,,,,,,,,,,6.35
2021-12-27,,,,,,,,,,,,,,,,,,,,6.2
2021-12-28,,,,,,,,,,,,,,,,,,,,6.2
2021-12-29,,,,,,,,,,,,,,,,,,,,6.25
2021-12-30,,,,,,,,,,,,,,,,,,,,6.25
2021-12-31,,,,,,,,,,,,,,,,,,,,6.4
2022-01-03,,,,,,,,,,,,,,,,,,,,6.25
2022-01-04,,,,,,,,,,,,,,,,,,,,6.25
2022-01-05,,,,,,,,,,,,,,,,,,,,6.25
2022-01-06,,,,,,,,,,,,,,,,,,,,6.15
2022-01-07,,,,,,,,,,,,,,,,,,,,6.15
2022-01-10,,,,,,,,,,,,,,,,,,,,6.15
2022-01-12,,,,,,,,,,,,,,,,,,,,6.2
2022-01-13,,,,,,,,,,,,,,,,,,,,6.15
2022-01-17,,,,,,,,,,,,,,,,,,,,6.5
2022-01-19,,,,,,,,,,,,,,,,,,,,6.4
2022-01-25,,,,,,,,,,,,,,,,,,,,6.3
2022-01-27,,,,,,,,,,,,,,,,,,,,6.2
2022-01-28,,,,,,,,,,,,,,,,,,,,6.5
2022-01-31,,,,,,,,,,,,,,,,,,,,6.4
2022-02-02,,,,,,,,,,,,,,,,,,,,6.4
2022-02-03,,,,,,,,,,,,,,,,,,,,6.4
2022-02-07,,,,,,,,,,,,,,,,,,,,6.4
2022-02-09,,,,,,,,,,,,,,,,,,,,6.4
2022-02-14,,,,,,,,,,,,,,,,,,,,6.4
2022-02-15,,,,,,,,,,,,,,,,,,,,6.4
2022-02-18,,,,,,,,,,,,,,,,,,,,6.4
2022-02-21,,,,,,,,,,,,,,,,,,,,6.4
2022-02-24,,,,,,,,,,,,,,,,,,,,6.35
2022-02-25,,,,,,,,,,,,,,,,,,,,6.35
2022-03-03,,,,,,,,,,,,,,,,,,,,6.05
2022-03-04,,,,,,,,,,,,,,,,,,,,6.0
2022-03-07,,,,,,,,,,,,,,,,,,,,5.8
2022-03-08,,,,,,,,,,,,,,,,,,,,5.75
2022-03-09,,,,,,,,,,,,,,,,,,,,5.9
2022-03-10,,,,,,,,,,,,,,,,,,,,5.9
2022-03-14,,,,,,,,,,,,,,,,,,,,5.6
2022-03-15,,,,,,,,,,,,,,,,,,,,5.6
2022-03-16,,,,,,,,,,,,,,,,,,,,5.75
2022-03-17,,,,,,,,,,,,,,,,,,,,5.8
2022-03-23,,,,,,,,,,,,,,,,,,,,5.65
2022-03-25,,,,,,,,,,,,,,,,,,,,5.7
2022-03-29,,,,,,,,,,,,,,,,,,,,5.9
2022-03-30,,,,,,,,,,,,,,,,,,,,5.9
2022-03-31,,,,,,,,,,,,,,,,,,,,5.9
2022-04-05,,,,,,,,,,,,,,,,,,,,5.9
2022-04-06,,,,,,,,,,,,,,,,,,,,5.9
2022-04-11,,,,,,,,,,,,,,,,,,,,5.8
2022-04-12,,,,,,,,,,,,,,,,,,,,5.8
2022-04-14,,,,,,,,,,,,,,,,,,,,5.8
2022-04-19,,,,,,,,,,,,,,,,,,,,5.95
2022-04-20,,,,,,,,,,,,,,,,,,,,6.15
2022-04-21,,,,,,,,,,,,,,,,,,,,5.95
2022-04-22,,,,,,,,,,,,,,,,,,,,5.95
2022-04-26,,,,,,,,,,,,,,,,,,,,5.95
2022-04-27,,,,,,,,,,,,,,,,,,,,6.15
2022-04-28,,,,,,,,,,,,,,,,,,,,6.1
2022-05-03,,,,,,,,,,,,,,,,,,,,5.8
2022-05-04,,,,,,,,,,,,,,,,,,,,5.8
2022-05-05,,,,,,,,,,,,,,,,,,,,5.8
2022-05-09,,,,,,,,,,,,,,,,,,,,5.65
2022-05-10,,,,,,,,,,,,,,,,,,,,5.8
2022-05-13,,,,,,,,,,,,,,,,,,,,5.7
2022-05-16,,,,,,,,,,,,,,,,,,,,5.8
2022-05-17,,,,,,,,,,,,,,,,,,,,5.8
2022-05-20,,,,,,,,,,,,,,,,,,,,5.9
