,ALNRG FP Equity_DX_SI_QTY,ALNRG FP Equity_DX_SHORT_INTEREST_VALUE,ALNRG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALNRG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALNRG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALNRG FP Equity_DX_SI_MV,ALNRG FP Equity_DX_DSS,ALNRG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALNRG FP Equity_DX_SUPPLY_SI_QTY,ALNRG FP Equity_DX_BROKER_SI_QTY,ALNRG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALNRG FP Equity_DX_BROKER_SI_MV_NEW_x,ALNRG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALNRG FP Equity_DX_BROKER_SI_MV_INC_x,ALNRG FP Equity_DX_BROKER_SI_QTY_ADD,ALNRG FP Equity_DX_BROKER_SI_QTY_NEW,ALNRG FP Equity_DX_SUPPLY_SI_MV_DEC,ALNRG FP Equity_DX_BROKER_SI_QTY_INC,ALNRG FP Equity_DX_SUPPLY_SI_QTY_DEC,ALNRG FP Equity_DX_BROKER_SI_MV_NEW_y,ALNRG FP Equity_DX_BROKER_SI_MV_INC_y,ALNRG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALNRG FP Equity_DX_BROKER_SI_MV_ADD,ALNRG FP Equity_DX_SUPPLY_SI_QTY_ADD,ALNRG FP Equity_DX_BROKER_SI_QTY_DEC,ALNRG FP Equity_DX_SUPPLY_SI_MV,ALNRG FP Equity_DX_BROKER_SI_MV_DEC,ALNRG FP Equity_DX_BROKER_SI_MV_RMV,ALNRG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALNRG FP Equity_DX_UTILIZATION_QUANTITY,ALNRG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALNRG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALNRG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALNRG FP Equity_DX_ACTIVE_UTILIZATION_MV,ALNRG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALNRG FP Equity_DX_BROKER_SI_CON_RATIO,ALNRG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALNRG FP Equity_DX_DEMAND_SUPPLY_RATIO,ALNRG FP Equity_PX_LAST
2022-05-26,4113.0,3491.94,0.06,0.18,0.06,0.0,0.0,2642.94,1000.0,3113.0,849.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,48.55,0.5004,51.45,4.113,0.849
2022-05-27,4113.0,3413.79,0.06,0.18,0.06,0.0,0.0,2583.79,1000.0,3113.0,830.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,48.22,0.5006,51.78,4.113,0.83
2022-05-30,4113.0,3372.66,0.06,0.18,0.06,0.0,0.0,2552.66,1000.0,3113.0,820.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,47.67,0.5011,52.33,4.113,0.82
2022-05-31,14113.0,11318.63,0.19,0.64,0.19,0.01,0.0,6506.63,6000.0,8113.0,4812.0,,5000.0,,5000.0,,,,,,,5000.0,0.0,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.13,0.5447,70.86,2.3522,0.802
2022-06-01,14113.0,11516.21,0.19,0.65,0.19,0.01,0.0,6620.21,6000.0,8113.0,4896.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,14.9,0.5438,70.79,2.3522,0.816
2022-06-02,14113.0,11502.1,0.19,0.66,0.19,0.01,0.0,6612.1,6000.0,8113.0,4890.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.0,0.544,70.8,2.3522,0.815
2022-06-03,14113.0,11516.21,0.19,0.66,0.19,0.01,0.0,6620.21,6000.0,8113.0,4896.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.07,0.5433,70.74,2.3522,0.816
2022-06-06,14113.0,11699.68,0.19,0.67,0.19,0.01,0.0,6725.68,6000.0,8113.0,4974.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.17,0.5416,70.59,2.3522,0.829
2022-06-07,14113.0,11967.82,0.19,0.71,0.19,0.01,0.0,6879.82,6000.0,8113.0,5088.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,0.0,100.0,14.83,0.5442,70.83,2.3522,0.848
2022-06-08,14113.0,17923.51,0.19,0.67,0.19,0.01,0.0,10303.51,6000.0,8113.0,7620.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,0.0,100.0,17.09,0.5186,68.45,2.3522,1.27
2022-06-09,14113.0,13746.06,0.19,0.41,0.19,0.02,0.0,7902.06,6000.0,8113.0,5844.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,0.0,100.0,15.43,0.5567,71.89,2.3522,0.974
2022-06-10,14113.0,13844.85,0.19,0.3,0.19,0.02,0.0,7958.85,6000.0,8113.0,5886.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,0.0,100.0,14.46,0.5587,72.09,2.3522,0.981
2022-06-13,14113.0,14254.13,0.19,0.26,0.19,0.01,0.0,8194.13,6000.0,8113.0,6060.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,0.0,100.0,15.14,0.5415,70.58,2.3522,1.01
2022-06-14,14113.0,12080.73,0.19,0.25,0.19,0.01,0.0,6944.73,6000.0,8113.0,5136.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,0.0,100.0,15.23,0.5524,71.53,2.3522,0.856
2022-06-15,14113.0,12391.21,0.19,0.24,0.19,0.01,0.0,7123.21,6000.0,8113.0,5268.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,0.0,100.0,15.0,0.5425,70.67,2.3522,0.878
2022-06-16,14113.0,11713.79,0.19,0.24,0.19,0.01,0.0,6733.79,6000.0,8113.0,4980.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,0.0,100.0,15.05,0.5476,71.12,2.3522,0.83
2022-06-17,14113.0,11318.63,0.19,0.24,0.19,0.01,0.0,6506.63,6000.0,8113.0,4812.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,0.0,100.0,15.35,0.5434,70.75,2.3522,0.802
2022-06-20,14113.0,11487.98,0.19,0.24,0.19,0.01,0.0,6603.98,6000.0,8113.0,4884.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,16.01,0.5344,69.93,2.3522,0.814
2022-06-21,14113.0,11290.4,0.19,0.24,0.19,0.01,0.0,6490.4,6000.0,8113.0,4800.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.06,0.5449,70.89,2.3522,0.8
2022-06-22,14113.0,11276.29,0.19,0.24,0.19,0.01,0.0,6482.29,6000.0,8113.0,4794.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.04,0.544,70.8,2.3522,0.799
2022-06-23,14113.0,11276.29,0.19,0.24,0.19,0.01,0.0,6482.29,6000.0,8113.0,4794.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.1,0.5433,70.75,2.3522,0.799
2022-06-24,14113.0,11840.81,0.19,0.24,0.19,0.01,0.0,6806.81,6000.0,8113.0,5034.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.03,0.5407,70.51,2.3522,0.839
2022-06-27,14113.0,11939.6,0.19,0.24,0.19,0.01,0.0,6863.6,6000.0,8113.0,5076.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,0.0,100.0,14.98,0.5436,70.77,2.3522,0.846
2022-06-28,14113.0,12532.34,0.19,0.23,0.19,0.01,0.0,7204.34,6000.0,8113.0,5328.0,,,,,,,,,,,,,,,0.01,,,100.0,27.65,0.0,0.0,0.0,100.0,15.03,0.5406,70.51,0.6504,0.888
2022-06-29,14113.0,12772.27,0.19,0.23,0.19,0.01,0.0,7342.27,6000.0,8113.0,5430.0,,,,,,,,,,,,,,,0.01,,,100.0,27.65,0.0,0.0,0.0,100.0,15.38,0.5392,70.37,0.6504,0.905
2022-06-30,14113.0,12701.7,0.19,0.22,0.19,0.01,0.0,7301.7,6000.0,8113.0,5400.0,,,,,,,,,,,,,,,0.01,,,100.0,27.65,0.0,0.0,0.0,100.0,15.51,0.54,70.44,0.6504,0.9
2022-07-01,14113.0,12842.83,0.19,0.22,0.19,0.01,0.0,7382.83,6000.0,8113.0,5460.0,,,,,,,,,,,,,,,0.01,,,100.0,27.65,0.0,0.0,0.0,100.0,15.52,0.5388,70.33,0.6504,0.91
2022-07-04,14113.0,12983.96,0.19,0.21,0.19,0.01,0.0,7463.96,6000.0,8113.0,5520.0,,,,,,,,,,,,,,,0.01,,,100.0,27.65,0.0,0.0,0.0,100.0,15.46,0.5394,70.39,0.6504,0.92
2022-07-05,14113.0,12842.83,0.19,0.21,0.19,0.01,0.0,7382.83,6000.0,8113.0,5460.0,,,,,,,,,,,,,,,0.01,,,100.0,27.65,0.0,0.0,0.0,100.0,15.66,0.539,70.35,0.6504,0.91
2022-07-06,14113.0,12673.47,0.19,0.21,0.19,0.01,0.0,7285.47,6000.0,8113.0,5388.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,0.0,100.0,15.16,0.5436,70.77,2.3522,0.898
2022-07-07,14113.0,12983.96,0.19,0.21,0.19,0.01,0.0,7463.96,6000.0,8113.0,5520.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,0.0,100.0,15.04,0.5423,70.66,2.3522,0.92
2022-07-08,14113.0,12687.59,0.19,0.2,0.19,0.01,0.0,7293.59,6000.0,8113.0,5394.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,0.0,100.0,15.04,0.5454,70.93,2.3522,0.899
2022-07-11,14113.0,12701.7,0.19,0.2,0.19,0.01,0.0,7301.7,6000.0,8113.0,5400.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,0.0,100.0,15.21,0.5423,70.65,2.3522,0.9
2022-07-12,14113.0,12983.96,0.19,0.2,0.19,0.01,0.0,7463.96,6000.0,8113.0,5520.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,0.0,100.0,15.05,0.5424,70.66,2.3522,0.92
2022-07-13,14113.0,15665.43,0.19,0.18,0.19,0.01,0.0,9005.43,6000.0,8113.0,6660.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,0.0,100.0,15.4,0.5327,69.78,2.3522,1.11
2022-07-14,14113.0,16201.72,0.19,0.16,0.19,0.02,0.0,9313.72,6000.0,8113.0,6888.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,0.0,100.0,15.14,0.5406,70.51,2.3522,1.148
2022-07-15,14113.0,14084.77,0.19,0.15,0.19,0.02,0.0,8096.77,6000.0,8113.0,5988.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,0.0,100.0,15.13,0.5519,71.49,2.3522,0.998
2022-07-18,14113.0,14818.65,0.19,0.14,0.19,0.01,0.0,8518.65,6000.0,8113.0,6300.0,,,,,,,,,,,,,,,0.01,,,100.0,51.28,0.0,0.0,0.0,100.0,14.87,0.542,70.63,1.2062,1.05
2022-07-19,14113.0,15665.43,0.19,0.14,0.19,0.01,0.0,9005.43,6000.0,8113.0,6660.0,,,,,,,,,,,,,,,0.01,,,100.0,65.22,0.0,0.0,0.0,100.0,14.86,0.5418,70.61,1.534,1.11
2022-07-20,14113.0,10302.49,0.19,0.14,0.19,0.02,0.0,5922.49,6000.0,8113.0,4380.0,,,,,,,,,,,,,,,0.01,,,100.0,84.51,0.0,0.0,0.0,100.0,15.46,0.5642,72.52,1.9877,0.73
2022-07-21,14113.0,10302.49,0.19,0.12,0.19,0.01,0.0,5922.49,6000.0,8113.0,4380.0,,,,,,,,,,,,,,,0.0,,,100.0,84.51,0.0,0.0,0.0,100.0,15.03,0.5441,70.81,1.9877,0.73
2022-07-22,14113.0,9568.61,0.19,0.14,0.19,0.01,0.0,5500.61,6000.0,8113.0,4068.0,,,,,,,,,,,,,,,0.0,,,100.0,84.51,0.0,0.0,0.0,100.0,15.11,0.5479,71.15,1.9877,0.678
2022-07-25,14113.0,9864.99,0.19,0.14,0.19,0.01,0.0,5670.99,6000.0,8113.0,4194.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.05,0.5417,70.6,2.3522,0.699
2022-07-26,14113.0,10020.23,0.19,0.14,0.19,0.01,0.0,5760.23,6000.0,8113.0,4260.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.17,0.5417,70.6,2.3522,0.71
2022-07-27,14113.0,10161.36,0.19,0.15,0.19,0.01,0.0,5841.36,6000.0,8113.0,4320.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,14.89,0.5444,70.85,2.3522,0.72
2022-07-28,14113.0,9032.32,0.19,0.14,0.19,0.01,0.0,5192.32,6000.0,8113.0,3840.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.02,0.5517,71.48,2.3522,0.64
2022-07-29,14113.0,9131.11,0.19,0.13,0.19,0.01,0.0,5249.11,6000.0,8113.0,3882.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,14.88,0.5444,70.84,2.3522,0.647
2022-08-01,14113.0,9286.35,0.19,0.13,0.19,0.01,0.0,5338.35,6000.0,8113.0,3948.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.04,0.5426,70.68,2.3522,0.658
2022-08-02,14113.0,9018.21,0.19,0.13,0.19,0.01,0.0,5184.21,6000.0,8113.0,3834.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.18,0.5444,70.84,2.3522,0.639
2022-08-03,14113.0,8764.17,0.19,0.13,0.19,0.01,0.0,5038.17,6000.0,8113.0,3726.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.2,0.5445,70.85,2.3522,0.621
2022-08-04,14113.0,8792.4,0.19,0.13,0.19,0.01,0.0,5054.4,6000.0,8113.0,3738.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,14.86,0.5457,70.96,2.3522,0.623
2022-08-05,14113.0,8594.82,0.19,0.13,0.19,0.01,0.0,4940.82,6000.0,8113.0,3654.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.13,0.5445,70.85,2.3522,0.609
2022-08-08,14113.0,8397.24,0.19,0.13,0.19,0.01,0.0,4827.23,6000.0,8113.0,3570.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,14.96,0.5456,70.95,2.3522,0.595
2022-08-09,14113.0,8340.78,0.19,0.13,0.19,0.01,0.0,4794.78,6000.0,8113.0,3546.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.18,0.5432,70.73,2.3522,0.591
2022-08-10,14113.0,8510.14,0.19,0.13,0.19,0.01,0.0,4892.14,6000.0,8113.0,3618.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,14.98,0.5435,70.76,2.3522,0.603
2022-08-11,14113.0,8496.03,0.19,0.13,0.19,0.01,0.0,4884.03,6000.0,8113.0,3612.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.16,0.5432,70.73,2.3522,0.602
2022-08-12,14113.0,8510.14,0.19,0.13,0.19,0.01,0.0,4892.14,6000.0,8113.0,3618.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.05,0.5441,70.81,2.3522,0.603
2022-08-15,14113.0,8608.93,0.19,0.14,0.19,0.01,0.0,4948.93,6000.0,8113.0,3660.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.14,0.5422,70.64,2.3522,0.61
2022-08-16,14113.0,8707.72,0.19,0.14,0.19,0.01,0.0,5005.72,6000.0,8113.0,3702.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.15,0.5418,70.61,2.3522,0.617
2022-08-17,14113.0,8919.42,0.19,0.13,0.19,0.01,0.0,5127.42,6000.0,8113.0,3792.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.16,0.5414,70.58,2.3522,0.632
2022-08-18,14113.0,9046.43,0.19,0.12,0.19,0.01,0.0,5200.43,6000.0,8113.0,3846.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.22,0.5414,70.57,2.3522,0.641
2022-08-19,14113.0,8467.8,0.19,0.13,0.19,0.01,0.0,4867.8,6000.0,8113.0,3600.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.17,0.547,71.07,2.3522,0.6
2022-08-22,14113.0,8256.11,0.19,0.12,0.19,0.01,0.0,4746.1,6000.0,8113.0,3510.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.28,0.5428,70.7,2.3522,0.585
2022-08-23,14113.0,8566.59,0.19,0.12,0.19,0.01,0.0,4924.59,6000.0,8113.0,3642.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.02,0.5413,70.57,2.3522,0.607
2022-08-24,14113.0,8735.95,0.19,0.13,0.19,0.01,0.0,5021.95,6000.0,8113.0,3714.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.02,0.5427,70.69,2.3522,0.619
2022-08-25,14113.0,8721.83,0.19,0.15,0.19,0.01,0.0,5013.83,6000.0,8113.0,3708.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.01,0.5441,70.81,2.3522,0.618
2022-08-26,14113.0,8665.38,0.19,0.16,0.19,0.01,0.0,4981.38,6000.0,8113.0,3684.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.04,0.5448,70.88,2.3522,0.614
2022-08-29,14113.0,10951.69,0.19,0.17,0.19,0.01,0.0,6295.69,6000.0,8113.0,4656.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.8,0.5302,69.55,2.3522,0.776
2022-08-30,14113.0,10598.86,0.19,0.16,0.19,0.01,0.0,6092.86,6000.0,8113.0,4506.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.02,0.5464,71.02,2.3522,0.751
2022-08-31,14113.0,10697.65,0.19,0.14,0.19,0.01,0.0,6149.65,6000.0,8113.0,4548.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.05,0.543,70.72,2.3522,0.758
2022-09-01,14113.0,9794.42,0.19,0.19,0.19,0.01,0.0,5630.42,6000.0,8113.0,4164.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.32,0.5474,71.1,2.3522,0.694
2022-09-02,14113.0,10387.17,0.19,0.19,0.19,0.01,0.0,5971.17,6000.0,8113.0,4416.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,16.32,0.5281,69.35,2.3522,0.736
2022-09-05,14113.0,10485.96,0.19,0.19,0.19,0.01,0.0,6027.96,6000.0,8113.0,4458.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.87,0.5324,69.75,2.3522,0.743
2022-09-06,14113.0,10161.36,0.19,0.19,0.19,0.01,0.0,5841.36,6000.0,8113.0,4320.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.1,0.5455,70.93,2.3522,0.72
2022-09-07,14113.0,10274.26,0.19,0.2,0.19,0.01,0.0,5906.26,6000.0,8113.0,4368.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,14.96,0.5438,70.79,2.3522,0.728
2022-09-08,14113.0,10020.23,0.19,0.2,0.19,0.01,0.0,5760.23,6000.0,8113.0,4260.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.02,0.5458,70.96,2.3522,0.71
2022-09-09,14113.0,9893.21,0.19,0.22,0.19,0.01,0.0,5687.21,6000.0,8113.0,4206.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,14.93,0.5459,70.97,2.3522,0.701
2022-09-12,14113.0,9794.42,0.19,0.22,0.19,0.01,0.0,5630.42,6000.0,8113.0,4164.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.01,0.5453,70.92,2.3522,0.694
2022-09-13,14113.0,9455.71,0.19,0.23,0.19,0.01,0.0,5435.71,6000.0,8113.0,4020.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,15.19,0.5449,70.88,2.3522,0.67
2022-09-14,14113.0,10048.46,0.19,0.22,0.19,0.01,0.0,5776.46,6000.0,8113.0,4272.0,,,,,,,,,,,,,,,0.0,,,100.0,28.17,0.0,0.0,0.0,100.0,15.13,0.5392,70.38,0.6626,0.712
2022-09-15,14113.0,9780.31,0.19,0.22,0.19,0.01,0.0,5622.31,6000.0,8113.0,4158.0,,,,,,,,,,,,,,,0.0,,,100.0,30.15,0.0,0.0,0.0,100.0,14.99,0.5465,71.03,0.7092,0.693
2022-09-16,14113.0,9681.52,0.19,0.22,0.19,0.01,0.0,5565.52,6000.0,8113.0,4116.0,,,,,,,,,,,,,,,0.0,,,100.0,30.15,0.0,0.0,0.0,100.0,14.93,0.5453,70.92,0.7092,0.686
2022-09-19,14113.0,9625.07,0.19,0.23,0.19,0.01,0.0,5533.07,6000.0,8113.0,4092.0,,,,,,,,,,,,,,,0.0,,,100.0,15.87,0.0,0.0,0.0,100.0,15.17,0.5433,70.74,0.3734,0.682
2022-09-20,14113.0,9695.63,0.19,0.23,0.19,0.01,0.0,5573.63,6000.0,8113.0,4122.0,,,,,,,,,,,,,,,0.0,,,100.0,15.96,0.0,0.0,0.0,100.0,15.16,0.542,70.63,0.3753,0.687
2022-09-21,14113.0,11008.14,0.19,0.23,0.19,0.01,0.0,6328.14,6000.0,8113.0,4680.0,,,,,,,,,,,,,,,0.0,,,100.0,15.42,0.0,0.0,0.0,100.0,15.06,0.5349,69.99,0.3628,0.78
2022-09-22,14113.0,10302.49,0.19,0.17,0.19,0.01,0.0,5922.49,6000.0,8113.0,4380.0,,,,,,,,,,,,,,,0.0,,,100.0,14.15,0.0,0.0,0.0,100.0,15.25,0.5463,71.0,0.3329,0.73
2022-09-23,14113.0,9836.76,0.19,0.17,0.19,0.01,0.0,5654.76,6000.0,8113.0,4182.0,,,,,,,,,,,,,,,0.0,,,100.0,14.15,0.0,0.0,0.0,100.0,15.24,0.5451,70.9,0.3329,0.697
2022-09-26,14113.0,11219.84,0.19,0.16,0.19,0.01,0.0,6449.84,6000.0,8113.0,4770.0,,,,,,,,,,,,,,,0.0,,,100.0,14.15,0.0,0.0,0.0,100.0,15.02,0.535,70.0,0.3329,0.795
2022-09-27,14113.0,11784.36,0.19,0.16,0.19,0.01,0.0,6774.36,6000.0,8113.0,5010.0,,,,,,,,,,,,,,,0.0,,,100.0,63.16,0.0,0.0,0.0,100.0,15.04,0.5406,70.51,1.4856,0.835
2022-09-28,14113.0,12814.6,0.19,0.16,0.19,0.01,0.0,7366.6,6000.0,8113.0,5448.0,,,,,,,,,,,,,,,0.01,,,100.0,61.54,0.0,0.0,0.0,100.0,14.83,0.5401,70.46,1.4475,0.908
2022-09-29,14113.0,12419.44,0.19,0.15,0.19,0.01,0.0,7139.44,6000.0,8113.0,5280.0,,,,,,,,,,,,,,,0.01,,,100.0,77.42,0.0,0.0,0.0,100.0,14.84,0.5479,71.15,1.821,0.88
2022-09-30,14113.0,11036.37,0.19,0.14,0.19,0.01,0.0,6344.37,6000.0,8113.0,4692.0,,,,,,,,,,,,,,,0.01,,,100.0,77.42,0.0,0.0,0.0,100.0,15.21,0.55,71.32,1.821,0.782
2022-10-03,14113.0,11304.51,0.19,0.14,0.19,0.01,0.0,6498.51,6000.0,8113.0,4806.0,,,,,,,,,,,,,,,0.0,,,100.0,77.42,0.0,0.0,0.0,100.0,14.97,0.543,70.71,1.821,0.801
2022-10-04,14113.0,11826.69,0.19,0.14,0.19,0.01,0.0,6798.69,6000.0,8113.0,5028.0,,,,,,,,,,,,,,,0.0,,,100.0,77.42,0.0,0.0,0.0,100.0,14.76,0.5434,70.76,1.821,0.838
2022-10-05,14113.0,12701.7,0.19,0.14,0.19,0.01,0.0,7301.7,6000.0,8113.0,5400.0,,,,,,,,,,,,,,,0.01,,,100.0,77.42,0.0,0.0,0.0,100.0,15.08,0.5387,70.34,1.821,0.9
2022-10-06,14113.0,13548.48,0.19,0.14,0.19,0.01,0.0,7788.48,6000.0,8113.0,5760.0,,,,,,,,,,,,,,,0.01,,,100.0,77.42,0.0,0.0,0.0,100.0,15.02,0.5398,70.43,1.821,0.96
2022-10-07,14113.0,12913.4,0.19,0.13,0.19,0.01,0.0,7423.4,6000.0,8113.0,5490.0,,,,,,,,,,,,,,,0.01,,,100.0,77.42,0.0,0.0,0.0,100.0,15.22,0.5454,70.92,1.821,0.915
2022-10-10,14113.0,13534.37,0.19,0.13,0.19,0.01,0.0,7780.37,6000.0,8113.0,5754.0,,,,,,,,,,,,,,,0.01,,,100.0,65.57,0.0,0.0,0.0,100.0,15.09,0.5403,70.47,1.5424,0.959
2022-10-11,14113.0,13548.48,0.19,0.14,0.19,0.01,0.0,7788.48,6000.0,8113.0,5760.0,,,,,,,,,,,,,,,0.01,,,100.0,19.45,0.0,0.0,0.0,100.0,14.96,0.5446,70.86,0.4575,0.96
2022-10-12,14113.0,12405.33,0.19,0.16,0.19,0.01,0.0,7131.33,6000.0,8113.0,5274.0,,,,,,,,,,,,,,,0.01,,,100.0,21.02,0.0,0.0,0.0,100.0,15.17,0.5484,71.19,0.4943,0.879
2022-10-13,14113.0,11121.04,0.19,0.16,0.19,0.01,0.0,6393.04,6000.0,8113.0,4728.0,,,,,,,,,,,,,,,0.01,,,100.0,16.55,0.0,0.0,0.0,100.0,15.08,0.5506,71.38,0.3893,0.788
2022-10-14,14113.0,10852.9,0.19,0.15,0.19,0.01,0.0,6238.9,6000.0,8113.0,4614.0,,,,,,,,,,,,,,,0.0,,,100.0,16.55,0.0,0.0,0.0,100.0,15.06,0.5454,70.93,0.3893,0.769
2022-10-17,14113.0,10175.47,0.19,0.15,0.19,0.01,0.0,5849.47,6000.0,8113.0,4326.0,,,,,,,,,,,,,,,0.0,,,100.0,16.11,0.0,0.0,0.0,100.0,15.1,0.5476,71.12,0.3789,0.721
2022-10-18,14113.0,10330.72,0.19,0.15,0.19,0.01,0.0,5938.72,6000.0,8113.0,4392.0,,,,,,,,,,,,,,,0.0,,,100.0,20.58,0.0,0.0,0.0,100.0,14.94,0.5438,70.79,0.4842,0.732
