,EGRO FP Equity_DX_SI_QTY,EGRO FP Equity_DX_SHORT_INTEREST_VALUE,EGRO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EGRO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EGRO FP Equity_DX_SI_MV,EGRO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EGRO FP Equity_DX_SUPPLY_SI_QTY,EGRO FP Equity_DX_BROKER_SI_QTY,EGRO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EGRO FP Equity_DX_SUPPLY_SI_MV,EGRO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EGRO FP Equity_DX_UTILIZATION_QUANTITY,EGRO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EGRO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EGRO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EGRO FP Equity_DX_ACTIVE_UTILIZATION_MV,EGRO FP Equity_DX_BROKER_SI_CON_RATIO,EGRO FP Equity_DX_DEMAND_SUPPLY_RATIO,EGRO FP Equity_PX_LAST
2023-06-20,,,,,,,,,,,,,,,,,,,10.354
2023-06-21,,,,,,,,,,,,,,,,,,,10.25
2023-06-22,,,,,,,,,,,,,,,,,,,10.226
2023-06-23,,,,,,,,,,,,,,,,,,,10.196
2023-06-26,,,,,,,,,,,,,,,,,,,10.2
2023-06-27,,,,,,,,,,,,,,,,,,,10.208
2023-06-28,,,,,,,,,,,,,,,,,,,10.278
2023-06-29,,,,,,,,,,,,,,,,,,,10.284
2023-06-30,,,,,,,,,,,,,,,,,,,10.426
2023-07-03,,,,,,,,,,,,,,,,,,,10.368
2023-07-04,,,,,,,,,,,,,,,,,,,10.398
2023-07-05,,,,,,,,,,,,,,,,,,,10.298
2023-07-06,,,,,,,,,,,,,,,,,,,10.028
2023-07-07,,,,,,,,,,,,,,,,,,,10.066
2023-07-10,,,,,,,,,,,,,,,,,,,10.088
2023-07-11,,,,,,,,,,,,,,,,,,,10.176
2023-07-12,,,,,,,,,,,,,,,,,,,10.358
2023-07-13,,,,,,,,,,,,,,,,,,,10.432
2023-07-14,,,,,,,,,,,,,,,,,,,10.434
2023-07-17,,,,,,,,,,,,,,,,,,,10.358
2023-07-18,,,,,,,,,,,,,,,,,,,10.408
2023-07-19,,,,,,,,,,,,,,,,,,,10.442
2023-07-20,,,,,,,,,,,,,,,,,,,10.49
2023-07-21,,,,,,,,,,,,,,,,,,,10.52
2023-07-24,,,,,,,,,,,,,,,,,,,10.512
2023-07-25,,,,,,,,,,,,,,,,,,,10.57
2023-07-26,,,,,,,,,,,,,,,,,,,10.5
2023-07-27,,,,,,,,,,,,,,,,,,,10.656
2023-07-28,,,,,,,,,,,,,,,,,,,10.636
2023-07-31,,,,,,,,,,,,,,,,,,,10.654
2023-08-01,,,,,,,,,,,,,,,,,,,10.526
2023-08-02,,,,,,,,,,,,,,,,,,,10.352
2023-08-03,,,,,,,,,,,,,,,,,,,10.262
2023-08-04,,,,,,,,,,,,,,,,,,,10.282
2023-08-07,,,,,,,,,,,,,,,,,,,10.278
2023-08-08,,,,,,,,,,,,,,,,,,,10.296
2023-08-09,,,,,,,,,,,,,,,,,,,10.318
2023-08-10,,,,,,,,,,,,,,,,,,,10.424
2023-08-11,,,,,,,,,,,,,,,,,,,10.306
2023-08-14,,,,,,,,,,,,,,,,,,,10.322
2023-08-15,,,,,,,,,,,,,,,,,,,10.214
2023-08-16,,,,,,,,,,,,,,,,,,,10.212
2023-08-17,,,,,,,,,,,,,,,,,,,10.084
2023-08-18,,,,,,,,,,,,,,,,,,,10.016
2023-08-21,,,,,,,,,,,,,,,,,,,10.028
2023-08-22,,,,,,,,,,,,,,,,,,,10.088
2023-08-23,,,,,,,,,,,,,,,,,,,10.152
2023-08-24,,,,,,,,,,,,,,,,,,,10.096
2023-08-25,,,,,,,,,,,,,,,,,,,10.082
2023-08-28,,,,,,,,,,,,,,,,,,,10.206
2023-08-29,,,,,,,,,,,,,,,,,,,10.308
2023-08-30,,,,,,,,,,,,,,,,,,,10.3
2023-08-31,,,,,,,,,,,,,,,,,,,10.268
2023-09-01,,,,,,,,,,,,,,,,,,,10.266
2023-09-04,,,,,,,,,,,,,,,,,,,10.276
2023-09-05,,,,,,,,,,,,,,,,,,,10.244
2023-09-06,,,,,,,,,,,,,,,,,,,10.144
2023-09-07,,,,,,,,,,,,,,,,,,,10.104
2023-09-08,,,,,,,,,,,,,,,,,,,10.14
2023-09-11,,,,,,,,,,,,,,,,,,,10.176
2023-09-12,,,,,,,,,,,,,,,,,,,10.138
2023-09-13,,,,,,,,,,,,,,,,,,,10.068
2023-09-14,,,,,,,,,,,,,,,,,,,10.248
2023-09-15,,,,,,,,,,,,,,,,,,,10.252
2023-09-18,,,,,,,,,,,,,,,,,,,10.1
2023-09-19,,,,,,,,,,,,,,,,,,,10.042
2023-09-20,,,,,,,,,,,,,,,,,,,10.18
2023-09-21,,,,,,,,,,,,,,,,,,,10.004
2023-09-22,,,,,,,,,,,,,,,,,,,9.976
2023-09-25,,,,,,,,,,,,,,,,,,,9.885
2023-09-26,,,,,,,,,,,,,,,,,,,9.823
2023-09-27,,,,,,,,,,,,,,,,,,,9.706
2023-09-28,,,,,,,,,,,,,,,,,,,9.76
2023-09-29,,,,,,,,,,,,,,,,,,,9.841
2023-10-02,,,,,,,,,,,,,,,,,,,9.693
2023-10-03,,,,,,,,,,,,,,,,,,,9.556
2023-10-04,,,,,,,,,,,,,,,,,,,9.573
2023-10-05,,,,,,,,,,,,,,,,,,,9.593
2023-10-06,,,,,,,,,,,,,,,,,,,9.704
2023-10-09,,,,,,,,,,,,,,,,,,,9.608
2023-10-10,,,,,,,,,,,,,,,,,,,9.81
2023-10-11,,,,,,,,,,,,,,,,,,,9.788
2023-10-12,,,,,,,,,,,,,,,,,,,9.774
2023-10-13,,,,,,,,,,,,,,,,,,,9.627
2023-10-16,,,,,,,,,,,,,,,,,,,9.663
2023-10-17,,,,,,,,,,,,,,,,,,,9.651
2023-10-18,,,,,,,,,,,,,,,,,,,9.546
2023-10-19,,,,,,,,,,,,,,,,,,,9.454
2023-10-20,,,,,,,,,,,,,,,,,,,9.326
2023-10-23,,,,,,,,,,,,,,,,,,,9.325
2023-10-24,,,,,,,,,,,,,,,,,,,9.357
2023-10-25,,,,,,,,,,,,,,,,,,,9.25
2023-10-26,,,,,,,,,,,,,,,,,,,9.197
2023-10-27,,,,,,,,,,,,,,,,,,,9.143
2023-10-30,,,,,,,,,,,,,,,,,,,9.152
2023-10-31,,,,,,,,,,,,,,,,,,,9.237
2023-11-01,,,,,,,,,,,,,,,,,,,9.304
2023-11-02,,,,,,,,,,,,,,,,,,,9.492
2023-11-03,,,,,,,,,,,,,,,,,,,9.597
2023-11-06,,,,,,,,,,,,,,,,,,,9.56
2023-11-07,,,,,,,,,,,,,,,,,,,9.532
2023-11-08,,,,,,,,,,,,,,,,,,,9.572
2023-11-09,,,,,,,,,,,,,,,,,,,9.676
2023-11-10,,,,,,,,,,,,,,,,,,,9.528
2023-11-13,,,,,,,,,,,,,,,,,,,9.604
2023-11-14,,,,,,,,,,,,,,,,,,,9.795
2023-11-15,,,,,,,,,,,,,,,,,,,9.875
2023-11-16,,,,,,,,,,,,,,,,,,,9.778
2023-11-17,,,,,,,,,,,,,,,,,,,9.84
2023-11-20,,,,,,,,,,,,,,,,,,,9.87
2023-11-21,,,,,,,,,,,,,,,,,,,9.833
2023-11-22,,,,,,,,,,,,,,,,,,,9.883
2023-11-23,,,,,,,,,,,,,,,,,,,9.895
2023-11-24,,,,,,,,,,,,,,,,,,,9.924
2023-11-27,,,,,,,,,,,,,,,,,,,9.903
2023-11-28,,,,,,,,,,,,,,,,,,,9.845
2023-11-29,,,,,,,,,,,,,,,,,,,9.92
2023-11-30,,,,,,,,,,,,,,,,,,,10.002
2023-12-01,,,,,,,,,,,,,,,,,,,10.082
2023-12-04,,,,,,,,,,,,,,,,,,,10.08
2023-12-05,,,,,,,,,,,,,,,,,,,10.102
2023-12-06,,,,,,,,,,,,,,,,,,,10.2
2023-12-07,,,,,,,,,,,,,,,,,,,10.146
2023-12-08,,,,,,,,,,,,,,,,,,,10.254
2023-12-11,,,,,,,,,,,,,,,,,,,10.284
2023-12-12,,,,,,,,,,,,,,,,,,,10.268
2023-12-13,,,,,,,,,,,,,,,,,,,10.288
2023-12-14,,,,,,,,,,,,,,,,,,,10.442
2023-12-15,,,,,,,,,,,,,,,,,,,10.424
2023-12-18,,,,,,,,,,,,,,,,,,,10.344
2023-12-19,,,,,,,,,,,,,,,,,,,10.414
2023-12-20,,,,,,,,,,,,,,,,,,,10.446
2023-12-21,,,,,,,,,,,,,,,,,,,10.432
2023-12-22,,,,,,,,,,,,,,,,,,,10.408
2023-12-27,,,,,,,,,,,,,,,,,,,10.408
2023-12-28,,,,,,,,,,,,,,,,,,,10.418
2023-12-29,,,,,,,,,,,,,,,,,,,10.428
2024-01-02,,,,,,,,,,,,,,,,,,,10.358
2024-01-03,,,,,,,,,,,,,,,,,,,10.184
2024-01-04,,,,,,,,,,,,,,,,,,,10.296
2024-01-05,,,,,,,,,,,,,,,,,,,10.252
2024-01-08,,,,,,,,,,,,,,,,,,,10.31
2024-01-09,,,,,,,,,,,,,,,,,,,10.278
2024-01-10,,,,,,,,,,,,,,,,,,,10.262
2024-01-11,,,,,,,,,,,,,,,,,,,10.194
2024-01-12,,,,,,,,,,,,,,,,,,,10.27
2024-01-15,,,,,,,,,,,,,,,,,,,10.236
2024-01-16,,,,,,,,,,,,,,,,,,,10.156
2024-01-17,,,,,,,,,,,,,,,,,,,10.038
2024-01-18,,,,,,,,,,,,,,,,,,,10.134
2024-01-19,,,,,,,,,,,,,,,,,,,10.138
2024-01-22,,,,,,,,,,,,,,,,,,,10.236
2024-01-23,,,,,,,,,,,,,,,,,,,10.212
2024-01-24,,,,,,,,,,,,,,,,,,,10.342
2024-01-25,,,,,,,,,,,,,,,,,,,10.334
2024-01-26,,,,,,,,,,,,,,,,,,,10.484
2024-01-29,,,,,,,,,,,,,,,,,,,10.466
2024-01-30,,,,,,,,,,,,,,,,,,,10.484
2024-01-31,,,,,,,,,,,,,,,,,,,10.504
2024-02-01,,,,,,,,,,,,,,,,,,,10.464
2024-02-02,,,,,,,,,,,,,,,,,,,10.488
2024-02-05,,,,,,,,,,,,,,,,,,,10.488
2024-02-06,,,,,,,,,,,,,,,,,,,10.57
2024-02-07,,,,,,,,,,,,,,,,,,,10.558
2024-02-08,,,,,,,,,,,,,,,,,,,10.57
2024-02-09,,,,,,,,,,,,,,,,,,,10.612
2024-02-12,,,,,,,,,,,,,,,,,,,10.688
2024-02-13,,,,,,,,,,,,,,,,,,,10.57
2024-02-14,,,,,,,,,,,,,,,,,,,10.604
2024-02-15,,,,,,,,,,,,,,,,,,,10.692
2024-02-16,,,,,,,,,,,,,,,,,,,10.772
2024-02-19,,,,,,,,,,,,,,,,,,,10.784
2024-02-20,,,,,,,,,,,,,,,,,,,10.736
2024-02-21,,,,,,,,,,,,,,,,,,,10.712
2024-02-22,,,,,,,,,,,,,,,,,,,10.866
2024-02-23,,,,,,,,,,,,,,,,,,,10.874
2024-02-26,,,,,,,,,,,,,,,,,,,10.834
2024-02-27,,,,,,,,,,,,,,,,,,,10.826
2024-02-28,,,,,,,,,,,,,,,,,,,10.706
2024-02-29,,,,,,,,,,,,,,,,,,,10.714
2024-03-01,,,,,,,,,,,,,,,,,,,10.812
2024-03-04,,,,,,,,,,,,,,,,,,,10.82
2024-03-05,,,,,,,,,,,,,,,,,,,10.778
2024-03-06,,,,,,,,,,,,,,,,,,,10.826
2024-03-07,,,,,,,,,,,,,,,,,,,10.908
2024-03-08,,,,,,,,,,,,,,,,,,,10.888
2024-03-11,,,,,,,,,,,,,,,,,,,10.85
2024-03-12,,,,,,,,,,,,,,,,,,,10.97
2024-03-13,,,,,,,,,,,,,,,,,,,10.956
2024-03-14,,,,,,,,,,,,,,,,,,,10.952
2024-03-15,,,,,,,,,,,,,,,,,,,10.884
2024-03-18,,,,,,,,,,,,,,,,,,,10.856
2024-03-19,,,,,,,,,,,,,,,,,,,10.842
2024-03-20,,,,,,,,,,,,,,,,,,,10.822
2024-03-21,,,,,,,,,,,,,,,,,,,10.954
2024-03-22,,,,,,,,,,,,,,,,,,,10.934
2024-03-25,,,,,,,,,,,,,,,,,,,10.878
2024-03-26,,,,,,,,,,,,,,,,,,,10.906
2024-03-27,,,,,,,,,,,,,,,,,,,10.922
2024-03-28,,,,,,,,,,,,,,,,,,,10.966
2024-04-02,,,,,,,,,,,,,,,,,,,10.826
2024-04-03,,,,,,,,,,,,,,,,,,,10.814
2024-04-04,,,,,,,,,,,,,,,,,,,10.826
2024-04-05,,,,,,,,,,,,,,,,,,,10.732
2024-04-08,,,,,,,,,,,,,,,,,,,10.82
2024-04-09,,,,,,,,,,,,,,,,,,,10.77
2024-04-10,,,,,,,,,,,,,,,,,,,10.8
2024-04-11,,,,,,,,,,,,,,,,,,,10.776
2024-04-12,,,,,,,,,,,,,,,,,,,10.718
2024-04-15,,,,,,,,,,,,,,,,,,,10.756
2024-04-16,,,,,,,,,,,,,,,,,,,10.616
2024-04-17,,,,,,,,,,,,,,,,,,,10.594
2024-04-18,,,,,,,,,,,,,,,,,,,10.616
2024-04-19,,,,,,,,,,,,,,,,,,,10.546
2024-04-22,,,,,,,,,,,,,,,,,,,10.628
2024-04-23,,,,,,,,,,,,,,,,,,,10.75
2024-04-24,,,,,,,,,,,,,,,,,,,10.714
2024-04-25,,,,,,,,,,,,,,,,,,,10.622
2024-04-26,,,,,,,,,,,,,,,,,,,10.77
2024-04-29,,,,,,,,,,,,,,,,,,,10.776
2024-04-30,,,,,,,,,,,,,,,,,,,10.692
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2138.4,0.0,0.0,0.0,0.0,
2024-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2128.0,0.0,0.0,0.0,0.0,10.64
2024-05-03,,,,,,,,,,,,,,,,,,,10.722
2024-05-06,,,,,,,,,,,,,,,,,,,10.784
2024-05-07,,,,,,,,,,,,,,,,,,,10.918
2024-05-08,,,,,,,,,,,,,,,,,,,10.946
2024-05-09,,,,,,,,,,,,,,,,,,,11.002
2024-05-10,,,,,,,,,,,,,,,,,,,11.09
2024-05-13,,,,,,,,,,,,,,,,,,,11.074
2024-05-14,,,,,,,,,,,,,,,,,,,11.13
2024-05-15,,,,,,,,,,,,,,,,,,,11.216
2024-05-16,,,,,,,,,,,,,,,,,,,11.214
2024-05-17,,,,,,,,,,,,,,,,,,,11.162
2024-05-20,,,,,,,,,,,,,,,,,,,11.216
2024-05-21,,,,,,,,,,,,,,,,,,,11.158
2024-05-22,,,,,,,,,,,,,,,,,,,11.156
2024-05-23,,,,,,,,,,,,,,,,,,,11.168
2024-05-24,,,,,,,,,,,,,,,,,,,11.13
2024-05-27,,,,,,,,,,,,,,,,,,,11.206
2024-05-28,,,,,,,,,,,,,,,,,,,11.086
2024-05-29,,,,,,,,,,,,,,,,,,,10.97
2024-05-30,,,,,,,,,,,,,,,,,,,11.018
2024-05-31,,,,,,,,,,,,,,,,,,,11.01
2024-06-03,,,,,,,,,,,,,,,,,,,11.092
2024-06-04,,,,,,,,,,,,,,,,,,,11.046
2024-06-05,,,,,,,,,,,,,,,,,,,11.178
2024-06-06,,,,,,,,,,,,,,,,,,,11.232
2024-06-07,,,,,,,,,,,,,,,,,,,11.212
2024-06-10,,,,,,,,,,,,,,,,,,,11.162
2024-06-11,,,,,,,,,,,,,,,,,,,11.068
2024-06-12,,,,,,,,,,,,,,,,,,,11.188
2024-06-13,,,,,,,,,,,,,,,,,,,11.024
2024-06-14,,,,,,,,,,,,,,,,,,,10.892
2024-06-17,,,,,,,,,,,,,,,,,,,10.878
2024-06-18,,,,,,,,,,,,,,,,,,,10.938
2024-06-19,,,,,,,,,,,,,,,,,,,10.88
2024-06-20,,,,,,,,,,,,,,,,,,,10.99
2024-06-21,,,,,,,,,,,,,,,,,,,10.934
2024-06-24,,,,,,,,,,,,,,,,,,,11.02
2024-06-25,,,,,,,,,,,,,,,,,,,10.996
2024-06-26,,,,,,,,,,,,,,,,,,,10.936
2024-06-27,,,,,,,,,,,,,,,,,,,10.894
2024-06-28,,,,,,,,,,,,,,,,,,,10.84
2024-07-01,,,,,,,,,,,,,,,,,,,10.868
2024-07-02,,,,,,,,,,,,,,,,,,,10.77
2024-07-03,,,,,,,,,,,,,,,,,,,10.862
2024-07-04,,,,,,,,,,,,,,,,,,,10.894
2024-07-05,,,,,,,,,,,,,,,,,,,10.896
2024-07-08,,,,,,,,,,,,,,,,,,,10.908
2024-07-09,,,,,,,,,,,,,,,,,,,10.794
2024-07-10,,,,,,,,,,,,,,,,,,,10.904
2024-07-11,,,,,,,,,,,,,,,,,,,10.974
2024-07-12,,,,,,,,,,,,,,,,,,,11.13
2024-07-15,,,,,,,,,,,,,,,,,,,11.004
2024-07-16,,,,,,,,,,,,,,,,,,,10.956
2024-07-17,,,,,,,,,,,,,,,,,,,10.842
2024-07-18,,,,,,,,,,,,,,,,,,,10.794
2024-07-19,,,,,,,,,,,,,,,,,,,10.666
2024-07-22,,,,,,,,,,,,,,,,,,,10.75
2024-07-23,,,,,,,,,,,,,,,,,,,10.73
2024-07-24,,,,,,,,,,,,,,,,,,,10.642
2024-07-25,,,,,,,,,,,,,,,,,,,10.516
2024-07-26,,,,,,,,,,,,,,,,,,,10.634
2024-07-29,,,,,,,,,,,,,,,,,,,10.616
2024-07-30,,,,,,,,,,,,,,,,,,,10.678
2024-07-31,,,,,,,,,,,,,,,,,,,10.804
2024-08-01,,,,,,,,,,,,,,,,,,,10.644
2024-08-02,,,,,,,,,,,,,,,,,,,10.296
2024-08-05,,,,,,,,,,,,,,,,,,,10.11
2024-08-06,,,,,,,,,,,,,,,,,,,10.15
2024-08-07,,,,,,,,,,,,,,,,,,,10.286
2024-08-08,,,,,,,,,,,,,,,,,,,10.3
2024-08-09,,,,,,,,,,,,,,,,,,,10.38
2024-08-12,,,,,,,,,,,,,,,,,,,10.38
2024-08-13,,,,,,,,,,,,,,,,,,,10.464
2024-08-14,,,,,,,,,,,,,,,,,,,10.518
2024-08-15,,,,,,,,,,,,,,,,,,,10.73
2024-08-16,,,,,,,,,,,,,,,,,,,10.73
2024-08-19,,,,,,,,,,,,,,,,,,,10.818
2024-08-20,,,,,,,,,,,,,,,,,,,10.776
2024-08-21,,,,,,,,,,,,,,,,,,,10.81
2024-08-22,,,,,,,,,,,,,,,,,,,10.89
2024-08-23,,,,,,,,,,,,,,,,,,,10.95
2024-08-26,,,,,,,,,,,,,,,,,,,10.926
2024-08-27,,,,,,,,,,,,,,,,,,,10.922
2024-08-28,,,,,,,,,,,,,,,,,,,10.924
2024-08-29,,,,,,,,,,,,,,,,,,,11.026
2024-08-30,,,,,,,,,,,,,,,,,,,11.052
2024-09-02,,,,,,,,,,,,,,,,,,,11.09
2024-09-03,,,,,,,,,,,,,,,,,,,11.008
2024-09-04,,,,,,,,,,,,,,,,,,,10.856
2024-09-05,,,,,,,,,,,,,,,,,,,10.76
2024-09-06,,,,,,,,,,,,,,,,,,,10.6
2024-09-09,,,,,,,,,,,,,,,,,,,10.69
2024-09-10,,,,,,,,,,,,,,,,,,,10.66
2024-09-11,,,,,,,,,,,,,,,,,,,10.69
2024-09-12,,,,,,,,,,,,,,,,,,,10.78
2024-09-13,,,,,,,,,,,,,,,,,,,10.888
2024-09-16,,,,,,,,,,,,,,,,,,,10.886
2024-09-17,,,,,,,,,,,,,,,,,,,10.978
2024-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,9790.2,0.01,0.0,0.0,0.0,10.878
2024-09-19,,,,,,,,,,,,,,,,,,,11.094
2024-09-20,,,,,,,,,,,,,,,,,,,10.872
2024-09-23,,,,,,,,,,,,,,,,,,,10.882
2024-09-24,,,,,,,,,,,,,,,,,,,10.97
2024-09-25,,,,,,,,,,,,,,,,,,,11.018
2024-09-26,,,,,,,,,,,,,,,,,,,11.208
2024-09-27,,,,,,,,,,,,,,,,,,,11.282
2024-09-30,,,,,,,,,,,,,,,,,,,11.158
2024-10-01,,,,,,,,,,,,,,,,,,,11.08
2024-10-02,,,,,,,,,,,,,,,,,,,11.096
2024-10-03,,,,,,,,,,,,,,,,,,,10.964
2024-10-04,,,,,,,,,,,,,,,,,,,10.994
2024-10-07,,,,,,,,,,,,,,,,,,,10.978
2024-10-08,,,,,,,,,,,,,,,,,,,10.926
2024-10-09,,,,,,,,,,,,,,,,,,,11.018
2024-10-10,,,,,,,,,,,,,,,,,,,10.99
2024-10-11,,,,,,,,,,,,,,,,,,,11.07
2024-10-14,,,,,,,,,,,,,,,,,,,11.058
2024-10-15,,,,,,,,,,,,,,,,,,,11.03
2024-10-16,,,,,,,,,,,,,,,,,,,10.99
2024-10-17,,,,,,,,,,,,,,,,,,,11.118
2024-10-18,,,,,,,,,,,,,,,,,,,11.084
2024-10-21,,,,,,,,,,,,,,,,,,,10.99
2024-10-22,,,,,,,,,,,,,,,,,,,10.948
2024-10-23,,,,,,,,,,,,,,,,,,,10.904
2024-10-24,,,,,,,,,,,,,,,,,,,10.886
2024-10-25,,,,,,,,,,,,,,,,,,,10.886
2024-10-28,,,,,,,,,,,,,,,,,,,10.978
2024-10-29,,,,,,,,,,,,,,,,,,,10.916
2024-10-30,,,,,,,,,,,,,,,,,,,10.778
2024-10-31,,,,,,,,,,,,,,,,,,,10.582
2024-11-01,,,,,,,,,,,,,,,,,,,10.736
2024-11-04,,,,,,,,,,,,,,,,,,,10.664
2024-11-05,,,,,,,,,,,,,,,,,,,10.666
2024-11-06,,,,,,,,,,,,,,,,,,,10.63
2024-11-07,,,,,,,,,,,,,,,,,,,10.736
2024-11-08,,,,,,,,,,,,,,,,,,,10.652
2024-11-11,,,,,,,,,,,,,,,,,,,10.782
2024-11-12,,,,,,,,,,,,,,,,,,,10.58
2024-11-13,,,,,,,,,,,,,,,,,,,10.542
2024-11-14,,,,,,,,,,,,,,,,,,,10.654
2024-11-15,,,,,,,,,,,,,,,,,,,10.516
2024-11-18,,,,,,,,,,,,,,,,,,,10.492
2024-11-19,,,,,,,,,,,,,,,,,,,10.436
2024-11-20,,,,,,,,,,,,,,,,,,,10.452
2024-11-21,,,,,,,,,,,,,,,,,,,10.492
2024-11-22,,,,,,,,,,,,,,,,,,,10.67
2024-11-25,,,,,,,,,,,,,,,,,,,10.736
2024-11-26,,,,,,,,,,,,,,,,,,,10.668
2024-11-27,,,,,,,,,,,,,,,,,,,10.646
2024-11-28,,,,,,,,,,,,,,,,,,,10.708
2024-11-29,,,,,,,,,,,,,,,,,,,10.766
2024-12-02,,,,,,,,,,,,,,,,,,,10.852
2024-12-03,,,,,,,,,,,,,,,,,,,10.922
2024-12-04,,,,,,,,,,,,,,,,,,,10.976
2024-12-05,,,,,,,,,,,,,,,,,,,10.998
2024-12-06,,,,,,,,,,,,,,,,,,,11.064
2024-12-09,,,,,,,,,,,,,,,,,,,11.12
2024-12-10,,,,,,,,,,,,,,,,,,,11.016
2024-12-11,,,,,,,,,,,,,,,,,,,11.072
2024-12-12,,,,,,,,,,,,,,,,,,,11.018
2024-12-13,,,,,,,,,,,,,,,,,,,10.92
2024-12-16,,,,,,,,,,,,,,,,,,,10.938
2024-12-17,,,,,,,,,,,,,,,,,,,10.894
2024-12-18,,,,,,,,,,,,,,,,,,,10.914
2024-12-19,,,,,,,,,,,,,,,,,,,10.738
2024-12-20,,,,,,,,,,,,,,,,,,,10.636
2024-12-23,,,,,,,,,,,,,,,,,,,10.636
2024-12-24,,,,,,,,,,,,,,,,,,,10.66
2024-12-27,,,,,,,,,,,,,,,,,,,10.72
2024-12-30,,,,,,,,,,,,,,,,,,,10.632
2024-12-31,,,,,,,,,,,,,,,,,,,10.664
2025-01-02,,,,,,,,,,,,,,,,,,,10.768
2025-01-03,,,,,,,,,,,,,,,,,,,10.712
2025-01-06,,,,,,,,,,,,,,,,,,,10.83
2025-01-07,,,,,,,,,,,,,,,,,,,10.848
2025-01-08,,,,,,,,,,,,,,,,,,,10.774
2025-01-09,,,,,,,,,,,,,,,,,,,10.866
2025-01-10,,,,,,,,,,,,,,,,,,,10.744
2025-01-13,,,,,,,,,,,,,,,,,,,10.646
2025-01-14,,,,,,,,,,,,,,,,,,,10.618
2025-01-15,,,,,,,,,,,,,,,,,,,10.78
2025-01-16,,,,,,,,,,,,,,,,,,,10.9
2025-01-17,,,,,,,,,,,,,,,,,,,10.982
2025-01-20,,,,,,,,,,,,,,,,,,,10.96
2025-01-21,,,,,,,,,,,,,,,,,,,11.038
2025-01-22,,,,,,,,,,,,,,,,,,,11.14
2025-01-23,,,,,,,,,,,,,,,,,,,11.17
2025-01-24,,,,,,,,,,,,,,,,,,,11.198
2025-01-27,,,,,,,,,,,,,,,,,,,11.08
2025-01-28,,,,,,,,,,,,,,,,,,,11.104
2025-01-29,,,,,,,,,,,,,,,,,,,11.176
2025-01-30,,,,,,,,,,,,,,,,,,,11.316
2025-01-31,,,,,,,,,,,,,,,,,,,11.334
2025-02-03,,,,,,,,,,,,,,,,,,,11.212
2025-02-04,,,,,,,,,,,,,,,,,,,11.22
2025-02-05,,,,,,,,,,,,,,,,,,,11.208
2025-02-06,,,,,,,,,,,,,,,,,,,11.354
2025-02-07,,,,,,,,,,,,,,,,,,,11.234
2025-02-10,,,,,,,,,,,,,,,,,,,11.314
2025-02-11,,,,,,,,,,,,,,,,,,,11.298
2025-02-12,,,,,,,,,,,,,,,,,,,11.296
2025-02-13,,,,,,,,,,,,,,,,,,,11.444
2025-02-14,,,,,,,,,,,,,,,,,,,11.406
2025-02-17,,,,,,,,,,,,,,,,,,,11.478
2025-02-18,,,,,,,,,,,,,,,,,,,11.482
2025-02-19,,,,,,,,,,,,,,,,,,,11.334
2025-02-20,,,,,,,,,,,,,,,,,,,11.328
2025-02-21,,,,,,,,,,,,,,,,,,,11.414
2025-02-24,,,,,,,,,,,,,,,,,,,11.336
2025-02-25,,,,,,,,,,,,,,,,,,,11.244
2025-02-26,,,,,,,,,,,,,,,,,,,11.372
2025-02-27,,,,,,,,,,,,,,,,,,,11.256
2025-02-28,,,,,,,,,,,,,,,,,,,11.214
2025-03-03,,,,,,,,,,,,,,,,,,,11.278
2025-03-04,,,,,,,,,,,,,,,,,,,10.982
2025-03-05,,,,,,,,,,,,,,,,,,,11.096
2025-03-06,,,,,,,,,,,,,,,,,,,11.04
2025-03-07,,,,,,,,,,,,,,,,,,,10.948
2025-03-10,,,,,,,,,,,,,,,,,,,10.79
2025-03-11,,,,,,,,,,,,,,,,,,,10.6
2025-03-12,,,,,,,,,,,,,,,,,,,10.672
2025-03-13,,,,,,,,,,,,,,,,,,,10.64
2025-03-14,,,,,,,,,,,,,,,,,,,10.736
2025-03-17,,,,,,,,,,,,,,,,,,,10.806
2025-03-18,,,,,,,,,,,,,,,,,,,10.862
2025-03-19,,,,,,,,,,,,,,,,,,,10.9
2025-03-20,,,,,,,,,,,,,,,,,,,10.846
2025-03-21,,,,,,,,,,,,,,,,,,,10.75
2025-03-24,,,,,,,,,,,,,,,,,,,10.734
2025-03-25,,,,,,,,,,,,,,,,,,,10.776
2025-03-26,,,,,,,,,,,,,,,,,,,10.658
2025-03-27,,,,,,,,,,,,,,,,,,,10.626
2025-03-28,,,,,,,,,,,,,,,,,,,10.506
2025-03-31,,,,,,,,,,,,,,,,,,,10.28
