,ENX FP Equity_DX_SI_QTY,ENX FP Equity_DX_SHORT_INTEREST_VALUE,ENX FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ENX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ENX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ENX FP Equity_DX_SI_MV,ENX FP Equity_DX_DSS,ENX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ENX FP Equity_DX_SUPPLY_SI_QTY,ENX FP Equity_DX_BROKER_SI_QTY,ENX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ENX FP Equity_DX_BROKER_SI_MV_NEW_x,ENX FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ENX FP Equity_DX_SUPPLY_SI_QTY_INC_x,ENX FP Equity_DX_BROKER_SI_MV_INC_x,ENX FP Equity_DX_SUPPLY_SI_MV_NEW,ENX FP Equity_DX_BROKER_SI_QTY_ADD,ENX FP Equity_DX_BROKER_SI_QTY_NEW,ENX FP Equity_DX_SUPPLY_SI_MV_DEC,ENX FP Equity_DX_BROKER_SI_QTY_INC,ENX FP Equity_DX_SUPPLY_SI_QTY_DEC,ENX FP Equity_DX_BROKER_SI_MV_NEW_y,ENX FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ENX FP Equity_DX_BROKER_SI_MV_INC_y,ENX FP Equity_DX_SUPPLY_SI_QTY_INC_y,ENX FP Equity_DX_BROKER_SI_MV_ADD,ENX FP Equity_DX_SUPPLY_SI_QTY_ADD,ENX FP Equity_DX_BROKER_SI_QTY_DEC,ENX FP Equity_DX_SUPPLY_SI_MV,ENX FP Equity_DX_BROKER_SI_MV_DEC,ENX FP Equity_DX_SUPPLY_SI_MV_RMV,ENX FP Equity_DX_BROKER_SI_MV_RMV,ENX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ENX FP Equity_DX_UTILIZATION_QUANTITY,ENX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ENX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ENX FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ENX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ENX FP Equity_DX_ACTIVE_UTILIZATION_MV,ENX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ENX FP Equity_DX_BROKER_SI_CON_RATIO,ENX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ENX FP Equity_DX_DEMAND_SUPPLY_RATIO,ENX FP Equity_PX_LAST
2017-07-06,13636.0,622142.5,0.04,0.06,0.02,0.63,0.0,515562.5,7136.0,11300.0,325580.0,,,,,,,,,,,,,,,,,,0.33,,,,0.05,0.05,13397538.0,611262671.25,,612.3,0.05,20.5,0.1907,21.36,0.001,45.625
2017-07-07,13636.0,624256.08,0.04,0.06,0.02,0.63,0.0,517314.0,7136.0,11300.0,326686.08,,,,,,,,,,,,,,,,,,0.33,,,,0.05,0.05,13402512.0,613566999.36,,611.72,0.05,20.57,0.1907,21.29,0.001,45.78
2017-07-10,11336.0,532678.64,0.03,0.05,0.02,0.53,0.0,422910.0,7136.0,9000.0,335320.64,,,,,,,,,,,,,,,,,2300.0,0.33,0.1,,,0.05,0.05,13399695.0,629651668.05,,616.87,0.05,25.75,0.2355,25.97,0.0008,46.99
2017-07-11,11336.0,530694.84,0.03,0.05,0.02,0.54,0.0,421335.0,7136.0,9000.0,334071.84,,,,,,,,,,,,,,,,,,0.33,,,,0.05,0.05,13409151.0,627749404.07,,628.06,0.05,25.53,0.2356,26.53,0.0008,46.815
2017-07-12,11336.0,533075.4,0.03,0.05,0.02,0.54,0.0,423225.0,7136.0,9000.0,335570.4,,,,,,,,,,,,,,,,,,0.34,,,,0.05,0.05,13410071.0,630608588.78,,628.64,0.05,25.59,0.2355,26.37,0.0008,47.025
2017-07-13,11336.0,537496.44,0.03,0.05,0.02,0.54,0.0,426735.0,7136.0,9000.0,338353.44,,,,,,,,,,,,,,,,,,0.34,,,,0.05,0.05,13416133.0,636125946.2,,632.45,0.05,25.61,0.2355,26.3,0.0008,47.415
2017-07-14,11336.0,534322.36,0.03,0.05,0.02,0.54,0.0,424215.0,7136.0,9000.0,336355.36,,,,,,,,,,,,,,,,,,0.34,,,,0.05,0.05,13372098.0,630293839.23,,631.87,0.05,25.55,0.2355,26.45,0.0008,47.135
2017-07-17,11336.0,532792.0,0.03,0.05,0.02,0.54,0.0,423000.0,7136.0,9000.0,335392.0,,,,,,,,,,,,,,,,,,0.34,,,,0.05,0.05,13417333.0,630614651.0,,631.32,0.05,25.53,0.2355,26.51,0.0008,47.0
2017-07-18,11336.0,528200.92,0.03,0.05,0.02,0.54,0.0,419355.0,7136.0,9000.0,332501.92,,,,,,,,,,,,,,,,,,0.33,,,,0.05,0.05,13460411.0,627187850.54,,629.79,0.05,25.49,0.2356,26.62,0.0008,46.595
2017-07-19,11336.0,530524.8,0.03,0.05,0.02,0.54,0.0,421200.0,7136.0,9000.0,333964.8,,,,,,,,,,,,,,,,,,0.33,,,,0.05,0.05,13489091.0,631289458.8,,629.66,0.05,25.58,0.2354,26.37,0.0008,46.8
2017-07-20,11336.0,534152.32,0.03,0.05,0.02,0.54,0.0,424080.0,7136.0,9000.0,336248.32,,,,,,,,,,,,,,,,,,0.34,,,,0.05,0.05,13496375.0,635949190.0,,630.58,0.05,25.61,0.2356,26.34,0.0008,47.12
2017-07-21,11336.0,527860.84,0.03,0.05,0.02,0.53,0.0,419085.0,7136.0,9000.0,332287.84,,,,,,,,,,,,,,,,,,0.33,,,,0.05,0.05,13517186.0,629427766.09,,634.4,0.05,25.46,0.2356,26.68,0.0008,46.565
2017-07-24,11336.0,526330.48,0.03,0.05,0.02,0.53,0.0,417870.0,7136.0,9000.0,331324.48,,,,,,,,,,,,,,,,,,0.33,,,,0.05,0.05,13512968.0,627407104.24,,629.19,0.05,25.53,0.2355,26.5,0.0008,46.43
2017-07-25,11336.0,531204.96,0.03,0.05,0.02,0.53,0.0,421740.0,7136.0,9000.0,334392.96,,,,,,,,,,,,,,,,,,0.33,,,,0.05,0.05,13552597.0,635074695.42,,630.5,0.05,25.62,0.2355,26.28,0.0008,46.86
2017-07-26,11336.0,538460.0,0.03,0.05,0.02,0.54,0.0,427500.0,7136.0,9000.0,338960.0,,,,,,,,,,,,,,,,,,0.34,,,,0.05,0.05,13561309.0,644162177.5,,636.15,0.05,25.66,0.2356,26.21,0.0008,47.5
2017-07-27,11336.0,538573.36,0.03,0.09,0.02,0.54,0.0,427590.0,7136.0,9000.0,339031.36,0.43,,,,,,9000.0,,,,0.43,,,,,7136.0,,0.34,,,,0.05,0.05,13598708.0,646074617.08,,645.04,0.05,25.56,0.2356,26.45,0.0008,47.51
2017-07-28,105536.0,5139603.2,0.28,0.86,0.15,4.97,0.0,5025840.0,7136.0,103200.0,347523.2,,,,,,94200.0,,,,,,,,,4.41,,,0.35,,,,0.05,0.05,13629173.0,663740725.1,,649.99,0.05,2.5,0.8223,90.57,0.0077,48.7
2017-07-31,105536.0,5213478.4,0.28,0.86,0.15,4.98,0.0,5098080.0,7136.0,103200.0,352518.4,,,,,,,,,,,,,,,,,,0.35,,,,0.05,0.05,13665142.0,675058014.8,,666.06,0.05,2.5,0.8207,90.47,0.0077,49.4
2017-08-01,117901.0,5874417.33,0.31,0.95,0.17,5.59,0.0,5141940.0,19501.0,103200.0,971637.33,,,,,,,,,,,,,,,,12365.0,,0.96,,,,0.14,0.14,13718622.0,683530341.15,,678.84,0.14,11.11,0.6596,80.34,0.0086,49.825
2017-08-02,158420.0,7870305.6,0.42,1.26,0.23,7.61,0.0,5126976.0,60020.0,103200.0,2981793.6,,,,,,,,,,,,,,,,40519.0,,2.98,,,,0.44,0.44,13693891.0,680312504.88,,680.92,0.44,34.95,0.4687,58.79,0.0115,49.68
2017-08-03,214607.0,10689574.67,0.41,1.66,0.31,10.4,0.0,6634692.0,86207.0,133200.0,4293970.67,,,,1.49,,,,0.61,30000.0,12365.0,,,1.49,,,38552.0,,4.28,,,,0.63,0.63,13670288.0,680917045.28,,679.3,0.63,38.1,0.3535,42.84,0.0156,49.81
2017-08-04,236187.0,11721960.81,0.45,1.82,0.34,11.5,0.0,6610716.0,107787.0,133200.0,5349468.81,,,,,,,,,,,,,,,,21580.0,,5.39,,,,0.78,0.78,13672288.0,678555653.44,,682.41,0.78,38.71,0.3647,44.12,0.0171,49.63
2017-08-07,298218.0,14697674.13,0.56,2.28,0.43,14.51,0.0,9521862.0,109818.0,193200.0,5412380.13,,,2031.0,,,60000.0,,,,,,,,2031.0,2.96,,,5.44,,,,0.8,0.8,13693508.0,674884541.78,,677.59,0.8,38.56,0.366,44.45,0.0216,49.285
2017-08-08,298218.0,14837836.59,0.56,2.27,0.43,14.53,0.0,9612666.0,109818.0,193200.0,5463994.59,,,,,,,,,,,,,,,,,,5.42,,,,0.8,0.8,13666017.0,679952675.84,,675.89,0.8,38.58,0.3651,44.29,0.0216,49.755
2017-08-09,289249.0,14385799.02,0.55,2.26,0.41,14.12,0.0,9608802.0,100849.0,193200.0,5015725.01,,,,,,,,0.44,,8969.0,,,,,,,,5.01,,,,0.73,0.73,13659825.0,679371396.38,,678.85,0.73,40.0,0.3599,42.22,0.021,49.735
2017-08-10,206662.0,10127471.31,0.39,1.64,0.3,9.98,0.0,6527466.0,78262.0,133200.0,3835229.31,,,,,,,,1.12,,22587.0,,,,,,,60000.0,3.88,2.98,,,0.57,0.57,13731122.0,672893633.61,,679.78,0.57,35.75,0.3535,44.67,0.015,49.005
2017-08-11,218569.0,10610432.11,0.41,1.75,0.31,10.48,0.0,6466194.0,90169.0,133200.0,4377254.11,,,11907.0,,,,,,,,,,,11907.0,,,,4.4,,,,0.65,0.65,13728585.0,666454158.83,,669.81,0.65,33.45,0.319,42.51,0.0158,48.545
2017-08-14,209666.0,10149931.06,0.4,1.68,0.3,10.03,0.0,6448212.0,81266.0,133200.0,3934087.06,,,124.0,,,,,0.44,,9027.0,,,,124.0,,,,3.95,,,,0.59,0.59,13711432.0,663770423.12,,665.49,0.59,30.42,0.3189,44.46,0.0152,48.41
2017-08-15,204255.0,9825686.78,0.39,1.67,0.29,9.75,0.0,6407586.0,75855.0,133200.0,3649004.78,,,,,,,,0.27,,5411.0,,,,,,,,3.68,,,,0.55,0.55,13726187.0,660298225.64,,664.24,0.55,28.51,0.3207,45.75,0.0148,48.105
2017-08-16,204255.0,9991133.32,0.39,1.7,0.29,9.74,0.0,6515478.0,75855.0,133200.0,3710447.33,,,,,,,,,,,,,,,,,,3.65,,,,0.55,0.55,13726783.0,671445590.45,,662.41,0.55,28.26,0.3203,45.77,0.0148,48.915
2017-08-17,110055.0,5351974.65,0.21,0.91,0.16,5.37,0.0,1896570.0,75855.0,39000.0,3688828.65,,,,,,,,,,,,,,,,,94200.0,3.71,4.41,,,0.55,0.55,13743850.0,668363425.5,,671.02,0.55,29.87,0.3783,52.5,0.008,48.63
2017-08-18,131635.0,6444849.6,0.25,1.08,0.19,6.42,0.0,1909440.0,97435.0,39000.0,4770417.6,,,,,,,,,,,,,,,,21580.0,,4.74,,,,0.71,0.71,13699558.0,670730359.68,,667.21,0.71,25.1,0.4349,60.21,0.0095,48.96
2017-08-21,131135.0,6369882.63,0.25,1.07,0.19,6.4,0.0,2472807.53,96935.0,50907.0,4708617.63,,,,,,11907.0,,0.1,,2000.0,,,,,0.58,1500.0,,4.73,,,,0.7,0.7,13745628.0,667693880.1,,670.43,0.7,24.61,0.4267,59.74,0.0095,48.575
2017-08-22,130135.0,6341478.55,0.25,1.1,0.19,6.34,0.0,2480698.11,97435.0,50907.0,4748007.55,,,,,,1500.0,,,,,,,,,0.07,500.0,1500.0,4.74,0.07,,,0.7,0.7,13758244.0,670439230.12,,669.83,0.7,25.0,0.4353,60.29,0.0094,48.73
2017-08-23,130135.0,6290075.23,0.25,1.12,0.19,6.32,0.0,2460589.85,97435.0,50907.0,4709520.72,,,,,,,,,,,,,,,,,,4.74,,,,0.7,0.7,13762371.0,665204202.29,,668.49,0.7,24.87,0.4364,60.44,0.0094,48.335
2017-08-24,130135.0,6264048.23,0.25,1.13,0.19,6.29,0.0,2450408.44,97435.0,50907.0,4690033.72,,,,,,,,,,,,,,,,,,4.71,,,,0.7,0.7,13767137.0,662681139.5,,665.12,0.7,24.89,0.4361,60.4,0.0094,48.135
2017-08-25,118228.0,5691495.92,0.22,1.04,0.17,5.68,0.0,1877460.0,85528.0,39000.0,4117317.92,,,,,,,,0.58,,11907.0,,,,,,,11907.0,4.1,0.58,,,0.62,0.62,13730952.0,661008029.28,,658.7,0.62,27.6,0.517,66.32,0.0086,48.14
2017-08-28,118228.0,5615830.0,0.22,1.05,0.17,5.66,0.0,1852500.0,85528.0,39000.0,4062580.0,,,,,,,,,,,,,,,,,,4.1,,,,0.62,0.62,13743348.0,652809030.0,,657.48,0.62,27.33,0.5194,66.61,0.0085,47.5
2017-08-29,118228.0,5477503.24,0.22,1.07,0.17,5.58,0.0,1806870.0,85528.0,39000.0,3962512.24,,,,,,,,,,,,,,,,,,4.05,,,,0.62,0.62,13700801.0,634758110.33,,646.62,0.62,27.05,0.5218,66.91,0.0086,46.33
2017-08-30,120897.0,5754697.2,0.23,1.08,0.17,5.67,0.0,1856400.0,88197.0,39000.0,4198177.2,,,,,,,,,,,,,,,,2669.0,,4.12,,,,0.64,0.64,13702640.0,652245664.0,,641.61,0.64,27.3,0.5207,66.72,0.0088,47.6
2017-08-31,120897.0,5836302.68,0.23,1.06,0.17,5.79,0.0,1882725.0,88197.0,39000.0,4257710.18,,,,,,,,,,,,,,,,,,4.2,,,,0.64,0.64,13693915.0,661073746.63,,654.16,0.64,27.16,0.522,66.88,0.0088,48.275
2017-09-01,119655.0,5851129.5,0.23,1.03,0.17,5.81,0.0,1907100.0,86955.0,39000.0,4252099.5,,,,,,,,0.09,,1974.0,,,,,,732.0,,4.21,,,,0.63,0.63,13735190.0,671650791.0,,665.85,0.63,27.39,0.511,65.95,0.0087,48.9
2017-09-04,128921.0,6166936.04,0.24,1.11,0.18,6.27,0.0,1865565.0,96221.0,39000.0,4602731.54,,,9266.0,,,,,,,,,,,9266.0,,,,4.69,,,,0.7,0.7,13696714.0,655182314.19,,664.85,0.7,24.84,0.5394,69.05,0.0093,47.835
2017-09-05,128921.0,6171448.27,0.24,1.1,0.18,6.17,0.0,1866930.0,96221.0,39000.0,4606099.27,,,299.0,,,,,0.02,,299.0,,,,299.0,,,,4.6,,,,0.7,0.7,13715175.0,656545427.25,,656.22,0.7,25.24,0.5355,68.63,0.0093,47.87
2017-09-06,128921.0,6320352.03,0.24,1.11,0.18,6.22,0.0,1911975.0,96221.0,39000.0,4717234.53,,,,,,,,,,,,,,,,,,4.62,,,,0.69,0.69,13787377.0,675926157.42,,664.3,0.69,25.64,0.5315,68.18,0.0093,49.025
2017-09-07,128189.0,6281261.0,0.24,1.12,0.18,6.27,0.0,1911000.0,95489.0,39000.0,4678961.0,,,,,,,,0.04,,732.0,,,,,,,,4.66,,,,0.69,0.69,13822942.0,677324158.0,,675.98,0.69,25.42,0.5411,68.97,0.0092,49.0
2017-09-08,166208.0,8210675.2,0.31,1.47,0.24,8.16,0.0,2647642.4,118912.0,53596.0,5874252.8,,,,,,14596.0,,,,,,,,,0.71,23423.0,,5.82,,,,0.86,0.86,13750275.0,679263585.0,,674.74,0.86,22.92,0.4457,61.81,0.012,49.4
2017-09-11,185245.0,9293741.65,0.35,1.75,0.26,9.22,0.0,3155843.51,128642.0,62903.0,6453969.14,,,9307.0,0.47,,,,,9307.0,,,,0.47,9307.0,,423.0,,6.38,,,,0.92,0.92,13786571.0,691672267.07,,685.04,0.92,21.5,0.4055,57.79,0.0133,50.17
2017-09-12,176418.0,8884410.48,0.33,1.7,0.25,8.86,0.0,3167795.08,119815.0,62903.0,6033883.4,,,,,,,,0.43,,8827.0,,,,,,,,6.01,,,,0.86,0.86,13814534.0,695699932.24,,694.01,0.86,21.36,0.4068,57.96,0.0127,50.36
2017-09-13,184382.0,9414544.92,0.35,1.79,0.26,9.35,0.0,3211827.18,127779.0,62903.0,6524395.74,,,7964.0,,,,,,,,,,,7964.0,,,,6.46,,,,0.91,0.91,13844200.0,706884852.0,,701.03,0.91,21.47,0.4056,57.8,0.0132,51.06
2017-09-14,198359.0,10181767.47,0.38,1.94,0.28,10.13,0.0,3228810.99,141756.0,62903.0,7276335.48,,,8674.0,,,,,0.02,,460.0,,,,8674.0,,5763.0,,7.23,,,,1.05,1.05,13398207.0,687729965.31,,684.94,1.04,20.69,0.4187,59.37,0.0147,51.33
2017-09-15,222769.0,11439188.15,0.42,2.16,0.32,11.42,0.0,4147026.0,166166.0,80760.0,8532624.1,,,,0.92,,,,,17857.0,,,,0.92,,,24410.0,,8.51,,,,1.22,1.22,13422231.0,689231561.85,,687.89,1.22,22.97,0.3875,54.99,0.0164,51.35
2017-09-18,233387.0,11979754.71,0.44,2.22,0.33,11.99,0.0,4365411.18,176784.0,85046.0,9074322.72,,,2585.0,0.23,,,,,4286.0,,,,0.23,2585.0,,8033.0,,9.08,,,,1.31,1.31,13342920.0,684892083.6,,685.19,1.31,23.96,0.3917,55.28,0.0173,51.33
2017-09-19,242004.0,12441425.64,0.46,2.3,0.35,12.41,0.0,4372214.86,188011.0,85046.0,9665645.51,,,11650.0,,,,,0.02,,423.0,,,,11650.0,,,,9.63,,,,1.39,1.39,13385359.0,688141306.19,,686.61,1.38,22.92,0.408,57.36,0.0178,51.41
2017-09-20,224909.0,11501846.26,0.43,2.1,0.32,11.61,0.0,4449486.84,170916.0,87006.0,8740644.24,,,3915.0,,,1960.0,,1.06,,21010.0,,,,3915.0,0.11,,,8.82,,,,1.26,1.26,13405611.0,685562946.54,,689.76,1.26,22.53,0.4042,57.31,0.0166,51.14
2017-09-21,254641.0,13009608.69,0.48,2.39,0.36,13.06,0.0,4345000.14,200648.0,85046.0,10251106.32,,,20830.0,,,,,,,,,,,20830.0,,8902.0,1960.0,10.26,0.11,,,1.48,1.48,13376843.0,683422908.87,,684.82,1.48,21.48,0.4219,59.43,0.0188,51.09
2017-09-22,174354.0,8832773.64,0.33,1.63,0.25,8.91,0.0,4308430.36,109654.0,85046.0,5555071.64,,,,,,,,4.65,,90994.0,,,,,,,,5.59,,,,0.8,0.8,13543182.0,686097600.12,,689.92,0.8,26.68,0.3633,50.74,0.0128,50.66
2017-09-25,174354.0,8679342.12,0.33,1.6,0.25,8.89,0.0,4233589.88,110084.0,85046.0,5479981.52,,,,,,,,0.12,,2195.0,,,,,,2625.0,,5.59,,,,0.81,0.81,13482613.0,671164475.14,,681.8,0.81,26.92,0.3643,50.81,0.0128,49.78
2017-09-26,169246.0,8365829.78,0.32,1.52,0.24,8.51,0.0,5686723.78,102885.0,115046.0,5085605.55,,,,1.48,,,,1.9,30000.0,37199.0,,,1.48,,,30000.0,,5.12,,,,0.73,0.73,13897837.0,686970082.91,,692.12,0.74,28.21,0.247,31.27,0.0121,49.43
2017-09-27,168927.0,8497028.1,0.32,1.5,0.24,8.53,0.0,5786813.8,102566.0,115046.0,5159069.8,,,,,,,,0.02,,319.0,,,,,,,,5.1,,,,0.73,0.73,13881041.0,698216362.3,,689.55,0.73,28.11,0.2468,30.98,0.0121,50.3
2017-09-28,159887.0,8096677.68,0.3,1.44,0.23,8.14,0.0,5825929.44,93526.0,115046.0,4736156.64,,,,,,,,0.45,,9040.0,,,,,,,,4.7,,,,0.67,0.67,13922572.0,705039046.08,,700.48,0.67,27.35,0.2416,29.48,0.0114,50.64
2017-09-29,126226.0,6499376.74,0.24,1.13,0.18,6.45,0.0,4190513.65,93526.0,81385.0,4815653.74,,,,,,,,,,,,,,,,,33661.0,4.75,1.77,,,0.67,0.67,13882998.0,714835567.02,,704.99,0.67,25.99,0.2626,34.8,0.009,51.49
2017-10-02,128202.0,6666504.0,0.24,1.15,0.18,6.62,0.0,4232020.0,95502.0,81385.0,4966104.0,,,,,,,,,,,,,,,,1976.0,,4.87,,,,0.68,0.68,13866443.0,721055036.0,,715.95,0.68,25.55,0.2647,35.72,0.0092,52.0
2017-10-03,130796.0,6881177.56,0.25,1.15,0.19,6.85,0.0,4420081.76,98096.0,84016.0,5160830.56,,,,0.14,,,,0.0,2631.0,37.0,,,0.14,,,2631.0,,5.11,,,,0.7,0.7,13893805.0,730953081.05,,724.69,0.7,25.0,0.2593,35.21,0.0093,52.61
2017-10-04,134714.0,7072485.0,0.25,1.16,0.19,7.08,0.0,4616535.0,102014.0,87934.0,5355735.0,,,5418.0,0.29,,,,0.08,5418.0,1500.0,,,0.29,5418.0,,,1500.0,5.36,0.08,,,0.73,0.73,13925149.0,731070322.5,,732.05,0.73,24.11,0.2501,34.4,0.0096,52.5
2017-10-05,138053.0,7323711.65,0.26,1.18,0.2,7.3,0.0,4842032.65,105353.0,91273.0,5588976.65,,,3339.0,0.18,,,,,3339.0,,,,0.18,3339.0,,,,5.55,,,,0.75,0.75,13859716.0,735257933.8,,730.66,0.75,23.63,0.2456,33.39,0.0099,53.05
2017-10-06,141474.0,7517928.36,0.27,1.22,0.2,7.51,0.0,5032039.16,108774.0,94694.0,5780250.36,,,3421.0,0.19,,,,,3421.0,,,,0.19,3421.0,,,,5.77,,,,0.78,0.78,13854482.0,736227173.48,,734.83,0.78,23.02,0.2428,32.7,0.0101,53.14
2017-10-09,187391.0,9972949.02,0.35,1.63,0.27,9.97,0.0,7483317.42,146807.0,140611.0,7813068.54,,,38033.0,2.44,,,,,45917.0,,,,2.44,38033.0,,,,7.8,,,,1.05,1.05,13881481.0,738772418.82,,737.69,1.05,24.68,0.2115,28.35,0.0134,53.22
2017-10-10,193117.0,10239063.34,0.37,1.68,0.28,10.24,0.0,7758787.74,160417.0,146337.0,8505309.34,,,,0.29,,,,0.34,5726.0,6390.0,,,0.29,,,20000.0,,8.5,,,,1.15,1.15,13828581.0,733191364.62,,733.8,1.15,24.01,0.2164,30.46,0.0138,53.02
2017-10-11,199073.0,10596655.79,0.38,1.79,0.28,10.57,0.0,7041956.39,166373.0,132293.0,8856034.79,,,,,,,,0.75,,14044.0,,,,,,20000.0,14044.0,8.81,0.74,,,1.18,1.18,13916843.0,740793552.89,,737.86,1.18,22.46,0.1768,23.18,0.0141,53.23
2017-10-12,195630.0,10409472.3,0.37,1.76,0.28,10.42,0.0,6861642.34,162930.0,128954.0,8669505.3,,,,,,,,0.16,,3443.0,,,,,,,3339.0,8.68,0.16,,,1.16,1.16,13904135.0,739839023.35,,740.29,1.16,21.24,0.1758,23.66,0.0139,53.21
2017-10-13,244213.0,12772339.9,0.46,2.23,0.35,12.91,0.0,6565375.9,211513.0,125533.0,11062129.9,,,,,,,,0.18,,3421.0,,,,,,52004.0,3421.0,11.24,0.18,,,1.5,1.5,13845116.0,724099566.8,,733.53,1.51,15.74,0.2365,40.6,0.0174,52.3
2017-10-16,217911.0,11331372.0,0.41,1.97,0.31,11.39,0.0,5457608.0,185211.0,104954.0,9630972.0,,,,,,,,1.22,,22555.0,,,,,,,20579.0,9.7,1.11,0.2,,1.32,1.32,13857137.0,720571124.0,3747.0,724.28,1.32,14.84,0.2482,42.66,0.0155,52.0
2017-10-17,207961.0,10724548.77,0.39,1.83,0.3,10.78,0.0,4899356.28,175261.0,95004.0,9038209.77,,,,,,,,0.52,,9950.0,,,,,,,9950.0,9.12,0.52,,,1.25,1.25,13884248.0,716010669.36,,720.81,1.25,15.54,0.2672,44.77,0.0148,51.57
2017-10-18,207961.0,10774459.41,0.39,1.8,0.3,10.73,0.0,4922157.24,175261.0,95004.0,9080272.41,,,,,,,,,,,,,,,,,,9.03,,,,1.25,1.25,13872525.0,718735520.25,,715.67,1.25,15.68,0.2652,44.44,0.0148,51.81
2017-10-19,200457.0,10453832.55,0.38,1.74,0.29,10.4,0.0,4563125.0,167757.0,87500.0,8748527.55,,,,,,,,0.39,,7504.0,,,,,,,7504.0,8.67,0.39,,,1.19,1.19,13873641.0,723510378.15,,718.72,1.19,16.29,0.2831,45.96,0.0143,52.15
2017-10-20,180457.0,9569634.71,0.34,1.55,0.26,9.52,0.0,4640125.0,147757.0,87500.0,7835553.71,,,,,,,,1.1,,21319.0,,,,,,1319.0,,7.74,,,,1.06,1.06,13854905.0,734725612.15,,727.48,1.05,18.11,0.3368,51.01,0.0129,53.03
2017-10-23,191105.0,10149586.55,0.36,1.63,0.27,10.14,0.0,4647125.0,158405.0,87500.0,8412889.55,,,,,,,,,,,,,,,,10648.0,,8.37,,,,1.13,1.13,13857921.0,735994184.31,,735.8,1.12,17.02,0.3053,48.45,0.0136,53.11
2017-10-24,238909.0,12459104.35,0.45,2.06,0.34,12.59,0.0,5395021.8,203709.0,103452.0,10623424.35,,,5304.0,0.28,,,,,5304.0,,,,0.28,5304.0,,40000.0,,10.78,,,,1.45,1.45,13819291.0,720676025.65,,729.76,1.46,13.45,0.3611,55.89,0.017,52.15
2017-10-25,224884.0,11786170.44,0.43,1.98,0.32,11.72,0.0,5290894.32,192184.0,100952.0,10072363.44,,3747.0,,,0.19,,,0.84,,15272.0,,3747.0,,,,,2500.0,10.0,0.13,,,1.37,1.37,13825935.0,724617253.35,,720.89,1.37,14.53,0.3548,54.85,0.016,52.41
2017-10-26,402574.0,21239804.24,0.76,3.66,0.58,21.28,0.0,13767827.52,289874.0,260952.0,15293752.24,,,17690.0,,,160000.0,,,,,,,,17690.0,8.42,80000.0,,15.31,,,,2.07,2.07,13724548.0,724107152.48,,723.8,2.07,35.2,0.2977,39.63,0.0287,52.76
2017-10-27,402574.0,20873461.9,0.76,3.69,0.58,21.25,0.0,13530361.2,289874.0,260952.0,15029966.9,,,,,,,,,,,,,,,,,,15.33,,,,2.07,2.07,13732148.0,712011873.8,,722.57,2.08,35.3,0.3001,39.91,0.0287,51.85
2017-10-30,391926.0,19831455.6,0.74,3.57,0.56,20.28,0.0,12665382.4,279226.0,250304.0,14128835.6,,,,,,,,0.56,,10648.0,,,,,,,10648.0,14.42,0.57,,,1.99,1.99,13734401.0,694960690.6,,705.73,2.0,35.95,0.3165,41.46,0.028,50.6
2017-10-31,313251.0,15978933.51,0.59,2.81,0.45,16.09,0.0,12678586.51,200551.0,248551.0,10230106.51,,,,,,,,4.07,,78675.0,,,,,,,1753.0,10.15,0.09,,,1.43,1.43,13827833.0,705357761.33,,700.95,1.43,20.21,0.3324,51.65,0.0223,51.01
2017-11-01,313251.0,16104233.91,0.59,2.8,0.45,16.2,0.0,12778006.91,200551.0,248551.0,10310326.91,,,,,,,,,,,,,,,,,,10.24,,,,1.43,1.43,13822935.0,710637088.35,,707.24,1.43,20.28,0.3312,51.51,0.0223,51.41
2017-11-02,293251.0,15087763.95,0.56,2.55,0.42,15.22,0.0,12787948.95,180551.0,248551.0,9289348.95,,,,,,,,1.02,,20000.0,,,,,,,,9.27,,,,1.29,1.29,13863088.0,713255877.6,,712.09,1.29,14.93,0.3533,55.03,0.0209,51.45
2017-11-03,273251.0,14042368.89,0.52,2.39,0.39,14.19,0.0,11745235.89,180551.0,228551.0,9278515.89,,,,,,,,,,,,,,,,,20000.0,9.3,1.04,,,1.29,1.29,13864749.0,712509451.11,,714.33,1.29,16.09,0.3253,51.66,0.0195,51.39
2017-11-06,273251.0,14047833.91,0.52,2.38,0.39,14.17,0.0,11749806.91,170551.0,228551.0,8768026.91,,,,,,,,0.52,,10000.0,,,,,,,,8.76,,,,1.21,1.21,13921185.0,715688120.85,,715.52,1.21,16.06,0.3257,51.72,0.0194,51.41
