,ALRIB FP Equity_DX_SI_QTY,ALRIB FP Equity_DX_SHORT_INTEREST_VALUE,ALRIB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALRIB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALRIB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALRIB FP Equity_DX_SI_MV,ALRIB FP Equity_DX_DSS,ALRIB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALRIB FP Equity_DX_SUPPLY_SI_QTY,ALRIB FP Equity_DX_BROKER_SI_QTY,ALRIB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALRIB FP Equity_DX_BROKER_SI_MV_NEW_x,ALRIB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALRIB FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALRIB FP Equity_DX_BROKER_SI_MV_INC_x,ALRIB FP Equity_DX_SUPPLY_SI_MV_NEW,ALRIB FP Equity_DX_BROKER_SI_QTY_ADD,ALRIB FP Equity_DX_BROKER_SI_QTY_NEW,ALRIB FP Equity_DX_SUPPLY_SI_MV_DEC,ALRIB FP Equity_DX_BROKER_SI_QTY_INC,ALRIB FP Equity_DX_SUPPLY_SI_QTY_DEC,ALRIB FP Equity_DX_BROKER_SI_MV_NEW_y,ALRIB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALRIB FP Equity_DX_BROKER_SI_MV_INC_y,ALRIB FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALRIB FP Equity_DX_BROKER_SI_MV_ADD,ALRIB FP Equity_DX_SUPPLY_SI_QTY_ADD,ALRIB FP Equity_DX_BROKER_SI_QTY_DEC,ALRIB FP Equity_DX_SUPPLY_SI_MV,ALRIB FP Equity_DX_BROKER_SI_MV_DEC,ALRIB FP Equity_DX_SUPPLY_SI_MV_RMV,ALRIB FP Equity_DX_BROKER_SI_MV_RMV,ALRIB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALRIB FP Equity_DX_UTILIZATION_QUANTITY,ALRIB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALRIB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALRIB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALRIB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALRIB FP Equity_DX_ACTIVE_UTILIZATION_MV,ALRIB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALRIB FP Equity_DX_BROKER_SI_CON_RATIO,ALRIB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALRIB FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-09-17,1090.0,1853.0,0.03,0.05,0.01,0.0,0.0,1853.0,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-09-18,1090.0,1803.95,0.03,0.04,0.01,0.0,0.0,1803.95,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-09-21,1090.0,1645.9,0.03,0.04,0.01,0.0,0.0,1645.9,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-09-22,1090.0,1727.65,0.03,0.04,0.01,0.0,0.0,1727.65,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-09-23,1090.0,1809.4,0.03,0.04,0.01,0.0,0.0,1809.4,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-09-24,1090.0,1787.6,0.03,0.04,0.01,0.0,0.0,1787.6,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-09-25,1090.0,1754.9,0.03,0.04,0.01,0.0,0.0,1754.9,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-09-28,1090.0,1765.8,0.03,0.04,0.01,0.0,0.0,1765.8,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-09-29,15290.0,24616.9,0.36,0.59,0.07,0.02,0.0,13185.9,7100.0,8190.0,11431.0,,,,,,7100.0,,,,,,,,,0.01,7100.0,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,7.08,0.8684,92.92,1.0768
2020-09-30,15290.0,23699.5,0.36,0.66,0.07,0.02,0.0,12694.5,7100.0,8190.0,11005.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,7.14,0.8674,92.86,1.0768
2020-10-01,15290.0,22935.0,0.36,0.67,0.07,0.02,0.0,12285.0,7100.0,8190.0,10650.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,7.11,0.8679,92.89,1.0768
2020-10-02,15290.0,22935.0,0.36,0.64,0.07,0.02,0.0,12285.0,7100.0,8190.0,10650.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,7.15,0.8673,92.85,1.0768
2020-10-05,15290.0,23546.6,0.36,0.64,0.07,0.02,0.0,12612.6,7100.0,8190.0,10934.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,7.09,0.8682,92.91,1.0768
2020-10-06,15290.0,24158.2,0.36,0.64,0.07,0.02,0.0,12940.2,7100.0,8190.0,11218.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,7.15,0.8672,92.85,1.0768
2020-10-07,15290.0,23546.6,0.36,0.58,0.07,0.02,0.0,12612.6,7100.0,8190.0,10934.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,7.12,0.8677,92.88,1.0768
2020-10-08,8190.0,12776.4,0.19,0.31,0.04,0.01,0.0,1700.4,7100.0,1090.0,11076.0,,,,,,,,,,,,,,,,,7100.0,0.01,0.01,,,100.0,50.0,0.0,0.0,,0.0,100.0,13.32,0.7691,86.68,0.5768
2020-10-09,1090.0,1700.4,0.03,0.05,0.01,0.0,0.0,1700.4,0.0,1090.0,0.0,,,,,,,,0.01,,7100.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.36,1.0,100.0,0.519
2020-10-12,1090.0,1602.3,0.03,0.05,0.01,0.0,0.0,1602.3,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-10-13,1090.0,1613.2,0.03,0.05,0.01,0.0,0.0,1613.2,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-10-14,1090.0,1624.1,0.03,0.05,0.01,0.0,0.0,1624.1,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-10-15,1090.0,1596.85,0.03,0.05,0.01,0.0,0.0,1596.85,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-10-16,1090.0,1596.85,0.03,0.05,0.01,0.0,0.0,1596.85,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-10-19,1090.0,1613.2,0.03,0.06,0.01,0.0,0.0,1613.2,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-10-20,1090.0,1624.1,0.03,0.06,0.01,0.0,0.0,1624.1,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-10-21,1090.0,1689.5,0.03,0.06,0.01,0.0,0.0,1689.5,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-10-22,1090.0,1635.0,0.01,0.06,0.01,0.0,0.0,1635.0,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-10-23,1090.0,1607.75,0.01,0.06,0.01,0.0,0.0,1607.75,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-10-26,1090.0,1542.35,0.01,0.06,0.01,0.0,0.0,1542.35,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-10-27,1090.0,1504.2,0.01,0.06,0.01,0.0,0.0,1504.2,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-10-28,1090.0,1395.2,0.01,0.05,0.01,0.0,0.0,1395.2,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-10-29,1090.0,1400.65,0.01,0.05,0.01,0.0,0.0,1400.65,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-10-30,1090.0,1509.65,0.01,0.05,0.01,0.0,0.0,1509.65,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-11-02,1090.0,1526.0,0.01,0.05,0.01,0.0,0.0,1526.0,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-11-03,1090.0,1509.65,0.01,0.06,0.01,0.0,0.0,1509.65,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-11-04,1090.0,1471.5,0.01,0.06,0.01,0.0,0.0,1471.5,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-11-05,1090.0,1547.8,0.01,0.06,0.01,0.0,0.0,1547.8,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-11-06,1090.0,1520.55,0.01,0.06,0.01,0.0,0.0,1520.55,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-11-09,1090.0,1613.2,0.01,0.06,0.01,0.0,0.0,1613.2,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-11-10,1090.0,1591.4,0.01,0.06,0.01,0.0,0.0,1591.4,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-11-11,1090.0,1564.15,0.01,0.06,0.01,0.0,0.0,1564.15,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-11-12,1090.0,1558.7,0.01,0.06,0.01,0.0,0.0,1558.7,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-11-13,1090.0,1558.7,0.01,0.06,0.01,0.0,0.0,1558.7,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-11-16,1090.0,1667.7,0.01,0.06,0.01,0.0,0.0,1667.7,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-11-17,1090.0,1765.8,0.01,0.06,0.01,0.0,0.0,1765.8,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-11-18,1090.0,1733.1,0.01,0.06,0.01,0.0,0.0,1733.1,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-11-19,1090.0,1825.75,0.01,0.06,0.01,0.0,0.0,1825.75,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-11-20,1090.0,1754.9,0.01,0.04,0.01,0.0,0.0,1754.9,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-11-23,1090.0,1700.4,0.01,0.04,0.01,0.0,0.0,1700.4,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-11-24,1090.0,1722.2,0.01,0.04,0.01,0.0,0.0,1722.2,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-11-25,1090.0,1667.7,0.01,0.04,0.01,0.0,0.0,1667.7,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-11-26,1090.0,1722.2,0.01,0.04,0.01,0.0,0.0,1722.2,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-11-27,1090.0,1744.0,0.01,0.03,0.01,0.0,0.0,1744.0,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-11-30,1090.0,1771.25,0.01,0.03,0.01,0.0,0.0,1771.25,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-12-01,1090.0,1689.5,0.01,0.03,0.01,0.0,0.0,1689.5,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-12-02,1090.0,1711.3,0.01,0.03,0.01,0.0,0.0,1711.3,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-12-03,1090.0,1700.4,0.01,0.03,0.01,0.0,0.0,1700.4,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-12-04,1090.0,1716.75,0.01,0.03,0.01,0.0,0.0,1716.75,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-12-07,1090.0,1765.8,0.01,0.03,0.01,0.0,0.0,1765.8,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-12-08,1090.0,1754.9,0.01,0.03,0.01,0.0,0.0,1754.9,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-12-09,15290.0,25075.6,0.19,0.4,0.07,0.02,0.0,13431.6,7100.0,8190.0,11644.0,,,,,,7100.0,,,,,,,,,0.01,7100.0,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,7.14,0.8674,92.86,1.0768
2020-12-10,15290.0,24769.8,0.19,0.39,0.07,0.03,0.0,13267.8,7100.0,8190.0,11502.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,7.09,0.8682,92.91,1.0768
2020-12-11,15290.0,23623.05,0.19,0.39,0.07,0.02,0.0,12653.55,7100.0,8190.0,10969.5,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,7.14,0.8674,92.86,1.0768
2020-12-14,15290.0,23852.4,0.19,0.37,0.07,0.02,0.0,12776.4,7100.0,8190.0,11076.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,7.12,0.8678,92.88,1.0768
2020-12-15,15290.0,23699.5,0.19,0.35,0.07,0.02,0.0,12694.5,7100.0,8190.0,11005.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,7.12,0.8677,92.88,1.0768
2020-12-16,15290.0,26298.8,0.19,0.35,0.07,0.02,0.0,14086.8,7100.0,8190.0,12212.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,7.11,0.868,92.89,1.0768
2020-12-17,15290.0,24999.15,0.19,0.3,0.07,0.03,0.0,13390.65,7100.0,8190.0,11608.5,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,7.41,0.8628,92.59,1.0768
2020-12-18,1090.0,1722.2,0.01,0.02,0.01,0.0,0.0,1722.2,0.0,1090.0,0.0,,,,,,,,0.01,,7100.0,,,,,,,7100.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-12-21,1490.0,2287.15,0.02,0.03,0.01,0.0,0.0,1980.15,200.0,1290.0,307.0,,,,,,200.0,,,,,,,,,0.0,200.0,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,26.86,0.6071,73.14,3.725
2020-12-22,13290.0,20533.05,0.16,0.22,0.06,0.02,0.0,11108.55,6100.0,7190.0,9424.5,,,5900.0,0.01,,,,,5900.0,,,,0.01,5900.0,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.25,0.8486,91.75,1.0893
2020-12-23,13290.0,20466.6,0.16,0.21,0.06,0.02,0.0,11072.6,6100.0,7190.0,9394.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.19,0.8496,91.81,1.0893
2020-12-24,13290.0,20200.8,0.16,0.22,0.06,0.02,0.0,10928.8,6100.0,7190.0,9272.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.19,0.8496,91.81,1.0893
2020-12-25,13290.0,20200.8,0.16,0.22,0.06,0.02,0.0,10928.8,6100.0,7190.0,9272.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.15,0.8503,91.85,1.0893
2020-12-28,13290.0,20200.8,0.16,0.22,0.06,0.02,0.0,10928.8,6100.0,7190.0,9272.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.18,0.8497,91.82,1.0893
2020-12-29,13290.0,20466.6,0.16,0.21,0.06,0.02,0.0,11072.6,6100.0,7190.0,9394.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.18,0.8499,91.82,1.0893
2020-12-30,13290.0,20400.15,0.16,0.21,0.06,0.02,0.0,11036.65,6100.0,7190.0,9363.5,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.17,0.8499,91.83,1.0893
2020-12-31,13290.0,20400.15,0.16,0.21,0.06,0.02,0.0,11036.65,6100.0,7190.0,9363.5,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.24,0.8487,91.76,1.0893
2021-01-01,13290.0,20400.15,0.16,0.21,0.06,0.02,0.0,11036.65,6100.0,7190.0,9363.5,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.21,0.8494,91.79,1.0893
2021-01-04,13090.0,20616.75,0.16,0.21,0.06,0.02,0.0,11009.25,6100.0,6990.0,9607.5,,,,,,,,,,,,,,,,,200.0,0.01,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.31,0.8476,91.69,1.073
2021-01-05,12890.0,20752.9,0.16,0.24,0.06,0.02,0.0,11253.9,5900.0,6990.0,9499.0,,,,,,,,0.0,,200.0,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.43,0.8456,91.57,1.0924
2021-01-06,12890.0,20881.8,0.16,0.25,0.06,0.02,0.0,11323.8,5900.0,6990.0,9558.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.44,0.8454,91.56,1.0924
2021-01-07,12890.0,20495.1,0.16,0.24,0.06,0.02,0.0,11114.1,5900.0,6990.0,9381.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.48,0.8448,91.52,1.0924
2021-01-08,12890.0,20495.1,0.16,0.25,0.06,0.02,0.0,11114.1,5900.0,6990.0,9381.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.49,0.8447,91.51,1.0924
2021-01-11,12890.0,20366.2,0.16,0.24,0.06,0.02,0.0,11044.2,5900.0,6990.0,9322.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.5,0.8445,91.5,1.0924
2021-01-12,12890.0,19979.5,0.16,0.24,0.06,0.02,0.0,10834.5,5900.0,6990.0,9145.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.4,0.8461,91.6,1.0924
2021-01-13,12890.0,21139.6,0.16,0.23,0.06,0.02,0.0,11463.6,5900.0,6990.0,9676.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,80.82,0.0,0.0,,0.0,100.0,8.38,0.8464,91.62,1.7658
2021-01-14,12890.0,21397.4,0.16,0.19,0.06,0.02,0.0,11603.4,5900.0,6990.0,9794.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.58,0.8432,91.42,1.0924
2021-01-15,12890.0,20817.35,0.16,0.19,0.06,0.02,0.0,11288.85,5900.0,6990.0,9528.5,,,,,,,,,,,,,,,,,,0.01,,,,100.0,85.51,0.0,0.0,,0.0,100.0,8.67,0.8416,91.33,1.8681
2021-01-18,12890.0,21268.5,0.16,0.18,0.06,0.02,0.0,11533.5,5900.0,6990.0,9735.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.46,0.8452,91.54,1.0924
2021-01-19,12890.0,20430.65,0.16,0.18,0.06,0.02,0.0,11079.15,5900.0,6990.0,9351.5,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.42,0.8457,91.58,1.0924
2021-01-20,12890.0,21139.6,0.16,0.18,0.06,0.02,0.0,11463.6,5900.0,6990.0,9676.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.31,0.8476,91.69,1.0924
2021-01-21,12890.0,20624.0,0.16,0.18,0.06,0.02,0.0,11184.0,5900.0,6990.0,9440.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.39,0.8462,91.61,1.0924
2021-01-22,6990.0,11149.05,0.09,0.1,0.03,0.01,0.0,11149.05,0.0,6990.0,0.0,,,,,,,,0.01,,5900.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,15.17,0.7426,84.83,0.5924
2021-01-25,12890.0,19141.65,0.16,0.18,0.06,0.02,0.0,10380.15,5900.0,6990.0,8761.5,,,,,,,,,,,,,,,,5900.0,,0.01,,,,100.0,92.19,0.0,0.0,,0.0,100.0,8.34,0.8471,91.66,2.0141
2021-01-26,12890.0,19592.8,0.16,0.17,0.06,0.02,0.0,10624.8,5900.0,6990.0,8968.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.44,0.8454,91.56,1.0924
2021-01-27,12890.0,19206.1,0.16,0.17,0.06,0.02,0.0,10415.1,5900.0,6990.0,8791.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.49,0.8446,91.51,1.0924
2021-01-28,12890.0,19335.0,0.16,0.18,0.06,0.02,0.0,10485.0,5900.0,6990.0,8850.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.44,0.8454,91.56,1.0924
2021-01-29,12890.0,19077.2,0.16,0.18,0.06,0.02,0.0,10345.2,5900.0,6990.0,8732.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.46,0.8452,91.54,1.0924
2021-02-01,12890.0,18948.3,0.16,0.19,0.06,0.02,0.0,10275.3,5900.0,6990.0,8673.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.5,0.8444,91.5,1.0924
2021-02-02,12890.0,19399.45,0.16,0.2,0.06,0.02,0.0,10519.95,5900.0,6990.0,8879.5,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.47,0.8449,91.53,1.0924
2021-02-03,12890.0,19399.45,0.16,0.21,0.06,0.02,0.0,10519.95,5900.0,6990.0,8879.5,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.45,0.8454,91.55,1.0924
2021-02-04,12890.0,19206.1,0.16,0.22,0.06,0.02,0.0,10415.1,5900.0,6990.0,8791.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.5,0.8445,91.5,1.0924
2021-02-05,12890.0,19206.1,0.16,0.22,0.06,0.02,0.0,10415.1,5900.0,6990.0,8791.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.41,0.846,91.59,1.0924
2021-02-08,12890.0,19206.1,0.16,0.22,0.06,0.02,0.0,10415.1,5900.0,6990.0,8791.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.45,0.8453,91.55,1.0924
2021-02-09,12890.0,19335.0,0.16,0.22,0.06,0.02,0.0,10485.0,5900.0,6990.0,8850.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,8.42,0.8458,91.58,1.0924
