,FORSE FP Equity_DX_SI_QTY,FORSE FP Equity_DX_SHORT_INTEREST_VALUE,FORSE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,FORSE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,FORSE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,FORSE FP Equity_DX_SI_MV,FORSE FP Equity_DX_DSS,FORSE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,FORSE FP Equity_DX_SUPPLY_SI_QTY,FORSE FP Equity_DX_BROKER_SI_QTY,FORSE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,FORSE FP Equity_DX_BROKER_SI_MV_NEW_x,FORSE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,FORSE FP Equity_DX_SUPPLY_SI_QTY_INC_x,FORSE FP Equity_DX_BROKER_SI_MV_INC_x,FORSE FP Equity_DX_SUPPLY_SI_MV_NEW,FORSE FP Equity_DX_BROKER_SI_QTY_ADD,FORSE FP Equity_DX_BROKER_SI_QTY_NEW,FORSE FP Equity_DX_SUPPLY_SI_MV_DEC,FORSE FP Equity_DX_BROKER_SI_QTY_INC,FORSE FP Equity_DX_SUPPLY_SI_QTY_DEC,FORSE FP Equity_DX_BROKER_SI_MV_NEW_y,FORSE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,FORSE FP Equity_DX_BROKER_SI_MV_INC_y,FORSE FP Equity_DX_SUPPLY_SI_QTY_INC_y,FORSE FP Equity_DX_BROKER_SI_MV_ADD,FORSE FP Equity_DX_SUPPLY_SI_QTY_ADD,FORSE FP Equity_DX_BROKER_SI_QTY_DEC,FORSE FP Equity_DX_SUPPLY_SI_MV,FORSE FP Equity_DX_BROKER_SI_MV_DEC,FORSE FP Equity_DX_SUPPLY_SI_MV_RMV,FORSE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,FORSE FP Equity_DX_UTILIZATION_QUANTITY,FORSE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,FORSE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,FORSE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,FORSE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,FORSE FP Equity_DX_ACTIVE_UTILIZATION_MV,FORSE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,FORSE FP Equity_DX_BROKER_SI_CON_RATIO,FORSE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,FORSE FP Equity_DX_DEMAND_SUPPLY_RATIO,FORSE FP Equity_PX_LAST
2024-01-24,7782.0,19921.92,0.03,0.43,0.01,0.02,0.0,9960.96,3891.0,3891.0,9960.96,,,,,,,,,,,,,,,,,,0.01,,,100.0,19.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3952,2.56
2024-01-25,7782.0,19999.74,0.03,0.43,0.01,0.02,0.0,9999.87,3891.0,3891.0,9999.87,,,,,,,,,,,,,,,,,,0.01,,,100.0,19.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3952,2.57
2024-01-26,7782.0,20077.56,0.03,0.44,0.01,0.02,0.0,10038.78,3891.0,3891.0,10038.78,,,,,,,,,,,,,,,,,,0.01,,,100.0,19.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3952,2.58
2024-01-29,7782.0,20311.02,0.03,0.45,0.01,0.02,0.0,10155.51,3891.0,3891.0,10155.51,,,,,,,,,,,,,,,,,,0.01,,,100.0,19.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3952,2.61
2024-01-30,7782.0,20155.38,0.03,0.44,0.01,0.02,0.0,10077.69,3891.0,3891.0,10077.69,,,,,,,,,,,,,,,,,,0.01,,,100.0,19.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3952,2.59
2024-01-31,7782.0,20855.76,0.03,0.45,0.01,0.02,0.0,10427.88,3891.0,3891.0,10427.88,,,,,,,,,,,,,,,,,,0.01,,,100.0,19.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3952,2.68
2024-02-01,7782.0,21089.22,0.03,0.41,0.01,0.02,0.0,10544.61,3891.0,3891.0,10544.61,,,,,,,,,,,,,,,,,,0.01,,,100.0,19.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3952,2.71
2024-02-02,7782.0,20777.94,0.03,0.38,0.01,0.02,0.0,10388.97,3891.0,3891.0,10388.97,,,,,,,,,,,,,,,,,,0.01,,,100.0,19.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3952,2.67
2024-02-05,7782.0,20077.56,0.03,0.37,0.01,0.02,0.0,10038.78,3891.0,3891.0,10038.78,,,,,,,,,,,,,,,,,,0.01,,,100.0,19.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3952,2.58
2024-02-06,6182.0,16104.11,0.03,0.29,0.01,0.02,0.0,5968.06,3891.0,2291.0,10136.06,,,,,,,,,,,,,,,,,1600.0,0.01,0.0,,100.0,19.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3139,2.605
2024-02-07,4582.0,11592.46,0.02,0.21,0.01,0.01,0.0,5796.23,2291.0,2291.0,5796.23,,,,,,,,0.0,,1600.0,,,,,,,,0.01,,,100.0,11.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2327,2.53
2024-02-08,4582.0,11661.19,0.02,0.21,0.01,0.01,0.0,5830.6,2291.0,2291.0,5830.6,,,,,,,,,,,,,,,,,,0.01,,,100.0,12.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2532,2.545
2024-02-09,4582.0,11500.82,0.02,0.21,0.01,0.01,0.0,5750.41,2291.0,2291.0,5750.41,,,,,,,,,,,,,,,,,,0.01,,,100.0,12.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2532,2.51
2024-02-12,4582.0,10996.8,0.02,0.23,0.01,0.01,0.0,5498.4,2291.0,2291.0,5498.4,,,,,,,,,,,,,,,,,,0.01,,,100.0,12.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2532,2.4
2024-02-13,4582.0,10950.98,0.02,0.21,0.01,0.01,0.0,5475.49,2291.0,2291.0,5475.49,,,,,,,,,,,,,,,,,,0.01,,,100.0,12.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2532,2.39
2024-02-14,4582.0,10905.16,0.02,0.2,0.01,0.01,0.0,5452.58,2291.0,2291.0,5452.58,,,,,,,,,,,,,,,,,,0.01,,,100.0,12.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2532,2.38
2024-02-15,4582.0,10836.43,0.02,0.21,0.01,0.01,0.0,5418.22,2291.0,2291.0,5418.22,,,,,,,,,,,,,,,,,,0.01,,,100.0,12.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2532,2.365
2024-02-16,4582.0,10538.6,0.02,0.21,0.01,0.01,0.0,5269.3,2291.0,2291.0,5269.3,,,,,,,,,,,,,,,,,,0.01,,,100.0,12.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2532,2.3
2024-02-19,4582.0,10538.6,0.02,0.2,0.01,0.01,0.0,5269.3,2291.0,2291.0,5269.3,,,,,,,,,,,,,,,,,,0.01,,,100.0,12.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2532,2.3
2024-02-20,4582.0,10378.23,0.02,0.2,0.01,0.01,0.0,5189.12,2291.0,2291.0,5189.12,,,,,,,,,,,,,,,,,,0.01,,,100.0,12.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2532,2.265
2024-02-21,4582.0,10424.05,0.02,0.21,0.01,0.01,0.0,5212.02,2291.0,2291.0,5212.02,,,,,,,,,,,,,,,,,,0.01,,,100.0,12.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2532,2.275
2024-02-22,4582.0,10080.4,0.02,0.21,0.01,0.01,0.0,5040.2,2291.0,2291.0,5040.2,,,,,,,,,,,,,,,,,,0.01,,,100.0,12.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2532,2.2
2024-02-23,4582.0,10149.13,0.02,0.21,0.01,0.01,0.0,5074.56,2291.0,2291.0,5074.56,,,,,,,,,,,,,,,,,,0.01,,,100.0,12.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2532,2.215
2024-02-26,4582.0,10194.95,0.02,0.21,0.01,0.01,0.0,5097.48,2291.0,2291.0,5097.48,,,,,,,,,,,,,,,,,,0.01,,,100.0,12.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2532,2.225
2024-02-27,4582.0,9965.85,0.02,0.21,0.01,0.01,0.0,4982.93,2291.0,2291.0,4982.93,,,,,,,,,,,,,,,,,,0.01,,,100.0,12.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2532,2.175
2024-02-28,4582.0,9530.56,0.02,0.21,0.01,0.01,0.0,4765.28,2291.0,2291.0,4765.28,,,,,,,,,,,,,,,,,,0.01,,,100.0,12.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2532,2.08
2024-02-29,4582.0,9553.47,0.02,0.2,0.01,0.01,0.0,4776.73,2291.0,2291.0,4776.73,,,,,,,,,,,,,,,,,,0.0,,,100.0,12.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2532,2.085
2024-03-01,4582.0,8898.24,0.02,0.18,0.01,0.01,0.0,4449.12,2291.0,2291.0,4449.12,,,,,,,,,,,,,,,,,,0.0,,,100.0,12.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2532,1.942
2024-03-04,4582.0,8320.91,0.02,0.17,0.01,0.01,0.0,4160.46,2291.0,2291.0,4160.46,,,,,,,,,,,,,,,,,,0.0,,,100.0,12.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2532,1.816
2024-03-05,4582.0,7972.68,0.02,0.16,0.01,0.01,0.0,3986.34,2291.0,2291.0,3986.34,,,,,,,,,,,,,,,,,,0.0,,,100.0,12.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2532,1.74
2024-03-06,4582.0,7697.76,0.02,0.15,0.01,0.01,0.0,3848.88,2291.0,2291.0,3848.88,,,,,,,,,,,,,,,,,,0.0,,,100.0,12.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2532,1.68
2024-03-07,4582.0,7972.68,0.02,0.15,0.01,0.01,0.0,3986.34,2291.0,2291.0,3986.34,,,,,,,,,,,,,,,,,,0.0,,,100.0,12.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2532,1.74
2024-03-08,4582.0,8247.6,0.02,0.14,0.01,0.01,0.0,4123.8,2291.0,2291.0,4123.8,,,,,,,,,,,,,,,,,,0.0,,,100.0,12.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2532,1.8
2024-03-11,4582.0,8100.98,0.02,0.13,0.01,0.01,0.0,4050.49,2291.0,2291.0,4050.49,,,,,,,,,,,,,,,,,,0.0,,,100.0,12.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2532,1.768
2024-03-12,4582.0,7835.22,0.02,0.13,0.01,0.01,0.0,3917.61,2291.0,2291.0,3917.61,,,,,,,,,,,,,,,,,,0.0,,,100.0,12.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2532,1.71
2024-03-13,4582.0,7514.48,0.02,0.13,0.01,0.01,0.0,3757.24,2291.0,2291.0,3757.24,,,,,,,,,,,,,,,,,,0.0,,,100.0,12.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2532,1.64
2024-03-14,4582.0,8009.34,0.02,0.13,0.01,0.01,0.0,4004.67,2291.0,2291.0,4004.67,,,,,,,,,,,,,,,,,,0.0,,,100.0,12.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2532,1.748
2024-03-15,4582.0,7642.78,0.02,0.12,0.01,0.01,0.0,3821.39,2291.0,2291.0,3821.39,,,,,,,,,,,,,,,,,,0.0,,,100.0,12.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2532,1.668
2024-03-18,2934.0,4782.42,0.02,0.08,0.0,0.0,0.0,2391.21,1467.0,1467.0,2391.21,,,,,,,,0.0,,824.0,,,,,,,824.0,0.0,0.0,,100.0,8.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1699,1.63
2024-03-19,2934.0,4688.53,0.02,0.08,0.0,0.0,0.0,2344.27,1467.0,1467.0,2344.27,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1699,1.598
2024-03-20,2934.0,4864.57,0.02,0.07,0.0,0.0,0.0,2432.29,1467.0,1467.0,2432.29,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1699,1.658
2024-03-21,2934.0,4600.51,0.02,0.07,0.0,0.0,0.0,2300.26,1467.0,1467.0,2300.26,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1699,1.568
2024-03-22,2934.0,4635.72,0.02,0.07,0.0,0.0,0.0,2317.86,1467.0,1467.0,2317.86,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1699,1.58
2024-03-25,2934.0,4477.28,0.02,0.07,0.0,0.0,0.0,2238.64,1467.0,1467.0,2238.64,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1699,1.526
2024-03-26,2934.0,4465.55,0.02,0.07,0.0,0.0,0.0,2232.77,1467.0,1467.0,2232.77,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1699,1.522
2024-03-27,2934.0,4577.04,0.02,0.07,0.0,0.0,0.0,2288.52,1467.0,1467.0,2288.52,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1699,1.56
2024-03-28,2934.0,4741.34,0.02,0.06,0.0,0.0,0.0,2370.67,1467.0,1467.0,2370.67,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1699,1.616
2024-03-29,2934.0,4741.34,0.02,0.06,0.0,0.0,0.0,2370.67,1467.0,1467.0,2370.67,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1699,
2024-04-01,2934.0,4741.34,0.02,0.06,0.0,0.0,0.0,2370.67,1467.0,1467.0,2370.67,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1699,
2024-04-02,2934.0,4547.7,0.02,0.06,0.0,0.0,0.0,2273.85,1467.0,1467.0,2273.85,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1699,1.55
2024-04-03,2934.0,4436.21,0.02,0.06,0.0,0.0,0.0,2218.1,1467.0,1467.0,2218.1,,,,,,,,,,,,,,,,,,0.0,,,100.0,8.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1699,1.512
2024-04-04,1467.0,2185.83,0.01,0.03,0.0,0.0,0.0,0.0,1467.0,0.0,2185.83,,,,,,,,,,,,,,,,,1467.0,0.0,0.0,,100.0,8.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.085,1.49
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,1467.0,,,,,,,,0.0,,,0.0,0.0,17269.0,24521.98,,0.03,0.0,,0.0,100.0,0.0,1.42
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16102.0,21480.07,,0.03,0.0,,0.0,,0.0,1.334
2024-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15802.0,21206.28,,0.03,0.0,,0.0,,0.0,1.342
2024-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16102.0,21254.64,,0.03,0.0,,0.0,,0.0,1.32
2024-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16102.0,21383.46,,0.03,0.0,,0.0,,0.0,1.328
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16102.0,19322.4,,0.03,0.0,,0.0,,0.0,1.2
2024-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16502.0,19307.34,,0.03,0.0,,0.0,,0.0,1.17
2024-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16502.0,19967.42,,0.03,0.0,,0.0,,0.0,1.21
2024-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15802.0,18267.11,,0.03,0.0,,0.0,,0.0,1.156
2024-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15802.0,17982.68,,0.03,0.0,,0.0,,0.0,1.138
2024-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15802.0,18646.36,,0.03,0.0,,0.0,,0.0,1.18
2024-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15802.0,18425.13,,0.03,0.0,,0.0,,0.0,1.166
2024-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15802.0,19120.42,,0.03,0.0,,0.0,,0.0,1.21
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15802.0,16434.08,,0.03,0.0,,0.0,,0.0,1.04
2024-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15802.0,14853.88,,0.02,0.0,,0.0,,0.0,0.94
2024-04-26,30335.0,30092.32,0.16,0.26,0.04,0.03,0.0,23966.72,24160.0,24160.0,23966.72,,,,,,24160.0,,,,,,,,,0.02,24160.0,,0.02,,,100.0,71.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8978,0.992
2024-04-29,5976.0,5754.89,0.03,0.05,0.01,0.01,0.0,5754.89,5976.0,5976.0,5754.89,,,,,,5976.0,,0.02,,24160.0,,,,,0.01,5976.0,24160.0,0.01,0.02,,100.0,25.98,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2598,0.963
2024-04-30,5976.0,5892.34,0.03,0.05,0.01,0.01,0.0,5892.34,5976.0,5976.0,5892.34,,,,,,,,,,,,,,,,,,0.01,,,100.0,25.98,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2598,0.986
2024-05-01,5976.0,5892.34,0.03,0.05,0.01,0.01,0.0,5892.34,5976.0,5976.0,5892.34,,,,,,,,,,,,,,,,,,0.01,,,100.0,27.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2716,
2024-05-02,5976.0,5946.12,0.03,0.05,0.01,0.01,0.0,5946.12,5976.0,5976.0,5946.12,,,,,,,,,,,,,,,,,,0.01,,,100.0,27.41,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2741,0.995
2024-05-03,11952.0,12023.71,0.06,0.1,0.02,0.01,0.0,6011.86,5976.0,5976.0,6011.86,,,,,,,,,,,,,,,,,,0.01,,,100.0,27.41,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5482,1.006
2024-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.01,,5976.0,,,,,,,5976.0,0.0,0.01,,0.0,0.0,20402.0,21585.32,,0.02,0.0,,0.0,,0.0,1.058
2024-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,24302.0,25614.31,,0.03,0.0,,0.0,,0.0,1.054
2024-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,28502.0,29414.06,,0.03,0.0,,0.0,,0.0,1.032
2024-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30502.0,30502.0,,0.03,0.0,,0.0,,0.0,1.0
2024-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30502.0,29983.47,,0.03,0.0,,0.0,,0.0,0.983
2024-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30502.0,31356.06,,0.03,0.0,,0.0,,0.0,1.028
2024-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30502.0,34955.29,,0.03,0.0,,0.0,,0.0,1.146
2024-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25204.0,27724.4,,0.03,0.0,,0.0,,0.0,1.1
2024-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,26293.0,28554.2,,0.03,0.0,,0.0,,0.0,1.086
2024-05-17,11676.0,12960.36,0.06,0.08,0.02,0.01,0.0,0.0,11676.0,0.0,12960.36,,,,,,,,,,,,,,,,11676.0,,0.01,,,100.0,32.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3246,1.11
2024-05-20,11676.0,13077.12,0.06,0.08,0.02,0.01,0.0,0.0,11676.0,0.0,13077.12,,,,,,,,,,,,,,,,,,0.01,,,100.0,48.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4846,1.12
2024-05-21,11676.0,12726.84,0.06,0.08,0.02,0.01,0.0,0.0,11676.0,0.0,12726.84,,,,,,,,,,,,,,,,,,0.01,,,100.0,48.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4806,1.09
2024-05-22,11676.0,12610.08,0.06,0.08,0.02,0.01,0.0,0.0,11676.0,0.0,12610.08,,,,,,,,,,,,,,,,,,0.01,,,100.0,49.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4907,1.08
2024-05-23,11676.0,12493.32,0.06,0.08,0.02,0.01,0.0,0.0,11676.0,0.0,12493.32,,,,,,,,,,,,,,,,,,0.01,,,100.0,49.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4907,1.07
2024-05-24,11676.0,12610.08,0.06,0.09,0.02,0.01,0.0,0.0,11676.0,0.0,12610.08,,,,,,,,,,,,,,,,,,0.01,,,100.0,49.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4907,1.08
2024-05-27,11676.0,12656.78,0.06,0.09,0.02,0.01,0.0,0.0,11676.0,0.0,12656.78,,,,,,,,,,,,,,,,,,0.01,,,100.0,47.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4787,1.084
2024-05-28,11676.0,12610.08,0.06,0.09,0.02,0.01,0.0,0.0,11676.0,0.0,12610.08,,,,,,,,,,,,,,,,,,0.01,,,100.0,49.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4907,1.08
2024-05-29,11676.0,12586.73,0.06,0.09,0.02,0.01,0.0,0.0,11676.0,0.0,12586.73,,,,,,,,,,,,,,,,,,0.01,,,100.0,38.04,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3804,1.078
2024-05-30,11676.0,12493.32,0.06,0.09,0.02,0.01,0.0,0.0,11676.0,0.0,12493.32,,,,,,,,,,,,,,,,,,0.01,,,100.0,48.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4887,1.07
2024-05-31,11676.0,12236.45,0.06,0.1,0.02,0.01,0.0,0.0,11676.0,0.0,12236.45,,,,,,,,,,,,,,,,,,0.01,,,100.0,48.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4887,1.048
2024-06-03,59676.0,64330.73,0.32,0.49,0.08,0.06,0.0,39347.0,23176.0,36500.0,24983.73,,,,,,36500.0,,,,,,,,,0.04,11500.0,,0.02,,,100.0,97.0,0.0,0.0,,0.0,100.0,23.6,0.6394,76.4,2.4976,1.078
2024-06-04,58176.0,61782.91,0.31,0.5,0.08,0.06,0.0,38763.0,21676.0,36500.0,23019.91,,,,,,,,0.0,,1500.0,,,,,,,,0.02,,,100.0,75.02,0.0,0.0,,0.0,100.0,21.13,0.6666,78.87,2.0135,1.062
2024-06-05,58176.0,60503.04,0.31,0.52,0.08,0.06,0.0,37960.0,21676.0,36500.0,22543.04,,,,,,,,,,,,,,,,,,0.02,,,100.0,80.6,0.0,0.0,,0.0,100.0,21.19,0.666,78.81,2.1632,1.04
2024-06-06,58176.0,61084.8,0.31,0.53,0.08,0.06,0.0,38325.0,21676.0,36500.0,22759.8,,,,,,,,,,,,,,,,,,0.02,,,100.0,78.84,0.0,0.0,,0.0,100.0,21.13,0.6667,78.87,2.116,1.05
2024-06-07,58176.0,58757.76,0.31,0.65,0.08,0.06,0.0,36865.0,21676.0,36500.0,21892.76,,,,,,,,,,,,,,,,,,0.02,,,100.0,80.6,0.0,0.0,,0.0,100.0,21.15,0.6665,78.85,2.1632,1.01
2024-06-10,58176.0,57303.36,0.31,0.77,0.08,0.06,0.0,35952.5,21676.0,36500.0,21350.86,,,,,,,,,,,,,,,,,,0.02,,,100.0,78.84,0.0,0.0,,0.0,100.0,21.15,0.6664,78.85,2.116,0.985
2024-06-11,58176.0,57187.01,0.31,0.8,0.08,0.06,0.0,35879.5,21676.0,36500.0,21307.51,,,,,,,,,,,,,,,,,,0.02,,,100.0,79.42,0.0,0.0,,0.0,100.0,21.09,0.6671,78.91,2.1315,0.983
2024-06-12,58176.0,57187.01,0.31,0.82,0.08,0.06,0.0,35879.5,21676.0,36500.0,21307.51,,,,,,,,,,,,,,,,,,0.02,,,100.0,77.99,0.0,0.0,,0.0,100.0,21.17,0.6663,78.83,2.0932,0.983
2024-06-13,58176.0,54685.44,0.31,0.87,0.08,0.06,0.0,34310.0,21676.0,36500.0,20375.44,,,,,,,,,,,,,,,,,,0.02,,,100.0,77.16,0.0,0.0,,0.0,100.0,21.21,0.6658,78.79,2.0708,0.94
2024-06-14,58176.0,51951.17,0.31,0.88,0.08,0.06,0.0,32594.5,21676.0,36500.0,19356.67,,,,,,,,,,,,,,,,,,0.02,,,100.0,77.16,0.0,0.0,,0.0,100.0,21.16,0.6663,78.84,2.0708,0.893
2024-06-17,58176.0,50380.42,0.31,0.92,0.08,0.05,0.0,31609.0,21676.0,36500.0,18771.42,,,,,,,,,,,,,,,,,,0.02,,,100.0,77.16,0.0,0.0,,0.0,100.0,21.16,0.6664,78.84,2.0708,0.866
