,GLE FP Equity_DX_SI_QTY,GLE FP Equity_DX_SHORT_INTEREST_VALUE,GLE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,GLE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GLE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GLE FP Equity_DX_SI_MV,GLE FP Equity_DX_DSS,GLE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GLE FP Equity_DX_SUPPLY_SI_QTY,GLE FP Equity_DX_BROKER_SI_QTY,GLE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GLE FP Equity_DX_BROKER_SI_MV_NEW_x,GLE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GLE FP Equity_DX_SUPPLY_SI_QTY_INC_x,GLE FP Equity_DX_BROKER_SI_MV_INC_x,GLE FP Equity_DX_SUPPLY_SI_MV_NEW,GLE FP Equity_DX_BROKER_SI_QTY_ADD,GLE FP Equity_DX_BROKER_SI_QTY_NEW,GLE FP Equity_DX_SUPPLY_SI_MV_DEC,GLE FP Equity_DX_BROKER_SI_QTY_INC,GLE FP Equity_DX_SUPPLY_SI_QTY_DEC,GLE FP Equity_DX_BROKER_SI_MV_NEW_y,GLE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GLE FP Equity_DX_BROKER_SI_MV_INC_y,GLE FP Equity_DX_SUPPLY_SI_QTY_INC_y,GLE FP Equity_DX_BROKER_SI_MV_ADD,GLE FP Equity_DX_SUPPLY_SI_QTY_ADD,GLE FP Equity_DX_BROKER_SI_QTY_DEC,GLE FP Equity_DX_SUPPLY_SI_MV,GLE FP Equity_DX_BROKER_SI_MV_DEC,GLE FP Equity_DX_SUPPLY_SI_MV_RMV,GLE FP Equity_DX_BROKER_SI_MV_RMV,GLE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GLE FP Equity_DX_UTILIZATION_QUANTITY,GLE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GLE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GLE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GLE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GLE FP Equity_DX_ACTIVE_UTILIZATION_MV,GLE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GLE FP Equity_DX_BROKER_SI_CON_RATIO,GLE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GLE FP Equity_DX_DEMAND_SUPPLY_RATIO,GLE FP Equity_PX_LAST
2015-04-06,7627399.0,307759345.11,0.98,1.68,0.95,353.95,0.0,203800513.31,3540333.0,5050920.0,142849556.65,,,13781.0,,,,,0.07,,1460.0,,,,13781.0,,682000.0,110000.0,162.43,3.58,,,2.54,2.54,136001280.0,5487541017.18,,6241.94,2.54,23.43,0.1665,24.32,0.0547,
2015-04-07,7645298.0,312008402.25,0.99,1.68,0.95,356.75,0.0,221026380.65,3193232.0,5415920.0,130317381.26,,,40000.0,27.09,,,,17.68,580000.0,387512.0,,,27.09,40000.0,,411.0,215000.0,148.21,9.78,,,2.34,2.34,133308768.0,5440396922.32,,6169.93,2.35,22.99,0.1939,32.14,0.056,46.445
2015-04-08,8025412.0,327838374.25,1.04,1.8,1.0,377.16,1.0,221240530.44,3073346.0,5415920.0,125546296.71,,,,,,,,5.36,,119903.0,,,,,,17.0,,142.97,,,,2.21,2.21,136010496.0,5556033745.03,,6328.86,2.21,21.89,0.1932,30.6,0.0577,46.49
2015-04-09,7155667.0,292780827.09,0.92,1.62,0.89,337.51,0.0,221005311.31,2203571.0,5401448.0,90161174.34,,,,,,30.0,,40.48,,871975.0,,,,,0.0,2200.0,14502.0,102.74,0.68,,,1.58,1.58,136858448.0,5599691768.8,,6383.78,1.58,24.38,0.2135,34.12,0.0515,46.565
2015-04-10,7394121.0,300068498.7,0.95,1.69,0.92,348.54,0.0,231471624.89,3600960.0,5703795.0,146134295.22,,,34164.0,18.32,,2200.0,,4.57,398865.0,98580.0,,,18.32,34164.0,0.1,1461805.0,98718.0,167.8,4.29,,,2.59,2.59,135468896.0,5497603872.47,,6303.34,2.59,22.22,0.197,33.0,0.0532,46.185
2015-04-13,6946742.0,284598704.37,0.9,1.6,0.86,326.11,0.0,213551019.76,3644830.0,5212546.0,149323797.5,,,,0.39,,,,,8751.0,,,,0.39,,,43870.0,500000.0,169.43,23.22,,,2.62,2.62,135317632.0,5543781926.26,,6278.24,2.63,23.81,0.2129,35.39,0.05,46.625
2015-04-14,7126804.0,286370923.92,0.92,1.67,0.89,334.68,0.0,209451756.21,3824892.0,5212546.0,153692714.99,,,73909.0,,,,,0.97,,20000.0,,,,73909.0,,126153.0,,176.48,,,,2.76,2.76,134569680.0,5407310709.41,,6229.91,2.75,23.84,0.2159,35.83,0.0515,45.73
2015-04-15,6953726.0,281340953.86,0.9,1.62,0.86,322.28,0.0,201993528.91,3871814.0,4992546.0,156649808.16,,,11981.0,,,,,5.4,,117542.0,,,,11981.0,,152483.0,220000.0,177.55,11.12,,,2.8,2.8,134588576.0,5445322169.81,,6168.2,2.8,24.44,0.2184,36.6,0.0502,46.045
2015-04-16,7051870.0,282554380.37,0.91,1.65,0.88,326.61,0.0,202434352.41,3910235.0,5052269.0,156675325.48,,,3348.0,2.96,,,,1.31,59723.0,29164.0,,,2.96,3348.0,,64237.0,,178.27,,,,2.83,2.83,134248928.0,5379087060.07,,6142.95,2.82,23.92,0.216,36.32,0.051,45.6
2015-04-17,6892276.0,271496542.64,0.89,1.62,0.86,316.44,0.0,195966448.04,3828059.0,4974851.0,150792682.06,,,,1.08,,,,3.83,22582.0,82176.0,,,1.08,,,,100000.0,172.6,4.96,,,2.77,2.77,134432896.0,5295502745.57,,6086.28,2.76,24.59,0.2235,37.13,0.0499,44.83
2015-04-20,7459085.0,301033553.94,0.96,1.73,0.93,340.85,0.0,219834280.07,3924868.0,5447109.0,158399718.3,,,67553.0,21.52,,2258.0,,,470000.0,,,,21.52,67553.0,0.1,29256.0,,177.72,,,,2.84,2.84,134066864.0,5410666929.72,,6057.5,2.85,29.63,0.2224,33.55,0.0541,45.93
2015-04-21,7636697.0,303571544.34,0.98,1.78,0.95,352.45,0.0,211276568.02,4679147.0,5314909.0,186003959.69,,,10000.0,,,,,4.66,,116102.0,,,,10000.0,,860381.0,132200.0,213.38,5.65,,,3.39,3.39,133219432.0,5295696386.52,,6092.66,3.38,28.79,0.2172,33.2,0.0554,45.24
2015-04-22,7625666.0,306550325.86,0.98,1.78,0.95,350.04,0.0,212864266.19,4687869.0,5295156.0,188451444.05,,,31769.0,,,,,2.17,,23047.0,,,,31769.0,,,19753.0,213.16,0.97,,,3.39,3.39,133479888.0,5365866163.36,,6059.52,3.4,28.86,0.2156,32.88,0.0552,45.75
2015-04-23,6154659.0,243927961.91,0.79,1.42,0.76,281.12,0.0,151053159.86,3240044.0,3811292.0,128412854.3,,,438505.0,,,,,85.56,,1886416.0,,,,438505.0,,86.0,1483864.0,147.31,70.5,,,2.34,2.34,135012400.0,5350954385.13,,6134.72,2.34,12.53,0.2292,42.66,0.0445,45.105
2015-04-24,5868382.0,236346141.32,0.76,1.35,0.73,266.67,0.0,153497873.46,2953767.0,3811292.0,118961484.24,,,,,,,,13.7,,287531.0,,,,,,1254.0,,134.21,,,,2.13,2.13,135605504.0,5461443650.32,,6132.17,2.14,13.13,0.2345,43.37,0.0424,45.835
2015-04-27,5414328.0,222436230.82,0.7,1.26,0.67,249.11,0.0,138608816.33,3378923.0,3373882.0,138815915.17,,,470000.0,,,,,0.0,,44844.0,,,,470000.0,,,437410.0,157.73,19.82,,,2.45,2.45,134714448.0,5534458579.12,,6200.69,2.48,14.47,0.2737,47.64,0.0392,46.755
2015-04-28,5435294.0,220718584.37,0.7,1.26,0.68,253.0,0.0,109377990.24,3067744.0,2693482.0,124576170.65,,,,,,,,15.61,,345942.0,,,,,,34763.0,680400.0,142.47,31.28,,,2.24,2.24,134117152.0,5446282745.6,,6231.66,2.24,19.72,0.2994,48.21,0.0396,46.215
2015-04-29,4256406.0,169087093.12,0.55,0.98,0.53,194.15,0.0,102818862.52,1994093.0,2588245.0,79215983.81,,,4294.0,16.59,,74763.0,,50.54,400000.0,1081386.0,,,16.59,4294.0,3.56,3441.0,580000.0,90.89,28.04,,,1.45,1.45,135852464.0,5396782691.97,,6223.48,1.44,18.86,0.2954,48.34,0.0309,45.21
2015-04-30,4246077.0,166792634.71,0.55,0.98,0.53,190.46,0.0,102987909.69,1944223.0,2621786.0,76372161.09,,,24394.0,2.55,,,,3.64,55741.0,74264.0,,,2.55,24394.0,,,22200.0,87.19,1.21,,,1.41,1.41,136271504.0,5352960671.39,,6138.29,1.4,18.77,0.287,47.59,0.0307,44.705
2015-05-01,4243077.0,166674789.96,0.55,0.97,0.53,189.67,0.0,102987909.69,1947223.0,2621786.0,76490005.84,,,6000.0,,,,,0.13,,3000.0,,,,6000.0,,,,87.07,,,,1.4,1.4,136998416.0,5381514926.93,,6129.1,1.4,18.83,0.2885,47.74,0.0305,
2015-05-04,4269085.0,170022155.96,0.55,0.98,0.53,190.44,0.0,104416217.57,1973231.0,2621786.0,78586626.6,,,,,,,,,,,,,,,,26008.0,,89.02,,,,1.45,1.45,133670368.0,5323605446.05,,6160.3,1.42,19.0,0.2819,46.98,0.0315,45.325
2015-05-05,4301947.0,169214100.09,0.55,0.99,0.53,193.02,0.0,103839500.01,2356957.0,2639922.0,92709268.08,,,,0.89,,,,1.76,18136.0,40763.0,,,0.89,,,424489.0,,106.17,,,,1.69,1.69,136923072.0,5385774025.03,,6184.5,1.69,18.59,0.2821,47.2,0.0309,44.765
2015-05-06,4312815.0,165795138.12,0.56,0.99,0.54,190.87,0.0,102551517.13,2337825.0,2667664.0,89871700.68,,,30000.0,1.3,,,,2.48,30000.0,54132.0,,,1.3,30000.0,,5000.0,2258.0,103.14,0.1,,,1.68,1.68,136884000.0,5262155155.42,,6074.23,1.67,18.11,0.2751,46.46,0.031,43.75
2015-05-07,5659413.0,215323875.89,0.73,1.3,0.7,237.79,0.0,152041082.14,2355952.0,3996135.0,89636984.62,,,559.0,16.08,,1000000.0,,1.15,375000.0,21632.0,,,16.08,559.0,35.01,39200.0,46529.0,102.68,2.12,,,1.69,1.69,137082272.0,5215573792.38,,5991.81,1.68,16.56,0.204,35.39,0.0406,43.3
2015-05-08,8477686.0,328323941.01,1.09,1.91,1.05,359.77,1.0,252606220.17,2330115.0,6522571.0,90240726.04,,,42904.0,101.71,,180000.0,,7.13,2346436.0,168916.0,,,101.71,42904.0,7.85,100175.0,,102.28,,,,1.67,1.67,136932624.0,5303128561.8,,5961.99,1.69,22.2,0.2423,40.99,0.0609,44.075
2015-05-11,8771480.0,340241514.49,1.13,2.01,1.09,375.66,1.0,254337618.93,2214616.0,6556864.0,85903895.56,,,563292.0,0.91,,72224.0,,34.45,20000.0,782174.0,,,0.91,563292.0,3.13,103383.0,57931.0,96.46,2.45,,,1.6,1.6,136536416.0,5296182281.97,,6028.47,1.57,21.53,0.1994,35.68,0.0632,44.145
2015-05-12,12114942.0,466313435.07,1.56,2.81,1.5,524.97,1.0,322027823.34,4498577.0,8366365.0,173153688.54,,,206144.0,72.17,,195000.0,,7.39,1614501.0,166986.0,,,72.17,206144.0,9.31,2244803.0,,197.3,,,,3.24,3.24,134424896.0,5174117631.95,,5915.05,3.23,15.39,0.2731,48.52,0.0872,43.805
2015-05-13,13802623.0,535275863.96,1.78,3.22,1.71,596.86,1.0,367929081.45,5140204.0,9487419.0,199340888.83,,,398835.0,49.8,,,,5.57,1121054.0,126667.0,,,49.8,398835.0,,369459.0,,224.45,,,,3.69,3.69,133994512.0,5196405652.56,,5870.05,3.68,13.63,0.2281,42.98,0.0992,44.135
2015-05-14,13506223.0,533216081.3,1.74,3.15,1.68,587.39,1.0,366226979.42,5054790.0,9276433.0,199559515.31,,,35230.0,1.64,,,,9.6,34514.0,220644.0,,,1.64,35230.0,,100000.0,245500.0,222.49,10.26,,,3.62,3.62,134716960.0,5318529798.86,,5966.95,3.59,13.1,0.2361,44.14,0.0966,44.93
2015-05-15,20150570.0,790572499.33,2.6,4.74,2.5,891.41,1.0,424568972.15,10267910.0,10821660.0,402843555.87,,,1898475.0,60.58,,545000.0,,1.3,1316000.0,32200.0,,,60.58,1898475.0,24.49,3346845.0,315773.0,458.21,14.06,,,7.29,7.29,130644712.0,5125617612.3,,5853.63,7.26,15.41,0.1725,34.06,0.143,44.65
2015-05-18,24226378.0,937175136.26,3.12,5.7,3.01,1068.57,1.0,509507548.9,12000390.0,13170988.0,464224042.63,,,872239.0,71.21,,1007600.0,,1.15,1629000.0,25419.0,,,71.21,872239.0,42.39,885660.0,287272.0,535.23,13.5,,,8.46,8.46,129922920.0,5025948586.06,,5797.79,8.45,12.87,0.1521,32.29,0.1707,44.025
2015-05-19,32407324.0,1271444883.75,4.18,7.62,4.02,1425.18,1.0,621985348.37,18213832.0,15853523.0,714587958.88,,,2589749.0,85.12,,790000.0,,51.39,1955263.0,1138632.0,,,85.12,2589749.0,36.52,4762324.0,62728.0,807.29,2.94,,,12.94,12.94,122490024.0,4805682639.08,,5438.35,12.93,15.35,0.1227,23.78,0.2303,44.65
2015-05-20,49548176.0,1960480481.21,6.39,11.52,6.15,2188.62,2.0,1016357933.27,27673710.0,25686908.0,1094970040.83,,,5783623.0,397.19,,797777.0,,43.68,9285607.0,999153.0,,,397.19,5783623.0,37.52,4675409.0,250000.0,1241.29,11.17,,,19.78,19.78,112219120.0,4440191590.06,,5021.19,19.82,15.63,0.114,20.26,0.3542,45.03
2015-05-21,50498360.0,1995636094.54,6.51,11.79,6.27,2244.01,2.0,1106759131.18,31383670.0,28005868.0,1240245913.56,,,2235371.0,175.03,,,,13.11,3818962.0,300213.0,,,175.03,2235371.0,,1774802.0,1500000.0,1414.55,65.24,,,22.58,22.58,107587112.0,4251716768.92,,4837.38,22.63,15.39,0.1034,15.4,0.3634,44.975
2015-05-22,53389556.0,2099337449.26,6.89,12.6,6.63,2399.44,2.0,1214113998.16,35551352.0,30876888.0,1397919185.27,,,1866112.0,180.68,,18000.0,,1.81,3853020.0,45671.0,,,180.68,1866112.0,0.81,2347240.0,1000000.0,1605.27,34.93,,,25.34,25.34,104730488.0,4118120696.45,,4708.5,25.42,14.34,0.0912,14.48,0.3806,44.75
2015-05-25,61745040.0,2416219790.54,7.96,14.58,7.67,2771.01,2.0,1280302559.14,42505088.0,32717360.0,1663317973.79,,,1479866.0,101.82,,,,1.3,2187918.0,21978.0,,,101.82,1479866.0,,5495848.0,347447.0,1907.87,16.35,,,30.13,30.13,98586624.0,3857912343.91,,4408.17,30.21,12.49,0.0829,12.67,0.4376,44.535
2015-05-26,92157672.0,3602588360.65,11.87,22.19,11.43,4142.05,3.0,1968619091.08,56416400.0,50359168.0,2205405817.87,,,9061101.0,622.11,,4119033.0,,3.9,13522775.0,84775.0,,,622.11,9061101.0,176.73,4934987.0,,2526.84,,,,40.2,40.2,83934640.0,3281137105.11,,3734.72,40.35,10.16,0.0808,17.98,0.6566,43.29
2015-05-27,104586584.0,4173925343.43,13.47,24.71,12.97,4595.68,3.0,2198098151.24,70790720.0,55078028.0,2825172875.78,,,13200882.0,181.1,,78250.0,,63.83,4705609.0,1398705.0,,,181.1,13200882.0,3.44,2572145.0,65000.0,3077.06,4.55,,,50.62,50.62,69059104.0,2756066154.53,,3009.6,50.55,9.66,0.0726,14.91,0.7478,44.195
2015-05-28,100685664.0,3959145783.64,12.97,23.86,12.49,4475.19,3.0,2176554873.49,67114224.0,55352312.0,2639054920.19,,,321898.0,189.44,,286000.0,,197.17,4073707.0,4730555.0,,,189.44,321898.0,12.38,732160.0,4085420.0,2958.53,174.21,,,47.97,47.97,72781648.0,2861908471.95,,3194.92,48.08,9.62,0.0768,15.88,0.7197,43.545
2015-05-29,91202448.0,3502243823.89,11.75,21.5,11.31,4010.42,3.0,2102016280.17,57333612.0,54738916.0,2201654592.96,,42.0,102387.0,10.34,0.0,1800000.0,,450.25,286953.0,9889458.0,,42.0,10.34,102387.0,78.39,6415.0,2700350.0,2491.49,129.71,,,41.46,41.46,80947088.0,3108430148.83,,3487.7,41.67,10.08,0.0832,17.59,0.6595,42.525
2015-06-01,81300992.0,3098527176.24,10.47,19.08,10.09,3526.48,3.0,1910463602.62,49573000.0,50127876.0,1889316279.29,,,34678.0,,,,,347.02,,7815191.0,,,,34678.0,,19900.0,4611042.0,2117.63,215.04,,,35.7,35.7,89267912.0,3402160840.77,,3781.31,35.9,11.23,0.1033,22.0,0.5856,42.205
2015-06-02,62569460.0,2415710449.34,8.06,14.92,7.76,2680.0,2.0,1597206788.2,36839264.0,41369348.0,1422307224.5,,,101162.0,,,,,574.33,,13162078.0,,,,101162.0,,327180.0,8758528.0,1548.01,401.97,,,26.21,26.21,103694416.0,4003481638.96,,4370.15,26.16,14.22,0.125,25.4,0.4452,42.755
2015-06-03,47126544.0,1843101854.76,6.07,11.04,5.85,2049.69,2.0,1280324712.89,23990792.0,32736812.0,938271077.81,,,24046.0,,,,,547.79,,13154569.0,,,,24046.0,,282054.0,8632535.0,1023.74,355.53,,,17.11,17.11,116210040.0,4544932050.73,,4971.05,17.08,16.66,0.1658,31.02,0.3361,43.31
2015-06-04,42625048.0,1655887574.82,5.49,9.99,5.29,1887.5,2.0,1187161396.98,22957758.0,30559328.0,891857440.68,,,,57.24,,375000.0,,42.46,1268600.0,1038035.0,,,57.24,,17.08,5000.0,3821085.0,996.03,150.61,,,16.4,16.4,116992224.0,4544885675.5,,5058.82,16.45,17.37,0.1638,29.3,0.3046,43.02
2015-06-05,37417920.0,1429274250.95,4.82,8.73,4.64,1659.35,1.0,1053338948.31,16924902.0,27576060.0,646490414.98,,,109993.0,,,,,272.79,,6244543.0,,,,109993.0,,101694.0,2983267.0,732.78,129.29,,,12.1,12.1,122952408.0,4696485289.57,,5282.46,12.18,19.4,0.1597,25.67,0.2675,42.3
2015-06-08,24543054.0,931169046.79,3.16,5.73,3.04,1065.31,1.0,677140786.23,11956517.0,17847568.0,453632972.4,,,149.0,,,,,218.27,,4968534.0,,,,149.0,,,9728492.0,504.06,443.04,,,8.54,8.54,128077336.0,4859283236.67,,5384.08,8.56,17.74,0.1592,26.89,0.1753,42.015
2015-06-09,16559052.0,630945753.06,2.13,3.88,2.05,704.16,1.0,424292787.9,8703207.0,11135484.0,331616296.31,,,11707.0,,,,,148.72,,3516517.0,,,,11707.0,,251500.0,6712084.0,366.59,304.44,,,6.23,6.23,131064872.0,4993934698.9,,5502.24,6.25,17.67,0.1893,33.3,0.1185,42.195
2015-06-10,13062870.0,507050360.89,1.68,3.06,1.62,560.77,1.0,361451514.31,5866218.0,9311884.0,227704015.58,,,,25.37,,,,118.68,600000.0,2836989.0,,,25.37,,,,2423600.0,249.36,100.71,,,4.21,4.21,133633656.0,5187144440.87,,5653.61,4.22,25.89,0.1978,30.42,0.0936,42.985
2015-06-11,9535998.0,373939668.5,1.23,2.22,1.18,415.61,1.0,264342893.1,4111707.0,6741123.0,161234340.92,,,,,,27675.0,,88.34,,2087400.0,,,,,1.2,332889.0,2598436.0,177.76,108.13,,,2.94,2.94,135801024.0,5325230761.99,,5854.76,2.95,22.5,0.2167,35.49,0.0682,43.425
2015-06-12,7332242.0,284013525.48,0.94,1.69,0.91,320.22,0.0,179256277.8,5150975.0,4627774.0,199522406.57,,,1249942.0,,,,,13.3,,310674.0,,,,1249942.0,,100000.0,2113349.0,222.58,91.87,,,3.64,3.64,136266096.0,5278251089.97,,5891.42,3.64,18.4,0.244,42.41,0.0518,42.895
2015-06-15,7394390.0,279843725.47,0.95,1.73,0.92,319.98,0.0,178002936.68,4554181.0,4703422.0,172354849.76,,,,72.75,,,,26.04,1699942.0,596794.0,,,72.75,,,,1624294.0,193.82,71.15,,,3.22,3.22,137089568.0,5188210985.87,,5843.29,3.21,27.95,0.271,41.94,0.0522,41.91
2015-06-16,7394328.0,279941537.03,0.95,1.72,0.92,317.42,0.0,178066645.67,4554119.0,4703422.0,172414189.99,,,,,,,,0.0,,62.0,,,,,,,,193.39,,,,3.23,3.23,136464016.0,5166385151.93,,5722.02,3.27,28.22,0.2704,41.71,0.0524,41.925
2015-06-17,8005945.0,301072458.47,1.03,1.87,0.99,339.93,1.0,176983573.12,3602971.0,4706245.0,135493728.32,,,7286.0,,,15000.0,,42.2,,960000.0,,,,7286.0,0.62,1566.0,12177.0,150.51,0.51,,,2.57,2.57,136422320.0,5130312945.23,,5694.36,2.58,26.18,0.2887,45.34,0.0572,41.645
2015-06-18,6531646.0,248048061.02,0.84,1.58,0.81,276.05,0.0,149901949.47,3108265.0,3947245.0,118040553.08,,,221580.0,,,,,30.01,,716286.0,,,,221580.0,,,759000.0,129.87,33.12,,,2.22,2.22,137170016.0,5209216252.49,,5713.08,2.22,20.99,0.3696,55.99,0.0466,42.055
2015-06-19,6189261.0,237001680.25,0.8,1.51,0.77,263.73,0.0,196832297.89,3774423.0,5140244.0,144531728.91,,,50000.0,51.63,,,,1.06,1207999.0,25442.0,,,51.63,50000.0,,641600.0,15000.0,158.5,0.62,,,2.69,2.69,136601680.0,5230806664.17,,5748.62,2.68,22.01,0.3477,53.42,0.0441,42.405
2015-06-22,3537208.0,139744336.56,0.46,0.85,0.44,152.16,0.0,96606449.4,2257370.0,2445302.0,89181827.31,,,20000.0,,,,,65.08,,1559942.0,,,,20000.0,,22889.0,2694942.0,96.73,114.66,,,1.62,1.62,137070896.0,5415254467.09,,5832.37,1.63,17.91,0.2111,36.39,0.0254,43.75
2015-06-23,3422935.0,137037972.71,0.44,0.79,0.42,152.01,0.0,74277432.92,2727699.0,1855302.0,109204043.06,,,470727.0,,,10000.0,,0.37,,10398.0,,,,470727.0,0.44,10000.0,600000.0,119.92,25.09,,,1.95,1.95,136858416.0,5479157470.8,,5978.45,1.97,18.87,0.2636,44.18,0.0245,44.335
2015-06-24,3252122.0,129303736.55,0.42,0.73,0.4,145.3,0.0,73766445.73,2564886.0,1855302.0,101979367.2,,,26000.0,,,,,8.51,,192000.0,,,,26000.0,,3187.0,,113.42,,,,1.82,1.82,138192512.0,5494507329.12,,6106.17,1.82,20.12,0.3041,47.93,0.0231,44.03
2015-06-25,3136758.0,125014303.46,0.4,0.7,0.39,139.23,0.0,66923243.09,2450640.0,1679184.0,97669330.13,,,56754.0,,,,,7.75,,175000.0,,,,56754.0,,4000.0,176118.0,107.93,8.17,,,1.74,1.74,138542016.0,5521539637.48,,6095.52,1.74,18.3,0.3091,50.22,0.0222,44.135
2015-06-26,2783192.0,111727309.91,0.36,0.61,0.35,123.04,0.0,54935856.37,2106656.0,1368484.0,84568728.2,,,,,,,,15.13,,343984.0,,,,,,,310700.0,93.24,14.82,,,1.49,1.49,138978992.0,5579115242.38,,6143.41,1.49,21.8,0.4087,59.56,0.0197,44.455
2015-06-29,2783192.0,105783432.1,0.36,0.61,0.35,122.31,0.0,52013276.23,2106656.0,1368484.0,80069683.27,,,434.0,,,,,0.18,,434.0,,,,434.0,,,,92.27,,,,1.49,1.49,139117440.0,5287569189.63,,6080.39,1.49,20.86,0.4173,60.62,0.0197,42.09
2015-06-30,2780073.0,105112586.06,0.36,0.59,0.34,116.94,0.0,51741408.31,2010480.0,1368484.0,76014821.2,,,15497.0,,,,,6.41,,111673.0,,,,15497.0,,,,84.45,,,,1.42,1.42,139077536.0,5258422880.09,,5848.92,1.42,21.66,0.4124,59.91,0.0197,41.87
2015-07-01,3439375.0,133456719.15,0.44,0.72,0.43,145.85,0.0,49576462.26,2251835.0,1277658.0,87377070.3,,,1000000.0,,,4581.0,,31.96,,760395.0,,,,1000000.0,0.19,1750.0,95407.0,96.04,4.27,,,1.6,1.6,138782720.0,5385131451.29,,5863.63,1.61,23.19,0.3904,57.4,0.0244,42.97
2015-07-02,2838047.0,108444988.96,0.37,0.58,0.35,120.93,0.0,29540147.41,2155088.0,773077.0,82348352.36,,,18750.0,,,,,4.42,,115497.0,,,,18750.0,,,504581.0,91.56,20.45,,,1.53,1.53,138602816.0,5296170518.13,,5937.02,1.52,30.64,0.2968,43.58,0.0202,42.315
2015-07-03,2872293.0,108884668.77,0.37,0.58,0.36,121.37,0.0,29306283.54,2189334.0,773077.0,82994634.4,,,35000.0,,,,,0.03,,754.0,,,,35000.0,,,,92.1,,,,1.56,1.56,138554352.0,5252404515.83,,5852.62,1.55,29.88,0.2848,42.69,0.0204,41.98
2015-07-06,2386535.0,87054450.93,0.31,0.48,0.3,98.63,0.0,28199793.32,1703576.0,773077.0,62141922.62,,,3010.0,,,,,20.68,,489000.0,,,,3010.0,,232.0,,69.63,,,,1.21,1.21,138938080.0,5068091717.67,,5783.74,1.19,11.97,0.3971,60.86,0.017,40.395
2015-07-07,2426011.0,86040815.83,0.31,0.47,0.3,96.9,0.0,28747893.71,1705552.0,810577.0,60489043.75,,,,0.33,,,,0.01,37500.0,232.0,,,0.33,,,2208.0,,67.57,,,,1.21,1.21,139110224.0,4933678026.83,,5587.07,1.19,11.62,0.4074,61.8,0.0172,39.275
2015-07-08,2427199.0,86576104.42,0.31,0.47,0.3,95.87,0.0,28912585.66,1706740.0,810577.0,60877950.45,,,1188.0,,,,,0.99,,24500.0,,,,1188.0,,24500.0,,67.29,,,,1.21,1.21,139070288.0,4960517772.04,,5454.38,1.22,11.79,0.4018,61.29,0.0172,39.5
2015-07-09,2297199.0,84957379.68,0.3,0.44,0.28,92.73,0.0,29607763.26,1586740.0,800577.0,58682453.12,,,,,,,,4.66,,120000.0,,,,,,,10000.0,64.41,0.39,,,1.13,1.13,139260496.0,5150275110.05,,5554.72,1.15,12.08,0.4059,61.55,0.0163,40.955
2015-07-10,2896292.0,111023675.17,0.37,0.55,0.36,119.88,0.0,30688549.64,2185833.0,800577.0,83789622.38,,,,,,,,7.09,,215000.0,,,,,,814093.0,,90.64,,,,1.55,1.55,138530912.0,5310310899.41,,5712.11,1.56,12.3,0.4191,62.67,0.0206,42.45
2015-07-13,2577452.0,101373435.43,0.33,0.49,0.32,110.86,0.0,31487391.74,1866993.0,800577.0,73430463.24,,,20000.0,,,,,16.45,,431177.0,,,,20000.0,,92337.0,,80.68,,,,1.32,1.32,139701408.0,5494578235.84,,5989.14,1.33,11.37,0.368,58.34,0.0182,43.555
2015-07-14,2474111.0,97811630.3,0.32,0.47,0.31,107.92,0.0,31650051.9,1763652.0,800577.0,69724308.0,,,37000.0,,,,,5.92,,140341.0,,,,37000.0,,,,77.05,,,,1.25,1.25,139393504.0,5510789887.42,,6075.88,1.25,11.27,0.3771,59.12,0.0175,43.78
2015-07-15,2404774.0,95971651.05,0.31,0.47,0.3,105.72,0.0,30353717.41,1734315.0,760577.0,69214435.11,,,51000.0,,,,,3.5,,80337.0,,,,51000.0,,,40000.0,76.41,1.7,,,1.23,1.23,139543552.0,5569016081.49,,6130.08,1.23,8.63,0.4505,65.6,0.017,44.195
2015-07-16,2421774.0,98137193.54,0.31,0.48,0.3,107.74,0.0,30820750.51,1751315.0,760577.0,70968281.56,,,17000.0,,,,,,,,,,,17000.0,,,,78.18,,,,1.24,1.24,139700832.0,5661076379.49,,6209.8,1.24,8.67,0.4499,65.56,0.0171,44.875
2015-07-17,2943372.0,119194095.61,0.38,0.58,0.37,131.92,0.0,30800146.11,2272913.0,760577.0,92043346.69,,,862000.0,,,,,15.18,,340402.0,,,,862000.0,,,,101.95,,,,1.6,1.6,139614912.0,5653812419.92,,6272.7,1.6,37.07,0.3838,49.23,0.0207,44.845
