,MIVU FP Equity_DX_SI_QTY,MIVU FP Equity_DX_SHORT_INTEREST_VALUE,MIVU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MIVU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MIVU FP Equity_DX_SI_MV,MIVU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MIVU FP Equity_DX_SUPPLY_SI_QTY,MIVU FP Equity_DX_BROKER_SI_QTY,MIVU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MIVU FP Equity_DX_SUPPLY_SI_QTY_INC_x,MIVU FP Equity_DX_BROKER_SI_MV_INC_x,MIVU FP Equity_DX_BROKER_SI_QTY_ADD,MIVU FP Equity_DX_SUPPLY_SI_MV_DEC,MIVU FP Equity_DX_BROKER_SI_QTY_INC,MIVU FP Equity_DX_SUPPLY_SI_QTY_DEC,MIVU FP Equity_DX_BROKER_SI_MV_INC_y,MIVU FP Equity_DX_SUPPLY_SI_QTY_INC_y,MIVU FP Equity_DX_BROKER_SI_MV_ADD,MIVU FP Equity_DX_SUPPLY_SI_QTY_ADD,MIVU FP Equity_DX_BROKER_SI_QTY_DEC,MIVU FP Equity_DX_SUPPLY_SI_MV,MIVU FP Equity_DX_BROKER_SI_MV_DEC,MIVU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MIVU FP Equity_DX_UTILIZATION_QUANTITY,MIVU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MIVU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MIVU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MIVU FP Equity_DX_ACTIVE_UTILIZATION_MV,MIVU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MIVU FP Equity_DX_BROKER_SI_CON_RATIO,MIVU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MIVU FP Equity_DX_DEMAND_SUPPLY_RATIO,MIVU FP Equity_PX_LAST
2018-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.049
2018-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.043
2018-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.146
2018-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.171
2018-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.982
2018-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.011
2018-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.415
2018-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.661
2018-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.968
2018-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.85
2018-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.883
2018-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.795
2018-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.034
2018-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.971
2018-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.822
2018-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.066
2018-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.16
2018-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.349
2018-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.44
2018-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.797
2018-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.989
2018-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.722
2018-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.853
2018-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.026
2018-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.271
2018-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.849
2018-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.662
2018-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.737
2018-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.079
2018-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.508
2018-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.393
2018-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.828
2018-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.013
2018-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.139
2018-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.346
2018-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.76
2018-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.105
2018-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.087
2018-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.065
2018-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.258
2018-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.842
2018-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.71
2018-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.119
2018-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.161
2018-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.346
2018-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.41
2018-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.485
2018-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.03
2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.642
2018-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.659
2018-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.683
2018-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.566
2018-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.351
2018-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.71
2018-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.754
2018-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.899
2018-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.005
2018-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.136
2018-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.848
2018-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.031
2018-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.319
2018-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.233
2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.345
2018-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.219
2018-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.16
2018-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.312
2018-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.221
2018-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.263
2018-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.234
2018-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.998
2018-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.252
2018-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.777
2018-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.859
2018-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.918
2018-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.177
2018-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.471
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.825
2018-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.801
2018-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.052
2018-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.479
2018-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.598
2018-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.713
2018-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.929
2018-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.157
2018-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.766
2018-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.509
2018-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.742
2018-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.092
2018-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.372
2018-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.525
2018-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.722
2018-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.537
2018-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.82
2018-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.497
2018-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.288
2018-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.681
2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.035
2018-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.995
2018-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.823
2018-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.585
2018-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.292
2018-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.75
2018-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.901
2018-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.395
2018-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.837
2018-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.245
2018-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.352
2018-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.149
2018-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.55
2018-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.378
2018-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.429
2018-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.053
2018-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.641
2018-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.71
2018-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.134
2018-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.771
2018-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.799
2018-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.115
2018-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.691
2018-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.72
2018-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.114
2018-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.407
2018-12-04,4000.0,210516.0,15.52,1.13,0.21,210516.0,0.0,4000.0,0.0,,,4000.0,,,,,,0.21,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,52.629
2018-12-05,4000.0,207316.0,15.52,1.13,0.21,207316.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,51.829
2018-12-06,4000.0,201956.0,15.57,1.13,0.21,201956.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,50.489
2018-12-07,4000.0,203660.0,15.57,1.13,0.2,203660.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,50.915
2018-12-10,4000.0,200676.0,14.41,1.13,0.2,200676.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,50.169
2018-12-11,4000.0,205356.0,14.41,1.13,0.2,205356.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,51.339
2018-12-12,4000.0,205308.0,14.41,1.13,0.21,205308.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,51.327
2018-12-13,4000.0,204992.0,14.41,1.13,0.21,204992.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,51.248
2018-12-14,4000.0,203840.0,14.36,1.13,0.21,203840.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,50.96
2018-12-17,4000.0,200904.0,14.36,1.13,0.2,200904.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,50.226
2018-12-18,4000.0,197980.0,11.76,1.13,0.2,197980.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,49.495
2018-12-19,4000.0,197168.0,6.91,1.13,0.2,197168.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,49.292
2018-12-20,4000.0,192976.0,6.81,1.13,0.2,192976.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,48.244
2018-12-21,4000.0,193400.0,6.81,1.13,0.19,193400.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,48.35
2018-12-24,4000.0,193400.0,6.83,1.13,0.19,193400.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,
2018-12-25,4000.0,193400.0,6.83,1.13,0.19,193400.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.5,50.04,0.0,
2018-12-26,4000.0,193400.0,6.83,1.13,0.19,193400.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,
2018-12-27,4000.0,191964.0,6.83,1.24,0.19,191964.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,47.991
2018-12-28,4000.0,191048.0,1.65,0.99,0.19,191048.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,47.762
2018-12-31,4000.0,192648.0,1.16,0.99,0.19,192648.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,48.162
2019-01-01,4000.0,192648.0,1.16,0.99,0.19,192648.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.8,0.5,50.2,0.0,
2019-01-02,4000.0,192756.0,1.16,1.1,0.19,192756.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,48.189
2019-01-03,4000.0,190032.0,0.63,1.1,0.19,190032.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,47.508
2019-01-04,4000.0,192636.0,0.63,1.1,0.19,192636.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,48.159
2019-01-07,4000.0,193620.0,0.65,1.32,0.19,193620.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,48.405
2019-01-08,4000.0,193364.0,0.63,1.32,0.19,193364.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,48.341
2019-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.404
2019-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.534
2019-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.867
2019-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.676
2019-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.325
2019-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.384
2019-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.65
2019-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.337
2019-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.289
2019-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.236
2019-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.128
2019-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.262
2019-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.362
2019-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.811
2019-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.003
2019-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.528
2019-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.818
2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.837
2019-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17
2019-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.66
2019-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.764
2019-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.497
2019-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.849
2019-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.374
2019-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.57
2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.648
2019-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.583
2019-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.118
2019-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.072
2019-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.997
2019-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.848
2019-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.055
2019-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.395
2019-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.424
2019-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.163
2019-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.959
2019-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.236
2019-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.171
2019-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.298
2019-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.561
2019-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.298
2019-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.468
2019-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.09
2019-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.702
2019-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.704
2019-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.044
2019-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.963
2019-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.143
2019-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.876
2019-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.088
2019-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.468
2019-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.139
2019-03-22,8600.0,467246.6,0.78,0.41,0.47,467246.6,0.0,8600.0,0.0,,,8600.0,,,,,,0.47,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,54.331
2019-03-25,8600.0,465457.8,0.78,0.41,0.47,465457.8,0.0,8600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,54.123
2019-03-26,8600.0,469087.0,0.79,0.41,0.46,469087.0,0.0,8600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,54.545
2019-03-27,8600.0,469577.2,0.79,0.4,0.47,469577.2,0.0,8600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,54.602
2019-03-28,8600.0,471434.8,0.78,0.4,0.47,471434.8,0.0,8600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,54.818
2019-03-29,26600.0,1466378.2,2.43,1.22,1.46,1466378.2,0.0,26600.0,0.0,,0.99,,,18000.0,,0.99,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,55.127
2019-04-01,26600.0,1473294.2,2.43,1.22,1.47,1473294.2,0.0,26600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,55.387
2019-04-02,26600.0,1477364.0,2.39,1.22,1.47,1477364.0,0.0,26600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,55.54
2019-04-03,26600.0,1475635.0,2.39,1.22,1.48,1475635.0,0.0,26600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,55.475
2019-04-04,18000.0,995742.0,1.59,0.91,1.0,995742.0,0.0,18000.0,0.0,,,,,,,,,,,8600.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,55.319
2019-04-05,9000.0,500229.0,1.7,0.45,0.5,500229.0,0.0,9000.0,0.0,,,,,,,,,,,9000.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,55.581
2019-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.369
2019-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.255
2019-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.424
2019-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.411
2019-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.282
2019-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.493
2019-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.492
2019-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.975
2019-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.158
2019-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.836
2019-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.138
2019-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.199
2019-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.389
2019-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.294
2019-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.348
2019-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.894
2019-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.24
2019-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.949
2019-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.77
2019-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.561
2019-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.935
2019-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.841
2019-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.066
2019-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.705
2019-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.85
2019-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.581
2019-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.628
2019-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.435
2019-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.685
2019-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.798
2019-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.562
2019-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.344
2019-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.532
2019-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.474
2019-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.858
