,RBO FP Equity_DX_SI_QTY,RBO FP Equity_DX_SHORT_INTEREST_VALUE,RBO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,RBO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,RBO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,RBO FP Equity_DX_SI_MV,RBO FP Equity_DX_DSS,RBO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,RBO FP Equity_DX_SUPPLY_SI_QTY,RBO FP Equity_DX_BROKER_SI_QTY,RBO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,RBO FP Equity_DX_SUPPLY_SI_QTY_INC_x,RBO FP Equity_DX_BROKER_SI_MV_INC_x,RBO FP Equity_DX_BROKER_SI_QTY_ADD,RBO FP Equity_DX_SUPPLY_SI_MV_DEC,RBO FP Equity_DX_BROKER_SI_QTY_INC,RBO FP Equity_DX_SUPPLY_SI_QTY_DEC,RBO FP Equity_DX_BROKER_SI_MV_INC_y,RBO FP Equity_DX_SUPPLY_SI_QTY_INC_y,RBO FP Equity_DX_BROKER_SI_MV_ADD,RBO FP Equity_DX_SUPPLY_SI_QTY_ADD,RBO FP Equity_DX_BROKER_SI_QTY_DEC,RBO FP Equity_DX_SUPPLY_SI_MV,RBO FP Equity_DX_BROKER_SI_MV_DEC,RBO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,RBO FP Equity_DX_UTILIZATION_QUANTITY,RBO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,RBO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,RBO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,RBO FP Equity_DX_ACTIVE_UTILIZATION_MV,RBO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,RBO FP Equity_DX_BROKER_SI_CON_RATIO,RBO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,RBO FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-02-15,140.0,5082.0,0.01,0.07,0.0,0.01,0.0,4356.0,20.0,120.0,726.0,,,,,,,,,,,,0.0,,100.0,4.15,0.0,0.0,0.0,100.0,27.69,0.5996,72.31,0.2905
2022-02-16,140.0,5040.0,0.01,0.07,0.0,0.01,0.0,4320.0,20.0,120.0,720.0,,,,,,,,,,,,0.0,,100.0,4.24,0.0,0.0,0.0,100.0,27.53,0.601,72.47,0.2966
2022-02-17,140.0,4984.0,0.01,0.07,0.0,0.01,0.0,4272.0,20.0,120.0,712.0,,,,,,,,,,,,0.0,,100.0,4.33,0.0,0.0,0.0,100.0,27.45,0.6017,72.55,0.303
2022-02-18,140.0,5012.0,0.01,0.07,0.0,0.01,0.0,4296.0,20.0,120.0,716.0,,,,,,,,,,,,0.0,,100.0,4.96,0.0,0.0,0.0,100.0,27.49,0.6013,72.51,0.3474
2022-02-21,140.0,4970.0,0.01,0.07,0.0,0.01,0.0,4260.0,20.0,120.0,710.0,,,,,,,,,,,,0.0,,100.0,4.96,0.0,0.0,0.0,100.0,27.31,0.603,72.69,0.3474
2022-02-22,140.0,4942.0,0.01,0.07,0.0,0.01,0.0,4236.0,20.0,120.0,706.0,,,,,,,,,,,,0.0,,100.0,5.29,0.0,0.0,0.0,100.0,27.57,0.6007,72.43,0.3704
2022-02-23,140.0,4970.0,0.01,0.07,0.0,0.01,0.0,4260.0,20.0,120.0,710.0,,,,,,,,,,,,0.0,,100.0,5.9,0.0,0.0,0.0,100.0,27.6,0.6004,72.4,0.413
2022-02-24,140.0,4900.0,0.01,0.08,0.0,0.01,0.0,4200.0,20.0,120.0,700.0,,,,,,,,,,,,0.0,,100.0,6.01,0.0,0.0,0.0,100.0,27.25,0.6035,72.75,0.4204
2022-02-25,140.0,4900.0,0.01,0.08,0.0,0.01,0.0,4200.0,20.0,120.0,700.0,,,,,,,,,,,,0.0,,100.0,6.1,0.0,0.0,0.0,100.0,27.79,0.5986,72.21,0.4268
2022-02-28,140.0,4550.0,0.01,0.08,0.0,0.01,0.0,3900.0,20.0,120.0,650.0,,,,,,,,,,,,0.0,,100.0,6.1,0.0,0.0,0.0,100.0,26.79,0.6078,73.21,0.4268
2022-03-01,140.0,4578.0,0.01,0.08,0.0,0.0,0.0,3924.0,20.0,120.0,654.0,,,,,,,,,,,,0.0,,100.0,6.49,0.0,0.0,0.0,100.0,27.47,0.6015,72.53,0.4545
2022-03-02,140.0,4620.0,0.01,0.08,0.0,0.0,0.0,3960.0,20.0,120.0,660.0,,,,,,,,,,,,0.0,,100.0,6.39,0.0,0.0,0.0,100.0,27.67,0.5997,72.33,0.4473
2022-03-03,140.0,4662.0,0.01,0.08,0.0,0.0,0.0,3996.0,20.0,120.0,666.0,,,,,,,,,,,,0.0,,100.0,6.41,0.0,0.0,0.0,100.0,27.58,0.6006,72.42,0.4487
2022-03-04,140.0,4634.0,0.01,0.09,0.0,0.0,0.0,3972.0,20.0,120.0,662.0,,,,,,,,,,,,0.0,,100.0,9.35,0.0,0.0,0.0,100.0,27.21,0.6039,72.79,0.6542
2022-03-07,140.0,4396.0,0.01,0.09,0.0,0.0,0.0,3768.0,20.0,120.0,628.0,,,,,,,,,,,,0.0,,100.0,9.35,0.0,0.0,0.0,100.0,26.95,0.6063,73.05,0.6542
2022-03-08,140.0,4550.0,0.01,0.09,0.0,0.0,0.0,3900.0,20.0,120.0,650.0,,,,,,,,,,,,0.0,,100.0,9.39,0.0,0.0,0.0,100.0,28.04,0.5964,71.96,0.6573
2022-03-09,140.0,4564.0,0.01,0.09,0.0,0.0,0.0,3912.0,20.0,120.0,652.0,,,,,,,,,,,,0.0,,100.0,7.97,0.0,0.0,0.0,100.0,27.93,0.5974,72.07,0.5578
2022-03-10,140.0,4564.0,0.01,0.09,0.0,0.0,0.0,3912.0,20.0,120.0,652.0,,,,,,,,,,,,0.0,,100.0,7.81,0.0,0.0,0.0,100.0,27.43,0.6019,72.57,0.5469
2022-03-11,140.0,4620.0,0.01,0.09,0.0,0.0,0.0,3960.0,20.0,120.0,660.0,,,,,,,,,,,,0.0,,100.0,7.94,0.0,0.0,0.0,100.0,27.6,0.6004,72.4,0.5556
2022-03-14,140.0,4718.0,0.01,0.1,0.0,0.0,0.0,4044.0,20.0,120.0,674.0,,,,,,,,,,,,0.0,,100.0,7.94,0.0,0.0,0.0,100.0,27.86,0.598,72.14,0.5556
2022-03-15,140.0,4690.0,0.01,0.1,0.0,0.0,0.0,4020.0,20.0,120.0,670.0,,,,,,,,,,,,0.0,,100.0,8.1,0.0,0.0,0.0,100.0,27.55,0.6008,72.45,0.5668
2022-03-16,140.0,4760.0,0.01,0.1,0.0,0.0,0.0,4080.0,20.0,120.0,680.0,,,,,,,,,,,,0.0,,100.0,8.47,0.0,0.0,0.0,100.0,27.88,0.5979,72.12,0.5932
2022-03-17,140.0,4774.0,0.01,0.13,0.0,0.0,0.0,4092.0,20.0,120.0,682.0,,,,,,,,,,,,0.0,,100.0,8.23,0.0,0.0,0.0,100.0,27.75,0.599,72.25,0.5761
2022-03-18,140.0,4970.0,0.01,0.14,0.0,0.01,0.0,4260.0,20.0,120.0,710.0,,,,,,,,,,,,0.0,,100.0,8.55,0.0,0.0,0.0,100.0,27.93,0.5974,72.07,0.5983
2022-03-21,140.0,4942.0,0.01,0.14,0.0,0.01,0.0,4236.0,20.0,120.0,706.0,,,,,,,,,,,,0.0,,100.0,8.55,0.0,0.0,0.0,100.0,27.47,0.6016,72.53,0.5983
2022-03-22,140.0,4732.0,0.01,0.13,0.0,0.01,0.0,4056.0,20.0,120.0,676.0,,,,,,,,,,,,0.0,,100.0,8.37,0.0,0.0,0.0,100.0,27.17,0.6042,72.83,0.5858
2022-03-23,140.0,4648.0,0.01,0.1,0.0,0.0,0.0,3984.0,20.0,120.0,664.0,,,,,,,,,,,,0.0,,100.0,7.78,0.0,0.0,0.0,100.0,27.77,0.5988,72.23,0.5447
2022-03-24,140.0,4760.0,0.01,0.1,0.0,0.0,0.0,4080.0,20.0,120.0,680.0,,,,,,,,,,,,0.0,,100.0,5.78,0.0,0.0,0.0,100.0,28.41,0.5933,71.59,0.4046
2022-03-25,140.0,4760.0,0.01,0.09,0.0,0.01,0.0,4080.0,20.0,120.0,680.0,,,,,,,,,,,,0.0,,100.0,5.22,0.0,0.0,0.0,100.0,27.91,0.5976,72.09,0.3655
2022-03-28,140.0,4816.0,0.01,0.09,0.0,0.0,0.0,4128.0,20.0,120.0,688.0,,,,,,,,,,,,0.0,,100.0,5.22,0.0,0.0,0.0,100.0,27.69,0.5995,72.31,0.3655
2022-03-29,140.0,4830.0,0.01,0.09,0.0,0.01,0.0,4140.0,20.0,120.0,690.0,,,,,,,,,,,,0.0,,100.0,5.1,0.0,0.0,0.0,100.0,27.79,0.5987,72.21,0.3571
2022-03-30,140.0,4858.0,0.01,0.09,0.0,0.01,0.0,4164.0,20.0,120.0,694.0,,,,,,,,,,,,0.0,,100.0,5.42,0.0,0.0,0.0,100.0,27.77,0.5988,72.23,0.3794
2022-03-31,140.0,4942.0,0.01,0.09,0.0,0.01,0.0,4236.0,20.0,120.0,706.0,,,,,,,,,,,,0.0,,100.0,5.49,0.0,0.0,0.0,100.0,27.59,0.6005,72.41,0.3846
2022-04-01,140.0,4998.0,0.01,0.09,0.0,0.01,0.0,4284.0,20.0,120.0,714.0,,,,,,,,,,,,0.0,,100.0,5.26,0.0,0.0,0.0,100.0,27.49,0.6013,72.51,0.3684
2022-04-04,140.0,5054.0,0.01,0.09,0.0,0.01,0.0,4332.0,20.0,120.0,722.0,,,,,,,,,,,,0.0,,100.0,5.26,0.0,0.0,0.0,100.0,27.34,0.6027,72.66,0.3684
2022-04-05,140.0,4970.0,0.01,0.09,0.0,0.01,0.0,4260.0,20.0,120.0,710.0,,,,,,,,,,,,0.0,,100.0,5.28,0.0,0.0,0.0,100.0,27.29,0.6032,72.71,0.3694
2022-04-06,140.0,4844.0,0.01,0.08,0.0,0.01,0.0,4152.0,20.0,120.0,692.0,,,,,,,,,,,,0.0,,100.0,5.7,0.0,0.0,0.0,100.0,27.33,0.6028,72.67,0.3989
2022-04-07,140.0,4886.0,0.01,0.08,0.0,0.01,0.0,4188.0,20.0,120.0,698.0,,,,,,,,,,,,0.0,,100.0,5.57,0.0,0.0,0.0,100.0,27.63,0.6001,72.37,0.39
2022-04-08,140.0,4872.0,0.01,0.09,0.0,0.01,0.0,4176.0,20.0,120.0,696.0,,,,,,,,,,,,0.0,,100.0,5.59,0.0,0.0,0.0,100.0,27.44,0.6018,72.56,0.3911
2022-04-11,140.0,4690.0,0.01,0.09,0.0,0.01,0.0,4020.0,20.0,120.0,670.0,,,,,,,,,,,,0.0,,100.0,5.59,0.0,0.0,0.0,100.0,27.23,0.6037,72.77,0.3911
2022-04-12,140.0,4690.0,0.01,0.09,0.0,0.0,0.0,4020.0,20.0,120.0,670.0,,,,,,,,,,,,0.0,,100.0,5.54,0.0,0.0,0.0,100.0,27.49,0.6014,72.51,0.3878
2022-04-13,140.0,4690.0,0.01,0.09,0.0,0.0,0.0,4020.0,20.0,120.0,670.0,,,,,,,,,,,,0.0,,100.0,5.17,0.0,0.0,0.0,100.0,27.7,0.5994,72.3,0.3618
2022-04-14,140.0,4662.0,0.01,0.09,0.0,0.0,0.0,3996.0,20.0,120.0,666.0,,,,,,,,,,,,0.0,,100.0,5.22,0.0,0.0,0.0,100.0,27.62,0.6002,72.38,0.3655
2022-04-15,140.0,4662.0,0.01,0.09,0.0,0.0,0.0,3996.0,20.0,120.0,666.0,,,,,,,,,,,,0.0,,100.0,5.19,0.0,0.0,0.0,100.0,27.61,0.6002,72.39,0.3636
2022-04-18,140.0,4662.0,0.01,0.09,0.0,0.0,0.0,3996.0,20.0,120.0,666.0,,,,,,,,,,,,0.0,,100.0,5.19,0.0,0.0,0.0,100.0,27.59,0.6004,72.41,0.3636
2022-04-19,140.0,4816.0,0.01,0.09,0.0,0.0,0.0,4128.0,20.0,120.0,688.0,,,,,,,,,,,,0.0,,100.0,5.19,0.0,0.0,0.0,100.0,27.81,0.5985,72.19,0.3636
2022-04-20,140.0,4872.0,0.01,0.09,0.0,0.01,0.0,4176.0,20.0,120.0,696.0,,,,,,,,,,,,0.0,,100.0,5.19,0.0,0.0,0.0,100.0,27.82,0.5984,72.18,0.3636
2022-04-21,140.0,4900.0,0.01,0.1,0.0,0.01,0.0,4200.0,20.0,120.0,700.0,,,,,,,,,,,,0.0,,100.0,5.17,0.0,0.0,0.0,100.0,27.62,0.6001,72.38,0.3618
2022-04-22,140.0,4900.0,0.01,0.09,0.0,0.01,0.0,4200.0,20.0,120.0,700.0,,,,,,,,,,,,0.0,,100.0,6.67,0.0,0.0,0.0,100.0,27.35,0.6026,72.65,0.4667
2022-04-25,140.0,4802.0,0.01,0.1,0.0,0.01,0.0,4116.0,20.0,120.0,686.0,,,,,,,,,,,,0.0,,100.0,6.67,0.0,0.0,0.0,100.0,27.24,0.6036,72.76,0.4667
2022-04-26,140.0,4830.0,0.01,0.09,0.0,0.01,0.0,4140.0,20.0,120.0,690.0,,,,,,,,,,,,0.0,,100.0,7.14,0.0,0.0,0.0,100.0,27.51,0.6012,72.49,0.5
2022-04-27,140.0,4830.0,0.01,0.1,0.0,0.01,0.0,4140.0,20.0,120.0,690.0,,,,,,,,,,,,0.0,,100.0,8.47,0.0,0.0,0.0,100.0,27.45,0.6017,72.55,0.5932
2022-04-28,140.0,4900.0,0.01,0.1,0.0,0.01,0.0,4200.0,20.0,120.0,700.0,,,,,,,,,,,,0.0,,100.0,8.85,0.0,0.0,0.0,100.0,27.63,0.6001,72.37,0.6195
2022-04-29,140.0,4900.0,0.01,0.1,0.0,0.01,0.0,4200.0,20.0,120.0,700.0,,,,,,,,,,,,0.0,,100.0,9.26,0.0,0.0,0.0,100.0,27.58,0.6005,72.42,0.6481
2022-05-02,140.0,4830.0,0.01,0.1,0.0,0.01,0.0,4140.0,20.0,120.0,690.0,,,,,,,,,,,,0.0,,100.0,9.26,0.0,0.0,0.0,100.0,27.25,0.6035,72.75,0.6481
2022-05-03,140.0,4760.0,0.01,0.1,0.0,0.01,0.0,4080.0,20.0,120.0,680.0,,,,,,,,,,,,0.0,,100.0,9.43,0.0,0.0,0.0,100.0,27.48,0.6015,72.52,0.6604
2022-05-04,140.0,4816.0,0.01,0.1,0.0,0.0,0.0,4128.0,20.0,120.0,688.0,,,,,,,,,,,,0.0,,100.0,9.71,0.0,0.0,0.0,100.0,27.87,0.598,72.13,0.6796
2022-05-05,140.0,4830.0,0.01,0.1,0.0,0.01,0.0,4140.0,20.0,120.0,690.0,,,,,,,,,,,,0.0,,100.0,9.85,0.0,0.0,0.0,100.0,27.21,0.6039,72.79,0.6897
2022-05-06,140.0,4592.0,0.01,0.13,0.0,0.0,0.0,3936.0,20.0,120.0,656.0,,,,,,,,,,,,0.0,,100.0,11.76,0.0,0.0,0.0,100.0,26.79,0.6077,73.21,0.8235
2022-05-09,140.0,4592.0,0.01,0.13,0.0,0.0,0.0,3936.0,20.0,120.0,656.0,,,,,,,,,,,,0.0,,100.0,11.76,0.0,0.0,0.0,100.0,27.6,0.6003,72.4,0.8235
2022-05-10,140.0,4662.0,0.01,0.15,0.0,0.0,0.0,3996.0,20.0,120.0,666.0,,,,,,,,,,,,0.0,,100.0,10.87,0.0,0.0,0.0,100.0,27.7,0.5994,72.3,0.7609
2022-05-11,140.0,4662.0,0.01,0.15,0.0,0.0,0.0,3996.0,20.0,120.0,666.0,,,,,,,,,,,,0.0,,100.0,10.47,0.0,0.0,0.0,100.0,27.56,0.6007,72.44,0.733
2022-05-12,140.0,4662.0,0.01,0.15,0.0,0.0,0.0,3996.0,20.0,120.0,666.0,,,,,,,,,,,,0.0,,100.0,10.58,0.0,0.0,0.0,100.0,27.42,0.602,72.58,0.7407
2022-05-13,140.0,4676.0,0.01,0.15,0.0,0.0,0.0,4008.0,20.0,120.0,668.0,,,,,,,,,,,,0.0,,100.0,12.05,0.0,0.0,0.0,100.0,27.78,0.5987,72.22,0.8434
2022-05-16,140.0,4634.0,0.01,0.16,0.0,0.0,0.0,3972.0,20.0,120.0,662.0,,,,,,,,,,,,0.0,,100.0,12.05,0.0,0.0,0.0,100.0,27.64,0.6,72.36,0.8434
2022-05-17,140.0,4690.0,0.01,0.16,0.0,0.0,0.0,4020.0,20.0,120.0,670.0,,,,,,,,,,,,0.0,,100.0,12.27,0.0,0.0,0.0,100.0,27.92,0.5975,72.08,0.8589
2022-05-18,140.0,4620.0,0.01,0.17,0.0,0.0,0.0,3960.0,20.0,120.0,660.0,,,,,,,,,,,,0.0,,100.0,12.35,0.0,0.0,0.0,100.0,27.28,0.6033,72.72,0.8642
2022-05-19,140.0,4620.0,0.01,0.18,0.0,0.0,0.0,3960.0,20.0,120.0,660.0,,,,,,,,,,,,0.0,,100.0,12.9,0.0,0.0,0.0,100.0,27.8,0.5985,72.2,0.9032
2022-05-20,140.0,4634.0,0.01,0.19,0.0,0.0,0.0,3972.0,20.0,120.0,662.0,,,,,,,,,,,,0.0,,100.0,15.87,0.0,0.0,0.0,100.0,27.61,0.6002,72.39,1.1111
2022-05-23,140.0,4564.0,0.01,0.2,0.0,0.0,0.0,3912.0,20.0,120.0,652.0,,,,,,,,,,,,0.0,,100.0,15.87,0.0,0.0,0.0,100.0,27.68,0.5996,72.32,1.1111
2022-05-24,140.0,4508.0,0.01,0.2,0.0,0.0,0.0,3864.0,20.0,120.0,644.0,,,,,,,,,,,,0.0,,100.0,15.5,0.0,0.0,0.0,100.0,27.54,0.6009,72.46,1.0853
2022-05-25,140.0,4592.0,0.01,0.19,0.0,0.0,0.0,3936.0,20.0,120.0,656.0,,,,,,,,,,,,0.0,,100.0,15.75,0.0,0.0,0.0,100.0,27.65,0.5999,72.35,1.1024
2022-05-26,140.0,4592.0,0.01,0.21,0.0,0.0,0.0,3936.0,20.0,120.0,656.0,,,,,,,,,,,,0.0,,100.0,13.79,0.0,0.0,0.0,100.0,27.67,0.5998,72.33,0.9655
2022-05-27,140.0,4564.0,0.01,0.22,0.0,0.0,0.0,3912.0,20.0,120.0,652.0,,,,,,,,,,,,0.0,,100.0,13.7,0.0,0.0,0.0,100.0,27.58,0.6005,72.42,0.9589
2022-05-30,140.0,4592.0,0.01,0.22,0.0,0.0,0.0,3936.0,20.0,120.0,656.0,,,,,,,,,,,,0.0,,100.0,13.7,0.0,0.0,0.0,100.0,27.62,0.6002,72.38,0.9589
2022-05-31,140.0,4522.0,0.01,0.22,0.0,0.0,0.0,3876.0,20.0,120.0,646.0,,,,,,,,,,,,0.0,,100.0,13.79,0.0,0.0,0.0,100.0,27.36,0.6025,72.64,0.9655
2022-06-01,140.0,4620.0,0.01,0.22,0.0,0.0,0.0,3960.0,20.0,120.0,660.0,,,,,,,,,,,,0.0,,100.0,14.6,0.0,0.0,0.0,100.0,27.79,0.5987,72.21,1.0219
2022-06-02,140.0,4592.0,0.01,0.23,0.0,0.0,0.0,3936.0,20.0,120.0,656.0,,,,,,,,,,,,0.0,,100.0,14.6,0.0,0.0,0.0,100.0,27.61,0.6003,72.39,1.0219
2022-06-03,140.0,4536.0,0.01,0.27,0.0,0.0,0.0,3888.0,20.0,120.0,648.0,,,,,,,,,,,,0.0,,100.0,14.49,0.0,0.0,0.0,100.0,27.33,0.6028,72.67,1.0145
2022-06-06,140.0,4564.0,0.01,0.25,0.0,0.0,0.0,3912.0,20.0,120.0,652.0,,,,,,,,,,,,0.0,,100.0,14.49,0.0,0.0,0.0,100.0,27.61,0.6003,72.39,1.0145
2022-06-07,140.0,4592.0,0.01,0.25,0.0,0.0,0.0,3936.0,20.0,120.0,656.0,,,,,,,,,,,,0.0,,100.0,15.87,0.0,0.0,0.0,100.0,27.67,0.5997,72.33,1.1111
2022-06-08,140.0,4592.0,0.01,0.25,0.0,0.0,0.0,3936.0,20.0,120.0,656.0,,,,,,,,,,,,0.0,,100.0,16.81,0.0,0.0,0.0,100.0,27.61,0.6003,72.39,1.1765
2022-06-09,140.0,4522.0,0.01,0.24,0.0,0.0,0.0,3876.0,20.0,120.0,646.0,,,,,,,,,,,,0.0,,100.0,17.24,0.0,0.0,0.0,100.0,27.25,0.6035,72.75,1.2069
2022-06-10,140.0,4494.0,0.01,0.24,0.0,0.0,0.0,3852.0,20.0,120.0,642.0,,,,,,,,,,,,0.0,,100.0,17.24,0.0,0.0,0.0,100.0,27.44,0.6018,72.56,1.2069
2022-06-13,140.0,4312.0,0.01,0.24,0.0,0.0,0.0,3696.0,20.0,120.0,616.0,,,,,,,,,,,,0.0,,100.0,17.24,0.0,0.0,0.0,100.0,26.97,0.606,73.03,1.2069
2022-06-14,140.0,4312.0,0.01,0.24,0.0,0.0,0.0,3696.0,20.0,120.0,616.0,,,,,,,,,,,,0.0,,100.0,17.09,0.0,0.0,0.0,100.0,27.6,0.6004,72.4,1.1966
2022-06-15,140.0,4480.0,0.01,0.23,0.0,0.0,0.0,3840.0,20.0,120.0,640.0,,,,,,,,,,,,0.0,,100.0,16.0,0.0,0.0,0.0,100.0,28.03,0.5965,71.97,1.12
2022-06-16,140.0,4368.0,0.01,0.24,0.0,0.0,0.0,3744.0,20.0,120.0,624.0,,,,,,,,,,,,0.0,,100.0,14.93,0.0,0.0,0.0,100.0,27.19,0.604,72.81,1.0448
2022-06-17,140.0,4312.0,0.01,0.23,0.0,0.0,0.0,3696.0,20.0,120.0,616.0,,,,,,,,,,,,0.0,,100.0,14.93,0.0,0.0,0.0,100.0,27.12,0.6047,72.88,1.0448
2022-06-20,140.0,4410.0,0.01,0.26,0.0,0.0,0.0,3780.0,20.0,120.0,630.0,,,,,,,,,,,,0.0,,100.0,14.93,0.0,0.0,0.0,100.0,27.34,0.6027,72.66,1.0448
2022-06-21,140.0,4424.0,0.01,0.27,0.0,0.0,0.0,3792.0,20.0,120.0,632.0,,,,,,,,,,,,0.0,,100.0,14.49,0.0,0.0,0.0,100.0,27.66,0.5998,72.34,1.0145
2022-06-22,140.0,4201.34,0.01,0.28,0.0,0.0,0.0,3601.15,20.0,120.0,600.19,,,,,,,,,,,,0.0,,100.0,14.81,0.0,0.0,0.0,100.0,27.46,0.6016,72.54,1.037
2022-06-23,140.0,4242.0,0.01,0.25,0.0,0.0,0.0,3636.0,20.0,120.0,606.0,,,,,,,,,,,,0.0,,100.0,16.95,0.0,0.0,0.0,100.0,27.61,0.6002,72.39,1.1864
2022-06-24,120.0,3780.0,0.01,0.2,0.0,0.0,0.0,3150.0,20.0,100.0,630.0,,,,,,,,,,,20.0,0.0,0.0,100.0,13.07,0.0,0.0,0.0,100.0,15.88,0.7329,84.12,0.7843
2022-06-27,100.0,3090.0,0.01,0.15,0.0,0.0,0.0,3090.0,0.0,100.0,0.0,,,,0.0,,20.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7519
2022-06-28,100.0,2970.0,0.01,0.14,0.0,0.0,0.0,2970.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.6667
2022-06-29,100.0,3000.0,0.01,0.13,0.0,0.0,0.0,3000.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.6135
2022-06-30,100.0,2950.0,0.01,0.13,0.0,0.0,0.0,2950.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5525
2022-07-01,100.0,2950.0,0.01,0.13,0.0,0.0,0.0,2950.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5348
2022-07-04,100.0,3080.0,0.01,0.12,0.0,0.0,0.0,3080.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5348
2022-07-05,100.0,3070.0,0.01,0.12,0.0,0.0,0.0,3070.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5495
2022-07-06,100.0,3290.0,0.01,0.13,0.0,0.0,0.0,3290.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5291
2022-07-07,100.0,3240.0,0.01,0.13,0.0,0.0,0.0,3240.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5348
2022-07-08,100.0,3300.0,0.01,0.12,0.0,0.0,0.0,3300.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4831
2022-07-11,100.0,3260.0,0.01,0.11,0.0,0.0,0.0,3260.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4831
2022-07-12,100.0,3290.0,0.01,0.11,0.0,0.0,0.0,3290.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4831
2022-07-13,100.0,3260.0,0.01,0.11,0.0,0.0,0.0,3260.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4831
2022-07-14,100.0,3260.0,0.01,0.11,0.0,0.0,0.0,3260.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4831
2022-07-15,100.0,3300.0,0.01,0.11,0.0,0.0,0.0,3300.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4831
2022-07-18,100.0,3340.0,0.01,0.11,0.0,0.0,0.0,3340.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4831
2022-07-19,100.0,3340.0,0.01,0.11,0.0,0.0,0.0,3340.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4831
2022-07-20,100.0,3380.0,0.01,0.1,0.0,0.0,0.0,3380.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4831
2022-07-21,100.0,3330.0,0.01,0.1,0.0,0.0,0.0,3330.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4831
2022-07-22,100.0,3380.0,0.01,0.1,0.0,0.0,0.0,3380.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4831
2022-07-25,100.0,3390.0,0.01,0.1,0.0,0.0,0.0,3390.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4831
2022-07-26,100.0,3280.0,0.01,0.1,0.0,0.0,0.0,3280.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4831
2022-07-27,100.0,3280.0,0.01,0.1,0.0,0.0,0.0,3280.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4831
2022-07-28,100.0,3350.0,0.01,0.1,0.0,0.0,0.0,3350.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4831
