,AEJ FP Equity_DX_SI_QTY,AEJ FP Equity_DX_SHORT_INTEREST_VALUE,AEJ FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AEJ FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AEJ FP Equity_DX_SI_MV,AEJ FP Equity_DX_DSS,AEJ FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AEJ FP Equity_DX_SUPPLY_SI_QTY,AEJ FP Equity_DX_BROKER_SI_QTY,AEJ FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AEJ FP Equity_DX_BROKER_SI_MV_NEW_x,AEJ FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AEJ FP Equity_DX_SUPPLY_SI_QTY_INC_x,AEJ FP Equity_DX_BROKER_SI_MV_INC_x,AEJ FP Equity_DX_SUPPLY_SI_MV_NEW,AEJ FP Equity_DX_BROKER_SI_QTY_ADD,AEJ FP Equity_DX_BROKER_SI_QTY_NEW,AEJ FP Equity_DX_SUPPLY_SI_MV_DEC,AEJ FP Equity_DX_BROKER_SI_QTY_INC,AEJ FP Equity_DX_SUPPLY_SI_QTY_DEC,AEJ FP Equity_DX_BROKER_SI_MV_NEW_y,AEJ FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AEJ FP Equity_DX_BROKER_SI_MV_INC_y,AEJ FP Equity_DX_SUPPLY_SI_QTY_INC_y,AEJ FP Equity_DX_BROKER_SI_MV_ADD,AEJ FP Equity_DX_SUPPLY_SI_QTY_ADD,AEJ FP Equity_DX_BROKER_SI_QTY_DEC,AEJ FP Equity_DX_SUPPLY_SI_MV,AEJ FP Equity_DX_BROKER_SI_MV_DEC,AEJ FP Equity_DX_SUPPLY_SI_MV_RMV,AEJ FP Equity_DX_BROKER_SI_MV_RMV,AEJ FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AEJ FP Equity_DX_UTILIZATION_QUANTITY,AEJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AEJ FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AEJ FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AEJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AEJ FP Equity_DX_ACTIVE_UTILIZATION_MV,AEJ FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AEJ FP Equity_DX_BROKER_SI_CON_RATIO,AEJ FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AEJ FP Equity_DX_DEMAND_SUPPLY_RATIO
2007-01-31,10000.0,276551.99,1.18,0.29,0.31,,276551.99,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-02-01,10000.0,279311.28,1.09,0.29,0.31,,279311.28,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-02-02,10000.0,283939.77,1.08,0.29,0.31,,283939.77,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-02-05,10000.0,284206.8,1.04,0.29,0.32,,284206.8,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-02-06,10000.0,285986.98,1.01,0.29,0.32,,285986.98,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-02-07,10000.0,285808.96,0.94,0.29,0.32,,285808.96,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-02-08,10000.0,285719.96,0.93,0.29,0.32,,285719.96,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-02-09,10000.0,286521.04,0.91,0.29,0.32,,286521.04,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-02-12,10000.0,285096.89,0.9,0.29,0.32,,285096.89,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-02-13,10000.0,282248.59,0.87,0.29,0.32,,282248.59,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-02-14,10000.0,282604.63,0.89,0.29,0.32,,282604.63,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-02-15,10000.0,284740.85,0.96,0.29,0.32,,284740.85,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-02-16,10000.0,284740.85,1.02,0.29,0.32,,284740.85,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-02-19,10000.0,285897.97,1.02,0.29,0.32,,285897.97,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-02-20,10000.0,285363.92,1.04,0.29,0.32,,285363.92,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-02-21,10000.0,285897.97,1.05,0.29,0.32,,285897.97,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-02-22,10000.0,287589.15,1.05,0.29,0.32,,287589.15,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-02-23,10000.0,286610.05,1.07,0.29,0.32,,286610.05,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-02-26,10000.0,286521.04,1.17,0.29,0.32,,286521.04,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-02-27,10000.0,278688.22,1.2,0.29,0.32,,278688.22,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-02-28,10000.0,272635.58,1.08,0.29,0.31,,272635.58,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-03-01,10000.0,269698.28,1.05,0.29,0.31,,269698.28,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-03-02,10000.0,269431.25,1.21,0.29,0.3,,269431.25,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-03-05,10000.0,258839.14,1.19,0.29,0.3,,258839.14,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-03-06,10000.0,267562.05,1.17,0.29,0.29,,267562.05,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-03-07,10000.0,267651.06,1.2,0.29,0.29,,267651.06,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-03-08,10000.0,271834.5,1.17,0.29,0.29,,271834.5,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-03-09,10000.0,275038.84,1.17,0.29,0.31,,275038.84,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-03-12,10000.0,275750.91,0.94,0.29,0.31,,275750.91,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-03-13,10000.0,274237.75,0.93,0.29,0.31,,274237.75,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-03-14,10000.0,263556.63,0.85,0.29,0.31,,263556.63,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-03-15,10000.0,270143.32,0.87,0.29,0.3,,270143.32,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-03-16,10000.0,269342.24,0.79,0.29,0.3,,269342.24,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-03-19,10000.0,272457.57,0.82,0.29,0.3,,272457.57,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-03-20,10000.0,274771.81,0.84,0.29,0.31,,274771.81,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-03-21,10000.0,274593.79,0.87,0.29,0.31,,274593.79,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-03-22,10000.0,277798.13,0.9,0.29,0.31,,277798.13,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-03-23,10000.0,279934.35,0.91,0.29,0.31,,279934.35,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-03-26,10000.0,279044.26,0.92,0.29,0.31,,279044.26,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-03-27,10000.0,279044.26,0.94,0.29,0.31,,279044.26,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-03-28,10000.0,274504.78,0.94,0.29,0.31,,274504.78,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-03-29,10000.0,277798.13,1.02,0.29,0.31,,277798.13,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-03-30,10000.0,278599.21,1.04,0.29,0.31,,278599.21,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-04-02,10000.0,278599.21,1.05,0.29,0.31,,278599.21,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-04-03,10000.0,280913.45,1.05,0.29,0.31,,280913.45,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-04-04,10000.0,283761.75,0.89,0.29,0.32,,283761.75,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-04-05,10000.0,284740.85,0.89,0.29,0.31,,284740.85,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-04-06,10000.0,284740.85,0.89,0.29,0.31,,284740.85,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-04-09,10000.0,284740.85,0.89,0.29,0.32,,284740.85,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-04-10,10000.0,290259.43,0.89,0.29,0.32,,290259.43,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-04-11,10000.0,291594.57,0.87,0.29,0.33,,291594.57,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-04-12,10000.0,289992.4,0.8,0.29,0.33,,289992.4,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-04-13,10000.0,291683.58,0.83,0.29,0.33,,291683.58,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-04-16,10000.0,293018.72,0.71,0.29,0.33,,293018.72,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-04-17,10000.0,291594.57,0.71,0.29,0.33,,291594.57,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-04-18,10000.0,290704.48,0.73,0.29,0.33,,290704.48,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-04-19,2500.0,71251.97,0.18,0.07,0.08,,71251.97,0.0,2500.0,0.0,,,,,,,,,,,,,,,,,7500.0,0.0,0.25,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-04-20,2500.0,72475.85,0.17,0.07,0.08,,72475.85,0.0,2500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-04-23,6100.0,177926.98,0.43,0.17,0.2,,177926.98,0.0,6100.0,0.0,,,,0.12,,,,,3600.0,,,,0.12,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-04-24,6100.0,176732.48,0.43,0.17,0.2,,176732.48,0.0,6100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-04-25,6100.0,178469.94,0.51,0.17,0.2,,178469.94,0.0,6100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-04-26,7100.0,207348.13,0.46,0.16,0.23,,207348.13,0.0,7100.0,0.0,,,,,,1000.0,,,,,,,,,0.03,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,14.14,0.7572,85.86,0.0
2007-04-27,7100.0,205452.23,0.5,0.14,0.23,,205452.23,0.0,7100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,14.14,0.7571,85.86,0.0
2007-04-30,7100.0,202545.19,0.51,0.14,0.23,,202545.19,0.0,7100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,14.2,0.7563,85.8,0.0
2007-05-01,7100.0,202545.19,0.56,0.14,0.23,,202545.19,0.0,7100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,14.38,0.7538,85.62,0.0
2007-05-02,7100.0,206716.16,0.56,0.14,0.23,,206716.16,0.0,7100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,14.42,0.7532,85.58,0.0
2007-05-03,7100.0,208991.24,0.55,0.14,0.23,,208991.24,0.0,7100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,14.13,0.7573,85.87,0.0
2007-05-04,7100.0,209749.6,0.52,0.14,0.23,,209749.6,0.0,7100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,14.13,0.7573,85.87,0.0
2007-05-07,6100.0,180804.66,0.44,0.12,0.2,,180804.66,0.0,6100.0,0.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.03,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-05-08,6100.0,181184.73,0.44,0.12,0.2,,181184.73,0.0,6100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-05-09,6100.0,181836.27,0.44,0.12,0.2,,181836.27,0.0,6100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-05-10,6100.0,182542.12,0.43,0.12,0.2,,182542.12,0.0,6100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-05-11,6100.0,182596.41,0.43,0.12,0.2,,182596.41,0.0,6100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-05-14,6100.0,183356.55,0.4,0.12,0.21,,183356.55,0.0,6100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-05-15,6100.0,181619.09,0.4,0.12,0.21,,181619.09,0.0,6100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-05-16,6100.0,181239.02,0.39,0.12,0.2,,181239.02,0.0,6100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-05-17,6100.0,182705.01,0.36,0.12,0.2,,182705.01,0.0,6100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-05-18,7600.0,225941.29,0.44,0.15,0.26,,225941.29,0.0,7600.0,0.0,,,,,,1500.0,,,,,,,,,0.05,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.74,0.6832,80.26,0.0
2007-05-21,7600.0,228850.11,0.49,0.15,0.25,,228850.11,0.0,7600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.86,0.6817,80.14,0.0
2007-05-22,7600.0,230135.41,0.48,0.15,0.26,,230135.41,0.0,7600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.65,0.6842,80.35,0.0
2007-05-23,7600.0,230676.58,0.47,0.15,0.26,,230676.58,0.0,7600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.56,0.6853,80.44,0.0
2007-05-24,7600.0,228106.0,0.49,0.15,0.26,,228106.0,0.0,7600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.55,0.6855,80.45,0.0
2007-05-25,7600.0,225332.46,0.49,0.15,0.26,,225332.46,0.0,7600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.55,0.6855,80.45,0.0
2007-05-28,7600.0,227023.64,0.51,0.15,0.25,,227023.64,0.0,7600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.9,0.6812,80.1,0.0
2007-05-29,7600.0,226617.76,0.6,0.15,0.26,,226617.76,0.0,7600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.78,0.6827,80.22,0.0
2007-05-30,7600.0,225941.29,0.51,0.15,0.25,,225941.29,0.0,7600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.81,0.6823,80.19,0.0
2007-05-31,7600.0,229053.05,0.51,0.15,0.25,,229053.05,0.0,7600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.86,0.6817,80.14,0.0
2007-06-01,7600.0,231758.94,0.52,0.15,0.26,,231758.94,0.0,7600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.64,0.6844,80.36,0.0
2007-06-04,7600.0,231082.47,0.55,0.15,0.26,,231082.47,0.0,7600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.45,0.6866,80.55,0.0
2007-06-05,7600.0,233111.88,0.53,0.15,0.26,,233111.88,0.0,7600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.5,0.6861,80.5,0.0
2007-06-06,7600.0,231150.11,0.52,0.15,0.26,,231150.11,0.0,7600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.36,0.6877,80.64,0.0
