,AB FP Equity_DX_SI_QTY,AB FP Equity_DX_SHORT_INTEREST_VALUE,AB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,AB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AB FP Equity_DX_SI_MV,AB FP Equity_DX_DSS,AB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AB FP Equity_DX_SUPPLY_SI_QTY,AB FP Equity_DX_BROKER_SI_QTY,AB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AB FP Equity_DX_BROKER_SI_MV_NEW_x,AB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AB FP Equity_DX_SUPPLY_SI_QTY_INC_x,AB FP Equity_DX_BROKER_SI_MV_INC_x,AB FP Equity_DX_SUPPLY_SI_MV_NEW,AB FP Equity_DX_BROKER_SI_QTY_ADD,AB FP Equity_DX_BROKER_SI_QTY_NEW,AB FP Equity_DX_SUPPLY_SI_MV_DEC,AB FP Equity_DX_BROKER_SI_QTY_INC,AB FP Equity_DX_SUPPLY_SI_QTY_DEC,AB FP Equity_DX_BROKER_SI_MV_NEW_y,AB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AB FP Equity_DX_BROKER_SI_MV_INC_y,AB FP Equity_DX_SUPPLY_SI_QTY_INC_y,AB FP Equity_DX_BROKER_SI_MV_ADD,AB FP Equity_DX_SUPPLY_SI_QTY_ADD,AB FP Equity_DX_BROKER_SI_QTY_DEC,AB FP Equity_DX_SUPPLY_SI_MV,AB FP Equity_DX_BROKER_SI_MV_DEC,AB FP Equity_DX_SUPPLY_SI_MV_RMV,AB FP Equity_DX_BROKER_SI_MV_RMV,AB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AB FP Equity_DX_UTILIZATION_QUANTITY,AB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AB FP Equity_DX_ACTIVE_UTILIZATION_MV,AB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AB FP Equity_DX_BROKER_SI_CON_RATIO,AB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AB FP Equity_DX_DEMAND_SUPPLY_RATIO
2010-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,979708.0,,1.02,0.0,,0.0,,0.0
2010-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,1022304.0,,0.98,0.0,,0.0,,0.0
2010-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,1013784.8,,0.98,0.0,,0.0,,0.0
2010-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,1013784.8,,1.0,0.0,,0.0,,0.0
2010-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,1013784.8,,1.0,0.0,,0.0,,0.0
2010-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,1022304.0,,0.99,0.0,,0.0,,0.0
2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,1022304.0,,0.99,0.0,,0.0,,0.0
2010-07-02,4000.0,48000.0,0.03,2.48,0.01,0.05,0.0,48000.0,0.0,4000.0,0.0,,,,,,4000.0,,,,,,,,,0.05,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.047
2010-07-05,4000.0,47600.0,0.03,2.5,0.01,0.05,0.0,47600.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.047
2010-07-06,4000.0,47520.0,0.03,2.52,0.01,0.05,0.0,47520.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.047
2010-07-07,8000.0,94400.0,0.05,5.21,0.03,0.1,0.0,47200.0,4000.0,4000.0,47200.0,,,,,,,,,,,,,,,,4000.0,,0.05,,,,6.7,4.7,55692.0,657165.6,,0.66,6.7,,1.0,100.0,0.0939
2010-07-08,8500.0,101150.0,0.06,5.5,0.03,0.1,0.0,47600.0,4500.0,4000.0,53550.0,,,500.0,,,,,,,,,,,500.0,,,,0.05,,,,7.54,5.28,55192.0,656784.8,,0.65,7.54,,1.0,100.0,0.0998
2010-07-09,8500.0,98600.0,0.06,5.52,0.03,0.1,0.0,46400.0,4500.0,4000.0,52200.0,,,,,,,,,,,,,,,,,,0.05,,,,7.54,5.28,55192.0,640227.2,,0.66,7.54,,1.0,100.0,0.0998
2010-07-12,5000.0,59750.0,0.03,3.31,0.02,0.06,0.0,5975.0,4500.0,500.0,53775.0,,,,,,,,,,,,,,,,,3500.0,0.05,0.04,,,7.54,5.28,55192.0,659544.4,,0.64,7.54,,1.0,100.0,0.0587
2010-07-13,4500.0,53280.0,0.03,3.6,0.02,0.05,0.0,0.0,4500.0,0.0,53280.0,,,,,,,,,,,,,,,,,500.0,0.05,0.01,,,7.54,5.28,55192.0,653473.28,,0.66,7.54,,0.0,,0.0528
2010-07-14,4500.0,52425.0,0.03,3.58,0.02,0.05,0.0,0.0,4500.0,0.0,52425.0,,,,,,,,,,,,,,,,,,0.05,,,,7.54,5.28,55192.0,642986.8,,0.65,7.54,,0.0,,0.0528
2010-07-15,4500.0,52245.0,0.03,3.66,0.02,0.05,0.0,0.0,4500.0,0.0,52245.0,,,,,,,,,,,,,,,,,,0.05,,,,7.54,5.28,55192.0,640779.12,,0.64,7.54,,0.0,,0.0528
2010-07-16,4500.0,52335.0,0.03,3.79,0.02,0.05,0.0,0.0,4500.0,0.0,52335.0,,,,,,,,,,,,,,,,,,0.05,,,,7.54,5.28,55192.0,641882.96,,0.64,7.54,,0.0,,0.0528
2010-07-19,4500.0,53100.0,0.03,3.8,0.02,0.05,0.0,0.0,4500.0,0.0,53100.0,,,,,,,,,,,,,,,,,,0.05,,,,7.54,5.28,55192.0,651265.6,,0.64,7.54,,0.0,,0.0528
2010-07-20,9000.0,106200.0,0.06,7.4,0.03,0.11,0.0,53100.0,4500.0,4500.0,53100.0,,,,,,4500.0,,,,,,,,,0.05,,,0.05,,,,7.54,5.28,55192.0,651265.6,,0.65,7.54,,1.0,100.0,0.1056
2010-07-21,9000.0,104670.0,0.06,7.66,0.03,0.11,0.0,52335.0,4500.0,4500.0,52335.0,,,,,,,,,,,,,,,,,,0.05,,,,7.54,5.28,55192.0,641882.96,,0.65,7.54,,1.0,100.0,0.1056
2010-07-22,9000.0,106830.0,0.06,6.9,0.03,0.1,0.0,53415.0,4500.0,4500.0,53415.0,,,,,,,,,,,,,,,,,,0.05,,,,7.54,5.28,55192.0,655129.04,,0.64,7.54,,1.0,100.0,0.1056
2010-07-23,9000.0,107910.0,0.06,6.53,0.03,0.11,0.0,53955.0,4500.0,4500.0,53955.0,,,,,,,,,,,,,,,,,,0.05,,,,7.54,5.28,55192.0,661752.08,,0.66,7.54,,1.0,100.0,0.1056
2010-07-26,9000.0,107910.0,0.06,6.16,0.03,0.11,0.0,53955.0,4500.0,4500.0,53955.0,,,,,,,,,,,,,,,,,,0.05,,,,7.54,5.28,55192.0,661752.08,,0.66,7.54,,1.0,100.0,0.1056
2010-07-27,4500.0,54000.0,0.03,3.24,0.02,0.05,0.0,0.0,4500.0,0.0,54000.0,,,,,,,,,,,,,,,,,4500.0,0.05,0.05,,,7.54,5.28,55192.0,662304.0,,0.66,7.54,,0.0,,0.0528
2010-07-28,4500.0,53100.0,0.03,2.99,0.02,0.05,0.0,0.0,4500.0,0.0,53100.0,,,,,,,,,,,,,,,,,,0.05,,,,7.54,5.28,55192.0,651265.6,,0.66,7.54,,0.0,,0.0528
2010-07-29,4500.0,53100.0,0.03,2.89,0.02,0.05,0.0,0.0,4500.0,0.0,53100.0,,,,,,,,,,,,,,,,,,0.05,,,,7.54,5.28,55192.0,651265.6,,0.66,7.54,,0.0,,0.0528
2010-07-30,4500.0,53010.0,0.03,2.84,0.02,0.05,0.0,0.0,4500.0,0.0,53010.0,,,,,,,,,,,,,,,,,,0.05,,,,7.54,5.28,55192.0,650161.76,,0.65,7.54,,0.0,,0.0528
2010-08-02,4500.0,52335.0,0.03,2.9,0.02,0.05,0.0,0.0,4500.0,0.0,52335.0,,,,,,,,,,,,,,,,,,0.05,,,,7.54,5.28,55192.0,641882.96,,0.65,7.54,,0.0,,0.0528
2010-08-03,4500.0,52200.0,0.03,3.06,0.02,0.05,0.0,0.0,4500.0,0.0,52200.0,,,,,,,,,,,,,,,,,,0.05,,,,7.54,5.28,55192.0,640227.2,,0.64,7.54,,0.0,,0.0528
2010-08-04,4500.0,51750.0,0.03,3.15,0.02,0.05,0.0,0.0,4500.0,0.0,51750.0,,,,,,,,,,,,,,,,,,0.05,,,,7.54,5.28,55192.0,634708.0,,0.64,7.54,,0.0,,0.0528
2010-08-05,4500.0,52965.0,0.03,2.93,0.02,0.05,0.0,0.0,4500.0,0.0,52965.0,,,,,,,,,,,,,,,,,,0.05,,,,7.54,5.28,55192.0,649609.84,,0.63,7.54,,0.0,,0.0528
2010-08-06,4500.0,53010.0,0.03,3.05,0.02,0.05,0.0,0.0,4500.0,0.0,53010.0,,,,,,,,,,,,,,,,,,0.05,,,,7.54,5.28,55192.0,650161.76,,0.65,7.54,,0.0,,0.0528
2010-08-09,4500.0,52920.0,0.03,3.13,0.02,0.05,0.0,0.0,4500.0,0.0,52920.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,5.28,0.0,0.0,,0.0,100.0,,0.0,,0.0528
2010-08-10,4500.0,49545.0,0.03,3.12,0.02,0.05,0.0,0.0,4500.0,0.0,49545.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,5.28,0.0,0.0,,0.0,100.0,,0.0,,0.0528
2010-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.05,,4500.0,,,,,,,,0.0,,,,0.0,0.0,85192.0,1005265.6,,0.94,0.0,,0.0,,0.0
2010-08-12,4500.0,53190.0,0.03,2.88,0.02,0.05,0.0,53190.0,0.0,4500.0,0.0,,,,,,4500.0,,,,,,,,,0.05,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0528
2010-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,4500.0,0.0,0.05,,,0.0,0.0,85192.0,1005265.6,,1.01,0.0,,0.0,,0.0
2010-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,988227.2,,1.01,0.0,,0.0,,0.0
2010-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,972040.72,,0.99,0.0,,0.0,,0.0
2010-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,981411.84,,0.97,0.0,,0.0,,0.0
2010-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,979708.0,,0.98,0.0,,0.0,,0.0
2010-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,1001006.0,,0.98,0.0,,0.0,,0.0
2010-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,1001006.0,,1.0,0.0,,0.0,,0.0
2010-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,1001006.0,,1.0,0.0,,0.0,,0.0
2010-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,996746.4,,1.0,0.0,,0.0,,0.0
2010-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,996746.4,,1.0,0.0,,0.0,,0.0
2010-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,995042.56,,1.0,0.0,,0.0,,0.0
2010-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,996746.4,,1.0,0.0,,0.0,,0.0
2010-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,1001006.0,,1.0,0.0,,0.0,,0.0
2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,999302.16,,1.0,0.0,,0.0,,0.0
2010-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,992486.8,,1.0,0.0,,0.0,,0.0
2010-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,992486.8,,0.99,0.0,,0.0,,0.0
2010-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,995042.56,,0.99,0.0,,0.0,,0.0
2010-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,988227.2,,1.0,0.0,,0.0,,0.0
2010-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,986523.36,,0.99,0.0,,0.0,,0.0
2010-09-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,949038.88,,0.99,0.0,,0.0,,0.0
2010-09-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,900479.44,,0.95,0.0,,0.0,,0.0
2010-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,936260.08,,0.9,0.0,,0.0,,0.0
2010-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85192.0,935408.16,,0.94,0.0,,0.0,,0.0
2010-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50999.0,559969.02,,0.56,0.0,,0.0,,0.0
2010-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50999.0,559459.03,,0.56,0.0,,0.0,,0.0
2010-09-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50999.0,559969.02,,0.56,0.0,,0.0,,0.0
2010-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50999.0,560479.01,,0.56,0.0,,0.0,,0.0
2010-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50999.0,556909.08,,0.56,0.0,,0.0,,0.0
2010-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50999.0,558439.05,,0.56,0.0,,0.0,,0.0
2010-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50999.0,555889.1,,0.56,0.0,,0.0,,0.0
2010-09-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50999.0,555889.1,,0.56,0.0,,0.0,,0.0
2010-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50999.0,549769.22,,0.56,0.0,,0.0,,0.0
2010-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50999.0,555889.1,,0.55,0.0,,0.0,,0.0
2010-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50999.0,555379.11,,0.56,0.0,,0.0,,0.0
2010-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50999.0,549769.22,,0.56,0.0,,0.0,,0.0
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50999.0,548239.25,,0.55,0.0,,0.0,,0.0
2010-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50999.0,554869.12,,0.55,0.0,,0.0,,0.0
2010-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50999.0,552829.16,,0.55,0.0,,0.0,,0.0
