,SRIJ FP Equity_DX_SI_QTY,SRIJ FP Equity_DX_SHORT_INTEREST_VALUE,SRIJ FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SRIJ FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SRIJ FP Equity_DX_SI_MV,SRIJ FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SRIJ FP Equity_DX_SUPPLY_SI_QTY,SRIJ FP Equity_DX_BROKER_SI_QTY,SRIJ FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SRIJ FP Equity_DX_SUPPLY_SI_QTY_INC_x,SRIJ FP Equity_DX_BROKER_SI_MV_INC_x,SRIJ FP Equity_DX_BROKER_SI_QTY_ADD,SRIJ FP Equity_DX_SUPPLY_SI_MV_DEC,SRIJ FP Equity_DX_BROKER_SI_QTY_INC,SRIJ FP Equity_DX_SUPPLY_SI_QTY_DEC,SRIJ FP Equity_DX_BROKER_SI_MV_INC_y,SRIJ FP Equity_DX_SUPPLY_SI_QTY_INC_y,SRIJ FP Equity_DX_BROKER_SI_MV_ADD,SRIJ FP Equity_DX_SUPPLY_SI_QTY_ADD,SRIJ FP Equity_DX_BROKER_SI_QTY_DEC,SRIJ FP Equity_DX_SUPPLY_SI_MV,SRIJ FP Equity_DX_BROKER_SI_MV_DEC,SRIJ FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SRIJ FP Equity_DX_UTILIZATION_QUANTITY,SRIJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SRIJ FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SRIJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SRIJ FP Equity_DX_ACTIVE_UTILIZATION_MV,SRIJ FP Equity_DX_BROKER_SI_CON_RATIO,SRIJ FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SRIJ FP Equity_DX_DEMAND_SUPPLY_RATIO,SRIJ FP Equity_PX_LAST
2018-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1839
2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1457
2018-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.18
2018-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9072
2018-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0966
2018-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2236
2018-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2589
2018-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1256
2018-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0058
2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0718
2018-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1804
2018-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1769
2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0686
2018-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0631
2018-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1956
2018-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2435
2018-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1626
2018-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1285
2018-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2382
2018-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1026
2018-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0434
2018-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8624
2018-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.886
2018-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7838
2018-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9004
2018-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4963
2018-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6724
2018-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7992
2018-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7272
2018-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5486
2018-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2479
2018-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2791
2018-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2362
2018-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1041
2018-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2462
2018-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5568
2018-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5058
2018-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2624
2018-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2875
2018-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5206
2018-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4817
2018-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6711
2018-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.739
2018-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.724
2018-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6467
2018-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7057
2018-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8882
2018-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9694
2018-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1657
2018-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2932
2018-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9333
2018-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7602
2018-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9737
2018-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9581
2018-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9157
2018-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8416
2018-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0075
2018-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.988
2018-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9892
2018-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9424
2018-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7506
2018-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0164
2018-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8368
2018-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8417
2018-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8575
2018-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9241
2018-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7217
2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7283
2018-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6608
2018-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6512
2018-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8387
2018-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7555
2018-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8866
2018-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8407
2018-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.95
2018-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.866
2018-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7112
2018-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.402
2018-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4091
2018-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5356
2018-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5401
2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5845
2018-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5711
2018-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5917
2018-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9269
2018-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.944
2018-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.17
2018-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5761
2018-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4305
2018-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3608
2018-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2013
2018-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4966
2018-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7154
2018-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7143
2018-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8224
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0584
2018-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9569
2018-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.806
2018-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4291
2018-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3361
2018-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3709
2018-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3847
2018-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0233
2018-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.759
2018-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3383
2018-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4153
2018-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7862
2018-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.847
2018-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6999
2018-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6762
2018-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5721
2018-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0321
2018-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9939
2018-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9613
2018-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6222
2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6261
2018-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6345
2018-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1453
2018-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7114
2018-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7783
2018-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6981
2018-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8925
2018-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9668
2018-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1191
2018-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9596
2018-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8841
2018-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8223
2018-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6714
2018-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6487
2018-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5291
2018-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5455
2018-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2498
2018-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5062
2018-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.346
2018-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5285
2018-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7063
2018-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8055
2018-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9695
2018-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9356
2018-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1574
2018-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3558
2018-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9279
2018-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.772
2018-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5188
2018-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3415
2018-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1631
2018-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.254
2018-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5564
2018-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4636
2018-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3202
2018-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1574
2018-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0274
2018-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9021
2018-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4426
2018-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1387
2018-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7697
2018-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0666
2018-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3244
2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.426
2019-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5171
2019-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4272
2019-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8553
2019-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9272
2019-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9814
2019-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9759
2019-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0152
2019-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9368
2019-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.908
2019-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.294
2019-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4108
2019-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3282
2019-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7117
2019-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6034
2019-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4528
2019-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2646
2019-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4474
2019-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6101
2019-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3431
2019-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4405
2019-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4903
2019-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6438
2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4146
2019-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.42
2019-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.555
2019-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4048
2019-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0515
2019-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.809
2019-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0035
2019-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2651
2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4195
2019-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3557
2019-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6392
2019-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5288
2019-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6028
2019-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7109
2019-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7436
2019-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8367
2019-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9343
2019-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9387
2019-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8553
2019-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6257
2019-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5795
2019-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7539
2019-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8278
2019-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7069
2019-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.599
2019-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3765
2019-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6275
2019-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6256
2019-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6342
2019-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3722
2019-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5607
2019-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5821
2019-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6022
2019-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3759
2019-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4522
2019-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2833
2019-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1637
2019-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6323
2019-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5289
2019-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6012
2019-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6138
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8478
2019-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7701
2019-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8522
2019-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8041
2019-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9025
2019-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7991
2019-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7588
2019-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7237
2019-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6681
2019-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5988
2019-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6661
2019-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8246
2019-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7736
2019-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9991
2019-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0823
2019-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9216
2019-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1363
2019-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2503
2019-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2732
2019-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2303
2019-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1597
2019-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3456
2019-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1095
2019-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8339
2019-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5619
2019-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1374
2019-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2673
2019-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2642
2019-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.617
2019-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7125
2019-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9718
2019-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9978
2019-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7896
2019-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.75
2019-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7191
