,SRIJ FP Equity_DX_SI_QTY,SRIJ FP Equity_DX_SHORT_INTEREST_VALUE,SRIJ FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SRIJ FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SRIJ FP Equity_DX_SI_MV,SRIJ FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SRIJ FP Equity_DX_SUPPLY_SI_QTY,SRIJ FP Equity_DX_BROKER_SI_QTY,SRIJ FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SRIJ FP Equity_DX_SUPPLY_SI_QTY_INC_x,SRIJ FP Equity_DX_BROKER_SI_MV_INC_x,SRIJ FP Equity_DX_BROKER_SI_QTY_ADD,SRIJ FP Equity_DX_SUPPLY_SI_MV_DEC,SRIJ FP Equity_DX_BROKER_SI_QTY_INC,SRIJ FP Equity_DX_SUPPLY_SI_QTY_DEC,SRIJ FP Equity_DX_BROKER_SI_MV_INC_y,SRIJ FP Equity_DX_SUPPLY_SI_QTY_INC_y,SRIJ FP Equity_DX_BROKER_SI_MV_ADD,SRIJ FP Equity_DX_SUPPLY_SI_QTY_ADD,SRIJ FP Equity_DX_BROKER_SI_QTY_DEC,SRIJ FP Equity_DX_SUPPLY_SI_MV,SRIJ FP Equity_DX_BROKER_SI_MV_DEC,SRIJ FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SRIJ FP Equity_DX_UTILIZATION_QUANTITY,SRIJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SRIJ FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SRIJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SRIJ FP Equity_DX_ACTIVE_UTILIZATION_MV,SRIJ FP Equity_DX_BROKER_SI_CON_RATIO,SRIJ FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SRIJ FP Equity_DX_DEMAND_SUPPLY_RATIO,SRIJ FP Equity_PX_LAST
2020-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7038
2020-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2087
2020-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7465
2020-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1276
2020-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3954
2020-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2604
2020-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1425
2020-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2997
2020-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3727
2020-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7314
2020-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0214
2020-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9138
2020-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0002
2020-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9458
2020-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8745
2020-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9073
2020-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7856
2020-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7973
2020-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0332
2020-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0336
2020-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0855
2020-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9613
2020-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8024
2020-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.502
2020-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5651
2020-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9915
2020-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.758
2020-09-04,6000.0,123938.4,0.06,0.06,0.12,123938.4,0.0,6000.0,0.0,,,6000.0,,,,,,0.12,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,20.6564
2020-09-07,6000.0,124603.8,0.06,0.06,0.12,124603.8,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,20.7673
2020-09-08,6000.0,123713.4,0.06,0.06,0.12,123713.4,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,20.6189
2020-09-09,6000.0,124309.2,0.07,0.06,0.12,124309.2,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,20.7182
2020-09-10,6000.0,124358.4,0.23,0.06,0.12,124358.4,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,20.7264
2020-09-11,6000.0,125571.6,0.21,0.06,0.12,125571.6,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,20.9286
2020-09-14,6000.0,125961.0,0.21,0.06,0.13,125961.0,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,20.9935
2020-09-15,6000.0,126440.4,0.21,0.06,0.13,126440.4,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,21.0734
2020-09-16,6000.0,127701.0,0.44,0.06,0.13,127701.0,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,21.2835
2020-09-17,6000.0,127279.8,0.44,0.06,0.13,127279.8,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,21.2133
2020-09-18,6000.0,127068.0,0.44,0.06,0.13,127068.0,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,21.178
2020-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0237
2020-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9762
2020-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4251
2020-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.394
2020-09-25,6000.0,128169.0,0.45,0.06,0.13,128169.0,0.0,6000.0,0.0,,,6000.0,,,,,,0.13,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,21.3615
2020-09-28,6000.0,129628.2,0.44,0.06,0.13,129628.2,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,21.6047
2020-09-29,6000.0,130605.6,0.42,0.06,0.13,130605.6,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,21.7676
2020-09-30,6000.0,129420.0,0.41,0.06,0.13,129420.0,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,21.57
2020-10-01,6000.0,129330.0,0.4,0.06,0.13,129330.0,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,21.555
2020-10-02,6000.0,128344.2,0.6,0.06,0.13,128344.2,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,21.3907
2020-10-05,6000.0,128122.8,0.6,0.06,0.13,128122.8,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,21.3538
2020-10-06,6000.0,128376.0,0.17,0.06,0.13,128376.0,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,21.396
2020-10-07,6000.0,128321.4,0.17,0.06,0.13,128321.4,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,21.3869
2020-10-08,6000.0,128571.0,0.17,0.06,0.13,128571.0,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,21.4285
2020-10-09,6000.0,127442.4,0.18,0.06,0.13,127442.4,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,21.2404
2020-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3251
2020-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3974
2020-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5112
2020-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3356
2020-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3713
2020-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3121
2020-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1103
2020-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.246
2020-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2579
2020-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1908
2020-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.148
2020-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2378
2020-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.19
2020-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4884
2020-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4327
2020-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7118
2020-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0313
2020-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1263
2020-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5617
2020-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4736
2020-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0077
2020-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9714
2020-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1965
2020-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9637
2020-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0486
2020-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4122
2020-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4693
2020-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5044
2020-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5456
2020-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5859
2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7442
2020-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0848
2020-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8502
2020-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0504
2020-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1459
2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6578
2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8986
2020-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.68
2020-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6706
2020-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.687
2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5468
2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5387
2020-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7032
2020-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4859
2020-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4938
2020-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5881
2020-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6069
2020-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6736
2020-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7261
2020-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6382
2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2362
2020-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.438
2020-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5523
2020-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5064
2020-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9366
2020-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2104
2020-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2783
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2616
2021-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0897
2021-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1398
2021-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2832
2021-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3646
2021-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8065
2021-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8407
2021-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9077
2021-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0879
2021-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3627
2021-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.107
2021-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1158
2021-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0776
2021-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1461
2021-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0025
2021-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9824
2021-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9477
2021-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0974
2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0269
2021-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6663
2021-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1596
2021-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3744
2021-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7483
2021-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.976
2021-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9536
2021-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0802
2021-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4139
2021-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3061
2021-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1683
2021-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2893
2021-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4493
2021-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6661
2021-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6445
2021-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4941
2021-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1588
2021-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3242
2021-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2308
2021-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1033
2021-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8308
2021-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5472
2021-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1716
2021-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5068
2021-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2558
2021-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2124
2021-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0424
2021-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0447
2021-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2698
2021-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2744
2021-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4442
2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2485
2021-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3867
2021-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5003
2021-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9212
2021-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8957
2021-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2454
2021-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0901
2021-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9073
2021-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8703
2021-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7161
2021-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9165
2021-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1436
2021-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2025
2021-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1493
2021-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8825
2021-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9314
2021-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.773
2021-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.585
2021-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6846
2021-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8338
2021-04-12,15000.0,369378.0,0.23,0.14,0.37,369378.0,0.0,15000.0,0.0,,,15000.0,,,,,,0.37,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,24.6252
2021-04-13,15000.0,369396.0,0.24,0.14,0.37,369396.0,0.0,15000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,24.6264
2021-04-14,15000.0,369850.5,0.24,0.14,0.37,369850.5,0.0,15000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,24.6567
2021-04-15,15000.0,370749.0,0.24,0.14,0.37,370749.0,0.0,15000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,24.7166
2021-04-16,15000.0,369937.5,0.27,0.14,0.37,369937.5,0.0,15000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,24.6625
2021-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4283
2021-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8404
2021-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.917
2021-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2956
2021-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2769
2021-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1163
2021-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8446
2021-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3897
2021-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2802
2021-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2854
2021-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4005
2021-05-04,8000.0,185137.6,0.13,0.07,0.19,185137.6,0.0,8000.0,0.0,,,8000.0,,,,,,0.19,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,23.1422
2021-05-05,8000.0,188684.0,0.13,0.07,0.19,188684.0,0.0,8000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,23.5855
2021-05-06,8000.0,187618.4,0.13,0.07,0.19,187618.4,0.0,8000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,23.4523
2021-05-07,8000.0,187759.2,0.13,0.07,0.19,187759.2,0.0,8000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,23.4699
2021-05-10,8000.0,189695.2,0.13,0.07,0.19,189695.2,0.0,8000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,23.7119
2021-05-11,8000.0,184004.0,0.14,0.07,0.19,184004.0,0.0,8000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,23.0005
2021-05-12,8000.0,180915.2,0.12,0.07,0.18,180915.2,0.0,8000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,22.6144
2021-05-13,8000.0,180141.6,0.11,0.07,0.18,180141.6,0.0,8000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,22.5177
2021-05-14,8000.0,183383.2,0.11,0.07,0.18,183383.2,0.0,8000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,22.9229
2021-05-17,8000.0,181474.4,0.11,0.07,0.18,181474.4,0.0,8000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,22.6843
2021-05-18,8000.0,183380.0,0.18,0.07,0.18,183380.0,0.0,8000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,22.9225
2021-05-19,8000.0,180518.4,0.18,0.07,0.18,180518.4,0.0,8000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,22.5648
2021-05-20,8000.0,182929.6,0.18,0.07,0.18,182929.6,0.0,8000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,22.8662
2021-05-21,8000.0,183372.0,0.18,0.07,0.18,183372.0,0.0,8000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,22.9215
2021-05-24,8000.0,183872.0,0.17,0.07,0.18,183872.0,0.0,8000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,22.984
2021-05-25,8000.0,182567.2,0.16,0.07,0.18,182567.2,0.0,8000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,22.8209
2021-05-26,8000.0,184258.4,0.16,0.07,0.18,184258.4,0.0,8000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,23.0323
2021-05-27,8000.0,184030.4,0.16,0.07,0.18,184030.4,0.0,8000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,23.0038
2021-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2748
2021-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0405
2021-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9501
2021-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1241
2021-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1707
2021-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3631
2021-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4255
2021-06-08,8000.0,188527.2,0.16,0.08,0.19,188527.2,0.0,8000.0,0.0,,,8000.0,,,,,,0.19,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,23.5659
2021-06-09,8000.0,187006.4,0.15,0.08,0.19,187006.4,0.0,8000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,23.3758
2021-06-10,8000.0,187559.2,0.17,0.08,0.19,187559.2,0.0,8000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,23.4449
2021-06-11,8000.0,189041.6,0.16,0.08,0.19,189041.6,0.0,8000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,23.6302
2021-06-14,8000.0,188523.2,0.15,0.08,0.19,188523.2,0.0,8000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,23.5654
2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7319
2021-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.794
2021-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9264
2021-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6175
2021-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.687
2021-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0025
