,RI FP Equity_DX_SI_QTY,RI FP Equity_DX_SHORT_INTEREST_VALUE,RI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,RI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,RI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,RI FP Equity_DX_SI_MV,RI FP Equity_DX_DSS,RI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,RI FP Equity_DX_SUPPLY_SI_QTY,RI FP Equity_DX_BROKER_SI_QTY,RI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,RI FP Equity_DX_BROKER_SI_MV_NEW_x,RI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,RI FP Equity_DX_SUPPLY_SI_QTY_INC_x,RI FP Equity_DX_BROKER_SI_MV_INC_x,RI FP Equity_DX_SUPPLY_SI_MV_NEW,RI FP Equity_DX_BROKER_SI_QTY_ADD,RI FP Equity_DX_BROKER_SI_QTY_NEW,RI FP Equity_DX_SUPPLY_SI_MV_DEC,RI FP Equity_DX_BROKER_SI_QTY_INC,RI FP Equity_DX_SUPPLY_SI_QTY_DEC,RI FP Equity_DX_BROKER_SI_MV_NEW_y,RI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,RI FP Equity_DX_BROKER_SI_MV_INC_y,RI FP Equity_DX_SUPPLY_SI_QTY_INC_y,RI FP Equity_DX_BROKER_SI_MV_ADD,RI FP Equity_DX_SUPPLY_SI_QTY_ADD,RI FP Equity_DX_BROKER_SI_QTY_DEC,RI FP Equity_DX_SUPPLY_SI_MV,RI FP Equity_DX_BROKER_SI_MV_DEC,RI FP Equity_DX_SUPPLY_SI_MV_RMV,RI FP Equity_DX_BROKER_SI_MV_RMV,RI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,RI FP Equity_DX_UTILIZATION_QUANTITY,RI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,RI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,RI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,RI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,RI FP Equity_DX_ACTIVE_UTILIZATION_MV,RI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,RI FP Equity_DX_BROKER_SI_CON_RATIO,RI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,RI FP Equity_DX_DEMAND_SUPPLY_RATIO,RI FP Equity_PX_LAST
2019-02-11,2010515.0,301175147.0,1.18,5.04,0.76,302.02,0.0,285650474.2,1393332.0,1906879.0,208721133.6,,,,3.6,,,,0.54,24127.0,3935.0,,,3.6,,,25662.0,69415.0,209.32,8.69,,,3.18,3.18,42419936.0,6354506412.8,,6383.41,3.17,5.7,0.6583,80.75,0.0459,149.8
2019-02-12,2052691.0,303592998.9,1.21,5.17,0.77,306.5,0.0,271634619.0,1481516.0,1836610.0,219116216.4,,,26149.0,0.15,,,,4.2,1036.0,25440.0,,,0.15,26149.0,,87475.0,71305.0,221.23,11.98,,,3.37,3.37,42520068.0,6288718057.2,,6331.95,3.38,3.82,0.6995,83.37,0.0466,147.9
2019-02-13,2086057.0,308632133.15,1.23,5.09,0.79,308.39,0.0,271228005.95,1552918.0,1833241.0,229754218.1,,,36735.0,,,115545.0,,0.31,,2067.0,,,,36735.0,17.17,36734.0,118914.0,231.57,20.66,,,3.53,3.53,42428880.0,6277352796.0,,6279.21,3.56,6.0,0.6055,77.29,0.0474,147.95
2019-02-14,2279881.0,339702269.0,1.34,5.49,0.86,336.97,0.0,294609356.0,1610316.0,1977244.0,239937084.0,,,38342.0,20.79,,9000.0,,,140262.0,,,,20.79,38342.0,1.33,19056.0,5259.0,238.74,0.78,,,3.65,3.65,42502976.0,6332943424.0,,6289.85,3.66,8.63,0.5327,71.92,0.0517,149.0
2019-02-15,2324232.0,349913127.6,1.37,5.65,0.88,346.41,0.0,300852044.15,1575709.0,1998353.0,237222989.95,,,21508.0,3.62,,,,14.6,22109.0,101789.0,,,3.62,21508.0,,51354.0,1000.0,236.39,0.0,0.85,,3.56,3.56,42642232.0,6419788027.6,5680.0,6358.7,3.58,8.55,0.5218,71.09,0.0526,150.55
2019-02-18,2313399.0,347009850.0,1.36,5.67,0.87,345.35,0.0,299300100.0,1567266.0,1995334.0,235089900.0,,,3270.0,,,,,1.96,,14103.0,,,,3270.0,,2390.0,3019.0,235.31,0.48,,,3.55,3.55,42615680.0,6392352000.0,,6400.83,3.55,8.53,0.5236,71.21,0.0524,150.0
2019-02-19,2211680.0,330535576.0,1.3,5.48,0.83,332.96,0.0,282768964.8,1569277.0,1892064.0,234528447.65,,5680.0,36429.0,0.08,0.85,,,7.76,534.0,51169.0,,5680.0,0.08,36429.0,,11071.0,103270.0,235.01,12.42,,,3.55,3.55,42624264.0,6370196254.8,,6386.86,3.55,7.13,0.5701,74.78,0.05,149.45
2019-02-20,2432978.0,367379678.0,1.43,6.13,0.92,365.26,0.0,315626844.0,1591395.0,2090244.0,240300645.0,,,5963.0,32.01,,,,0.89,210297.0,6003.0,,,32.01,5963.0,,22158.0,12651.0,239.18,3.53,,,3.59,3.59,42680096.0,6444694496.0,,6397.67,3.6,14.67,0.4756,66.89,0.055,151.0
2019-02-21,2453562.0,375272307.9,1.44,6.31,0.92,372.18,0.0,321882969.1,1680462.0,2104498.0,257026662.9,,,36257.0,18.83,,,,7.25,121894.0,48569.0,,,18.83,36257.0,,101379.0,107640.0,255.38,13.96,,,3.79,3.79,42647312.0,6522906370.4,,6463.5,3.8,15.34,0.4153,61.88,0.0554,152.95
2019-02-22,2435974.0,370024450.6,1.43,6.3,0.92,373.55,0.0,320013806.0,1664978.0,2106740.0,252910158.2,,,1170.0,3.88,,,,5.01,24926.0,35245.0,,,3.88,1170.0,,18591.0,22684.0,253.83,2.64,,,3.76,3.76,42630480.0,6475569912.0,,6512.62,3.75,15.21,0.4233,62.5,0.055,151.9
2019-02-25,2477765.0,373399185.5,1.46,6.46,0.93,377.19,0.0,323783621.7,1681067.0,2148531.0,253336796.9,,,2253.0,5.64,,,,,41791.0,,,,5.64,2253.0,,13836.0,,254.24,,,,3.78,3.78,42745200.0,6441701640.0,,6477.17,3.78,14.9,0.4108,61.37,0.0558,150.7
2019-02-26,2499553.0,377932413.6,1.47,6.56,0.94,378.5,0.0,331967613.6,1670852.0,2195553.0,252632822.4,,,188.0,8.42,,1015.0,,4.68,53891.0,28067.0,,,8.42,188.0,0.15,17664.0,7884.0,252.2,1.47,,,3.76,3.76,42728624.0,6460567948.8,,6438.32,3.77,14.26,0.3962,59.98,0.0563,151.2
2019-02-27,2336182.0,350427300.0,1.37,6.2,0.88,354.71,0.0,304957800.0,835427.0,2033052.0,125314050.0,,,500.0,,,500.0,,126.32,,835925.0,,,,500.0,0.08,,163001.0,126.32,23.99,,,1.88,1.88,43688260.0,6553239000.0,,6591.5,1.88,14.55,0.4454,64.53,0.0525,150.0
2019-02-28,2276990.0,344736286.0,1.34,6.06,0.86,343.36,0.0,292768993.0,544432.0,1933745.0,82427004.8,,,28520.0,,,,,48.65,,321332.0,,,,28520.0,,1817.0,99307.0,81.71,15.24,,,1.23,1.23,43729760.0,6620685664.0,,6576.58,1.23,15.61,0.4819,67.18,0.0514,151.4
2019-03-01,808793.0,123866647.95,0.48,2.14,0.3,124.79,0.0,81064745.4,511763.0,529316.0,78376503.45,,,2100.0,25.22,,,,30.18,157058.0,201827.0,,,25.22,2100.0,,167058.0,1561487.0,77.63,234.85,,,1.15,1.15,44085448.0,6751686361.2,,6700.96,1.15,26.91,0.2265,35.96,0.0181,153.15
2019-03-04,460410.0,70903140.0,0.27,1.22,0.17,72.06,0.0,47033910.0,322719.0,305415.0,49698726.0,,,,0.08,,,,28.63,500.0,189528.0,,,0.08,,,484.0,224401.0,49.51,34.45,,,0.72,0.72,44406516.0,6838603464.0,,6817.79,0.72,14.94,0.2251,40.67,0.0103,154.0
2019-03-05,473185.0,72799512.25,0.28,1.25,0.18,74.24,0.0,48258744.9,335978.0,313674.0,51690215.3,,,,1.85,,,,0.57,11977.0,3734.0,,,1.85,,,16993.0,3718.0,51.75,0.45,,,0.74,0.74,44788576.0,6890722417.6,,6896.48,0.74,14.44,0.2098,39.05,0.0105,153.85
2019-03-06,473468.0,72914072.0,0.28,1.27,0.18,74.28,0.0,50832628.0,366371.0,330082.0,56421134.0,,,7526.0,1.48,,37586.0,,2.75,9671.0,17778.0,,,1.48,7526.0,5.89,40645.0,30849.0,56.38,4.82,,,0.81,0.81,44861400.0,6908655600.0,,6902.47,0.81,13.95,0.1942,37.2,0.0105,154.0
2019-03-07,537625.0,83896381.25,0.32,1.48,0.2,85.04,0.0,54316323.5,413688.0,348070.0,64556012.4,,,798.0,,,18348.0,,0.1,,658.0,,,,798.0,2.83,47177.0,360.0,64.03,0.04,,,0.91,0.91,44977088.0,7018674582.4,,6977.94,0.91,12.3,0.1591,32.86,0.0118,156.05
2019-03-08,518062.0,80584544.1,0.3,1.45,0.2,82.45,0.0,60327112.05,473988.0,387831.0,73728833.4,,,775.0,12.0,,45669.0,,8.35,74920.0,55892.0,,,12.0,775.0,7.73,115417.0,80828.0,73.88,13.17,,,1.04,1.04,45214952.0,7033185783.6,,7048.11,1.04,21.01,0.1371,22.98,0.0113,155.55
2019-03-11,475923.0,73863249.6,0.28,1.34,0.18,75.57,0.0,52840012.8,441276.0,340464.0,68486035.2,,,,0.44,,,,6.95,2848.0,44152.0,,,0.44,,,11440.0,50215.0,68.83,8.11,,,0.96,0.96,45364520.0,7040573504.0,,7059.77,0.97,21.46,0.1439,24.01,0.0104,155.2
2019-03-12,641026.0,99326978.7,0.38,1.8,0.24,102.29,0.0,77746162.5,428917.0,501750.0,66460689.15,,,2528.0,27.24,,,,3.1,175803.0,18504.0,,,27.24,2528.0,,3617.0,14517.0,66.39,0.73,,,0.93,0.93,45786076.0,7094552476.2,,7087.01,0.93,17.66,0.1475,26.3,0.0139,154.95
2019-03-13,681101.0,105809040.35,0.4,1.93,0.26,107.34,0.0,85454306.6,450861.0,550076.0,70041256.35,,,39387.0,6.97,,,,4.19,54409.0,26894.0,,,6.97,39387.0,,9451.0,6083.0,69.83,0.73,,,0.97,0.97,45970476.0,7141513446.6,,7119.05,0.97,16.73,0.1441,26.09,0.0147,155.35
2019-03-14,795366.0,125270145.0,0.47,2.21,0.3,125.56,0.0,92265390.0,482934.0,585812.0,76062105.0,,,57717.0,8.85,,,,4.13,56845.0,26972.0,,,8.85,57717.0,,1328.0,21109.0,75.3,3.54,,,1.04,1.04,45986432.0,7242863040.0,,7170.99,1.04,22.59,0.1803,30.68,0.0171,157.5
2019-03-15,841177.0,133578907.6,0.5,2.37,0.32,134.16,0.0,101026336.8,524828.0,636186.0,83342686.4,,,14474.0,9.82,,,,1.1,59510.0,7640.0,,,9.82,14474.0,,35060.0,9136.0,82.55,1.28,,,1.13,1.13,45856632.0,7282033161.6,,7213.15,1.13,21.31,0.2006,35.29,0.0181,158.8
2019-03-18,923243.0,145780069.7,0.54,2.49,0.35,147.24,0.0,112590910.8,565623.0,713052.0,89311871.7,,,16000.0,12.86,,,,5.97,80647.0,38304.0,,,12.86,16000.0,,63099.0,3781.0,89.22,0.47,,,1.22,1.22,45846448.0,7239154139.2,,7226.08,1.22,19.3,0.173,31.9,0.0199,157.9
2019-03-19,1097499.0,172362217.95,0.65,2.97,0.41,174.15,0.0,132444191.25,653751.0,843325.0,102671594.55,,,81202.0,17.46,,68500.0,,2.31,110955.0,16147.0,,,17.46,81202.0,10.82,23073.0,49182.0,103.08,7.79,,,1.41,1.41,45818216.0,7195750822.8,,7219.37,1.41,17.34,0.1406,24.09,0.0236,157.05
2019-03-20,1065957.0,168314610.3,0.63,2.9,0.4,168.4,0.0,133694087.9,602177.0,846701.0,95083748.3,,,714.0,6.8,,,,8.3,45142.0,52288.0,,,6.8,714.0,,,41766.0,94.32,6.64,,,1.3,1.3,45820096.0,7234993158.4,,7188.06,1.3,22.0,0.1594,24.59,0.023,157.9
2019-03-21,1061683.0,169975448.3,0.62,2.9,0.4,169.48,0.0,134696452.7,596803.0,841327.0,95548160.3,,,1023.0,1.34,,1100.0,,2.69,6874.0,18291.0,,,1.34,1023.0,0.17,11894.0,13348.0,94.37,2.07,,,1.28,1.28,45962340.0,7358570634.0,,7274.02,1.28,22.04,0.164,25.34,0.0228,160.1
2019-03-22,1072646.0,168941745.0,0.63,3.02,0.4,172.26,0.0,128115382.5,601000.0,813431.0,94657500.0,,,4297.0,1.22,,,,0.01,4297.0,100.0,,,1.22,4297.0,,,32193.0,96.27,4.85,,,1.29,1.29,45961568.0,7238946960.0,,7334.87,1.3,25.7,0.1778,25.73,0.023,157.5
2019-03-25,981647.0,155689214.2,0.58,2.77,0.37,156.35,0.0,120582152.6,562860.0,760291.0,89269596.0,,,13806.0,3.7,,,,10.29,26155.0,64295.0,,,3.7,13806.0,,12349.0,79295.0,88.58,13.22,,,1.22,1.22,45687772.0,7246080639.2,,7196.2,1.22,18.61,0.1745,30.62,0.0212,158.6
2019-03-26,1032750.0,165136725.0,0.61,2.92,0.39,165.79,0.0,128018498.4,552593.0,800616.0,88359620.7,,,10778.0,14.36,,,,3.3,88370.0,21045.0,,,14.36,10778.0,,,48045.0,87.96,7.32,,,1.2,1.2,45584164.0,7288907823.6,,7255.15,1.2,26.68,0.1809,27.36,0.0224,159.9
2019-03-27,1000784.0,159474930.4,0.59,2.89,0.38,160.83,0.0,134311175.15,596079.0,842869.0,94985188.65,,,6569.0,19.28,,7347.0,,14.12,119336.0,89507.0,,,19.28,6569.0,1.17,126424.0,84430.0,95.31,13.55,,,1.31,1.31,45010652.0,7172447396.2,,7196.79,1.31,27.64,0.2038,32.56,0.0219,159.35
2019-03-28,985823.0,157731680.0,0.58,2.86,0.37,158.18,0.0,130225280.0,566933.0,813908.0,90709280.0,,,,4.47,,,,9.96,28089.0,61683.0,,,4.47,,,32537.0,57050.0,90.54,9.46,,,1.22,1.22,45819136.0,7331061760.0,,7311.31,1.22,27.11,0.1798,28.16,0.0213,160.0
2019-03-29,905125.0,144820000.0,0.53,2.62,0.34,145.46,0.0,119561280.0,507644.0,747258.0,81223040.0,,,16067.0,4.07,,,,14.65,25288.0,91938.0,,,4.07,16067.0,,16582.0,91938.0,81.27,14.59,,,1.1,1.1,45819024.0,7331043840.0,,7332.65,1.1,24.55,0.1909,31.39,0.0195,160.0
2019-04-01,936160.0,148381360.0,0.55,2.7,0.35,149.79,0.0,114860670.5,535701.0,724673.0,84908608.5,2.61,,21800.0,,,,16300.0,6.24,,38985.0,2.61,,,21800.0,,45242.0,38885.0,85.58,6.36,,,1.14,1.14,46529760.0,7374966960.0,,7429.31,1.14,20.66,0.1649,30.15,0.0199,158.5
2019-04-02,1109522.0,178411137.6,0.65,3.21,0.42,177.75,0.0,132262341.6,608410.0,822527.0,97832328.0,,,2754.0,17.43,,,,0.56,108000.0,2950.0,,,17.43,2754.0,,72905.0,10146.0,96.77,1.47,,,1.29,1.29,46499944.0,7477190995.2,,7399.64,1.29,17.03,0.1394,25.57,0.0236,160.8
2019-04-03,1129426.0,181159930.4,0.66,3.26,0.43,181.59,0.0,126809513.2,631890.0,790583.0,101355156.0,,,21365.0,,,,,0.4,,3257.0,,,,21365.0,,5372.0,31944.0,101.38,5.14,,,1.34,1.34,46466640.0,7453249056.0,,7450.91,1.34,16.94,0.1428,25.16,0.024,160.4
2019-04-04,1042724.0,166835840.0,0.61,3.0,0.39,167.38,0.0,123380000.0,559643.0,771125.0,89542880.0,,,2000.0,0.13,,27601.0,,11.97,867.0,74247.0,,,0.13,2000.0,4.43,,47926.0,89.72,7.81,,,1.19,1.19,46519444.0,7443111040.0,,7452.55,1.19,17.78,0.1451,26.31,0.0221,160.0
2019-04-05,1009756.0,161762911.2,0.59,2.92,0.38,161.98,0.0,119253520.8,547492.0,744404.0,87708218.4,,,700.0,0.68,,,,2.31,4284.0,14265.0,,,0.68,700.0,,1414.0,31005.0,87.62,4.98,,,1.16,1.16,46548036.0,7456995367.2,,7440.77,1.16,18.21,0.1527,27.06,0.0214,160.2
2019-04-08,1118812.0,179457444.8,0.66,3.2,0.42,179.44,0.0,129918065.2,567707.0,809963.0,91060202.8,,,30359.0,11.17,,6579.0,,1.9,69694.0,11893.0,,,11.17,30359.0,1.06,1749.0,10714.0,90.81,1.72,,,1.2,1.2,46560868.0,7468363227.2,,7448.53,1.2,16.13,0.1441,24.31,0.0237,160.4
2019-04-09,1168521.0,186788081.85,0.69,3.34,0.44,187.23,0.0,126634768.5,638592.0,792210.0,102078931.2,,,22996.0,0.38,,,,12.95,2423.0,80930.0,,,0.38,22996.0,,128819.0,20176.0,102.29,3.22,,,1.36,1.36,46443844.0,7424048463.4,,7435.87,1.36,15.71,0.1399,23.29,0.0248,159.85
2019-04-10,1083702.0,173392320.0,0.64,3.11,0.41,173.44,0.0,113418880.0,555302.0,708868.0,88848320.0,,,,4.6,,,,18.64,28943.0,116139.0,,,4.6,,,32849.0,112285.0,88.79,18.12,,,1.18,1.18,46522208.0,7443553280.0,,7433.9,1.18,14.91,0.1453,25.09,0.023,160.0
2019-04-11,1085033.0,173768034.95,0.64,3.11,0.41,173.78,0.0,115426350.85,535633.0,720739.0,85781624.95,,,6856.0,0.08,,21200.0,,4.35,500.0,27225.0,,,0.08,6856.0,3.39,700.0,9829.0,85.72,1.57,,,1.14,1.14,46502032.0,7447300424.8,,7438.04,1.14,14.62,0.1401,24.71,0.0231,160.15
2019-04-12,1089499.0,173012441.2,0.64,3.13,0.41,173.69,0.0,111535403.2,556683.0,702364.0,88401260.4,,,3528.0,0.64,,700.0,,1.7,4000.0,10650.0,,,0.64,3528.0,0.12,28172.0,23075.0,88.86,3.74,,,1.18,1.18,46425384.0,7372350979.2,,7408.0,1.19,17.27,0.1462,24.41,0.0232,158.8
2019-04-15,1241596.0,197351684.2,0.73,3.6,0.47,197.61,0.0,115225875.05,686225.0,724919.0,109075463.75,,,24369.0,0.31,,25555.0,,0.45,2000.0,2817.0,,,0.31,24369.0,4.06,107990.0,5000.0,109.16,0.8,,,1.46,1.46,46276192.0,7355600718.4,,7363.79,1.46,21.47,0.1414,22.55,0.0264,158.95
2019-04-16,1140147.0,177976946.7,0.67,3.32,0.43,180.14,0.0,99470822.5,676825.0,637225.0,105652382.5,,,59800.0,,,,,11.71,,73555.0,,,,59800.0,,4355.0,87694.0,107.48,14.03,,,1.44,1.44,46187276.0,7209833783.6,,7317.19,1.45,23.12,0.1659,28.48,0.0243,156.1
2019-04-17,860983.0,134614692.05,0.51,2.46,0.32,134.83,0.0,82739950.95,402161.0,529197.0,62877872.35,,,,,,,,44.15,,276914.0,,,,,,2250.0,108028.0,62.95,17.34,,,0.86,0.86,46449696.0,7262409969.6,,7261.97,0.86,17.32,0.1677,30.91,0.0184,156.35
2019-04-18,867765.0,134243245.5,0.51,2.44,0.33,135.51,0.0,83372316.3,532924.0,538929.0,82443342.8,,,,1.29,,2250.0,,0.11,8182.0,700.0,,,1.29,,0.37,131463.0,700.0,83.66,0.11,,,1.14,1.14,46299320.0,7162504804.0,,7242.93,1.14,17.36,0.1652,30.43,0.0185,154.7
2019-04-19,867765.0,134243245.5,0.51,2.35,0.33,134.88,0.0,83372316.3,532924.0,538929.0,82443342.8,,,,,,,,,,,,,,,,,,82.85,,,,1.14,1.14,46295820.0,7161963354.0,,7173.74,1.14,17.17,0.1657,30.57,0.0185,
2019-04-22,991746.0,153423106.2,0.58,2.69,0.37,154.82,0.0,102552177.0,532924.0,662910.0,82443342.8,,,,20.14,,,,,123981.0,,,,20.14,,,,,82.63,,,,1.13,1.13,46522844.0,7197083966.8,,7202.21,1.13,14.93,0.1431,26.63,0.0211,
2019-04-23,941602.0,146419111.0,0.55,2.55,0.35,147.38,0.0,95285113.0,532924.0,612766.0,82869682.0,,,,,,5000.0,,,,,,,,,0.78,,55144.0,82.7,8.62,,,1.13,1.13,46561928.0,7240379804.0,,7223.41,1.13,15.67,0.1547,28.12,0.02,155.5
2019-04-24,865558.0,135676216.5,0.51,2.33,0.33,136.75,0.0,96200923.5,517637.0,613722.0,81139599.75,,,556.0,11.55,,1068.0,,12.58,67213.0,81500.0,,,11.55,556.0,0.17,65657.0,67325.0,80.98,10.92,,,1.1,1.1,46575036.0,7300636893.0,,7278.68,1.1,23.04,0.1515,23.32,0.0184,156.75
2019-04-25,1001880.0,156643938.0,0.59,2.69,0.38,159.28,0.0,101448322.9,598096.0,648854.0,93512309.6,,,,8.2,,7568.0,,3.06,50677.0,19731.0,,,8.2,,1.19,100190.0,23113.0,94.06,2.78,,,1.27,1.27,46538420.0,7276281967.0,,7311.11,1.27,21.87,0.1525,25.17,0.0213,156.35
2019-04-26,1133574.0,176554150.5,0.67,3.01,0.43,179.12,0.0,115246122.25,633711.0,739943.0,98700488.25,,,157.0,15.36,,,,6.42,99029.0,40194.0,,,15.36,157.0,,75652.0,7940.0,99.12,1.29,,,1.34,1.34,46505696.0,7243262152.0,,7261.76,1.35,19.17,0.1679,30.99,0.024,155.75
2019-04-29,1028375.0,160889268.75,0.61,2.79,0.39,160.63,0.0,81227901.3,739335.0,519194.0,115668960.75,,,80670.0,,,,,11.81,,75618.0,,,,80670.0,,100572.0,220749.0,115.29,36.55,,,1.57,1.57,46429528.0,7263899655.6,,7241.07,1.57,16.41,0.1365,24.42,0.0218,156.45
2019-04-30,1276144.0,198248970.4,0.75,3.49,0.48,199.45,0.0,108775137.9,754338.0,700194.0,117186408.3,,,26229.0,28.52,,,,14.09,181000.0,91226.0,,,28.52,26229.0,,80000.0,,117.96,,,,1.6,1.6,46460336.0,7217613197.6,,7251.31,1.6,18.8,0.1587,27.41,0.027,155.35
2019-05-01,1301513.0,202190044.55,0.77,3.68,0.49,203.07,0.0,112481478.2,756038.0,724052.0,117450503.3,,,1623.0,3.62,,,,,23858.0,,,,3.62,1623.0,,77.0,,117.91,,,,1.6,1.6,46460848.0,7217692736.8,,7233.84,1.6,18.42,0.1639,28.98,0.0276,
2019-05-02,2073159.0,319992091.65,1.22,5.86,0.78,328.31,0.0,240662211.3,1363584.0,1559198.0,210469190.4,,,143153.0,135.42,,,,23.04,835146.0,147795.0,,,135.42,143153.0,,612188.0,,212.22,,,,2.89,2.89,45879892.0,7081561330.2,,7137.49,2.89,16.69,0.2668,46.58,0.0439,154.35
2019-05-03,2173894.0,337388348.8,1.28,6.05,0.82,344.48,0.0,254735192.0,1446447.0,1641335.0,224488574.4,,,46084.0,13.04,,2310.0,,0.23,82927.0,738.0,,,13.04,46084.0,0.36,37517.0,3100.0,223.81,0.49,,,3.08,3.08,45464384.0,7056072396.8,,7036.59,3.08,15.65,0.2536,44.55,0.0463,155.2
2019-05-06,2587368.0,401042040.0,1.52,7.14,0.97,408.35,0.0,259085135.0,1893757.0,1671517.0,293532335.0,,,49075.0,6.99,,,,0.04,46795.0,242.0,,,6.99,49075.0,,398477.0,16613.0,293.66,2.63,,,4.01,4.01,45374804.0,7033094620.0,,7038.14,4.01,14.98,0.2136,38.74,0.0547,155.0
2019-05-07,2167647.0,335768520.3,1.28,6.05,0.82,343.22,0.0,259982301.2,1420535.0,1678388.0,220040871.5,,,347.0,7.82,,3726.0,,73.44,50404.0,473569.0,,,7.82,347.0,0.58,,47259.0,220.39,7.34,,,3.01,3.01,45840184.0,7100644501.6,,7111.1,3.01,19.78,0.2826,47.08,0.0459,154.9
2019-05-08,2059363.0,323422959.15,1.21,5.69,0.78,329.13,0.0,246584833.2,1423632.0,1570104.0,223581405.6,,,,0.23,,,,0.11,1500.0,629.0,,,0.23,,,3726.0,109784.0,220.86,16.95,,,3.01,3.01,45851328.0,7200951062.4,,7137.16,3.0,20.75,0.3135,50.1,0.0436,157.05
2019-05-09,2287255.0,353152172.0,1.35,6.28,0.86,361.52,0.0,279829156.0,1483917.0,1812365.0,229116784.8,,,16483.0,40.29,,,,2.7,264667.0,18088.0,,,40.29,16483.0,,61890.0,22406.0,232.62,3.73,,,3.15,3.15,45605732.0,7041525020.8,,7128.07,3.16,23.43,0.2859,44.38,0.0486,154.4
2019-05-10,2388922.0,366938419.2,1.41,6.52,0.9,374.51,0.0,304969420.8,1434273.0,1985478.0,220304332.8,,,920.0,26.16,,,,14.73,173206.0,90526.0,,,26.16,920.0,,39962.0,93.0,221.09,0.13,,,3.02,3.02,45993776.0,7064643993.6,,7097.25,3.02,29.94,0.2985,42.26,0.0504,153.6
2019-05-13,2382581.0,364415763.95,1.4,6.51,0.9,371.66,0.0,306367721.1,1340489.0,2003058.0,205027792.55,,,268.0,22.63,,1154.0,,23.41,150834.0,150974.0,,,22.63,268.0,0.19,56922.0,134408.0,206.04,21.14,,,2.82,2.82,46205204.0,7067085951.8,,7104.09,2.82,35.71,0.3097,40.93,0.0501,152.95
2019-05-14,2293667.0,354142184.8,1.35,6.34,0.86,360.19,0.0,295471111.2,1349816.0,1913673.0,208411590.4,,,9373.0,1.37,,2337.0,,0.07,9000.0,373.0,,,1.37,9373.0,0.36,327.0,100722.0,207.04,13.33,,,2.83,2.83,46322172.0,7152143356.8,,7122.48,2.82,34.23,0.3016,41.07,0.0481,154.4
2019-05-15,2260647.0,351530608.5,1.33,6.24,0.85,357.5,0.0,292536396.5,1350890.0,1881263.0,210063395.0,,,35460.0,0.34,,,,5.19,2001.0,34386.0,,,0.34,35460.0,,,34411.0,209.03,4.54,,,2.83,2.83,46353120.0,7207910160.0,,7181.28,2.83,34.78,0.2977,40.07,0.0474,155.5
2019-05-16,2291209.0,364073110.1,1.35,6.38,0.86,369.26,0.0,304521362.6,1362281.0,1916434.0,216466450.9,,,16290.0,9.08,,,,0.56,35171.0,4899.0,,,9.08,16290.0,,,,212.74,,,,2.86,2.86,46271048.0,7352469527.2,,7251.6,2.85,34.31,0.3029,41.19,0.0481,158.9
2019-05-17,2094195.0,336223007.25,1.23,5.7,0.79,341.96,0.0,296113764.05,1237407.0,1844371.0,198665693.85,,,5531.0,2.66,,,,20.33,16000.0,130405.0,,,2.66,5531.0,,,88063.0,196.78,12.14,,,2.6,2.6,46423180.0,7453241549.0,,7403.12,2.59,36.44,0.327,42.95,0.0439,160.55
2019-05-20,2017786.0,320424416.8,1.19,5.45,0.76,327.14,0.0,280752365.6,1174580.0,1767962.0,186523304.0,,,,,,,,11.09,,71877.0,,,,,,9050.0,76409.0,188.2,13.64,,,2.46,2.46,46546804.0,7391632475.2,,7460.52,2.46,37.79,0.3332,42.76,0.0423,158.8
2019-05-21,2036088.0,327402950.4,1.2,5.49,0.77,332.63,0.0,287311651.2,1174079.0,1786764.0,188791903.2,,,,2.75,,1873.0,,0.17,17429.0,501.0,,,2.75,,0.3,,500.0,186.71,0.08,,,2.46,2.46,46636856.0,7499206444.8,,7434.97,2.45,37.54,0.3287,42.48,0.0426,160.8
2019-05-22,2295046.0,371567947.4,1.35,6.2,0.86,377.82,0.0,334944710.3,1159393.0,2068837.0,187705726.7,,,17429.0,51.88,,,,5.02,314188.0,32115.0,,,51.88,17429.0,,,32115.0,186.53,4.87,,,2.43,2.43,46535336.0,7534070898.4,,7502.56,2.43,37.03,0.3565,46.38,0.0481,161.9
2019-05-23,2347496.0,379707478.0,1.38,6.32,0.88,385.66,0.0,340825366.0,1175068.0,2107112.0,190067249.0,,,25842.0,7.8,,6000.0,,1.85,46159.0,11667.0,,,7.8,25842.0,0.97,1500.0,13884.0,189.99,2.21,,,2.46,2.46,46657380.0,7546831215.0,,7540.86,2.46,36.06,0.3406,45.28,0.0491,161.75
