,ANRJ FP Equity_DX_SI_QTY,ANRJ FP Equity_DX_SHORT_INTEREST_VALUE,ANRJ FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ANRJ FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ANRJ FP Equity_DX_SI_MV,ANRJ FP Equity_DX_DSS,ANRJ FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ANRJ FP Equity_DX_SUPPLY_SI_QTY,ANRJ FP Equity_DX_BROKER_SI_QTY,ANRJ FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ANRJ FP Equity_DX_BROKER_SI_MV_NEW_x,ANRJ FP Equity_DX_SUPPLY_SI_QTY_INC_x,ANRJ FP Equity_DX_BROKER_SI_MV_INC_x,ANRJ FP Equity_DX_BROKER_SI_QTY_ADD,ANRJ FP Equity_DX_BROKER_SI_QTY_NEW,ANRJ FP Equity_DX_SUPPLY_SI_MV_DEC,ANRJ FP Equity_DX_BROKER_SI_QTY_INC,ANRJ FP Equity_DX_SUPPLY_SI_QTY_DEC,ANRJ FP Equity_DX_BROKER_SI_MV_NEW_y,ANRJ FP Equity_DX_BROKER_SI_MV_INC_y,ANRJ FP Equity_DX_SUPPLY_SI_QTY_INC_y,ANRJ FP Equity_DX_BROKER_SI_MV_ADD,ANRJ FP Equity_DX_SUPPLY_SI_QTY_ADD,ANRJ FP Equity_DX_BROKER_SI_QTY_DEC,ANRJ FP Equity_DX_SUPPLY_SI_MV,ANRJ FP Equity_DX_BROKER_SI_MV_DEC,ANRJ FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ANRJ FP Equity_DX_UTILIZATION_QUANTITY,ANRJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ANRJ FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ANRJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ANRJ FP Equity_DX_ACTIVE_UTILIZATION_MV,ANRJ FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ANRJ FP Equity_DX_BROKER_SI_CON_RATIO,ANRJ FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ANRJ FP Equity_DX_DEMAND_SUPPLY_RATIO,ANRJ FP Equity_PX_LAST
2015-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.65
2015-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.48
2015-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.2
2015-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.46
2015-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.6
2015-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.57
2015-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.24
2015-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.26
2015-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.26
2015-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.29
2015-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.69
2015-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.02
2015-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.9
2015-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.12
2015-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.75
2015-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.21
2015-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.96
2015-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.52
2015-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.66
2015-12-30,13400.0,2338568.0,3.93,9.12,2.37,,2338568.0,0.0,13400.0,0.0,,,,13400.0,,,,,,,,2.37,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,174.52
2015-12-31,13400.0,2338568.0,3.9,9.12,2.34,,2338568.0,0.0,13400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2016-01-01,13400.0,2338568.0,3.9,9.12,2.34,,2338568.0,0.0,13400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2016-01-04,13400.0,2294884.0,3.9,8.54,2.34,,2294884.0,0.0,13400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,171.26
2016-01-05,13400.0,2296090.0,3.89,8.54,2.3,,2296090.0,0.0,13400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,171.35
2016-01-06,1800.0,302022.0,0.51,1.15,0.31,,302022.0,0.0,1800.0,0.0,,,,,,,,,,,,,,11600.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,167.79
2016-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.84
2016-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.03
2016-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.79
2016-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.43
2016-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.45
2016-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.6
2016-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.62
2016-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.69
2016-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.42
2016-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.71
2016-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.69
2016-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.52
2016-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.93
2016-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.29
2016-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.46
2016-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.22
2016-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.34
2016-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.43
2016-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.76
2016-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.13
2016-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.82
2016-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.82
2016-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.02
2016-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.92
2016-02-10,1500.0,231435.0,1.34,1.03,0.23,,231435.0,0.0,1500.0,0.0,,,,1500.0,,,,,,,,0.23,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,154.29
2016-02-11,1500.0,223845.0,1.42,1.03,0.23,,223845.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,149.23
2016-02-12,2200.0,350966.0,2.09,1.51,0.33,,350966.0,0.0,2200.0,0.0,,,0.1,,,,700.0,,,0.1,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,159.53
2016-02-15,2200.0,357324.0,1.35,1.51,0.35,,357324.0,0.0,2200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,162.42
2016-02-16,9500.0,1541470.0,5.84,6.51,1.54,,1541470.0,0.0,9500.0,0.0,,,1.19,,,,7300.0,,,1.19,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,162.26
2016-02-17,9500.0,1601510.0,6.14,6.09,1.54,,1601510.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,168.58
2016-02-18,9500.0,1594385.0,6.14,6.09,1.6,,1594385.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,167.83
2016-02-19,9500.0,1573390.0,5.02,6.09,1.6,,1573390.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,165.62
2016-02-22,9900.0,1692999.0,5.15,6.35,1.64,5.0,1692999.0,0.0,9900.0,0.0,,,0.05,,,,400.0,,,0.05,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,171.01
2016-02-23,700.0,116340.0,0.36,0.45,0.12,1.0,116340.0,0.0,700.0,0.0,,,,,,,,,,,,,,9200.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,166.2
2016-02-24,700.0,112819.0,0.37,0.45,0.12,1.0,112819.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,161.17
2016-02-25,700.0,115199.0,0.37,0.45,0.11,1.0,115199.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,164.57
2016-02-26,700.0,119777.0,0.35,0.45,0.12,,119777.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,171.11
2016-02-29,700.0,121359.0,0.36,0.45,0.12,,121359.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,173.37
2016-03-01,700.0,122136.0,0.36,0.45,0.12,,122136.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,174.48
2016-03-02,700.0,123984.0,0.39,0.45,0.12,,123984.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,177.12
2016-03-03,700.0,125342.0,0.39,0.45,0.12,,125342.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,179.06
2016-03-04,700.0,126833.0,0.39,0.45,0.13,,126833.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,181.19
2016-03-07,700.0,126742.0,0.38,0.45,0.13,,126742.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,181.06
2016-03-08,700.0,124068.0,0.38,0.45,0.13,,124068.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,177.24
2016-03-09,700.0,125706.0,0.36,0.48,0.12,,125706.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,179.58
2016-03-10,300.0,51831.0,0.16,0.21,0.05,,51831.0,0.0,300.0,0.0,,,,,,,,,,,,,,400.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,172.77
2016-03-11,300.0,53178.0,0.16,0.21,0.05,,53178.0,0.0,300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,177.26
2016-03-14,300.0,53127.0,0.14,0.21,0.05,,53127.0,0.0,300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,177.09
2016-03-15,3500.0,609105.0,1.68,2.4,0.62,,609105.0,0.0,3500.0,0.0,,,0.57,,,,3200.0,,,0.57,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,174.03
2016-03-16,3500.0,621285.0,1.86,2.4,0.62,,621285.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,177.51
2016-03-17,3500.0,635565.0,1.87,2.4,0.62,,635565.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,181.59
2016-03-18,3500.0,633255.0,1.69,2.4,0.64,,633255.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,180.93
2016-03-21,3500.0,625520.0,1.69,2.4,0.63,,625520.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,178.72
2016-03-22,700.0,124978.0,0.34,0.48,0.13,,124978.0,0.0,700.0,0.0,,,,,,,,,,,,,,2800.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,178.54
2016-03-23,700.0,123277.0,0.41,0.48,0.13,,123277.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,176.11
2016-03-24,700.0,122087.0,0.41,0.48,0.12,,122087.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,174.41
2016-03-25,700.0,122087.0,0.42,0.48,0.12,,122087.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2016-03-28,700.0,122087.0,0.42,0.48,0.12,,122087.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2016-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.7
2016-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.4
2016-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.33
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.52
2016-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.41
2016-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.24
2016-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.28
2016-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.59
2016-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.86
2016-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.42
2016-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.21
2016-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.89
2016-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.13
2016-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.43
2016-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.55
2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.47
2016-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.4
2016-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.36
2016-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.9
2016-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.67
2016-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.12
2016-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.78
2016-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.95
2016-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.3
2016-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.73
2016-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.41
2016-05-04,7400.0,1326450.0,4.46,8.05,1.35,,1326450.0,0.0,7400.0,0.0,,,,7400.0,,,,,,,,1.35,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,179.25
2016-05-05,7400.0,1348280.0,4.48,8.05,1.33,,1348280.0,0.0,7400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.2
2016-05-06,7400.0,1355014.0,3.58,9.03,1.35,,1355014.0,0.0,7400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,183.11
2016-05-09,7400.0,1322454.0,3.59,9.03,1.35,,1322454.0,0.0,7400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,178.71
2016-05-10,7400.0,1342730.0,2.75,9.03,1.32,,1342730.0,0.0,7400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,181.45
2016-05-11,6300.0,1147860.0,2.34,7.69,1.14,,1147860.0,0.0,6300.0,0.0,,,,,,,,,,,,,,1100.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.2
2016-05-12,6300.0,1150758.0,2.34,7.69,1.15,,1150758.0,0.0,6300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.66
2016-05-13,6300.0,1151262.0,2.32,7.69,1.15,,1151262.0,0.0,6300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.74
2016-05-16,6900.0,1272705.0,2.54,8.42,1.26,,1272705.0,0.0,6900.0,0.0,,,0.11,,,,600.0,,,0.11,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,184.45
2016-05-17,6900.0,1276500.0,2.54,8.42,1.26,,1276500.0,0.0,6900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,185.0
2016-05-18,6900.0,1282089.0,2.55,8.42,1.27,,1282089.0,0.0,6900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,185.81
2016-05-19,6900.0,1251660.0,2.55,8.42,1.28,,1251660.0,0.0,6900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,181.4
2016-05-20,6900.0,1267668.0,2.55,8.42,1.25,,1267668.0,0.0,6900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,183.72
2016-05-23,6900.0,1252626.0,2.52,8.42,1.27,,1252626.0,0.0,6900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,181.54
2016-05-24,6900.0,1273602.0,2.54,8.42,1.25,,1273602.0,0.0,6900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,184.58
2016-05-25,6900.0,1303893.0,2.55,8.42,1.27,,1303893.0,0.0,6900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,188.97
2016-05-26,1200.0,226536.0,0.82,1.46,0.23,,226536.0,0.0,1200.0,0.0,,,,,,,,,,,,,,5700.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,188.78
2016-05-27,900.0,168957.0,0.61,1.1,0.17,,168957.0,0.0,900.0,0.0,,,,,,,,,,,,,,300.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,187.73
2016-05-30,900.0,169443.0,0.61,1.1,0.17,,169443.0,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,188.27
2016-05-31,900.0,166869.0,0.62,1.1,0.17,,166869.0,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,185.41
2016-06-01,300.0,54897.0,0.2,0.37,0.06,,54897.0,0.0,300.0,0.0,,,,,,,,,,,,,,600.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.99
2016-06-02,300.0,54768.0,0.2,0.37,0.05,,54768.0,0.0,300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.56
2016-06-03,300.0,54645.0,0.2,0.37,0.06,,54645.0,0.0,300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.15
2016-06-06,300.0,55668.0,0.21,0.37,0.05,,55668.0,0.0,300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,185.56
2016-06-07,300.0,57285.0,0.21,0.37,0.06,,57285.0,0.0,300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,190.95
2016-06-08,300.0,57804.0,0.21,0.37,0.06,,57804.0,0.0,300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,192.68
2016-06-09,1000.0,190550.0,0.71,1.22,0.19,,190550.0,0.0,1000.0,0.0,,,0.13,,,,700.0,,,0.13,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,190.55
2016-06-10,1000.0,188020.0,0.58,1.22,0.19,,188020.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,188.02
2016-06-13,700.0,129822.0,0.39,0.85,0.13,,129822.0,0.0,700.0,0.0,,,,,,,,,,,,,,300.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,185.46
2016-06-14,700.0,126063.0,0.43,0.85,0.13,,126063.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,180.09
2016-06-15,700.0,126574.0,0.44,0.85,0.13,,126574.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,180.82
2016-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.95
2016-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.02
2016-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.86
2016-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.55
2016-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.3
2016-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.3
2016-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.28
2016-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.21
2016-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.44
2016-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.29
2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.61
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.08
2016-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.07
2016-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.07
2016-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.29
2016-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.21
2016-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.54
2016-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.5
2016-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.83
2016-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.44
2016-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.6
2016-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.86
2016-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.41
2016-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.18
2016-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.24
2016-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.57
2016-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.29
2016-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.86
2016-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.31
2016-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.75
2016-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.56
2016-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.97
2016-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.13
2016-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.99
2016-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.14
2016-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.82
2016-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.83
2016-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.34
