,CRP FP Equity_DX_SI_QTY,CRP FP Equity_DX_SHORT_INTEREST_VALUE,CRP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CRP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CRP FP Equity_DX_SI_MV,CRP FP Equity_DX_DSS,CRP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CRP FP Equity_DX_SUPPLY_SI_QTY,CRP FP Equity_DX_BROKER_SI_QTY,CRP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CRP FP Equity_DX_BROKER_SI_MV_NEW_x,CRP FP Equity_DX_SUPPLY_SI_QTY_INC_x,CRP FP Equity_DX_BROKER_SI_MV_INC_x,CRP FP Equity_DX_BROKER_SI_QTY_ADD,CRP FP Equity_DX_BROKER_SI_QTY_NEW,CRP FP Equity_DX_SUPPLY_SI_MV_DEC,CRP FP Equity_DX_BROKER_SI_QTY_INC,CRP FP Equity_DX_SUPPLY_SI_QTY_DEC,CRP FP Equity_DX_BROKER_SI_MV_NEW_y,CRP FP Equity_DX_BROKER_SI_MV_INC_y,CRP FP Equity_DX_SUPPLY_SI_QTY_INC_y,CRP FP Equity_DX_BROKER_SI_MV_ADD,CRP FP Equity_DX_SUPPLY_SI_QTY_ADD,CRP FP Equity_DX_BROKER_SI_QTY_DEC,CRP FP Equity_DX_SUPPLY_SI_MV,CRP FP Equity_DX_BROKER_SI_MV_DEC,CRP FP Equity_DX_SUPPLY_SI_MV_RMV,CRP FP Equity_DX_BROKER_SI_MV_RMV,CRP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CRP FP Equity_DX_UTILIZATION_QUANTITY,CRP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CRP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CRP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CRP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CRP FP Equity_DX_ACTIVE_UTILIZATION_MV,CRP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CRP FP Equity_DX_BROKER_SI_CON_RATIO,CRP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CRP FP Equity_DX_DEMAND_SUPPLY_RATIO,CRP FP Equity_PX_LAST
2009-10-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2776.0,0.0,0.3,,,0.0,0.0,1885.0,206482.9,,0.21,0.0,,0.0,,0.0,109.54
2009-10-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1885.0,206765.65,,0.21,0.0,,0.0,,0.0,109.69
2009-10-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1885.0,206690.25,,0.21,0.0,,0.0,,0.0,109.65
2009-10-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1885.0,206350.95,,0.2,0.0,,0.0,,0.0,109.47
2009-10-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1885.0,206558.3,,0.21,0.0,,0.0,,0.0,109.58
2009-10-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1885.0,207029.55,,0.21,0.0,,0.0,,0.0,109.83
2009-10-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1885.0,206878.75,,0.21,0.0,,0.0,,0.0,109.75
2009-10-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1885.0,206727.95,,0.21,0.0,,0.0,,0.0,109.67
2009-10-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1885.0,206878.75,,0.21,0.0,,0.0,,0.0,109.75
2009-11-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1885.0,207406.55,,0.21,0.0,,0.0,,0.0,110.03
2009-11-03,100.0,11010.0,0.01,0.0,0.01,0.0,11010.0,0.0,100.0,0.0,,,,100.0,,,,,,,,0.01,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0531,110.1
2009-11-04,100.0,10991.0,0.01,0.0,0.01,0.0,10991.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0531,109.91
2009-11-05,100.0,10985.0,0.01,0.0,0.01,0.0,10985.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0531,109.85
2009-11-06,100.0,10987.0,0.01,0.0,0.01,0.0,10987.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0531,109.87
2009-11-09,100.0,11007.0,0.01,0.0,0.01,0.0,11007.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0531,110.07
2009-11-10,100.0,11025.0,0.01,0.0,0.01,0.0,11025.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0531,110.25
2009-11-11,100.0,11040.0,0.01,0.0,0.01,0.0,11040.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0531,110.4
2009-11-12,100.0,11027.0,0.01,0.0,0.01,0.0,11027.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0531,110.27
2009-11-13,100.0,11033.0,0.01,0.0,0.01,0.0,11033.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008,110.33
2009-11-16,100.0,11073.0,0.01,0.0,0.01,0.0,11073.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008,110.73
2009-11-17,100.0,11063.0,0.01,0.0,0.01,0.0,11063.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008,110.63
2009-11-18,100.0,11067.0,0.01,0.0,0.01,0.0,11067.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008,110.67
2009-11-19,183.0,20261.76,0.02,0.01,0.02,0.0,20261.76,0.0,183.0,0.0,,,,83.0,,,,,,,,0.01,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.38,0.5043,54.62,0.0015,110.72
2009-11-20,183.0,20252.61,0.02,0.01,0.02,0.0,20252.61,0.0,183.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.39,0.5043,54.61,0.0035,110.67
2009-11-23,183.0,20232.48,0.02,0.01,0.02,0.0,20232.48,0.0,183.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.4,0.5042,54.6,0.0035,110.56
2009-11-24,100.0,11072.0,0.01,0.0,0.01,0.0,11072.0,0.0,100.0,0.0,,,,,,,,,,,,,,83.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0019,110.72
2009-11-25,100.0,11079.0,0.02,0.0,0.01,0.0,11079.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.001,110.79
2009-11-26,100.0,11092.0,0.02,0.0,0.01,0.0,11092.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.001,110.92
2009-11-27,100.0,11092.0,0.02,0.0,0.01,0.0,11092.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0013,110.92
2009-11-30,100.0,11091.0,0.02,0.0,0.01,0.0,11091.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0013,110.91
2009-12-01,100.0,11100.0,0.02,0.0,0.01,0.0,11100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0013,111.0
2009-12-02,100.0,11098.0,0.02,0.0,0.01,0.0,11098.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0014,110.98
2009-12-03,100.0,11079.0,0.02,0.0,0.01,0.0,11079.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0016,110.79
2009-12-04,100.0,11051.0,0.02,0.0,0.01,0.0,11051.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0016,110.51
2009-12-07,100.0,11072.0,0.02,0.0,0.01,0.0,11072.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0016,110.72
2009-12-08,100.0,11105.0,0.02,0.0,0.01,0.0,11105.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0016,111.05
2009-12-09,100.0,11106.0,0.03,0.0,0.01,0.0,11106.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0016,111.06
2009-12-10,100.0,11093.0,0.03,0.0,0.01,0.0,11093.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0016,110.93
2009-12-11,100.0,11085.0,0.03,0.0,0.01,0.0,11085.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0016,110.85
2009-12-14,126.0,13980.96,0.04,0.0,0.01,0.0,11096.0,26.0,100.0,2884.96,,,,,,,,,,,,,26.0,,0.0,,,,100.0,0.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0024,110.96
2009-12-15,126.0,13975.92,0.05,0.0,0.01,0.0,11092.0,26.0,100.0,2883.92,,,,,,,,,,,,,,,0.0,,,,100.0,0.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0024,110.92
2009-12-16,126.0,13993.56,0.04,0.0,0.01,0.0,11106.0,26.0,100.0,2887.56,,,,,,,,,,,,,,,0.0,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0039,111.06
2009-12-17,100.0,11142.0,0.02,0.0,0.01,0.0,11142.0,0.0,100.0,0.0,,,,,,0.0,,26.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0081,111.42
2009-12-18,100.0,11138.0,0.02,0.0,0.01,0.0,11138.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092,111.38
2009-12-21,100.0,11132.0,0.02,0.0,0.01,0.0,11132.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092,111.32
2009-12-22,100.0,11135.0,0.02,0.0,0.01,0.0,11135.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0081,111.35
2009-12-23,100.0,11101.0,0.02,0.0,0.01,0.0,11101.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0102,111.01
2009-12-24,100.0,11101.0,0.02,0.0,0.01,0.0,11101.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0102,
2009-12-25,100.0,11101.0,0.02,0.0,0.01,0.0,11101.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0102,
2009-12-28,100.0,11103.0,0.02,0.0,0.01,0.0,11103.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0108,111.03
2009-12-29,100.0,11091.0,0.02,0.0,0.01,0.0,11091.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0108,110.91
2009-12-30,100.0,11069.0,0.02,0.0,0.01,0.0,11069.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0218,110.69
2009-12-31,100.0,11069.0,0.02,0.0,0.01,0.0,11069.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0218,
2010-01-01,100.0,11069.0,0.02,0.0,0.01,0.0,11069.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0198,
2010-01-04,100.0,11059.0,0.02,0.0,0.01,0.0,11059.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0198,110.59
2010-01-05,144.0,16005.6,0.03,0.0,0.02,0.0,11115.0,44.0,100.0,4890.6,,,,,,,,,,,,,44.0,,0.0,,,,100.0,0.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0282,111.15
2010-01-06,100.0,11120.0,0.02,0.0,0.01,0.0,11120.0,0.0,100.0,0.0,,,,,,0.0,,44.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0198,111.2
2010-01-07,100.0,11135.0,0.02,0.0,0.01,0.0,11135.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0198,111.35
2010-01-08,100.0,11132.0,0.02,0.0,0.01,0.0,11132.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0198,111.32
2010-01-11,100.0,11166.0,0.02,0.0,0.01,0.0,11166.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0198,111.66
2010-01-12,100.0,11165.0,0.02,0.0,0.01,0.0,11165.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0198,111.65
2010-01-13,100.0,11174.0,0.02,0.0,0.01,0.0,11174.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0198,111.74
2010-01-14,100.0,11175.0,0.02,0.0,0.01,0.0,11175.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0198,111.75
2010-01-15,100.0,11182.0,0.02,0.0,0.01,0.0,11182.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0198,111.82
2010-01-18,100.0,11197.0,0.02,0.0,0.01,0.0,11197.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0198,111.97
2010-01-19,100.0,11188.0,0.02,0.0,0.01,0.0,11188.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0198,111.88
2010-01-20,100.0,11205.0,0.02,0.0,0.01,0.0,11205.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0198,112.05
2010-01-21,601.0,67221.85,0.09,0.02,0.07,0.0,67221.85,0.0,601.0,0.0,,,,501.0,,,,,,,,0.06,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,16.63,0.7227,83.37,0.3525,111.85
2010-01-22,1812.0,202599.72,0.27,0.05,0.2,0.0,202599.72,0.0,1812.0,0.0,,,0.14,,,,1211.0,,,0.14,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,5.51,0.8959,94.49,1.0628,111.81
2010-01-25,1991.0,222514.16,0.29,0.05,0.22,0.0,222514.16,0.0,1991.0,0.0,,,0.02,,,,179.0,,,0.02,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,5.02,0.9046,94.98,1.1677,111.76
2010-01-26,1991.0,223071.64,0.28,0.05,0.22,0.0,223071.64,0.0,1991.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,5.02,0.9046,94.98,1.1677,112.04
2010-01-27,100.0,11171.0,0.01,0.0,0.01,0.0,11171.0,0.0,100.0,0.0,,,,,,,,,,,,,,1891.0,0.0,0.21,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0587,111.71
2010-01-28,2377.0,266366.62,0.3,0.06,0.27,0.0,266366.62,0.0,2377.0,0.0,,,,2277.0,,,,,,,,0.26,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.21,0.9194,95.79,1.3941,112.06
2010-01-29,2377.0,265914.99,0.31,0.06,0.27,0.0,265914.99,0.0,2377.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.21,0.9194,95.79,1.3941,111.87
2010-02-01,5880.0,657972.0,0.88,0.15,0.66,1.0,657972.0,0.0,5880.0,0.0,,,0.39,,,,3503.0,,,0.39,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.7,0.9666,98.3,2.3951,111.9
2010-02-02,5880.0,658207.2,0.88,0.15,0.66,1.0,658207.2,0.0,5880.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.7,0.9666,98.3,2.3951,111.94
2010-02-03,5880.0,657678.0,0.87,0.15,0.66,1.0,657678.0,0.0,5880.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.7,0.9666,98.3,2.3951,111.85
2010-02-04,100.0,11213.0,0.01,0.0,0.01,0.0,11213.0,0.0,100.0,0.0,,,,,,,,,,,,,,5780.0,0.0,0.65,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0407,112.13
2010-02-05,288.0,32339.52,0.04,0.01,0.03,0.0,11229.0,188.0,100.0,21110.52,,,,,,,,,,,,,188.0,,0.02,,,,100.0,6.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0959,112.29
2010-02-08,127.0,14236.7,0.02,0.0,0.01,0.0,14236.7,0.0,127.0,0.0,,,,27.0,,0.02,,188.0,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.1,0.667,78.9,0.0451,112.1
2010-02-09,127.0,14212.57,0.02,0.0,0.01,0.0,14212.57,0.0,127.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.27,0.6651,78.73,0.0451,111.91
2010-02-10,5626.0,629493.14,0.88,0.14,0.63,1.0,629493.14,0.0,5626.0,0.0,,,0.62,,,,5499.0,,,0.62,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.78,0.9651,98.22,1.9986,111.89
2010-02-11,5626.0,629324.36,0.94,0.11,0.63,1.0,629324.36,0.0,5626.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.78,0.9651,98.22,1.9986,111.86
2010-02-12,5599.0,627199.98,0.92,0.14,0.63,1.0,627199.98,0.0,5599.0,0.0,,,,,,,,,,,,,,27.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.78,0.9649,98.22,1.989,112.02
2010-02-15,328415.0,36798900.75,51.7,8.21,36.8,5.0,36798900.75,0.0,328415.0,0.0,,,36.17,,,,322816.0,,,36.17,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.04,0.941,96.96,116.6661,112.05
2010-02-16,328415.0,36848163.0,51.82,8.21,36.81,5.0,36848163.0,0.0,328415.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.04,0.941,96.96,116.6661,112.2
2010-02-17,322916.0,36182737.8,50.42,8.07,36.19,5.0,36182737.8,0.0,322916.0,0.0,,,,,,,,,,,,,,5499.0,0.0,0.62,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.1,0.9399,96.9,114.7126,112.05
2010-02-18,10000.0,1118000.0,1.49,0.25,1.12,1.0,1118000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,312916.0,0.0,35.07,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,3.0166,111.8
2010-02-19,10859.0,1214687.74,1.37,0.27,1.21,1.0,1214687.74,0.0,10859.0,0.0,,,,859.0,,,,,,,,0.1,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,7.92,0.8541,92.08,3.2757,111.86
2010-02-22,10859.0,1215665.05,1.41,0.27,1.21,1.0,1215665.05,0.0,10859.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,7.92,0.8542,92.08,3.2757,111.95
2010-02-23,10000.0,1122600.0,1.32,0.25,1.12,1.0,1122600.0,0.0,10000.0,0.0,,,,,,,,,,,,,,859.0,0.0,0.1,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,3.0166,112.26
2010-02-24,10000.0,1123300.0,1.31,0.25,1.12,1.0,1123300.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,3.5524,112.33
2010-02-25,10000.0,1124400.0,1.36,0.25,1.12,1.0,1124400.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,3.5524,112.44
2010-02-26,10000.0,1125800.0,1.36,0.25,1.12,1.0,1125800.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,3.5524,112.58
2010-03-01,6300.0,710325.0,0.87,0.16,0.71,1.0,710325.0,0.0,6300.0,0.0,,,,,,,,,,,,,,3700.0,0.0,0.42,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.238,112.75
2010-03-02,5200.0,585936.0,0.76,0.13,0.59,1.0,585936.0,0.0,5200.0,0.0,,,,,,,,,,,,,,1100.0,0.0,0.12,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.8472,112.68
2010-03-03,5200.0,585988.0,0.77,0.13,0.59,1.0,585988.0,0.0,5200.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.8472,112.69
2010-03-04,6102.0,687695.4,0.93,0.15,0.69,1.0,687695.4,0.0,6102.0,0.0,,,,902.0,,,,,,,,0.1,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,14.79,0.748,85.21,2.1677,112.7
2010-03-05,6102.0,687390.3,0.91,0.15,0.69,1.0,687390.3,0.0,6102.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,14.79,0.748,85.21,2.1677,112.65
2010-03-08,7200.0,813384.0,0.75,0.18,0.81,1.0,813384.0,0.0,7200.0,0.0,,,0.23,,,,2000.0,,,0.23,,,,902.0,0.0,0.1,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.5577,112.97
2010-03-09,7200.0,814320.0,0.74,0.17,0.81,1.0,814320.0,0.0,7200.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.5577,113.1
2010-03-10,10200.0,1151478.0,1.06,0.24,1.15,1.0,1151478.0,0.0,10200.0,0.0,,,0.34,,,,3000.0,,,0.34,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,3.6234,112.89
2010-03-11,12441.0,1404837.72,1.36,0.24,1.4,1.0,1404837.72,0.0,12441.0,0.0,,,,2241.0,,,,,,,,0.25,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.04,0.7043,81.96,4.4195,112.92
2010-03-12,19741.0,2226587.39,2.12,0.46,2.23,1.0,2226587.39,0.0,19741.0,0.0,,,0.82,,,,7300.0,,,0.82,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,11.37,0.7985,88.63,7.0128,112.79
2010-03-15,18724.0,2114314.08,2.05,0.44,2.11,1.0,2114314.08,0.0,18724.0,0.0,,,,,,,,,,,,,,1017.0,0.0,0.12,,,0.0,0.0,0.0,0.0,,0.0,0.0,6.55,0.8775,93.45,6.6515,112.92
2010-03-16,19724.0,2228023.04,2.14,0.46,2.23,1.0,2228023.04,0.0,19724.0,0.0,,,0.12,,,,1000.0,,,0.12,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,6.21,0.8835,93.79,7.0068,112.96
2010-03-17,18661.0,2111305.54,2.08,0.43,2.11,1.0,2111305.54,0.0,18661.0,0.0,,,,,,,,,,,,,,1063.0,0.0,0.12,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.86,0.9829,99.14,6.6291,113.14
2010-03-18,18661.0,2111678.76,2.08,0.43,2.11,1.0,2111678.76,0.0,18661.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.86,0.9829,99.14,6.6291,113.16
2010-03-19,18500.0,2091980.0,2.03,0.43,2.09,1.0,2091980.0,0.0,18500.0,0.0,,,,,,,,,,,,,,161.0,0.0,0.02,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,6.5719,113.08
2010-03-22,18500.0,2094940.0,2.02,0.43,2.09,1.0,2094940.0,0.0,18500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,6.5719,113.24
