,ACWI FP Equity_DX_SI_QTY,ACWI FP Equity_DX_SHORT_INTEREST_VALUE,ACWI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ACWI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ACWI FP Equity_DX_SI_MV,ACWI FP Equity_DX_DSS,ACWI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ACWI FP Equity_DX_SUPPLY_SI_QTY,ACWI FP Equity_DX_BROKER_SI_QTY,ACWI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ACWI FP Equity_DX_BROKER_SI_MV_NEW_x,ACWI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ACWI FP Equity_DX_SUPPLY_SI_QTY_INC_x,ACWI FP Equity_DX_BROKER_SI_MV_INC_x,ACWI FP Equity_DX_SUPPLY_SI_MV_NEW,ACWI FP Equity_DX_BROKER_SI_QTY_ADD,ACWI FP Equity_DX_BROKER_SI_QTY_NEW,ACWI FP Equity_DX_SUPPLY_SI_MV_DEC,ACWI FP Equity_DX_BROKER_SI_QTY_INC,ACWI FP Equity_DX_SUPPLY_SI_QTY_DEC,ACWI FP Equity_DX_BROKER_SI_MV_NEW_y,ACWI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ACWI FP Equity_DX_BROKER_SI_MV_INC_y,ACWI FP Equity_DX_SUPPLY_SI_QTY_INC_y,ACWI FP Equity_DX_BROKER_SI_MV_ADD,ACWI FP Equity_DX_SUPPLY_SI_QTY_ADD,ACWI FP Equity_DX_BROKER_SI_QTY_DEC,ACWI FP Equity_DX_SUPPLY_SI_MV,ACWI FP Equity_DX_BROKER_SI_MV_DEC,ACWI FP Equity_DX_SUPPLY_SI_MV_RMV,ACWI FP Equity_DX_BROKER_SI_MV_RMV,ACWI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ACWI FP Equity_DX_UTILIZATION_QUANTITY,ACWI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ACWI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ACWI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ACWI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ACWI FP Equity_DX_ACTIVE_UTILIZATION_MV,ACWI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ACWI FP Equity_DX_BROKER_SI_CON_RATIO,ACWI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ACWI FP Equity_DX_DEMAND_SUPPLY_RATIO
2013-04-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,123505.88,,0.12,0.0,,0.0,,0.0
2013-04-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,122751.93,,0.12,0.0,,0.0,,0.0
2013-04-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,123000.29,,0.12,0.0,,0.0,,0.0
2013-04-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,122831.76,,0.12,0.0,,0.0,,0.0
2013-05-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,122831.76,,0.12,0.0,,0.0,,0.0
2013-05-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,123922.77,,0.12,0.0,,0.0,,0.0
2013-05-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,124694.46,,0.12,0.0,,0.0,,0.0
2013-05-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,124898.47,,0.12,0.0,,0.0,,0.0
2013-05-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,125341.97,,0.12,0.0,,0.0,,0.0
2013-05-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,125537.11,,0.13,0.0,,0.0,,0.0
2013-05-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,125962.87,,0.12,0.0,,0.0,,0.0
2013-05-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,126911.96,,0.13,0.0,,0.0,,0.0
2013-05-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,126761.17,,0.13,0.0,,0.0,,0.0
2013-05-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,127630.43,,0.13,0.0,,0.0,,0.0
2013-05-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,129049.63,,0.13,0.0,,0.0,,0.0
2013-05-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,128845.62,,0.13,0.0,,0.0,,0.0
2013-05-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,129413.3,,0.13,0.0,,0.0,,0.0
2013-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,129821.32,,0.13,0.0,,0.0,,0.0
2013-05-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,129581.83,,0.13,0.0,,0.0,,0.0
2013-05-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,130406.74,,0.13,0.0,,0.0,,0.0
2013-05-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,126929.7,,0.13,0.0,,0.0,,0.0
2013-05-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,126202.36,,0.13,0.0,,0.0,,0.0
2013-05-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,126468.46,,0.13,0.0,,0.0,,0.0
2013-05-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,128419.86,,0.13,0.0,,0.0,,0.0
2013-05-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,125741.12,,0.13,0.0,,0.0,,0.0
2013-05-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,125749.99,,0.13,0.0,,0.0,,0.0
2013-05-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,125608.07,,0.13,0.0,,0.0,,0.0
2013-06-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,122858.37,,0.13,0.0,,0.0,,0.0
2013-06-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,124046.95,,0.12,0.0,,0.0,,0.0
2013-06-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,121935.89,,0.12,0.0,,0.0,,0.0
2013-06-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,120339.29,,0.12,0.0,,0.0,,0.0
2013-06-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,122139.9,,0.12,0.0,,0.0,,0.0
2013-06-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,122024.59,,0.12,0.0,,0.0,,0.0
2013-06-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,120862.62,,0.12,0.0,,0.0,,0.0
2013-06-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,119727.26,,0.12,0.0,,0.0,,0.0
2013-06-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,119443.42,,0.12,0.0,,0.0,,0.0
2013-06-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,119904.66,,0.12,0.0,,0.0,,0.0
2013-06-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,121235.16,,0.12,0.0,,0.0,,0.0
2013-06-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,120915.84,,0.12,0.0,,0.0,,0.0
2013-06-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,120862.62,,0.12,0.0,,0.0,,0.0
2013-06-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,118228.23,,0.12,0.0,,0.0,,0.0
2013-06-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,117358.97,,0.12,0.0,,0.0,,0.0
2013-06-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,115877.68,,0.12,0.0,,0.0,,0.0
2013-06-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,117891.17,,0.12,0.0,,0.0,,0.0
2013-06-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,119620.82,,0.12,0.0,,0.0,,0.0
2013-06-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,121022.28,,0.12,0.0,,0.0,,0.0
2013-06-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,121093.24,,0.12,0.0,,0.0,,0.0
2013-07-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,121563.35,,0.12,0.0,,0.0,,0.0
2013-07-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,121705.27,,0.12,0.0,,0.0,,0.0
2013-07-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,120915.84,,0.12,0.0,,0.0,,0.0
2013-07-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,121456.91,,0.12,0.0,,0.0,,0.0
2013-07-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,122530.18,,0.12,0.0,,0.0,,0.0
2013-07-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,123727.63,,0.12,0.0,,0.0,,0.0
2013-07-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,125386.32,,0.12,0.0,,0.0,,0.0
2013-07-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,124836.38,,0.13,0.0,,0.0,,0.0
2013-07-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,125111.35,,0.13,0.0,,0.0,,0.0
2013-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,125146.83,,0.13,0.0,,0.0,,0.0
2013-07-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,125900.78,,0.13,0.0,,0.0,,0.0
2013-07-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,124712.2,,0.12,0.0,,0.0,,0.0
2013-07-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,125661.29,,0.12,0.0,,0.0,,0.0
2013-07-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,126495.07,,0.13,0.0,,0.0,,0.0
2013-07-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,125812.08,,0.13,0.0,,0.0,,0.0
2013-07-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,125883.04,,0.13,0.0,,0.0,,0.0
2013-07-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,125758.86,,0.13,0.0,,0.0,,0.0
2013-07-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,125670.16,,0.13,0.0,,0.0,,0.0
2013-07-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,124774.29,,0.13,0.0,,0.0,,0.0
2013-07-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,124188.87,,0.12,0.0,,0.0,,0.0
2013-07-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,124233.22,,0.12,0.0,,0.0,,0.0
2013-07-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,124481.58,,0.12,0.0,,0.0,,0.0
2013-07-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,124277.57,,0.12,0.0,,0.0,,0.0
2013-08-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,125820.95,,0.12,0.0,,0.0,,0.0
2013-08-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,125785.47,,0.13,0.0,,0.0,,0.0
2013-08-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,126051.57,,0.13,0.0,,0.0,,0.0
2013-08-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,124951.69,,0.13,0.0,,0.0,,0.0
2013-08-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,124109.04,,0.13,0.0,,0.0,,0.0
2013-08-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,124055.82,,0.12,0.0,,0.0,,0.0
2013-08-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,124703.33,,0.12,0.0,,0.0,,0.0
2013-08-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,125288.75,,0.13,0.0,,0.0,,0.0
2013-08-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,125918.52,,0.13,0.0,,0.0,,0.0
2013-08-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,126131.4,,0.13,0.0,,0.0,,0.0
2013-08-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,124508.19,,0.13,0.0,,0.0,,0.0
2013-08-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,124117.91,,0.12,0.0,,0.0,,0.0
2013-08-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,123301.87,,0.12,0.0,,0.0,,0.0
2013-08-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,122184.25,,0.12,0.0,,0.0,,0.0
2013-08-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,121705.27,,0.12,0.0,,0.0,,0.0
2013-08-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,122343.91,,0.12,0.0,,0.0,,0.0
2013-08-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,122414.87,,0.12,0.0,,0.0,,0.0
2013-08-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,123284.13,,0.12,0.0,,0.0,,0.0
2013-08-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,121208.55,,0.12,0.0,,0.0,,0.0
2013-08-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,121075.5,,0.12,0.0,,0.0,,0.0
2013-08-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,122476.96,,0.12,0.0,,0.0,,0.0
2013-08-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,121607.7,,0.12,0.0,,0.0,,0.0
2013-09-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,123363.96,,0.12,0.0,,0.0,,0.0
2013-09-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,123151.08,,0.12,0.0,,0.0,,0.0
2013-09-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,123488.14,,0.12,0.0,,0.0,,0.0
2013-09-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,124729.94,,0.12,0.0,,0.0,,0.0
2013-09-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,125067.0,,0.12,0.0,,0.0,,0.0
2013-09-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,887.0,124996.04,,0.13,0.0,,0.0,,0.0
