,ALBKK FP Equity_DX_SI_QTY,ALBKK FP Equity_DX_SHORT_INTEREST_VALUE,ALBKK FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALBKK FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALBKK FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALBKK FP Equity_DX_SI_MV,ALBKK FP Equity_DX_DSS,ALBKK FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALBKK FP Equity_DX_SUPPLY_SI_QTY,ALBKK FP Equity_DX_BROKER_SI_QTY,ALBKK FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALBKK FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALBKK FP Equity_DX_BROKER_SI_MV_INC_x,ALBKK FP Equity_DX_BROKER_SI_QTY_ADD,ALBKK FP Equity_DX_SUPPLY_SI_MV_DEC,ALBKK FP Equity_DX_BROKER_SI_QTY_INC,ALBKK FP Equity_DX_SUPPLY_SI_QTY_DEC,ALBKK FP Equity_DX_BROKER_SI_MV_INC_y,ALBKK FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALBKK FP Equity_DX_BROKER_SI_MV_ADD,ALBKK FP Equity_DX_SUPPLY_SI_QTY_ADD,ALBKK FP Equity_DX_BROKER_SI_QTY_DEC,ALBKK FP Equity_DX_SUPPLY_SI_MV,ALBKK FP Equity_DX_BROKER_SI_MV_DEC,ALBKK FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALBKK FP Equity_DX_UTILIZATION_QUANTITY,ALBKK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALBKK FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALBKK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALBKK FP Equity_DX_ACTIVE_UTILIZATION_MV,ALBKK FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALBKK FP Equity_DX_BROKER_SI_CON_RATIO,ALBKK FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALBKK FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3947.0,41048.8,0.04,0.0,,0.0,,0.0
2021-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3521.0,35210.0,0.04,0.0,,0.0,,0.0
2021-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3521.0,35562.1,0.04,0.0,,0.0,,0.0
2021-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3521.0,35914.2,0.04,0.0,,0.0,,0.0
2021-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3521.0,36266.3,0.04,0.0,,0.0,,0.0
2021-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3521.0,36618.4,0.04,0.0,,0.0,,0.0
2021-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3521.0,42252.0,0.04,0.0,,0.0,,0.0
2021-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3521.0,44716.7,0.04,0.0,,0.0,,0.0
2021-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39987.5,0.04,0.0,,0.0,,0.0
2021-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39987.5,0.04,0.0,,0.0,,0.0
2021-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39027.8,0.04,0.0,,0.0,,0.0
2021-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39027.8,0.04,0.0,,0.0,,0.0
2021-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,40627.3,0.04,0.0,,0.0,,0.0
2021-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,40947.2,0.04,0.0,,0.0,,0.0
2021-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39987.5,0.04,0.0,,0.0,,0.0
2021-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39667.6,0.04,0.0,,0.0,,0.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39987.5,0.04,0.0,,0.0,,0.0
2021-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39987.5,0.04,0.0,,0.0,,0.0
2021-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,37108.4,0.04,0.0,,0.0,,0.0
2021-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,37748.2,0.04,0.0,,0.0,,0.0
2021-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,38068.1,0.04,0.0,,0.0,,0.0
2021-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39987.5,0.04,0.0,,0.0,,0.0
2021-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,38707.9,0.04,0.0,,0.0,,0.0
2021-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39027.8,0.04,0.0,,0.0,,0.0
2021-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,38388.0,0.04,0.0,,0.0,,0.0
2021-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,37108.4,0.04,0.0,,0.0,,0.0
2021-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,37748.2,0.04,0.0,,0.0,,0.0
2021-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,38068.1,0.04,0.0,,0.0,,0.0
2021-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,37748.2,0.04,0.0,,0.0,,0.0
2021-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,37748.2,0.04,0.0,,0.0,,0.0
2021-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,37108.4,0.04,0.0,,0.0,,0.0
2021-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,37428.3,0.04,0.0,,0.0,,0.0
2021-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,34869.1,0.03,0.0,,0.0,,0.0
2021-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,35508.9,0.04,0.0,,0.0,,0.0
2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,36148.7,0.04,0.0,,0.0,,0.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,36468.6,0.04,0.0,,0.0,,0.0
2021-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,35828.8,0.04,0.0,,0.0,,0.0
2021-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39027.8,0.04,0.0,,0.0,,0.0
2021-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,37748.2,0.04,0.0,,0.0,,0.0
2021-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,36788.5,0.04,0.0,,0.0,,0.0
2021-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,37108.4,0.04,0.0,,0.0,,0.0
2021-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,36788.5,0.04,0.0,,0.0,,0.0
2021-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,36788.5,0.04,0.0,,0.0,,0.0
2021-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,37748.2,0.04,0.0,,0.0,,0.0
2021-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,37748.2,0.04,0.0,,0.0,,0.0
2021-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,38068.1,0.04,0.0,,0.0,,0.0
2021-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39347.7,0.04,0.0,,0.0,,0.0
2021-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39667.6,0.04,0.0,,0.0,,0.0
2021-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,38388.0,0.04,0.0,,0.0,,0.0
2021-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39027.8,0.04,0.0,,0.0,,0.0
2021-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39347.7,0.04,0.0,,0.0,,0.0
2021-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39027.8,0.04,0.0,,0.0,,0.0
2021-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39027.8,0.04,0.0,,0.0,,0.0
2021-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,38068.1,0.04,0.0,,0.0,,0.0
2021-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,36788.5,0.04,0.0,,0.0,,0.0
2021-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,37108.4,0.04,0.0,,0.0,,0.0
2021-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,37108.4,0.04,0.0,,0.0,,0.0
2021-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,38068.1,0.04,0.0,,0.0,,0.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,40947.2,0.04,0.0,,0.0,,0.0
2021-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,40947.2,0.04,0.0,,0.0,,0.0
2021-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,40947.2,0.04,0.0,,0.0,,0.0
2021-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,41587.0,0.04,0.0,,0.0,,0.0
2021-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,41267.1,0.04,0.0,,0.0,,0.0
2021-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39987.5,0.04,0.0,,0.0,,0.0
2021-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,40627.3,0.04,0.0,,0.0,,0.0
2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,41906.9,0.04,0.0,,0.0,,0.0
2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,42226.8,0.04,0.0,,0.0,,0.0
2021-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,41587.0,0.04,0.0,,0.0,,0.0
2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39987.5,0.04,0.0,,0.0,,0.0
2021-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39667.6,0.04,0.0,,0.0,,0.0
2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39347.7,0.04,0.0,,0.0,,0.0
2021-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,38388.0,0.04,0.0,,0.0,,0.0
2021-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,38388.0,0.04,0.0,,0.0,,0.0
2021-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,38388.0,0.04,0.0,,0.0,,0.0
2021-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,38388.0,0.04,0.0,,0.0,,0.0
2021-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,38388.0,0.04,0.0,,0.0,,0.0
2021-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,38388.0,0.04,0.0,,0.0,,0.0
2021-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,38707.9,0.04,0.0,,0.0,,0.0
2021-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,38707.9,0.04,0.0,,0.0,,0.0
2021-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,38707.9,0.04,0.0,,0.0,,0.0
2021-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39347.7,0.04,0.0,,0.0,,0.0
2021-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39027.8,0.04,0.0,,0.0,,0.0
2021-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39027.8,0.04,0.0,,0.0,,0.0
2021-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39027.8,0.04,0.0,,0.0,,0.0
2021-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,38388.0,0.04,0.0,,0.0,,0.0
2021-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,38707.9,0.04,0.0,,0.0,,0.0
2021-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,38707.9,0.04,0.0,,0.0,,0.0
2021-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,38707.9,0.04,0.0,,0.0,,0.0
2021-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,38707.9,0.04,0.0,,0.0,,0.0
2021-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,38707.9,0.04,0.0,,0.0,,0.0
2021-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39027.8,0.04,0.0,,0.0,,0.0
2021-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39347.7,0.04,0.0,,0.0,,0.0
2021-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39027.8,0.04,0.0,,0.0,,0.0
2021-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39027.8,0.04,0.0,,0.0,,0.0
2021-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39987.5,0.04,0.0,,0.0,,0.0
2021-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39987.5,0.04,0.0,,0.0,,0.0
2021-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,40307.4,0.04,0.0,,0.0,,0.0
2021-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,40307.4,0.04,0.0,,0.0,,0.0
2021-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,40627.3,0.04,0.0,,0.0,,0.0
2021-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,40947.2,0.04,0.0,,0.0,,0.0
2021-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,40947.2,0.04,0.0,,0.0,,0.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,41587.0,0.04,0.0,,0.0,,0.0
2021-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,41587.0,0.04,0.0,,0.0,,0.0
2021-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,41587.0,0.04,0.0,,0.0,,0.0
2021-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,41587.0,0.04,0.0,,0.0,,0.0
2021-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,41906.9,0.04,0.0,,0.0,,0.0
2021-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,42226.8,0.04,0.0,,0.0,,0.0
2021-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,42546.7,0.04,0.0,,0.0,,0.0
2021-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,41906.9,0.04,0.0,,0.0,,0.0
2021-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,41587.0,0.04,0.0,,0.0,,0.0
2021-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,40627.3,0.04,0.0,,0.0,,0.0
2021-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,41587.0,0.04,0.0,,0.0,,0.0
2021-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,41906.9,0.04,0.0,,0.0,,0.0
2021-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,41587.0,0.04,0.0,,0.0,,0.0
2021-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,41587.0,0.04,0.0,,0.0,,0.0
2021-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,41587.0,0.04,0.0,,0.0,,0.0
2021-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,41587.0,0.04,0.0,,0.0,,0.0
2021-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,41587.0,0.04,0.0,,0.0,,0.0
2021-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,41267.1,0.04,0.0,,0.0,,0.0
2021-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39987.5,0.04,0.0,,0.0,,0.0
2021-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39667.6,0.04,0.0,,0.0,,0.0
2021-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39667.6,0.04,0.0,,0.0,,0.0
2021-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39667.6,0.04,0.0,,0.0,,0.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39667.6,0.04,0.0,,0.0,,0.0
2021-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39667.6,0.04,0.0,,0.0,,0.0
2021-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39987.5,0.04,0.0,,0.0,,0.0
2021-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,39987.5,0.04,0.0,,0.0,,0.0
2021-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,40627.3,0.04,0.0,,0.0,,0.0
2021-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3199.0,40627.3,0.04,0.0,,0.0,,0.0
