,EMBI FP Equity_DX_SI_QTY,EMBI FP Equity_DX_SHORT_INTEREST_VALUE,EMBI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EMBI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EMBI FP Equity_DX_SI_MV,EMBI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EMBI FP Equity_DX_SUPPLY_SI_QTY,EMBI FP Equity_DX_BROKER_SI_QTY,EMBI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EMBI FP Equity_DX_SUPPLY_SI_QTY_INC_x,EMBI FP Equity_DX_BROKER_SI_MV_INC_x,EMBI FP Equity_DX_BROKER_SI_QTY_ADD,EMBI FP Equity_DX_SUPPLY_SI_MV_DEC,EMBI FP Equity_DX_BROKER_SI_QTY_INC,EMBI FP Equity_DX_SUPPLY_SI_QTY_DEC,EMBI FP Equity_DX_BROKER_SI_MV_INC_y,EMBI FP Equity_DX_SUPPLY_SI_QTY_INC_y,EMBI FP Equity_DX_BROKER_SI_MV_ADD,EMBI FP Equity_DX_SUPPLY_SI_QTY_ADD,EMBI FP Equity_DX_BROKER_SI_QTY_DEC,EMBI FP Equity_DX_SUPPLY_SI_MV,EMBI FP Equity_DX_BROKER_SI_MV_DEC,EMBI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EMBI FP Equity_DX_UTILIZATION_QUANTITY,EMBI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EMBI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EMBI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EMBI FP Equity_DX_ACTIVE_UTILIZATION_MV,EMBI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EMBI FP Equity_DX_BROKER_SI_CON_RATIO,EMBI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EMBI FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,8282884.42,8.56,0.0,,0.0,,0.0
2022-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,8309439.89,8.56,0.0,,0.0,,0.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,8316619.39,8.56,0.0,,0.0,,0.0
2022-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,8378120.81,8.56,0.0,,0.0,,0.0
2022-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,8343434.35,8.56,0.0,,0.0,,0.0
2022-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,8264719.45,8.56,0.0,,0.0,,0.0
2022-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,8256155.96,8.56,0.0,,0.0,,0.0
2022-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,8237212.48,8.56,0.0,,0.0,,0.0
2022-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,8272504.44,8.56,0.0,,0.0,,0.0
2022-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,8241450.97,8.56,0.0,,0.0,,0.0
2022-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,8160141.07,8.56,0.0,,0.0,,0.0
2022-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,8133066.6,8.56,0.0,,0.0,,0.0
2022-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,8206418.51,8.56,0.0,,0.0,,0.0
2022-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,8191540.53,8.56,0.0,,0.0,,0.0
2022-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,8156248.57,8.56,0.0,,0.0,,0.0
2022-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,8162736.06,8.56,0.0,,0.0,,0.0
2022-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,8140332.59,8.56,0.0,,0.0,,0.0
2022-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,8043020.2,8.56,0.0,,0.0,,0.0
2022-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,8043020.2,8.56,0.0,,0.0,,0.0
2022-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,8043020.2,8.56,0.0,,0.0,,0.0
2022-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7908858.86,8.56,0.0,,0.0,,0.0
2022-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7908858.86,8.56,0.0,,0.0,,0.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7908858.86,8.56,0.0,,0.0,,0.0
2022-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7908858.86,8.56,0.0,,0.0,,0.0
2022-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7908858.86,8.56,0.0,,0.0,,0.0
2022-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7908858.86,8.56,0.0,,0.0,,0.0
2022-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7908858.86,8.56,0.0,,0.0,,0.0
2022-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7448073.89,8.56,0.0,,0.0,,0.0
2022-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7575228.74,8.56,0.0,,0.0,,0.0
2022-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7579207.74,8.56,0.0,,0.0,,0.0
2022-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7604379.21,8.56,0.0,,0.0,,0.0
2022-03-14,107000.0,934709.2,28.31,6.16,0.94,467354.6,53500.0,53500.0,467354.6,,,53500.0,,,,,,0.47,53500.0,,0.47,,6.18,6.18,811499.0,7088930.66,7.13,6.18,,1.0,100.0,0.1237
2022-03-15,107000.0,937416.3,28.0,6.16,0.94,468708.15,53500.0,53500.0,468708.15,,,,,,,,,,,,0.47,,6.18,6.18,811499.0,7109461.59,7.09,6.18,,1.0,100.0,0.1237
2022-03-16,53500.0,473533.85,13.55,3.08,0.47,473533.85,0.0,53500.0,0.0,,,,0.47,,53500.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0619
2022-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,53500.0,0.0,0.47,0.0,0.0,864999.0,7656192.65,7.66,0.0,,0.0,,0.0
2022-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7656192.65,7.81,0.0,,0.0,,0.0
2022-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7656192.65,7.79,0.0,,0.0,,0.0
2022-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7648753.66,7.79,0.0,,0.0,,0.0
2022-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7652300.15,7.65,0.0,,0.0,,0.0
2022-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7630761.68,7.65,0.0,,0.0,,0.0
2022-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7644342.16,7.64,0.0,,0.0,,0.0
2022-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7638200.67,7.64,0.0,,0.0,,0.0
2022-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7798657.98,7.64,0.0,,0.0,,0.0
2022-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7797100.99,7.8,0.0,,0.0,,0.0
2022-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7816217.46,7.8,0.0,,0.0,,0.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7778071.01,7.78,0.0,,0.0,,0.0
2022-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7823656.46,7.78,0.0,,0.0,,0.0
2022-04-05,328000.0,2941143.2,105.44,19.44,2.96,1470571.6,164000.0,164000.0,1470571.6,,,164000.0,,,,,,1.47,164000.0,,1.48,,18.96,18.96,700999.0,6285787.93,6.34,18.96,,1.0,100.0,0.3792
2022-04-06,328000.0,2906539.2,118.0,19.44,2.92,1453269.6,164000.0,164000.0,1453269.6,,,,,,,,,,,,1.45,,18.96,18.96,700999.0,6211832.54,6.21,18.96,,1.0,100.0,0.3792
2022-04-07,164000.0,1455024.4,56.49,8.47,1.45,1455024.4,0.0,164000.0,0.0,,,,1.45,,164000.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1896
2022-04-08,164000.0,1450481.6,56.49,8.47,1.46,1450481.6,0.0,164000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1896
2022-04-11,164000.0,1441100.8,77.7,8.47,1.45,1441100.8,0.0,164000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1896
2022-04-12,164000.0,1447201.6,73.81,8.47,1.43,1447201.6,0.0,164000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1896
2022-04-13,164000.0,1439920.0,65.07,8.47,1.46,1439920.0,0.0,164000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1896
2022-04-14,382800.0,3336829.32,149.4,19.76,3.35,1668414.66,191400.0,191400.0,1668414.66,,0.21,,,27400.0,,0.21,,,191400.0,,1.68,,22.13,22.13,673599.0,5871695.12,5.91,22.13,,1.0,100.0,0.4425
2022-04-15,382800.0,3336829.32,149.4,19.76,3.34,1668414.66,191400.0,191400.0,1668414.66,,,,,,,,,,,,1.67,,22.13,22.13,673599.0,5871695.12,5.87,22.13,,1.0,100.0,0.4425
2022-04-18,382800.0,3336829.32,149.4,19.76,3.33,1668414.66,191400.0,191400.0,1668414.66,,,,,,,,,,,,1.67,,22.13,22.13,673599.0,5871695.12,5.87,22.13,,1.0,100.0,0.4425
2022-04-19,482000.0,4182699.6,188.11,24.03,4.2,2921815.26,145300.0,336700.0,1260884.34,,1.27,,0.4,145300.0,46100.0,1.27,,,,,1.27,,16.8,16.8,719699.0,6245403.98,6.27,16.8,,1.0,100.0,0.5572
2022-04-20,145300.0,1265766.42,55.8,6.9,1.27,1265766.42,0.0,145300.0,0.0,,,,1.27,,145300.0,,,,,191400.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.168
2022-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,145300.0,0.0,1.27,0.0,0.0,864999.0,7522031.3,7.54,0.0,,0.0,,0.0
2022-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7459491.88,7.46,0.0,,0.0,,0.0
2022-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7389080.96,7.46,0.0,,0.0,,0.0
2022-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7470131.36,7.47,0.0,,0.0,,0.0
2022-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7355173.0,7.47,0.0,,0.0,,0.0
2022-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7390464.96,7.36,0.0,,0.0,,0.0
2022-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7387437.46,7.39,0.0,,0.0,,0.0
2022-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7231132.14,7.39,0.0,,0.0,,0.0
2022-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7298515.56,7.23,0.0,,0.0,,0.0
2022-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7319275.54,7.32,0.0,,0.0,,0.0
2022-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7374548.97,7.32,0.0,,0.0,,0.0
2022-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7247394.12,7.25,0.0,,0.0,,0.0
2022-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7246875.12,7.25,0.0,,0.0,,0.0
2022-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7198867.68,7.17,0.0,,0.0,,0.0
2022-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7243242.13,7.2,0.0,,0.0,,0.0
2022-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7223866.15,7.24,0.0,,0.0,,0.0
2022-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7253016.62,7.25,0.0,,0.0,,0.0
2022-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7236235.63,7.24,0.0,,0.0,,0.0
2022-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7195840.18,7.2,0.0,,0.0,,0.0
2022-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7183557.2,7.2,0.0,,0.0,,0.0
2022-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7213399.66,7.18,0.0,,0.0,,0.0
2022-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7238311.63,7.24,0.0,,0.0,,0.0
2022-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7264002.1,7.22,0.0,,0.0,,0.0
2022-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7287789.57,7.26,0.0,,0.0,,0.0
2022-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7321351.54,7.29,0.0,,0.0,,0.0
2022-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7399806.95,7.33,0.0,,0.0,,0.0
2022-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7436742.4,7.44,0.0,,0.0,,0.0
2022-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864999.0,7417193.43,7.44,0.0,,0.0,,0.0
2022-05-31,53600.0,461002.88,14.45,2.55,0.46,230501.44,26800.0,26800.0,230501.44,,,26800.0,,,,,,0.23,26800.0,,0.23,,3.1,3.1,838199.0,7209181.96,7.19,3.1,,1.0,100.0,0.062
2022-06-01,78800.0,671439.04,21.23,3.91,0.67,335719.52,39400.0,39400.0,335719.52,12600.0,0.11,,,12600.0,,0.11,12600.0,,,,0.34,,4.55,4.55,825599.0,7034763.96,7.02,4.55,,1.0,100.0,0.0911
2022-06-02,78800.0,670966.24,21.23,3.91,0.67,335483.12,39400.0,39400.0,335483.12,,,,,,,,,,,,0.34,,4.55,4.55,825599.0,7029810.37,7.03,4.55,,1.0,100.0,0.0911
2022-06-03,78800.0,671525.72,22.51,3.91,0.67,335762.86,39400.0,39400.0,335762.86,,,,,,,,,,,,0.34,,4.55,4.55,825599.0,7035672.12,7.04,4.55,,1.0,100.0,0.0911
2022-06-06,78800.0,666781.96,22.51,3.91,0.67,333390.98,39400.0,39400.0,333390.98,,,,,,,,,,,,0.34,,4.55,4.55,825599.0,6985971.06,7.07,4.55,,1.0,100.0,0.0911
2022-06-07,78800.0,667554.2,22.23,3.91,0.67,333777.1,39400.0,39400.0,333777.1,,,,,,,,,,,,0.33,,4.55,4.55,825599.0,6994061.93,6.99,4.55,,1.0,100.0,0.0911
2022-06-08,78800.0,664331.28,22.48,3.91,0.67,332165.64,39400.0,39400.0,332165.64,,,,,,,,,,,,0.33,,4.55,4.55,825600.0,6960303.36,6.99,4.55,,1.0,100.0,0.0911
2022-06-09,78800.0,659879.08,24.73,3.91,0.66,329939.54,39400.0,39400.0,329939.54,,,,,,,,,,,,0.33,,4.55,4.55,825600.0,6913656.96,6.96,4.55,,1.0,100.0,0.0911
