,MLPET FP Equity_DX_SI_QTY,MLPET FP Equity_DX_SHORT_INTEREST_VALUE,MLPET FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLPET FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLPET FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLPET FP Equity_DX_SI_MV,MLPET FP Equity_DX_DSS,MLPET FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLPET FP Equity_DX_SUPPLY_SI_QTY,MLPET FP Equity_DX_BROKER_SI_QTY,MLPET FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLPET FP Equity_DX_SUPPLY_SI_QTY_ADD,MLPET FP Equity_DX_SUPPLY_SI_MV,MLPET FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLPET FP Equity_DX_UTILIZATION_QUANTITY,MLPET FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLPET FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLPET FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLPET FP Equity_DX_ACTIVE_UTILIZATION_MV,MLPET FP Equity_DX_BROKER_SI_CON_RATIO,MLPET FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MLPET FP Equity_DX_DEMAND_SUPPLY_RATIO,MLPET FP Equity_PX_LAST
2025-01-03,,,,,,,,,,,,,,,,,,,,,,,4.5
2025-01-06,,,,,,,,,,,,,,,,,,,,,,,5.1
2025-01-07,,,,,,,,,,,,,,,,,,,,,,,4.9
2025-01-08,,,,,,,,,,,,,,,,,,,,,,,5.0
2025-01-09,,,,,,,,,,,,,,,,,,,,,,,5.1
2025-01-10,,,,,,,,,,,,,,,,,,,,,,,5.1
2025-01-13,,,,,,,,,,,,,,,,,,,,,,,5.1
2025-01-14,,,,,,,,,,,,,,,,,,,,,,,5.1
2025-01-15,,,,,,,,,,,,,,,,,,,,,,,5.1
2025-01-16,,,,,,,,,,,,,,,,,,,,,,,5.1
2025-01-17,,,,,,,,,,,,,,,,,,,,,,,5.1
2025-01-20,,,,,,,,,,,,,,,,,,,,,,,5.1
2025-01-21,,,,,,,,,,,,,,,,,,,,,,,5.1
2025-01-22,,,,,,,,,,,,,,,,,,,,,,,5.1
2025-01-23,,,,,,,,,,,,,,,,,,,,,,,5.1
2025-01-24,,,,,,,,,,,,,,,,,,,,,,,5.1
2025-01-27,,,,,,,,,,,,,,,,,,,,,,,5.1
2025-01-28,,,,,,,,,,,,,,,,,,,,,,,5.1
2025-01-29,,,,,,,,,,,,,,,,,,,,,,,4.3
2025-01-30,,,,,,,,,,,,,,,,,,,,,,,4.9
2025-01-31,,,,,,,,,,,,,,,,,,,,,,,4.9
2025-02-03,,,,,,,,,,,,,,,,,,,,,,,4.9
2025-02-04,,,,,,,,,,,,,,,,,,,,,,,4.9
2025-02-05,,,,,,,,,,,,,,,,,,,,,,,4.9
2025-02-06,,,,,,,,,,,,,,,,,,,,,,,4.9
2025-02-07,,,,,,,,,,,,,,,,,,,,,,,4.6
2025-02-10,,,,,,,,,,,,,,,,,,,,,,,4.9
2025-02-11,,,,,,,,,,,,,,,,,,,,,,,4.9
2025-02-12,,,,,,,,,,,,,,,,,,,,,,,4.9
2025-02-13,,,,,,,,,,,,,,,,,,,,,,,4.9
2025-02-14,,,,,,,,,,,,,,,,,,,,,,,4.8
2025-02-17,,,,,,,,,,,,,,,,,,,,,,,4.8
2025-02-18,,,,,,,,,,,,,,,,,,,,,,,4.68
2025-02-19,,,,,,,,,,,,,,,,,,,,,,,4.8
2025-02-20,,,,,,,,,,,,,,,,,,,,,,,4.8
2025-02-21,,,,,,,,,,,,,,,,,,,,,,,4.8
2025-02-24,,,,,,,,,,,,,,,,,,,,,,,4.8
2025-02-25,,,,,,,,,,,,,,,,,,,,,,,4.8
2025-02-26,,,,,,,,,,,,,,,,,,,,,,,4.8
2025-02-27,,,,,,,,,,,,,,,,,,,,,,,4.8
2025-02-28,,,,,,,,,,,,,,,,,,,,,,,4.8
2025-03-03,,,,,,,,,,,,,,,,,,,,,,,4.0
2025-03-04,,,,,,,,,,,,,,,,,,,,,,,4.2
2025-03-05,,,,,,,,,,,,,,,,,,,,,,,4.5
2025-03-06,,,,,,,,,,,,,,,,,,,,,,,4.8
2025-03-07,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-03-10,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-03-11,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-03-12,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-03-13,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-03-14,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-03-17,,,,,,,,,,,,,,,,,,,,,,,4.8
2025-03-18,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-03-19,,,,,,,,,,,,,,,,,,,,,,,4.8
2025-03-20,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-03-21,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-03-24,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-03-25,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-03-26,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-03-27,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-03-28,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-03-31,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-04-01,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-04-02,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-04-03,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-04-04,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-04-07,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-04-08,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-04-09,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-04-10,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-04-11,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-04-14,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-04-15,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-04-16,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-04-17,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-04-22,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-04-23,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-04-24,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-04-25,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-04-28,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-04-29,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-04-30,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-05-02,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-05-05,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-05-06,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-05-07,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-05-08,,,,,,,,,,,,,,,,,,,,,,,4.6
2025-05-09,,,,,,,,,,,,,,,,,,,,,,,4.6
2025-05-12,,,,,,,,,,,,,,,,,,,,,,,4.6
2025-05-13,,,,,,,,,,,,,,,,,,,,,,,4.6
2025-05-14,,,,,,,,,,,,,,,,,,,,,,,4.6
2025-05-15,,,,,,,,,,,,,,,,,,,,,,,4.6
2025-05-16,,,,,,,,,,,,,,,,,,,,,,,4.6
2025-05-19,,,,,,,,,,,,,,,,,,,,,,,4.6
2025-05-20,10.0,46.0,0.0,0.45,0.0,0.0,0.0,0.0,10.0,0.0,46.0,10.0,0.0,100.0,0.18,0.0,0.0,0.0,100.0,1.0,100.0,0.0018,4.6
2025-05-21,10.0,46.0,0.0,0.45,0.0,0.0,0.0,0.0,10.0,0.0,46.0,,0.0,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,4.6
2025-05-22,10.0,42.4,0.0,0.45,0.0,0.0,0.0,0.0,10.0,0.0,42.4,,0.0,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,4.24
2025-05-23,10.0,42.4,0.0,0.45,0.0,0.0,0.0,0.0,10.0,0.0,42.4,,0.0,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,4.24
2025-05-26,10.0,44.0,0.0,0.45,0.0,0.0,0.0,0.0,10.0,0.0,44.0,,0.0,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,4.4
2025-05-27,10.0,46.0,0.0,0.41,0.0,0.0,0.0,0.0,10.0,0.0,46.0,,0.0,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,4.6
2025-05-28,,,,,,,,,,,,,,,,,,,,,,,4.96
2025-05-29,,,,,,,,,,,,,,,,,,,,,,,5.15
2025-05-30,,,,,,,,,,,,,,,,,,,,,,,5.6
2025-06-02,,,,,,,,,,,,,,,,,,,,,,,6.05
2025-06-03,,,,,,,,,,,,,,,,,,,,,,,6.15
2025-06-04,,,,,,,,,,,,,,,,,,,,,,,6.55
2025-06-05,,,,,,,,,,,,,,,,,,,,,,,6.6
2025-06-06,,,,,,,,,,,,,,,,,,,,,,,6.6
2025-06-09,,,,,,,,,,,,,,,,,,,,,,,5.6
2025-06-10,,,,,,,,,,,,,,,,,,,,,,,5.5
2025-06-11,,,,,,,,,,,,,,,,,,,,,,,5.5
2025-06-12,,,,,,,,,,,,,,,,,,,,,,,5.05
2025-06-13,,,,,,,,,,,,,,,,,,,,,,,5.35
2025-06-16,,,,,,,,,,,,,,,,,,,,,,,5.45
2025-06-17,,,,,,,,,,,,,,,,,,,,,,,5.4
2025-06-18,,,,,,,,,,,,,,,,,,,,,,,5.5
2025-06-19,,,,,,,,,,,,,,,,,,,,,,,5.6
2025-06-20,,,,,,,,,,,,,,,,,,,,,,,5.55
2025-06-23,,,,,,,,,,,,,,,,,,,,,,,5.35
2025-06-24,,,,,,,,,,,,,,,,,,,,,,,5.1
2025-06-25,,,,,,,,,,,,,,,,,,,,,,,5.0
2025-06-26,,,,,,,,,,,,,,,,,,,,,,,4.9
2025-06-27,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-06-30,,,,,,,,,,,,,,,,,,,,,,,4.6
2025-07-01,,,,,,,,,,,,,,,,,,,,,,,4.6
2025-07-02,,,,,,,,,,,,,,,,,,,,,,,4.5
2025-07-03,,,,,,,,,,,,,,,,,,,,,,,4.56
2025-07-04,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-07-07,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-07-08,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-07-09,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-07-10,,,,,,,,,,,,,,,,,,,,,,,4.7
2025-07-11,,,,,,,,,,,,,,,,,,,,,,,4.52
2025-07-14,,,,,,,,,,,,,,,,,,,,,,,4.6
2025-07-15,,,,,,,,,,,,,,,,,,,,,,,4.5
2025-07-16,,,,,,,,,,,,,,,,,,,,,,,4.5
2025-07-17,,,,,,,,,,,,,,,,,,,,,,,4.5
2025-07-18,,,,,,,,,,,,,,,,,,,,,,,4.5
2025-07-21,,,,,,,,,,,,,,,,,,,,,,,4.34
2025-07-22,,,,,,,,,,,,,,,,,,,,,,,4.2
2025-07-23,,,,,,,,,,,,,,,,,,,,,,,4.2
2025-07-24,,,,,,,,,,,,,,,,,,,,,,,4.2
2025-07-25,,,,,,,,,,,,,,,,,,,,,,,4.2
2025-07-28,,,,,,,,,,,,,,,,,,,,,,,4.2
2025-07-29,,,,,,,,,,,,,,,,,,,,,,,4.22
2025-07-30,,,,,,,,,,,,,,,,,,,,,,,4.8
2025-07-31,,,,,,,,,,,,,,,,,,,,,,,4.68
2025-08-01,,,,,,,,,,,,,,,,,,,,,,,4.68
2025-08-04,,,,,,,,,,,,,,,,,,,,,,,4.78
2025-08-05,,,,,,,,,,,,,,,,,,,,,,,6.1
2025-08-06,,,,,,,,,,,,,,,,,,,,,,,5.2
2025-08-07,,,,,,,,,,,,,,,,,,,,,,,5.95
2025-08-08,,,,,,,,,,,,,,,,,,,,,,,4.9
2025-08-11,,,,,,,,,,,,,,,,,,,,,,,5.5
2025-08-12,,,,,,,,,,,,,,,,,,,,,,,5.45
2025-08-13,,,,,,,,,,,,,,,,,,,,,,,5.45
2025-08-14,,,,,,,,,,,,,,,,,,,,,,,4.82
2025-08-15,,,,,,,,,,,,,,,,,,,,,,,4.8
2025-08-18,,,,,,,,,,,,,,,,,,,,,,,5.0
2025-08-19,,,,,,,,,,,,,,,,,,,,,,,5.05
2025-08-20,,,,,,,,,,,,,,,,,,,,,,,5.05
2025-08-21,,,,,,,,,,,,,,,,,,,,,,,5.15
2025-08-22,,,,,,,,,,,,,,,,,,,,,,,5.15
2025-08-25,,,,,,,,,,,,,,,,,,,,,,,5.15
2025-08-26,,,,,,,,,,,,,,,,,,,,,,,5.15
2025-08-27,,,,,,,,,,,,,,,,,,,,,,,5.1
2025-08-28,,,,,,,,,,,,,,,,,,,,,,,5.45
2025-08-29,,,,,,,,,,,,,,,,,,,,,,,5.35
