,ALAMA FP Equity_DX_SI_QTY,ALAMA FP Equity_DX_SHORT_INTEREST_VALUE,ALAMA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALAMA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALAMA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALAMA FP Equity_DX_SI_MV,ALAMA FP Equity_DX_DSS,ALAMA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALAMA FP Equity_DX_SUPPLY_SI_QTY,ALAMA FP Equity_DX_BROKER_SI_QTY,ALAMA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALAMA FP Equity_DX_BROKER_SI_QTY_ADD,ALAMA FP Equity_DX_SUPPLY_SI_MV_DEC,ALAMA FP Equity_DX_SUPPLY_SI_QTY_DEC,ALAMA FP Equity_DX_BROKER_SI_MV_ADD,ALAMA FP Equity_DX_SUPPLY_SI_QTY_ADD,ALAMA FP Equity_DX_BROKER_SI_QTY_DEC,ALAMA FP Equity_DX_SUPPLY_SI_MV,ALAMA FP Equity_DX_BROKER_SI_MV_DEC,ALAMA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALAMA FP Equity_DX_UTILIZATION_QUANTITY,ALAMA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALAMA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALAMA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALAMA FP Equity_DX_ACTIVE_UTILIZATION_MV,ALAMA FP Equity_DX_BROKER_SI_CON_RATIO,ALAMA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALAMA FP Equity_DX_DEMAND_SUPPLY_RATIO,ALAMA FP Equity_PX_LAST
2025-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,20000.0,4300.0,0.0,0.0,0.0,,0.0,0.215
2025-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,20000.0,3820.0,0.0,0.0,0.0,,0.0,0.191
2025-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,20000.0,3890.0,0.0,0.0,0.0,,0.0,0.1945
2025-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,20000.0,3640.0,0.0,0.0,0.0,,0.0,0.182
2025-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,20000.0,3980.0,0.0,0.0,0.0,,0.0,0.199
2025-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,20000.0,3740.0,0.0,0.0,0.0,,0.0,0.187
2025-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,20000.0,4160.0,0.0,0.0,0.0,,0.0,0.208
2025-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,20000.0,3990.0,0.0,0.0,0.0,,0.0,0.1995
2025-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,20000.0,4000.0,0.0,0.0,0.0,,0.0,0.2
2025-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,20000.0,4020.0,0.0,0.0,0.0,,0.0,0.201
2025-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,20000.0,4080.0,0.0,0.0,0.0,,0.0,0.204
2025-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,20000.0,4080.0,0.0,0.0,0.0,,0.0,0.204
2025-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,20000.0,4080.0,0.0,0.0,0.0,,0.0,
2025-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,20000.0,4080.0,0.0,0.0,0.0,,0.0,
2025-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,20000.0,4000.0,0.0,0.0,0.0,,0.0,0.2
2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,20000.0,4100.0,0.0,0.0,0.0,,0.0,0.205
2025-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,20000.0,4080.0,0.0,0.0,0.0,,0.0,0.204
2025-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,20000.0,4080.0,0.0,0.0,0.0,,0.0,0.204
2025-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,20000.0,4100.0,0.0,0.0,0.0,,0.0,0.205
2025-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,20000.0,4200.0,0.0,0.0,0.0,,0.0,0.21
2025-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,20000.0,4520.0,0.0,0.0,0.0,,0.0,0.226
2025-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,20000.0,4520.0,0.0,0.0,0.0,,0.0,
2025-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,20000.0,4200.0,0.0,0.0,0.0,,0.0,0.21
2025-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,20000.0,4200.0,0.0,0.0,0.0,,0.0,0.21
2025-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,35732.0,7575.18,0.01,0.0,0.0,,0.0,0.212
2025-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,20000.0,4200.0,0.0,0.0,0.0,,0.0,0.21
2025-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,20000.0,3900.0,0.0,0.0,0.0,,0.0,0.195
2025-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,27764.0,5511.15,0.01,0.0,0.0,,0.0,0.1985
2025-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,21680.0,4639.52,0.0,0.0,0.0,,0.0,0.214
2025-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,21611.0,4343.81,0.0,0.0,0.0,,0.0,0.201
2025-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,21611.0,4322.2,0.0,0.0,0.0,,0.0,0.2
2025-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,21707.0,4775.54,0.0,0.0,0.0,,0.0,0.22
2025-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,21762.0,5222.88,0.0,0.0,0.0,,0.0,0.24
2025-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,21762.0,4461.21,0.01,0.0,0.0,,0.0,0.205
2025-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,21732.0,4954.9,0.0,0.0,0.0,,0.0,0.228
2025-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9231.0,2076.98,0.0,0.0,0.0,,0.0,0.225
2025-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9325.0,2098.13,0.0,0.0,0.0,,0.0,0.225
2025-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9325.0,1865.0,0.0,0.0,0.0,,0.0,0.2
2025-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9325.0,1818.38,0.0,0.0,0.0,,0.0,0.195
2025-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9325.0,1958.25,0.0,0.0,0.0,,0.0,0.21
2025-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9325.0,1911.63,0.0,0.0,0.0,,0.0,0.205
2025-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4860.0,996.3,0.0,0.0,0.0,,0.0,0.205
2025-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4860.0,1156.68,0.0,0.0,0.0,,0.0,0.238
2025-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4876.0,1219.0,0.0,0.0,0.0,,0.0,0.25
2025-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,897.0,0.0,0.0,0.0,,0.0,0.299
2025-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,870.0,0.0,0.0,0.0,,0.0,0.29
2025-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,819.0,0.0,0.0,0.0,,0.0,0.273
2025-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3078.0,831.06,0.0,0.0,0.0,,0.0,0.27
2025-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4078.0,1117.37,0.0,0.0,0.0,,0.0,0.274
2025-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4297.0,1168.78,0.0,0.0,0.0,,0.0,0.272
2025-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4323.0,1171.53,0.0,0.0,0.0,,0.0,0.271
2025-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4323.0,1046.17,0.0,0.0,0.0,,0.0,0.242
2025-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4323.0,1037.52,0.0,0.0,0.0,,0.0,0.24
2025-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4361.0,1129.5,0.0,0.0,0.0,,0.0,0.259
2025-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4361.0,1046.64,0.0,0.0,0.0,,0.0,0.24
2025-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4411.0,1120.39,0.0,0.0,0.0,,0.0,0.254
2025-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4458.0,1199.2,0.0,0.0,0.0,,0.0,0.269
2025-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3272.0,880.17,0.0,0.0,0.0,,0.0,0.269
2025-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3964.0,1086.14,0.0,0.0,0.0,,0.0,0.274
2025-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5091.0,1318.57,0.0,0.0,0.0,,0.0,0.259
2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5091.0,1298.21,0.0,0.0,0.0,,0.0,0.255
2025-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,8609.0,2117.81,0.0,0.0,0.0,,0.0,0.246
2025-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,8523.0,2062.57,0.0,0.0,0.0,,0.0,0.242
2025-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,8455.0,2012.29,0.0,0.0,0.0,,0.0,0.238
2025-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11455.0,2657.56,0.0,0.0,0.0,,0.0,0.232
2025-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11460.0,2807.7,0.0,0.0,0.0,,0.0,0.245
2025-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7136.0,1712.64,0.0,0.0,0.0,,0.0,0.24
2025-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7136.0,1741.18,0.0,0.0,0.0,,0.0,0.244
2025-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7136.0,1734.05,0.0,0.0,0.0,,0.0,0.243
2025-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7136.0,1712.64,0.0,0.0,0.0,,0.0,0.24
2025-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7136.0,1784.0,0.0,0.0,0.0,,0.0,0.25
2025-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7142.0,1778.36,0.0,0.0,0.0,,0.0,0.249
2025-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7142.0,1749.79,0.0,0.0,0.0,,0.0,0.245
2025-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7126.0,1845.63,0.0,0.0,0.0,,0.0,0.259
2025-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7126.0,1852.76,0.0,0.0,0.0,,0.0,0.26
2025-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7128.0,1917.43,0.0,0.0,0.0,,0.0,0.269
2025-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7106.0,1911.51,0.0,0.0,0.0,,0.0,0.269
2025-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7106.0,1911.51,0.0,0.0,0.0,,0.0,0.269
2025-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7106.0,1932.83,0.0,0.0,0.0,,0.0,0.272
2025-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7126.0,1924.02,0.0,0.0,0.0,,0.0,0.27
2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7330.0,1979.1,0.0,0.0,0.0,,0.0,0.27
2025-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7330.0,1957.11,0.0,0.0,0.0,,0.0,0.267
2025-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7330.0,1927.79,0.0,0.0,0.0,,0.0,0.263
2025-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7330.0,1898.47,0.0,0.0,0.0,,0.0,0.259
2025-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7130.0,1753.98,0.0,0.0,0.0,,0.0,0.246
2025-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5500.0,1584.0,0.0,0.0,0.0,,0.0,0.288
2025-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5500.0,1237.5,0.0,0.0,0.0,,0.0,0.225
2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5500.0,1287.0,0.0,0.0,0.0,,0.0,0.234
2025-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,717.0,0.0,0.0,0.0,,0.0,0.239
2025-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7206.0,1628.56,0.0,0.0,0.0,,0.0,0.226
2025-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7206.0,1715.03,0.0,0.0,0.0,,0.0,0.238
2025-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,6720.0,1673.28,0.0,0.0,0.0,,0.0,0.249
2025-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,6720.0,1572.48,0.0,0.0,0.0,,0.0,0.234
2025-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,6720.0,1606.08,0.0,0.0,0.0,,0.0,0.239
2025-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10982.0,2536.84,0.0,0.0,0.0,,0.0,0.231
2025-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10841.0,2601.84,0.0,0.0,0.0,,0.0,0.24
2025-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10849.0,2701.4,0.0,0.0,0.0,,0.0,0.249
2025-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10868.0,2651.79,0.0,0.0,0.0,,0.0,0.244
2025-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12868.0,3204.13,0.0,0.0,0.0,,0.0,0.249
2025-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12868.0,3217.0,0.0,0.0,0.0,,0.0,0.25
2025-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12868.0,3204.13,0.0,0.0,0.0,,0.0,0.249
2025-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12888.0,3144.67,0.0,0.0,0.0,,0.0,0.244
2025-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12888.0,3222.0,0.0,0.0,0.0,,0.0,0.25
2025-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12888.0,3350.88,0.0,0.0,0.0,,0.0,0.26
2025-08-26,7300.0,1883.4,0.01,0.2,0.01,0.0,0.0,0.0,7300.0,0.0,1883.4,,,,,7300.0,,0.0,,100.0,56.64,0.0,0.0,0.0,100.0,1.0,100.0,0.5664,0.258
2025-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,7300.0,,,,0.0,,0.0,0.0,12893.0,3223.25,0.0,0.0,0.0,,0.0,0.25
2025-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11902.0,3082.62,0.0,0.0,0.0,,0.0,0.259
2025-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11675.0,3035.5,0.0,0.0,0.0,,0.0,0.26
