,VIV FP Equity_DX_SI_QTY,VIV FP Equity_DX_SHORT_INTEREST_VALUE,VIV FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VIV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VIV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VIV FP Equity_DX_SI_MV,VIV FP Equity_DX_DSS,VIV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VIV FP Equity_DX_SUPPLY_SI_QTY,VIV FP Equity_DX_BROKER_SI_QTY,VIV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VIV FP Equity_DX_BROKER_SI_MV_NEW_x,VIV FP Equity_DX_SUPPLY_SI_QTY_NEW_x,VIV FP Equity_DX_SUPPLY_SI_QTY_INC_x,VIV FP Equity_DX_BROKER_SI_MV_INC_x,VIV FP Equity_DX_SUPPLY_SI_MV_NEW,VIV FP Equity_DX_BROKER_SI_QTY_ADD,VIV FP Equity_DX_BROKER_SI_QTY_NEW,VIV FP Equity_DX_SUPPLY_SI_MV_DEC,VIV FP Equity_DX_BROKER_SI_QTY_INC,VIV FP Equity_DX_SUPPLY_SI_QTY_DEC,VIV FP Equity_DX_BROKER_SI_MV_NEW_y,VIV FP Equity_DX_SUPPLY_SI_QTY_NEW_y,VIV FP Equity_DX_BROKER_SI_MV_INC_y,VIV FP Equity_DX_SUPPLY_SI_QTY_INC_y,VIV FP Equity_DX_BROKER_SI_MV_ADD,VIV FP Equity_DX_SUPPLY_SI_QTY_ADD,VIV FP Equity_DX_BROKER_SI_QTY_DEC,VIV FP Equity_DX_SUPPLY_SI_MV,VIV FP Equity_DX_BROKER_SI_MV_DEC,VIV FP Equity_DX_SUPPLY_SI_MV_RMV,VIV FP Equity_DX_BROKER_SI_MV_RMV,VIV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VIV FP Equity_DX_UTILIZATION_QUANTITY,VIV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VIV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VIV FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,VIV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VIV FP Equity_DX_ACTIVE_UTILIZATION_MV,VIV FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VIV FP Equity_DX_BROKER_SI_CON_RATIO,VIV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VIV FP Equity_DX_DEMAND_SUPPLY_RATIO,VIV FP Equity_PX_LAST
2024-09-04,1969436.0,19940539.5,0.3,0.91,0.19,20.53,0.0,16016464.13,1695255.0,1581873.0,17164456.88,,,56900.0,0.11,,,,3.32,10833.0,327928.0,,,0.11,56900.0,,10833.0,327928.0,17.12,3.32,,,1.0,1.0,167740240.0,1698369930.0,,1698.3,1.0,31.33,0.4724,61.04,0.0116,10.125
2024-09-05,1900029.0,19380295.8,0.29,0.91,0.18,19.78,0.0,15427153.2,1568948.0,1512466.0,16003269.6,,,,,,,,1.28,,126307.0,,,,,,,69407.0,15.86,0.81,,,0.93,0.93,167832480.0,1711891296.0,,1701.69,0.92,29.18,0.4987,64.17,0.0112,10.2
2024-09-06,1728635.0,17467856.68,0.27,0.91,0.17,18.03,0.0,13551532.56,1397554.0,1341072.0,14122283.17,,,,,,19991.0,,1.94,,191385.0,,,,,0.2,19991.0,191385.0,14.24,1.91,,,0.82,0.82,168043200.0,1698076536.0,,1711.11,0.83,19.76,0.5507,71.37,0.0102,10.105
2024-09-09,1538120.0,15511940.2,0.24,0.87,0.15,16.08,0.0,13899046.15,1437222.0,1378190.0,14494383.87,,,,2.75,,,,2.33,267301.0,227633.0,,,2.75,,,267301.0,230183.0,14.6,2.35,,,0.85,0.85,168447440.0,1698792432.4,,1707.31,0.85,19.57,0.525,69.52,0.0091,10.085
2024-09-10,1387314.0,13848168.35,0.21,0.81,0.13,14.39,0.0,12251747.09,1287216.0,1227384.0,12848990.11,,,,,,,,1.52,,150006.0,,,,,,,150806.0,12.99,1.57,,,0.76,0.76,168571600.0,1682681711.2,,1699.45,0.76,10.37,0.6151,77.46,0.0082,9.982
2024-09-11,1164347.0,11719152.56,0.18,0.69,0.11,12.2,0.0,10682155.61,1121149.0,1061317.0,11284364.69,,,,,,,,1.67,,166067.0,,,,,,,166067.0,11.2,1.68,,,0.66,0.66,168755440.0,1698523503.6,,1689.69,0.66,5.21,0.7909,88.72,0.0069,10.065
2024-09-12,2186228.0,21783575.79,0.34,1.34,0.21,22.29,0.0,10294784.87,2143030.0,1033198.0,21353150.92,,,481333.0,,,,,0.28,,28119.0,,,,481333.0,,568667.0,28119.0,21.44,0.28,,,1.26,1.26,167461760.0,1668588976.64,,1679.61,1.26,48.29,0.4802,49.68,0.0129,9.964
2024-09-13,2359681.0,23809181.29,0.36,1.46,0.23,24.11,0.0,11301213.69,2229873.0,1120041.0,22499418.57,,,64020.0,,,86843.0,,,,,,,,64020.0,0.87,22823.0,,22.14,,,,1.31,1.31,167486112.0,1689934870.08,,1673.23,1.31,45.21,0.4846,52.92,0.0139,10.09
2024-09-16,2833647.0,28619834.7,0.44,1.8,0.28,29.04,0.0,11603041.6,2700506.0,1148816.0,27275110.6,,,5045.0,0.29,,,,,28775.0,,,,0.29,5045.0,,465588.0,,27.17,,,,1.59,1.59,166979072.0,1686488627.2,,1684.85,1.59,37.32,0.5006,60.1,0.0167,10.1
2024-09-17,2750157.0,27845339.63,0.42,1.82,0.27,28.32,0.0,11422711.13,2618599.0,1128169.0,26513314.88,,,,,,,,0.83,,81907.0,,,,,,,20647.0,26.47,0.2,,,1.54,1.54,167134416.0,1692235962.0,,1691.39,1.54,38.44,0.5037,59.65,0.0162,10.125
2024-09-18,3280863.0,33087503.36,0.51,2.2,0.32,33.67,0.0,12695754.38,3011988.0,1258875.0,30375898.98,,,19005.0,,,140417.0,,0.07,,6611.0,,,,19005.0,1.42,380995.0,9711.0,30.5,0.1,,,1.77,1.77,166817904.0,1682358561.84,,1689.69,1.77,32.0,0.4932,62.36,0.0193,10.085
2024-09-19,3922232.0,40497045.4,0.6,2.69,0.38,40.28,0.0,12460963.73,3880384.0,1206873.0,40064964.8,,,56000.0,,,34608.0,,0.05,,5000.0,,,,56000.0,0.35,817396.0,86610.0,39.09,0.87,,,2.29,2.29,165744800.0,1711315060.0,,1680.04,2.27,27.19,0.5272,67.22,0.0231,10.325
2024-09-20,4837010.0,49264946.85,0.74,3.3,0.47,50.07,0.0,21205302.41,4010124.0,2082013.0,40843112.94,,,75229.0,1.21,,782788.0,,0.34,126261.0,33909.0,,,1.21,75229.0,7.93,88420.0,33909.0,41.24,0.34,,,2.37,2.37,165444736.0,1685054636.16,,1697.2,2.37,24.4,0.5333,68.7,0.0285,10.185
2024-09-23,4944524.0,50359976.94,0.76,3.25,0.48,51.12,0.0,21198183.09,4117638.0,2081314.0,41938143.03,,,108213.0,,,,,0.01,,699.0,,,,108213.0,,,699.0,42.03,0.01,,,2.43,2.43,165188624.0,1682446135.44,,1685.86,2.43,24.53,0.5329,68.63,0.0292,10.185
2024-09-24,13716263.0,143952180.19,2.11,9.09,1.33,140.79,1.0,23178417.4,12769076.0,2208520.0,134011452.62,,,2017235.0,1.11,,16043.0,,0.07,111163.0,5500.0,,,1.11,2017235.0,0.17,6639703.0,,130.23,,,,7.66,7.66,153820896.0,1614350303.52,,1577.01,7.63,8.86,0.7795,87.82,0.0823,10.495
2024-09-25,23118240.0,239736148.8,3.56,15.08,2.24,243.08,1.0,120275470.22,12786236.0,11598406.0,132593267.32,,,27859.0,92.04,,639281.0,,0.31,8750605.0,28638.0,,,92.04,27859.0,6.71,17939.0,,134.15,,,,7.67,7.67,153937312.0,1596329925.44,,1614.15,7.67,5.06,0.8164,90.16,0.1387,10.37
2024-09-26,23133054.0,242781401.73,3.56,14.99,2.25,241.88,1.0,121880733.41,12806849.0,11613219.0,134407880.26,,,20613.0,0.22,,,,,20613.0,,,,0.22,20613.0,,,5800.0,132.94,0.06,,,7.73,7.73,152966080.0,1605379009.6,,1591.85,7.71,5.11,0.8151,90.08,0.1395,10.495
2024-09-27,24375026.0,258740900.99,3.75,15.61,2.37,255.42,1.0,121656699.84,14189238.0,11460829.0,150618761.37,,,1020878.0,,,,,2.58,,263755.0,,,,1020878.0,,625266.0,152390.0,148.96,1.56,,,8.51,8.51,152561424.0,1619439515.76,,1606.24,8.49,4.9,0.8335,91.12,0.1462,10.615
2024-09-30,22668680.0,235300898.4,3.49,15.02,2.2,239.52,1.0,133582628.16,10934072.0,12869232.0,113495667.36,,,14669.0,18.56,,,,34.04,1657033.0,3269835.0,,,18.56,14669.0,,,248630.0,115.96,2.6,,,6.56,6.56,155846624.0,1617687957.12,,1649.45,6.57,5.1,0.845,91.74,0.1359,10.38
2024-10-01,22664416.0,236163214.72,3.49,14.77,2.2,238.85,1.0,125754686.96,11713222.0,12068588.0,122051773.24,,,,0.41,,,,0.35,38872.0,34232.0,,,0.41,,,813382.0,839516.0,122.07,7.59,,,7.06,7.06,154244352.0,1607226147.84,,1611.13,7.04,5.14,0.8958,94.5,0.1366,10.42
2024-10-02,18924770.0,196533736.45,2.78,12.35,1.78,197.49,1.0,93459028.63,11042738.0,8999425.0,114678834.13,,,3200.0,0.23,,,,7.06,21950.0,673684.0,,,0.23,3200.0,,,3091113.0,115.14,34.64,,,6.65,6.65,154940544.0,1609057549.44,,1616.79,6.65,6.21,0.8733,93.24,0.114,10.385
2024-10-03,18215224.0,186888198.24,2.8,12.07,1.77,189.45,1.0,85474982.7,11001721.0,8330895.0,112877657.46,,,12941.0,0.04,,,,0.93,3600.0,85062.0,,,0.04,12941.0,,31104.0,672130.0,114.09,6.94,,,6.91,6.91,148244416.0,1520987708.16,,1537.41,6.91,6.39,0.8702,93.07,0.1144,10.26
2024-10-04,18205818.0,185972430.87,2.8,11.83,1.77,188.29,1.0,85040794.35,11006420.0,8325090.0,112430580.3,,,7329.0,0.09,,,,0.24,8299.0,10929.0,,,0.09,7329.0,,8299.0,14104.0,113.03,0.15,,,6.67,6.67,154010592.0,1573218197.28,,1583.01,6.66,6.4,0.8706,93.09,0.1103,10.215
2024-10-07,18319336.0,187864790.68,2.82,11.79,1.78,188.12,1.0,84950471.55,11165275.0,8283810.0,114499895.13,,,216600.0,0.13,,,,0.6,12406.0,57745.0,,,0.13,216600.0,,,53686.0,114.07,1.44,,,6.78,6.78,153591872.0,1575084647.36,,1572.98,6.76,6.43,0.8688,92.99,0.1112,10.255
2024-10-08,18566300.0,189933249.0,2.86,12.1,1.8,190.56,1.0,87167620.32,11199084.0,8520784.0,114566629.32,,,55009.0,2.1,,,,0.44,236974.0,44848.0,,,2.1,55009.0,,23648.0,,114.73,,,,6.78,6.78,153910656.0,1574506010.88,,1578.37,6.78,6.34,0.8679,92.94,0.1124,10.23
2024-10-09,19259968.0,198377670.4,2.96,12.64,1.87,198.11,1.0,93847780.5,11265315.0,9111435.0,116032744.5,,,144923.0,0.04,,654062.0,,0.78,3800.0,78692.0,,,0.04,144923.0,6.7,,67211.0,115.47,0.4,,,6.82,6.82,153844064.0,1584593859.2,,1580.19,6.81,6.2,0.812,89.84,0.1167,10.3
2024-10-10,18820174.0,192812682.63,2.9,12.36,1.83,194.35,1.0,115084502.82,9080838.0,11233236.0,93033185.31,,,273867.0,22.21,,,,43.9,2121801.0,4292930.0,,,22.21,273867.0,,1834586.0,,93.48,,,,5.5,5.5,156112592.0,1599373505.04,,1608.4,5.49,6.3,0.7941,88.82,0.1139,10.245
2024-10-11,19518924.0,200166565.62,3.0,12.77,1.9,201.17,1.0,117373028.22,9318546.0,11445444.0,95561689.23,,,610349.0,2.27,,3038.0,,3.85,209170.0,372641.0,,,2.27,610349.0,0.03,,,95.35,,,,5.64,5.64,156000000.0,1599780000.0,,1599.79,5.62,6.09,0.7804,88.05,0.1181,10.255
2024-10-14,14799552.0,151621410.24,2.28,9.92,1.44,152.06,1.0,61928330.57,8836239.0,6044737.0,90527268.56,,,250000.0,,,10000.0,,11.11,,1091307.0,,,,250000.0,0.1,359000.0,5410707.0,90.75,56.5,,,5.33,5.33,156849152.0,1606919562.24,,1612.3,5.33,4.16,0.8578,92.48,0.0893,10.245
2024-10-15,14908580.0,153111116.6,2.3,9.88,1.45,153.08,1.0,61876236.5,8972016.0,6024950.0,92142604.32,,,151195.0,,,,,0.27,,25418.0,,,,151195.0,,10000.0,19787.0,92.05,0.21,,,5.42,5.42,156476832.0,1607017064.64,,1607.38,5.42,4.13,0.8615,92.69,0.0901,10.27
2024-10-16,12685827.0,131932600.8,1.95,8.25,1.23,130.52,1.0,58504222.4,7073193.0,5625406.0,73561207.2,,,,1.61,,,,19.45,160353.0,1898823.0,,,1.61,,,,559897.0,72.95,5.85,,,4.27,4.27,158509424.0,1648498009.6,,1634.88,4.27,2.38,0.9199,95.88,0.0766,10.4
2024-10-17,11074646.0,117169754.68,1.7,6.96,1.08,114.7,1.0,62817903.6,5187730.0,5937420.0,54886183.4,,,300000.0,3.89,,18229.0,,22.96,365815.0,2223195.0,,,3.89,300000.0,0.19,37732.0,72030.0,54.16,0.76,,,3.14,3.14,160249856.0,1695443476.48,,1676.59,3.13,2.73,0.8927,94.43,0.0669,10.58
2024-10-18,8896847.0,93950704.32,1.37,5.5,0.86,93.29,0.0,43491074.88,4850920.0,4118473.0,51225715.2,,,294051.0,0.2,,,,13.4,18950.0,1287224.0,,,0.2,294051.0,,656363.0,1837897.0,51.13,18.42,,,2.95,2.95,159450176.0,1683793858.56,,1685.09,2.94,9.31,0.7061,83.41,0.0542,10.56
2024-10-21,7310977.0,76619038.96,1.13,4.4,0.71,77.37,0.0,19717187.28,5503986.0,1881411.0,57681773.28,,,651192.0,0.31,,,,0.19,26521.0,18229.0,,,0.31,651192.0,,20103.0,2263583.0,58.24,23.32,,,3.35,3.35,158921712.0,1665499541.76,,1679.41,3.35,11.83,0.571,74.26,0.0445,10.48
2024-10-22,9156958.0,95461287.15,1.41,5.44,0.89,96.29,0.0,13035336.6,7998752.0,1250392.0,83386989.6,,,157541.0,,,663086.0,,0.07,,6881.0,,,,157541.0,7.13,2344106.0,1294105.0,83.94,13.69,,,4.87,4.87,156341136.0,1629856342.8,,1640.64,4.87,38.33,0.3492,43.25,0.0557,10.425
2024-10-23,13926610.0,142538853.35,2.14,8.18,1.35,146.78,1.0,46262650.34,9485530.0,4520044.0,97084399.55,,,,15.95,,1800000.0,,0.25,1489000.0,23619.0,,,15.95,,19.78,1510397.0,19348.0,98.83,0.2,,,5.77,5.77,154890912.0,1585308484.32,,1611.08,5.78,27.54,0.4522,60.84,0.0847,10.235
2024-10-24,13434162.0,135953719.44,2.07,7.72,1.3,138.72,1.0,40821266.64,9485532.0,4033722.0,95993583.84,,,35335.0,4.99,,,,0.47,513678.0,44233.0,,,4.99,35335.0,,8900.0,1000000.0,96.65,10.74,,,5.76,5.76,155139056.0,1570007246.72,,1583.52,5.75,28.49,0.4399,59.34,0.0816,10.12
2024-10-25,14975257.0,153122002.82,2.31,8.54,1.45,153.7,1.0,51699869.95,10004127.0,5056222.0,102292198.58,,,,10.25,,,,,1022500.0,,,,10.25,,,518595.0,,101.53,,,,6.07,6.07,154738752.0,1582203739.2,,1571.17,6.07,25.43,0.457,62.2,0.0909,10.225
2024-10-28,17713728.0,182805672.96,2.73,10.13,1.72,183.2,1.0,55877712.24,14840434.0,5414507.0,153153278.88,,,,4.01,,7499.0,,0.11,350786.0,15008.0,,,4.01,,0.08,4851315.0,,152.06,,,,9.06,9.06,148907888.0,1536729404.16,,1527.39,9.05,39.97,0.4072,49.33,0.1082,10.32
2024-10-29,23324354.0,241640307.44,3.59,13.35,2.26,242.34,1.0,98851939.48,16417305.0,9541693.0,170083279.8,,,58359.0,0.6,,4343816.0,,,58359.0,,,,0.6,58359.0,44.42,1518512.0,274989.0,169.64,2.81,,,10.01,10.01,147590112.0,1529033560.32,,1526.05,10.0,30.29,0.4855,62.59,0.1422,10.36
2024-10-30,24955712.0,248708625.79,3.84,14.13,2.42,259.48,1.0,109529160.38,16675150.0,10990283.0,166184544.9,,,31167.0,15.72,,,,0.48,1483440.0,45247.0,,,15.72,31167.0,,271925.0,34850.0,172.02,0.36,,,10.17,10.17,147326880.0,1468259686.08,,1518.77,10.17,28.3,0.5075,65.24,0.1522,9.966
2024-10-31,27958562.0,273826156.23,4.3,15.05,2.71,282.22,1.0,105740862.24,20660028.0,10796494.0,202344314.23,,,71052.0,0.36,,,,3.68,11998.0,339214.0,,,0.36,71052.0,,4253039.0,205787.0,205.53,3.02,,,12.59,12.59,143381376.0,1404277196.54,,1427.12,12.59,25.74,0.5321,68.15,0.1704,9.794
2024-11-01,31694156.0,309842069.06,4.88,16.43,3.08,314.72,1.0,124444051.47,22457966.0,12729547.0,219549075.62,,,375283.0,16.51,,,,0.15,1933655.0,12000.0,,,16.51,375283.0,,1434656.0,602.0,220.83,0.01,,,13.66,13.66,141979184.0,1387988502.78,,1395.59,13.66,25.58,0.4897,64.89,0.1927,9.776
2024-11-04,34522296.0,334659137.42,5.31,18.26,3.35,339.42,1.0,153829200.22,22463328.0,15868496.0,217759501.63,,,889542.0,11.9,,2239492.0,,21.49,1336006.0,2153203.0,,,11.9,889542.0,22.01,1269022.0,436549.0,219.28,4.51,,,13.6,13.6,142679152.0,1383131699.49,,1394.75,13.59,22.46,0.4065,59.1,0.209,9.694
2024-11-05,36058392.0,343780709.33,5.55,18.85,3.5,350.99,1.0,156675339.62,27005156.0,16433327.0,257467157.3,,,4321966.0,18.66,,200000.0,,0.63,1986608.0,62464.0,,,18.66,4321966.0,2.03,282326.0,1621777.0,262.58,16.0,,,16.17,16.17,139965504.0,1334431115.14,,1355.61,16.23,18.83,0.327,52.18,0.216,9.534
2024-11-06,42048184.0,393402809.5,6.47,21.85,4.08,406.47,1.0,157330308.88,28285092.0,16815980.0,264635320.75,,,56463.0,10.47,,28006.0,,12.74,1030000.0,1163397.0,,,10.47,56463.0,0.27,2386870.0,675352.0,271.21,7.21,,,17.01,17.01,137994080.0,1291072612.48,,1319.73,17.05,19.69,0.2761,46.25,0.2529,9.356
2024-11-07,37000664.0,345586201.76,5.7,18.28,3.59,349.77,1.0,133700362.76,25723192.0,14314814.0,240254613.28,,,5000.0,0.61,,,,27.16,64456.0,2728772.0,,,0.61,5000.0,,161874.0,2565623.0,240.7,24.49,,,15.66,15.66,138552160.0,1294077174.4,,1304.95,15.57,22.11,0.3315,52.2,0.2252,9.34
2024-11-08,32183848.0,299438521.79,4.95,15.59,3.12,304.67,1.0,147219806.42,19640056.0,15823281.0,182731081.02,,,4934.0,12.88,,,,58.13,1508467.0,6216484.0,,,12.88,4934.0,,128412.0,,184.45,,,,12.04,12.04,143415808.0,1334340677.63,,1346.0,12.05,25.53,0.3298,50.57,0.1974,9.304
2024-11-11,29760930.0,275169558.78,4.58,13.85,2.89,281.35,1.0,146439821.53,17202238.0,15838181.0,159051892.55,,,,0.14,,,,22.79,14900.0,2437817.0,,,0.14,,,,,161.12,,,,10.56,10.56,145623088.0,1346431071.65,,1363.15,10.57,27.67,0.3141,47.67,0.1828,9.246
2024-11-12,21509536.0,192682423.49,3.31,10.01,2.09,201.18,1.0,86684057.76,16812044.0,9676720.0,150602290.15,,,334233.0,3.07,,,,11.69,361839.0,1242226.0,,,3.07,334233.0,,517798.0,6523300.0,155.54,61.08,,,10.39,10.39,145061120.0,1299457512.96,,1341.47,10.39,26.18,0.2359,38.3,0.1329,8.958
2024-11-13,19572168.0,173996573.52,3.01,8.78,1.9,178.77,1.0,76128208.17,16661496.0,8563353.0,148120699.44,,,388.0,0.0,,,,1.54,4500.0,152547.0,,,0.0,388.0,,2000.0,1117867.0,150.26,10.41,,,10.29,10.29,145184576.0,1290690880.64,,1307.35,10.31,23.65,0.2229,37.73,0.1209,8.89
2024-11-14,19426472.0,177713365.86,2.99,8.49,1.89,177.17,1.0,74557407.54,16534172.0,8150132.0,151254605.46,,,137375.0,,,,,4.31,,495818.0,,,,137375.0,,231119.0,413221.0,148.84,3.58,,,11.01,11.01,133661424.0,1222734706.75,,1200.96,11.03,23.44,0.2237,37.85,0.1293,9.148
2024-11-15,19963492.0,181468142.28,3.07,8.66,1.94,185.56,1.0,72061720.38,17186544.0,7927582.0,156225684.96,,,887944.0,0.1,,,,2.06,10700.0,240736.0,,,0.1,887944.0,,5163.0,233250.0,157.67,2.02,,,11.46,11.46,132835248.0,1207472404.32,,1217.91,11.46,22.75,0.2193,36.75,0.1331,9.09
2024-11-18,20683332.0,184908988.08,3.18,8.88,2.01,190.1,1.0,76302408.3,17606872.0,8534945.0,157405435.68,,,267632.0,5.72,,,,4.51,630213.0,484266.0,,,5.72,267632.0,,636963.0,22850.0,159.86,0.24,,,11.76,11.76,132063336.0,1180646223.84,,1200.0,11.76,22.02,0.2053,35.45,0.1382,8.94
2024-11-19,23559748.0,206147795.0,3.63,9.88,2.29,213.65,1.0,95856407.5,19753288.0,10955018.0,172841270.0,,,1964161.0,21.91,,,,1.51,2432000.0,166030.0,,,21.91,1964161.0,,348285.0,11927.0,177.1,0.11,,,13.2,13.2,129892584.0,1136560110.0,,1164.01,13.21,19.24,0.1843,31.11,0.1574,8.75
2024-11-20,23930090.0,209053266.24,3.68,9.42,2.32,214.09,1.0,99435571.87,19696372.0,11382277.0,172067505.79,,,78304.0,4.08,,,,2.95,450000.0,312641.0,,,4.08,78304.0,,177420.0,22741.0,173.62,0.2,,,13.2,13.2,129465040.0,1131006589.44,,1141.67,13.2,18.58,0.1827,30.58,0.1604,8.736
2024-11-21,25104752.0,217005476.29,3.86,9.39,2.44,224.01,1.0,93784391.89,19575728.0,10849652.0,169212592.83,,,108101.0,2.29,,,,2.13,264723.0,241954.0,,,2.29,108101.0,,13210.0,797348.0,172.35,7.05,,,13.16,13.16,129198032.0,1116787788.61,,1136.45,13.17,20.87,0.1833,29.0,0.1687,8.644
2024-11-22,24882668.0,219913019.78,3.83,9.01,2.42,221.12,1.0,93018571.27,19678450.0,10524844.0,173918141.1,,,896781.0,,,,,7.03,,795878.0,,,,896781.0,,1819.0,324808.0,172.05,2.9,,,13.23,13.23,129065072.0,1140677106.34,,1129.09,13.22,19.79,0.1845,29.12,0.1673,8.838
2024-11-25,24098124.0,215389032.31,3.71,8.58,2.34,216.69,1.0,91318151.67,19201908.0,10216844.0,171626653.7,,,366616.0,0.79,,,,7.36,25000.0,843158.0,,,0.79,366616.0,,,333000.0,170.06,2.93,,,12.9,12.9,129697248.0,1159234002.62,,1151.34,12.87,19.92,0.1805,28.33,0.1618,8.938
2024-11-26,24697740.0,218031648.72,3.8,8.19,2.4,225.1,1.0,95341022.83,19218524.0,10799844.0,169661129.87,,,19342.0,3.29,,300000.0,,0.16,333000.0,44478.0,,,3.29,19342.0,3.36,41752.0,50000.0,172.45,1.0,,,12.89,12.89,129911632.0,1146859887.3,,1163.73,12.91,19.41,0.1788,29.15,0.1656,8.828
2024-11-27,28254174.0,249484356.42,4.35,9.33,2.74,253.48,1.0,114105586.7,23039680.0,12922490.0,203440374.4,,,403314.0,,,2937369.0,,5.27,,580409.0,,,,403314.0,25.92,3998251.0,814723.0,202.56,7.28,,,15.31,15.31,127446016.0,1125348321.28,,1123.33,15.28,16.91,0.1604,25.4,0.1878,8.83
2024-11-28,28254174.0,245359247.02,4.35,9.37,2.74,253.35,1.0,112218903.16,23039680.0,12922490.0,200076581.12,,,,,,,,0.07,,7444.0,,,,,,7444.0,,203.42,,,,15.3,15.3,127500128.0,1107211111.55,,1123.48,15.33,17.03,0.1606,25.5,0.1877,8.684
2024-11-29,34894860.0,303236333.4,5.37,11.38,3.39,307.57,1.0,118339159.95,28118820.0,13617855.0,244352545.8,,,5087756.0,5.39,,70954.0,,0.75,624411.0,79569.0,,,5.39,5087756.0,0.62,70954.0,,243.85,,,,18.69,18.69,122348640.0,1063209681.6,,1066.26,18.61,14.02,0.2074,37.47,0.2319,8.69
2024-12-02,33880288.0,290083025.86,5.22,10.91,3.29,298.82,1.0,161459010.94,28962844.0,18857628.0,247979870.33,,,692729.0,44.83,,95704.0,,0.52,5151068.0,60524.0,,,44.83,692729.0,0.83,211819.0,7000.0,252.13,0.53,,,19.21,19.21,121771648.0,1042608850.18,,1060.42,19.21,13.9,0.1976,36.07,0.2248,8.562
2024-12-03,35565552.0,302022667.58,5.47,11.25,3.45,308.85,1.0,171413465.7,31567088.0,20185288.0,268067711.3,,,979319.0,10.81,,,,1.18,1338462.0,28459.0,,,10.81,979319.0,,1653383.0,10800.0,269.81,0.09,,,20.71,20.71,120876000.0,1026478992.0,,1035.46,20.67,13.88,0.18,33.62,0.2333,8.492
2024-12-04,38490788.0,325170177.02,5.93,11.87,3.74,332.7,1.0,162613490.69,31867080.0,19248756.0,269213091.84,,,278817.0,1.55,,1547566.0,,0.24,233853.0,26109.0,,,1.55,278817.0,13.91,47283.0,2717953.0,270.53,23.12,,,20.89,20.89,120662392.0,1019355887.62,,1026.14,20.86,12.8,0.1909,35.88,0.2524,8.448
2024-12-05,38076608.0,327001909.5,5.86,11.6,3.7,328.23,1.0,154883377.68,32594154.0,18034860.0,279918594.55,,,3587114.0,0.9,,,,27.54,100000.0,3210913.0,,,0.9,3587114.0,,350874.0,1313896.0,275.46,11.39,,,21.23,21.23,120933416.0,1038576176.61,,1024.3,21.19,13.07,0.1722,33.66,0.248,8.588
2024-12-06,49105440.0,429770810.88,7.56,14.67,4.77,429.92,1.0,181118123.97,38813988.0,20694484.0,339700022.98,,,6758749.0,52.67,,,,23.43,6013700.0,2836022.0,,,52.67,6758749.0,,2297106.0,3354074.0,334.42,27.81,,,23.54,23.54,126053216.0,1103217746.43,,1087.56,23.52,21.68,0.1503,25.24,0.2978,8.752
2024-12-09,47341892.0,419449163.12,7.29,13.5,4.6,423.23,1.0,158961938.08,39155192.0,17941528.0,346915001.12,,,6004906.0,12.71,,700000.0,,68.24,1108742.0,7974727.0,,,12.71,6004906.0,6.2,2311028.0,4561699.0,343.05,39.38,,,23.89,23.89,124738152.0,1105180026.72,,1097.86,23.81,14.81,0.1358,25.41,0.2889,8.86
2024-12-10,53523816.0,465121961.04,8.24,14.62,5.2,475.68,2.0,200397100.64,43598184.0,23060656.0,378868218.96,,,1756665.0,45.19,,53859.0,,0.28,5065269.0,51828.0,,,45.19,1756665.0,0.48,2738155.0,,381.2,,,,26.19,26.19,122859448.0,1067648603.12,,1086.56,25.97,16.35,0.1318,23.46,0.3215,8.69
2024-12-11,52193092.0,447712343.18,8.03,13.88,5.07,459.74,2.0,179731763.08,40194888.0,20952642.0,344791749.26,,,273109.0,42.06,,,,47.89,4703200.0,6005959.0,,,42.06,273109.0,,2329550.0,6811214.0,349.16,63.44,,,24.23,24.23,125696568.0,1078225160.3,,1091.42,24.24,18.39,0.1624,28.1,0.3146,8.578
2024-12-12,51802396.0,442392461.84,7.97,13.59,5.03,451.28,2.0,162745857.68,42082440.0,19056892.0,359384037.6,,,314028.0,14.28,,,,6.17,1446500.0,690559.0,,,14.28,314028.0,,2264086.0,3342251.0,359.74,30.36,,,25.65,25.65,121978376.0,1041695331.04,,1049.71,25.52,21.73,0.1486,21.84,0.3158,8.54
2024-12-13,51485940.0,427333302.0,7.93,13.07,5.0,445.09,2.0,179150387.2,40306520.0,21584384.0,334544116.0,,,175148.0,15.78,,486820.0,,29.16,2040674.0,3545001.0,,,15.78,175148.0,4.11,1593932.0,,342.92,,,,25.07,25.07,120476408.0,999954186.4,,1027.85,25.02,17.57,0.1429,24.28,0.3202,8.3
