,AMPLI FP Equity_DX_SI_QTY,AMPLI FP Equity_DX_SHORT_INTEREST_VALUE,AMPLI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,AMPLI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AMPLI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AMPLI FP Equity_DX_SI_MV,AMPLI FP Equity_DX_DSS,AMPLI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AMPLI FP Equity_DX_SUPPLY_SI_QTY,AMPLI FP Equity_DX_BROKER_SI_QTY,AMPLI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AMPLI FP Equity_DX_BROKER_SI_MV_NEW_x,AMPLI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AMPLI FP Equity_DX_SUPPLY_SI_QTY_INC_x,AMPLI FP Equity_DX_BROKER_SI_MV_INC_x,AMPLI FP Equity_DX_SUPPLY_SI_MV_NEW,AMPLI FP Equity_DX_BROKER_SI_QTY_ADD,AMPLI FP Equity_DX_BROKER_SI_QTY_NEW,AMPLI FP Equity_DX_SUPPLY_SI_MV_DEC,AMPLI FP Equity_DX_BROKER_SI_QTY_INC,AMPLI FP Equity_DX_SUPPLY_SI_QTY_DEC,AMPLI FP Equity_DX_BROKER_SI_MV_NEW_y,AMPLI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AMPLI FP Equity_DX_BROKER_SI_MV_INC_y,AMPLI FP Equity_DX_SUPPLY_SI_QTY_INC_y,AMPLI FP Equity_DX_BROKER_SI_MV_ADD,AMPLI FP Equity_DX_SUPPLY_SI_QTY_ADD,AMPLI FP Equity_DX_BROKER_SI_QTY_DEC,AMPLI FP Equity_DX_SUPPLY_SI_MV,AMPLI FP Equity_DX_BROKER_SI_MV_DEC,AMPLI FP Equity_DX_SUPPLY_SI_MV_RMV,AMPLI FP Equity_DX_BROKER_SI_MV_RMV,AMPLI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AMPLI FP Equity_DX_UTILIZATION_QUANTITY,AMPLI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AMPLI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AMPLI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AMPLI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AMPLI FP Equity_DX_ACTIVE_UTILIZATION_MV,AMPLI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AMPLI FP Equity_DX_BROKER_SI_CON_RATIO,AMPLI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AMPLI FP Equity_DX_DEMAND_SUPPLY_RATIO,AMPLI FP Equity_PX_LAST
2015-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3711000.0,18814770.0,,19.15,0.0,,0.0,,0.0,5.07
2015-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3711000.0,19408530.0,,18.81,0.0,,0.0,,0.0,5.23
2015-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3711000.0,20187840.0,,19.41,0.0,,0.0,,0.0,5.44
2015-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3711000.0,19371420.0,,20.19,0.0,,0.0,,0.0,5.22
2015-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3704000.0,20594240.0,,19.33,0.0,,0.0,,0.0,5.56
2015-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3704000.0,21483200.0,,19.28,0.0,,0.0,,0.0,5.8
2015-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3704000.0,21668400.0,,21.23,0.0,,0.0,,0.0,5.85
2015-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3704000.0,21779520.0,,21.62,0.0,,0.0,,0.0,5.88
2015-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3704000.0,21557280.0,,21.78,0.0,,0.0,,0.0,5.82
2015-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3704000.0,20964640.0,,21.56,0.0,,0.0,,0.0,5.66
2015-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3704000.0,20816480.0,,20.96,0.0,,0.0,,0.0,5.62
2015-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3704000.0,20260880.0,,20.82,0.0,,0.0,,0.0,5.47
2015-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3704000.0,19816400.0,,20.26,0.0,,0.0,,0.0,5.35
2015-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3704000.0,19705280.0,,19.82,0.0,,0.0,,0.0,5.32
2015-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3704000.0,19408960.0,,19.71,0.0,,0.0,,0.0,5.24
2015-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3704000.0,19520080.0,,19.49,0.0,,0.0,,0.0,5.27
2015-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3704000.0,20372000.0,,19.42,0.0,,0.0,,0.0,5.5
2015-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3704000.0,20260880.0,,20.14,0.0,,0.0,,0.0,5.47
2015-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3704000.0,19964560.0,,20.29,0.0,,0.0,,0.0,5.39
2015-08-10,20000.0,106800.0,0.04,0.35,0.04,0.11,0.0,106800.0,0.0,20000.0,0.0,,,,,,20000.0,,,,,,,,,0.11,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0054,5.34
2015-08-11,20000.0,112800.0,0.04,0.42,0.04,0.11,0.0,112800.0,20000.0,20000.0,112800.0,,,,,,,,,,,,,,,,20000.0,,0.11,,,,11.43,0.54,155000.0,874200.0,,0.83,11.43,,1.0,100.0,0.0054,5.64
2015-08-12,20000.0,112800.0,0.04,0.41,0.04,0.11,0.0,112800.0,20000.0,20000.0,112800.0,,,,,,,,,,,,,,,,,,0.11,,,,11.43,0.54,155000.0,874200.0,,0.87,11.43,,1.0,100.0,0.0054,5.64
2015-08-13,20000.0,110400.0,0.04,0.39,0.04,0.11,0.0,110400.0,20000.0,20000.0,110400.0,,,,,,,,,,,,,,,,,,0.11,,,,12.12,0.54,145000.0,800400.0,,0.82,12.12,,1.0,100.0,0.0054,5.52
2015-08-14,44000.0,242440.0,0.09,0.87,0.09,0.24,0.0,121220.0,22000.0,22000.0,121220.0,,,2000.0,,,2000.0,,,,,,,,2000.0,0.01,,,0.12,,,,13.75,0.6,138000.0,760380.0,,0.76,13.75,9.08,0.8348,90.92,0.0119,5.51
2015-08-17,27000.0,148770.0,0.06,0.54,0.06,0.15,0.0,148770.0,27000.0,27000.0,148770.0,,,5000.0,0.03,,,,,5000.0,,,,0.03,5000.0,,,,0.15,,,,16.88,0.73,133000.0,732830.0,,0.73,16.88,25.93,0.6159,74.07,0.0073,5.51
2015-08-18,27000.0,148770.0,0.06,0.53,0.06,0.15,0.0,148770.0,27000.0,27000.0,148770.0,,,,,,,,,,,,,,,,,,0.15,,,,16.88,0.73,133000.0,732830.0,,0.73,16.88,25.93,0.6159,74.07,0.0073,5.51
2015-08-19,47000.0,256150.0,0.1,0.93,0.1,0.26,0.0,147150.0,27000.0,27000.0,147150.0,,,,,,,,,,,,,,,,,,0.15,,,,16.88,0.73,133000.0,724850.0,,0.73,16.88,14.76,0.7484,85.24,0.0127,5.45
2015-08-20,47000.0,253800.0,0.1,0.93,0.1,0.26,0.0,145800.0,27000.0,27000.0,145800.0,,,,,,,,,,,,,,,,,,0.15,,,,16.88,0.73,133000.0,718200.0,,0.72,16.88,14.78,0.7481,85.22,0.0127,5.4
2015-08-21,47000.0,252390.0,0.1,0.92,0.1,0.25,0.0,144990.0,27000.0,27000.0,144990.0,,,,,,,,,,,,,,,,,,0.15,,,,17.42,0.73,128000.0,687360.0,,0.69,17.42,14.82,0.7475,85.18,0.0128,5.37
2015-08-24,49000.0,249900.0,0.1,0.95,0.1,0.26,0.0,137700.0,27000.0,27000.0,137700.0,,,,,,,,,,,,,,,,,,0.14,,,,17.42,0.73,128000.0,652800.0,,0.69,17.42,17.78,0.7077,82.22,0.0133,5.1
2015-08-25,27000.0,142560.0,0.06,0.51,0.06,0.14,0.0,142560.0,27000.0,27000.0,142560.0,,,,,,,,,,,,,,,,,,0.14,,,,100.0,0.73,0.0,0.0,,0.0,100.0,26.6,0.6095,73.4,0.0073,5.28
2015-08-26,30000.0,160800.0,0.06,0.54,0.06,0.16,0.0,160800.0,27000.0,30000.0,144720.0,,,,0.02,,,,,3000.0,,,,0.02,,,,,0.14,,,,100.0,0.73,0.0,0.0,,0.0,100.0,33.67,0.5533,66.33,0.0081,5.36
2015-08-27,32000.0,171840.0,0.07,0.62,0.07,0.17,0.0,171840.0,27000.0,32000.0,144990.0,,,,0.01,,,,,2000.0,,,,0.01,,,,,0.14,,,,17.42,0.73,128000.0,687360.0,,0.69,17.42,37.56,0.531,62.44,0.0087,5.37
2015-08-28,32000.0,172800.0,0.07,0.65,0.07,0.17,0.0,172800.0,27000.0,32000.0,145800.0,,,,,,,,,,,,,,,,,,0.14,,,,100.0,0.73,0.0,0.0,,0.0,100.0,37.66,0.5305,62.34,0.0087,5.4
2015-08-31,32000.0,172480.0,0.07,0.67,0.07,0.17,0.0,172480.0,27000.0,32000.0,145530.0,,,,,,,,,,,,,,,,,,0.15,,,,17.42,0.73,128000.0,689920.0,,0.69,17.42,37.46,0.5315,62.54,0.0087,5.39
2015-09-01,36000.0,190080.0,0.08,0.79,0.08,0.19,0.0,190080.0,27000.0,36000.0,142560.0,,,,0.02,,,,,4000.0,,,,0.02,,,,,0.15,,,,17.42,0.73,128000.0,675840.0,,0.69,17.42,43.87,0.5075,56.13,0.0098,5.28
2015-09-02,36000.0,198720.0,0.08,0.82,0.08,0.19,0.0,198720.0,27000.0,36000.0,149040.0,,,,,,,,,,,,,,,,,,0.14,,,,100.0,0.73,0.0,0.0,,0.0,100.0,45.56,0.5039,54.44,0.0098,5.52
2015-09-03,39000.0,216450.0,0.08,0.84,0.08,0.22,0.0,216450.0,27000.0,39000.0,149850.0,,,,0.02,,,,,3000.0,,,,0.02,,,,,0.15,,,,17.42,0.73,128000.0,710400.0,,0.71,17.42,48.96,0.5002,51.04,0.0106,5.55
2015-09-04,39000.0,211770.0,0.08,0.85,0.08,0.21,0.0,211770.0,27000.0,39000.0,146610.0,,,,,,,,,,,,,,,,,,0.15,,,,17.42,0.73,128000.0,695040.0,,0.71,17.42,48.16,0.5007,51.84,0.0106,5.43
2015-09-07,42000.0,226380.0,0.09,0.91,0.09,0.23,0.0,226380.0,27000.0,42000.0,145530.0,,,,0.02,,,,,3000.0,,,,0.02,,,,,0.15,,,,17.42,0.73,128000.0,689920.0,,0.7,17.42,47.82,0.5009,52.18,0.0114,5.39
2015-09-08,46000.0,247020.0,0.1,1.02,0.1,0.25,0.0,247020.0,32000.0,46000.0,171840.0,,,5000.0,0.02,,,,,4000.0,,,,0.02,5000.0,,,,0.17,,,,100.0,0.87,0.0,0.0,,0.0,100.0,43.6,0.5082,56.4,0.0125,5.37
2015-09-09,46000.0,249780.0,0.1,1.05,0.1,0.25,0.0,249780.0,32000.0,46000.0,173760.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,0.87,0.0,0.0,,0.0,100.0,43.26,0.5091,56.74,0.0125,5.43
2015-09-10,46000.0,249780.0,0.1,1.04,0.1,0.25,0.0,249780.0,32000.0,46000.0,173760.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,0.87,0.0,0.0,,0.0,100.0,42.85,0.5102,57.15,0.0125,5.43
2015-09-11,46000.0,249780.0,0.1,1.05,0.1,0.25,0.0,249780.0,32000.0,46000.0,173760.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,0.87,0.0,0.0,,0.0,100.0,43.53,0.5084,56.47,0.0125,5.43
2015-09-14,46000.0,248400.0,0.1,1.05,0.1,0.25,0.0,248400.0,32000.0,46000.0,172800.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,0.87,0.0,0.0,,0.0,100.0,43.62,0.5081,56.38,0.0125,5.4
2015-09-15,46000.0,248860.0,0.1,1.05,0.1,0.25,0.0,248860.0,32000.0,46000.0,173120.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,0.87,0.0,0.0,,0.0,100.0,43.4,0.5087,56.6,0.0125,5.41
2015-09-16,46000.0,246100.0,0.1,1.05,0.1,0.25,0.0,246100.0,32000.0,46000.0,171200.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,0.87,0.0,0.0,,0.0,100.0,43.53,0.5084,56.47,0.0125,5.35
2015-09-17,47000.0,248160.0,0.1,1.08,0.1,0.25,0.0,248160.0,32000.0,47000.0,168960.0,,,,0.0,,,,,1000.0,,,,0.0,,,,,0.17,,,,100.0,0.87,0.0,0.0,,0.0,100.0,42.97,0.5099,57.03,0.0128,5.28
2015-09-18,51000.0,260100.0,0.11,1.18,0.11,0.26,0.0,260100.0,37000.0,51000.0,188700.0,,,5000.0,0.02,,,,,4000.0,,,,0.02,5000.0,,,,0.2,,,,100.0,1.01,0.0,0.0,,0.0,100.0,39.98,0.5201,60.02,0.0139,5.1
2015-09-21,51000.0,258060.0,0.11,1.17,0.11,0.26,0.0,258060.0,37000.0,51000.0,187220.0,,,,,,,,,,,,,,,,,,0.19,,,,100.0,1.01,0.0,0.0,,0.0,100.0,39.37,0.5226,60.63,0.0139,5.06
2015-09-22,61000.0,302560.0,0.13,1.43,0.13,0.3,0.0,302560.0,47000.0,61000.0,233120.0,,,10000.0,0.05,,,,,10000.0,,,,0.05,10000.0,,,,0.24,,,,100.0,1.28,0.0,0.0,,0.0,100.0,33.21,0.5564,66.79,0.0166,4.96
2015-09-23,61000.0,305000.0,0.13,1.66,0.13,0.3,0.0,305000.0,47000.0,61000.0,235000.0,,,,,,,,,,,,,,,,,,0.23,,,,100.0,1.28,0.0,0.0,,0.0,100.0,32.63,0.5604,67.37,0.0166,5.0
2015-09-24,61000.0,305610.0,0.13,1.8,0.13,0.31,0.0,305610.0,47000.0,61000.0,235470.0,,,,,,,,,,,,,,,,,,0.24,,,,100.0,1.28,0.0,0.0,,0.0,100.0,32.74,0.5596,67.26,0.0166,5.01
2015-09-25,61000.0,308050.0,0.13,1.83,0.13,0.31,0.0,308050.0,47000.0,61000.0,237350.0,,,,,,,,,,,,,,,,,,0.24,,,,100.0,1.28,0.0,0.0,,0.0,100.0,32.63,0.5603,67.37,0.0166,5.05
2015-09-28,61000.0,293410.0,0.13,1.83,0.13,0.3,0.0,293410.0,47000.0,61000.0,226070.0,,,,,,,,,,,,,,,,,,0.24,,,,100.0,1.28,0.0,0.0,,0.0,100.0,33.9,0.5518,66.1,0.0166,4.81
2015-09-29,61000.0,288530.0,0.13,1.94,0.13,0.29,0.0,288530.0,47000.0,61000.0,222310.0,,,,,,,,,,,,,,,,,,0.23,,,,100.0,1.28,0.0,0.0,,0.0,100.0,33.18,0.5566,66.82,0.0166,4.73
2015-09-30,61000.0,289750.0,0.13,1.95,0.13,0.29,0.0,289750.0,47000.0,61000.0,223250.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,0.74,0.0,0.0,,0.0,100.0,32.68,0.56,67.32,0.0096,4.75
2015-10-01,61000.0,286700.0,0.13,1.96,0.13,0.29,0.0,286700.0,47000.0,61000.0,220900.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,0.74,0.0,0.0,,0.0,100.0,33.04,0.5575,66.96,0.0096,4.7
2015-10-02,61000.0,281820.0,0.13,1.99,0.13,0.28,0.0,281820.0,47000.0,61000.0,217140.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,0.74,0.0,0.0,,0.0,100.0,33.19,0.5565,66.81,0.0096,4.62
2015-10-05,61000.0,279990.0,0.13,2.04,0.13,0.28,0.0,279990.0,47000.0,61000.0,215730.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,0.74,0.0,0.0,,0.0,100.0,32.91,0.5584,67.09,0.0096,4.59
2015-10-06,81000.0,376650.0,0.17,3.01,0.17,0.38,0.0,376650.0,67000.0,81000.0,311550.0,,,,0.1,,,,,20000.0,,,,0.1,,,20000.0,,0.31,,,,4.05,1.06,1585563.0,7372867.95,,7.38,4.01,24.47,0.6304,75.53,0.0128,4.65
2015-10-07,72000.0,345600.0,0.15,2.99,0.15,0.34,0.0,345600.0,67000.0,72000.0,321600.0,,,,,,,,,,,,,,,,,9000.0,0.31,0.03,,,4.05,1.06,1585563.0,7610702.4,,7.41,4.05,27.13,0.6047,72.87,0.0114,4.8
2015-10-08,72000.0,331200.0,0.15,3.35,0.15,0.34,0.0,331200.0,67000.0,72000.0,308200.0,,,,,,,,,,,,,,,,,,0.32,,,,4.05,1.06,1585563.0,7293589.8,,7.57,4.07,28.62,0.5914,71.38,0.0114,4.6
2015-10-09,67000.0,311550.0,0.14,3.26,0.14,0.31,0.0,311550.0,67000.0,67000.0,311550.0,,,,,,,,,,,,,,,,,5000.0,0.31,0.02,,,4.05,1.06,1585563.0,7372867.95,,7.41,4.01,29.63,0.5829,70.37,0.0106,4.65
2015-10-12,87348.0,407041.68,0.19,4.52,0.19,0.41,0.0,313841.68,67348.0,67348.0,313841.68,,,,,,348.0,,,,,,,,,0.0,348.0,,0.31,,,,2.54,1.06,2585215.0,12047101.9,,12.06,2.54,45.74,0.4992,53.85,0.0138,4.66
2015-10-13,87348.0,406168.2,0.19,4.64,0.19,0.41,0.0,313168.2,67348.0,67348.0,313168.2,,,,,,,,,,,,,,,,,,0.31,,,,2.54,1.06,2585215.0,12021249.75,,12.08,2.53,45.83,0.4992,53.77,0.0138,4.65
2015-10-14,87348.0,393939.48,0.19,4.72,0.19,0.4,0.0,303739.48,67348.0,67348.0,303739.48,,,,,,,,,,,,,,,,,,0.31,,,,2.54,1.75,2585215.0,11659319.65,,12.0,2.55,46.55,0.4981,53.05,0.0227,4.51
2015-10-15,87348.0,385204.68,0.19,5.74,0.19,0.39,0.0,297004.68,67348.0,67348.0,297004.68,,,,,,,,,,,,,,,,,,0.3,,,,2.54,1.75,2585215.0,11400798.15,,11.69,2.54,46.29,0.4985,53.3,0.0227,4.41
2015-10-16,67348.0,303066.0,0.14,4.49,0.14,0.3,0.0,303066.0,67348.0,67348.0,303066.0,,,,,,,,,,,,,,,,,,0.3,,,,2.54,1.75,2585215.0,11633467.5,,11.51,2.53,29.28,0.5787,70.21,0.0175,4.5
2015-10-19,67348.0,306433.4,0.14,4.83,0.14,0.31,0.0,306433.4,67348.0,67348.0,306433.4,,,,,,,,,,,,,,,,,,0.3,,,,2.54,1.75,2585215.0,11762728.25,,11.61,2.54,29.48,0.577,70.01,0.0175,4.55
2015-10-20,67348.0,313841.68,0.14,4.7,0.14,0.31,0.0,313841.68,67348.0,67348.0,313841.68,,,,,,,,,,,,,,,,,,0.31,,,,2.54,1.75,2585215.0,12047101.9,,11.73,2.54,29.2,0.5794,70.29,0.0175,4.66
2015-10-21,92348.0,430341.68,0.2,6.38,0.2,0.43,0.0,337141.68,72348.0,72348.0,337141.68,,,5000.0,0.02,,,,,5000.0,,,,0.02,5000.0,,,,0.34,,,,2.73,1.88,2580215.0,12023801.9,,12.06,2.72,43.32,0.5047,56.3,0.0239,4.66
2015-10-22,92348.0,429418.2,0.2,5.86,0.2,0.43,0.0,336418.2,72348.0,72348.0,336418.2,,,,,,,,,,,,,,,,,,0.34,,,,2.73,1.88,2580215.0,11997999.75,,12.07,2.74,43.21,0.505,56.41,0.0239,4.65
2015-10-23,92348.0,428494.72,0.2,5.63,0.2,0.43,0.0,335694.72,72348.0,72348.0,335694.72,,,,,,,,,,,,,,,,,,0.34,,,,2.73,1.88,2580215.0,11972197.6,,12.01,2.73,43.37,0.5045,56.25,0.0239,4.64
2015-10-26,92348.0,428494.72,0.2,5.43,0.2,0.43,0.0,335694.72,72348.0,72348.0,335694.72,,,,,,,,,,,,,,,,,,0.34,,,,2.73,1.88,2580215.0,11972197.6,,12.07,2.72,43.35,0.5046,56.27,0.0239,4.64
2015-10-27,92348.0,421106.88,0.2,5.54,0.2,0.42,0.0,329906.88,72348.0,72348.0,329906.88,,,,,,,,,,,,,,,,,,0.33,,,,2.73,1.88,2580215.0,11765780.4,,11.94,2.73,43.76,0.5035,55.86,0.0239,4.56
