,ALVGO FP Equity_DX_SI_QTY,ALVGO FP Equity_DX_SHORT_INTEREST_VALUE,ALVGO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALVGO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALVGO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALVGO FP Equity_DX_SI_MV,ALVGO FP Equity_DX_DSS,ALVGO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALVGO FP Equity_DX_SUPPLY_SI_QTY,ALVGO FP Equity_DX_BROKER_SI_QTY,ALVGO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALVGO FP Equity_DX_BROKER_SI_MV_NEW_x,ALVGO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALVGO FP Equity_DX_BROKER_SI_MV_INC_x,ALVGO FP Equity_DX_BROKER_SI_QTY_ADD,ALVGO FP Equity_DX_BROKER_SI_QTY_NEW,ALVGO FP Equity_DX_SUPPLY_SI_MV_DEC,ALVGO FP Equity_DX_BROKER_SI_QTY_INC,ALVGO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALVGO FP Equity_DX_BROKER_SI_MV_NEW_y,ALVGO FP Equity_DX_BROKER_SI_MV_INC_y,ALVGO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALVGO FP Equity_DX_BROKER_SI_MV_ADD,ALVGO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALVGO FP Equity_DX_BROKER_SI_QTY_DEC,ALVGO FP Equity_DX_SUPPLY_SI_MV,ALVGO FP Equity_DX_BROKER_SI_MV_DEC,ALVGO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALVGO FP Equity_DX_UTILIZATION_QUANTITY,ALVGO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALVGO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALVGO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALVGO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALVGO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALVGO FP Equity_DX_BROKER_SI_CON_RATIO,ALVGO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALVGO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALVGO FP Equity_PX_LAST
2021-05-11,5636.0,52302.08,0.24,0.72,0.14,0.06,0.0,47662.08,500.0,5136.0,4640.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.16,0.5206,69.26,5.636,9.28
2021-05-12,5636.0,52752.96,0.24,0.71,0.14,0.05,0.0,48072.96,500.0,5136.0,4680.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.15,0.5196,69.18,5.636,9.36
2021-05-13,5636.0,53034.76,0.24,0.69,0.14,0.05,0.0,48329.76,500.0,5136.0,4705.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.15,0.5187,69.09,5.636,9.41
2021-05-14,5636.0,52978.4,0.24,0.69,0.14,0.05,0.0,48278.4,500.0,5136.0,4700.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.15,0.5182,69.06,5.636,9.4
2021-05-17,5636.0,51963.92,0.24,0.69,0.14,0.05,0.0,47353.92,500.0,5136.0,4610.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.17,0.5197,69.18,5.636,9.22
2021-05-18,5636.0,50611.28,0.24,0.69,0.14,0.05,0.0,46121.28,500.0,5136.0,4490.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.17,0.5193,69.15,5.636,8.98
2021-05-19,5636.0,48976.84,0.24,0.71,0.14,0.05,0.0,44631.84,500.0,5136.0,4345.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.21,0.5204,69.24,5.636,8.69
2021-05-20,5636.0,47116.96,0.24,0.71,0.14,0.05,0.0,42936.96,500.0,5136.0,4180.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.14,0.5209,69.29,5.636,8.36
2021-05-21,5636.0,47342.4,0.24,0.71,0.14,0.05,0.0,43142.4,500.0,5136.0,4200.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.16,0.5191,69.13,5.636,8.4
2021-05-24,4836.0,41251.08,0.21,0.64,0.12,0.04,0.0,41251.08,0.0,4836.0,0.0,,,,,,0.0,,500.0,,,,,,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.88,0.6815,80.12,48.36,8.53
2021-05-25,4836.0,42169.92,0.21,0.68,0.12,0.04,0.0,42169.92,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.88,0.6814,80.12,12.09,8.72
2021-05-26,4836.0,41106.0,0.21,0.69,0.12,0.04,0.0,41106.0,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.91,0.681,80.09,12.09,8.5
2021-05-27,4836.0,40332.24,0.21,0.8,0.12,0.04,0.0,40332.24,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.85,0.6818,80.15,12.09,8.34
2021-05-28,4836.0,39413.4,0.21,0.82,0.12,0.04,0.0,39413.4,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.87,0.6815,80.13,0.0,8.15
2021-05-31,4836.0,39268.32,0.21,0.81,0.12,0.04,0.0,39268.32,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.49,0.6862,80.51,12.09,8.12
2021-06-01,4836.0,39365.04,0.21,0.8,0.12,0.04,0.0,39365.04,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.85,0.6818,80.15,12.09,8.14
2021-06-02,4836.0,39461.76,0.21,0.86,0.12,0.04,0.0,39461.76,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.85,0.6818,80.15,12.09,8.16
2021-06-03,4836.0,41251.08,0.21,0.86,0.12,0.04,0.0,41251.08,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.87,0.6815,80.13,12.09,8.53
2021-06-04,4836.0,40719.12,0.21,0.78,0.12,0.04,0.0,40719.12,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.87,0.6815,80.13,12.09,8.42
2021-06-07,4836.0,40622.4,0.21,0.79,0.12,0.04,0.0,40622.4,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.87,0.6815,80.13,12.09,8.4
2021-06-08,4836.0,41057.64,0.21,0.79,0.12,0.04,0.0,41057.64,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.87,0.6815,80.13,0.0,8.49
2021-06-09,4836.0,40428.96,0.21,0.83,0.12,0.04,0.0,40428.96,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.87,0.6815,80.13,0.0,8.36
2021-06-10,4836.0,39703.56,0.21,0.85,0.12,0.04,0.0,39703.56,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.87,0.6815,80.13,0.0,8.21
2021-06-11,4836.0,39461.76,0.21,0.87,0.12,0.04,0.0,39461.76,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.87,0.6815,80.13,0.0,8.16
2021-06-14,4836.0,39993.72,0.21,0.87,0.12,0.04,0.0,39993.72,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.07,0.6792,79.93,0.0,8.27
2021-06-15,4836.0,39703.56,0.21,0.91,0.12,0.04,0.0,39703.56,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.87,0.6815,80.13,0.0,8.21
2021-06-16,4836.0,39461.76,0.21,0.95,0.12,0.04,0.0,39461.76,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.87,0.6815,80.13,0.0,8.16
2021-06-17,4836.0,39219.96,0.21,0.97,0.12,0.04,0.0,39219.96,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.76,0.6829,80.24,0.0,8.11
2021-06-18,4836.0,39123.24,0.21,0.96,0.12,0.04,0.0,39123.24,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.87,0.6815,80.13,0.0,8.09
2021-06-21,4836.0,38542.92,0.21,0.97,0.12,0.04,0.0,38542.92,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.88,0.6814,80.12,0.0,7.97
2021-06-22,4836.0,38349.48,0.21,0.98,0.12,0.04,0.0,38349.48,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.87,0.6815,80.13,0.0,7.93
2021-06-23,4836.0,37672.44,0.21,1.0,0.12,0.04,0.0,37672.44,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.92,0.6809,80.08,0.0,7.79
2021-06-24,4836.0,36560.16,0.21,1.04,0.12,0.04,0.0,36560.16,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.86,0.6817,80.14,0.0,7.56
2021-06-25,4836.0,39655.2,0.21,1.06,0.12,0.04,0.0,39655.2,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.88,0.6814,80.12,0.0,8.2
2021-06-28,4836.0,41976.48,0.21,0.94,0.12,0.04,0.0,41976.48,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.61,0.6728,79.39,0.0,8.68
2021-06-29,4836.0,42315.0,0.2,0.9,0.12,0.04,0.0,42315.0,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.87,0.6816,80.13,0.0,8.75
2021-06-30,4836.0,41202.72,0.2,0.94,0.12,0.04,0.0,41202.72,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.87,0.6815,80.13,0.0,8.52
2021-07-01,4836.0,40283.88,0.2,0.98,0.12,0.04,0.0,40283.88,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.87,0.6816,80.13,0.0,8.33
2021-07-02,4836.0,40525.68,0.2,1.08,0.12,0.04,0.0,40525.68,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.86,0.6817,80.14,0.0,8.38
2021-07-05,4836.0,40574.04,0.2,1.11,0.12,0.04,0.0,40574.04,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.94,0.6807,80.06,0.0,8.39
2021-07-06,4836.0,39510.12,0.2,1.14,0.12,0.04,0.0,39510.12,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.87,0.6815,80.13,0.0,8.17
2021-07-07,4836.0,39848.64,0.2,1.17,0.12,0.04,0.0,39848.64,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.89,0.6813,80.11,0.0,8.24
2021-07-08,4836.0,38688.0,0.2,1.19,0.12,0.04,0.0,38688.0,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.9,0.6812,80.1,0.0,8.0
2021-07-09,4836.0,39461.76,0.2,1.18,0.12,0.04,0.0,39461.76,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.87,0.6816,80.13,0.0,8.16
2021-07-12,4836.0,41783.04,0.2,1.2,0.12,0.04,0.0,41783.04,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.91,0.6811,80.09,0.0,8.64
2021-07-13,4836.0,42266.64,0.2,1.22,0.12,0.04,0.0,42266.64,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.89,0.6813,80.11,0.0,8.74
2021-07-14,4836.0,42556.8,0.2,1.22,0.12,0.04,0.0,42556.8,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.84,0.6819,80.16,0.0,8.8
2021-07-15,4836.0,42605.16,0.2,1.22,0.12,0.04,0.0,42605.16,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.89,0.6813,80.11,0.0,8.81
2021-07-16,4836.0,42508.44,0.2,1.47,0.12,0.04,0.0,42508.44,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.87,0.6816,80.13,0.0,8.79
2021-07-19,4836.0,41396.16,0.2,1.49,0.12,0.04,0.0,41396.16,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.88,0.6814,80.12,0.0,8.56
2021-07-20,4836.0,40815.84,0.2,1.48,0.12,0.04,0.0,40815.84,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.86,0.6817,80.14,0.0,8.44
2021-07-21,4836.0,41589.6,0.2,1.46,0.12,0.04,0.0,41589.6,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.9,0.6812,80.1,0.0,8.6
2021-07-22,4836.0,41106.0,0.2,1.45,0.12,0.04,0.0,41106.0,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.9,0.6813,80.1,0.0,8.5
2021-07-23,4836.0,41106.0,0.2,1.37,0.12,0.04,0.0,41106.0,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.88,0.6814,80.12,0.0,8.5
2021-07-26,4836.0,42846.96,0.2,1.36,0.12,0.04,0.0,42846.96,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.91,0.6811,80.09,0.0,8.86
2021-07-27,4836.0,43040.4,0.2,1.35,0.12,0.04,0.0,43040.4,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.87,0.6815,80.13,0.0,8.9
2021-07-28,4836.0,42169.92,0.2,1.33,0.12,0.04,0.0,42169.92,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.87,0.6816,80.13,0.0,8.72
2021-07-29,4836.0,41734.68,0.2,1.32,0.12,0.04,0.0,41734.68,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.92,0.681,80.08,0.0,8.63
2021-07-30,4836.0,39268.32,0.2,1.34,0.12,0.04,0.0,39268.32,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.88,0.6814,80.12,0.0,8.12
2021-08-02,4836.0,39848.64,0.2,1.31,0.12,0.04,0.0,39848.64,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.87,0.6815,80.13,0.0,8.24
2021-08-03,4836.0,39606.84,0.2,1.32,0.12,0.04,0.0,39606.84,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.01,0.6799,79.99,0.0,8.19
2021-08-04,4836.0,39848.64,0.2,1.33,0.12,0.04,0.0,39848.64,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.89,0.6813,80.11,0.0,8.24
2021-08-05,4836.0,40670.76,0.2,1.35,0.12,0.04,0.0,40670.76,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.89,0.6813,80.11,0.0,8.41
2021-08-06,4836.0,40864.2,0.2,1.39,0.12,0.04,0.0,40864.2,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.01,0.6799,79.99,0.0,8.45
2021-08-09,4836.0,41347.8,0.2,1.7,0.12,0.04,0.0,41347.8,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.89,0.6813,80.11,0.0,8.55
2021-08-10,4836.0,40767.48,0.2,1.94,0.12,0.04,0.0,40767.48,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.99,0.6802,80.01,0.0,8.43
2021-08-11,4836.0,40767.48,0.2,1.99,0.12,0.04,0.0,40767.48,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.87,0.6815,80.13,0.0,8.43
2021-08-12,4836.0,39655.2,0.2,2.14,0.12,0.04,0.0,39655.2,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.98,0.6802,80.02,0.0,8.2
2021-08-13,4836.0,39413.4,0.2,2.22,0.12,0.04,0.0,39413.4,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.88,0.6814,80.12,0.0,8.15
2021-08-16,4836.0,38688.0,0.2,2.25,0.12,0.04,0.0,38688.0,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.87,0.6815,80.13,0.0,8.0
2021-08-17,4836.0,38929.8,0.2,2.17,0.12,0.04,0.0,38929.8,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.87,0.6815,80.13,0.0,8.05
2021-08-18,4836.0,39074.88,0.2,2.21,0.12,0.04,0.0,39074.88,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.89,0.6813,80.11,0.0,8.08
2021-08-19,4836.0,38204.4,0.2,2.21,0.12,0.04,0.0,38204.4,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.88,0.6814,80.12,0.0,7.9
2021-08-20,4836.0,38542.92,0.2,2.34,0.12,0.04,0.0,38542.92,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.86,0.6817,80.14,0.0,7.97
2021-08-23,4836.0,38494.56,0.2,2.4,0.12,0.04,0.0,38494.56,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.9,0.6812,80.1,0.0,7.96
2021-08-24,4836.0,37720.8,0.2,2.52,0.12,0.04,0.0,37720.8,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.9,0.6812,80.1,0.0,7.8
2021-08-25,4836.0,37672.44,0.2,2.49,0.12,0.04,0.0,37672.44,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.89,0.6813,80.11,0.0,7.79
2021-08-26,4836.0,37817.52,0.2,2.43,0.12,0.04,0.0,37817.52,0.0,4836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.94,0.6807,80.06,0.0,7.82
2021-08-27,3836.0,30803.08,0.16,1.92,0.09,0.03,0.0,30803.08,0.0,3836.0,0.0,,,,,,,,,,,,,,1000.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.03
2021-08-30,3836.0,30342.76,0.16,1.88,0.09,0.03,0.0,30342.76,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.91
2021-08-31,3836.0,30419.48,0.16,1.92,0.09,0.03,0.0,30419.48,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,7.93
2021-09-01,3836.0,31992.24,0.16,1.97,0.09,0.03,0.0,31992.24,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.34
2021-09-02,3836.0,32606.0,0.16,2.0,0.09,0.03,0.0,32606.0,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.5
2021-09-03,3836.0,33181.4,0.16,2.16,0.09,0.03,0.0,33181.4,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.65
2021-09-06,3836.0,33449.92,0.16,2.19,0.09,0.03,0.0,33449.92,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.72
2021-09-07,3836.0,33449.92,0.16,2.23,0.09,0.04,0.0,33449.92,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.72
2021-09-08,3836.0,33756.8,0.16,2.28,0.09,0.04,0.0,33756.8,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.8
2021-09-09,3836.0,32682.72,0.16,2.26,0.09,0.04,0.0,32682.72,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.52
2021-09-10,3836.0,32682.72,0.16,2.26,0.09,0.03,0.0,32682.72,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.52
2021-09-13,3836.0,32414.2,0.16,2.48,0.09,0.03,0.0,32414.2,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.45
2021-09-14,3836.0,32682.72,0.16,2.51,0.09,0.03,0.0,32682.72,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.52
2021-09-15,3836.0,32529.28,0.16,2.53,0.09,0.03,0.0,32529.28,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.48
2021-09-16,3836.0,32951.24,0.16,2.5,0.09,0.03,0.0,32951.24,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.59
2021-09-17,3836.0,32874.52,0.16,2.48,0.09,0.03,0.0,32874.52,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.57
2021-09-20,3836.0,31493.56,0.16,2.36,0.09,0.03,0.0,31493.56,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.21
2021-09-21,3836.0,31723.72,0.16,2.35,0.09,0.03,0.0,31723.72,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.27
2021-09-22,3836.0,31838.8,0.16,2.44,0.09,0.03,0.0,31838.8,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.3
2021-09-23,3836.0,32222.4,0.16,2.39,0.09,0.03,0.0,32222.4,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.4
2021-09-24,3836.0,32222.4,0.16,2.47,0.09,0.03,0.0,32222.4,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.4
2021-09-27,3836.0,32145.68,0.16,2.39,0.09,0.03,0.0,32145.68,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.38
2021-09-28,3836.0,32797.8,0.16,2.5,0.09,0.03,0.0,32797.8,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.55
2021-09-29,3836.0,33488.28,0.16,2.36,0.09,0.03,0.0,33488.28,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.73
2021-09-30,3836.0,32951.24,0.16,2.26,0.09,0.04,0.0,32951.24,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.59
2021-10-01,3836.0,31838.8,0.16,2.27,0.09,0.03,0.0,31838.8,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.3
2021-10-04,3836.0,32107.32,0.16,1.7,0.09,0.03,0.0,32107.32,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.37
2021-10-05,3836.0,32452.56,0.16,1.71,0.09,0.03,0.0,32452.56,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.46
2021-10-06,3836.0,31877.16,0.16,1.78,0.09,0.03,0.0,31877.16,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.31
2021-10-07,3836.0,32452.56,0.16,1.78,0.09,0.03,0.0,32452.56,0.0,3836.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,8.46
