,FPXU FP Equity_DX_SI_QTY,FPXU FP Equity_DX_SHORT_INTEREST_VALUE,FPXU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,FPXU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,FPXU FP Equity_DX_SI_MV,FPXU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,FPXU FP Equity_DX_SUPPLY_SI_QTY,FPXU FP Equity_DX_BROKER_SI_QTY,FPXU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,FPXU FP Equity_DX_BROKER_SI_QTY_ADD,FPXU FP Equity_DX_BROKER_SI_MV_ADD,FPXU FP Equity_DX_SUPPLY_SI_MV,FPXU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,FPXU FP Equity_DX_UTILIZATION_QUANTITY,FPXU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,FPXU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,FPXU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,FPXU FP Equity_DX_ACTIVE_UTILIZATION_MV,FPXU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,FPXU FP Equity_DX_BROKER_SI_CON_RATIO,FPXU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,FPXU FP Equity_DX_DEMAND_SUPPLY_RATIO,FPXU FP Equity_PX_LAST
2022-06-02,,,,,,,,,,,,,,,,,,,,,,,34.44
2022-06-03,,,,,,,,,,,,,,,,,,,,,,,34.11
2022-06-06,,,,,,,,,,,,,,,,,,,,,,,34.43
2022-06-07,,,,,,,,,,,,,,,,,,,,,,,34.565
2022-06-08,,,,,,,,,,,,,,,,,,,,,,,34.945
2022-06-09,,,,,,,,,,,,,,,,,,,,,,,34.135
2022-06-10,,,,,,,,,,,,,,,,,,,,,,,32.285
2022-06-13,,,,,,,,,,,,,,,,,,,,,,,30.665
2022-06-14,,,,,,,,,,,,,,,,,,,,,,,30.605
2022-06-15,,,,,,,,,,,,,,,,,,,,,,,30.845
2022-06-16,,,,,,,,,,,,,,,,,,,,,,,29.805
2022-06-17,,,,,,,,,,,,,,,,,,,,,,,29.71
2022-06-20,,,,,,,,,,,,,,,,,,,,,,,30.34
2022-06-21,,,,,,,,,,,,,,,,,,,,,,,30.905
2022-06-22,,,,,,,,,,,,,,,,,,,,,,,30.84
2022-06-23,,,,,,,,,,,,,,,,,,,,,,,30.86
2022-06-24,,,,,,,,,,,,,,,,,,,,,,,31.685
2022-06-27,,,,,,,,,,,,,,,,,,,,,,,32.02
2022-06-28,,,,,,,,,,,,,,,,,,,,,,,31.645
2022-06-29,,,,,,,,,,,,,,,,,,,,,,,30.875
2022-06-30,,,,,,,,,,,,,,,,,,,,,,,30.485
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,30.6
2022-07-04,,,,,,,,,,,,,,,,,,,,,,,30.72
2022-07-05,,,,,,,,,,,,,,,,,,,,,,,30.41
2022-07-06,,,,,,,,,,,,,,,,,,,,,,,30.64
2022-07-07,,,,,,,,,,,,,,,,,,,,,,,31.5
2022-07-08,,,,,,,,,,,,,,,,,,,,,,,31.83
2022-07-11,,,,,,,,,,,,,,,,,,,,,,,31.175
2022-07-12,,,,,,,,,,,,,,,,,,,,,,,31.06
2022-07-13,,,,,,,,,,,,,,,,,,,,,,,30.705
2022-07-14,,,,,,,,,,,,,,,,,,,,,,,30.065
2022-07-15,,,,,,,,,,,,,,,,,,,,,,,30.785
2022-07-18,,,,,,,,,,,,,,,,,,,,,,,31.405
2022-07-19,,,,,,,,,,,,,,,,,,,,,,,31.495
2022-07-20,,,,,,,,,,,,,,,,,,,,,,,32.16
2022-07-21,,,,,,,,,,,,,,,,,,,,,,,32.165
2022-07-22,,,,,,,,,,,,,,,,,,,,,,,32.02
2022-07-25,,,,,,,,,,,,,,,,,,,,,,,32.035
2022-07-26,,,,,,,,,,,,,,,,,,,,,,,31.635
2022-07-27,,,,,,,,,,,,,,,,,,,,,,,32.09
2022-07-28,,,,,,,,,,,,,,,,,,,,,,,32.67
2022-07-29,,,,,,,,,,,,,,,,,,,,,,,32.955
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,33.095
2022-08-02,,,,,,,,,,,,,,,,,,,,,,,33.375
2022-08-03,,,,,,,,,,,,,,,,,,,,,,,33.605
2022-08-04,,,,,,,,,,,,,,,,,,,,,,,33.56
2022-08-05,,,,,,,,,,,,,,,,,,,,,,,33.635
2022-08-08,,,,,,,,,,,,,,,,,,,,,,,34.255
2022-08-09,,,,,,,,,,,,,,,,,,,,,,,33.695
2022-08-10,,,,,,,,,,,,,,,,,,,,,,,34.505
2022-08-11,,,,,,,,,,,,,,,,,,,,,,,34.795
2022-08-12,,,,,,,,,,,,,,,,,,,,,,,34.81
2022-08-15,,,,,,,,,,,,,,,,,,,,,,,34.98
2022-08-16,,,,,,,,,,,,,,,,,,,,,,,35.01
2022-08-17,,,,,,,,,,,,,,,,,,,,,,,34.655
2022-08-18,,,,,,,,,,,,,,,,,,,,,,,34.905
2022-08-19,,,,,,,,,,,,,,,,,,,,,,,34.275
2022-08-22,,,,,,,,,,,,,,,,,,,,,,,33.9
2022-08-23,,,,,,,,,,,,,,,,,,,,,,,33.945
2022-08-24,,,,,,,,,,,,,,,,,,,,,,,34.315
2022-08-25,,,,,,,,,,,,,,,,,,,,,,,34.47
2022-08-26,,,,,,,,,,,,,,,,,,,,,,,34.015
2022-08-29,,,,,,,,,,,,,,,,,,,,,,,33.605
2022-08-30,,,,,,,,,,,,,,,,,,,,,,,33.18
2022-08-31,,,,,,,,,,,,,,,,,,,,,,,33.015
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,32.155
2022-09-02,,,,,,,,,,,,,,,,,,,,,,,32.915
2022-09-05,,,,,,,,,,,,,,,,,,,,,,,32.48
2022-09-06,,,,,,,,,,,,,,,,,,,,,,,32.38
2022-09-07,,,,,,,,,,,,,,,,,,,,,,,32.38
2022-09-08,,,,,,,,,,,,,,,,,,,,,,,33.125
2022-09-09,,,,,,,,,,,,,,,,,,,,,,,33.785
2022-09-12,,,,,,,,,,,,,,,,,,,,,,,34.175
2022-09-13,,,,,,,,,,,,,,,,,,,,,,,33.85
2022-09-14,,,,,,,,,,,,,,,,,,,,,,,33.39
2022-09-15,,,,,,,,,,,,,,,,,,,,,,,33.325
2022-09-16,,,,,,,,,,,,,,,,,,,,,,,32.395
2022-09-19,,,,,,,,,,,,,,,,,,,,,,,32.3
2022-09-20,,,,,,,,,,,,,,,,,,,,,,,32.34
2022-09-21,,,,,,,,,,,,,,,,,,,,,,,32.32
2022-09-22,,,,,,,,,,,,,,,,,,,,,,,30.955
2022-09-23,,,,,,,,,,,,,,,,,,,,,,,30.12
2022-09-26,,,,,,,,,,,,,,,,,,,,,,,30.105
2022-09-27,,,,,,,,,,,,,,,,,,,,,,,30.24
2022-09-28,,,,,,,,,,,,,,,,,,,,,,,30.59
2022-09-29,,,,,,,,,,,,,,,,,,,,,,,30.21
2022-09-30,,,,,,,,,,,,,,,,,,,,,,,30.73
2022-10-03,,,,,,,,,,,,,,,,,,,,,,,30.69
2022-10-04,,,,,,,,,,,,,,,,,,,,,,,31.91
2022-10-05,,,,,,,,,,,,,,,,,,,,,,,31.525
2022-10-06,,,,,,,,,,,,,,,,,,,,,,,31.99
2022-10-07,,,,,,,,,,,,,,,,,,,,,,,31.105
2022-10-10,,,,,,,,,,,,,,,,,,,,,,,30.5
2022-10-11,,,,,,,,,,,,,,,,,,,,,,,30.33
2022-10-12,,,,,,,,,,,,,,,,,,,,,,,30.03
2022-10-13,,,,,,,,,,,,,,,,,,,,,,,30.205
2022-10-14,,,,,,,,,,,,,,,,,,,,,,,30.76
2022-10-17,,,,,,,,,,,,,,,,,,,,,,,30.62
2022-10-18,,,,,,,,,,,,,,,,,,,,,,,30.835
2022-10-19,,,,,,,,,,,,,,,,,,,,,,,30.805
2022-10-20,,,,,,,,,,,,,,,,,,,,,,,31.185
2022-10-21,,,,,,,,,,,,,,,,,,,,,,,30.865
2022-10-24,,,,,,,,,,,,,,,,,,,,,,,31.265
2022-10-25,,,,,,,,,,,,,,,,,,,,,,,32.115
2022-10-26,,,,,,,,,,,,,,,,,,,,,,,32.745
2022-10-27,,,,,,,,,,,,,,,,,,,,,,,32.255
2022-10-28,,,,,,,,,,,,,,,,,,,,,,,32.165
2022-10-31,,,,,,,,,,,,,,,,,,,,,,,32.315
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,32.49
2022-11-02,,,,,,,,,,,,,,,,,,,,,,,32.06
2022-11-03,,,,,,,,,,,,,,,,,,,,,,,31.67
2022-11-04,,,,,,,,,,,,,,,,,,,,,,,31.06
2022-11-07,,,,,,,,,,,,,,,,,,,,,,,31.42
2022-11-08,,,,,,,,,,,,,,,,,,,,,,,31.64
2022-11-09,,,,,,,,,,,,,,,,,,,,,,,31.01
2022-11-10,,,,,,,,,,,,,,,,,,,,,,,32.09
2022-11-11,,,,,,,,,,,,,,,,,,,,,,,32.075
2022-11-14,,,,,,,,,,,,,,,,,,,,,,,32.235
2022-11-15,,,,,,,,,,,,,,,,,,,,,,,32.65
2022-11-16,,,,,,,,,,,,,,,,,,,,,,,31.975
2022-11-17,,,,,,,,,,,,,,,,,,,,,,,31.335
2022-11-18,,,,,,,,,,,,,,,,,,,,,,,31.61
2022-11-21,,,,,,,,,,,,,,,,,,,,,,,31.14
2022-11-22,,,,,,,,,,,,,,,,,,,,,,,31.33
2022-11-23,,,,,,,,,,,,,,,,,,,,,,,31.785
2022-11-24,,,,,,,,,,,,,,,,,,,,,,,31.935
2022-11-25,,,,,,,,,,,,,,,,,,,,,,,31.83
2022-11-28,,,,,,,,,,,,,,,,,,,,,,,31.64
2022-11-29,,,,,,,,,,,,,,,,,,,,,,,31.375
2022-11-30,,,,,,,,,,,,,,,,,,,,,,,31.025
2022-12-01,,,,,,,,,,,,,,,,,,,,,,,31.935
2022-12-02,,,,,,,,,,,,,,,,,,,,,,,31.775
2022-12-05,,,,,,,,,,,,,,,,,,,,,,,31.81
2022-12-06,,,,,,,,,,,,,,,,,,,,,,,31.15
2022-12-07,,,,,,,,,,,,,,,,,,,,,,,30.535
2022-12-08,,,,,,,,,,,,,,,,,,,,,,,30.775
2022-12-09,,,,,,,,,,,,,,,,,,,,,,,31.04
2022-12-12,,,,,,,,,,,,,,,,,,,,,,,30.555
2022-12-13,,,,,,,,,,,,,,,,,,,,,,,30.925
2022-12-14,,,,,,,,,,,,,,,,,,,,,,,31.11
2022-12-15,,,,,,,,,,,,,,,,,,,,,,,30.735
2022-12-16,,,,,,,,,,,,,,,,,,,,,,,29.985
2022-12-19,,,,,,,,,,,,,,,,,,,,,,,29.795
2022-12-20,,,,,,,,,,,,,,,,,,,,,,,29.1
2022-12-21,,,,,,,,,,,,,,,,,,,,,,,29.495
2022-12-22,,,,,,,,,,,,,,,,,,,,,,,29.85
2022-12-23,,,,,,,,,,,,,,,,,,,,,,,29.325
2022-12-27,,,,,,,,,,,,,,,,,,,,,,,29.56
2022-12-28,,,,,,,,,,,,,,,,,,,,,,,29.17
2022-12-29,,,,,,,,,,,,,,,,,,,,,,,28.785
2022-12-30,,,,,,,,,,,,,,,,,,,,,,,29.17
2023-01-02,,,,,,,,,,,,,,,,,,,,,,,29.59
2023-01-03,,,,,,,,,,,,,,,,,,,,,,,29.545
2023-01-04,,,,,,,,,,,,,,,,,,,,,,,29.055
2023-01-05,,,,,,,,,,,,,,,,,,,,,,,29.105
2023-01-06,,,,,,,,,,,,,,,,,,,,,,,28.65
2023-01-09,,,,,,,,,,,,,,,,,,,,,,,29.345
2023-01-10,,,,,,,,,,,,,,,,,,,,,,,29.23
2023-01-11,,,,,,,,,,,,,,,,,,,,,,,29.615
2023-01-12,,,,,,,,,,,,,,,,,,,,,,,30.23
2023-01-13,,,,,,,,,,,,,,,,,,,,,,,30.48
2023-01-16,,,,,,,,,,,,,,,,,,,,,,,30.7
2023-01-17,,,,,,,,,,,,,,,,,,,,,,,30.56
2023-01-18,,,,,,,,,,,,,,,,,,,,,,,30.97
2023-01-19,,,,,,,,,,,,,,,,,,,,,,,30.175
2023-01-20,,,,,,,,,,,,,,,,,,,,,,,29.895
2023-01-23,,,,,,,,,,,,,,,,,,,,,,,30.46
2023-01-24,,,,,,,,,,,,,,,,,,,,,,,31.05
2023-01-25,,,,,,,,,,,,,,,,,,,,,,,30.81
2023-01-26,,,,,,,,,,,,,,,,,,,,,,,31.135
2023-01-27,,,,,,,,,,,,,,,,,,,,,,,31.365
2023-01-30,,,,,,,,,,,,,,,,,,,,,,,31.505
2023-01-31,,,,,,,,,,,,,,,,,,,,,,,31.18
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,31.675
2023-02-02,,,,,,,,,,,,,,,,,,,,,,,32.42
2023-02-03,,,,,,,,,,,,,,,,,,,,,,,32.55
2023-02-06,,,,,,,,,,,,,,,,,,,,,,,32.55
2023-02-07,,,,,,,,,,,,,,,,,,,,,,,32.0
2023-02-08,,,,,,,,,,,,,,,,,,,,,,,32.33
2023-02-09,,,,,,,,,,,,,,,,,,,,,,,32.215
2023-02-10,,,,,,,,,,,,,,,,,,,,,,,31.555
2023-02-13,,,,,,,,,,,,,,,,,,,,,,,31.7
2023-02-14,,,,,,,,,,,,,,,,,,,,,,,31.875
2023-02-15,,,,,,,,,,,,,,,,,,,,,,,32.035
2023-02-16,,,,,,,,,,,,,,,,,,,,,,,32.835
2023-02-17,,,,,,,,,,,,,,,,,,,,,,,31.97
2023-02-20,,,,,,,,,,,,,,,,,,,,,,,31.845
2023-02-21,,,,,,,,,,,,,,,,,,,,,,,31.745
2023-02-22,,,,,,,,,,,,,,,,,,,,,,,31.205
2023-02-23,,,,,,,,,,,,,,,,,,,,,,,31.4
2023-02-24,,,,,,,,,,,,,,,,,,,,,,,31.51
2023-02-27,,,,,,,,,,,,,,,,,,,,,,,31.355
2023-02-28,,,,,,,,,,,,,,,,,,,,,,,31.185
2023-03-01,,,,,,,,,,,,,,,,,,,,,,,31.285
2023-03-02,,,,,,,,,,,,,,,,,,,,,,,30.77
2023-03-03,,,,,,,,,,,,,,,,,,,,,,,31.325
2023-03-06,,,,,,,,,,,,,,,,,,,,,,,32.195
2023-03-07,,,,,,,,,,,,,,,,,,,,,,,31.94
2023-03-08,,,,,,,,,,,,,,,,,,,,,,,31.645
2023-03-09,,,,,,,,,,,,,,,,,,,,,,,31.455
2023-03-10,,,,,,,,,,,,,,,,,,,,,,,30.835
2023-03-13,,,,,,,,,,,,,,,,,,,,,,,30.0
2023-03-14,,,,,,,,,,,,,,,,,,,,,,,29.875
2023-03-15,,,,,,,,,,,,,,,,,,,,,,,30.165
2023-03-16,,,,,,,,,,,,,,,,,,,,,,,29.975
2023-03-17,,,,,,,,,,,,,,,,,,,,,,,30.35
2023-03-20,,,,,,,,,,,,,,,,,,,,,,,29.685
2023-03-21,,,,,,,,,,,,,,,,,,,,,,,30.325
2023-03-22,,,,,,,,,,,,,,,,,,,,,,,30.705
2023-03-23,,,,,,,,,,,,,,,,,,,,,,,30.365
2023-03-24,,,,,,,,,,,,,,,,,,,,,,,29.56
2023-03-27,,,,,,,,,,,,,,,,,,,,,,,30.135
2023-03-28,,,,,,,,,,,,,,,,,,,,,,,30.16
2023-03-29,,,,,,,,,,,,,,,,,,,,,,,30.215
2023-03-30,,,,,,,,,,,,,,,,,,,,,,,30.585
2023-03-31,,,,,,,,,,,,,,,,,,,,,,,30.85
2023-04-03,,,,,,,,,,,,,,,,,,,,,,,31.315
2023-04-04,,,,,,,,,,,,,,,,,,,,,,,31.335
2023-04-05,,,,,,,,,,,,,,,,,,,,,,,30.93
2023-04-06,,,,,,,,,,,,,,,,,,,,,,,30.305
2023-04-11,,,,,,,,,,,,,,,,,,,,,,,30.45
2023-04-12,,,,,,,,,,,,,,,,,,,,,,,30.67
2023-04-13,,,,,,,,,,,,,,,,,,,,,,,30.67
2023-04-14,,,,,,,,,,,,,,,,,,,,,,,30.775
2023-04-17,,,,,,,,,,,,,,,,,,,,,,,30.75
2023-04-18,,,,,,,,,,,,,,,,,,,,,,,31.01
2023-04-19,,,,,,,,,,,,,,,,,,,,,,,31.025
2023-04-20,,,,,,,,,,,,,,,,,,,,,,,31.04
2023-04-21,,,,,,,,,,,,,,,,,,,,,,,30.74
2023-04-24,,,,,,,,,,,,,,,,,,,,,,,30.625
2023-04-25,,,,,,,,,,,,,,,,,,,,,,,30.565
2023-04-26,,,,,,,,,,,,,,,,,,,,,,,29.9
2023-04-27,,,,,,,,,,,,,,,,,,,,,,,29.76
2023-04-28,,,,,,,,,,,,,,,,,,,,,,,29.435
2023-05-02,,,,,,,,,,,,,,,,,,,,,,,30.12
2023-05-03,,,,,,,,,,,,,,,,,,,,,,,29.835
2023-05-04,,,,,,,,,,,,,,,,,,,,,,,29.885
2023-05-05,,,,,,,,,,,,,,,,,,,,,,,29.795
2023-05-08,,,,,,,,,,,,,,,,,,,,,,,30.21
2023-05-09,,,,,,,,,,,,,,,,,,,,,,,30.62
2023-05-10,,,,,,,,,,,,,,,,,,,,,,,30.48
2023-05-11,,,,,,,,,,,,,,,,,,,,,,,30.585
2023-05-12,,,,,,,,,,,,,,,,,,,,,,,30.27
2023-05-15,,,,,,,,,,,,,,,,,,,,,,,30.085
2023-05-16,,,,,,,,,,,,,,,,,,,,,,,29.98
2023-05-17,,,,,,,,,,,,,,,,,,,,,,,30.15
2023-05-18,,,,,,,,,,,,,,,,,,,,,,,30.755
2023-05-19,,,,,,,,,,,,,,,,,,,,,,,30.75
2023-05-22,,,,,,,,,,,,,,,,,,,,,,,30.885
2023-05-23,,,,,,,,,,,,,,,,,,,,,,,30.895
2023-05-24,,,,,,,,,,,,,,,,,,,,,,,30.115
2023-05-25,,,,,,,,,,,,,,,,,,,,,,,29.615
2023-05-26,,,,,,,,,,,,,,,,,,,,,,,29.61
2023-05-29,,,,,,,,,,,,,,,,,,,,,,,30.35
2023-05-30,,,,,,,,,,,,,,,,,,,,,,,30.48
2023-05-31,,,,,,,,,,,,,,,,,,,,,,,30.075
2023-06-01,,,,,,,,,,,,,,,,,,,,,,,30.575
2023-06-02,,,,,,,,,,,,,,,,,,,,,,,31.345
2023-06-05,,,,,,,,,,,,,,,,,,,,,,,31.44
2023-06-06,,,,,,,,,,,,,,,,,,,,,,,31.95
2023-06-07,,,,,,,,,,,,,,,,,,,,,,,32.095
2023-06-08,,,,,,,,,,,,,,,,,,,,,,,31.895
2023-06-09,,,,,,,,,,,,,,,,,,,,,,,31.64
2023-06-12,,,,,,,,,,,,,,,,,,,,,,,32.22
2023-06-13,,,,,,,,,,,,,,,,,,,,,,,32.375
2023-06-14,,,,,,,,,,,,,,,,,,,,,,,32.8
2023-06-15,,,,,,,,,,,,,,,,,,,,,,,32.925
2023-06-16,,,,,,,,,,,,,,,,,,,,,,,32.935
2023-06-19,,,,,,,,,,,,,,,,,,,,,,,32.89
2023-06-20,,,,,,,,,,,,,,,,,,,,,,,32.36
2023-06-21,,,,,,,,,,,,,,,,,,,,,,,32.155
2023-06-22,,,,,,,,,,,,,,,,,,,,,,,31.89
2023-06-23,,,,,,,,,,,,,,,,,,,,,,,31.85
2023-06-26,,,,,,,,,,,,,,,,,,,,,,,31.975
2023-06-27,,,,,,,,,,,,,,,,,,,,,,,31.94
2023-06-28,,,,,,,,,,,,,,,,,,,,,,,32.545
2023-06-29,,,,,,,,,,,,,,,,,,,,,,,32.55
2023-06-30,,,,,,,,,,,,,,,,,,,,,,,32.565
2023-07-03,,,,,,,,,,,,,,,,,,,,,,,32.985
2023-07-04,,,,,,,,,,,,,,,,,,,,,,,33.08
2023-07-05,,,,,,,,,,,,,,,,,,,,,,,32.325
2023-07-06,,,,,,,,,,,,,,,,,,,,,,,31.92
2023-07-07,,,,,,,,,,,,,,,,,,,,,,,32.565
2023-07-10,,,,,,,,,,,,,,,,,,,,,,,32.915
2023-07-11,,,,,,,,,,,,,,,,,,,,,,,33.46
2023-07-12,,,,,,,,,,,,,,,,,,,,,,,34.015
2023-07-13,,,,,,,,,,,,,,,,,,,,,,,34.34
2023-07-14,,,,,,,,,,,,,,,,,,,,,,,34.355
2023-07-17,,,,,,,,,,,,,,,,,,,,,,,34.505
2023-07-18,,,,,,,,,,,,,,,,,,,,,,,34.93
2023-07-19,,,,,,,,,,,,,,,,,,,,,,,34.965
2023-07-20,,,,,,,,,,,,,,,,,,,,,,,34.325
2023-07-21,,,,,,,,,,,,,,,,,,,,,,,34.225
2023-07-24,,,,,,,,,,,,,,,,,,,,,,,33.8
2023-07-25,,,,,,,,,,,,,,,,,,,,,,,34.025
2023-07-26,,,,,,,,,,,,,,,,,,,,,,,33.78
2023-07-27,,,,,,,,,,,,,,,,,,,,,,,34.315
2023-07-28,,,,,,,,,,,,,,,,,,,,,,,34.435
2023-07-31,,,,,,,,,,,,,,,,,,,,,,,35.24
2023-08-01,,,,,,,,,,,,,,,,,,,,,,,34.955
2023-08-02,,,,,,,,,,,,,,,,,,,,,,,34.22
2023-08-03,,,,,,,,,,,,,,,,,,,,,,,33.135
2023-08-04,,,,,,,,,,,,,,,,,,,,,,,34.155
2023-08-07,,,,,,,,,,,,,,,,,,,,,,,33.78
2023-08-08,,,,,,,,,,,,,,,,,,,,,,,33.13
2023-08-09,,,,,,,,,,,,,,,,,,,,,,,32.945
2023-08-10,,,,,,,,,,,,,,,,,,,,,,,33.045
2023-08-11,,,,,,,,,,,,,,,,,,,,,,,32.465
2023-08-14,,,,,,,,,,,,,,,,,,,,,,,32.535
2023-08-15,,,,,,,,,,,,,,,,,,,,,,,32.295
2023-08-16,,,,,,,,,,,,,,,,,,,,,,,32.105
2023-08-17,,,,,,,,,,,,,,,,,,,,,,,31.54
2023-08-18,,,,,,,,,,,,,,,,,,,,,,,31.46
2023-08-21,,,,,,,,,,,,,,,,,,,,,,,31.26
2023-08-22,,,,,,,,,,,,,,,,,,,,,,,31.53
2023-08-23,,,,,,,,,,,,,,,,,,,,,,,31.97
2023-08-24,,,,,,,,,,,,,,,,,,,,,,,31.625
2023-08-25,,,,,,,,,,,,,,,,,,,,,,,31.535
2023-08-28,,,,,,,,,,,,,,,,,,,,,,,31.89
2023-08-29,,,,,,,,,,,,,,,,,,,,,,,32.395
2023-08-30,,,,,,,,,,,,,,,,,,,,,,,32.775
2023-08-31,,,,,,,,,,,,,,,,,,,,,,,33.12
2023-09-01,,,,,,,,,,,,,,,,,,,,,,,33.245
2023-09-04,,,,,,,,,,,,,,,,,,,,,,,33.225
2023-09-05,,,,,,,,,,,,,,,,,,,,,,,33.185
2023-09-06,,,,,,,,,,,,,,,,,,,,,,,32.85
2023-09-07,,,,,,,,,,,,,,,,,,,,,,,32.605
2023-09-08,,,,,,,,,,,,,,,,,,,,,,,32.97
2023-09-11,,,,,,,,,,,,,,,,,,,,,,,32.98
2023-09-12,,,,,,,,,,,,,,,,,,,,,,,32.905
2023-09-13,,,,,,,,,,,,,,,,,,,,,,,32.575
2023-09-14,,,,,,,,,,,,,,,,,,,,,,,32.51
2023-09-15,,,,,,,,,,,,,,,,,,,,,,,32.105
2023-09-18,,,,,,,,,,,,,,,,,,,,,,,32.155
2023-09-19,,,,,,,,,,,,,,,,,,,,,,,31.615
2023-09-20,,,,,,,,,,,,,,,,,,,,,,,31.935
2023-09-21,,,,,,,,,,,,,,,,,,,,,,,30.71
2023-09-22,,,,,,,,,,,,,,,,,,,,,,,30.76
2023-09-25,,,,,,,,,,,,,,,,,,,,,,,30.75
2023-09-26,,,,,,,,,,,,,,,,,,,,,,,30.55
2023-09-27,,,,,,,,,,,,,,,,,,,,,,,30.945
2023-09-28,,,,,,,,,,,,,,,,,,,,,,,31.295
2023-09-29,,,,,,,,,,,,,,,,,,,,,,,31.66
2023-10-02,,,,,,,,,,,,,,,,,,,,,,,31.345
2023-10-03,,,,,,,,,,,,,,,,,,,,,,,30.28
2023-10-04,,,,,,,,,,,,,,,,,,,,,,,30.32
2023-10-05,,,,,,,,,,,,,,,,,,,,,,,29.925
2023-10-06,,,,,,,,,,,,,,,,,,,,,,,30.515
2023-10-09,,,,,,,,,,,,,,,,,,,,,,,30.715
2023-10-10,,,,,,,,,,,,,,,,,,,,,,,31.875
2023-10-11,,,,,,,,,,,,,,,,,,,,,,,31.735
2023-10-12,,,,,,,,,,,,,,,,,,,,,,,31.61
2023-10-13,,,,,,,,,,,,,,,,,,,,,,,30.7
2023-10-16,,,,,,,,,,,,,,,,,,,,,,,31.045
2023-10-17,,,,,,,,,,,,,,,,,,,,,,,31.45
2023-10-18,,,,,,,,,,,,,,,,,,,,,,,30.74
2023-10-19,,,,,,,,,,,,,,,,,,,,,,,30.015
2023-10-20,,,,,,,,,,,,,,,,,,,,,,,29.4
2023-10-23,,,,,,,,,,,,,,,,,,,,,,,30.015
2023-10-24,,,,,,,,,,,,,,,,,,,,,,,29.94
2023-10-25,,,,,,,,,,,,,,,,,,,,,,,29.38
2023-10-26,,,,,,,,,,,,,,,,,,,,,,,28.815
2023-10-27,,,,,,,,,,,,,,,,,,,,,,,28.87
2023-10-30,,,,,,,,,,,,,,,,,,,,,,,28.485
2023-10-31,,,,,,,,,,,,,,,,,,,,,,,28.67
2023-11-01,,,,,,,,,,,,,,,,,,,,,,,28.735
2023-11-02,,,,,,,,,,,,,,,,,,,,,,,29.555
2023-11-03,,,,,,,,,,,,,,,,,,,,,,,30.63
2023-11-06,,,,,,,,,,,,,,,,,,,,,,,30.34
2023-11-07,,,,,,,,,,,,,,,,,,,,,,,30.845
2023-11-08,,,,,,,,,,,,,,,,,,,,,,,30.495
2023-11-09,,,,,,,,,,,,,,,,,,,,,,,30.65
2023-11-10,,,,,,,,,,,,,,,,,,,,,,,30.455
2023-11-13,,,,,,,,,,,,,,,,,,,,,,,30.675
2023-11-14,,,,,,,,,,,,,,,,,,,,,,,31.95
2023-11-15,,,,,,,,,,,,,,,,,,,,,,,32.49
2023-11-16,,,,,,,,,,,,,,,,,,,,,,,31.675
2023-11-17,,,,,,,,,,,,,,,,,,,,,,,32.05
2023-11-20,,,,,,,,,,,,,,,,,,,,,,,32.105
2023-11-21,,,,,,,,,,,,,,,,,,,,,,,32.18
2023-11-22,,,,,,,,,,,,,,,,,,,,,,,32.465
2023-11-23,,,,,,,,,,,,,,,,,,,,,,,32.53
2023-11-24,,,,,,,,,,,,,,,,,,,,,,,32.625
2023-11-27,,,,,,,,,,,,,,,,,,,,,,,32.625
2023-11-28,,,,,,,,,,,,,,,,,,,,,,,32.595
2023-11-29,,,,,,,,,,,,,,,,,,,,,,,32.705
2023-11-30,,,,,,,,,,,,,,,,,,,,,,,32.675
2023-12-01,,,,,,,,,,,,,,,,,,,,,,,33.45
2023-12-04,,,,,,,,,,,,,,,,,,,,,,,33.84
2023-12-05,,,,,,,,,,,,,,,,,,,,,,,33.705
2023-12-06,,,,,,,,,,,,,,,,,,,,,,,33.98
2023-12-07,,,,,,,,,,,,,,,,,,,,,,,33.605
2023-12-08,,,,,,,,,,,,,,,,,,,,,,,34.11
2023-12-11,,,,,,,,,,,,,,,,,,,,,,,34.55
2023-12-12,,,,,,,,,,,,,,,,,,,,,,,34.51
2023-12-13,,,,,,,,,,,,,,,,,,,,,,,34.645
2023-12-14,,,,,,,,,,,,,,,,,,,,,,,35.76
2023-12-15,,,,,,,,,,,,,,,,,,,,,,,35.875
2023-12-18,,,,,,,,,,,,,,,,,,,,,,,35.76
2023-12-19,,,,,,,,,,,,,,,,,,,,,,,36.145
2023-12-20,,,,,,,,,,,,,,,,,,,,,,,35.96
2023-12-21,,,,,,,,,,,,,,,,,,,,,,,35.385
2023-12-22,,,,,,,,,,,,,,,,,,,,,,,35.735
