,DSB FP Equity_DX_SI_QTY,DSB FP Equity_DX_SHORT_INTEREST_VALUE,DSB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,DSB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,DSB FP Equity_DX_SI_MV,DSB FP Equity_DX_DSS,DSB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,DSB FP Equity_DX_SUPPLY_SI_QTY,DSB FP Equity_DX_BROKER_SI_QTY,DSB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,DSB FP Equity_DX_BROKER_SI_MV_NEW_x,DSB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,DSB FP Equity_DX_SUPPLY_SI_QTY_INC_x,DSB FP Equity_DX_BROKER_SI_MV_INC_x,DSB FP Equity_DX_SUPPLY_SI_MV_NEW,DSB FP Equity_DX_BROKER_SI_QTY_ADD,DSB FP Equity_DX_BROKER_SI_QTY_NEW,DSB FP Equity_DX_SUPPLY_SI_MV_DEC,DSB FP Equity_DX_BROKER_SI_QTY_INC,DSB FP Equity_DX_SUPPLY_SI_QTY_DEC,DSB FP Equity_DX_BROKER_SI_MV_NEW_y,DSB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,DSB FP Equity_DX_BROKER_SI_MV_INC_y,DSB FP Equity_DX_SUPPLY_SI_QTY_INC_y,DSB FP Equity_DX_BROKER_SI_MV_ADD,DSB FP Equity_DX_SUPPLY_SI_QTY_ADD,DSB FP Equity_DX_BROKER_SI_QTY_DEC,DSB FP Equity_DX_SUPPLY_SI_MV,DSB FP Equity_DX_BROKER_SI_MV_DEC,DSB FP Equity_DX_SUPPLY_SI_MV_RMV,DSB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,DSB FP Equity_DX_UTILIZATION_QUANTITY,DSB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,DSB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,DSB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,DSB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,DSB FP Equity_DX_ACTIVE_UTILIZATION_MV,DSB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,DSB FP Equity_DX_BROKER_SI_CON_RATIO,DSB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,DSB FP Equity_DX_DEMAND_SUPPLY_RATIO
2019-01-22,4400.0,142155.2,0.27,0.02,0.14,,109847.2,1000.0,3400.0,32308.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,0.97,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0429
2019-01-23,4400.0,141741.6,0.28,0.02,0.14,,109527.6,1000.0,3400.0,32214.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,0.98,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0432
2019-01-24,4400.0,140593.2,0.27,0.02,0.14,,108640.2,1000.0,3400.0,31953.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,0.98,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0432
2019-01-25,4400.0,141002.4,0.32,0.02,0.14,,108956.4,1000.0,3400.0,32046.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,0.98,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0432
2019-01-28,4400.0,141218.0,0.33,0.02,0.14,,109123.0,1000.0,3400.0,32095.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,0.98,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0432
2019-01-29,4400.0,141046.4,0.33,0.02,0.14,,108990.4,1000.0,3400.0,32056.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,0.98,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0432
2019-01-30,4400.0,140760.4,0.34,0.02,0.14,,108769.4,1000.0,3400.0,31991.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,0.98,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0432
2019-01-31,4400.0,140012.4,0.35,0.02,0.14,,108191.4,1000.0,3400.0,31821.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,0.98,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0432
2019-02-01,4400.0,140355.6,0.34,0.02,0.14,,108456.6,1000.0,3400.0,31899.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,0.98,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0432
2019-02-04,4400.0,140624.0,0.33,0.02,0.14,,108664.0,1000.0,3400.0,31960.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,0.98,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0432
2019-02-05,4400.0,140298.4,0.33,0.02,0.14,,108412.4,1000.0,3400.0,31886.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,0.99,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0435
2019-02-06,4400.0,140245.6,0.37,0.02,0.14,,108371.6,1000.0,3400.0,31874.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,0.99,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0435
2019-02-07,4400.0,138908.0,0.39,0.02,0.14,,107338.0,1000.0,3400.0,31570.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,0.99,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0438
2019-02-08,4400.0,138217.2,0.36,0.02,0.14,,106804.2,1000.0,3400.0,31413.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,1.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.044
2019-02-11,4400.0,138974.0,0.32,0.02,0.14,,107389.0,1000.0,3400.0,31585.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,1.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0439
2019-02-12,4400.0,139304.0,0.34,0.02,0.14,,107644.0,1000.0,3400.0,31660.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,1.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0438
2019-02-13,4400.0,139079.6,0.32,0.02,0.14,,107470.6,1000.0,3400.0,31609.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,1.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0438
2019-02-14,4400.0,138573.6,0.31,0.02,0.14,,107079.6,1000.0,3400.0,31494.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,1.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0438
2019-02-15,4400.0,138578.0,0.32,0.02,0.14,,107083.0,1000.0,3400.0,31495.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,1.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0438
2019-02-18,4400.0,138806.8,0.32,0.02,0.14,,107259.8,1000.0,3400.0,31547.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,1.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0438
2019-02-19,7900.0,248731.5,0.57,0.03,0.25,,217246.5,1000.0,6900.0,31485.0,,,,0.11,,,,,3500.0,,,,0.11,,,,,0.03,,,100.0,1.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0792
2019-02-20,7900.0,248786.8,0.57,0.03,0.25,,217294.8,1000.0,6900.0,31492.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,1.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0803
2019-02-21,7900.0,249987.6,0.57,0.03,0.25,,218343.6,1000.0,6900.0,31644.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,1.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0807
2019-02-22,11900.0,374457.3,0.86,0.05,0.38,,342990.3,5000.0,10900.0,157335.0,,,,,,4000.0,,,,,,,,,0.13,4000.0,,0.16,,,100.0,4.93,0.0,0.0,,0.0,100.0,36.58,0.536,63.42,0.1174
2019-02-25,11900.0,375147.5,0.87,0.05,0.37,,343622.5,5000.0,10900.0,157625.0,,,,,,,,,,,,,,,,,,0.16,,,100.0,4.93,0.0,0.0,,0.0,100.0,36.72,0.5353,63.28,0.1174
2019-02-26,11900.0,375552.1,0.86,0.05,0.38,,343993.1,5000.0,10900.0,157795.0,,,,,,,,,,,,,,,,,,0.16,,,100.0,5.38,0.0,0.0,,0.0,100.0,36.67,0.5355,63.33,0.128
2019-02-27,11900.0,377955.9,0.82,0.05,0.38,,346194.9,5000.0,10900.0,158805.0,,,,,,,,,,,,,,,,,,0.16,,,100.0,5.38,0.0,0.0,,0.0,100.0,36.88,0.5344,63.12,0.128
2019-02-28,11900.0,380324.0,0.79,0.05,0.38,,348364.0,5000.0,10900.0,159800.0,,,,,,,,,,,,,,,,,,0.16,,,100.0,5.38,0.0,0.0,,0.0,100.0,36.86,0.5345,63.14,0.128
2019-03-01,11900.0,380228.8,0.7,0.05,0.38,,348276.8,5000.0,10900.0,159760.0,,,,,,,,,,,,,,,,,,0.16,,,100.0,5.38,0.0,0.0,,0.0,100.0,36.73,0.5352,63.27,0.128
2019-03-04,11900.0,378301.0,0.7,0.05,0.38,,346511.0,5000.0,10900.0,158950.0,,,,,,,,,,,,,,,,,,0.16,,,100.0,5.39,0.0,0.0,,0.0,100.0,36.53,0.5363,63.47,0.1282
2019-03-05,11900.0,378860.3,0.71,0.05,0.38,,347023.3,5000.0,10900.0,159185.0,,,,,,,,,,,,,,,,,,0.16,,,100.0,5.4,0.0,0.0,,0.0,100.0,36.72,0.5353,63.28,0.1284
2019-03-06,8400.0,265608.0,0.52,0.04,0.27,,233988.0,5000.0,7400.0,158100.0,,,,,,,,,,,,,,,,,3500.0,0.16,0.11,,100.0,5.4,0.0,0.0,,0.0,100.0,46.1,0.503,53.9,0.0906
2019-03-07,8400.0,262533.6,0.5,0.04,0.26,,231279.6,5000.0,7400.0,156270.0,,,,,,,,,,,,,,,,,,0.16,,,100.0,5.4,0.0,0.0,,0.0,100.0,46.16,0.503,53.84,0.0906
2019-03-08,44000.0,1376760.0,2.6,0.19,1.38,,1345470.0,5000.0,43000.0,156450.0,,,,0.56,,17800.0,,,17800.0,,,,0.56,,0.56,,,0.16,,,100.0,5.4,0.0,0.0,,0.0,100.0,41.41,0.423,49.28,0.4748
2019-03-11,44000.0,1374912.0,2.59,0.19,1.38,,1343664.0,5000.0,43000.0,156240.0,,,,,,,,,,,,,,,,,,0.16,,,100.0,4.14,0.0,0.0,,0.0,100.0,41.37,0.4233,49.35,0.3646
2019-03-12,44000.0,1373724.0,2.58,0.19,1.37,,1342503.0,5000.0,43000.0,156105.0,,,,,,,,,,,,,,,,,,0.16,,,100.0,4.14,0.0,0.0,,0.0,100.0,41.38,0.4232,49.33,0.3646
2019-03-13,44000.0,1375044.0,2.57,0.19,1.38,,1343793.0,5000.0,43000.0,156255.0,,,,,,,,,,,,,,,,,,0.16,,,100.0,4.14,0.0,0.0,,0.0,100.0,41.42,0.4231,49.29,0.3646
2019-03-14,44000.0,1380720.0,2.56,0.19,1.38,,1349340.0,5000.0,43000.0,156900.0,,,,,,,,,,,,,,,,,,0.16,,,100.0,4.14,0.0,0.0,,0.0,100.0,41.48,0.4228,49.2,0.3646
2019-03-15,22800.0,715167.6,1.3,0.1,0.72,,683800.6,5000.0,21800.0,156835.0,,,,,,,,,,,,,,,,,21200.0,0.16,0.66,,100.0,5.4,0.0,0.0,,0.0,100.0,18.35,0.7004,81.65,0.246
2019-03-18,22800.0,714529.2,1.35,0.1,0.72,,683190.2,5000.0,21800.0,156695.0,,,,,,,,,,,,,,,,,,0.16,,,100.0,5.4,0.0,0.0,,0.0,100.0,18.32,0.7007,81.68,0.246
2019-03-19,5000.0,157315.0,0.28,0.02,0.16,,125852.0,5000.0,4000.0,157315.0,,,,,,,,,,,,,,,,,17800.0,0.16,0.56,,100.0,5.4,0.0,0.0,,0.0,100.0,,1.0,100.0,0.054
2019-03-20,5000.0,156670.0,0.27,0.02,0.16,,125336.0,5000.0,4000.0,156670.0,,,,,,,,,,,,,,,,,,0.16,,,100.0,5.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0544
2019-03-21,5000.0,155505.0,0.28,0.02,0.16,,124404.0,5000.0,4000.0,155505.0,,,,,,,,,,,,,,,,,,0.16,,,100.0,5.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0544
2019-03-22,5000.0,153855.0,0.28,0.02,0.15,,123084.0,5000.0,4000.0,153855.0,,,,,,,,,,,,,,,,,,0.16,,,100.0,5.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0544
2019-03-25,5000.0,153795.0,0.29,0.02,0.15,,123036.0,5000.0,4000.0,153795.0,,,,,,,,,,,,,,,,,,0.15,,,100.0,5.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0544
2019-03-26,5000.0,154090.0,0.28,0.02,0.15,,123272.0,5000.0,4000.0,154090.0,,,,,,,,,,,,,,,,,,0.15,,,100.0,5.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0544
2019-03-27,5000.0,152390.0,0.29,0.02,0.15,,121912.0,5000.0,4000.0,152390.0,,,,,,,,,,,,,,,,,,0.15,,,100.0,5.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0544
2019-03-28,5000.0,152680.0,0.28,0.02,0.15,,122144.0,5000.0,4000.0,152680.0,,,,,,,,,,,,,,,,,,0.15,,,100.0,6.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0616
2019-03-29,5000.0,152650.0,0.28,0.02,0.15,,122120.0,5000.0,4000.0,152650.0,,,,,,,,,,,,,,,,,,0.15,,,100.0,6.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0613
2019-04-01,5000.0,153745.0,0.24,0.02,0.15,,122996.0,5000.0,4000.0,153745.0,,,,,,,,,,,,,,,,,,0.15,,,100.0,6.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0613
2019-04-02,5000.0,153145.0,0.23,0.02,0.15,,122516.0,5000.0,4000.0,153145.0,,,,,,,,,,,,,,,,,,0.15,,,100.0,6.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0613
2019-04-03,1000.0,30884.0,0.05,0.0,0.03,,0.0,1000.0,0.0,30884.0,,,,,,,,0.12,,4000.0,,,,,,,4000.0,0.03,0.12,,100.0,1.29,0.0,0.0,,0.0,100.0,,0.0,100.0,0.0129
2019-04-04,1000.0,30846.0,0.05,0.0,0.03,,0.0,1000.0,0.0,30846.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,1.29,0.0,0.0,,0.0,100.0,,0.0,,0.0129
2019-04-05,8000.0,247184.0,0.37,0.04,0.25,,216286.0,1000.0,7000.0,30898.0,,,,,,7000.0,,,,,,,,,0.22,,,0.03,,,100.0,1.29,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1034
2019-04-08,23800.0,735110.6,1.08,0.11,0.73,,704223.6,1000.0,22800.0,30887.0,,,,0.49,,,,,15800.0,,,,0.49,,,,,0.03,,,100.0,1.29,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3076
2019-04-09,23800.0,733849.2,1.09,0.1,0.73,,703015.2,1000.0,22800.0,30834.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,1.29,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3076
2019-04-10,23800.0,730779.0,1.08,0.1,0.73,,700074.0,1000.0,22800.0,30705.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,1.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3117
2019-04-11,23800.0,733373.2,1.07,0.09,0.73,,702559.2,1000.0,22800.0,30814.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,1.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3117
2019-04-12,23800.0,741393.8,1.17,0.09,0.73,,710242.8,1000.0,22800.0,31151.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,1.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3119
2019-04-15,35900.0,1118177.3,1.81,0.13,1.12,,1087030.3,1000.0,34900.0,31147.0,,,,0.39,,,,,12100.0,,,,0.39,,,,,0.03,,,100.0,1.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4705
2019-04-16,35900.0,1119254.3,1.82,0.14,1.12,,1088077.3,1000.0,34900.0,31177.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,1.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4705
2019-04-17,27900.0,871791.3,1.42,0.11,0.87,,871791.3,0.0,27900.0,0.0,,,,,,,,0.03,,1000.0,,,,,,,7000.0,0.0,0.21,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3657
2019-04-18,27900.0,863700.3,1.49,0.11,0.87,,863700.3,0.0,27900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3657
2019-04-19,27900.0,863700.3,1.51,0.11,0.86,,863700.3,0.0,27900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3657
2019-04-22,27900.0,863700.3,1.51,0.11,0.86,,863700.3,0.0,27900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3657
2019-04-23,12100.0,375475.1,0.65,0.05,0.38,,375475.1,0.0,12100.0,0.0,,,,,,,,,,,,,,,,,15800.0,0.0,0.49,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1586
2019-04-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,12100.0,0.0,0.38,,0.0,0.0,76614.0,2355190.97,,2.13,0.0,,0.0,,0.0
2019-04-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,76614.0,2356953.1,,2.12,0.0,,0.0,,0.0
2019-04-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,76141.0,2337833.26,,2.1,0.0,,0.0,,0.0
2019-04-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,71963.0,2217323.96,,1.97,0.0,,0.0,,0.0
2019-04-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,71963.0,2221857.63,,1.98,0.0,,0.0,,0.0
2019-05-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,71963.0,2221857.63,,1.97,0.0,,0.0,,0.0
2019-05-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,71963.0,2228478.22,,1.98,0.0,,0.0,,0.0
2019-05-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,71963.0,2224376.33,,1.98,0.0,,0.0,,0.0
2019-05-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,71963.0,2218547.33,,1.98,0.0,,0.0,,0.0
2019-05-07,45300.0,1385772.3,2.84,0.17,1.4,,1385772.3,0.0,45300.0,0.0,,,,,,45300.0,,,,,,,,,1.4,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.6295
2019-05-08,45300.0,1383597.9,2.91,0.17,1.39,,1383597.9,0.0,45300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.6295
2019-05-09,45300.0,1383779.1,3.41,0.17,1.38,,1383779.1,0.0,45300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.6295
2019-05-10,45300.0,1383280.8,3.54,0.17,1.38,,1383280.8,0.0,45300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.6301
2019-05-13,45300.0,1377391.8,3.72,0.17,1.38,,1377391.8,0.0,45300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.6301
2019-05-14,45300.0,1378161.9,4.04,0.17,1.38,,1378161.9,0.0,45300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.6301
2019-05-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,45300.0,0.0,1.38,,0.0,0.0,71896.0,2176938.98,,1.96,0.0,,0.0,,0.0
2019-05-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,72116.0,2184105.18,,1.96,0.0,,0.0,,0.0
2019-05-17,4300.0,129976.1,0.6,0.02,0.13,,129976.1,0.0,4300.0,0.0,,,,,,4300.0,,,,,,,,,0.13,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0595
2019-05-20,4300.0,130358.8,0.6,0.02,0.13,,130358.8,0.0,4300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0595
2019-05-21,4300.0,130947.9,0.62,0.02,0.13,,130947.9,0.0,4300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0595
2019-05-22,4300.0,130427.6,0.62,0.02,0.13,,130427.6,0.0,4300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0595
2019-05-23,4300.0,129593.4,0.62,0.02,0.13,,129593.4,0.0,4300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0596
2019-05-24,4300.0,129662.2,0.57,0.02,0.13,,129662.2,0.0,4300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0596
2019-05-27,4300.0,129068.8,0.6,0.02,0.13,,129068.8,0.0,4300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0608
2019-05-28,4300.0,128780.7,0.65,0.02,0.13,,128780.7,0.0,4300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0608
2019-05-29,4300.0,128432.4,0.5,0.02,0.13,,128432.4,0.0,4300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0606
2019-05-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,4300.0,0.0,0.13,,0.0,0.0,70947.0,2119470.68,,1.9,0.0,,0.0,,0.0
2019-05-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70935.0,2108330.07,,1.9,0.0,,0.0,,0.0
2019-06-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70935.0,2109110.36,,1.9,0.0,,0.0,,0.0
2019-06-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,71119.0,2113301.09,,1.89,0.0,,0.0,,0.0
2019-06-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,71119.0,2107967.16,,1.89,0.0,,0.0,,0.0
2019-06-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,71119.0,2101353.09,,1.89,0.0,,0.0,,0.0
2019-06-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,71119.0,2092534.34,,1.89,0.0,,0.0,,0.0
2019-06-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,71123.0,2107018.88,,1.89,0.0,,0.0,,0.0
2019-06-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,71113.0,2101033.59,,1.89,0.0,,0.0,,0.0
2019-06-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,67290.0,1987208.28,,1.78,0.0,,0.0,,0.0
2019-06-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,67290.0,1984382.1,,1.78,0.0,,0.0,,0.0
2019-06-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,67290.0,1979671.8,,1.77,0.0,,0.0,,0.0
2019-06-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,67290.0,1983238.17,,1.77,0.0,,0.0,,0.0
2019-06-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,67290.0,1955245.53,,1.77,0.0,,0.0,,0.0
2019-06-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,67290.0,1969309.14,,1.77,0.0,,0.0,,0.0
2019-06-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,67290.0,1957600.68,,1.67,0.0,,0.0,,0.0
2019-06-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,67290.0,1969780.17,,1.67,0.0,,0.0,,0.0
2019-06-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,67290.0,1963051.17,,1.67,0.0,,0.0,,0.0
2019-06-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,67290.0,1953159.54,,1.67,0.0,,0.0,,0.0
2019-06-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,67290.0,1963320.33,,1.66,0.0,,0.0,,0.0
2019-06-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,67190.0,1954624.29,,1.66,0.0,,0.0,,0.0
2019-06-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,67175.0,1951433.75,,1.66,0.0,,0.0,,0.0
