,DSB FP Equity_DX_SI_QTY,DSB FP Equity_DX_SHORT_INTEREST_VALUE,DSB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,DSB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,DSB FP Equity_DX_SI_MV,DSB FP Equity_DX_DSS,DSB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,DSB FP Equity_DX_SUPPLY_SI_QTY,DSB FP Equity_DX_BROKER_SI_QTY,DSB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,DSB FP Equity_DX_BROKER_SI_MV_NEW_x,DSB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,DSB FP Equity_DX_SUPPLY_SI_QTY_INC_x,DSB FP Equity_DX_BROKER_SI_MV_INC_x,DSB FP Equity_DX_SUPPLY_SI_MV_NEW,DSB FP Equity_DX_BROKER_SI_QTY_ADD,DSB FP Equity_DX_BROKER_SI_QTY_NEW,DSB FP Equity_DX_SUPPLY_SI_MV_DEC,DSB FP Equity_DX_BROKER_SI_QTY_INC,DSB FP Equity_DX_SUPPLY_SI_QTY_DEC,DSB FP Equity_DX_BROKER_SI_MV_NEW_y,DSB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,DSB FP Equity_DX_BROKER_SI_MV_INC_y,DSB FP Equity_DX_SUPPLY_SI_QTY_INC_y,DSB FP Equity_DX_BROKER_SI_MV_ADD,DSB FP Equity_DX_SUPPLY_SI_QTY_ADD,DSB FP Equity_DX_BROKER_SI_QTY_DEC,DSB FP Equity_DX_SUPPLY_SI_MV,DSB FP Equity_DX_BROKER_SI_MV_DEC,DSB FP Equity_DX_SUPPLY_SI_MV_RMV,DSB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,DSB FP Equity_DX_UTILIZATION_QUANTITY,DSB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,DSB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,DSB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,DSB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,DSB FP Equity_DX_ACTIVE_UTILIZATION_MV,DSB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,DSB FP Equity_DX_BROKER_SI_CON_RATIO,DSB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,DSB FP Equity_DX_DEMAND_SUPPLY_RATIO
2010-05-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,200.0,17804.0,,0.02,0.0,,0.0,,0.0
2010-05-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,200.0,17954.0,,0.02,0.0,,0.0,,0.0
2010-05-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,200.0,18112.0,,0.02,0.0,,0.0,,0.0
2010-05-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,200.0,18042.0,,0.02,0.0,,0.0,,0.0
2010-05-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,200.0,17974.0,,0.02,0.0,,0.0,,0.0
2010-06-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,200.0,18026.0,,0.02,0.0,,0.0,,0.0
2010-06-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,200.0,17974.0,,0.02,0.0,,0.0,,0.0
2010-06-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,200.0,18032.0,,0.02,0.0,,0.0,,0.0
2010-06-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,200.0,17774.0,,0.02,0.0,,0.0,,0.0
2010-06-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,200.0,17734.0,,0.02,0.0,,0.0,,0.0
2010-06-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,200.0,17592.0,,0.02,0.0,,0.0,,0.0
2010-06-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,200.0,17734.0,,0.02,0.0,,0.0,,0.0
2010-06-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,200.0,17840.0,,0.02,0.0,,0.0,,0.0
2010-06-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,200.0,17730.0,,0.02,0.0,,0.0,,0.0
2010-06-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,200.0,17902.0,,0.02,0.0,,0.0,,0.0
2010-06-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,200.0,17966.0,,0.02,0.0,,0.0,,0.0
2010-06-16,44200.0,3973580.0,1.02,8.84,3.97,2.0,3973580.0,0.0,44200.0,0.0,,,,,,44200.0,,,,,,,,,3.97,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,221.0
2010-06-17,44200.0,3970044.0,1.07,8.84,3.97,2.0,3970044.0,0.0,44200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,221.0
2010-06-18,44200.0,4009382.0,1.12,8.84,3.97,2.0,4009382.0,0.0,44200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,221.0
2010-06-21,44200.0,4031040.0,1.41,8.84,4.01,2.0,4031040.0,0.0,44200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,221.0
2010-06-22,44200.0,3985514.0,1.42,8.84,4.03,2.0,3985514.0,0.0,44200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,221.0
2010-07-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,70041.4,,0.07,0.0,,0.0,,0.0
2010-07-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,70333.7,,0.07,0.0,,0.0,,0.0
2010-07-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,70341.6,,0.07,0.0,,0.0,,0.0
2010-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,69812.3,,0.07,0.0,,0.0,,0.0
2010-07-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,70436.4,,0.07,0.0,,0.0,,0.0
2010-07-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,70310.0,,0.07,0.0,,0.0,,0.0
2010-07-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,70475.9,,0.07,0.0,,0.0,,0.0
2010-07-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,69883.4,,0.07,0.0,,0.0,,0.0
2010-07-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,70444.3,,0.07,0.0,,0.0,,0.0
2010-07-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,70341.6,,0.07,0.0,,0.0,,0.0
2010-07-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,70286.3,,0.07,0.0,,0.0,,0.0
2010-07-22,22000.0,1966360.0,1.13,4.4,1.96,1.0,1966360.0,0.0,22000.0,0.0,,,,,,22000.0,,,,,,,,,1.96,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,27.8481
2010-07-23,22000.0,1976920.0,1.2,4.4,1.97,1.0,1976920.0,0.0,22000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,27.8481
2010-07-26,22000.0,1995180.0,1.11,4.4,1.98,1.0,1995180.0,0.0,22000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,27.8481
2010-07-27,22000.0,1997380.0,1.07,4.4,2.0,1.0,1997380.0,0.0,22000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,27.8481
2010-07-28,22000.0,1990780.0,1.1,4.4,2.0,1.0,1990780.0,0.0,22000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,27.8481
2010-07-29,22000.0,1981760.0,1.05,4.4,2.0,1.0,1981760.0,0.0,22000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,27.8481
2010-07-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,22000.0,0.0,2.0,,0.0,0.0,790.0,70649.7,,0.07,0.0,,0.0,,0.0
2010-08-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,71084.2,,0.07,0.0,,0.0,,0.0
2010-08-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,70049.3,,0.07,0.0,,0.0,,0.0
2010-08-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,69962.4,,0.07,0.0,,0.0,,0.0
2010-08-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,69480.5,,0.07,0.0,,0.0,,0.0
2010-08-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,68974.9,,0.07,0.0,,0.0,,0.0
2010-08-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,69085.5,,0.07,0.0,,0.0,,0.0
2010-08-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,69125.0,,0.07,0.0,,0.0,,0.0
2010-08-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,67947.9,,0.07,0.0,,0.0,,0.0
2010-08-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,67876.8,,0.07,0.0,,0.0,,0.0
2010-08-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,67545.0,,0.07,0.0,,0.0,,0.0
2010-08-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,66920.9,,0.07,0.0,,0.0,,0.0
2010-08-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,67339.6,,0.07,0.0,,0.0,,0.0
2010-08-18,47300.0,4003472.0,2.2,9.46,4.03,2.0,4003472.0,0.0,47300.0,0.0,,,,,,47300.0,,,,,,,,,4.03,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,59.8734
2010-08-19,47300.0,3976984.0,2.19,9.46,4.0,2.0,3976984.0,0.0,47300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,59.8734
2010-08-20,47300.0,3955226.0,2.18,4.73,3.98,2.0,3955226.0,0.0,47300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,59.8734
2010-08-23,47300.0,3965159.0,2.34,4.73,3.96,2.0,3965159.0,0.0,47300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,59.8734
2010-08-24,47300.0,3906507.0,2.46,4.73,3.97,2.0,3906507.0,0.0,47300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,59.8734
2010-08-25,47300.0,3880965.0,2.23,4.73,3.91,2.0,3880965.0,0.0,47300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,59.8734
2010-08-26,47300.0,3887114.0,2.01,4.73,3.88,2.0,3887114.0,0.0,47300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,59.8734
2010-08-27,47300.0,3916913.0,2.08,4.73,3.89,2.0,3916913.0,0.0,47300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,59.8734
2010-08-30,47300.0,3874816.0,2.18,3.64,3.92,2.0,3874816.0,0.0,47300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,59.8734
2010-08-31,47488.0,3883568.64,2.03,3.65,3.89,2.0,3883568.64,0.0,47488.0,0.0,,,,,,188.0,,,,,,,,,0.02,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.4,0.9921,99.6,13.6069
2010-09-01,47488.0,3948152.32,2.1,3.65,3.88,2.0,3948152.32,0.0,47488.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.4,0.9921,99.6,14.434
2010-09-02,17488.0,1467068.32,0.75,1.35,1.45,1.0,1467068.32,0.0,17488.0,0.0,,,,,,,,,,,,,,,,,30000.0,0.0,2.43,,0.0,0.0,0.0,0.0,,0.0,0.0,1.08,0.9787,98.92,22.1367
2010-09-03,17488.0,1483332.16,0.72,0.97,1.47,1.0,1483332.16,0.0,17488.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.07,0.9789,98.93,22.1367
2010-09-06,17488.0,1480009.44,0.74,0.97,1.47,1.0,1480009.44,0.0,17488.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.07,0.9789,98.93,22.1367
2010-09-07,17300.0,1442474.0,0.76,0.96,1.46,1.0,1442474.0,0.0,17300.0,0.0,,,,,,,,,,,,,,,,,188.0,0.0,0.02,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,21.8987
2010-09-08,17300.0,1448875.0,0.77,0.96,1.44,1.0,1448875.0,0.0,17300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,21.8987
2010-09-09,17300.0,1460466.0,0.76,0.96,1.45,1.0,1460466.0,0.0,17300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,21.8987
2010-09-10,17300.0,1474825.0,0.7,0.96,1.46,1.0,1474825.0,0.0,17300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,21.8987
2010-09-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,17300.0,0.0,1.46,,0.0,0.0,790.0,67552.9,,0.07,0.0,,0.0,,0.0
2010-09-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,66865.6,,0.07,0.0,,0.0,,0.0
2010-09-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,67323.8,,0.07,0.0,,0.0,,0.0
2010-09-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,68113.8,,0.07,0.0,,0.0,,0.0
2010-09-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,67513.4,,0.07,0.0,,0.0,,0.0
2010-09-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,68026.9,,0.07,0.0,,0.0,,0.0
2010-09-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,67766.2,,0.07,0.0,,0.0,,0.0
2010-09-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,66620.7,,0.07,0.0,,0.0,,0.0
2010-09-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,790.0,66044.0,,0.07,0.0,,0.0,,0.0
2010-09-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1140.0,96193.2,,0.1,0.0,,0.0,,0.0
2010-09-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1140.0,94984.8,,0.1,0.0,,0.0,,0.0
2010-09-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1140.0,94734.0,,0.1,0.0,,0.0,,0.0
2010-09-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1140.0,94642.8,,0.09,0.0,,0.0,,0.0
2010-09-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1140.0,95167.2,,0.09,0.0,,0.0,,0.0
2010-10-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1140.0,95292.6,,0.09,0.0,,0.0,,0.0
2010-10-04,123000.0,10226220.0,4.0,6.83,10.28,5.0,10226220.0,0.0,123000.0,0.0,,,,,,123000.0,,,,,,,,,10.28,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,107.8947
2010-10-05,123000.0,10270500.0,4.04,6.83,10.23,5.0,10270500.0,0.0,123000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,107.8947
2010-10-06,123000.0,10172100.0,4.11,6.83,10.27,5.0,10172100.0,0.0,123000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,107.8947
2010-10-07,123000.0,10236060.0,4.32,6.83,10.17,5.0,10236060.0,0.0,123000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,107.8947
2010-10-08,77500.0,6434050.0,2.77,4.31,6.41,4.0,6434050.0,0.0,77500.0,0.0,,,,,,,,,,,,,,,,,45500.0,0.0,3.76,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,67.9825
2010-10-11,77500.0,6444900.0,2.84,4.31,6.43,4.0,6444900.0,0.0,77500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,67.9825
2010-10-12,77500.0,6414675.0,3.13,4.31,6.43,4.0,6414675.0,0.0,77500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,67.9825
2010-10-13,4500.0,374940.0,0.18,0.25,0.37,0.0,374940.0,0.0,4500.0,0.0,,,,,,,,,,,,,,,,,73000.0,0.0,6.06,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,3.9474
2010-10-14,4500.0,375930.0,0.18,0.21,0.37,0.0,375930.0,0.0,4500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,3.9474
2010-10-15,4500.0,380655.0,0.19,0.21,0.38,0.0,380655.0,0.0,4500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,3.9474
2010-10-18,4500.0,380880.0,0.22,0.21,0.38,0.0,380880.0,0.0,4500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,3.9474
2010-10-19,4500.0,382365.0,0.22,0.21,0.38,0.0,382365.0,0.0,4500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,3.9474
