,ALADO FP Equity_DX_SI_QTY,ALADO FP Equity_DX_SHORT_INTEREST_VALUE,ALADO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALADO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALADO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALADO FP Equity_DX_SI_MV,ALADO FP Equity_DX_DSS,ALADO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALADO FP Equity_DX_SUPPLY_SI_QTY,ALADO FP Equity_DX_BROKER_SI_QTY,ALADO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALADO FP Equity_DX_BROKER_SI_MV_NEW_x,ALADO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALADO FP Equity_DX_BROKER_SI_MV_INC_x,ALADO FP Equity_DX_BROKER_SI_QTY_ADD,ALADO FP Equity_DX_BROKER_SI_QTY_NEW,ALADO FP Equity_DX_SUPPLY_SI_MV_DEC,ALADO FP Equity_DX_BROKER_SI_QTY_INC,ALADO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALADO FP Equity_DX_BROKER_SI_MV_NEW_y,ALADO FP Equity_DX_BROKER_SI_MV_INC_y,ALADO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALADO FP Equity_DX_BROKER_SI_MV_ADD,ALADO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALADO FP Equity_DX_BROKER_SI_QTY_DEC,ALADO FP Equity_DX_SUPPLY_SI_MV,ALADO FP Equity_DX_BROKER_SI_MV_DEC,ALADO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALADO FP Equity_DX_UTILIZATION_QUANTITY,ALADO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALADO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALADO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALADO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALADO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALADO FP Equity_DX_BROKER_SI_CON_RATIO,ALADO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALADO FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-04-24,1084601.0,542.3,0.38,0.02,0.38,0.0,0.0,178.9,756701.0,357801.0,378.35,,,,,,,,,,,,,,,0.0,,100.0,59.28,0.0,0.0,0.0,100.0,36.23,0.4297,54.35,0.8497
2023-04-25,1084601.0,542.3,0.38,0.02,0.38,0.0,0.0,178.9,756701.0,357801.0,378.35,,,,,,,,,,,,,,,0.0,,100.0,59.28,0.0,0.0,0.0,100.0,36.23,0.4296,54.35,0.8497
2023-04-26,1084601.0,433.84,0.38,0.02,0.38,0.0,0.0,143.12,756701.0,357801.0,302.68,,,,,,,,,,,,,,,0.0,,100.0,59.28,0.0,0.0,0.0,100.0,36.35,0.4322,54.52,0.8497
2023-04-27,1084601.0,325.38,0.38,0.02,0.38,0.0,0.0,107.34,756701.0,357801.0,227.01,,,,,,,,,,,,,,,0.0,,100.0,59.28,0.0,0.0,0.0,100.0,36.21,0.4292,54.31,0.8497
2023-04-28,1084601.0,325.38,0.38,0.02,0.38,0.0,0.0,107.34,756701.0,357801.0,227.01,,,,,,,,,,,,,,,0.0,,100.0,59.28,0.0,0.0,0.0,100.0,35.8,0.4205,53.7,0.8497
2023-05-01,1084601.0,325.38,0.38,0.02,0.38,0.0,0.0,107.34,756701.0,357801.0,227.01,,,,,,,,,,,,,,,0.0,,100.0,59.28,0.0,0.0,0.0,100.0,35.8,0.4204,53.7,0.8497
2023-05-02,1084601.0,325.38,0.38,0.02,0.38,0.0,0.0,107.34,756701.0,357801.0,227.01,,,,,,,,,,,,,,,0.0,,100.0,59.28,0.0,0.0,0.0,100.0,35.8,0.4205,53.7,0.8497
2023-05-03,1084601.0,325.38,0.38,0.02,0.38,0.0,0.0,107.34,756701.0,357801.0,227.01,,,,,,,,,,,,,,,0.0,,100.0,59.28,0.0,0.0,0.0,100.0,35.81,0.4206,53.71,0.8497
2023-05-04,1084601.0,325.38,0.38,0.02,0.38,0.0,0.0,107.34,756701.0,357801.0,227.01,,,,,,,,,,,,,,,0.0,,100.0,59.28,0.0,0.0,0.0,100.0,35.8,0.4205,53.7,0.8497
2023-05-05,1084601.0,325.38,0.38,0.02,0.38,0.0,0.0,107.34,756701.0,357801.0,227.01,,,,,,,,,,,,,,,0.0,,100.0,59.28,0.0,0.0,0.0,100.0,35.8,0.4205,53.7,0.8497
2023-05-08,1084601.0,325.38,0.38,0.02,0.38,0.0,0.0,107.34,756701.0,357801.0,227.01,,,,,,,,,,,,,,,0.0,,100.0,59.28,0.0,0.0,0.0,100.0,35.8,0.4205,53.7,0.8497
2023-05-09,1084601.0,325.38,0.38,0.02,0.38,0.0,0.0,107.34,756701.0,357801.0,227.01,,,,,,,,,,,,,,,0.0,,100.0,59.28,0.0,0.0,0.0,100.0,35.8,0.4204,53.69,0.8497
2023-05-10,1084601.0,325.38,0.38,0.02,0.38,0.0,0.0,107.34,756701.0,357801.0,227.01,,,,,,,,,,,,,,,0.0,,100.0,59.28,0.0,0.0,0.0,100.0,35.8,0.4204,53.7,0.8497
2023-05-11,1084601.0,325.38,0.38,0.02,0.38,0.0,0.0,107.34,756701.0,357801.0,227.01,,,,,,,,,,,,,,,0.0,,100.0,59.28,0.0,0.0,0.0,100.0,35.79,0.4203,53.69,0.8497
2023-05-12,1084601.0,325.38,0.38,0.02,0.38,0.0,0.0,107.34,756701.0,357801.0,227.01,,,,,,,,,,,,,,,0.0,,100.0,59.28,0.0,0.0,0.0,100.0,35.79,0.4202,53.68,0.8497
2023-05-15,1084601.0,325.38,0.38,0.03,0.38,0.0,0.0,107.34,756701.0,357801.0,227.01,,,,,,,,,,,,,,,0.0,,100.0,59.28,0.0,0.0,0.0,100.0,35.79,0.4202,53.68,0.8497
2023-05-16,1084601.0,108.46,0.38,0.03,0.38,0.0,0.0,35.78,756701.0,357801.0,75.67,,,,,,,,,,,,,,,0.0,,100.0,59.28,0.0,0.0,0.0,100.0,36.15,0.4282,54.22,0.8497
2023-05-17,1084601.0,108.46,0.38,0.02,0.38,0.0,0.0,35.78,756701.0,357801.0,75.67,,,,,,,,,,,,,,,0.0,,100.0,59.28,0.0,0.0,0.0,100.0,33.74,0.3821,50.61,0.8497
2023-05-18,1084601.0,216.92,0.38,0.02,0.38,0.0,0.0,71.56,756701.0,357801.0,151.34,,,,,,,,,,,,,,,0.0,,100.0,59.28,0.0,0.0,0.0,100.0,33.25,0.3721,49.88,0.8497
2023-05-19,1084601.0,216.92,0.38,0.02,0.38,0.0,0.0,71.56,756701.0,357801.0,151.34,,,,,,,,,,,,,,,0.0,,100.0,59.28,0.0,0.0,0.0,100.0,35.25,0.4092,52.87,0.8497
2023-05-22,1084601.0,216.92,0.38,0.02,0.38,0.01,0.0,71.56,756701.0,357801.0,151.34,,,,,,,,,,,,,,,0.0,,100.0,59.28,0.0,0.0,0.0,100.0,1.87,0.9352,96.68,0.8497
2023-05-23,1083501.0,216.7,0.38,0.02,0.38,0.03,0.0,71.34,756701.0,356701.0,151.34,,,,,,,,,,,,,,1100.0,0.0,0.0,100.0,59.28,0.0,0.0,0.0,100.0,0.45,0.9843,99.21,0.8489
2023-05-24,1083501.0,108.35,0.38,0.02,0.38,0.03,0.0,35.67,756701.0,356701.0,75.67,,,,,,,,,,,,,,,0.0,,100.0,59.28,0.0,0.0,0.0,100.0,0.41,0.9856,99.28,0.8489
2023-05-25,1084601.0,216.92,0.38,0.01,0.38,0.0,0.0,71.56,756701.0,357801.0,151.34,,,0.0,,,,1100.0,,,0.0,,,,,0.0,,100.0,59.28,0.0,0.0,0.0,100.0,33.24,0.3719,49.86,0.8497
2023-05-26,1084601.0,216.92,0.38,0.01,0.38,0.0,0.0,71.56,756701.0,357801.0,151.34,,,,,,,,,,,,,,,0.0,,100.0,59.28,0.0,0.0,0.0,100.0,35.39,0.4122,53.09,0.8497
2023-05-29,484601.0,48.46,0.17,0.0,0.17,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,0.0,,300000.0,,,,,,300000.0,0.0,0.0,100.0,46.77,0.0,0.0,0.0,100.0,12.79,0.6095,76.65,0.4963
2023-05-30,484601.0,48.46,0.17,0.01,0.17,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.96,0.5151,68.21,0.4963
2023-05-31,884601.0,176.92,0.31,0.01,0.31,0.0,0.0,91.56,456701.0,457801.0,91.34,,,,400000.0,,,,,,,,0.0,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,39.81,0.3363,39.92,0.906
2023-06-01,484601.0,96.92,0.02,0.01,0.02,0.0,0.0,11.56,456701.0,57801.0,91.34,,,,,,,,,,,,,,400000.0,0.0,0.0,100.0,46.77,0.0,0.0,0.0,100.0,13.38,0.5838,74.75,0.4963
2023-06-02,484601.0,48.46,0.02,0.01,0.02,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,13.64,0.6003,75.91,0.4963
2023-06-05,884601.0,176.92,0.04,0.01,0.04,0.0,0.0,91.56,456701.0,457801.0,91.34,,,,400000.0,,,,,,,,0.0,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,39.85,0.3363,39.87,0.906
2023-06-06,484601.0,96.92,0.02,0.01,0.02,0.0,0.0,11.56,456701.0,57801.0,91.34,,,,,,,,,,,,,,400000.0,0.0,0.0,100.0,46.77,0.0,0.0,0.0,100.0,13.43,0.5832,74.71,0.4963
2023-06-07,484601.0,48.46,0.02,0.01,0.02,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,13.65,0.6002,75.9,0.4963
2023-06-08,484601.0,48.46,0.02,0.01,0.02,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.91,0.5155,68.25,0.4963
2023-06-09,484601.0,96.92,0.02,0.01,0.02,0.0,0.0,11.56,456701.0,57801.0,91.34,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.36,0.4908,66.32,0.4963
2023-06-12,484601.0,96.92,0.02,0.01,0.02,0.0,0.0,11.56,456701.0,57801.0,91.34,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,13.38,0.5837,74.75,0.4963
2023-06-13,484601.0,96.92,0.02,0.01,0.02,0.0,0.0,11.56,456701.0,57801.0,91.34,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,13.36,0.584,74.77,0.4963
2023-06-14,484601.0,96.92,0.02,0.01,0.02,0.0,0.0,11.56,456701.0,57801.0,91.34,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,13.33,0.5843,74.8,0.4963
2023-06-15,484601.0,96.92,0.02,0.01,0.02,0.0,0.0,11.56,456701.0,57801.0,91.34,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,13.24,0.5852,74.87,0.4963
2023-06-16,484601.0,48.46,0.02,0.01,0.02,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,13.49,0.6019,76.03,0.4963
2023-06-19,484601.0,48.46,0.02,0.01,0.02,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,22.14,0.5062,67.19,0.4963
2023-06-20,484601.0,48.46,0.02,0.01,0.02,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.74,0.5168,68.41,0.4963
2023-06-21,484601.0,96.92,0.02,0.01,0.02,0.0,0.0,11.56,456701.0,57801.0,91.34,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.07,0.4929,66.57,0.4963
2023-06-22,484601.0,48.46,0.02,0.0,0.02,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,13.45,0.6023,76.07,0.4963
2023-06-23,484601.0,48.46,0.02,0.0,0.02,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.76,0.5166,68.38,0.4963
2023-06-26,484601.0,48.46,0.02,0.0,0.02,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.75,0.5168,68.4,0.4963
2023-06-27,484601.0,48.46,0.02,0.0,0.02,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.68,0.5173,68.45,0.4963
2023-06-28,484601.0,96.92,0.02,0.0,0.02,0.0,0.0,11.56,456701.0,57801.0,91.34,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.16,0.4922,66.49,0.4963
2023-06-29,484601.0,48.46,0.02,0.01,0.02,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,13.51,0.6016,76.02,0.4963
2023-06-30,484601.0,96.92,0.02,0.01,0.02,0.0,0.0,11.56,456701.0,57801.0,91.34,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.14,0.4924,66.51,0.4963
2023-07-03,484601.0,48.46,0.02,0.01,0.02,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,12.6,0.6117,76.82,0.4963
2023-07-04,484601.0,48.46,0.02,0.01,0.02,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.79,0.5162,68.34,0.4963
2023-07-05,484601.0,48.46,0.02,0.01,0.02,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.8,0.5163,68.35,0.4963
2023-07-06,484601.0,48.46,0.02,0.01,0.02,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.76,0.5167,68.39,0.4963
2023-07-07,484601.0,48.46,0.02,0.01,0.02,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.68,0.5173,68.46,0.4963
2023-07-10,484601.0,48.46,0.01,0.01,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.63,0.5177,68.5,0.4963
2023-07-11,484601.0,48.46,0.01,0.01,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.61,0.5178,68.51,0.4963
2023-07-12,484601.0,48.46,0.01,0.01,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.47,0.5189,68.63,0.4963
2023-07-13,484601.0,48.46,0.01,0.01,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.36,0.5198,68.73,0.4963
2023-07-14,484601.0,48.46,0.01,0.01,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.35,0.5199,68.74,0.4963
2023-07-17,484601.0,48.46,0.01,0.01,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.35,0.5199,68.74,0.4963
2023-07-18,484601.0,48.46,0.01,0.01,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.36,0.5198,68.73,0.4963
2023-07-19,484601.0,48.46,0.01,0.01,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.39,0.5196,68.71,0.4963
2023-07-20,484601.0,48.46,0.01,0.01,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.47,0.5189,68.63,0.4963
2023-07-21,484601.0,48.46,0.01,0.01,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.48,0.5189,68.63,0.4963
2023-07-24,484601.0,48.46,0.01,0.01,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.55,0.5183,68.57,0.4963
2023-07-25,484601.0,48.46,0.01,0.01,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.56,0.5182,68.55,0.4963
2023-07-26,484601.0,48.46,0.01,0.01,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.52,0.5186,68.59,0.4963
2023-07-27,484601.0,48.46,0.01,0.01,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.66,0.5174,68.47,0.4963
2023-07-28,484601.0,48.46,0.01,0.01,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.61,0.5179,68.52,0.4963
2023-07-31,484601.0,48.46,0.01,0.02,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.63,0.5176,68.49,0.4963
2023-08-01,484601.0,48.46,0.01,0.02,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,46.77,0.0,0.0,0.0,100.0,20.65,0.5175,68.48,0.4963
2023-08-02,484601.0,48.46,0.01,0.02,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,37.7,0.0,0.0,0.0,100.0,20.71,0.5171,68.43,0.4
2023-08-03,484601.0,48.46,0.01,0.04,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,37.7,0.0,0.0,0.0,100.0,20.68,0.5173,68.45,0.4
2023-08-04,484601.0,48.46,0.01,0.04,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,37.7,0.0,0.0,0.0,100.0,20.62,0.5177,68.5,0.4
2023-08-07,484601.0,48.46,0.01,0.04,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,20.62,0.5177,68.5,1.0611
2023-08-08,484601.0,48.46,0.01,0.05,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,20.68,0.5173,68.46,1.0611
2023-08-09,484601.0,48.46,0.01,0.05,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,20.67,0.5174,68.47,1.0611
2023-08-10,484601.0,48.46,0.01,0.05,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,20.64,0.5176,68.48,1.0611
2023-08-11,484601.0,48.46,0.01,0.05,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,20.7,0.517,68.43,1.0611
2023-08-14,484601.0,48.46,0.01,0.05,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,20.75,0.5167,68.39,1.0611
2023-08-15,484601.0,48.46,0.01,0.05,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,20.75,0.5167,68.39,1.0611
2023-08-16,484601.0,48.46,0.01,0.05,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,20.79,0.5164,68.36,1.0611
2023-08-17,484601.0,48.46,0.01,0.06,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,20.79,0.5164,68.36,1.0611
2023-08-18,484601.0,48.46,0.01,0.06,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,20.79,0.5164,68.36,1.0611
2023-08-21,484601.0,48.46,0.01,0.06,0.01,0.0,0.0,5.78,456701.0,57801.0,45.67,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,20.76,0.5166,68.38,1.0611
2023-08-22,477801.0,47.78,0.01,0.06,0.01,0.0,0.0,5.1,456701.0,51001.0,45.67,,,,,,,,,,,,,,6800.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,21.07,0.5271,69.13,1.0462
2023-08-23,471001.0,47.1,0.01,0.06,0.01,0.0,0.0,5.1,449901.0,51001.0,44.99,,,,,,0.0,,6800.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,21.29,0.539,69.98,1.0469
2023-08-24,776001.0,77.6,0.01,0.1,0.01,0.0,0.0,44.1,364901.0,441001.0,36.49,,,,400000.0,,0.0,,85000.0,,,,0.0,,10000.0,0.0,0.0,100.0,81.11,0.0,0.0,0.0,100.0,24.05,0.602,73.73,1.7248
2023-08-25,376001.0,37.6,0.01,0.05,0.01,0.0,0.0,4.1,364901.0,41001.0,36.49,,,,,,,,,,,,,,400000.0,0.0,0.0,100.0,81.11,0.0,0.0,0.0,100.0,24.08,0.6027,73.77,0.8357
2023-08-28,346100.0,34.61,0.01,0.04,0.01,0.0,0.0,1.11,335000.0,11100.0,33.5,,,,,,0.0,,29901.0,,,,,,29901.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,24.62,0.6288,75.38,1.0331
2023-08-29,346100.0,34.61,0.01,0.04,0.01,0.0,0.0,1.11,335000.0,11100.0,33.5,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,24.71,0.6279,75.29,1.0331
2023-08-30,346100.0,34.61,0.01,0.05,0.01,0.0,0.0,1.11,335000.0,11100.0,33.5,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,24.79,0.6271,75.21,1.0331
2023-08-31,346100.0,34.61,0.01,0.05,0.01,0.0,5.0,1.11,335000.0,11100.0,33.5,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,24.66,0.6284,75.34,1.0331
2023-09-01,11133.0,1.11,1.69,0.0,1.69,0.0,1.0,1.11,33.0,11100.0,0.0,,,,,,0.0,,334967.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,24.7,0.628,75.3,337.3636
2023-09-05,1106.0,309.68,0.17,0.0,0.17,0.0,0.0,309.68,0.0,1106.0,0.0,,,,5.0,,0.0,,32.0,,,,0.0,,9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.9586,97.88,34.5625
2023-09-06,51106.0,13798.62,7.77,0.01,7.77,0.0,2.0,13798.62,0.0,51106.0,0.0,,,0.0,,,,50000.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.972,98.58,1597.0625
2023-09-07,1101.0,176.16,0.17,0.0,0.17,0.0,0.0,176.16,0.0,1101.0,0.0,,,,,,,,,,,,,,50005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2023-09-08,1101.0,153.04,0.17,0.0,0.17,0.0,0.0,153.04,0.0,1101.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2023-09-11,1101.0,154.14,0.17,0.0,0.17,0.0,0.0,154.14,0.0,1101.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,73.0,0.78,0.0,0.0,,0.0,,0.0
2024-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,73.0,0.83,0.0,0.0,,0.0,,0.0
2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,73.0,0.61,0.0,0.0,,0.0,,0.0
2024-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,73.0,0.56,0.0,0.0,,0.0,,0.0
2024-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,73.0,0.56,0.0,0.0,,0.0,,0.0
2024-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,73.0,0.54,0.0,0.0,,0.0,,0.0
2024-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,73.0,0.47,0.0,0.0,,0.0,,0.0
2024-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,73.0,0.48,0.0,0.0,,0.0,,0.0
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,73.0,0.53,0.0,0.0,,0.0,,0.0
2024-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,73.0,0.37,0.0,0.0,,0.0,,0.0
2024-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,73.0,0.37,0.0,0.0,,0.0,,0.0
2024-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,73.0,0.33,0.0,0.0,,0.0,,0.0
