,MLFTI FP Equity_DX_SI_QTY,MLFTI FP Equity_DX_SHORT_INTEREST_VALUE,MLFTI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLFTI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLFTI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLFTI FP Equity_DX_SI_MV,MLFTI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLFTI FP Equity_DX_SUPPLY_SI_QTY,MLFTI FP Equity_DX_BROKER_SI_QTY,MLFTI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLFTI FP Equity_DX_SUPPLY_SI_MV,MLFTI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLFTI FP Equity_DX_UTILIZATION_QUANTITY,MLFTI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLFTI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLFTI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLFTI FP Equity_DX_ACTIVE_UTILIZATION_MV,MLFTI FP Equity_DX_BROKER_SI_CON_RATIO,MLFTI FP Equity_DX_DEMAND_SUPPLY_RATIO,MLFTI FP Equity_PX_LAST
2023-12-22,,,,,,,,,,,,,,,,,,,,0.017
2023-12-27,,,,,,,,,,,,,,,,,,,,0.02
2023-12-28,,,,,,,,,,,,,,,,,,,,0.017
2023-12-29,,,,,,,,,,,,,,,,,,,,0.017
2024-01-02,,,,,,,,,,,,,,,,,,,,0.02
2024-01-03,,,,,,,,,,,,,,,,,,,,0.02
2024-01-04,,,,,,,,,,,,,,,,,,,,0.02
2024-01-05,,,,,,,,,,,,,,,,,,,,0.02
2024-01-08,,,,,,,,,,,,,,,,,,,,0.028
2024-01-09,,,,,,,,,,,,,,,,,,,,0.028
2024-01-10,,,,,,,,,,,,,,,,,,,,0.039
2024-01-11,,,,,,,,,,,,,,,,,,,,0.039
2024-01-12,,,,,,,,,,,,,,,,,,,,0.039
2024-01-15,,,,,,,,,,,,,,,,,,,,0.039
2024-01-16,,,,,,,,,,,,,,,,,,,,0.039
2024-01-17,,,,,,,,,,,,,,,,,,,,0.021
2024-01-18,,,,,,,,,,,,,,,,,,,,0.021
2024-01-19,,,,,,,,,,,,,,,,,,,,0.039
2024-01-22,,,,,,,,,,,,,,,,,,,,0.021
2024-01-23,,,,,,,,,,,,,,,,,,,,0.0215
2024-01-24,,,,,,,,,,,,,,,,,,,,0.0225
2024-01-25,,,,,,,,,,,,,,,,,,,,0.024
2024-01-26,,,,,,,,,,,,,,,,,,,,0.04
2024-01-29,,,,,,,,,,,,,,,,,,,,0.04
2024-01-30,,,,,,,,,,,,,,,,,,,,0.0325
2024-01-31,,,,,,,,,,,,,,,,,,,,0.029
2024-02-01,,,,,,,,,,,,,,,,,,,,0.049
2024-02-02,,,,,,,,,,,,,,,,,,,,0.04
2024-02-05,,,,,,,,,,,,,,,,,,,,0.03
2024-02-06,,,,,,,,,,,,,,,,,,,,0.0295
2024-02-07,,,,,,,,,,,,,,,,,,,,0.03
2024-02-08,,,,,,,,,,,,,,,,,,,,0.03
2024-02-09,,,,,,,,,,,,,,,,,,,,0.03
2024-02-12,,,,,,,,,,,,,,,,,,,,0.03
2024-02-13,,,,,,,,,,,,,,,,,,,,0.03
2024-02-14,,,,,,,,,,,,,,,,,,,,0.03
2024-02-15,,,,,,,,,,,,,,,,,,,,0.03
2024-02-16,,,,,,,,,,,,,,,,,,,,0.03
2024-02-19,,,,,,,,,,,,,,,,,,,,0.03
2024-02-20,,,,,,,,,,,,,,,,,,,,0.03
2024-02-21,,,,,,,,,,,,,,,,,,,,0.04
2024-02-22,,,,,,,,,,,,,,,,,,,,0.03
2024-02-23,,,,,,,,,,,,,,,,,,,,0.045
2024-02-26,,,,,,,,,,,,,,,,,,,,0.03
2024-02-27,,,,,,,,,,,,,,,,,,,,0.05
2024-02-28,,,,,,,,,,,,,,,,,,,,0.0485
2024-02-29,,,,,,,,,,,,,,,,,,,,0.0485
2024-03-01,,,,,,,,,,,,,,,,,,,,0.048
2024-03-04,,,,,,,,,,,,,,,,,,,,0.048
2024-03-05,,,,,,,,,,,,,,,,,,,,0.048
2024-03-06,,,,,,,,,,,,,,,,,,,,0.048
2024-03-07,,,,,,,,,,,,,,,,,,,,0.0475
2024-03-08,,,,,,,,,,,,,,,,,,,,0.0475
2024-03-11,,,,,,,,,,,,,,,,,,,,0.0455
2024-03-12,,,,,,,,,,,,,,,,,,,,0.0325
2024-03-13,,,,,,,,,,,,,,,,,,,,0.033
2024-03-14,,,,,,,,,,,,,,,,,,,,0.049
2024-03-15,,,,,,,,,,,,,,,,,,,,0.048
2024-03-18,,,,,,,,,,,,,,,,,,,,0.048
2024-03-19,,,,,,,,,,,,,,,,,,,,0.036
2024-03-20,,,,,,,,,,,,,,,,,,,,0.036
2024-03-21,,,,,,,,,,,,,,,,,,,,0.035
2024-03-22,,,,,,,,,,,,,,,,,,,,0.036
2024-03-25,,,,,,,,,,,,,,,,,,,,0.036
2024-03-26,,,,,,,,,,,,,,,,,,,,0.05
2024-03-27,,,,,,,,,,,,,,,,,,,,0.036
2024-03-28,,,,,,,,,,,,,,,,,,,,0.05
2024-04-02,,,,,,,,,,,,,,,,,,,,0.05
2024-04-03,,,,,,,,,,,,,,,,,,,,0.0495
2024-04-04,,,,,,,,,,,,,,,,,,,,0.052
2024-04-05,,,,,,,,,,,,,,,,,,,,0.051
2024-04-08,,,,,,,,,,,,,,,,,,,,0.05
2024-04-09,,,,,,,,,,,,,,,,,,,,0.05
2024-04-10,,,,,,,,,,,,,,,,,,,,0.0495
2024-04-11,,,,,,,,,,,,,,,,,,,,0.0495
2024-04-12,,,,,,,,,,,,,,,,,,,,0.0495
2024-04-15,,,,,,,,,,,,,,,,,,,,0.04
2024-04-16,,,,,,,,,,,,,,,,,,,,0.04
2024-04-17,,,,,,,,,,,,,,,,,,,,0.0495
2024-04-18,,,,,,,,,,,,,,,,,,,,0.0495
2024-04-19,,,,,,,,,,,,,,,,,,,,0.045
2024-04-22,,,,,,,,,,,,,,,,,,,,0.0495
2024-04-23,,,,,,,,,,,,,,,,,,,,0.04
2024-04-24,,,,,,,,,,,,,,,,,,,,0.04
2024-04-25,,,,,,,,,,,,,,,,,,,,0.04
2024-04-26,,,,,,,,,,,,,,,,,,,,0.04
2024-04-29,,,,,,,,,,,,,,,,,,,,0.04
2024-04-30,,,,,,,,,,,,,,,,,,,,0.035
2024-05-02,,,,,,,,,,,,,,,,,,,,0.035
2024-05-03,,,,,,,,,,,,,,,,,,,,0.035
2024-05-06,,,,,,,,,,,,,,,,,,,,0.035
2024-05-07,,,,,,,,,,,,,,,,,,,,0.0445
2024-05-08,,,,,,,,,,,,,,,,,,,,0.044
2024-05-09,,,,,,,,,,,,,,,,,,,,0.045
2024-05-10,,,,,,,,,,,,,,,,,,,,0.0355
2024-05-13,,,,,,,,,,,,,,,,,,,,0.0415
2024-05-14,,,,,,,,,,,,,,,,,,,,0.036
2024-05-15,,,,,,,,,,,,,,,,,,,,0.036
2024-05-16,,,,,,,,,,,,,,,,,,,,0.0355
2024-05-17,,,,,,,,,,,,,,,,,,,,0.04
2024-05-20,,,,,,,,,,,,,,,,,,,,0.04
2024-05-21,,,,,,,,,,,,,,,,,,,,0.0355
2024-05-22,,,,,,,,,,,,,,,,,,,,0.0355
2024-05-23,,,,,,,,,,,,,,,,,,,,0.038
2024-05-24,,,,,,,,,,,,,,,,,,,,0.0355
2024-05-27,,,,,,,,,,,,,,,,,,,,0.0355
2024-05-28,,,,,,,,,,,,,,,,,,,,0.0355
2024-05-29,,,,,,,,,,,,,,,,,,,,0.045
2024-05-30,,,,,,,,,,,,,,,,,,,,0.0355
2024-05-31,,,,,,,,,,,,,,,,,,,,0.045
2024-06-03,,,,,,,,,,,,,,,,,,,,0.03
2024-06-04,,,,,,,,,,,,,,,,,,,,0.038
2024-06-05,,,,,,,,,,,,,,,,,,,,0.038
2024-06-06,,,,,,,,,,,,,,,,,,,,0.0445
2024-06-07,,,,,,,,,,,,,,,,,,,,0.032
2024-06-10,,,,,,,,,,,,,,,,,,,,0.0355
2024-06-11,,,,,,,,,,,,,,,,,,,,0.036
2024-06-12,,,,,,,,,,,,,,,,,,,,0.036
2024-06-13,,,,,,,,,,,,,,,,,,,,0.036
2024-06-14,,,,,,,,,,,,,,,,,,,,0.0365
2024-06-17,,,,,,,,,,,,,,,,,,,,0.03
2024-06-18,,,,,,,,,,,,,,,,,,,,0.03
2024-06-19,,,,,,,,,,,,,,,,,,,,0.0305
2024-06-20,,,,,,,,,,,,,,,,,,,,0.0305
2024-06-21,,,,,,,,,,,,,,,,,,,,0.042
2024-06-24,,,,,,,,,,,,,,,,,,,,0.0305
2024-06-25,,,,,,,,,,,,,,,,,,,,0.0305
2024-06-26,,,,,,,,,,,,,,,,,,,,0.0305
2024-06-27,,,,,,,,,,,,,,,,,,,,0.041
2024-06-28,,,,,,,,,,,,,,,,,,,,0.033
2024-07-01,,,,,,,,,,,,,,,,,,,,0.033
2024-07-02,,,,,,,,,,,,,,,,,,,,0.033
2024-07-03,,,,,,,,,,,,,,,,,,,,0.033
2024-07-04,,,,,,,,,,,,,,,,,,,,0.033
2024-07-05,,,,,,,,,,,,,,,,,,,,0.0435
2024-07-08,,,,,,,,,,,,,,,,,,,,0.041
2024-07-09,,,,,,,,,,,,,,,,,,,,0.04
2024-07-10,,,,,,,,,,,,,,,,,,,,0.042
2024-07-11,,,,,,,,,,,,,,,,,,,,0.042
2024-07-12,,,,,,,,,,,,,,,,,,,,0.042
2024-07-15,,,,,,,,,,,,,,,,,,,,0.041
2024-07-16,,,,,,,,,,,,,,,,,,,,0.041
2024-07-17,,,,,,,,,,,,,,,,,,,,0.031
2024-07-18,,,,,,,,,,,,,,,,,,,,0.031
2024-07-19,,,,,,,,,,,,,,,,,,,,0.031
2024-07-22,,,,,,,,,,,,,,,,,,,,0.0305
2024-07-23,,,,,,,,,,,,,,,,,,,,0.0305
2024-07-24,,,,,,,,,,,,,,,,,,,,0.041
2024-07-25,,,,,,,,,,,,,,,,,,,,0.0305
2024-07-26,,,,,,,,,,,,,,,,,,,,0.041
2024-07-29,,,,,,,,,,,,,,,,,,,,0.033
2024-07-30,,,,,,,,,,,,,,,,,,,,0.0335
2024-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,73.8,0.0,0.0,0.0,0.0,0.041
2024-08-01,,,,,,,,,,,,,,,,,,,,0.041
2024-08-02,,,,,,,,,,,,,,,,,,,,0.041
2024-08-05,,,,,,,,,,,,,,,,,,,,0.041
2024-08-06,,,,,,,,,,,,,,,,,,,,0.029
2024-08-07,,,,,,,,,,,,,,,,,,,,0.029
2024-08-08,,,,,,,,,,,,,,,,,,,,0.04
2024-08-09,,,,,,,,,,,,,,,,,,,,0.04
2024-08-12,,,,,,,,,,,,,,,,,,,,0.04
2024-08-13,,,,,,,,,,,,,,,,,,,,0.04
2024-08-14,,,,,,,,,,,,,,,,,,,,0.03
2024-08-15,,,,,,,,,,,,,,,,,,,,0.03
2024-08-16,,,,,,,,,,,,,,,,,,,,0.03
2024-08-19,,,,,,,,,,,,,,,,,,,,0.03
2024-08-20,,,,,,,,,,,,,,,,,,,,0.035
2024-08-21,,,,,,,,,,,,,,,,,,,,0.03
2024-08-22,,,,,,,,,,,,,,,,,,,,0.03
2024-08-23,,,,,,,,,,,,,,,,,,,,0.03
2024-08-26,,,,,,,,,,,,,,,,,,,,0.038
2024-08-27,,,,,,,,,,,,,,,,,,,,0.038
2024-08-28,,,,,,,,,,,,,,,,,,,,0.041
2024-08-29,,,,,,,,,,,,,,,,,,,,0.042
2024-08-30,,,,,,,,,,,,,,,,,,,,0.033
2024-09-02,,,,,,,,,,,,,,,,,,,,0.033
2024-09-03,,,,,,,,,,,,,,,,,,,,0.0405
2024-09-04,,,,,,,,,,,,,,,,,,,,0.0395
2024-09-05,,,,,,,,,,,,,,,,,,,,0.0335
2024-09-06,,,,,,,,,,,,,,,,,,,,0.0335
2024-09-09,,,,,,,,,,,,,,,,,,,,0.0405
2024-09-10,,,,,,,,,,,,,,,,,,,,0.0405
2024-09-11,,,,,,,,,,,,,,,,,,,,0.0405
2024-09-12,,,,,,,,,,,,,,,,,,,,0.043
2024-09-13,,,,,,,,,,,,,,,,,,,,0.033
2024-09-16,,,,,,,,,,,,,,,,,,,,0.033
2024-09-17,,,,,,,,,,,,,,,,,,,,0.033
2024-09-18,,,,,,,,,,,,,,,,,,,,0.039
2024-09-19,,,,,,,,,,,,,,,,,,,,0.039
2024-09-20,,,,,,,,,,,,,,,,,,,,0.038
2024-09-23,,,,,,,,,,,,,,,,,,,,0.038
2024-09-24,,,,,,,,,,,,,,,,,,,,0.04
2024-09-25,,,,,,,,,,,,,,,,,,,,0.04
2024-09-26,,,,,,,,,,,,,,,,,,,,0.033
2024-09-27,,,,,,,,,,,,,,,,,,,,0.033
2024-09-30,,,,,,,,,,,,,,,,,,,,0.042
2024-10-01,,,,,,,,,,,,,,,,,,,,0.033
2024-10-02,,,,,,,,,,,,,,,,,,,,0.04
2024-10-03,,,,,,,,,,,,,,,,,,,,0.035
2024-10-04,,,,,,,,,,,,,,,,,,,,0.035
2024-10-07,,,,,,,,,,,,,,,,,,,,0.04
2024-10-08,,,,,,,,,,,,,,,,,,,,0.0335
2024-10-09,,,,,,,,,,,,,,,,,,,,0.0395
2024-10-10,,,,,,,,,,,,,,,,,,,,0.035
2024-10-11,,,,,,,,,,,,,,,,,,,,0.038
2024-10-14,,,,,,,,,,,,,,,,,,,,0.0345
2024-10-15,,,,,,,,,,,,,,,,,,,,0.0345
2024-10-16,,,,,,,,,,,,,,,,,,,,0.0345
2024-10-17,,,,,,,,,,,,,,,,,,,,0.0345
2024-10-18,,,,,,,,,,,,,,,,,,,,0.0395
2024-10-21,,,,,,,,,,,,,,,,,,,,0.035
2024-10-22,,,,,,,,,,,,,,,,,,,,0.035
2024-10-23,,,,,,,,,,,,,,,,,,,,0.035
2024-10-24,,,,,,,,,,,,,,,,,,,,0.035
2024-10-25,,,,,,,,,,,,,,,,,,,,0.035
2024-10-28,,,,,,,,,,,,,,,,,,,,0.039
2024-10-29,,,,,,,,,,,,,,,,,,,,0.04
2024-10-30,,,,,,,,,,,,,,,,,,,,0.035
2024-10-31,,,,,,,,,,,,,,,,,,,,0.035
2024-11-01,,,,,,,,,,,,,,,,,,,,0.035
2024-11-04,,,,,,,,,,,,,,,,,,,,0.044
2024-11-05,,,,,,,,,,,,,,,,,,,,0.0345
2024-11-06,,,,,,,,,,,,,,,,,,,,0.05
2024-11-07,,,,,,,,,,,,,,,,,,,,0.035
2024-11-08,,,,,,,,,,,,,,,,,,,,0.04
2024-11-11,,,,,,,,,,,,,,,,,,,,0.04
2024-11-12,,,,,,,,,,,,,,,,,,,,0.036
2024-11-13,,,,,,,,,,,,,,,,,,,,0.035
2024-11-14,,,,,,,,,,,,,,,,,,,,0.0355
2024-11-15,,,,,,,,,,,,,,,,,,,,0.0355
2024-11-18,,,,,,,,,,,,,,,,,,,,0.0355
2024-11-19,,,,,,,,,,,,,,,,,,,,0.0355
2024-11-20,,,,,,,,,,,,,,,,,,,,0.0295
2024-11-21,,,,,,,,,,,,,,,,,,,,0.034
2024-11-22,,,,,,,,,,,,,,,,,,,,0.034
2024-11-25,,,,,,,,,,,,,,,,,,,,0.034
2024-11-26,,,,,,,,,,,,,,,,,,,,0.0335
2024-11-27,,,,,,,,,,,,,,,,,,,,0.0315
2024-11-28,,,,,,,,,,,,,,,,,,,,0.029
2024-11-29,,,,,,,,,,,,,,,,,,,,0.029
2024-12-02,,,,,,,,,,,,,,,,,,,,0.0305
2024-12-03,,,,,,,,,,,,,,,,,,,,0.0315
2024-12-04,,,,,,,,,,,,,,,,,,,,0.029
2024-12-05,,,,,,,,,,,,,,,,,,,,0.031
2024-12-06,,,,,,,,,,,,,,,,,,,,0.031
2024-12-09,,,,,,,,,,,,,,,,,,,,0.03
2024-12-10,,,,,,,,,,,,,,,,,,,,0.03
2024-12-11,,,,,,,,,,,,,,,,,,,,0.029
2024-12-12,,,,,,,,,,,,,,,,,,,,0.0285
2024-12-13,,,,,,,,,,,,,,,,,,,,0.03
2024-12-16,,,,,,,,,,,,,,,,,,,,0.03
2024-12-17,,,,,,,,,,,,,,,,,,,,0.015
2024-12-18,,,,,,,,,,,,,,,,,,,,0.02
2024-12-19,,,,,,,,,,,,,,,,,,,,0.039
2024-12-20,,,,,,,,,,,,,,,,,,,,0.025
2024-12-23,,,,,,,,,,,,,,,,,,,,0.0265
2024-12-24,,,,,,,,,,,,,,,,,,,,0.0265
2024-12-27,,,,,,,,,,,,,,,,,,,,0.0355
2024-12-30,,,,,,,,,,,,,,,,,,,,0.028
2024-12-31,,,,,,,,,,,,,,,,,,,,0.026
2025-01-02,,,,,,,,,,,,,,,,,,,,0.035
2025-01-03,,,,,,,,,,,,,,,,,,,,0.035
2025-01-06,,,,,,,,,,,,,,,,,,,,0.034
2025-01-07,,,,,,,,,,,,,,,,,,,,0.036
2025-01-08,,,,,,,,,,,,,,,,,,,,0.0355
2025-01-09,,,,,,,,,,,,,,,,,,,,0.0355
2025-01-10,,,,,,,,,,,,,,,,,,,,0.0355
2025-01-13,,,,,,,,,,,,,,,,,,,,0.0355
2025-01-14,,,,,,,,,,,,,,,,,,,,0.0355
2025-01-15,,,,,,,,,,,,,,,,,,,,0.0355
2025-01-16,,,,,,,,,,,,,,,,,,,,0.0355
2025-01-17,,,,,,,,,,,,,,,,,,,,0.03
2025-01-20,,,,,,,,,,,,,,,,,,,,0.0305
2025-01-21,,,,,,,,,,,,,,,,,,,,0.03
2025-01-22,,,,,,,,,,,,,,,,,,,,0.0255
2025-01-23,,,,,,,,,,,,,,,,,,,,0.03
2025-01-24,,,,,,,,,,,,,,,,,,,,0.0255
2025-01-27,,,,,,,,,,,,,,,,,,,,0.0255
2025-01-28,,,,,,,,,,,,,,,,,,,,0.0255
2025-01-29,,,,,,,,,,,,,,,,,,,,0.0295
2025-01-30,,,,,,,,,,,,,,,,,,,,0.0295
2025-01-31,,,,,,,,,,,,,,,,,,,,0.0295
2025-02-03,,,,,,,,,,,,,,,,,,,,0.029
2025-02-04,,,,,,,,,,,,,,,,,,,,0.026
2025-02-05,,,,,,,,,,,,,,,,,,,,0.026
2025-02-06,,,,,,,,,,,,,,,,,,,,0.026
2025-02-07,,,,,,,,,,,,,,,,,,,,0.0225
2025-02-10,,,,,,,,,,,,,,,,,,,,0.028
2025-02-11,,,,,,,,,,,,,,,,,,,,0.028
2025-02-12,,,,,,,,,,,,,,,,,,,,0.025
2025-02-13,,,,,,,,,,,,,,,,,,,,0.025
2025-02-14,,,,,,,,,,,,,,,,,,,,0.025
2025-02-17,,,,,,,,,,,,,,,,,,,,0.023
2025-02-18,,,,,,,,,,,,,,,,,,,,0.023
2025-02-19,,,,,,,,,,,,,,,,,,,,0.023
2025-02-20,,,,,,,,,,,,,,,,,,,,0.023
2025-02-21,,,,,,,,,,,,,,,,,,,,0.023
2025-02-24,,,,,,,,,,,,,,,,,,,,0.023
2025-02-25,,,,,,,,,,,,,,,,,,,,0.023
2025-02-26,,,,,,,,,,,,,,,,,,,,0.023
2025-02-27,,,,,,,,,,,,,,,,,,,,0.023
2025-02-28,,,,,,,,,,,,,,,,,,,,0.023
2025-03-03,,,,,,,,,,,,,,,,,,,,0.0255
2025-03-04,,,,,,,,,,,,,,,,,,,,0.0255
2025-03-05,,,,,,,,,,,,,,,,,,,,0.0215
2025-03-06,,,,,,,,,,,,,,,,,,,,0.0255
2025-03-07,,,,,,,,,,,,,,,,,,,,0.026
2025-03-10,,,,,,,,,,,,,,,,,,,,0.026
2025-03-11,,,,,,,,,,,,,,,,,,,,0.026
2025-03-12,,,,,,,,,,,,,,,,,,,,0.0215
2025-03-13,,,,,,,,,,,,,,,,,,,,0.026
2025-03-14,,,,,,,,,,,,,,,,,,,,0.026
2025-03-17,,,,,,,,,,,,,,,,,,,,0.026
2025-03-18,,,,,,,,,,,,,,,,,,,,0.026
2025-03-19,,,,,,,,,,,,,,,,,,,,0.026
2025-03-20,,,,,,,,,,,,,,,,,,,,0.022
2025-03-21,,,,,,,,,,,,,,,,,,,,0.022
2025-03-24,,,,,,,,,,,,,,,,,,,,0.036
2025-03-25,,,,,,,,,,,,,,,,,,,,0.023
2025-03-26,,,,,,,,,,,,,,,,,,,,0.024
2025-03-27,,,,,,,,,,,,,,,,,,,,0.03
2025-03-28,,,,,,,,,,,,,,,,,,,,0.03
2025-03-31,,,,,,,,,,,,,,,,,,,,0.0295
2025-04-01,,,,,,,,,,,,,,,,,,,,0.0285
2025-04-02,,,,,,,,,,,,,,,,,,,,0.0285
2025-04-03,,,,,,,,,,,,,,,,,,,,0.0225
2025-04-04,,,,,,,,,,,,,,,,,,,,0.0225
2025-04-07,,,,,,,,,,,,,,,,,,,,0.023
2025-04-08,,,,,,,,,,,,,,,,,,,,0.0285
2025-04-09,,,,,,,,,,,,,,,,,,,,0.0285
2025-04-10,,,,,,,,,,,,,,,,,,,,0.0285
2025-04-11,,,,,,,,,,,,,,,,,,,,0.0225
2025-04-14,,,,,,,,,,,,,,,,,,,,0.0225
2025-04-15,,,,,,,,,,,,,,,,,,,,0.023
2025-04-16,,,,,,,,,,,,,,,,,,,,0.0285
2025-04-17,,,,,,,,,,,,,,,,,,,,0.0285
2025-04-22,,,,,,,,,,,,,,,,,,,,0.0285
2025-04-23,,,,,,,,,,,,,,,,,,,,0.039
2025-04-24,,,,,,,,,,,,,,,,,,,,0.035
2025-04-25,,,,,,,,,,,,,,,,,,,,0.0295
2025-04-28,,,,,,,,,,,,,,,,,,,,0.035
2025-04-29,,,,,,,,,,,,,,,,,,,,0.029
2025-04-30,,,,,,,,,,,,,,,,,,,,0.023
2025-05-02,,,,,,,,,,,,,,,,,,,,0.026
2025-05-05,,,,,,,,,,,,,,,,,,,,0.03
2025-05-06,,,,,,,,,,,,,,,,,,,,0.03
2025-05-07,,,,,,,,,,,,,,,,,,,,0.03
2025-05-08,,,,,,,,,,,,,,,,,,,,0.0255
2025-05-09,,,,,,,,,,,,,,,,,,,,0.0255
2025-05-12,,,,,,,,,,,,,,,,,,,,0.026
2025-05-13,,,,,,,,,,,,,,,,,,,,0.026
2025-05-14,,,,,,,,,,,,,,,,,,,,0.026
2025-05-15,,,,,,,,,,,,,,,,,,,,0.026
2025-05-16,,,,,,,,,,,,,,,,,,,,0.03
2025-05-19,,,,,,,,,,,,,,,,,,,,0.03
2025-05-20,,,,,,,,,,,,,,,,,,,,0.03
2025-05-21,,,,,,,,,,,,,,,,,,,,0.026
2025-05-22,,,,,,,,,,,,,,,,,,,,0.026
2025-05-23,,,,,,,,,,,,,,,,,,,,0.026
2025-05-26,,,,,,,,,,,,,,,,,,,,0.0295
2025-05-27,,,,,,,,,,,,,,,,,,,,0.0295
2025-05-28,,,,,,,,,,,,,,,,,,,,0.029
2025-05-29,,,,,,,,,,,,,,,,,,,,0.0295
2025-05-30,,,,,,,,,,,,,,,,,,,,0.0295
2025-06-02,,,,,,,,,,,,,,,,,,,,0.024
2025-06-03,,,,,,,,,,,,,,,,,,,,0.029
2025-06-04,,,,,,,,,,,,,,,,,,,,0.029
2025-06-05,,,,,,,,,,,,,,,,,,,,0.0255
2025-06-06,,,,,,,,,,,,,,,,,,,,0.029
2025-06-09,,,,,,,,,,,,,,,,,,,,0.029
2025-06-10,,,,,,,,,,,,,,,,,,,,0.029
2025-06-11,,,,,,,,,,,,,,,,,,,,0.0255
2025-06-12,,,,,,,,,,,,,,,,,,,,0.029
2025-06-13,,,,,,,,,,,,,,,,,,,,0.029
2025-06-16,,,,,,,,,,,,,,,,,,,,0.029
2025-06-17,,,,,,,,,,,,,,,,,,,,0.0255
2025-06-18,,,,,,,,,,,,,,,,,,,,0.024
2025-06-19,,,,,,,,,,,,,,,,,,,,0.024
2025-06-20,,,,,,,,,,,,,,,,,,,,0.024
2025-06-23,,,,,,,,,,,,,,,,,,,,0.0225
2025-06-24,,,,,,,,,,,,,,,,,,,,0.0225
2025-06-25,,,,,,,,,,,,,,,,,,,,0.0285
2025-06-26,,,,,,,,,,,,,,,,,,,,0.0215
2025-06-27,,,,,,,,,,,,,,,,,,,,0.0215
2025-06-30,,,,,,,,,,,,,,,,,,,,0.0215
2025-07-01,,,,,,,,,,,,,,,,,,,,0.0245
2025-07-02,,,,,,,,,,,,,,,,,,,,0.016
2025-07-03,,,,,,,,,,,,,,,,,,,,0.022
2025-07-04,,,,,,,,,,,,,,,,,,,,0.0245
2025-07-07,,,,,,,,,,,,,,,,,,,,0.0235
2025-07-08,,,,,,,,,,,,,,,,,,,,0.0215
2025-07-09,,,,,,,,,,,,,,,,,,,,0.0215
2025-07-10,,,,,,,,,,,,,,,,,,,,0.0215
2025-07-11,,,,,,,,,,,,,,,,,,,,0.0235
2025-07-14,,,,,,,,,,,,,,,,,,,,0.022
2025-07-15,,,,,,,,,,,,,,,,,,,,0.022
2025-07-16,,,,,,,,,,,,,,,,,,,,0.022
2025-07-17,,,,,,,,,,,,,,,,,,,,0.026
2025-07-18,,,,,,,,,,,,,,,,,,,,0.0235
2025-07-21,,,,,,,,,,,,,,,,,,,,0.025
2025-07-22,,,,,,,,,,,,,,,,,,,,0.0275
2025-07-23,,,,,,,,,,,,,,,,,,,,0.025
2025-07-24,,,,,,,,,,,,,,,,,,,,0.028
2025-07-25,,,,,,,,,,,,,,,,,,,,0.03
2025-07-28,,,,,,,,,,,,,,,,,,,,0.032
2025-07-29,,,,,,,,,,,,,,,,,,,,0.03
2025-07-30,,,,,,,,,,,,,,,,,,,,0.03
2025-07-31,,,,,,,,,,,,,,,,,,,,0.03
2025-08-01,,,,,,,,,,,,,,,,,,,,0.032
2025-08-04,,,,,,,,,,,,,,,,,,,,0.036
2025-08-05,,,,,,,,,,,,,,,,,,,,0.035
2025-08-06,,,,,,,,,,,,,,,,,,,,0.034
2025-08-07,,,,,,,,,,,,,,,,,,,,0.03
2025-08-08,,,,,,,,,,,,,,,,,,,,0.03
2025-08-11,,,,,,,,,,,,,,,,,,,,0.0355
2025-08-12,,,,,,,,,,,,,,,,,,,,0.0355
2025-08-13,,,,,,,,,,,,,,,,,,,,0.0355
2025-08-14,,,,,,,,,,,,,,,,,,,,0.0355
2025-08-15,,,,,,,,,,,,,,,,,,,,0.0355
2025-08-18,,,,,,,,,,,,,,,,,,,,0.0355
2025-08-19,,,,,,,,,,,,,,,,,,,,0.0355
2025-08-20,,,,,,,,,,,,,,,,,,,,0.0355
2025-08-21,,,,,,,,,,,,,,,,,,,,0.0355
2025-08-22,,,,,,,,,,,,,,,,,,,,0.031
2025-08-25,,,,,,,,,,,,,,,,,,,,0.035
2025-08-26,,,,,,,,,,,,,,,,,,,,0.035
2025-08-27,,,,,,,,,,,,,,,,,,,,0.031
2025-08-28,,,,,,,,,,,,,,,,,,,,0.035
2025-08-29,,,,,,,,,,,,,,,,,,,,0.035
