,ALVAL FP Equity_DX_SI_QTY,ALVAL FP Equity_DX_SHORT_INTEREST_VALUE,ALVAL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALVAL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALVAL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALVAL FP Equity_DX_SI_MV,ALVAL FP Equity_DX_DSS,ALVAL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALVAL FP Equity_DX_SUPPLY_SI_QTY,ALVAL FP Equity_DX_BROKER_SI_QTY,ALVAL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALVAL FP Equity_DX_BROKER_SI_MV_NEW_x,ALVAL FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALVAL FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALVAL FP Equity_DX_BROKER_SI_MV_INC_x,ALVAL FP Equity_DX_SUPPLY_SI_MV_NEW,ALVAL FP Equity_DX_BROKER_SI_QTY_ADD,ALVAL FP Equity_DX_BROKER_SI_QTY_NEW,ALVAL FP Equity_DX_SUPPLY_SI_MV_DEC,ALVAL FP Equity_DX_BROKER_SI_QTY_INC,ALVAL FP Equity_DX_SUPPLY_SI_QTY_DEC,ALVAL FP Equity_DX_BROKER_SI_MV_NEW_y,ALVAL FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALVAL FP Equity_DX_BROKER_SI_MV_INC_y,ALVAL FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALVAL FP Equity_DX_BROKER_SI_MV_ADD,ALVAL FP Equity_DX_SUPPLY_SI_QTY_ADD,ALVAL FP Equity_DX_BROKER_SI_QTY_DEC,ALVAL FP Equity_DX_SUPPLY_SI_MV,ALVAL FP Equity_DX_BROKER_SI_MV_DEC,ALVAL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALVAL FP Equity_DX_UTILIZATION_QUANTITY,ALVAL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALVAL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALVAL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALVAL FP Equity_DX_ACTIVE_UTILIZATION_MV,ALVAL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALVAL FP Equity_DX_BROKER_SI_CON_RATIO,ALVAL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALVAL FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-02-24,10600.0,43036.0,0.12,0.62,0.11,0.04,0.0,21518.0,5300.0,5300.0,21518.0,,,,,,,,,,,,,,,,,,0.02,,100.0,6.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.1208
2023-02-27,10600.0,46640.0,0.12,0.58,0.11,0.04,0.0,23320.0,5300.0,5300.0,23320.0,,,,,,,,,,,,,,,,,,0.02,,100.0,6.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.1208
2023-02-28,10600.0,45898.0,0.12,0.58,0.11,0.05,0.0,22949.0,5300.0,5300.0,22949.0,,,,,,,,,,,,,,,,,,0.02,,100.0,6.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.1208
2023-03-01,10600.0,45898.0,0.12,0.57,0.11,0.05,0.0,22949.0,5300.0,5300.0,22949.0,,,,,,,,,,,,,,,,,,0.02,,100.0,6.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.1208
2023-03-02,10600.0,45368.0,0.12,0.58,0.11,0.05,0.0,22684.0,5300.0,5300.0,22684.0,,,,,,,,,,,,,,,,,,0.02,,100.0,6.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.1208
2023-03-03,10600.0,46004.0,0.12,0.59,0.11,0.05,0.0,23002.0,5300.0,5300.0,23002.0,,,,,,,,,,,,,,,,,,0.02,,100.0,6.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.1208
2023-03-06,10600.0,44838.0,0.12,0.59,0.11,0.05,0.0,22419.0,5300.0,5300.0,22419.0,,,,,,,,,,,,,,,,,,0.02,,100.0,6.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.1208
2023-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.02,,5300.0,,,,,,,5300.0,0.0,0.02,0.0,0.0,82485.0,343137.6,0.35,0.0,,0.0,,0.0
2023-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82485.0,336538.8,0.34,0.0,,0.0,,0.0
2023-03-09,500.0,1915.0,0.01,0.03,0.01,0.0,0.0,1915.0,500.0,500.0,1915.0,,,,,,500.0,,,,,,,,,0.0,500.0,,0.0,,100.0,0.61,0.0,0.0,0.0,100.0,,1.0,100.0,0.0061
2023-03-10,500.0,2080.0,0.01,0.03,0.01,0.0,0.0,2080.0,500.0,500.0,2080.0,,,,,,,,,,,,,,,,,,0.0,,100.0,0.61,0.0,0.0,0.0,100.0,,1.0,100.0,0.0061
2023-03-13,500.0,2080.0,0.01,0.03,0.01,0.0,0.0,2080.0,500.0,500.0,2080.0,,,,,,,,,,,,,,,,,,0.0,,100.0,0.61,0.0,0.0,0.0,100.0,,1.0,100.0,0.0061
2023-03-14,500.0,2140.0,0.01,0.02,0.01,0.0,0.0,2140.0,500.0,500.0,2140.0,,,,,,,,,,,,,,,,,,0.0,,100.0,0.61,0.0,0.0,0.0,100.0,,1.0,100.0,0.0061
2023-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,500.0,,,,,,,500.0,0.0,0.0,0.0,0.0,82585.0,341901.9,0.35,0.0,,0.0,,0.0
2023-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82585.0,350986.25,0.34,0.0,,0.0,,0.0
2023-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82585.0,327862.45,0.35,0.0,,0.0,,0.0
2023-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82585.0,330340.0,0.33,0.0,,0.0,,0.0
2023-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82585.0,330340.0,0.33,0.0,,0.0,,0.0
2023-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,81985.0,336138.5,0.33,0.0,,0.0,,0.0
2023-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82585.0,331165.85,0.34,0.0,,0.0,,0.0
2023-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82585.0,330340.0,0.33,0.0,,0.0,,0.0
2023-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82585.0,327862.45,0.33,0.0,,0.0,,0.0
2023-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82585.0,325384.9,0.33,0.0,,0.0,,0.0
2023-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82585.0,327862.45,0.33,0.0,,0.0,,0.0
2023-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82585.0,327862.45,0.33,0.0,,0.0,,0.0
2023-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82585.0,329514.15,0.33,0.0,,0.0,,0.0
2023-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82585.0,322081.5,0.33,0.0,,0.0,,0.0
2023-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82585.0,320429.8,0.32,0.0,,0.0,,0.0
2023-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82585.0,325384.9,0.32,0.0,,0.0,,0.0
2023-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82585.0,324559.05,0.33,0.0,,0.0,,0.0
2023-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82585.0,324559.05,0.32,0.0,,0.0,,0.0
2023-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82485.0,324166.05,0.32,0.0,,0.0,,0.0
2023-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82485.0,324166.05,0.32,0.0,,0.0,,0.0
2023-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82485.0,323341.2,0.32,0.0,,0.0,,0.0
2023-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82485.0,317567.25,0.32,0.0,,0.0,,0.0
2023-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82485.0,315917.55,0.32,0.0,,0.0,,0.0
2023-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82485.0,308493.9,0.32,0.0,,0.0,,0.0
2023-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82485.0,303544.8,0.31,0.0,,0.0,,0.0
2023-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82485.0,300245.4,0.3,0.0,,0.0,,0.0
2023-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82485.0,273850.2,0.3,0.0,,0.0,,0.0
2023-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82485.0,281273.85,0.27,0.0,,0.0,,0.0
2023-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82585.0,284918.25,0.28,0.0,,0.0,,0.0
2023-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82585.0,272530.5,0.28,0.0,,0.0,,0.0
2023-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82485.0,267251.4,0.27,0.0,,0.0,,0.0
2023-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82585.0,257665.2,0.27,0.0,,0.0,,0.0
2023-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82585.0,247755.0,0.26,0.0,,0.0,,0.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82585.0,247755.0,0.26,0.0,,0.0,,0.0
2023-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82585.0,264272.0,0.25,0.0,,0.0,,0.0
2023-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82585.0,317126.4,0.26,0.0,,0.0,,0.0
2023-05-04,391.0,1474.07,0.0,0.03,0.0,0.0,0.0,1474.07,391.0,391.0,1474.07,,,,,,391.0,,,,,,,,,0.0,391.0,,0.0,,100.0,0.47,0.0,0.0,0.0,100.0,,1.0,100.0,0.0047
2023-05-05,391.0,1446.7,0.0,0.03,0.0,0.0,0.0,1446.7,391.0,391.0,1446.7,,,,,,,,,,,,,,,,,,0.0,,100.0,0.47,0.0,0.0,0.0,100.0,,1.0,100.0,0.0047
2023-05-08,391.0,1446.7,0.0,0.03,0.0,0.0,0.0,1446.7,391.0,391.0,1446.7,,,,,,,,,,,,,,,,,,0.0,,100.0,0.47,0.0,0.0,0.0,100.0,,1.0,100.0,0.0047
2023-05-09,391.0,1458.43,0.0,0.03,0.0,0.0,0.0,1458.43,391.0,391.0,1458.43,,,,,,,,,,,,,,,,,,0.0,,100.0,0.47,0.0,0.0,0.0,100.0,,1.0,100.0,0.0047
2023-05-10,391.0,1462.34,0.0,0.03,0.0,0.0,0.0,1462.34,391.0,391.0,1462.34,,,,,,,,,,,,,,,,,,0.0,,100.0,0.47,0.0,0.0,0.0,100.0,,1.0,100.0,0.0047
2023-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,391.0,,,,,,,391.0,0.0,0.0,0.0,0.0,82585.0,305564.5,0.31,0.0,,0.0,,0.0
2023-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82585.0,307216.2,0.31,0.0,,0.0,,0.0
2023-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82485.0,306019.35,0.31,0.0,,0.0,,0.0
2023-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,82485.0,304369.65,0.31,0.0,,0.0,,0.0
2023-05-17,648.0,2300.4,0.01,0.05,0.01,0.0,0.0,1150.2,324.0,324.0,1150.2,,,,,,324.0,,,,,,,,,0.0,324.0,,0.0,,100.0,0.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.0078
2023-05-18,648.0,2345.76,0.01,0.05,0.01,0.0,0.0,1172.88,324.0,324.0,1172.88,,,,,,,,,,,,,,,,,,0.0,,100.0,0.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.0078
2023-05-19,648.0,2378.16,0.01,0.05,0.01,0.0,0.0,1189.08,324.0,324.0,1189.08,,,,,,,,,,,,,,,,,,0.0,,100.0,0.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.0078
2023-05-22,648.0,2404.08,0.01,0.05,0.01,0.0,0.0,1202.04,324.0,324.0,1202.04,,,,,,,,,,,,,,,,,,0.0,,100.0,0.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.0078
2023-05-23,648.0,2903.04,0.01,0.05,0.01,0.0,0.0,1451.52,324.0,324.0,1451.52,,,,,,,,,,,,,,,,,,0.0,,100.0,0.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.0078
2023-05-24,648.0,2922.48,0.01,0.01,0.01,0.0,0.0,1461.24,324.0,324.0,1461.24,,,,,,,,,,,,,,,,,,0.0,,100.0,0.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.0078
2023-05-25,648.0,3045.6,0.01,0.01,0.01,0.0,0.0,1522.8,324.0,324.0,1522.8,,,,,,,,,,,,,,,,,,0.0,,100.0,0.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.0078
2023-05-26,1000.0,4540.0,0.01,0.02,0.01,0.0,0.0,0.0,1000.0,0.0,4540.0,,,,,,,,0.0,,324.0,,,,,,1000.0,324.0,0.0,0.0,100.0,1.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0121
2023-05-29,1000.0,4650.0,0.01,0.02,0.01,0.0,0.0,0.0,1000.0,0.0,4650.0,,,,,,,,,,,,,,,,,,0.0,,100.0,1.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0121
2023-05-30,2968.0,13830.88,0.03,0.05,0.03,0.01,0.0,6915.44,1484.0,1484.0,6915.44,,,,,,1484.0,,,,,,,,,0.01,484.0,,0.01,,100.0,1.79,0.0,0.0,0.0,100.0,33.69,0.3334,33.69,0.0358
2023-05-31,2968.0,14543.2,0.03,0.05,0.03,0.01,0.0,7271.6,1484.0,1484.0,7271.6,,,,,,,,,,,,,,,,,,0.01,,100.0,1.79,0.0,0.0,0.0,100.0,33.69,0.3334,33.69,0.0358
2023-06-01,4842.0,24984.72,0.06,0.08,0.05,0.02,0.0,12492.36,2421.0,2421.0,12492.36,,,937.0,0.0,,,,,937.0,,,,0.0,937.0,,,,0.01,,100.0,2.89,0.0,0.0,0.0,100.0,20.65,0.4298,58.69,0.0577
2023-06-02,4852.0,25521.52,0.06,0.08,0.05,0.03,0.0,12760.76,2426.0,2426.0,12760.76,,,5.0,0.0,,,,,5.0,,,,0.0,5.0,,,,0.01,,100.0,2.89,0.0,0.0,0.0,100.0,20.61,0.4305,58.78,0.0578
2023-06-05,11652.0,60124.32,0.13,0.18,0.12,0.06,0.0,30062.16,5826.0,5826.0,30062.16,,,3400.0,0.02,,,,,3400.0,,,,0.02,3400.0,,,,0.03,,100.0,7.22,0.0,0.0,0.0,100.0,8.58,0.7009,82.84,0.1444
2023-06-06,10652.0,53153.48,0.12,0.16,0.11,0.06,0.0,24081.74,5826.0,4826.0,29071.74,,,,,,,,,,,,,,,,,1000.0,0.03,0.01,100.0,7.24,0.0,0.0,0.0,100.0,9.39,0.8299,90.61,0.1324
2023-06-07,8684.0,41422.68,0.1,0.13,0.09,0.04,0.0,20711.34,4342.0,4342.0,20711.34,,,,,,,,0.01,,1484.0,,,,,,,484.0,0.02,0.0,100.0,5.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.1086
2023-06-08,8684.0,39338.52,0.1,0.13,0.09,0.04,0.0,19669.26,4342.0,4342.0,19669.26,,,,,,,,,,,,,,,,,,0.02,,100.0,5.23,0.0,0.0,0.0,100.0,,1.0,100.0,0.1047
2023-06-09,6810.0,31326.0,0.08,0.1,0.07,0.03,0.0,15663.0,3405.0,3405.0,15663.0,,,,,,,,0.01,,937.0,,,,,,,937.0,0.02,0.01,100.0,4.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.0821
2023-06-12,6800.0,31280.0,0.08,0.1,0.07,0.03,0.0,15640.0,3400.0,3400.0,15640.0,,,,,,,,0.0,,5.0,,,,,,,5.0,0.02,0.0,100.0,4.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.0829
2023-06-13,6800.0,31280.0,0.08,0.1,0.07,0.03,0.0,15640.0,3400.0,3400.0,15640.0,,,,,,,,,,,,,,,,,,0.02,,100.0,4.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.0829
2023-06-14,6800.0,30464.0,0.08,0.1,0.07,0.03,0.0,15232.0,3400.0,3400.0,15232.0,,,,,,,,,,,,,,,,,,0.02,,100.0,4.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.0829
2023-06-15,6800.0,29444.0,0.08,0.1,0.07,0.03,0.0,14722.0,3400.0,3400.0,14722.0,,,,,,,,,,,,,,,,,,0.02,,100.0,4.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.0829
2023-06-16,6800.0,29852.0,0.08,0.1,0.07,0.03,0.0,14926.0,3400.0,3400.0,14926.0,,,,,,,,,,,,,,,,,,0.01,,100.0,4.45,0.0,0.0,0.0,100.0,,1.0,100.0,0.0889
2023-06-19,6800.0,29376.0,0.08,0.1,0.07,0.03,0.0,14688.0,3400.0,3400.0,14688.0,,,,,,,,,,,,,,,,,,0.01,,100.0,4.45,0.0,0.0,0.0,100.0,,1.0,100.0,0.0889
2023-06-20,6800.0,28424.0,0.08,0.1,0.07,0.03,0.0,14212.0,3400.0,3400.0,14212.0,,,,,,,,,,,,,,,,,,0.01,,100.0,4.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0913
2023-06-21,6800.0,27744.0,0.08,0.1,0.07,0.03,0.0,13872.0,3400.0,3400.0,13872.0,,,,,,,,,,,,,,,,,,0.01,,100.0,4.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0913
2023-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.01,,3400.0,,,,,,,3400.0,0.0,0.01,0.0,0.0,74443.0,302238.58,0.31,0.0,,0.0,,0.0
2023-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,74443.0,302238.58,0.3,0.0,,0.0,,0.0
2023-06-26,344.0,1479.2,0.0,0.0,0.0,0.0,0.0,739.6,172.0,172.0,739.6,,,,,,172.0,,,,,,,,,0.0,172.0,,0.0,,100.0,0.24,0.0,0.0,0.0,100.0,,1.0,100.0,0.0048
2023-06-27,344.0,1489.52,0.0,0.0,0.0,0.0,0.0,744.76,172.0,172.0,744.76,,,,,,,,,,,,,,,,,,0.0,,100.0,0.25,0.0,0.0,0.0,100.0,,1.0,100.0,0.0051
2023-06-28,1250.0,5412.5,0.01,0.02,0.01,0.01,0.0,5412.5,1250.0,1250.0,5412.5,,,,0.0,,,,,1078.0,,,,0.0,,,1078.0,,0.01,,100.0,1.71,0.0,0.0,0.0,100.0,,1.0,100.0,0.0171
2023-06-29,1422.0,6185.7,0.02,0.02,0.01,0.01,0.0,5437.5,1250.0,1250.0,5437.5,,,,,,,,,,,,,,,,,,0.01,,100.0,1.71,0.0,0.0,0.0,100.0,,1.0,100.0,0.0194
2023-06-30,48972.0,211069.32,0.56,0.69,0.5,0.21,0.0,111508.32,25872.0,25872.0,111508.32,,,1522.0,0.01,,23100.0,,,1522.0,,,,0.01,1522.0,0.1,23100.0,,0.11,,100.0,36.69,0.0,0.0,0.0,100.0,47.05,0.4463,47.05,0.6945
2023-07-03,48972.0,208620.72,0.56,0.68,0.5,0.21,0.0,110214.72,25872.0,25872.0,110214.72,,,,,,,,,,,,,,,,,,0.11,,100.0,38.57,0.0,0.0,0.0,100.0,46.95,0.4483,47.4,0.7301
2023-07-04,48800.0,206424.0,0.56,0.68,0.5,0.21,0.0,108711.0,25700.0,25700.0,108711.0,,,,,,,,0.0,,172.0,,,,,,,172.0,0.11,0.0,100.0,38.35,0.0,0.0,0.0,100.0,46.75,0.4515,47.98,0.7283
2023-07-05,2600.0,10530.0,0.03,0.07,0.03,0.01,0.0,10530.0,2600.0,2600.0,10530.0,,,,,,,,0.1,,23100.0,,,,,,,23100.0,0.01,0.1,100.0,4.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.0414
2023-07-06,2600.0,10348.0,0.03,0.08,0.03,0.01,0.0,10348.0,2600.0,2600.0,10348.0,,,,,,,,,,,,,,,,,,0.01,,100.0,4.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.0414
2023-07-07,2600.0,10400.0,0.03,0.08,0.03,0.01,0.0,10400.0,2600.0,2600.0,10400.0,,,,,,,,,,,,,,,,,,0.01,,100.0,4.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0442
2023-07-10,2600.0,10218.0,0.03,0.09,0.03,0.01,0.0,10218.0,2600.0,2600.0,10218.0,,,,,,,,,,,,,,,,,,0.01,,100.0,4.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.0451
2023-07-11,2600.0,10374.0,0.03,0.09,0.03,0.01,0.0,10374.0,2600.0,2600.0,10374.0,,,,,,,,,,,,,,,,,,0.01,,100.0,5.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0521
2023-07-12,2600.0,10374.0,0.03,0.09,0.03,0.01,0.0,10374.0,2600.0,2600.0,10374.0,,,,,,,,,,,,,,,,,,0.01,,100.0,5.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0521
2023-07-13,136.0,578.0,0.0,0.0,0.0,0.0,0.0,578.0,136.0,136.0,578.0,,,,,,,,0.01,,2464.0,,,,,,,2464.0,0.0,0.01,100.0,0.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.0033
2023-07-14,3536.0,15063.36,0.04,0.14,0.04,0.02,0.0,15063.36,3536.0,3536.0,15063.36,,,3400.0,0.02,,,,,3400.0,,,,0.02,3400.0,,,,0.02,,100.0,8.66,0.0,0.0,0.0,100.0,,1.0,100.0,0.0866
2023-07-17,136.0,579.36,0.0,0.01,0.0,0.0,0.0,579.36,136.0,136.0,579.36,,,,,,,,0.01,,3400.0,,,,,,,3400.0,0.0,0.02,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0037
2023-07-18,433.0,1835.92,0.0,0.02,0.0,0.0,0.0,1835.92,433.0,433.0,1835.92,,,,0.0,,,,,297.0,,,,0.0,,,297.0,,0.0,,100.0,1.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0117
2023-07-19,50406.0,212209.26,0.57,2.43,0.52,0.21,0.0,107388.68,25508.0,25508.0,107388.68,,,177.0,0.0,,24898.0,,,177.0,,,,0.0,177.0,0.11,24898.0,,0.11,,100.0,68.76,0.0,0.0,0.0,100.0,49.39,0.4881,49.39,1.3588
2023-07-20,50744.0,212109.92,0.58,2.56,0.52,0.21,0.0,106054.96,25372.0,25372.0,106054.96,,,,,,,,0.0,,136.0,,,,,,,136.0,0.11,0.0,100.0,68.39,0.0,0.0,0.0,100.0,49.07,0.4818,49.07,1.3679
2023-07-21,50744.0,210080.16,0.58,2.84,0.52,0.21,0.0,105040.08,25372.0,25372.0,105040.08,,,,,,,,,,,,,,,,,,0.11,,100.0,68.39,0.0,0.0,0.0,100.0,49.07,0.4818,49.07,1.3679
2023-07-24,50744.0,217184.32,0.58,2.92,0.52,0.21,0.0,108592.16,25372.0,25372.0,108592.16,,,,,,,,,,,,,,,,,,0.11,,100.0,68.39,0.0,0.0,0.0,100.0,49.07,0.4818,49.07,1.3679
2023-07-25,25846.0,112688.56,0.29,1.54,0.27,0.11,0.0,2066.64,25372.0,474.0,110621.92,,,,,,,,,,,,,,,,,24898.0,0.11,0.1,100.0,68.39,0.0,0.0,0.0,100.0,3.67,0.9293,96.33,0.6967
2023-07-26,948.0,4123.8,0.01,0.06,0.01,0.0,0.0,2061.9,474.0,474.0,2061.9,,,,,,,,0.11,,24898.0,,,,,,,,0.0,,100.0,1.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0256
