,ALMDT FP Equity_DX_SI_QTY,ALMDT FP Equity_DX_SHORT_INTEREST_VALUE,ALMDT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMDT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMDT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMDT FP Equity_DX_SI_MV,ALMDT FP Equity_DX_DSS,ALMDT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMDT FP Equity_DX_SUPPLY_SI_QTY,ALMDT FP Equity_DX_BROKER_SI_QTY,ALMDT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMDT FP Equity_DX_BROKER_SI_MV_NEW_x,ALMDT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALMDT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALMDT FP Equity_DX_BROKER_SI_MV_INC_x,ALMDT FP Equity_DX_SUPPLY_SI_MV_NEW,ALMDT FP Equity_DX_BROKER_SI_QTY_ADD,ALMDT FP Equity_DX_BROKER_SI_QTY_NEW,ALMDT FP Equity_DX_SUPPLY_SI_MV_DEC,ALMDT FP Equity_DX_BROKER_SI_QTY_INC,ALMDT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALMDT FP Equity_DX_BROKER_SI_MV_NEW_y,ALMDT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALMDT FP Equity_DX_BROKER_SI_MV_INC_y,ALMDT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALMDT FP Equity_DX_BROKER_SI_MV_ADD,ALMDT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALMDT FP Equity_DX_BROKER_SI_QTY_DEC,ALMDT FP Equity_DX_SUPPLY_SI_MV,ALMDT FP Equity_DX_BROKER_SI_MV_DEC,ALMDT FP Equity_DX_SUPPLY_SI_MV_RMV,ALMDT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMDT FP Equity_DX_UTILIZATION_QUANTITY,ALMDT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMDT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMDT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALMDT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMDT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMDT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMDT FP Equity_DX_BROKER_SI_CON_RATIO,ALMDT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMDT FP Equity_DX_DEMAND_SUPPLY_RATIO,ALMDT FP Equity_PX_LAST
2020-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46
2020-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58
2020-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45
2020-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46
2020-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2020-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15
2020-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07
2020-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2020-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45
2020-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44
2020-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64
2020-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2020-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97
2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14
2020-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14
2020-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86
2020-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82
2020-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69
2020-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84
2020-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
2020-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39
2020-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69
2020-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2020-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84
2020-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96
2020-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64
2020-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2020-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.74
2020-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2020-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.04
2020-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99
2020-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94
2020-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.86
2020-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2020-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.72
2020-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.54
2020-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.92
2020-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.82
2020-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.44
2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.02
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2020-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.08
2020-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.76
2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9
2020-07-07,9100.0,62244.0,0.15,0.06,0.08,0.06,0.0,62244.0,0.0,9100.0,0.0,,,,,,9100.0,,,,,,,,,0.06,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,6.84
2020-07-08,9100.0,61516.0,0.15,0.06,0.08,0.06,0.0,61516.0,0.0,9100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,6.76
2020-07-09,9100.0,66248.0,0.15,0.06,0.08,0.07,0.0,66248.0,0.0,9100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,7.28
2020-07-10,9100.0,66794.0,0.15,0.06,0.08,0.07,0.0,66794.0,0.0,9100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,9.1,7.34
2020-07-13,9100.0,64974.0,0.15,0.06,0.08,0.07,0.0,64974.0,0.0,9100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,9.1,7.14
2020-07-14,12100.0,83490.0,0.2,0.08,0.1,0.08,0.0,83490.0,0.0,12100.0,0.0,,,,,,3000.0,,,,,,,,,0.02,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.39,0.6211,74.61,12.1,6.9
2020-07-15,12100.0,84700.0,0.2,0.08,0.1,0.08,0.0,84700.0,0.0,12100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.51,0.63,75.49,12.1,7.0
2020-07-16,16600.0,107236.0,0.27,0.11,0.14,0.11,0.0,100776.0,1000.0,15600.0,6460.0,,,,0.03,,,,,3500.0,,,,0.03,,,1000.0,,0.01,,,100.0,100.0,0.0,0.0,,0.0,100.0,43.62,0.5081,56.38,16.6,6.46
2020-07-17,16600.0,102588.0,0.27,0.11,0.14,0.1,0.0,96408.0,1000.0,15600.0,6180.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,,0.0,100.0,42.79,0.5104,57.21,16.6,6.18
2020-07-20,16600.0,102588.0,0.27,0.11,0.14,0.1,0.0,96408.0,1000.0,15600.0,6180.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,,0.0,100.0,41.67,0.5139,58.33,16.6,6.18
2020-07-21,16600.0,104912.0,0.27,0.11,0.14,0.1,0.0,98592.0,1000.0,15600.0,6320.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,,0.0,100.0,41.57,0.5142,58.43,16.6,6.32
2020-07-22,16600.0,99932.0,0.27,0.11,0.14,0.1,0.0,93912.0,1000.0,15600.0,6020.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,,0.0,100.0,42.66,0.5108,57.34,16.6,6.02
2020-07-23,16600.0,102588.0,0.27,0.11,0.14,0.1,0.0,96408.0,1000.0,15600.0,6180.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,90.91,0.0,0.0,,0.0,100.0,41.03,0.5161,58.97,15.0909,6.18
2020-07-24,16600.0,101260.0,0.27,0.12,0.14,0.1,0.0,95160.0,1000.0,15600.0,6100.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,,0.0,100.0,41.93,0.513,58.07,16.6,6.1
2020-07-27,13100.0,78862.0,0.21,0.1,0.11,0.08,0.0,72842.0,1000.0,12100.0,6020.0,,,,,,,,,,,,,,,,,3500.0,0.01,0.02,,100.0,100.0,0.0,0.0,,0.0,100.0,24.82,0.6268,75.18,13.1,6.02
2020-07-28,12580.0,72460.8,0.2,0.1,0.1,0.07,0.0,66700.8,3480.0,11580.0,20044.8,,,,,,,,,,,,,,,,2480.0,520.0,0.02,0.0,,100.0,58.39,0.0,0.0,,0.0,100.0,22.38,0.6526,77.62,2.1107,5.76
2020-07-29,19580.0,110039.6,0.32,0.15,0.16,0.11,0.0,104419.6,3480.0,18580.0,19557.6,,,,0.04,,,,,7000.0,,,,0.04,,,,,0.02,,,100.0,58.39,0.0,0.0,,0.0,100.0,48.41,0.5005,51.59,3.2852,5.62
2020-07-30,23580.0,134877.6,0.38,0.18,0.19,0.13,0.0,129157.6,3480.0,22580.0,19905.6,,,,0.02,,,,,4000.0,,,,0.02,,,,,0.02,,,100.0,58.39,0.0,0.0,,0.0,100.0,40.59,0.5177,59.41,3.9564,5.72
2020-07-31,23580.0,140065.2,0.38,0.21,0.19,0.14,0.0,134125.2,3480.0,22580.0,20671.2,,,,,,,,,,,,,,,,,,0.02,,,100.0,58.39,0.0,0.0,,0.0,100.0,41.28,0.5152,58.72,3.9564,5.94
2020-08-03,24080.0,141590.4,0.39,0.23,0.2,0.14,0.0,135710.4,3480.0,23080.0,20462.4,,,,0.01,,,,,500.0,,,,0.01,,,,,0.02,,,100.0,58.39,0.0,0.0,,0.0,100.0,39.05,0.524,60.95,4.0403,5.88
2020-08-04,24080.0,137256.0,0.39,0.25,0.2,0.14,0.0,131556.0,3480.0,23080.0,19836.0,,,,,,,,,,,,,,,,,,0.02,,,100.0,58.39,0.0,0.0,,0.0,100.0,38.68,0.5256,61.32,4.0403,5.7
2020-08-05,23906.0,136264.2,0.39,0.27,0.2,0.14,0.0,130564.2,3480.0,22906.0,19836.0,,,,,,,,,,,,,,,,,174.0,0.02,0.0,,100.0,58.39,0.0,0.0,,0.0,100.0,39.91,0.5204,60.09,4.0111,5.7
2020-08-06,22498.0,129138.52,0.36,0.28,0.19,0.13,0.0,123398.52,3480.0,21498.0,19975.2,,,,,,,,,,,,,,,,,1408.0,0.02,0.01,,100.0,58.39,0.0,0.0,,0.0,100.0,42.42,0.5115,57.58,3.7748,5.74
2020-08-07,23498.0,137698.28,0.38,0.32,0.19,0.14,0.0,128908.28,3980.0,21998.0,23322.8,,,500.0,,,500.0,,,,,,,,500.0,0.0,,,0.02,,,100.0,57.18,0.0,0.0,,0.0,100.0,40.82,0.4687,54.78,3.3761,5.86
2020-08-10,26498.0,154748.32,0.43,0.39,0.22,0.16,0.0,145988.32,3980.0,24998.0,23243.2,,,,0.02,,,,,3000.0,,,,0.02,,,,,0.02,,,100.0,57.18,0.0,0.0,,0.0,100.0,35.59,0.4942,60.49,3.8072,5.84
2020-08-11,28498.0,168138.2,0.46,0.44,0.23,0.17,0.0,159288.2,3980.0,26998.0,23482.0,,,,0.01,,,,,2000.0,,,,0.01,,,,,0.02,,,100.0,57.18,0.0,0.0,,0.0,100.0,33.4,0.5095,62.98,4.0945,5.9
2020-08-12,28498.0,184097.08,0.46,0.47,0.23,0.17,0.0,174407.08,3980.0,26998.0,25710.8,,,,,,,,,,,,,,,,,,0.02,,,100.0,57.18,0.0,0.0,,0.0,100.0,35.19,0.5006,61.28,4.0945,6.46
2020-08-13,28498.0,196636.2,0.46,0.52,0.23,0.19,0.0,186286.2,3980.0,26998.0,27462.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,57.18,0.0,0.0,,0.0,100.0,34.64,0.5033,61.81,4.0945,6.9
2020-08-14,29698.0,190067.2,0.48,0.56,0.24,0.2,0.0,180467.2,4180.0,28198.0,26752.0,,,200.0,0.02,,,,,1200.0,,,,0.02,200.0,,,,0.03,,,100.0,56.79,0.0,0.0,,0.0,100.0,30.11,0.5317,66.32,4.0351,6.4
2020-08-17,29798.0,185343.56,0.48,0.59,0.25,0.19,0.0,176013.56,4280.0,28298.0,26621.6,,,100.0,0.0,,,,,100.0,,,,0.0,100.0,,,,0.03,,,100.0,56.61,0.0,0.0,,0.0,100.0,31.03,0.526,65.46,3.9415,6.22
2020-08-18,29798.0,189515.28,0.48,0.6,0.25,0.19,0.0,179975.28,4280.0,28298.0,27220.8,,,,,,,,,,,,,,,,,,0.03,,,100.0,56.61,0.0,0.0,,0.0,100.0,32.15,0.5192,64.4,3.9415,6.36
2020-08-19,28646.0,180469.8,0.46,0.57,0.24,0.18,0.0,171019.8,4280.0,27146.0,26964.0,,,,,,,,,,,,,,,,,1152.0,0.03,0.0,,100.0,56.61,0.0,0.0,,0.0,100.0,32.69,0.514,63.7,3.7892,6.3
2020-08-20,28646.0,179323.96,0.46,0.58,0.24,0.18,0.0,169933.96,4280.0,27146.0,26792.8,,,,,,,,,,,,,,,,,,0.03,,,100.0,56.61,0.0,0.0,,0.0,100.0,32.65,0.5139,63.72,3.7892,6.26
2020-08-21,28646.0,183907.32,0.46,0.7,0.24,0.18,0.0,174277.32,4280.0,27146.0,27477.6,,,,,,,,,,,,,,,,,,0.03,,,100.0,56.61,0.0,0.0,,0.0,100.0,33.35,0.51,63.04,3.7892,6.42
2020-08-24,28646.0,181615.64,0.46,0.77,0.24,0.18,0.0,172105.64,4280.0,27146.0,27135.2,,,,,,,,,,,,,,,,,,0.03,,,100.0,56.61,0.0,0.0,,0.0,100.0,32.7,0.5138,63.69,3.7892,6.34
2020-08-25,24693.0,157541.34,0.4,0.66,0.2,0.16,0.0,151161.34,3780.0,23693.0,24116.4,,,,,,470.0,,0.0,,500.0,,,,,0.0,,3923.0,0.02,0.02,,100.0,57.62,0.0,0.0,,0.0,100.0,24.09,0.6036,73.83,3.7642,6.38
2020-08-26,24793.0,155204.18,0.4,0.69,0.2,0.16,0.0,148944.18,3780.0,23793.0,23662.8,,,,0.0,,,,,100.0,,,,0.0,,,,,0.02,,,100.0,57.62,0.0,0.0,,0.0,100.0,23.46,0.6035,74.02,3.7794,6.26
2020-08-27,25113.0,159718.68,0.41,0.71,0.21,0.16,0.0,153358.68,3780.0,24113.0,24040.8,,,,0.0,,,,,320.0,,,,0.0,,,,,0.02,,,100.0,57.62,0.0,0.0,,0.0,100.0,23.73,0.5822,72.41,3.8282,6.36
2020-08-28,24273.0,156803.58,0.39,0.75,0.2,0.15,0.0,148405.58,4280.0,22973.0,27648.8,,,500.0,0.0,,,,,360.0,,,,0.0,500.0,,,1500.0,0.03,0.01,,100.0,56.61,0.0,0.0,,0.0,100.0,18.2,0.6036,75.25,3.2107,6.46
2020-08-31,23953.0,158089.8,0.39,0.83,0.2,0.15,0.0,149509.8,4280.0,22653.0,28248.0,,,,,,,,,,,,,,,,,320.0,0.03,0.0,,100.0,56.61,0.0,0.0,,0.0,100.0,18.52,0.6188,76.27,3.1684,6.6
2020-09-01,21860.0,140778.4,0.35,0.83,0.18,0.14,0.0,132406.4,4280.0,20560.0,27563.2,,,,,,,,,,,,,,,,,2093.0,0.03,0.01,,100.0,56.61,0.0,0.0,,0.0,100.0,19.68,0.6392,77.44,2.8915,6.44
2020-09-02,21533.0,152884.3,0.35,0.84,0.18,0.14,0.0,143654.3,4280.0,20233.0,30388.0,,,,,,,,,,,,,,,,,327.0,0.03,0.0,,100.0,56.61,0.0,0.0,,0.0,100.0,21.89,0.615,75.25,2.8483,7.1
2020-09-03,21233.0,140562.46,0.34,0.78,0.18,0.15,0.0,131956.46,4280.0,19933.0,28333.6,,,,,,,,,,,,,,,,,300.0,0.03,0.0,,100.0,56.61,0.0,0.0,,0.0,100.0,19.53,0.6619,78.96,2.8086,6.62
2020-09-04,18433.0,120920.48,0.3,0.63,0.15,0.12,0.0,114360.48,3980.0,17433.0,26108.8,,,,,,,,0.0,,300.0,,,,,,,2500.0,0.03,0.02,,100.0,57.18,0.0,0.0,,0.0,100.0,9.5,0.828,90.5,2.6484,6.56
2020-09-07,18433.0,127187.7,0.3,0.61,0.15,0.12,0.0,120287.7,3980.0,17433.0,27462.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,57.18,0.0,0.0,,0.0,100.0,10.05,0.8192,89.95,2.6484,6.9
2020-09-08,18733.0,132254.98,0.3,0.63,0.15,0.13,0.0,125194.98,3980.0,17733.0,28098.8,,,,,,300.0,,,,,,,,,0.0,,,0.03,,,100.0,57.18,0.0,0.0,,0.0,100.0,9.62,0.7961,88.69,2.6915,7.06
2020-09-09,16556.0,128805.68,0.27,0.55,0.14,0.12,0.0,121025.68,3980.0,15556.0,30964.4,,,,,,,,,,,,,,,,,2177.0,0.03,0.01,,100.0,57.18,0.0,0.0,,0.0,100.0,1.93,0.9622,98.07,2.3787,7.78
2020-09-10,16856.0,127431.36,0.27,0.47,0.14,0.13,0.0,119871.36,3980.0,15856.0,30088.8,,,,0.0,,,,,300.0,,,,0.0,,,,,0.03,,,100.0,57.18,0.0,0.0,,0.0,100.0,3.79,0.9272,96.21,2.4218,7.56
2020-09-11,17257.0,134604.6,0.28,0.47,0.14,0.13,0.0,124464.6,4280.0,15957.0,33384.0,,,300.0,0.0,,,,,101.0,,,,0.0,300.0,,,,0.03,,,100.0,56.61,0.0,0.0,,0.0,100.0,6.17,0.8842,93.83,2.2827,7.8
2020-09-14,17257.0,144613.66,0.28,0.47,0.14,0.13,0.0,133719.66,4280.0,15957.0,35866.4,,,,,,,,,,,,,,,,,,0.03,,,100.0,56.61,0.0,0.0,,0.0,100.0,6.16,0.8843,93.84,2.2827,8.38
2020-09-15,17257.0,146684.5,0.28,0.44,0.14,0.14,0.0,135634.5,4280.0,15957.0,36380.0,,,,,,,,,,,,,,,,,,0.04,,,100.0,56.61,0.0,0.0,,0.0,100.0,6.16,0.8844,93.84,2.2827,8.5
2020-09-16,16957.0,143795.36,0.27,0.38,0.14,0.14,0.0,132771.36,4280.0,15657.0,36294.4,,,,,,,,,,,,,,,,,300.0,0.04,0.0,,100.0,56.61,0.0,0.0,,0.0,100.0,4.38,0.9162,95.62,2.243,8.48
2020-09-17,16957.0,145491.06,0.27,0.35,0.14,0.14,0.0,134337.06,4280.0,15657.0,36722.4,,,,,,,,,,,,,,,,,,0.04,,,100.0,56.61,0.0,0.0,,0.0,100.0,4.41,0.9157,95.59,2.243,8.58
2020-09-18,19881.0,172169.46,0.32,0.4,0.16,0.17,0.0,147055.46,5880.0,16981.0,50920.8,,,1600.0,,,1600.0,,,,,,,,1600.0,0.01,,276.0,0.05,0.0,,100.0,54.65,0.0,0.0,,0.0,100.0,17.01,0.6591,79.29,1.8477,8.66
2020-09-21,19180.0,155741.6,0.31,0.38,0.16,0.17,0.0,134629.6,5580.0,16580.0,45309.6,,,,,,,,0.0,,300.0,,,,,,,401.0,0.05,0.0,,100.0,54.92,0.0,0.0,,0.0,100.0,17.07,0.7169,82.93,1.8878,8.12
2020-09-22,19180.0,160728.4,0.31,0.34,0.16,0.16,0.0,138940.4,5580.0,16580.0,46760.4,,,,,,,,,,,,,,,,,,0.05,,,100.0,54.92,0.0,0.0,,0.0,100.0,17.79,0.7075,82.21,1.8878,8.38
2020-09-23,19029.0,163268.82,0.31,0.33,0.16,0.16,0.0,140960.82,5580.0,16429.0,47876.4,,,,,,,,,,,,,,,,,151.0,0.05,0.0,,100.0,54.92,0.0,0.0,,0.0,100.0,17.88,0.7064,82.12,1.8729,8.58
2020-09-24,19028.0,148418.4,0.31,0.34,0.16,0.16,0.0,128138.4,5580.0,16428.0,43524.0,,,,,,,,,,,,,,,,,1.0,0.05,0.0,,100.0,54.92,0.0,0.0,,0.0,100.0,17.09,0.7166,82.91,1.8728,7.8
2020-09-25,15045.0,111032.1,0.24,0.26,0.12,0.12,0.0,91844.1,5580.0,12445.0,41180.4,,,,,,,,,,,,,,,,,3983.0,0.04,0.04,,100.0,54.92,0.0,0.0,,0.0,100.0,22.27,0.6538,77.73,1.4808,7.38
2020-09-28,7130.0,51763.8,0.11,0.11,0.06,0.05,0.0,33250.8,5530.0,4580.0,40147.8,,,,,,,,0.0,,50.0,,,,,,,7865.0,0.04,0.06,,100.0,54.43,0.0,0.0,,0.0,100.0,48.42,0.5005,51.58,0.7018,7.26
2020-09-29,7130.0,53047.2,0.11,0.11,0.06,0.05,0.0,34075.2,5530.0,4580.0,41143.2,,,,,,,,,,,,,,,,,,0.04,,,100.0,54.43,0.0,0.0,,0.0,100.0,47.91,0.5009,52.09,0.7018,7.44
2020-09-30,7130.0,58323.4,0.11,0.11,0.06,0.05,0.0,37464.4,5530.0,4580.0,45235.4,,,,,,,,,,,,,,,,,,0.04,,,100.0,54.43,0.0,0.0,,0.0,100.0,47.01,0.5018,52.99,0.7018,8.18
2020-10-01,3930.0,32147.4,0.06,0.06,0.03,0.03,0.0,24376.4,3930.0,2980.0,32147.4,,,,,,,,0.01,,1600.0,,,,,,,1600.0,0.03,0.01,,100.0,56.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5647,8.18
2020-10-02,3930.0,30968.4,0.06,0.06,0.03,0.03,0.0,23482.4,3930.0,2980.0,30968.4,,,,,,,,,,,,,,,,,,0.03,,,100.0,56.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5647,7.88
2020-10-05,3930.0,29475.0,0.06,0.06,0.03,0.03,0.0,22350.0,3930.0,2980.0,29475.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,30.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3033,7.5
2020-10-06,3930.0,30654.0,0.06,0.06,0.03,0.03,0.0,23244.0,3930.0,2980.0,30654.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,30.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3033,7.8
2020-10-07,3930.0,30968.4,0.06,0.06,0.03,0.03,0.0,23482.4,3930.0,2980.0,30968.4,,,,,,,,,,,,,,,,,,0.03,,,100.0,30.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3033,7.88
2020-10-08,3930.0,32147.4,0.06,0.06,0.03,0.03,0.0,24376.4,3930.0,2980.0,32147.4,,,,,,,,,,,,,,,,,,0.03,,,100.0,30.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3033,8.18
2020-10-09,3930.0,35291.4,0.06,0.06,0.03,0.03,0.0,26760.4,3930.0,2980.0,35291.4,,,,,,,,,,,,,,,,,,0.03,,,100.0,30.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3033,8.98
2020-10-12,3930.0,35212.8,0.06,0.05,0.03,0.04,0.0,26700.8,3930.0,2980.0,35212.8,,,,,,,,,,,,,,,,,,0.04,,,100.0,30.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3033,8.96
2020-10-13,2980.0,25330.0,0.05,0.04,0.02,0.03,0.0,25330.0,2980.0,2980.0,25330.0,,,,,,,,0.01,,950.0,,,,,,,,0.03,,,100.0,29.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2928,8.5
2020-10-14,2980.0,25032.0,0.05,0.04,0.02,0.03,0.0,25032.0,2980.0,2980.0,25032.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,23.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.23,8.4
2020-10-15,2980.0,23899.6,0.05,0.04,0.02,0.03,0.0,23899.6,2980.0,2980.0,23899.6,,,,,,,,,,,,,,,,,,0.03,,,100.0,23.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.23,8.02
2020-10-16,2980.0,24495.6,0.05,0.03,0.02,0.02,0.0,24495.6,2980.0,2980.0,24495.6,,,,,,,,,,,,,,,,,,0.02,,,100.0,23.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.23,8.22
2020-10-19,2980.0,24376.4,0.05,0.03,0.02,0.02,0.0,24376.4,2980.0,2980.0,24376.4,,,,,,,,,,,,,,,,,,0.02,,,100.0,23.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.23,8.18
2020-10-20,2980.0,26522.0,0.05,0.03,0.02,0.03,0.0,26522.0,2980.0,2980.0,26522.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,23.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.23,8.9
2020-10-21,9160.0,74745.6,0.15,0.11,0.08,0.08,0.0,26764.8,8860.0,3280.0,72297.6,,,300.0,,,300.0,,,,,,,,300.0,0.0,5580.0,,0.08,,,100.0,65.34,0.0,0.0,,0.0,100.0,16.76,0.721,83.24,0.6756,8.16
2020-10-22,15040.0,120921.6,0.24,0.18,0.12,0.12,0.0,73646.4,9160.0,9160.0,73646.4,,,300.0,0.0,,5580.0,,,300.0,,,,0.0,300.0,0.05,,,0.07,,,100.0,64.69,0.0,0.0,,0.0,100.0,34.2,0.4754,59.54,1.0622,8.04
