,CM9 FP Equity_DX_SI_QTY,CM9 FP Equity_DX_SHORT_INTEREST_VALUE,CM9 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CM9 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CM9 FP Equity_DX_SI_MV,CM9 FP Equity_DX_DSS,CM9 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CM9 FP Equity_DX_SUPPLY_SI_QTY,CM9 FP Equity_DX_BROKER_SI_QTY,CM9 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CM9 FP Equity_DX_BROKER_SI_MV_NEW_x,CM9 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CM9 FP Equity_DX_BROKER_SI_MV_INC_x,CM9 FP Equity_DX_BROKER_SI_QTY_ADD,CM9 FP Equity_DX_BROKER_SI_QTY_NEW,CM9 FP Equity_DX_SUPPLY_SI_MV_DEC,CM9 FP Equity_DX_BROKER_SI_QTY_INC,CM9 FP Equity_DX_SUPPLY_SI_QTY_DEC,CM9 FP Equity_DX_BROKER_SI_MV_NEW_y,CM9 FP Equity_DX_BROKER_SI_MV_INC_y,CM9 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CM9 FP Equity_DX_BROKER_SI_MV_ADD,CM9 FP Equity_DX_SUPPLY_SI_QTY_ADD,CM9 FP Equity_DX_BROKER_SI_QTY_DEC,CM9 FP Equity_DX_SUPPLY_SI_MV,CM9 FP Equity_DX_BROKER_SI_MV_DEC,CM9 FP Equity_DX_SUPPLY_SI_MV_RMV,CM9 FP Equity_DX_BROKER_SI_MV_RMV,CM9 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CM9 FP Equity_DX_UTILIZATION_QUANTITY,CM9 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CM9 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CM9 FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CM9 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CM9 FP Equity_DX_ACTIVE_UTILIZATION_MV,CM9 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CM9 FP Equity_DX_BROKER_SI_CON_RATIO,CM9 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CM9 FP Equity_DX_DEMAND_SUPPLY_RATIO
2011-12-02,1500.0,172905.0,0.87,0.11,0.17,,172905.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-12-05,1500.0,173475.0,0.87,0.11,0.17,,173475.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-12-06,1500.0,172830.0,1.16,0.15,0.17,,172830.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-12-07,1500.0,172890.0,1.38,0.15,0.17,,172890.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-12-08,1500.0,172155.0,1.38,0.15,0.17,,172155.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-12-09,1500.0,172590.0,1.76,0.15,0.17,,172590.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-12-12,1500.0,171600.0,1.81,0.15,0.17,,171600.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-12-13,1500.0,174330.0,2.76,0.17,0.17,,174330.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-12-14,1500.0,171210.0,2.76,0.17,0.17,,171210.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-12-15,1500.0,171840.0,2.76,0.17,0.17,,171840.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-12-16,1500.0,172125.0,2.76,0.17,0.17,,172125.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-12-19,1500.0,171000.0,3.52,0.17,0.17,,171000.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-12-20,1500.0,173355.0,3.52,0.17,0.17,,173355.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-12-21,1500.0,173280.0,3.52,0.17,0.17,,173280.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-12-22,1500.0,175125.0,3.62,0.17,0.18,,175125.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-12-23,1500.0,176970.0,3.62,0.17,0.18,,176970.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-12-26,1500.0,176970.0,3.62,0.17,0.18,,176970.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-12-27,1500.0,177045.0,3.62,0.17,0.18,,177045.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-12-28,1500.0,176400.0,3.54,0.17,0.18,,176400.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-12-29,1500.0,177675.0,3.54,0.17,0.18,,177675.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2011-12-30,1500.0,178095.0,3.52,0.17,0.18,,178095.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-01-02,1500.0,178650.0,3.52,0.17,0.18,,178650.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-01-03,1500.0,180540.0,3.52,0.17,0.18,,180540.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-01-04,1500.0,181215.0,3.52,0.17,0.18,,181215.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-01-05,1500.0,182400.0,3.15,0.17,0.18,,182400.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-01-06,1500.0,183795.0,3.38,0.19,0.18,,183795.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-01-09,1500.0,182880.0,3.38,0.19,0.18,,182880.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-01-10,1500.0,185265.0,3.99,0.19,0.19,,185265.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-01-11,1500.0,185490.0,3.99,0.19,0.19,,185490.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-01-12,1500.0,183660.0,3.06,0.19,0.18,,183660.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-01-13,1500.0,185055.0,4.02,0.19,0.19,,185055.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-01-16,1500.0,186225.0,4.02,0.19,0.19,,186225.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-01-17,1500.0,186240.0,4.02,0.19,0.19,,186240.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-01-18,1500.0,185595.0,3.85,0.19,0.19,,185595.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-01-19,1500.0,186540.0,3.01,0.19,0.19,,186540.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-01-20,1500.0,185865.0,2.93,0.19,0.19,,185865.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-01-23,1500.0,185565.0,2.28,0.19,0.19,,185565.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-01-24,1500.0,185445.0,2.27,0.19,0.19,,185445.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-01-25,1500.0,185520.0,2.25,0.19,0.19,,185520.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-03-05,2700.0,341766.0,3.64,0.43,0.34,,341766.0,0.0,2700.0,0.0,,,,2700.0,,,,,,,,0.34,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-03-06,2700.0,338796.0,3.66,0.43,0.34,,338796.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-03-07,2700.0,340011.0,3.67,0.43,0.34,,340011.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-03-08,2700.0,341442.0,2.85,0.43,0.34,,341442.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-03-09,2700.0,347004.0,3.39,0.43,0.35,,347004.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-03-12,2700.0,344304.0,3.39,0.43,0.34,,344304.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-03-13,2700.0,349218.0,3.2,0.43,0.35,,349218.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-03-14,2700.0,352323.0,3.2,0.43,0.35,,352323.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-03-15,2700.0,352890.0,3.24,0.43,0.35,,352890.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-03-16,2700.0,352161.0,3.17,0.43,0.35,,352161.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-03-19,2700.0,351027.0,3.22,0.43,0.35,,351027.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-03-20,2700.0,348624.0,3.22,0.43,0.35,,348624.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-03-21,2700.0,349380.0,3.52,0.43,0.35,,349380.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-03-22,2700.0,346950.0,3.52,0.43,0.35,,346950.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-03-23,2700.0,345735.0,3.52,0.43,0.35,,345735.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-03-26,2700.0,348354.0,3.46,0.43,0.35,,348354.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-03-27,2700.0,349137.0,3.89,0.43,0.35,,349137.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-03-28,2700.0,347058.0,3.89,0.43,0.35,,347058.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-03-29,2700.0,344790.0,3.89,0.43,0.35,,344790.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-03-30,2700.0,346869.0,3.89,0.43,0.35,,346869.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-04-02,2700.0,350190.0,3.89,0.43,0.34,,350190.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-04-03,2700.0,348462.0,3.89,0.43,0.34,,348462.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-04-04,2700.0,346734.0,3.89,0.43,0.35,,346734.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-04-05,2700.0,349758.0,2.12,0.43,0.35,,349758.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-04-06,2700.0,349758.0,1.23,0.43,0.35,,349758.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-04-09,2700.0,349758.0,1.23,0.43,0.35,,349758.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-04-10,2700.0,342684.0,1.23,0.43,0.35,,342684.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-04-11,2700.0,342468.0,1.23,0.43,0.35,,342468.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-04-12,2700.0,344601.0,1.23,0.43,0.35,,344601.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-04-13,2700.0,344493.0,1.23,0.43,0.35,,344493.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-04-16,2700.0,343710.0,1.45,0.43,0.35,,343710.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2013-01-08,14100.0,1934097.0,79.47,3.23,1.94,,1934097.0,0.0,14100.0,0.0,,,,14100.0,,,,,,,,1.94,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2013-01-09,14100.0,1947774.0,79.02,3.23,1.95,,1947774.0,0.0,14100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2013-01-10,14100.0,1934379.0,79.02,3.23,1.94,,1934379.0,0.0,14100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2013-01-11,14100.0,1919856.0,79.24,3.23,1.92,,1919856.0,0.0,14100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2013-01-14,14100.0,1919151.0,78.17,3.23,1.92,,1919151.0,0.0,14100.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2013-01-15,15800.0,2146430.0,87.32,3.62,2.14,,2146430.0,0.0,15800.0,0.0,,,0.22,,,,1700.0,,,0.22,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2013-01-16,15800.0,2158438.0,93.42,3.62,2.16,,2158438.0,0.0,15800.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2013-01-17,15800.0,2160492.0,99.96,3.62,2.16,,2160492.0,0.0,15800.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2013-01-18,15800.0,2167128.0,99.0,3.62,2.17,,2167128.0,0.0,15800.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2013-01-21,15800.0,2175502.0,126.81,3.62,2.18,,2175502.0,0.0,15800.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2013-01-22,15800.0,2173132.0,83.88,3.62,2.18,,2173132.0,0.0,15800.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2013-01-23,15800.0,2179926.0,85.1,3.62,2.18,,2179926.0,0.0,15800.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2013-01-24,15800.0,2184034.0,97.05,3.62,2.18,,2184034.0,0.0,15800.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2013-01-25,15800.0,2166654.0,94.5,3.62,2.17,,2166654.0,0.0,15800.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2013-01-28,15800.0,2165074.0,95.62,3.62,2.17,,2165074.0,0.0,15800.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2013-01-29,15800.0,2176292.0,98.61,3.62,2.18,,2176292.0,0.0,15800.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2013-01-30,15800.0,2162230.0,97.87,3.62,2.16,,2162230.0,0.0,15800.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2013-01-31,15800.0,2151802.0,97.87,3.62,2.15,,2151802.0,0.0,15800.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2013-02-01,15800.0,2149116.0,80.91,3.62,2.14,,2149116.0,0.0,15800.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2013-02-04,15800.0,2158438.0,64.67,3.62,2.16,,2158438.0,0.0,15800.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2013-02-05,15800.0,2156700.0,54.85,3.62,2.16,,2156700.0,0.0,15800.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
