,AM3A FP Equity_DX_SI_QTY,AM3A FP Equity_DX_SHORT_INTEREST_VALUE,AM3A FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AM3A FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AM3A FP Equity_DX_SI_MV,AM3A FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AM3A FP Equity_DX_SUPPLY_SI_QTY,AM3A FP Equity_DX_BROKER_SI_QTY,AM3A FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AM3A FP Equity_DX_BROKER_SI_MV_NEW_x,AM3A FP Equity_DX_SUPPLY_SI_QTY_INC_x,AM3A FP Equity_DX_BROKER_SI_MV_INC_x,AM3A FP Equity_DX_BROKER_SI_QTY_ADD,AM3A FP Equity_DX_BROKER_SI_QTY_NEW,AM3A FP Equity_DX_SUPPLY_SI_MV_DEC,AM3A FP Equity_DX_BROKER_SI_QTY_INC,AM3A FP Equity_DX_SUPPLY_SI_QTY_DEC,AM3A FP Equity_DX_BROKER_SI_MV_NEW_y,AM3A FP Equity_DX_BROKER_SI_MV_INC_y,AM3A FP Equity_DX_SUPPLY_SI_QTY_INC_y,AM3A FP Equity_DX_BROKER_SI_MV_ADD,AM3A FP Equity_DX_SUPPLY_SI_QTY_ADD,AM3A FP Equity_DX_BROKER_SI_QTY_DEC,AM3A FP Equity_DX_SUPPLY_SI_MV,AM3A FP Equity_DX_BROKER_SI_MV_DEC,AM3A FP Equity_DX_BROKER_SI_MV_RMV,AM3A FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AM3A FP Equity_DX_UTILIZATION_QUANTITY,AM3A FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AM3A FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AM3A FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AM3A FP Equity_DX_ACTIVE_UTILIZATION_MV,AM3A FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AM3A FP Equity_DX_BROKER_SI_CON_RATIO,AM3A FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AM3A FP Equity_DX_DEMAND_SUPPLY_RATIO,AM3A FP Equity_PX_LAST
2020-12-22,72814.0,18172328.33,40.19,7.54,18.16,18172328.33,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9982.88,0.01,0.0,,1.0,100.0,1820.35,249.5719
2020-12-23,72814.0,18082599.63,38.81,7.54,18.07,18082599.63,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9933.58,0.01,0.0,,1.0,100.0,1820.35,248.3396
2020-12-24,72814.0,18089815.5,39.52,7.54,18.11,18089815.5,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9937.55,0.01,0.0,,1.0,100.0,1820.35,248.4387
2020-12-25,72814.0,18089815.5,39.86,7.54,18.08,18089815.5,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9937.55,0.01,0.0,,1.0,100.0,1820.35,
2020-12-28,72814.0,18117659.58,39.86,7.54,18.13,18117659.58,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9952.84,0.01,0.0,,1.0,100.0,1820.35,248.8211
2020-12-29,72814.0,18143523.11,40.53,7.46,18.16,18143523.11,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9967.05,0.01,0.0,,1.0,100.0,1820.35,249.1763
2020-12-30,72814.0,18126215.22,39.08,7.46,18.14,18126215.22,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9957.54,0.01,0.0,,1.0,100.0,1820.35,248.9386
2020-12-31,72814.0,18137100.91,42.87,7.46,18.13,18137100.91,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9963.52,0.01,0.0,,1.0,100.0,1820.35,249.0881
2021-01-01,72814.0,18137100.91,44.62,7.46,18.13,18137100.91,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9963.52,0.01,0.0,,1.0,100.0,1820.35,
2021-01-04,72814.0,18168833.25,44.62,7.46,18.16,18168833.25,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9980.96,0.01,0.0,,1.0,100.0,1820.35,249.5239
2021-01-05,72814.0,18141433.35,43.91,7.46,18.13,18141433.35,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9965.9,0.01,0.0,,1.0,100.0,1820.35,249.1476
2021-01-06,72814.0,18093907.65,37.97,7.46,18.13,18093907.65,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9939.8,0.01,0.0,,1.0,100.0,1820.35,248.4949
2021-01-07,72814.0,18083429.71,39.83,7.46,18.09,18083429.71,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9934.04,0.01,0.0,,1.0,100.0,1820.35,248.351
2021-01-08,72814.0,18095764.41,38.93,7.46,18.08,18095764.41,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9940.82,0.01,0.0,,1.0,100.0,1820.35,248.5204
2021-01-11,72814.0,18048282.4,37.01,7.37,18.03,18048282.4,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9914.73,0.01,0.0,,1.0,100.0,1820.35,247.8683
2021-01-12,72814.0,17992339.4,37.28,7.37,18.04,17992339.4,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9884.0,0.01,0.0,,1.0,100.0,1820.35,247.1
2021-01-13,72814.0,18077313.34,37.55,7.37,18.07,18077313.34,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9930.68,0.01,0.0,,1.0,100.0,1820.35,248.267
2021-01-14,72814.0,18119909.53,39.09,7.37,18.1,18119909.53,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9954.08,0.01,0.0,,1.0,100.0,1820.35,248.852
2021-01-15,72814.0,18092080.02,38.43,7.37,18.07,18092080.02,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9938.79,0.01,0.0,,1.0,100.0,1820.35,248.4698
2021-01-18,72814.0,18053029.87,38.47,7.37,18.06,18053029.87,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9917.34,0.01,0.0,,1.0,100.0,1820.35,247.9335
2021-01-19,72814.0,18057872.0,38.01,5.57,18.07,18057872.0,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9920.0,0.01,0.0,,1.0,100.0,1820.35,248.0
2021-01-20,72814.0,18053961.89,32.86,5.57,18.06,18053961.89,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9917.85,0.01,0.0,,1.0,100.0,1820.35,247.9463
2021-01-21,72814.0,18012501.6,31.64,5.57,18.04,18012501.6,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9895.08,0.01,0.0,,1.0,100.0,1820.35,247.3769
2021-01-22,72814.0,18030100.74,31.58,5.57,18.05,18030100.74,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9904.74,0.01,0.0,,1.0,100.0,1820.35,247.6186
2021-01-25,72814.0,18086815.57,31.57,5.57,18.08,18086815.57,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9935.9,0.01,0.0,,1.0,100.0,1820.35,248.3975
2021-01-26,72814.0,18060289.42,31.67,5.57,18.06,18060289.42,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9921.33,0.01,0.0,,1.0,100.0,1820.35,248.0332
2021-01-27,72814.0,18061512.7,31.89,5.57,18.05,18061512.7,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9922.0,0.01,0.0,,1.0,100.0,1820.35,248.05
2021-01-28,72814.0,18053736.16,33.54,5.57,18.05,18053736.16,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9917.73,0.01,0.0,,1.0,100.0,1820.35,247.9432
2021-01-29,72814.0,18026860.52,38.96,5.57,18.03,18026860.52,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9902.96,0.01,0.0,,1.0,100.0,1820.35,247.5741
2021-02-01,72814.0,18012945.76,39.99,5.57,18.0,18012945.76,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9895.32,0.01,0.0,,1.0,100.0,1820.35,247.383
2021-02-02,72814.0,17959951.73,43.71,5.57,18.0,17959951.73,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9866.21,0.01,0.0,,1.0,100.0,1820.35,246.6552
2021-02-03,72814.0,17939549.25,43.57,5.57,17.95,17939549.25,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,39420.0,0.04,0.0,,1.0,100.0,455.0875,246.375
2021-02-04,72814.0,17918360.38,43.79,5.57,17.92,17918360.38,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,39373.44,0.04,0.0,,1.0,100.0,455.0875,246.084
2021-02-05,72814.0,17895496.78,46.02,5.57,17.91,17895496.78,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,39323.2,0.04,0.0,,1.0,100.0,455.0875,245.77
2021-02-08,72814.0,17897149.66,45.67,5.57,17.91,17897149.66,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,39326.83,0.04,0.0,,1.0,100.0,455.0875,245.7927
2021-02-09,72814.0,17898933.6,45.83,5.57,17.92,17898933.6,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,39330.75,0.04,0.0,,1.0,100.0,455.0875,245.8172
2021-02-10,72814.0,17868562.88,46.0,5.57,17.84,17868562.88,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,39264.02,0.04,0.0,,1.0,100.0,455.0875,245.4001
2021-02-11,72814.0,17888623.14,47.95,5.57,17.9,17888623.14,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,39308.1,0.04,0.0,,1.0,100.0,455.0875,245.6756
2021-02-12,72814.0,17833896.14,48.81,5.57,17.83,17833896.14,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,39187.84,0.04,0.0,,1.0,100.0,455.0875,244.924
2021-02-15,72814.0,17761154.95,48.95,5.57,17.76,17761154.95,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,39028.0,0.04,0.0,,1.0,100.0,455.0875,243.925
2021-02-16,72814.0,17715435.04,42.18,5.57,17.71,17715435.04,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38927.54,0.04,0.0,,1.0,100.0,455.0875,243.2971
2021-02-17,72814.0,17735983.15,49.45,5.57,17.72,17735983.15,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38972.69,0.04,0.0,,1.0,100.0,455.0875,243.5793
2021-02-18,72814.0,17671957.8,49.32,5.57,17.68,17671957.8,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38832.0,0.04,0.0,,1.0,100.0,455.0875,242.7
2021-02-19,72814.0,17647055.41,46.92,5.57,17.64,17647055.41,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38777.28,0.04,0.0,,1.0,100.0,455.0875,242.358
2021-02-22,72814.0,17691384.58,50.25,5.57,17.68,17691384.58,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38874.69,0.04,0.0,,1.0,100.0,455.0875,242.9668
2021-02-23,72814.0,17649014.11,48.05,5.57,17.66,17649014.11,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38781.58,0.04,0.0,,1.0,100.0,455.0875,242.3849
2021-02-24,72814.0,17616007.52,46.77,5.57,17.66,17616007.52,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38709.06,0.04,0.0,,1.0,100.0,455.0875,241.9316
2021-02-25,72814.0,17523912.38,47.18,5.57,18.47,17523912.38,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38506.69,0.04,0.0,,1.0,100.0,455.0875,240.6668
2021-02-26,72814.0,17599893.78,49.11,5.57,17.61,17599893.78,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38673.65,0.04,0.0,,1.0,100.0,455.0875,241.7103
2021-03-01,72814.0,17717466.55,39.72,5.57,17.73,17717466.55,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38932.0,0.04,0.0,,1.0,100.0,455.0875,243.325
2021-03-02,72814.0,17706551.73,37.52,5.57,17.72,17706551.73,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38908.02,0.04,0.0,,1.0,100.0,455.0875,243.1751
2021-03-03,72814.0,17622808.35,43.98,5.57,17.61,17622808.35,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38724.0,0.04,0.0,,1.0,100.0,455.0875,242.025
2021-03-04,72814.0,17646472.9,42.93,5.57,17.61,17646472.9,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38776.0,0.04,0.0,,1.0,100.0,455.0875,242.35
2021-03-05,72814.0,17629252.39,42.84,5.57,17.65,17629252.39,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38738.16,0.04,0.0,,1.0,100.0,455.0875,242.1135
2021-03-08,72814.0,17611886.25,42.44,5.57,17.6,17611886.25,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38700.0,0.04,0.0,,1.0,100.0,455.0875,241.875
2021-03-09,72814.0,17632609.11,39.79,5.57,17.66,17632609.11,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38745.54,0.04,0.0,,1.0,100.0,455.0875,242.1596
2021-03-10,72814.0,17644157.41,40.27,5.57,17.67,17644157.41,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38770.91,0.04,0.0,,1.0,100.0,455.0875,242.3182
2021-03-11,72814.0,17682333.8,40.31,5.57,17.7,17682333.8,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38854.8,0.04,0.0,,1.0,100.0,455.0875,242.8425
2021-03-12,72814.0,17612679.92,38.29,5.57,17.63,17612679.92,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38701.74,0.04,0.0,,1.0,100.0,455.0875,241.8859
2021-03-15,72814.0,17661508.99,38.97,5.57,17.67,17661508.99,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38809.04,0.04,0.0,,1.0,100.0,455.0875,242.5565
2021-03-16,72814.0,17666496.75,39.08,5.57,17.67,17666496.75,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38820.0,0.04,0.0,,1.0,100.0,455.0875,242.625
2021-03-17,72814.0,17587762.97,39.37,5.57,17.69,17587762.97,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38646.99,0.04,0.0,,1.0,100.0,455.0875,241.5437
2021-03-18,72814.0,17555455.4,39.34,5.57,17.57,17555455.4,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38576.0,0.04,0.0,,1.0,100.0,455.0875,241.1
2021-03-19,72814.0,17580066.53,39.01,5.57,17.58,17580066.53,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38630.08,0.04,0.0,,1.0,100.0,455.0875,241.438
2021-03-22,72814.0,17604604.85,38.2,5.57,17.59,17604604.85,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38684.0,0.04,0.0,,1.0,100.0,455.0875,241.775
2021-03-23,72814.0,17643756.94,38.17,5.57,17.64,17643756.94,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38770.03,0.04,0.0,,1.0,100.0,455.0875,242.3127
2021-03-24,17530.0,4255905.35,9.15,1.34,4.25,4255905.35,0.0,17530.0,0.0,,,,,,,,,,,,,,55284.0,0.0,13.43,,0.0,0.0,160.0,38844.54,0.04,0.0,,1.0,100.0,109.5625,242.7784
2021-03-25,17530.0,4265974.58,8.89,1.63,4.26,4265974.58,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38936.45,0.04,0.0,,1.0,100.0,109.5625,243.3528
2021-03-26,17530.0,4252770.99,8.9,1.68,4.25,4252770.99,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38815.94,0.04,0.0,,1.0,100.0,109.5625,242.5996
2021-03-29,17530.0,4239679.58,8.6,1.68,4.23,4239679.58,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38696.45,0.04,0.0,,1.0,100.0,109.5625,241.8528
2021-03-30,17530.0,4226696.87,9.95,1.68,4.23,4226696.87,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38577.95,0.04,0.0,,1.0,100.0,109.5625,241.1122
2021-03-31,17530.0,4233056.75,9.94,1.68,4.23,4233056.75,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38636.0,0.04,0.0,,1.0,100.0,109.5625,241.475
2021-04-01,17530.0,4244893.01,9.97,1.72,4.25,4244893.01,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38744.03,0.04,0.0,,1.0,100.0,109.5625,242.1502
2021-04-02,17530.0,4244893.01,10.76,1.72,4.25,4244893.01,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38744.03,0.04,0.0,,1.0,100.0,109.5625,
2021-04-05,17530.0,4244893.01,10.76,1.72,4.24,4244893.01,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38744.03,0.04,0.0,,1.0,100.0,109.5625,
2021-04-06,17530.0,4241676.25,10.76,1.68,4.25,4241676.25,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38714.67,0.04,0.0,,1.0,100.0,109.5625,241.9667
2021-04-07,17530.0,4239912.73,10.14,1.72,4.24,4239912.73,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38698.58,0.04,0.0,,1.0,100.0,109.5625,241.8661
2021-04-08,17530.0,4247583.86,10.27,1.72,4.25,4247583.86,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38768.59,0.04,0.0,,1.0,100.0,109.5625,242.3037
2021-04-09,17530.0,4232637.78,10.49,1.72,4.23,4232637.78,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38632.18,0.04,0.0,,1.0,100.0,109.5625,241.4511
2021-04-12,17530.0,4229131.78,10.49,1.72,4.23,4229131.78,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38600.18,0.04,0.0,,1.0,100.0,109.5625,241.2511
2021-04-13,17530.0,4227864.36,10.57,1.72,4.23,4227864.36,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38588.61,0.04,0.0,,1.0,100.0,109.5625,241.1788
2021-04-14,17530.0,4220482.48,13.54,1.72,4.22,4220482.48,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38521.23,0.04,0.0,,1.0,100.0,109.5625,240.7577
2021-04-15,17530.0,4232600.97,15.25,1.72,4.23,4232600.97,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38631.84,0.04,0.0,,1.0,100.0,109.5625,241.449
2021-04-16,17530.0,4223508.16,15.32,1.66,4.22,4223508.16,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38548.85,0.04,0.0,,1.0,100.0,109.5625,240.9303
2021-04-19,17530.0,4214427.62,16.7,1.66,4.21,4214427.62,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38465.97,0.04,0.0,,1.0,100.0,109.5625,240.4123
2021-04-20,17530.0,4222396.76,16.76,1.66,4.22,4222396.76,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38538.7,0.04,0.0,,1.0,100.0,109.5625,240.8669
2021-04-21,17530.0,4224389.92,16.92,1.66,4.23,4224389.92,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38556.9,0.04,0.0,,1.0,100.0,109.5625,240.9806
2021-04-22,17530.0,4223897.33,19.4,1.66,4.23,4223897.33,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38552.4,0.04,0.0,,1.0,100.0,109.5625,240.9525
2021-04-23,17530.0,4223273.26,18.78,1.66,4.23,4223273.26,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38546.7,0.04,0.0,,1.0,100.0,109.5625,240.9169
2021-04-26,17530.0,4222193.41,18.77,1.66,4.22,4222193.41,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38536.85,0.04,0.0,,1.0,100.0,109.5625,240.8553
2021-04-27,17530.0,4219542.87,19.76,1.66,4.23,4219542.87,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38512.66,0.04,0.0,,1.0,100.0,109.5625,240.7041
2021-04-28,17530.0,4212148.72,19.56,1.66,4.22,4212148.72,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38445.17,0.04,0.0,,1.0,100.0,109.5625,240.2823
2021-04-29,17530.0,4195600.4,19.86,1.62,4.2,4195600.4,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38294.13,0.04,0.0,,1.0,100.0,109.5625,239.3383
2021-04-30,17530.0,4196787.18,19.91,1.62,4.2,4196787.18,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38304.96,0.04,0.0,,1.0,100.0,109.5625,239.406
2021-05-03,17530.0,4198873.25,19.2,1.62,4.2,4198873.25,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38324.0,0.04,0.0,,1.0,100.0,109.5625,239.525
2021-05-04,17530.0,4208113.31,19.41,1.62,4.21,4208113.31,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38408.34,0.04,0.0,,1.0,100.0,109.5625,240.0521
2021-05-05,17530.0,4202203.95,20.28,1.62,4.21,4202203.95,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38354.4,0.04,0.0,,1.0,100.0,109.5625,239.715
2021-05-06,17530.0,4200298.44,20.36,1.62,4.21,4200298.44,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38337.01,0.04,0.0,,1.0,100.0,109.5625,239.6063
2021-05-07,17530.0,4191987.47,20.44,1.62,4.19,4191987.47,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38261.15,0.04,0.0,,1.0,100.0,109.5625,239.1322
2021-05-10,17530.0,4193922.78,18.69,1.62,4.19,4193922.78,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38278.82,0.04,0.0,,1.0,100.0,109.5625,239.2426
2021-05-11,17530.0,4174620.5,17.96,1.62,4.17,4174620.5,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38102.64,0.04,0.0,,1.0,100.0,109.5625,238.1415
2021-05-12,17530.0,4163168.15,18.94,1.62,4.17,4163168.15,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,37998.11,0.04,0.0,,1.0,100.0,109.5625,237.4882
2021-05-13,17530.0,4159439.52,17.52,1.62,4.16,4159439.52,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,37964.08,0.04,0.0,,1.0,100.0,109.5625,237.2755
2021-05-14,17530.0,4160910.28,17.95,1.62,4.16,4160910.28,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,37977.5,0.04,0.0,,1.0,100.0,109.5625,237.3594
2021-05-17,17530.0,4154985.14,16.7,1.62,4.15,4154985.14,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,37923.42,0.04,0.0,,1.0,100.0,109.5625,237.0214
2021-05-18,17530.0,4154154.22,16.83,1.62,4.16,4154154.22,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,37915.84,0.04,0.0,,1.0,100.0,109.5625,236.974
2021-05-19,17530.0,4155298.93,17.7,1.62,4.14,4155298.93,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,37926.29,0.04,0.0,,1.0,100.0,109.5625,237.0393
2021-05-20,17530.0,4158862.78,18.68,1.62,4.16,4158862.78,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,37958.82,0.04,0.0,,1.0,100.0,109.5625,237.2426
2021-05-21,17530.0,4166130.72,18.81,1.62,4.17,4166130.72,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38025.15,0.04,0.0,,1.0,100.0,109.5625,237.6572
2021-05-24,17530.0,4171827.97,17.45,1.62,4.17,4171827.97,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38077.15,0.04,0.0,,1.0,100.0,109.5625,237.9822
2021-05-25,17530.0,4181790.27,18.04,1.67,4.19,4181790.27,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38168.08,0.04,0.0,,1.0,100.0,109.5625,238.5505
2021-05-26,17530.0,4195959.76,18.22,1.67,4.19,4195959.76,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38297.41,0.04,0.0,,1.0,100.0,109.5625,239.3588
2021-05-27,17530.0,4183152.35,18.32,1.67,4.19,4183152.35,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38180.51,0.04,0.0,,1.0,100.0,109.5625,238.6282
2021-05-28,17530.0,4188891.67,18.8,1.67,4.19,4188891.67,0.0,17530.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,38232.9,0.04,0.0,,1.0,100.0,109.5625,238.9556
