,MLCMG FP Equity_DX_SI_QTY,MLCMG FP Equity_DX_SHORT_INTEREST_VALUE,MLCMG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLCMG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLCMG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLCMG FP Equity_DX_SI_MV,MLCMG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLCMG FP Equity_DX_SUPPLY_SI_QTY,MLCMG FP Equity_DX_BROKER_SI_QTY,MLCMG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLCMG FP Equity_DX_SUPPLY_SI_MV,MLCMG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLCMG FP Equity_DX_UTILIZATION_QUANTITY,MLCMG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLCMG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLCMG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLCMG FP Equity_DX_ACTIVE_UTILIZATION_MV,MLCMG FP Equity_DX_BROKER_SI_CON_RATIO,MLCMG FP Equity_DX_DEMAND_SUPPLY_RATIO,MLCMG FP Equity_PX_LAST
2025-01-27,,,,,,,,,,,,,,,,,,,,1.22
2025-01-28,,,,,,,,,,,,,,,,,,,,1.22
2025-01-29,,,,,,,,,,,,,,,,,,,,1.22
2025-01-30,,,,,,,,,,,,,,,,,,,,1.22
2025-01-31,,,,,,,,,,,,,,,,,,,,1.22
2025-02-03,,,,,,,,,,,,,,,,,,,,1.22
2025-02-04,,,,,,,,,,,,,,,,,,,,1.22
2025-02-05,,,,,,,,,,,,,,,,,,,,1.22
2025-02-06,,,,,,,,,,,,,,,,,,,,1.22
2025-02-07,,,,,,,,,,,,,,,,,,,,1.22
2025-02-10,,,,,,,,,,,,,,,,,,,,1.22
2025-02-11,,,,,,,,,,,,,,,,,,,,1.22
2025-02-12,,,,,,,,,,,,,,,,,,,,1.22
2025-02-13,,,,,,,,,,,,,,,,,,,,1.1
2025-02-14,,,,,,,,,,,,,,,,,,,,1.1
2025-02-17,,,,,,,,,,,,,,,,,,,,1.1
2025-02-18,,,,,,,,,,,,,,,,,,,,1.1
2025-02-19,,,,,,,,,,,,,,,,,,,,1.1
2025-02-20,,,,,,,,,,,,,,,,,,,,1.1
2025-02-21,,,,,,,,,,,,,,,,,,,,1.1
2025-02-24,,,,,,,,,,,,,,,,,,,,0.99
2025-02-25,,,,,,,,,,,,,,,,,,,,0.99
2025-02-26,,,,,,,,,,,,,,,,,,,,0.99
2025-02-27,,,,,,,,,,,,,,,,,,,,0.99
2025-02-28,,,,,,,,,,,,,,,,,,,,0.99
2025-03-03,,,,,,,,,,,,,,,,,,,,0.99
2025-03-04,,,,,,,,,,,,,,,,,,,,0.99
2025-03-05,,,,,,,,,,,,,,,,,,,,0.99
2025-03-06,,,,,,,,,,,,,,,,,,,,0.99
2025-03-07,,,,,,,,,,,,,,,,,,,,1.06
2025-03-10,,,,,,,,,,,,,,,,,,,,1.08
2025-03-11,,,,,,,,,,,,,,,,,,,,1.08
2025-03-12,,,,,,,,,,,,,,,,,,,,1.08
2025-03-13,,,,,,,,,,,,,,,,,,,,1.08
2025-03-14,,,,,,,,,,,,,,,,,,,,1.08
2025-03-17,,,,,,,,,,,,,,,,,,,,1.08
2025-03-18,,,,,,,,,,,,,,,,,,,,1.08
2025-03-19,,,,,,,,,,,,,,,,,,,,1.08
2025-03-20,,,,,,,,,,,,,,,,,,,,1.08
2025-03-21,,,,,,,,,,,,,,,,,,,,1.08
2025-03-24,,,,,,,,,,,,,,,,,,,,1.08
2025-03-25,,,,,,,,,,,,,,,,,,,,1.08
2025-03-26,,,,,,,,,,,,,,,,,,,,1.08
2025-03-27,,,,,,,,,,,,,,,,,,,,1.08
2025-03-28,,,,,,,,,,,,,,,,,,,,1.08
2025-03-31,,,,,,,,,,,,,,,,,,,,1.07
2025-04-01,,,,,,,,,,,,,,,,,,,,1.07
2025-04-02,,,,,,,,,,,,,,,,,,,,1.07
2025-04-03,,,,,,,,,,,,,,,,,,,,1.08
2025-04-04,,,,,,,,,,,,,,,,,,,,1.08
2025-04-07,,,,,,,,,,,,,,,,,,,,1.08
2025-04-08,,,,,,,,,,,,,,,,,,,,1.08
2025-04-09,,,,,,,,,,,,,,,,,,,,1.08
2025-04-10,,,,,,,,,,,,,,,,,,,,1.08
2025-04-11,,,,,,,,,,,,,,,,,,,,1.08
2025-04-14,,,,,,,,,,,,,,,,,,,,1.08
2025-04-15,,,,,,,,,,,,,,,,,,,,1.08
2025-04-16,,,,,,,,,,,,,,,,,,,,1.08
2025-04-17,,,,,,,,,,,,,,,,,,,,1.08
2025-04-22,,,,,,,,,,,,,,,,,,,,1.08
2025-04-23,,,,,,,,,,,,,,,,,,,,1.08
2025-04-24,,,,,,,,,,,,,,,,,,,,1.08
2025-04-25,,,,,,,,,,,,,,,,,,,,1.08
2025-04-28,,,,,,,,,,,,,,,,,,,,1.08
2025-04-29,,,,,,,,,,,,,,,,,,,,1.08
2025-04-30,,,,,,,,,,,,,,,,,,,,1.08
2025-05-02,,,,,,,,,,,,,,,,,,,,1.08
2025-05-05,,,,,,,,,,,,,,,,,,,,0.895
2025-05-06,,,,,,,,,,,,,,,,,,,,0.895
2025-05-07,,,,,,,,,,,,,,,,,,,,0.895
2025-05-08,,,,,,,,,,,,,,,,,,,,0.895
2025-05-09,,,,,,,,,,,,,,,,,,,,0.895
2025-05-12,,,,,,,,,,,,,,,,,,,,0.895
2025-05-13,,,,,,,,,,,,,,,,,,,,0.895
2025-05-14,,,,,,,,,,,,,,,,,,,,0.895
2025-05-15,,,,,,,,,,,,,,,,,,,,0.895
2025-05-16,,,,,,,,,,,,,,,,,,,,0.895
2025-05-19,,,,,,,,,,,,,,,,,,,,0.895
2025-05-20,,,,,,,,,,,,,,,,,,,,0.895
2025-05-21,,,,,,,,,,,,,,,,,,,,0.895
2025-05-22,,,,,,,,,,,,,,,,,,,,0.895
2025-05-23,,,,,,,,,,,,,,,,,,,,0.895
2025-05-26,,,,,,,,,,,,,,,,,,,,0.895
2025-05-27,,,,,,,,,,,,,,,,,,,,0.895
2025-05-28,,,,,,,,,,,,,,,,,,,,0.895
2025-05-29,,,,,,,,,,,,,,,,,,,,0.88
2025-05-30,,,,,,,,,,,,,,,,,,,,0.88
2025-06-02,,,,,,,,,,,,,,,,,,,,0.88
2025-06-03,,,,,,,,,,,,,,,,,,,,0.88
2025-06-04,,,,,,,,,,,,,,,,,,,,0.88
2025-06-05,,,,,,,,,,,,,,,,,,,,0.88
2025-06-06,,,,,,,,,,,,,,,,,,,,0.87
2025-06-09,,,,,,,,,,,,,,,,,,,,0.87
2025-06-10,,,,,,,,,,,,,,,,,,,,0.87
2025-06-11,,,,,,,,,,,,,,,,,,,,0.87
2025-06-12,,,,,,,,,,,,,,,,,,,,0.87
2025-06-13,,,,,,,,,,,,,,,,,,,,0.87
2025-06-16,,,,,,,,,,,,,,,,,,,,0.85
2025-06-17,,,,,,,,,,,,,,,,,,,,0.84
2025-06-18,,,,,,,,,,,,,,,,,,,,0.84
2025-06-19,,,,,,,,,,,,,,,,,,,,0.84
2025-06-20,,,,,,,,,,,,,,,,,,,,0.83
2025-06-23,,,,,,,,,,,,,,,,,,,,0.83
2025-06-24,,,,,,,,,,,,,,,,,,,,0.83
2025-06-25,,,,,,,,,,,,,,,,,,,,0.83
2025-06-26,,,,,,,,,,,,,,,,,,,,0.83
2025-06-27,,,,,,,,,,,,,,,,,,,,0.83
2025-06-30,,,,,,,,,,,,,,,,,,,,0.83
2025-07-01,,,,,,,,,,,,,,,,,,,,0.83
2025-07-02,,,,,,,,,,,,,,,,,,,,0.82
2025-07-03,,,,,,,,,,,,,,,,,,,,0.82
2025-07-04,,,,,,,,,,,,,,,,,,,,0.82
2025-07-07,,,,,,,,,,,,,,,,,,,,0.82
2025-07-08,,,,,,,,,,,,,,,,,,,,0.82
2025-07-09,,,,,,,,,,,,,,,,,,,,0.82
2025-07-10,,,,,,,,,,,,,,,,,,,,0.82
2025-07-11,,,,,,,,,,,,,,,,,,,,0.7
2025-07-14,,,,,,,,,,,,,,,,,,,,0.7
2025-07-15,,,,,,,,,,,,,,,,,,,,0.7
2025-07-16,,,,,,,,,,,,,,,,,,,,0.7
2025-07-17,,,,,,,,,,,,,,,,,,,,0.7
2025-07-18,,,,,,,,,,,,,,,,,,,,0.7
2025-07-21,,,,,,,,,,,,,,,,,,,,0.7
2025-07-22,,,,,,,,,,,,,,,,,,,,0.7
2025-07-23,,,,,,,,,,,,,,,,,,,,0.65
2025-07-24,,,,,,,,,,,,,,,,,,,,0.61
2025-07-25,,,,,,,,,,,,,,,,,,,,0.61
2025-07-28,,,,,,,,,,,,,,,,,,,,0.61
2025-07-29,,,,,,,,,,,,,,,,,,,,0.6
2025-07-30,,,,,,,,,,,,,,,,,,,,0.6
2025-07-31,,,,,,,,,,,,,,,,,,,,0.6
2025-08-01,,,,,,,,,,,,,,,,,,,,0.6
2025-08-04,,,,,,,,,,,,,,,,,,,,0.6
2025-08-05,,,,,,,,,,,,,,,,,,,,0.65
2025-08-06,,,,,,,,,,,,,,,,,,,,0.65
2025-08-07,,,,,,,,,,,,,,,,,,,,0.65
2025-08-08,,,,,,,,,,,,,,,,,,,,0.65
2025-08-11,,,,,,,,,,,,,,,,,,,,0.65
2025-08-12,,,,,,,,,,,,,,,,,,,,0.65
2025-08-13,,,,,,,,,,,,,,,,,,,,0.65
2025-08-14,,,,,,,,,,,,,,,,,,,,0.65
2025-08-15,,,,,,,,,,,,,,,,,,,,0.65
2025-08-18,,,,,,,,,,,,,,,,,,,,0.44
2025-08-19,,,,,,,,,,,,,,,,,,,,0.44
2025-08-20,,,,,,,,,,,,,,,,,,,,0.44
2025-08-21,,,,,,,,,,,,,,,,,,,,0.44
2025-08-22,,,,,,,,,,,,,,,,,,,,0.44
2025-08-25,,,,,,,,,,,,,,,,,,,,0.44
2025-08-26,,,,,,,,,,,,,,,,,,,,0.44
2025-08-27,,,,,,,,,,,,,,,,,,,,0.44
2025-08-28,,,,,,,,,,,,,,,,,,,,0.44
2025-08-29,,,,,,,,,,,,,,,,,,,,0.44
