,IMDA FP Equity_DX_SI_QTY,IMDA FP Equity_DX_SHORT_INTEREST_VALUE,IMDA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,IMDA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,IMDA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,IMDA FP Equity_DX_SI_MV,IMDA FP Equity_DX_DSS,IMDA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,IMDA FP Equity_DX_SUPPLY_SI_QTY,IMDA FP Equity_DX_BROKER_SI_QTY,IMDA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,IMDA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,IMDA FP Equity_DX_SUPPLY_SI_QTY_INC_x,IMDA FP Equity_DX_BROKER_SI_MV_INC_x,IMDA FP Equity_DX_SUPPLY_SI_MV_NEW,IMDA FP Equity_DX_BROKER_SI_QTY_ADD,IMDA FP Equity_DX_SUPPLY_SI_MV_DEC,IMDA FP Equity_DX_BROKER_SI_QTY_INC,IMDA FP Equity_DX_SUPPLY_SI_QTY_DEC,IMDA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,IMDA FP Equity_DX_BROKER_SI_MV_INC_y,IMDA FP Equity_DX_SUPPLY_SI_QTY_INC_y,IMDA FP Equity_DX_BROKER_SI_MV_ADD,IMDA FP Equity_DX_SUPPLY_SI_QTY_ADD,IMDA FP Equity_DX_BROKER_SI_QTY_DEC,IMDA FP Equity_DX_SUPPLY_SI_MV,IMDA FP Equity_DX_BROKER_SI_MV_DEC,IMDA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,IMDA FP Equity_DX_UTILIZATION_QUANTITY,IMDA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,IMDA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,IMDA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,IMDA FP Equity_DX_ACTIVE_UTILIZATION_MV,IMDA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,IMDA FP Equity_DX_BROKER_SI_CON_RATIO,IMDA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,IMDA FP Equity_DX_DEMAND_SUPPLY_RATIO,IMDA FP Equity_PX_LAST
1992-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9695
1992-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0915
1992-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1921
1992-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7499
1992-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1921
1992-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.497
1992-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.7438
1992-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7194
1992-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.6494
1992-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.82
1992-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4298
1992-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.2316
1992-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2102
1992-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0578
1992-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.3627
1992-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7042
1992-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.689
1992-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7042
1992-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7042
1992-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9235
1992-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9235
1992-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.2774
1992-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5242
1992-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7042
1992-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.689
1992-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7042
1992-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2102
1992-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7042
1992-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2102
1992-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7042
1992-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4541
1992-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7986
1992-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.8505
1992-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.3169
1992-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3082
1992-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9452
1992-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5823
1992-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0944
1992-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.497
1992-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.497
1992-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5823
1992-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5823
1992-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5823
1992-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4298
1992-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4298
1992-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6127
1992-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1992-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5975
1992-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4817
1993-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.9725
1993-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7499
1993-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7499
1993-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.497
1993-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1993-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1993-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1993-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8872
1993-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1993-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1993-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1993-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1993-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6312
1993-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1993-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1993-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1993-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8872
1993-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8872
1993-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8872
1993-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.2592
1993-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9176
1993-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.2592
1993-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9329
1993-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9329
1993-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0396
1993-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0548
1993-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.3049
1993-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2225
1993-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9481
1993-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.497
1993-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0548
1993-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.497
1993-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.497
1993-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9481
1993-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0548
1993-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0701
1993-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.497
1993-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.497
1993-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5459
1993-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.8693
1993-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.232
1993-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6131
1993-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7655
1993-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8327
1993-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5644
1993-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5949
1993-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3572
1993-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1894
1993-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.159
1993-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0523
1993-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.7474
1993-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.8998
1993-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2047
1993-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5949
1993-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9727
1993-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8356
1993-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3082
1993-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5949
1993-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.8693
1993-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8327
1993-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.8693
1993-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3572
1993-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3572
1993-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.1376
1993-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3572
1993-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3572
1993-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3572
1993-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3572
1993-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3572
1993-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.7292
1993-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.5767
1993-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3572
1993-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3572
1993-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3572
1993-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.5767
1993-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.7292
1993-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.1376
1993-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.1376
1993-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.1194
1993-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.7474
1993-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6101
