,POXEL FP Equity_DX_SI_QTY,POXEL FP Equity_DX_SHORT_INTEREST_VALUE,POXEL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,POXEL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,POXEL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,POXEL FP Equity_DX_SI_MV,POXEL FP Equity_DX_DSS,POXEL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,POXEL FP Equity_DX_SUPPLY_SI_QTY,POXEL FP Equity_DX_BROKER_SI_QTY,POXEL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,POXEL FP Equity_DX_BROKER_SI_MV_NEW_x,POXEL FP Equity_DX_SUPPLY_SI_QTY_NEW_x,POXEL FP Equity_DX_SUPPLY_SI_QTY_INC_x,POXEL FP Equity_DX_BROKER_SI_MV_INC_x,POXEL FP Equity_DX_SUPPLY_SI_MV_NEW,POXEL FP Equity_DX_BROKER_SI_QTY_ADD,POXEL FP Equity_DX_BROKER_SI_QTY_NEW,POXEL FP Equity_DX_SUPPLY_SI_MV_DEC,POXEL FP Equity_DX_BROKER_SI_QTY_INC,POXEL FP Equity_DX_SUPPLY_SI_QTY_DEC,POXEL FP Equity_DX_BROKER_SI_MV_NEW_y,POXEL FP Equity_DX_SUPPLY_SI_QTY_NEW_y,POXEL FP Equity_DX_BROKER_SI_MV_INC_y,POXEL FP Equity_DX_SUPPLY_SI_QTY_INC_y,POXEL FP Equity_DX_BROKER_SI_MV_ADD,POXEL FP Equity_DX_SUPPLY_SI_QTY_ADD,POXEL FP Equity_DX_BROKER_SI_QTY_DEC,POXEL FP Equity_DX_SUPPLY_SI_MV,POXEL FP Equity_DX_BROKER_SI_MV_DEC,POXEL FP Equity_DX_SUPPLY_SI_MV_RMV,POXEL FP Equity_DX_BROKER_SI_MV_RMV,POXEL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,POXEL FP Equity_DX_UTILIZATION_QUANTITY,POXEL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,POXEL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,POXEL FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,POXEL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,POXEL FP Equity_DX_ACTIVE_UTILIZATION_MV,POXEL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,POXEL FP Equity_DX_BROKER_SI_CON_RATIO,POXEL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,POXEL FP Equity_DX_DEMAND_SUPPLY_RATIO
2015-02-24,105000.0,1144500.0,0.6,0.5,0.6,1.14,0.0,0.0,105000.0,0.0,1144500.0,,,,,,,,,,,,,,,,,,1.14,,,,100.0,95.45,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9545
2015-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,1.14,,105000.0,,,,,,,,0.0,,,,0.0,0.0,110000.0,1318900.0,,1.32,0.0,,0.0,,0.0
2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,110000.0,1289200.0,,1.29,0.0,,0.0,,0.0
2015-02-27,200.0,2274.0,0.0,0.0,0.0,0.0,0.0,2274.0,0.0,200.0,0.0,,,,,,200.0,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0018
2015-03-02,200.0,2210.0,0.0,0.0,0.0,0.0,0.0,2210.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0018
2015-03-03,25200.0,274680.0,0.14,0.11,0.14,0.28,0.0,2180.0,25000.0,200.0,272500.0,,,,,,,,,,,,,,,,25000.0,,0.27,,,,22.73,22.73,85000.0,926500.0,,0.93,22.73,0.85,0.9832,99.15,0.2291
2015-03-04,25200.0,273168.0,0.14,0.11,0.14,0.27,0.0,2168.0,25000.0,200.0,271000.0,,,,,,,,,,,,,,,,,,0.27,,,,22.73,22.73,85000.0,921400.0,,0.92,22.73,0.85,0.9832,99.15,0.2291
2015-03-05,25000.0,312750.0,0.14,0.11,0.14,0.31,0.0,0.0,25000.0,0.0,312750.0,,,,,,,,,,,,,,,,,200.0,0.31,0.0,,,22.73,22.73,85000.0,1063350.0,,1.06,22.73,0.74,1.0,100.0,0.2273
2015-03-06,25000.0,329500.0,0.14,0.11,0.14,0.33,0.0,0.0,25000.0,0.0,329500.0,,,,,,,,,,,,,,,,,,0.33,,,,22.73,22.73,85000.0,1120300.0,,1.12,22.73,,1.0,100.0,0.2273
2015-03-09,25000.0,354250.0,0.14,0.11,0.14,0.35,0.0,0.0,25000.0,0.0,354250.0,,,,,,,,,,,,,,,,,,0.35,,,,22.73,22.73,85000.0,1204450.0,,1.2,22.73,,1.0,100.0,0.2273
2015-03-10,25000.0,334000.0,0.14,0.1,0.14,0.33,0.0,0.0,25000.0,0.0,334000.0,,,,,,,,,,,,,,,,,,0.33,,,,22.73,22.73,85000.0,1135600.0,,1.14,22.73,,1.0,100.0,0.2273
2015-03-11,25000.0,326000.0,0.14,0.1,0.14,0.33,0.0,0.0,25000.0,0.0,326000.0,,,,,,,,,,,,,,,,,,0.33,,,,22.73,22.73,85000.0,1108400.0,,1.11,22.73,,1.0,100.0,0.2273
2015-03-12,25000.0,323000.0,0.14,0.1,0.14,0.32,0.0,0.0,25000.0,0.0,323000.0,,,,,,,,,,,,,,,,,,0.32,,,,22.73,22.73,85000.0,1098200.0,,1.1,22.73,,1.0,100.0,0.2273
2015-03-13,25000.0,303000.0,0.14,0.1,0.14,0.3,0.0,0.0,25000.0,0.0,303000.0,,,,,,,,,,,,,,,,,,0.3,,,,22.73,22.73,85000.0,1030200.0,,1.03,22.73,,1.0,100.0,0.2273
2015-03-16,25000.0,305000.0,0.14,0.1,0.14,0.31,0.0,0.0,25000.0,0.0,305000.0,,,,,,,,,,,,,,,,,,0.31,,,,22.73,22.73,85000.0,1037000.0,,1.04,22.73,,1.0,100.0,0.2273
2015-03-17,25000.0,299500.0,0.14,0.1,0.14,0.3,0.0,0.0,25000.0,0.0,299500.0,,,,,,,,,,,,,,,,,,0.3,,,,22.73,22.73,85000.0,1018300.0,,1.02,22.73,,1.0,100.0,0.2273
2015-03-18,25000.0,283500.0,0.14,0.1,0.14,0.28,0.0,0.0,25000.0,0.0,283500.0,,,,,,,,,,,,,,,,,,0.28,,,,22.73,22.73,85000.0,963900.0,,0.94,22.73,,1.0,100.0,0.2273
2015-03-19,25000.0,291250.0,0.14,0.1,0.14,0.29,0.0,0.0,25000.0,0.0,291250.0,,,,,,,,,,,,,,,,,,0.29,,,,22.73,22.73,85000.0,990250.0,,0.99,22.73,,1.0,100.0,0.2273
2015-03-20,25000.0,298250.0,0.14,0.1,0.14,0.3,0.0,0.0,25000.0,0.0,298250.0,,,,,,,,,,,,,,,,,,0.3,,,,22.73,22.73,85000.0,1014050.0,,1.01,22.73,,1.0,100.0,0.2273
2015-03-23,25000.0,296750.0,0.14,0.1,0.14,0.3,0.0,0.0,25000.0,0.0,296750.0,,,,,,,,,,,,,,,,,,0.3,,,,22.73,22.73,85000.0,1008950.0,,1.01,22.73,,1.0,100.0,0.2273
2015-03-24,25000.0,291500.0,0.14,0.13,0.14,0.29,0.0,0.0,25000.0,0.0,291500.0,,,,,,,,,,,,,,,,,,0.29,,,,22.73,22.73,85000.0,991100.0,,0.99,22.73,,1.0,100.0,0.2273
2015-03-25,25000.0,286250.0,0.14,0.2,0.14,0.29,0.0,0.0,25000.0,0.0,286250.0,,,,,,,,,,,,,,,,,,0.29,,,,22.73,22.73,85000.0,973250.0,,0.97,22.73,,1.0,100.0,0.2273
2015-03-26,25000.0,281250.0,0.14,0.3,0.14,0.28,0.0,0.0,25000.0,0.0,281250.0,,,,,,,,,,,,,,,,,,0.28,,,,22.73,22.73,85000.0,956250.0,,0.96,22.73,,1.0,100.0,0.2273
2015-03-27,25000.0,258000.0,0.14,0.35,0.14,0.26,0.0,0.0,25000.0,0.0,258000.0,,,,,,,,,,,,,,,,,,0.26,,,,22.73,22.73,85000.0,877200.0,,0.88,22.73,,1.0,100.0,0.2273
2015-03-30,25000.0,267750.0,0.14,0.36,0.14,0.27,0.0,0.0,25000.0,0.0,267750.0,,,,,,,,,,,,,,,,,,0.27,,,,22.73,22.73,85000.0,910350.0,,0.91,22.73,,1.0,100.0,0.2273
2015-03-31,25000.0,278000.0,0.14,0.38,0.14,0.28,0.0,0.0,25000.0,0.0,278000.0,,,,,,,,,,,,,,,,,,0.28,,,,22.73,22.73,85000.0,945200.0,,0.95,22.73,,1.0,100.0,0.2273
2015-04-01,25000.0,271250.0,0.14,0.42,0.14,0.27,0.0,0.0,25000.0,0.0,271250.0,,,,,,,,,,,,,,,,,,0.27,,,,22.73,22.73,85000.0,922250.0,,0.92,22.73,,1.0,100.0,0.2273
2015-04-02,25000.0,268000.0,0.14,0.45,0.14,0.27,0.0,0.0,25000.0,0.0,268000.0,,,,,,,,,,,,,,,,,,0.27,,,,100.0,22.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2273
2015-04-03,25000.0,268000.0,0.14,0.47,0.14,0.27,0.0,0.0,25000.0,0.0,268000.0,,,,,,,,,,,,,,,,,,0.27,,,,100.0,22.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2273
2015-04-06,25000.0,268000.0,0.14,0.47,0.14,0.27,0.0,0.0,25000.0,0.0,268000.0,,,,,,,,,,,,,,,,,,0.27,,,,100.0,22.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2273
2015-04-07,25000.0,274750.0,0.14,0.47,0.14,0.28,0.0,0.0,25000.0,0.0,274750.0,,,,,,,,,,,,,,,,,,0.28,,,,100.0,22.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2273
2015-04-08,25000.0,289750.0,0.14,0.48,0.14,0.29,0.0,0.0,25000.0,0.0,289750.0,,,,,,,,,,,,,,,,,,0.29,,,,100.0,22.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2273
2015-04-09,25000.0,289750.0,0.14,0.5,0.14,0.29,0.0,0.0,25000.0,0.0,289750.0,,,,,,,,,,,,,,,,,,0.29,,,,100.0,22.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2273
2015-04-10,25000.0,286500.0,0.14,0.53,0.14,0.29,0.0,0.0,25000.0,0.0,286500.0,,,,,,,,,,,,,,,,,,0.29,,,,100.0,22.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2273
2015-04-13,25000.0,277500.0,0.14,0.57,0.14,0.28,0.0,0.0,25000.0,0.0,277500.0,,,,,,,,,,,,,,,,,,0.28,,,,100.0,22.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2273
2015-04-14,25000.0,271250.0,0.14,0.58,0.14,0.27,0.0,0.0,25000.0,0.0,271250.0,,,,,,,,,,,,,,,,,,0.27,,,,100.0,22.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2273
2015-04-15,25000.0,274500.0,0.14,0.59,0.14,0.27,0.0,0.0,25000.0,0.0,274500.0,,,,,,,,,,,,,,,,,,0.27,,,,100.0,22.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2273
2015-04-16,25000.0,270000.0,0.14,0.6,0.14,0.27,0.0,0.0,25000.0,0.0,270000.0,,,,,,,,,,,,,,,,,,0.27,,,,100.0,22.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2273
2015-04-17,25000.0,265000.0,0.14,0.6,0.14,0.26,0.0,0.0,25000.0,0.0,265000.0,,,,,,,,,,,,,,,,,,0.26,,,,100.0,22.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2273
2015-04-20,25000.0,265000.0,0.14,0.61,0.14,0.27,0.0,0.0,25000.0,0.0,265000.0,,,,,,,,,,,,,,,,,,0.27,,,,100.0,22.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2273
2015-04-21,25000.0,265750.0,0.14,0.68,0.14,0.27,0.0,0.0,25000.0,0.0,265750.0,,,,,,,,,,,,,,,,,,0.27,,,,100.0,22.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2273
2015-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.27,,25000.0,,,,,,,,0.0,,,,0.0,0.0,110000.0,1152800.0,,1.15,0.0,,0.0,,0.0
2015-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,110000.0,1150600.0,,1.15,0.0,,0.0,,0.0
2015-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,110000.0,1152800.0,,1.15,0.0,,0.0,,0.0
2015-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,110000.0,1139600.0,,1.14,0.0,,0.0,,0.0
2015-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,110000.0,1552100.0,,1.55,0.0,,0.0,,0.0
2015-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,110000.0,1369500.0,,1.37,0.0,,0.0,,0.0
2015-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,110000.0,1287000.0,,1.28,0.0,,0.0,,0.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,110000.0,1287000.0,,1.29,0.0,,0.0,,0.0
2015-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,110000.0,1347500.0,,1.35,0.0,,0.0,,0.0
2015-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,110000.0,1320000.0,,1.32,0.0,,0.0,,0.0
2015-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,110000.0,1318900.0,,1.32,0.0,,0.0,,0.0
2015-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,110000.0,1332100.0,,1.33,0.0,,0.0,,0.0
2015-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,110000.0,1348600.0,,1.35,0.0,,0.0,,0.0
2015-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,110000.0,1540000.0,,1.54,0.0,,0.0,,0.0
2015-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,110000.0,1534500.0,,1.54,0.0,,0.0,,0.0
2015-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,110000.0,1507000.0,,1.51,0.0,,0.0,,0.0
2015-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,110000.0,1584000.0,,1.58,0.0,,0.0,,0.0
2015-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,110000.0,1578500.0,,1.58,0.0,,0.0,,0.0
2015-05-18,2000.0,28060.0,0.01,0.03,0.01,0.03,0.0,28060.0,0.0,2000.0,0.0,,,,,,2000.0,,,,,,,,,0.03,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0182
2015-05-19,2000.0,27820.0,0.01,0.03,0.01,0.03,0.0,27820.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0182
2015-05-20,2000.0,27720.0,0.01,0.03,0.01,0.03,0.0,27720.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0182
2015-05-21,2000.0,28200.0,0.01,0.02,0.01,0.03,0.0,28200.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0182
2015-05-22,12000.0,165600.0,0.07,0.15,0.07,0.17,0.0,165600.0,0.0,12000.0,0.0,,,,0.14,,,,,10000.0,,,,0.14,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1091
2015-05-25,10000.0,138700.0,0.06,0.12,0.06,0.14,0.0,138700.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,2000.0,0.0,0.03,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0909
2015-05-26,10000.0,138500.0,0.06,0.12,0.06,0.14,0.0,138500.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0909
2015-05-27,10000.0,145000.0,0.06,0.12,0.06,0.14,0.0,145000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0909
2015-05-28,10000.0,142900.0,0.06,0.12,0.06,0.14,0.0,142900.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0909
2015-05-29,10000.0,142000.0,0.06,0.12,0.06,0.14,0.0,142000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0909
2015-06-01,10000.0,141500.0,0.06,0.11,0.06,0.14,0.0,141500.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0909
2015-06-02,10000.0,142800.0,0.06,0.11,0.06,0.14,0.0,142800.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0909
2015-06-03,10000.0,140700.0,0.06,0.11,0.06,0.14,0.0,140700.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0909
2015-06-04,10000.0,145800.0,0.06,0.11,0.06,0.14,0.0,145800.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0909
2015-06-05,10000.0,144100.0,0.06,0.11,0.06,0.15,0.0,144100.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0909
2015-06-08,10000.0,139600.0,0.06,0.11,0.06,0.14,0.0,139600.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0909
2015-06-09,10000.0,140300.0,0.06,0.1,0.06,0.14,0.0,140300.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0909
2015-06-10,10000.0,141300.0,0.06,0.1,0.06,0.14,0.0,141300.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0909
2015-06-11,10000.0,138400.0,0.06,0.12,0.06,0.14,0.0,138400.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0909
2015-06-12,10000.0,141400.0,0.06,0.15,0.06,0.14,0.0,141400.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0909
2015-06-15,10000.0,135900.0,0.06,0.15,0.06,0.14,0.0,135900.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0909
2015-06-16,10000.0,134500.0,0.06,0.16,0.06,0.14,0.0,134500.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-06-17,10000.0,131000.0,0.06,0.16,0.06,0.13,0.0,131000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-06-18,10000.0,133600.0,0.06,0.16,0.06,0.13,0.0,133600.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-06-19,10000.0,137700.0,0.06,0.17,0.06,0.13,0.0,137700.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-06-22,10000.0,137800.0,0.06,0.16,0.06,0.14,0.0,137800.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-06-23,10000.0,136200.0,0.06,0.18,0.06,0.14,0.0,136200.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
