,ALCAR FP Equity_DX_SI_QTY,ALCAR FP Equity_DX_SHORT_INTEREST_VALUE,ALCAR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALCAR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALCAR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALCAR FP Equity_DX_SI_MV,ALCAR FP Equity_DX_DSS,ALCAR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALCAR FP Equity_DX_SUPPLY_SI_QTY,ALCAR FP Equity_DX_BROKER_SI_QTY,ALCAR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALCAR FP Equity_DX_BROKER_SI_MV_NEW_x,ALCAR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALCAR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALCAR FP Equity_DX_BROKER_SI_MV_INC_x,ALCAR FP Equity_DX_SUPPLY_SI_MV_NEW,ALCAR FP Equity_DX_BROKER_SI_QTY_ADD,ALCAR FP Equity_DX_BROKER_SI_QTY_NEW,ALCAR FP Equity_DX_SUPPLY_SI_MV_DEC,ALCAR FP Equity_DX_BROKER_SI_QTY_INC,ALCAR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALCAR FP Equity_DX_BROKER_SI_MV_NEW_y,ALCAR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALCAR FP Equity_DX_BROKER_SI_MV_INC_y,ALCAR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALCAR FP Equity_DX_BROKER_SI_MV_ADD,ALCAR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALCAR FP Equity_DX_BROKER_SI_QTY_DEC,ALCAR FP Equity_DX_SUPPLY_SI_MV,ALCAR FP Equity_DX_BROKER_SI_MV_DEC,ALCAR FP Equity_DX_SUPPLY_SI_MV_RMV,ALCAR FP Equity_DX_BROKER_SI_MV_RMV,ALCAR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALCAR FP Equity_DX_UTILIZATION_QUANTITY,ALCAR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALCAR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALCAR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALCAR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALCAR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALCAR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALCAR FP Equity_DX_BROKER_SI_CON_RATIO,ALCAR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALCAR FP Equity_DX_DEMAND_SUPPLY_RATIO
2010-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,7764.12,,0.01,0.0,,0.0,,0.0
2010-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,7917.0,,0.01,0.0,,0.0,,0.0
2010-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,7990.71,,0.01,0.0,,0.0,,0.0
2010-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,8039.85,,0.01,0.0,,0.0,,0.0
2010-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,7780.5,,0.01,0.0,,0.0,,0.0
2010-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,7493.85,,0.01,0.0,,0.0,,0.0
2010-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,7633.08,,0.01,0.0,,0.0,,0.0
2010-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,7422.87,,0.01,0.0,,0.0,,0.0
2010-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,7087.08,,0.01,0.0,,0.0,,0.0
2010-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6934.2,,0.01,0.0,,0.0,,0.0
2010-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6961.5,,0.01,0.0,,0.0,,0.0
2010-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,7398.3,,0.01,0.0,,0.0,,0.0
2010-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6942.39,,0.01,0.0,,0.0,,0.0
2010-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6999.72,,0.01,0.0,,0.0,,0.0
2010-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,7002.45,,0.01,0.0,,0.0,,0.0
2010-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6961.5,,0.01,0.0,,0.0,,0.0
2010-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,7040.67,,0.01,0.0,,0.0,,0.0
2010-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6691.23,,0.01,0.0,,0.0,,0.0
2010-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6661.2,,0.01,0.0,,0.0,,0.0
2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6497.4,,0.01,0.0,,0.0,,0.0
2010-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6606.6,,0.01,0.0,,0.0,,0.0
2010-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6666.66,,0.01,0.0,,0.0,,0.0
2010-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,7010.64,,0.01,0.0,,0.0,,0.0
2010-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6942.39,,0.01,0.0,,0.0,,0.0
2010-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6956.04,,0.01,0.0,,0.0,,0.0
2010-09-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6876.87,,0.01,0.0,,0.0,,0.0
2010-09-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6876.87,,0.01,0.0,,0.0,,0.0
2010-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6849.57,,0.01,0.0,,0.0,,0.0
2010-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6822.27,,0.01,0.0,,0.0,,0.0
2010-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,7130.76,,0.01,0.0,,0.0,,0.0
2010-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6926.01,,0.01,0.0,,0.0,,0.0
2010-09-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6825.0,,0.01,0.0,,0.0,,0.0
2010-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6926.01,,0.01,0.0,,0.0,,0.0
2010-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6825.0,,0.01,0.0,,0.0,,0.0
2010-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6797.7,,0.01,0.0,,0.0,,0.0
2010-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6797.7,,0.01,0.0,,0.0,,0.0
2010-09-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6794.97,,0.01,0.0,,0.0,,0.0
2010-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,7016.1,,0.01,0.0,,0.0,,0.0
2010-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6956.04,,0.01,0.0,,0.0,,0.0
2010-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,7002.45,,0.01,0.0,,0.0,,0.0
2010-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6906.9,,0.01,0.0,,0.0,,0.0
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6890.52,,0.01,0.0,,0.0,,0.0
2010-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6906.9,,0.01,0.0,,0.0,,0.0
2010-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6879.6,,0.01,0.0,,0.0,,0.0
2010-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6980.61,,0.01,0.0,,0.0,,0.0
2010-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273.0,6901.44,,0.01,0.0,,0.0,,0.0
2010-10-08,100.0,2530.0,0.01,0.02,0.0,0.0,0.0,1265.0,50.0,50.0,1265.0,,,,,,50.0,,,,,,,,,0.0,50.0,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.96,0.5,50.04,0.3663
2010-10-11,100.0,2473.0,0.01,0.02,0.0,0.0,0.0,1236.5,50.0,50.0,1236.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.89,0.5,50.11,0.3663
2010-10-12,100.0,2514.0,0.01,0.02,0.0,0.0,0.0,1257.0,50.0,50.0,1257.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.97,0.5,50.03,0.3663
2010-10-13,100.0,2513.0,0.01,0.02,0.0,0.0,0.0,1256.5,50.0,50.0,1256.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.66,0.5,50.34,0.3663
2010-10-14,100.0,2430.0,0.01,0.03,0.0,0.0,0.0,1215.0,50.0,50.0,1215.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.81,0.5,50.19,0.3663
2010-10-15,100.0,2445.0,0.01,0.03,0.0,0.0,0.0,1222.5,50.0,50.0,1222.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.96,0.5,50.04,0.3663
2010-10-18,100.0,2435.0,0.01,0.02,0.0,0.0,0.0,1217.5,50.0,50.0,1217.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.76,0.5,50.24,0.3663
2010-10-19,100.0,2419.0,0.01,0.03,0.0,0.0,0.0,1209.5,50.0,50.0,1209.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.76,0.5,50.24,0.3663
2010-10-20,100.0,2378.0,0.01,0.03,0.0,0.0,0.0,1189.0,50.0,50.0,1189.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.82,0.5,50.18,0.3663
2010-10-21,100.0,2310.0,0.01,0.03,0.0,0.0,0.0,1155.0,50.0,50.0,1155.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.94,0.5,50.06,0.3663
2010-10-22,100.0,2320.0,0.01,0.02,0.0,0.0,0.0,1160.0,50.0,50.0,1160.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.96,0.5,50.04,0.3663
2010-10-25,100.0,2322.0,0.01,0.02,0.0,0.0,0.0,1161.0,50.0,50.0,1161.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.87,0.5,50.13,0.3663
2010-10-26,100.0,2397.0,0.01,0.02,0.0,0.0,0.0,1198.5,50.0,50.0,1198.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.76,0.5,50.24,0.3663
2010-10-27,100.0,2452.0,0.01,0.02,0.0,0.0,0.0,1226.0,50.0,50.0,1226.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.45,0.5001,50.55,0.3663
2010-10-28,100.0,2500.0,0.01,0.02,0.0,0.0,0.0,1250.0,50.0,50.0,1250.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.73,0.5,50.27,0.3663
2010-10-29,100.0,2494.0,0.01,0.02,0.0,0.0,0.0,1247.0,50.0,50.0,1247.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.95,0.5,50.05,0.3663
2010-11-01,100.0,2483.0,0.01,0.02,0.0,0.0,0.0,1241.5,50.0,50.0,1241.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.99,0.5,50.01,0.3663
2010-11-02,100.0,2508.0,0.01,0.02,0.0,0.0,0.0,1254.0,50.0,50.0,1254.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.86,0.5,50.14,0.3663
2010-11-03,100.0,2496.0,0.01,0.02,0.0,0.0,0.0,1248.0,50.0,50.0,1248.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.55,0.5,50.45,0.3663
2010-11-04,100.0,2474.0,0.01,0.02,0.0,0.0,0.0,1237.0,50.0,50.0,1237.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.56,0.5,50.44,0.3663
2010-11-05,100.0,2488.0,0.01,0.02,0.0,0.0,0.0,1244.0,50.0,50.0,1244.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.63,0.5,50.37,0.3663
2010-11-08,100.0,2497.0,0.01,0.02,0.0,0.0,0.0,1248.5,50.0,50.0,1248.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.48,0.5001,50.52,0.3663
2010-11-09,100.0,2556.0,0.01,0.02,0.0,0.0,0.0,1278.0,50.0,50.0,1278.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.6,0.5,50.4,0.3663
2010-11-10,100.0,2590.0,0.01,0.02,0.0,0.0,0.0,1295.0,50.0,50.0,1295.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.78,0.5,50.22,0.3663
2010-11-11,100.0,2597.0,0.01,0.02,0.0,0.0,0.0,1298.5,50.0,50.0,1298.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.69,0.5,50.31,0.3663
2010-11-12,100.0,2581.0,0.01,0.02,0.0,0.0,0.0,1290.5,50.0,50.0,1290.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.71,0.5,50.29,0.3663
2010-11-15,100.0,2570.0,0.01,0.02,0.0,0.0,0.0,1285.0,50.0,50.0,1285.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.67,0.5,50.33,0.3663
2010-11-16,100.0,2545.0,0.01,0.03,0.0,0.0,0.0,1272.5,50.0,50.0,1272.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.78,0.5,50.22,0.3663
2010-11-17,100.0,2559.0,0.01,0.03,0.0,0.0,0.0,1279.5,50.0,50.0,1279.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.93,0.5,50.07,0.3663
2010-11-18,100.0,2773.0,0.01,0.03,0.0,0.0,0.0,1386.5,50.0,50.0,1386.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.82,0.5,50.18,0.3663
2010-11-19,100.0,2800.0,0.01,0.02,0.0,0.0,0.0,1400.0,50.0,50.0,1400.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.67,0.5,50.33,0.3663
2010-11-22,100.0,2848.0,0.01,0.02,0.0,0.0,0.0,1424.0,50.0,50.0,1424.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.99,0.5,50.01,0.3663
2010-11-23,100.0,2818.0,0.01,0.02,0.0,0.0,0.0,1409.0,50.0,50.0,1409.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.51,0.5,50.49,0.3663
2010-11-24,100.0,2800.0,0.01,0.02,0.0,0.0,0.0,1400.0,50.0,50.0,1400.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.77,0.5,50.23,0.3663
2010-11-25,100.0,2799.0,0.01,0.02,0.0,0.0,0.0,1399.5,50.0,50.0,1399.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.84,0.5,50.16,0.3663
2010-11-26,100.0,2770.0,0.01,0.02,0.0,0.0,0.0,1385.0,50.0,50.0,1385.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.78,0.5,50.22,0.3663
2010-11-29,100.0,2750.0,0.01,0.02,0.0,0.0,0.0,1375.0,50.0,50.0,1375.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.88,0.5,50.12,0.3663
2010-11-30,100.0,2606.0,0.01,0.02,0.0,0.0,0.0,1303.0,50.0,50.0,1303.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.63,0.5,50.37,0.3663
2010-12-01,100.0,2570.0,0.01,0.02,0.0,0.0,0.0,1285.0,50.0,50.0,1285.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.84,0.5,50.16,0.3663
2010-12-02,100.0,2730.0,0.01,0.02,0.0,0.0,0.0,1365.0,50.0,50.0,1365.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.53,0.5,50.47,0.3663
2010-12-03,100.0,2756.0,0.01,0.02,0.0,0.0,0.0,1378.0,50.0,50.0,1378.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,18.32,0.0,0.0,,0.0,100.0,49.13,0.5002,50.87,0.3663
