,LPE FP Equity_DX_SI_QTY,LPE FP Equity_DX_SHORT_INTEREST_VALUE,LPE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LPE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LPE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LPE FP Equity_DX_SI_MV,LPE FP Equity_DX_DSS,LPE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LPE FP Equity_DX_SUPPLY_SI_QTY,LPE FP Equity_DX_BROKER_SI_QTY,LPE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LPE FP Equity_DX_BROKER_SI_MV_NEW_x,LPE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LPE FP Equity_DX_SUPPLY_SI_QTY_INC_x,LPE FP Equity_DX_BROKER_SI_MV_INC_x,LPE FP Equity_DX_SUPPLY_SI_MV_NEW,LPE FP Equity_DX_BROKER_SI_QTY_ADD,LPE FP Equity_DX_BROKER_SI_QTY_NEW,LPE FP Equity_DX_SUPPLY_SI_MV_DEC,LPE FP Equity_DX_BROKER_SI_QTY_INC,LPE FP Equity_DX_SUPPLY_SI_QTY_DEC,LPE FP Equity_DX_BROKER_SI_MV_NEW_y,LPE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LPE FP Equity_DX_BROKER_SI_MV_INC_y,LPE FP Equity_DX_SUPPLY_SI_QTY_INC_y,LPE FP Equity_DX_BROKER_SI_MV_ADD,LPE FP Equity_DX_SUPPLY_SI_QTY_ADD,LPE FP Equity_DX_BROKER_SI_QTY_DEC,LPE FP Equity_DX_SUPPLY_SI_MV,LPE FP Equity_DX_BROKER_SI_MV_DEC,LPE FP Equity_DX_SUPPLY_SI_MV_RMV,LPE FP Equity_DX_BROKER_SI_MV_RMV,LPE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LPE FP Equity_DX_UTILIZATION_QUANTITY,LPE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LPE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LPE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LPE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LPE FP Equity_DX_ACTIVE_UTILIZATION_MV,LPE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LPE FP Equity_DX_BROKER_SI_CON_RATIO,LPE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LPE FP Equity_DX_DEMAND_SUPPLY_RATIO
2019-05-23,4409.0,408273.4,0.19,10.24,0.07,0.41,0.0,126769.4,3109.0,1369.0,287893.4,,,,,,,,,,,,,,,,,,0.29,,,,3.22,3.22,93457.0,8654118.2,,8.62,3.22,29.55,0.3297,39.4,0.0457
2019-05-24,4409.0,410037.0,0.19,10.72,0.07,0.41,0.0,127317.0,3109.0,1369.0,289137.0,,,,,,,,,,,,,,,,,,0.29,,,,3.22,3.22,93457.0,8691501.0,,8.63,3.23,29.61,0.3297,39.36,0.0457
2019-05-27,4409.0,414446.0,0.19,10.84,0.07,0.41,0.0,128686.0,3109.0,1369.0,292246.0,,,,,,,,,,,,,,,,,,0.29,,,,3.22,3.22,93457.0,8784958.0,,8.71,3.23,29.69,0.3297,39.37,0.0457
2019-05-28,4409.0,415327.8,0.19,12.06,0.07,0.42,0.0,128959.8,3109.0,1369.0,292867.8,,,,,,,,,,,,,,,,,,0.29,,,,3.22,3.22,93571.0,8814388.2,,8.81,3.22,29.5,0.3299,39.5,0.0456
2019-05-29,4409.0,417091.4,0.19,12.63,0.07,0.42,0.0,129507.4,3109.0,1369.0,294111.4,,,,,,,,,,,,,,,,,,0.29,,,,3.22,3.22,93571.0,8851816.6,,8.84,3.22,29.54,0.3299,39.48,0.0456
2019-05-30,4409.0,417973.2,0.19,12.53,0.07,0.42,0.0,129781.2,3109.0,1369.0,294733.2,,,,,,,,,,,,,,,,,,0.29,,,,3.22,3.22,93571.0,8870530.8,,8.86,3.22,29.56,0.3299,39.5,0.0456
2019-05-31,4409.0,417973.2,0.19,12.52,0.07,0.42,0.0,129781.2,3109.0,1369.0,294733.2,,,,,,,,,,,,,,,,,,0.29,,,,3.22,3.22,93571.0,8870530.8,,8.85,3.22,29.52,0.3297,39.39,0.0456
2019-06-03,4359.0,414105.0,0.19,12.15,0.07,0.41,0.0,125305.0,3059.0,1319.0,290605.0,,,,,,,,0.0,,50.0,,,,,,,50.0,0.29,0.0,,,3.16,3.16,93664.0,8898080.0,,8.83,3.17,29.94,0.3369,39.74,0.0451
2019-06-04,4343.0,414322.2,0.19,12.17,0.07,0.41,0.0,124306.2,3043.0,1303.0,290302.2,,,,,,,,0.0,,16.0,,,,,,,16.0,0.29,0.0,,,3.15,3.15,93680.0,8937072.0,,8.88,3.16,30.02,0.3396,40.02,0.0449
2019-06-05,4343.0,416928.0,0.19,12.85,0.07,0.42,0.0,125088.0,3043.0,1303.0,292128.0,,,,,,,,,,,,,,,,,,0.29,,,,3.15,3.15,93680.0,8993280.0,,8.95,3.15,30.03,0.3397,40.07,0.0449
2019-06-06,4343.0,408242.0,0.19,13.12,0.07,0.41,0.0,122482.0,3043.0,1303.0,286042.0,,,,,,,,,,,,,,,,,,0.29,,,,3.15,3.15,93677.0,8805638.0,,8.96,3.12,30.18,0.34,40.2,0.0449
2019-06-07,4343.0,404767.6,0.19,12.87,0.07,0.41,0.0,121439.6,3043.0,1303.0,283607.6,,,,,,,,,,,,,,,,,,0.28,,,,3.15,3.15,93680.0,8730976.0,,8.77,3.14,30.07,0.3397,40.05,0.0449
2019-06-10,4343.0,402161.8,0.19,13.47,0.07,0.4,0.0,120657.8,3043.0,1303.0,281781.8,,,,,,,,,,,,,,,,,,0.28,,,,3.15,3.15,93680.0,8674768.0,,8.74,3.14,29.98,0.3399,40.17,0.0449
2019-06-11,4343.0,401293.2,0.19,12.77,0.07,0.4,0.0,120397.2,3043.0,1303.0,281173.2,,,,,,,,,,,,,,,,,,0.28,,,,3.14,3.14,93804.0,8667489.6,,8.68,3.14,29.97,0.3397,40.06,0.0448
2019-06-12,4343.0,400424.6,0.19,12.07,0.07,0.4,0.0,120136.6,3043.0,1303.0,280564.6,,,,,,,,,,,,,,,,,,0.28,,,,3.14,3.14,93804.0,8648728.8,,8.68,3.14,29.91,0.34,40.18,0.0448
2019-06-13,4343.0,398687.4,0.19,12.61,0.07,0.4,0.0,119615.4,3043.0,1303.0,279347.4,,,,,,,,,,,,,,,,,,0.28,,,,3.14,3.14,93804.0,8611207.2,,8.66,3.13,29.96,0.3399,40.13,0.0448
2019-06-14,4343.0,394344.4,0.19,10.73,0.07,0.4,0.0,118312.4,3043.0,1303.0,276304.4,,,,,,,,,,,,,,,,,,0.28,,,,3.14,3.14,93801.0,8517130.8,,8.63,3.13,29.96,0.3403,40.34,0.0448
2019-06-17,4343.0,395213.0,0.19,10.87,0.07,0.39,0.0,118573.0,3043.0,1303.0,276913.0,,,,,,,,,,,,,,,,,,0.28,,,,3.14,3.14,93804.0,8536164.0,,8.52,3.14,29.99,0.3396,40.02,0.0448
2019-06-18,4343.0,396081.6,0.19,10.89,0.07,0.4,0.0,118833.6,3043.0,1303.0,277521.6,,,,,,,,,,,,,,,,,,0.28,,,,3.14,3.14,93907.0,8564318.4,,8.56,3.14,29.95,0.3398,40.09,0.0448
2019-06-19,4343.0,396081.6,0.19,10.98,0.07,0.4,0.0,118833.6,3043.0,1303.0,277521.6,,,,,,,,,,,,,,,,,,0.28,,,,3.14,3.14,93907.0,8564318.4,,8.54,3.14,29.97,0.3396,40.0,0.0448
2019-06-20,4343.0,390870.0,0.19,11.7,0.07,0.39,0.0,117270.0,3043.0,1303.0,273870.0,,,,,,,,,,,,,,,,,,0.28,,,,3.14,3.14,93904.0,8451360.0,,8.51,3.13,30.1,0.3398,40.12,0.0448
2019-06-21,4343.0,390001.4,0.19,9.52,0.07,0.39,0.0,117009.4,3043.0,1303.0,273261.4,,,,,,,,,,,,,,,,,,0.27,,,,3.14,3.14,93907.0,8432848.6,,8.41,3.14,30.04,0.3394,39.92,0.0448
2019-06-24,4343.0,385658.4,0.19,8.59,0.07,0.39,0.0,115706.4,3043.0,1303.0,270218.4,,,,,,,,,,,,,,,,,,0.27,,,,3.14,3.14,93904.0,8338675.2,,8.38,3.14,30.07,0.3398,40.12,0.0448
2019-06-25,4343.0,399556.0,0.19,8.13,0.07,0.39,0.0,119876.0,3043.0,1303.0,279956.0,,,,,,,,,,,,,,,,,,0.27,,,,3.15,3.15,93634.0,8614328.0,,8.37,3.18,30.65,0.339,39.69,0.0449
2019-06-26,4343.0,401293.2,0.19,7.66,0.07,0.4,0.0,120397.2,3043.0,1303.0,281173.2,,,,,,,,,,,,,,,,,,0.28,,,,3.15,3.15,93634.0,8651781.6,,8.63,3.15,30.02,0.3396,40.02,0.0449
2019-06-27,4343.0,392607.2,0.19,7.5,0.07,0.4,0.0,117791.2,3043.0,1303.0,275087.2,,,,,,,,,,,,,,,,,,0.28,,,,3.15,3.15,93631.0,8464242.4,,8.63,3.13,30.13,0.3402,40.31,0.0449
2019-06-28,4343.0,389132.8,0.19,8.06,0.07,0.39,0.0,116748.8,3043.0,1303.0,272652.8,,,,,,,,,,,,,,,,,,0.27,,,,3.15,3.15,93631.0,8389337.6,,8.45,3.14,30.01,0.3399,40.17,0.0449
2019-07-01,4343.0,387395.6,0.19,6.63,0.07,0.39,0.0,116227.6,3043.0,1303.0,271435.6,,,,,,,,,,,,,,,,,,0.27,,,,3.15,3.15,93631.0,8351885.2,,8.43,3.14,29.88,0.3402,40.31,0.0449
2019-07-02,4343.0,390001.4,0.19,6.65,0.07,0.39,0.0,117009.4,3043.0,1303.0,273261.4,,,,,,,,,,,,,,,,,,0.27,,,,3.15,3.15,93634.0,8408333.2,,8.38,3.15,30.07,0.3396,39.98,0.0449
2019-07-03,4343.0,395213.0,0.19,6.69,0.07,0.39,0.0,118573.0,3043.0,1303.0,276913.0,,,,,,,,,,,,,,,,,,0.28,,,,3.15,3.15,93634.0,8520694.0,,8.43,3.16,30.2,0.3395,39.93,0.0449
2019-07-04,4343.0,394344.4,0.19,6.67,0.07,0.39,0.0,118312.4,3043.0,1303.0,276304.4,,,,,,,,,,,,,,,,,,0.28,,,,3.15,3.15,93634.0,8501967.2,,8.5,3.15,29.97,0.3397,40.05,0.0449
2019-07-05,4343.0,390870.0,0.19,6.6,0.07,0.39,0.0,117270.0,3043.0,1303.0,273870.0,,,,,,,,,,,,,,,,,,0.28,,,,3.15,3.15,93631.0,8426790.0,,8.52,3.14,29.95,0.3402,40.3,0.0449
2019-07-08,4343.0,393475.8,0.19,6.51,0.07,0.39,0.0,118051.8,3043.0,1303.0,275695.8,,,,,,,,,,,,,,,,,,0.27,,,,3.14,3.14,93907.0,8507974.2,,8.46,3.14,30.06,0.3396,40.0,0.0448
2019-07-09,4343.0,395213.0,0.19,6.42,0.07,0.39,0.0,118573.0,3043.0,1303.0,276913.0,,,,,,,,,,,,,,,,,,0.28,,,,3.14,3.14,93907.0,8545537.0,,8.52,3.14,30.02,0.3396,40.01,0.0448
2019-07-10,4343.0,396950.2,0.19,6.35,0.07,0.4,0.0,119094.2,3043.0,1303.0,278130.2,,,,,,,,,,,,,,,,,,0.28,,,,3.14,3.14,93945.0,8586573.0,,8.53,3.14,30.07,0.3394,39.91,0.0448
2019-07-11,4343.0,395213.0,0.19,6.38,0.07,0.4,0.0,118573.0,3043.0,1303.0,276913.0,,,,,,,,,,,,,,,,,,0.28,,,,3.14,3.14,93945.0,8548995.0,,8.58,3.13,29.98,0.3398,40.11,0.0448
2019-07-12,4343.0,397818.8,0.19,6.34,0.07,0.4,0.0,119354.8,3043.0,1303.0,278738.8,,,,,,,,,,,,,,,,,,0.28,,,,3.14,3.14,93945.0,8605362.0,,8.55,3.14,30.08,0.3395,39.96,0.0448
2019-07-15,4343.0,392791.4,0.19,6.39,0.07,0.4,0.0,117846.47,3043.0,1303.0,275216.27,,,,,,,,,,,,,,,,,,0.28,,,,3.15,3.15,93672.0,8471921.82,,8.58,3.15,29.92,0.3398,40.09,0.0449
2019-07-16,4343.0,390218.54,0.19,6.42,0.07,0.4,0.0,117074.55,3043.0,1303.0,273413.54,,,,,,,,,,,,,,,,,,0.28,,,,3.15,3.15,93669.0,8416159.33,,8.6,3.14,29.94,0.3401,40.25,0.0449
2019-07-17,3043.0,277521.6,0.13,4.44,0.05,0.28,0.0,118833.6,1743.0,1303.0,158961.6,,,,,,,,0.12,,1300.0,,,,,,,,0.16,,,,1.8,1.8,94951.0,8659531.2,,8.64,1.8,42.76,0.5094,57.14,0.0315
2019-07-18,1743.0,157567.2,0.08,2.52,0.03,0.16,0.0,271.2,1743.0,3.0,157567.2,,,,,,,,,,,,,,,,,1300.0,0.16,0.12,,,1.8,1.8,94903.0,8579231.2,,8.62,1.8,0.17,0.9966,99.83,0.018
2019-07-19,1743.0,156172.8,0.08,2.5,0.03,0.16,0.0,268.8,1743.0,3.0,156172.8,,,,,,,,,,,,,,,,,,0.16,,,,1.8,1.8,94900.0,8503040.0,,8.57,1.81,0.17,0.9966,99.83,0.018
2019-07-22,1740.0,156600.0,0.08,2.43,0.03,0.16,0.0,0.0,1740.0,0.0,156600.0,,,,,,,,0.0,,3.0,,,,,,,3.0,0.16,0.0,,,1.8,1.8,94906.0,8541540.0,,8.51,1.8,0.17,1.0,100.0,0.018
2019-07-23,1740.0,156600.0,0.08,2.49,0.03,0.16,0.0,0.0,1740.0,0.0,156600.0,,,,,,,,,,,,,,,,,,0.16,,,,1.8,1.8,95179.0,8566110.0,,8.6,1.8,,1.0,100.0,0.018
2019-07-24,1740.0,153120.0,0.08,2.58,0.03,0.16,0.0,0.0,1740.0,0.0,153120.0,,,,,,,,,,,,,,,,,,0.16,,,,1.8,1.8,95176.0,8375488.0,,8.54,1.8,,1.0,100.0,0.018
2019-07-25,1740.0,153468.0,0.08,2.51,0.03,0.15,0.0,0.0,1740.0,0.0,153468.0,,,,,,,,,,,,,,,,,,0.15,,,,1.8,1.8,95179.0,8394787.8,,8.38,1.79,,1.0,100.0,0.018
2019-07-26,1740.0,152772.0,0.08,2.74,0.03,0.15,0.0,0.0,1740.0,0.0,152772.0,,,,,,,,,,,,,,,,,,0.15,,,,1.8,1.8,95179.0,8356716.2,,8.4,1.8,,1.0,100.0,0.018
2019-07-29,1740.0,153816.0,0.08,2.6,0.03,0.15,0.0,0.0,1740.0,0.0,153816.0,,,,,,,,,,,,,,,,,,0.15,,,,1.8,1.8,95179.0,8413823.6,,8.36,1.79,,1.0,100.0,0.018
2019-07-30,1740.0,152772.0,0.08,2.61,0.03,0.15,0.0,0.0,1740.0,0.0,152772.0,,,,,,,,,,,,,,,,,,0.15,,,,1.8,1.8,95179.0,8356716.2,,8.39,1.8,,1.0,100.0,0.018
2019-07-31,1740.0,154860.0,0.08,2.64,0.03,0.15,0.0,0.0,1740.0,0.0,154860.0,,,,,,,,,,,,,,,,,,0.15,,,,1.8,1.8,95179.0,8470931.0,,8.41,1.8,,1.0,100.0,0.018
2019-08-01,1740.0,157296.0,0.08,2.6,0.03,0.15,0.0,0.0,1740.0,0.0,157296.0,,,,,,,,,,,,,,,,,,0.15,,,,1.8,1.8,95179.0,8604181.6,,8.51,1.79,,1.0,100.0,0.018
2019-08-02,1740.0,156948.0,0.08,2.97,0.03,0.16,0.0,0.0,1740.0,0.0,156948.0,,,,,,,,,,,,,,,,,,0.16,,,,1.8,1.8,95179.0,8585145.8,,8.57,1.8,,1.0,100.0,0.018
2019-08-05,1740.0,155208.0,0.08,3.33,0.03,0.16,0.0,0.0,1740.0,0.0,155208.0,,,,,,,,,,,,,,,,,,0.16,,,,1.8,1.8,95179.0,8489966.8,,8.52,1.79,,1.0,100.0,0.018
2019-08-06,1740.0,155556.0,0.08,3.54,0.03,0.16,0.0,0.0,1740.0,0.0,155556.0,,,,,,,,,,,,,,,,,,0.16,,,,1.8,1.8,95179.0,8509002.6,,8.49,1.8,,1.0,100.0,0.018
2019-08-07,1740.0,156252.0,0.08,3.75,0.03,0.16,0.0,0.0,1740.0,0.0,156252.0,,,,,,,,,,,,,,,,,,0.16,,,,1.8,1.8,95179.0,8547074.2,,8.51,1.8,,1.0,100.0,0.018
2019-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.16,,1740.0,,,,,,,,0.0,,,,0.0,0.0,96919.0,8722710.0,,8.72,0.0,,0.0,,0.0
2019-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,96919.0,8664558.6,,8.71,0.0,,0.0,,0.0
2019-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,96919.0,8683942.4,,8.66,0.0,,0.0,,0.0
2019-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,96919.0,8703326.2,,8.71,0.0,,0.0,,0.0
2019-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,96919.0,8683942.4,,8.72,0.0,,0.0,,0.0
2019-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,96919.0,8703326.2,,8.71,0.0,,0.0,,0.0
2019-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,96919.0,8683942.4,,8.71,0.0,,0.0,,0.0
2019-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,96919.0,8645174.8,,8.69,0.0,,0.0,,0.0
2019-08-20,142.0,12808.4,0.01,0.57,0.0,0.01,0.0,12808.4,142.0,142.0,12808.4,,,,,,142.0,,,,,,,,,0.01,142.0,,0.0,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2019-08-21,142.0,12723.2,0.01,0.58,0.0,0.01,0.0,12723.2,142.0,142.0,12723.2,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2019-08-22,142.0,12751.6,0.01,0.58,0.0,0.01,0.0,12751.6,142.0,142.0,12751.6,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2019-08-23,142.0,12723.2,0.01,0.58,0.0,0.01,0.0,12723.2,142.0,142.0,12723.2,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2019-08-26,142.0,12694.8,0.01,0.58,0.0,0.01,0.0,12694.8,142.0,142.0,12694.8,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2019-08-27,142.0,12780.0,0.01,0.59,0.0,0.01,0.0,12780.0,142.0,142.0,12780.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2019-08-28,142.0,12723.2,0.01,0.62,0.0,0.01,0.0,12723.2,142.0,142.0,12723.2,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2019-08-29,142.0,12836.8,0.01,0.63,0.0,0.01,0.0,12836.8,142.0,142.0,12836.8,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2019-08-30,142.0,12922.0,0.01,0.67,0.0,0.01,0.0,12922.0,142.0,142.0,12922.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2019-09-02,142.0,12524.4,0.01,0.68,0.0,0.01,0.0,12524.4,142.0,142.0,12524.4,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2019-09-03,142.0,12666.4,0.01,0.63,0.0,0.01,0.0,12666.4,142.0,142.0,12666.4,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2019-09-04,142.0,12751.6,0.01,0.61,0.0,0.01,0.0,12751.6,142.0,142.0,12751.6,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2019-09-05,142.0,12723.2,0.01,0.67,0.0,0.01,0.0,12723.2,142.0,142.0,12723.2,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2019-09-06,142.0,12780.0,0.01,0.7,0.0,0.01,0.0,12780.0,142.0,142.0,12780.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2019-09-09,142.0,12723.2,0.01,0.89,0.0,0.01,0.0,12723.2,142.0,142.0,12723.2,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2019-09-10,142.0,12638.0,0.01,0.9,0.0,0.01,0.0,12638.0,142.0,142.0,12638.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2019-09-11,142.0,12638.0,0.01,0.81,0.0,0.01,0.0,12638.0,142.0,142.0,12638.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2019-09-12,142.0,12524.4,0.01,0.87,0.0,0.01,0.0,12524.4,142.0,142.0,12524.4,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2019-09-13,142.0,12723.2,0.01,0.83,0.0,0.01,0.0,12723.2,142.0,142.0,12723.2,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2019-09-16,142.0,12694.8,0.01,0.82,0.0,0.01,0.0,12694.8,142.0,142.0,12694.8,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2019-09-17,284.0,25332.8,0.01,1.67,0.0,0.03,0.0,12666.4,142.0,142.0,12666.4,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0029
2019-09-18,284.0,25446.4,0.01,1.76,0.0,0.03,0.0,12723.2,142.0,142.0,12723.2,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0029
2019-09-19,142.0,12666.4,0.01,0.89,0.0,0.01,0.0,12666.4,142.0,142.0,12666.4,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2019-09-20,142.0,12666.4,0.01,0.85,0.0,0.01,0.0,12666.4,142.0,142.0,12666.4,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2019-09-23,142.0,12666.4,0.01,0.84,0.0,0.01,0.0,12666.4,142.0,142.0,12666.4,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2019-09-24,142.0,12638.0,0.01,0.82,0.0,0.01,0.0,12638.0,142.0,142.0,12638.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2019-09-25,142.0,12552.8,0.01,0.83,0.0,0.01,0.0,12552.8,142.0,142.0,12552.8,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2019-09-26,284.0,25219.2,0.01,1.65,0.0,0.03,0.0,12609.6,142.0,142.0,12609.6,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0029
2019-09-27,284.0,25276.0,0.01,1.6,0.0,0.03,0.0,12638.0,142.0,142.0,12638.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0029
2019-09-30,142.0,12694.8,0.01,0.76,0.0,0.01,0.0,12694.8,142.0,142.0,12694.8,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2019-10-01,284.0,25219.2,0.01,1.52,0.0,0.03,0.0,12609.6,142.0,142.0,12609.6,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0029
2019-10-02,284.0,25219.2,0.01,1.56,0.0,0.03,0.0,12609.6,142.0,142.0,12609.6,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0029
2019-10-03,284.0,25389.6,0.01,1.6,0.0,0.03,0.0,12694.8,142.0,142.0,12694.8,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0029
2019-10-04,284.0,25332.8,0.01,1.66,0.0,0.03,0.0,12666.4,142.0,142.0,12666.4,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0031
2019-10-07,142.0,12865.2,0.01,0.84,0.0,0.01,0.0,12865.2,142.0,142.0,12865.2,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2019-10-08,142.0,12666.4,0.01,0.79,0.0,0.01,0.0,12666.4,142.0,142.0,12666.4,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0016
2019-10-09,142.0,12780.0,0.01,0.77,0.0,0.01,0.0,12780.0,142.0,142.0,12780.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0016
2019-10-10,142.0,12638.0,0.01,0.79,0.0,0.01,0.0,12638.0,142.0,142.0,12638.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2019-10-11,142.0,12496.0,0.01,0.79,0.0,0.01,0.0,12496.0,142.0,142.0,12496.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2019-10-14,142.0,12496.0,0.01,0.83,0.0,0.01,0.0,12496.0,142.0,142.0,12496.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2019-10-15,142.0,12439.2,0.01,0.87,0.0,0.01,0.0,12439.2,142.0,142.0,12439.2,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
