,DJE FP Equity_DX_SI_QTY,DJE FP Equity_DX_SHORT_INTEREST_VALUE,DJE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,DJE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,DJE FP Equity_DX_SI_MV,DJE FP Equity_DX_DSS,DJE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,DJE FP Equity_DX_SUPPLY_SI_QTY,DJE FP Equity_DX_BROKER_SI_QTY,DJE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,DJE FP Equity_DX_BROKER_SI_MV_NEW_x,DJE FP Equity_DX_SUPPLY_SI_QTY_INC_x,DJE FP Equity_DX_BROKER_SI_MV_INC_x,DJE FP Equity_DX_BROKER_SI_QTY_ADD,DJE FP Equity_DX_BROKER_SI_QTY_NEW,DJE FP Equity_DX_SUPPLY_SI_MV_DEC,DJE FP Equity_DX_BROKER_SI_QTY_INC,DJE FP Equity_DX_SUPPLY_SI_QTY_DEC,DJE FP Equity_DX_BROKER_SI_MV_NEW_y,DJE FP Equity_DX_BROKER_SI_MV_INC_y,DJE FP Equity_DX_SUPPLY_SI_QTY_INC_y,DJE FP Equity_DX_BROKER_SI_MV_ADD,DJE FP Equity_DX_SUPPLY_SI_QTY_ADD,DJE FP Equity_DX_BROKER_SI_QTY_DEC,DJE FP Equity_DX_SUPPLY_SI_MV,DJE FP Equity_DX_BROKER_SI_MV_DEC,DJE FP Equity_DX_BROKER_SI_MV_RMV,DJE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,DJE FP Equity_DX_UTILIZATION_QUANTITY,DJE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,DJE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,DJE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,DJE FP Equity_DX_ACTIVE_UTILIZATION_MV,DJE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,DJE FP Equity_DX_BROKER_SI_CON_RATIO,DJE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,DJE FP Equity_DX_DEMAND_SUPPLY_RATIO,DJE FP Equity_PX_LAST
2019-04-18,2000.0,471600.0,1.7,0.2,0.47,,353700.0,500.0,1500.0,117900.0,,,,,,,,,,,,,,,0.12,,,100.0,37.51,0.0,0.0,0.0,100.0,24.99,0.6251,75.01,1.5004,235.8
2019-04-19,2000.0,471600.0,1.7,0.2,0.47,,353700.0,500.0,1500.0,117900.0,,,,,,,,,,,,,,,0.12,,,100.0,37.51,0.0,0.0,0.0,100.0,25.01,0.6249,74.99,1.5004,
2019-04-22,2000.0,471600.0,1.7,0.2,0.47,,353700.0,500.0,1500.0,117900.0,,,,,,,,,,,,,,,0.12,,,100.0,37.51,0.0,0.0,0.0,100.0,25.01,0.6249,74.99,1.5004,
2019-04-23,2000.0,474800.0,1.7,0.2,0.47,,356100.0,500.0,1500.0,118700.0,,,,,,,,,,,,,,,0.12,,,100.0,37.51,0.0,0.0,0.0,100.0,25.01,0.6249,74.99,1.5004,237.4
2019-04-24,1000.0,238100.0,0.88,0.1,0.24,,119050.0,500.0,500.0,119050.0,,,,,,,,,,,,,,1000.0,0.12,0.24,,100.0,37.51,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.7502,238.1
2019-04-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.12,,500.0,,,,,,500.0,0.0,0.12,,0.0,0.0,833.0,197629.25,0.0,0.0,,0.0,100.0,0.0,237.25
2019-04-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,833.0,197754.2,0.0,0.0,,0.0,,0.0,237.4
2019-04-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,833.0,197920.8,0.0,0.0,,0.0,,0.0,237.6
2019-04-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,833.0,197004.5,0.0,0.0,,0.0,,0.0,236.5
2019-05-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,833.0,197004.5,0.0,0.0,,0.0,,0.0,
2019-05-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,833.0,195755.0,0.0,0.0,,0.0,,0.0,235.0
2019-05-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,744.0,175732.8,0.0,0.0,,0.0,,0.0,236.2
2019-05-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,744.0,174728.4,0.0,0.0,,0.0,,0.0,234.85
2019-05-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,744.0,173203.2,0.0,0.0,,0.0,,0.0,232.8
2019-05-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,744.0,172570.8,0.0,0.0,,0.0,,0.0,231.95
2019-05-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,744.0,169260.0,0.0,0.0,,0.0,,0.0,227.5
2019-05-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,744.0,168813.6,0.0,0.0,,0.0,,0.0,226.9
2019-05-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,162242.35,0.0,0.0,,0.0,,0.0,225.65
2019-05-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,164579.1,0.0,0.0,,0.0,,0.0,228.9
2019-05-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,164794.8,0.0,0.0,,0.0,,0.0,229.2
2019-05-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,167095.6,0.0,0.0,,0.0,,0.0,232.4
2019-05-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,167203.45,0.0,0.0,,0.0,,0.0,232.55
2019-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,165693.55,0.0,0.0,,0.0,,0.0,230.45
2019-05-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,166484.45,0.0,0.0,,0.0,,0.0,231.55
2019-05-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,166736.1,0.0,0.0,,0.0,,0.0,231.9
2019-05-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,163896.05,0.0,0.0,,0.0,,0.0,227.95
2019-05-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,164327.45,0.0,0.0,,0.0,,0.0,228.55
2019-05-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,165046.45,0.0,0.0,,0.0,,0.0,229.55
2019-05-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,164758.85,0.0,0.0,,0.0,,0.0,229.15
2019-05-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,162206.4,0.0,0.0,,0.0,,0.0,225.6
2019-05-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,162386.15,0.0,0.0,,0.0,,0.0,225.85
2019-05-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,161379.55,0.0,0.0,,0.0,,0.0,224.45
2019-06-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,160085.35,0.0,0.0,,0.0,,0.0,222.65
2019-06-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,161954.75,0.0,0.0,,0.0,,0.0,225.25
2019-06-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,163248.95,0.0,0.0,,0.0,,0.0,227.05
2019-06-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,163644.4,0.0,0.0,,0.0,,0.0,227.6
2019-06-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,165262.15,0.0,0.0,,0.0,,0.0,229.85
2019-06-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,166736.1,0.0,0.0,,0.0,,0.0,231.9
2019-06-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,166412.55,0.0,0.0,,0.0,,0.0,231.45
2019-06-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,165837.35,0.0,0.0,,0.0,,0.0,230.65
2019-06-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,166484.45,0.0,0.0,,0.0,,0.0,231.55
2019-06-14,3500.0,815675.0,2.68,0.36,0.81,,815675.0,0.0,3500.0,0.0,,,,3500.0,,,,,,,,0.81,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.8679,233.05
2019-06-17,3500.0,816725.0,2.66,0.36,0.82,,816725.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.8679,233.35
2019-06-18,3500.0,830375.0,2.6,0.36,0.82,,830375.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.8679,237.25
2019-06-19,3500.0,828975.0,2.54,0.36,0.83,,828975.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.8679,236.85
2019-06-20,3500.0,829850.0,2.32,0.36,0.83,,829850.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.8679,237.1
2019-06-21,3500.0,832825.0,2.32,0.36,0.83,,832825.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.8679,237.95
2019-06-24,3500.0,824775.0,2.34,0.36,0.83,,824775.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.8679,235.65
2019-06-25,3500.0,823200.0,2.36,0.36,0.83,,823200.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.8679,235.2
2019-06-26,3500.0,820750.0,2.55,0.36,0.82,,820750.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.8679,234.5
2019-06-27,3500.0,817600.0,2.59,0.36,0.82,,817600.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.8679,233.6
2019-06-28,3500.0,820400.0,2.58,0.36,0.82,,820400.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.8679,234.4
2019-07-01,3500.0,830375.0,2.72,0.36,0.82,,830375.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.8679,237.25
2019-07-02,3500.0,829850.0,2.63,0.36,0.83,,829850.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.8679,237.1
2019-07-03,3500.0,836850.0,2.56,0.36,0.83,,836850.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.8679,239.1
2019-07-04,3500.0,840525.0,2.53,0.36,0.84,,840525.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.8679,240.15
2019-07-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,3500.0,0.0,0.84,,0.0,0.0,731.0,175513.1,0.0,0.0,,0.0,,0.0,240.1
2019-07-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,731.0,173644.23,0.0,0.0,,0.0,,0.0,239.8
2019-07-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,731.0,173137.35,0.0,0.0,,0.0,,0.0,239.1
2019-07-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,731.0,173539.4,0.0,0.0,,0.0,,0.0,237.4
2019-07-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,731.0,174635.9,0.0,0.0,,0.0,,0.0,238.9
2019-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,731.0,175915.15,0.0,0.0,,0.0,,0.0,240.65
2019-07-15,8400.0,2024400.0,6.53,0.86,2.02,,2024400.0,0.0,8400.0,0.0,,,,8400.0,,,,,,,,2.02,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,11.4911,241.0
2019-07-16,8400.0,2037420.0,6.37,0.86,2.02,,2037420.0,0.0,8400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,11.4911,242.55
2019-07-17,8400.0,2029020.0,6.23,0.88,2.04,,2029020.0,0.0,8400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,11.4911,241.55
2019-07-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,8400.0,0.0,2.04,,0.0,0.0,731.0,175403.45,0.0,0.0,,0.0,,0.0,239.95
2019-07-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,731.0,176682.7,0.0,0.0,,0.0,,0.0,241.7
2019-07-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,731.0,175842.05,0.0,0.0,,0.0,,0.0,240.55
2019-07-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,731.0,177523.35,0.0,0.0,,0.0,,0.0,242.85
2019-07-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,731.0,177559.9,0.0,0.0,,0.0,,0.0,242.9
2019-07-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,731.0,176902.0,0.0,0.0,,0.0,,0.0,242.0
2019-07-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,731.0,177706.1,0.0,0.0,,0.0,,0.0,243.1
2019-07-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,731.0,177961.95,0.0,0.0,,0.0,,0.0,243.45
2019-07-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,731.0,177413.7,0.0,0.0,,0.0,,0.0,242.7
2019-07-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,731.0,177596.45,0.0,0.0,,0.0,,0.0,242.95
2019-08-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,731.0,178290.9,0.0,0.0,,0.0,,0.0,243.9
2019-08-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,731.0,172223.6,0.0,0.0,,0.0,,0.0,235.6
2019-08-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,731.0,168385.85,0.0,0.0,,0.0,,0.0,230.35
2019-08-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,731.0,167143.15,0.0,0.0,,0.0,,0.0,228.65
2019-08-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,163932.0,0.0,0.0,,0.0,,0.0,228.0
2019-08-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,167706.75,0.0,0.0,,0.0,,0.0,233.25
2019-08-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,166915.85,0.0,0.0,,0.0,,0.0,232.15
2019-08-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,165765.45,0.0,0.0,,0.0,,0.0,230.55
2019-08-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,167886.5,0.0,0.0,,0.0,,0.0,233.5
2019-08-14,1000.0,230050.0,1.75,0.11,0.23,,115025.0,500.0,500.0,115025.0,,,,500.0,,,,,,,,0.12,500.0,,0.12,,,100.0,41.02,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.8203,230.05
2019-08-15,1000.0,229000.0,1.78,0.11,0.23,,114500.0,500.0,500.0,114500.0,,,,,,,,,,,,,,,0.12,,,100.0,41.02,0.0,0.0,0.0,100.0,49.63,0.5,50.37,0.8203,229.0
2019-08-16,1000.0,232150.0,1.64,0.11,0.23,,116075.0,500.0,500.0,116075.0,,,,,,,,,,,,,,,0.11,,,100.0,41.02,0.0,0.0,0.0,100.0,49.51,0.5,50.49,0.8203,232.15
2019-08-19,1000.0,235150.0,1.59,0.11,0.23,,117575.0,500.0,500.0,117575.0,,,,,,,,,,,,,,,0.12,,,100.0,41.02,0.0,0.0,0.0,100.0,49.86,0.5,50.14,0.8203,235.15
2019-08-20,1000.0,234500.0,1.6,0.11,0.23,,117250.0,500.0,500.0,117250.0,,,,,,,,,,,,,,,0.12,,,100.0,41.02,0.0,0.0,0.0,100.0,49.82,0.5,50.18,0.8203,234.5
2019-08-21,1000.0,235750.0,1.73,0.11,0.23,,117875.0,500.0,500.0,117875.0,,,,,,,,,,,,,,,0.12,,,100.0,41.02,0.0,0.0,0.0,100.0,49.84,0.5,50.16,0.8203,235.75
2019-08-22,1000.0,235550.0,1.75,0.11,0.23,,117775.0,500.0,500.0,117775.0,,,,,,,,,,,,,,,0.12,,,100.0,41.02,0.0,0.0,0.0,100.0,49.76,0.5,50.24,0.8203,235.55
2019-08-23,1000.0,231400.0,1.77,0.11,0.23,,115700.0,500.0,500.0,115700.0,,,,,,,,,,,,,,,0.12,,,100.0,41.02,0.0,0.0,0.0,100.0,49.78,0.5,50.22,0.8203,231.4
2019-08-26,1000.0,231700.0,1.77,0.11,0.23,,115850.0,500.0,500.0,115850.0,,,,,,,,,,,,,,,0.12,,,100.0,41.02,0.0,0.0,0.0,100.0,49.77,0.5,50.23,0.8203,231.7
2019-08-27,1000.0,232950.0,1.75,0.11,0.23,,116475.0,500.0,500.0,116475.0,,,,,,,,,,,,,,,0.12,,,100.0,41.02,0.0,0.0,0.0,100.0,49.81,0.5,50.19,0.8203,232.95
2019-08-28,1000.0,233550.0,1.84,0.11,0.23,,116775.0,500.0,500.0,116775.0,,,,,,,,,,,,,,,0.12,,,100.0,41.02,0.0,0.0,0.0,100.0,49.94,0.5,50.06,0.8203,233.55
2019-08-29,1000.0,237550.0,2.08,0.11,0.23,,118775.0,500.0,500.0,118775.0,,,,,,,,,,,,,,,0.12,,,100.0,41.02,0.0,0.0,0.0,100.0,49.99,0.5,50.01,0.8203,237.55
2019-08-30,1500.0,359175.0,3.17,0.16,0.35,,239450.0,500.0,1000.0,119725.0,,,0.12,,,,500.0,,,0.12,,,,,0.12,,,100.0,41.02,0.0,0.0,0.0,100.0,33.53,0.5543,66.47,1.2305,239.45
2019-09-02,1500.0,358725.0,2.59,0.16,0.36,,239150.0,500.0,1000.0,119575.0,,,,,,,,,,,,,,,0.12,,,100.0,41.02,0.0,0.0,0.0,100.0,33.65,0.5535,66.35,1.2305,239.15
2019-09-03,1500.0,355650.0,2.79,0.16,0.36,,237100.0,500.0,1000.0,118550.0,,,,,,,,,,,,,,,0.12,,,100.0,41.02,0.0,0.0,0.0,100.0,33.6,0.5538,66.4,1.2305,237.1
2019-09-04,1500.0,357450.0,2.86,0.16,0.35,,238300.0,500.0,1000.0,119150.0,,,,,,,,,,,,,,,0.12,,,100.0,41.02,0.0,0.0,0.0,100.0,33.5,0.5544,66.5,1.2305,238.3
2019-09-05,1500.0,363225.0,3.13,0.16,0.35,,242150.0,500.0,1000.0,121075.0,,,,,,,,,,,,,,,0.12,,,100.0,41.02,0.0,0.0,0.0,100.0,33.56,0.5541,66.44,1.2305,242.15
2019-09-06,1500.0,363300.0,3.13,0.16,0.36,,242200.0,500.0,1000.0,121100.0,,,,,,,,,,,,,,,0.12,,,100.0,41.02,0.0,0.0,0.0,100.0,33.74,0.5529,66.26,1.2305,242.2
2019-09-09,1500.0,363975.0,3.1,0.16,0.36,,242650.0,500.0,1000.0,121325.0,,,,,,,,,,,,,,,0.12,,,100.0,41.02,0.0,0.0,0.0,100.0,33.74,0.5529,66.26,1.2305,242.65
2019-09-10,1500.0,362625.0,2.82,0.16,0.36,,241750.0,500.0,1000.0,120875.0,,,,,,,,,,,,,,,0.12,,,100.0,41.02,0.0,0.0,0.0,100.0,33.76,0.5527,66.24,1.2305,241.75
2019-09-11,1500.0,367575.0,1.97,0.16,0.36,,245050.0,500.0,1000.0,122525.0,,,,,,,,,,,,,,,0.12,,,100.0,41.02,0.0,0.0,0.0,100.0,33.72,0.553,66.28,1.2305,245.05
2019-09-12,1500.0,368850.0,2.0,0.16,0.36,,245900.0,500.0,1000.0,122950.0,,,,,,,,,,,,,,,0.12,,,100.0,41.02,0.0,0.0,0.0,100.0,33.88,0.552,66.12,1.2305,245.9
2019-09-13,500.0,122750.0,0.65,0.05,0.12,,122750.0,0.0,500.0,0.0,,,,,,0.12,,500.0,,,,,,500.0,0.0,0.12,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.6954,245.5
2019-09-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,500.0,0.0,0.12,,0.0,0.0,719.0,176694.25,0.0,0.0,,0.0,,0.0,245.75
2019-09-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,175651.7,0.0,0.0,,0.0,,0.0,244.3
2019-09-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,175328.15,0.0,0.0,,0.0,,0.0,243.85
2019-09-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,177017.8,0.0,0.0,,0.0,,0.0,246.2
2019-09-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,177017.8,0.0,0.0,,0.0,,0.0,246.2
2019-09-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,175903.35,0.0,0.0,,0.0,,0.0,244.65
2019-09-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,175903.35,0.0,0.0,,0.0,,0.0,244.65
2019-09-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,176622.35,0.0,0.0,,0.0,,0.0,245.65
2019-09-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,176119.05,0.0,0.0,,0.0,,0.0,244.95
2019-09-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,176981.85,0.0,0.0,,0.0,,0.0,246.15
2019-09-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,177557.05,0.0,0.0,,0.0,,0.0,246.95
2019-10-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,175579.8,0.0,0.0,,0.0,,0.0,244.2
2019-10-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,719.0,170726.55,0.0,0.0,,0.0,,0.0,237.45
