,ALBOO FP Equity_DX_SI_QTY,ALBOO FP Equity_DX_SHORT_INTEREST_VALUE,ALBOO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALBOO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALBOO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALBOO FP Equity_DX_SI_MV,ALBOO FP Equity_DX_DSS,ALBOO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALBOO FP Equity_DX_SUPPLY_SI_QTY,ALBOO FP Equity_DX_BROKER_SI_QTY,ALBOO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALBOO FP Equity_DX_BROKER_SI_MV_NEW_x,ALBOO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALBOO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALBOO FP Equity_DX_BROKER_SI_MV_INC_x,ALBOO FP Equity_DX_SUPPLY_SI_MV_NEW,ALBOO FP Equity_DX_BROKER_SI_QTY_ADD,ALBOO FP Equity_DX_BROKER_SI_QTY_NEW,ALBOO FP Equity_DX_SUPPLY_SI_MV_DEC,ALBOO FP Equity_DX_BROKER_SI_QTY_INC,ALBOO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALBOO FP Equity_DX_BROKER_SI_MV_NEW_y,ALBOO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALBOO FP Equity_DX_BROKER_SI_MV_INC_y,ALBOO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALBOO FP Equity_DX_BROKER_SI_MV_ADD,ALBOO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALBOO FP Equity_DX_BROKER_SI_QTY_DEC,ALBOO FP Equity_DX_SUPPLY_SI_MV,ALBOO FP Equity_DX_BROKER_SI_MV_DEC,ALBOO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALBOO FP Equity_DX_UTILIZATION_QUANTITY,ALBOO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALBOO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALBOO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALBOO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALBOO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALBOO FP Equity_DX_BROKER_SI_CON_RATIO,ALBOO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALBOO FP Equity_DX_DEMAND_SUPPLY_RATIO
2019-12-03,50000.0,655000.0,0.57,6.64,0.57,0.66,0.0,655000.0,0.0,50000.0,0.0,,,,,,,,0.46,,35000.0,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.413
2019-12-04,50000.0,677500.0,0.57,6.73,0.57,0.68,0.0,677500.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,35386.0,479480.3,0.46,0.0,,1.0,100.0,1.413
2019-12-05,50000.0,687500.0,0.57,7.67,0.57,0.69,0.0,687500.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.413
2019-12-06,50000.0,700000.0,0.57,8.32,0.57,0.7,0.0,700000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.413
2019-12-09,50000.0,690000.0,0.57,9.06,0.57,0.69,0.0,690000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.413
2019-12-10,50000.0,697500.0,0.57,10.2,0.57,0.7,0.0,697500.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.413
2019-12-11,50000.0,697500.0,0.57,10.66,0.57,0.7,0.0,697500.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.413
2019-12-12,50000.0,692500.0,0.57,13.52,0.57,0.69,0.0,692500.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.413
2019-12-13,50000.0,695000.0,0.57,15.13,0.57,0.7,0.0,695000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.389
2019-12-16,50000.0,710000.0,0.57,14.65,0.57,0.71,0.0,710000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.389
2019-12-17,50000.0,720000.0,0.57,17.2,0.57,0.72,0.0,720000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3705
2019-12-18,50000.0,725000.0,0.57,18.17,0.57,0.73,0.0,725000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,36482.0,528989.0,0.53,0.0,,1.0,100.0,1.3705
2019-12-19,50000.0,740000.0,0.57,24.6,0.57,0.74,0.0,740000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3705
2019-12-20,50000.0,800000.0,0.57,27.96,0.57,0.8,0.0,800000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3705
2019-12-23,50000.0,830000.0,0.57,27.2,0.57,0.83,0.0,830000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3705
2019-12-24,50000.0,855000.0,0.57,23.93,0.57,0.86,0.0,855000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3705
2019-12-25,50000.0,855000.0,0.57,24.38,0.57,0.86,0.0,855000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3705
2019-12-26,50000.0,855000.0,0.57,24.38,0.57,0.86,0.0,855000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3705
2019-12-27,50000.0,900000.0,0.57,24.38,0.57,0.9,0.0,900000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,36482.0,656676.0,0.62,0.0,,1.0,100.0,1.3705
2019-12-30,50000.0,905000.0,0.57,21.54,0.57,0.91,0.0,905000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3705
2019-12-31,50000.0,902500.0,0.57,20.1,0.57,0.9,0.0,902500.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3705
2020-01-01,50000.0,902500.0,0.57,20.17,0.57,0.9,0.0,902500.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3705
2020-01-02,50000.0,940000.0,0.57,20.17,0.57,0.94,0.0,940000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3705
2020-01-03,50000.0,945000.0,0.57,18.47,0.57,0.95,0.0,945000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,36482.0,689509.8,0.66,0.0,,1.0,100.0,1.3705
2020-01-06,50000.0,950000.0,0.57,17.78,0.57,0.95,0.0,950000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,36482.0,693158.0,0.69,0.0,,1.0,100.0,1.3705
2020-01-07,50000.0,957500.0,0.57,16.53,0.57,0.96,0.0,957500.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,36482.0,698630.3,0.69,0.0,,1.0,100.0,1.3705
2020-01-08,50000.0,945000.0,0.57,15.07,0.57,0.95,0.0,945000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3705
2020-01-09,50000.0,905000.0,0.57,14.57,0.57,0.91,0.0,905000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,36482.0,660324.2,0.69,0.0,,1.0,100.0,1.3705
2020-01-10,50000.0,892500.0,0.57,14.16,0.57,0.89,0.0,892500.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,36482.0,651203.7,0.66,0.0,,1.0,100.0,1.3705
2020-01-13,50000.0,860000.0,0.57,13.94,0.57,0.86,0.0,860000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,36482.0,627490.4,0.65,0.0,,1.0,100.0,1.3705
2020-01-14,50000.0,820000.0,0.57,13.55,0.57,0.82,0.0,820000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,36482.0,598304.8,0.63,0.0,,1.0,100.0,1.3705
2020-01-15,50000.0,847500.0,0.57,12.69,0.57,0.85,0.0,847500.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,36482.0,618369.9,0.6,0.0,,1.0,100.0,1.3705
2020-01-16,50000.0,865000.0,0.57,12.55,0.57,0.87,0.0,865000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,36482.0,631138.6,0.62,0.0,,1.0,100.0,1.3705
2020-01-17,50000.0,865000.0,0.57,12.53,0.57,0.87,0.0,865000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,36482.0,631138.6,0.63,0.0,,1.0,100.0,1.3705
2020-01-20,50000.0,860000.0,0.57,12.3,0.57,0.86,0.0,860000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,36482.0,627490.4,0.63,0.0,,1.0,100.0,1.3705
2020-01-21,50000.0,857500.0,0.57,12.5,0.57,0.86,0.0,857500.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,36482.0,625666.3,0.63,0.0,,1.0,100.0,1.3705
2020-01-22,50000.0,885000.0,0.57,12.85,0.57,0.89,0.0,885000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3705
2020-01-23,50000.0,885000.0,0.57,13.36,0.57,0.89,0.0,885000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,36482.0,645731.4,0.65,0.0,,1.0,100.0,1.3705
2020-01-24,50000.0,900000.0,0.57,13.54,0.57,0.9,0.0,900000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,36482.0,656676.0,0.65,0.0,,1.0,100.0,1.3705
2020-01-27,50000.0,900000.0,0.57,13.41,0.57,0.9,0.0,900000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,36482.0,656676.0,0.65,0.0,,1.0,100.0,1.3705
2020-01-28,50000.0,900000.0,0.57,13.29,0.57,0.9,0.0,900000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,36482.0,656676.0,0.66,0.0,,1.0,100.0,1.3705
2020-01-29,50000.0,890000.0,0.57,13.57,0.57,0.89,0.0,890000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,36482.0,649379.6,0.66,0.0,,1.0,100.0,1.3705
2020-01-30,50000.0,880000.0,0.57,13.9,0.57,0.88,0.0,880000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3705
2020-01-31,50000.0,880000.0,0.57,14.26,0.57,0.88,0.0,880000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,36482.0,642083.2,0.64,0.0,,1.0,100.0,1.3705
2020-02-03,50000.0,880000.0,0.57,14.4,0.57,0.88,0.0,880000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,36482.0,642083.2,0.64,0.0,,1.0,100.0,1.3705
2020-02-04,50000.0,890000.0,0.57,14.85,0.57,0.89,0.0,890000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,36482.0,649379.6,0.64,0.0,,1.0,100.0,1.3705
2020-02-05,50000.0,885000.0,0.57,15.27,0.57,0.89,0.0,885000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,36482.0,645731.4,0.65,0.0,,1.0,100.0,1.3705
2020-02-06,50000.0,895000.0,0.57,16.71,0.57,0.9,0.0,895000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,36506.0,653457.4,0.65,0.0,,1.0,100.0,1.3696
2020-02-07,50000.0,897500.0,0.57,18.56,0.57,0.9,0.0,897500.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3672
2020-02-10,50000.0,895000.0,0.57,18.65,0.57,0.9,0.0,895000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,36571.0,654620.9,0.66,0.0,,1.0,100.0,1.3672
2020-02-11,50000.0,895000.0,0.57,20.7,0.57,0.9,0.0,895000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,36610.0,655319.0,0.66,0.0,,1.0,100.0,1.3657
2020-02-12,50000.0,885000.0,0.57,21.7,0.57,0.89,0.0,885000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3657
2020-02-13,50000.0,882500.0,0.57,21.57,0.57,0.88,0.0,882500.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3657
2020-02-14,50000.0,882500.0,0.57,23.83,0.57,0.88,0.0,882500.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3199
2020-02-17,50000.0,880000.0,0.57,25.02,0.57,0.88,0.0,880000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,37882.0,666723.2,0.67,0.0,,1.0,100.0,1.3199
2020-02-18,50000.0,865000.0,0.57,28.39,0.57,0.87,0.0,865000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3199
2020-02-19,50000.0,860000.0,0.57,33.3,0.57,0.86,0.0,860000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,37882.0,651570.4,0.66,0.0,,1.0,100.0,1.3199
2020-02-20,50000.0,855000.0,0.57,35.46,0.57,0.86,0.0,855000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,37882.0,647782.2,0.65,0.0,,1.0,100.0,1.3199
2020-02-21,50000.0,842500.0,0.57,36.53,0.57,0.84,0.0,842500.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,37882.0,638311.7,0.65,0.0,,1.0,100.0,1.3199
2020-02-24,50000.0,842500.0,0.57,37.14,0.57,0.84,0.0,842500.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,37882.0,638311.7,0.64,0.0,,1.0,100.0,1.3199
2020-02-25,50000.0,825000.0,0.57,39.12,0.57,0.83,0.0,825000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3199
2020-02-26,50000.0,800000.0,0.57,46.78,0.57,0.8,0.0,800000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,38400.0,614400.0,0.63,0.0,,1.0,100.0,1.3021
2020-02-27,50000.0,805000.0,0.57,47.08,0.57,0.81,0.0,805000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,38400.0,618240.0,0.61,0.0,,1.0,100.0,1.3021
2020-02-28,50000.0,750000.0,0.57,48.23,0.57,0.75,0.0,750000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,38400.0,576000.0,0.58,0.0,,1.0,100.0,1.3021
2020-03-02,50000.0,700000.0,0.57,49.02,0.57,0.7,0.0,700000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3021
2020-03-03,50000.0,665000.0,0.57,48.84,0.57,0.67,0.0,665000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3021
2020-03-04,50000.0,680000.0,0.57,46.04,0.57,0.68,0.0,680000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3021
2020-03-05,50000.0,690000.0,0.57,44.88,0.57,0.68,0.0,690000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3021
2020-03-06,50000.0,680000.0,0.57,41.77,0.57,0.68,0.0,680000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3021
2020-03-09,50000.0,625000.0,0.57,43.4,0.57,0.63,0.0,625000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3021
2020-03-10,50000.0,695000.0,0.57,38.07,0.57,0.7,0.0,695000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,38400.0,533760.0,0.53,0.0,,1.0,100.0,1.3021
2020-03-11,50000.0,722500.0,0.87,38.18,0.57,0.72,0.0,722500.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3021
