,ALMER FP Equity_DX_SI_QTY,ALMER FP Equity_DX_SHORT_INTEREST_VALUE,ALMER FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMER FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMER FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMER FP Equity_DX_SI_MV,ALMER FP Equity_DX_DSS,ALMER FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMER FP Equity_DX_SUPPLY_SI_QTY,ALMER FP Equity_DX_BROKER_SI_QTY,ALMER FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMER FP Equity_DX_BROKER_SI_QTY_ADD,ALMER FP Equity_DX_BROKER_SI_MV_ADD,ALMER FP Equity_DX_SUPPLY_SI_MV,ALMER FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMER FP Equity_DX_UTILIZATION_QUANTITY,ALMER FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMER FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMER FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMER FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMER FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMER FP Equity_DX_BROKER_SI_CON_RATIO,ALMER FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMER FP Equity_DX_DEMAND_SUPPLY_RATIO,ALMER FP Equity_PX_LAST
2019-12-27,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2019-12-30,,,,,,,,,,,,,,,,,,,,,,,,,16.1
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2020-01-02,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2020-01-03,,,,,,,,,,,,,,,,,,,,,,,,,16.1
2020-01-06,,,,,,,,,,,,,,,,,,,,,,,,,16.5
2020-01-09,,,,,,,,,,,,,,,,,,,,,,,,,16.5
2020-01-10,,,,,,,,,,,,,,,,,,,,,,,,,16.5
2020-01-16,,,,,,,,,,,,,,,,,,,,,,,,,16.4
2020-01-17,,,,,,,,,,,,,,,,,,,,,,,,,16.5
2020-01-27,,,,,,,,,,,,,,,,,,,,,,,,,16.2
2020-01-30,,,,,,,,,,,,,,,,,,,,,,,,,16.1
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,,16.1
2020-02-03,,,,,,,,,,,,,,,,,,,,,,,,,15.5
2020-02-04,,,,,,,,,,,,,,,,,,,,,,,,,15.7
2020-02-06,,,,,,,,,,,,,,,,,,,,,,,,,15.7
2020-02-07,,,,,,,,,,,,,,,,,,,,,,,,,15.5
2020-02-10,,,,,,,,,,,,,,,,,,,,,,,,,15.7
2020-02-13,,,,,,,,,,,,,,,,,,,,,,,,,15.6
2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2020-02-18,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2020-02-19,,,,,,,,,,,,,,,,,,,,,,,,,15.4
2020-02-20,,,,,,,,,,,,,,,,,,,,,,,,,14.6
2020-02-21,,,,,,,,,,,,,,,,,,,,,,,,,14.5
2020-02-24,,,,,,,,,,,,,,,,,,,,,,,,,13.9
2020-02-25,,,,,,,,,,,,,,,,,,,,,,,,,13.8
2020-02-26,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2020-02-27,,,,,,,,,,,,,,,,,,,,,,,,,12.7
2020-02-28,,,,,,,,,,,,,,,,,,,,,,,,,12.6
2020-03-02,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2020-03-03,,,,,,,,,,,,,,,,,,,,,,,,,12.6
2020-03-04,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2020-03-06,,,,,,,,,,,,,,,,,,,,,,,,,12.2
2020-03-09,,,,,,,,,,,,,,,,,,,,,,,,,11.9
2020-03-10,,,,,,,,,,,,,,,,,,,,,,,,,11.8
2020-03-11,,,,,,,,,,,,,,,,,,,,,,,,,11.8
2020-03-12,,,,,,,,,,,,,,,,,,,,,,,,,10.8
2020-03-13,,,,,,,,,,,,,,,,,,,,,,,,,12.9
2020-03-16,,,,,,,,,,,,,,,,,,,,,,,,,12.4
2020-03-25,,,,,,,,,,,,,,,,,,,,,,,,,11.9
2020-03-27,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,,11.9
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,11.9
2020-04-07,,,,,,,,,,,,,,,,,,,,,,,,,11.9
2020-04-09,,,,,,,,,,,,,,,,,,,,,,,,,11.6
2020-04-14,,,,,,,,,,,,,,,,,,,,,,,,,11.2
2020-04-15,,,,,,,,,,,,,,,,,,,,,,,,,11.2
2020-04-17,,,,,,,,,,,,,,,,,,,,,,,,,11.2
2020-04-21,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2020-04-22,,,,,,,,,,,,,,,,,,,,,,,,,10.8
2020-04-23,,,,,,,,,,,,,,,,,,,,,,,,,11.2
2020-04-24,,,,,,,,,,,,,,,,,,,,,,,,,10.9
2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,,11.0
2020-04-28,,,,,,,,,,,,,,,,,,,,,,,,,11.0
2020-04-29,,,,,,,,,,,,,,,,,,,,,,,,,11.2
2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,11.2
2020-05-06,,,,,,,,,,,,,,,,,,,,,,,,,11.0
2020-05-11,,,,,,,,,,,,,,,,,,,,,,,,,11.0
2020-05-12,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2020-05-13,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2020-05-14,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2020-05-15,,,,,,,,,,,,,,,,,,,,,,,,,11.0
2020-05-18,,,,,,,,,,,,,,,,,,,,,,,,,11.0
2020-05-20,,,,,,,,,,,,,,,,,,,,,,,,,11.0
2020-05-22,,,,,,,,,,,,,,,,,,,,,,,,,10.9
2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,,11.0
2020-05-29,,,,,,,,,,,,,,,,,,,,,,,,,11.0
2020-06-01,,,,,,,,,,,,,,,,,,,,,,,,,11.0
2020-06-02,,,,,,,,,,,,,,,,,,,,,,,,,11.1
2020-06-03,,,,,,,,,,,,,,,,,,,,,,,,,11.0
2020-06-04,,,,,,,,,,,,,,,,,,,,,,,,,11.0
2020-06-05,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2020-06-08,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2020-06-09,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2020-06-10,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2020-06-11,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2020-06-12,,,,,,,,,,,,,,,,,,,,,,,,,9.7
2020-06-15,,,,,,,,,,,,,,,,,,,,,,,,,9.85
2020-06-16,,,,,,,,,,,,,,,,,,,,,,,,,10.4
2020-06-18,,,,,,,,,,,,,,,,,,,,,,,,,10.4
2020-06-19,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2020-06-22,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2020-06-23,,,,,,,,,,,,,,,,,,,,,,,,,10.1
2020-06-26,,,,,,,,,,,,,,,,,,,,,,,,,9.7
2020-06-29,,,,,,,,,,,,,,,,,,,,,,,,,9.65
2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2020-07-02,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2020-07-16,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2020-07-17,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2020-07-23,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2020-07-24,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2020-07-27,,,,,,,,,,,,,,,,,,,,,,,,,9.4
2020-07-28,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2020-07-29,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2020-07-30,,,,,,,,,,,,,,,,,,,,,,,,,9.4
2020-07-31,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2020-08-03,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2020-08-04,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2020-08-07,,,,,,,,,,,,,,,,,,,,,,,,,9.05
2020-08-10,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2020-08-11,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2020-08-17,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2020-08-18,,,,,,,,,,,,,,,,,,,,,,,,,9.05
2020-08-19,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2020-08-20,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2020-08-21,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2020-09-02,,,,,,,,,,,,,,,,,,,,,,,,,9.55
2020-09-09,,,,,,,,,,,,,,,,,,,,,,,,,9.55
2020-09-14,,,,,,,,,,,,,,,,,,,,,,,,,9.55
2020-09-15,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2020-09-22,,,,,,,,,,,,,,,,,,,,,,,,,9.25
2020-09-23,,,,,,,,,,,,,,,,,,,,,,,,,9.25
2020-09-24,,,,,,,,,,,,,,,,,,,,,,,,,8.75
2020-09-25,,,,,,,,,,,,,,,,,,,,,,,,,9.15
2020-09-30,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2020-10-02,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2020-10-05,,,,,,,,,,,,,,,,,,,,,,,,,9.25
2020-10-06,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2020-10-07,,,,,,,,,,,,,,,,,,,,,,,,,8.75
2020-10-08,,,,,,,,,,,,,,,,,,,,,,,,,8.95
2020-10-09,,,,,,,,,,,,,,,,,,,,,,,,,8.65
2020-10-12,,,,,,,,,,,,,,,,,,,,,,,,,8.65
2020-10-13,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2020-10-16,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2020-10-20,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2020-10-22,,,,,,,,,,,,,,,,,,,,,,,,,8.55
2020-10-23,,,,,,,,,,,,,,,,,,,,,,,,,8.55
2020-10-27,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2020-10-28,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2020-10-29,,,,,,,,,,,,,,,,,,,,,,,,,8.1
2020-10-30,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2020-11-02,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2020-11-06,,,,,,,,,,,,,,,,,,,,,,,,,8.85
2020-11-10,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2020-11-11,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2020-11-12,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2020-11-13,,,,,,,,,,,,,,,,,,,,,,,,,8.35
2020-11-16,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2020-11-17,,,,,,,,,,,,,,,,,,,,,,,,,8.85
2020-11-18,,,,,,,,,,,,,,,,,,,,,,,,,8.85
2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,,8.85
2020-11-24,,,,,,,,,,,,,,,,,,,,,,,,,8.85
2020-11-25,,,,,,,,,,,,,,,,,,,,,,,,,8.85
2020-11-26,,,,,,,,,,,,,,,,,,,,,,,,,8.85
2020-11-27,,,,,,,,,,,,,,,,,,,,,,,,,8.75
2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2020-12-03,,,,,,,,,,,,,,,,,,,,,,,,,8.25
2020-12-04,,,,,,,,,,,,,,,,,,,,,,,,,8.05
2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,8.3
2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,,8.3
2020-12-09,,,,,,,,,,,,,,,,,,,,,,,,,8.3
2020-12-10,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2020-12-14,,,,,,,,,,,,,,,,,,,,,,,,,8.95
2020-12-15,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2020-12-17,,,,,,,,,,,,,,,,,,,,,,,,,8.95
2020-12-18,,,,,,,,,,,,,,,,,,,,,,,,,9.05
2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2020-12-22,,,,,,,,,,,,,,,,,,,,,,,,,8.25
2020-12-23,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2020-12-24,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2020-12-28,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2020-12-29,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2021-01-04,,,,,,,,,,,,,,,,,,,,,,,,,10.1
2021-01-05,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2021-01-06,,,,,,,,,,,,,,,,,,,,,,,,,11.0
2021-01-07,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2021-01-08,,,,,,,,,,,,,,,,,,,,,,,,,11.4
2021-01-11,,,,,,,,,,,,,,,,,,,,,,,,,11.3
2021-01-13,,,,,,,,,,,,,,,,,,,,,,,,,11.3
2021-01-14,,,,,,,,,,,,,,,,,,,,,,,,,11.2
2021-01-15,,,,,,,,,,,,,,,,,,,,,,,,,11.3
2021-01-18,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2021-01-19,,,,,,,,,,,,,,,,,,,,,,,,,11.0
2021-01-20,,,,,,,,,,,,,,,,,,,,,,,,,10.1
2021-01-21,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2021-01-22,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2021-01-25,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2021-01-26,,,,,,,,,,,,,,,,,,,,,,,,,9.4
2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,9.4
2021-01-28,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2021-01-29,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2021-02-01,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2021-02-02,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2021-02-04,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2021-02-05,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2021-02-08,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2021-02-10,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2021-02-11,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2021-02-12,,,,,,,,,,,,,,,,,,,,,,,,,8.85
2021-02-15,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2021-02-16,,,,,,,,,,,,,,,,,,,,,,,,,8.95
2021-02-17,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2021-02-18,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2021-02-19,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2021-02-22,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2021-02-23,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2021-02-24,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2021-02-25,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2021-02-26,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2021-03-03,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2021-03-04,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2021-03-05,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2021-03-08,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2021-03-10,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2021-03-12,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2021-03-17,,,,,,,,,,,,,,,,,,,,,,,,,9.55
2021-03-18,,,,,,,,,,,,,,,,,,,,,,,,,9.25
2021-03-19,,,,,,,,,,,,,,,,,,,,,,,,,9.55
2021-03-26,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2021-03-29,,,,,,,,,,,,,,,,,,,,,,,,,9.55
2021-03-31,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2021-04-01,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2021-04-07,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2021-04-09,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2021-04-12,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2021-04-14,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2021-04-15,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2021-04-16,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2021-04-20,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2021-04-21,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2021-04-22,,,,,,,,,,,,,,,,,,,,,,,,,10.4
2021-04-23,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2021-04-26,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2021-04-27,,,,,,,,,,,,,,,,,,,,,,,,,10.4
2021-04-28,,,,,,,,,,,,,,,,,,,,,,,,,10.4
2021-04-29,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2021-04-30,,,,,,,,,,,,,,,,,,,,,,,,,10.4
2021-05-03,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2021-05-04,,,,,,,,,,,,,,,,,,,,,,,,,10.9
2021-05-05,,,,,,,,,,,,,,,,,,,,,,,,,10.8
2021-05-06,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2021-05-11,,,,,,,,,,,,,,,,,,,,,,,,,10.4
2021-05-12,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2021-05-18,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2021-05-20,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2021-05-21,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2021-05-26,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2021-05-27,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2021-05-28,,,,,,,,,,,,,,,,,,,,,,,,,10.4
2021-05-31,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2021-06-04,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2021-06-07,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2021-06-08,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2021-06-10,,,,,,,,,,,,,,,,,,,,,,,,,10.1
2021-06-11,,,,,,,,,,,,,,,,,,,,,,,,,10.1
2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2021-06-16,,,,,,,,,,,,,,,,,,,,,,,,,10.1
2021-06-21,,,,,,,,,,,,,,,,,,,,,,,,,10.1
2021-06-24,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2021-06-25,,,,,,,,,,,,,,,,,,,,,,,,,9.25
2021-06-28,,,,,,,,,,,,,,,,,,,,,,,,,9.85
2021-07-05,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2021-07-06,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2021-07-07,,,,,,,,,,,,,,,,,,,,,,,,,8.85
2021-07-08,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2021-07-09,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2021-07-13,,,,,,,,,,,,,,,,,,,,,,,,,8.85
2021-07-14,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2021-07-16,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2021-07-19,,,,,,,,,,,,,,,,,,,,,,,,,9.7
2021-07-20,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2021-07-21,,,,,,,,,,,,,,,,,,,,,,,,,9.75
2021-07-27,,,,,,,,,,,,,,,,,,,,,,,,,9.55
2021-07-30,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2021-08-03,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2021-08-04,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2021-08-05,,,,,,,,,,,,,,,,,,,,,,,,,9.35
2021-08-06,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2021-08-13,,,,,,,,,,,,,,,,,,,,,,,,,9.25
2021-08-20,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2021-08-23,,,,,,,,,,,,,,,,,,,,,,,,,8.95
2021-08-25,,,,,,,,,,,,,,,,,,,,,,,,,8.95
2021-08-26,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2021-08-27,,,,,,,,,,,,,,,,,,,,,,,,,9.45
2021-08-30,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,,9.45
2021-09-01,,,,,,,,,,,,,,,,,,,,,,,,,8.85
2021-09-02,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2021-09-03,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2021-09-09,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2021-09-13,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2021-09-17,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2021-09-21,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2021-09-22,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2021-09-23,,,,,,,,,,,,,,,,,,,,,,,,,9.05
2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2021-10-01,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2021-10-04,,,,,,,,,,,,,,,,,,,,,,,,,8.85
2021-10-05,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2021-10-06,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2021-10-07,,,,,,,,,,,,,,,,,,,,,,,,,8.85
2021-10-08,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2021-10-11,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2021-10-12,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2021-10-13,,,,,,,,,,,,,,,,,,,,,,,,,8.65
2021-10-14,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2021-10-18,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2021-10-19,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2021-10-21,,,,,,,,,,,,,,,,,,,,,,,,,8.3
2021-10-22,,,,,,,,,,,,,,,,,,,,,,,,,8.15
2021-10-25,,,,,,,,,,,,,,,,,,,,,,,,,8.15
2021-10-26,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2021-10-29,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2021-11-01,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2021-11-02,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2021-11-03,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2021-11-04,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2021-11-08,,,,,,,,,,,,,,,,,,,,,,,,,7.95
2021-11-09,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2021-11-10,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2021-11-18,,,,,,,,,,,,,,,,,,,,,,,,,8.45
2021-11-19,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2021-11-22,,,,,,,,,,,,,,,,,,,,,,,,,7.9
2021-11-23,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2021-11-24,,,,,,,,,,,,,,,,,,,,,,,,,8.1
2021-11-25,,,,,,,,,,,,,,,,,,,,,,,,,8.1
2021-11-26,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2021-11-29,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2021-12-02,,,,,,,,,,,,,,,,,,,,,,,,,7.75
2021-12-03,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2021-12-08,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2021-12-13,,,,,,,,,,,,,,,,,,,,,,,,,7.95
2021-12-15,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2021-12-20,,,,,,,,,,,,,,,,,,,,,,,,,8.45
2021-12-22,,,,,,,,,,,,,,,,,,,,,,,,,8.45
2021-12-23,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2021-12-27,,,,,,,,,,,,,,,,,,,,,,,,,8.55
2022-01-04,,,,,,,,,,,,,,,,,,,,,,,,,8.45
2022-01-07,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2022-01-10,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2022-01-11,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2022-01-12,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2022-01-13,,,,,,,,,,,,,,,,,,,,,,,,,8.3
2022-01-17,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2022-01-19,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2022-01-26,,,,,,,,,,,,,,,,,,,,,,,,,8.95
2022-01-27,,,,,,,,,,,,,,,,,,,,,,,,,7.9
2022-01-28,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2022-01-31,,,,,,,,,,,,,,,,,,,,,,,,,7.95
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,8.3
2022-02-02,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2022-02-04,,,,,,,,,,,,,,,,,,,,,,,,,8.75
2022-02-07,,,,,,,,,,,,,,,,,,,,,,,,,8.75
2022-02-10,,,,,,,,,,,,,,,,,,,,,,,,,8.1
2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2022-02-14,,,,,,,,,,,,,,,,,,,,,,,,,8.1
2022-02-18,,,,,,,,,,,,,,,,,,,,,,,,,8.45
2022-02-24,,,,,,,,,,,,,,,,,,,,,,,,,8.1
2022-03-03,,,,,,,,,,,,,,,,,,,,,,,,,8.05
2022-03-04,,,,,,,,,,,,,,,,,,,,,,,,,7.75
2022-03-07,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2022-03-08,,,,,,,,,,,,,,,,,,,,,,,,,7.55
2022-03-09,,,,,,,,,,,,,,,,,,,,,,,,,6.95
2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,6.9
2022-03-11,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2022-03-14,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2022-03-15,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2022-03-16,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2022-03-17,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2022-03-21,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,7.65
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,7.7
2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,7.65
2022-04-05,,,,,,,,,,,,,,,,,,,,,,,,,7.65
2022-04-08,,,,,,,,,,,,,,,,,,,,,,,,,7.65
2022-04-11,,,,,,,,,,,,,,,,,,,,,,,,,7.95
2022-04-12,,,,,,,,,,,,,,,,,,,,,,,,,7.95
2022-04-20,,,,,,,,,,,,,,,,,,,,,,,,,7.7
2022-04-21,,,,,,,,,,,,,,,,,,,,,,,,,7.7
2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,7.65
2022-04-28,,,,,,,,,,,,,,,,,,,,,,,,,7.45
2022-05-02,,,,,,,,,,,,,,,,,,,,,,,,,6.75
2022-05-03,,,,,,,,,,,,,,,,,,,,,,,,,7.3
