,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_y,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity
2023-03-17,11799381.0,1059584413.8,1.05,6.95,0.94,1065.28,0.0,508198854.0,9643473.0,5659230.0,865983875.4,,,17730.0,32.51,,,,27.08,358584.0,298515.0,,,32.51,17730.0,,1017063.0,66603.0,869.62,5.11,,,2.58,2.58,363469888.0,32639595942.4,,32700.9,2.59,18.88,0.1421,24.14,0.0316
2023-03-20,13159175.0,1177219795.5,1.17,7.64,1.04,1184.23,1.0,555695371.98,10114706.0,6211663.0,904861598.76,,,223886.0,48.15,,17135.0,,74.93,535298.0,824798.0,,,48.15,223886.0,1.53,1072145.0,,908.04,,,,2.71,2.71,363506816.0,32519319759.36,,32521.3,2.72,21.73,0.147,23.3,0.0352
2023-03-21,18490192.0,1667445514.56,1.64,10.78,1.47,1660.64,1.0,1007105530.68,14961148.0,11167726.0,1349196326.64,,,2795010.0,454.66,,,,31.14,5053803.0,347116.0,,,454.66,2795010.0,,2398548.0,97740.0,1338.63,9.36,,,4.0,4.0,358958112.0,32370842540.16,,32121.63,4.0,21.66,0.1627,29.22,0.0495
2023-03-22,18501236.0,1681022302.96,1.64,10.86,1.47,1669.55,1.0,1090080220.46,14990004.0,11997361.0,1361991763.44,,,269423.0,79.05,,,,92.64,829842.0,1059679.0,,,79.05,269423.0,,819112.0,207.0,1348.57,0.0,,,3.98,3.98,361397184.0,32836548138.24,,32543.63,3.98,25.43,0.1594,25.46,0.0492
2023-03-23,18517028.0,1774671963.52,1.64,11.03,1.47,1697.73,1.0,1119975697.6,13956749.0,11685890.0,1337614824.16,,,247172.0,81.9,,,,123.06,900000.0,1411226.0,,,81.9,247172.0,,130799.0,1211471.0,1275.49,97.99,,,3.71,3.71,362693248.0,34760520888.32,,33367.2,3.68,20.05,0.1663,31.05,0.0492
2023-03-24,18833724.0,1828754600.4,1.67,10.8,1.49,1793.6,1.0,1115226708.2,14643788.0,11485342.0,1421911814.8,,,148170.0,45.81,,,,41.92,391480.0,613610.0,,,45.81,148170.0,,1152479.0,592028.0,1402.61,52.22,,,3.89,3.89,362177408.0,35167426316.8,,34954.13,3.86,20.18,0.1669,31.18,0.05
2023-03-27,19432920.0,1912976644.8,1.72,10.91,1.54,1874.86,1.0,1190871107.64,15016345.0,12097431.0,1478209001.8,,,722693.0,100.89,,,,58.69,914748.0,617869.0,,,100.89,722693.0,,267733.0,302659.0,1450.2,28.33,,,3.97,3.97,363057856.0,35739415344.64,,35288.93,3.95,19.4,0.1655,31.74,0.0514
2023-03-28,18831416.0,1883141600.0,1.67,10.42,1.49,1839.54,1.0,1239524400.0,14125908.0,12395244.0,1412590800.0,,,106785.0,85.19,,,,99.51,809859.0,1050319.0,,,85.19,106785.0,,53097.0,512046.0,1382.01,44.75,,,3.7,3.7,367220896.0,36722089600.0,,36168.79,3.68,19.98,0.1368,25.65,0.0494
2023-03-29,18990712.0,1918061912.0,1.68,10.4,1.51,1878.08,1.0,1251146893.0,14930874.0,12387593.0,1508018274.0,,,31484.0,65.61,,,,29.99,630697.0,342600.0,,,65.61,31484.0,,1116082.0,638348.0,1482.55,52.48,,,3.9,3.9,368375136.0,37205888736.0,,36875.38,3.87,17.6,0.1421,27.35,0.0495
2023-03-30,18092026.0,1798890145.18,1.6,9.76,1.43,1800.65,1.0,1142193971.74,14508623.0,11487418.0,1442592384.89,,,251524.0,22.14,,8759.0,,133.08,196172.0,1344849.0,,,22.14,251524.0,0.88,671074.0,1105106.0,1449.5,105.45,,,3.88,3.88,359418944.0,35737025601.92,,36093.86,3.86,16.93,0.1239,23.37,0.0484
2023-03-31,18816408.0,1886156737.92,1.67,9.99,1.49,1868.31,1.0,1151597015.52,15042767.0,11488398.0,1507886964.08,,,1163269.0,58.94,,,,144.81,601450.0,1485797.0,,,58.94,1163269.0,,856672.0,600470.0,1502.25,63.05,,,3.95,3.95,365357344.0,36623420162.56,,36464.86,3.96,14.47,0.1123,19.03,0.0495
2023-04-03,16526788.0,1646729156.32,1.47,8.76,1.31,1642.32,1.0,899957746.52,14030413.0,9032093.0,1397990351.32,,100000.0,160809.0,2.39,10.02,,,125.52,28181.0,1275241.0,,100000.0,2.39,160809.0,,2078.0,2484486.0,1406.13,246.97,,,3.69,3.69,366452224.0,36513299599.36,,36640.35,3.7,15.97,0.1094,16.3,0.0434
2023-04-04,16301900.0,1623669240.0,1.45,8.49,1.29,1612.67,1.0,901160581.2,14023135.0,9047797.0,1396704246.0,,,3787.0,87.07,,,,90.75,872915.0,886527.0,,,87.07,3787.0,,875462.0,857211.0,1397.86,87.79,,,3.69,3.69,365681440.0,36421871424.0,,36353.31,3.7,15.95,0.1121,16.55,0.0429
2023-04-05,17107364.0,1734686709.6,1.52,8.79,1.36,1710.25,1.0,998286042.0,15149285.0,9845030.0,1536137499.0,,,1391592.0,61.84,,1278587.0,,107.43,610780.0,1075776.0,,,61.84,1391592.0,137.96,810334.0,1092134.0,1516.05,107.58,,,3.99,3.99,364220032.0,36931911244.8,,36473.66,3.99,15.89,0.1044,16.26,0.0451
2023-04-06,19163540.0,1963113037.6,1.7,9.66,1.52,1931.45,1.0,992612048.48,17280624.0,9689692.0,1770227122.56,,,583831.0,54.11,,,,72.15,505061.0,745858.0,,,54.11,583831.0,,2293366.0,660399.0,1750.6,64.07,,,4.56,4.56,361579264.0,37040179804.16,,36702.86,4.55,15.35,0.1275,24.19,0.0506
2023-04-07,19166540.0,1963420357.6,1.7,9.53,1.52,1941.3,1.0,992612048.48,17283624.0,9689692.0,1770534442.56,,,3000.0,,,,,,,,,,,3000.0,,,,1763.44,,,,4.54,4.54,363199008.0,37206106379.52,,37192.93,4.53,15.33,0.1274,24.26,0.0504
2023-04-10,19625284.0,2010414092.96,1.74,9.76,1.56,2003.43,1.0,992612048.48,17680992.0,9689692.0,1811240820.48,,,602000.0,,,,,20.86,,204633.0,,,,602000.0,,,,1810.56,,,,4.65,4.65,362311648.0,37115205221.12,,37198.98,4.64,17.41,0.1293,23.55,0.0516
2023-04-11,27407624.0,2781873836.0,2.43,13.63,2.17,2799.94,1.0,909772920.0,25970030.0,8963280.0,2635958045.0,,,176959.0,80.48,,,,101.81,781714.0,984276.0,,,80.48,176959.0,,9096356.0,1508126.0,2648.19,140.68,,,6.75,6.75,358952736.0,36433702704.0,,36611.13,6.75,16.57,0.1607,31.22,0.0712
2023-04-12,27629520.0,2813790316.8,2.45,13.94,2.19,2847.34,1.0,1722516056.96,26083748.0,16913944.0,2656368896.32,,,229876.0,40.49,,8149010.0,,134.6,407419.0,1316977.0,,,40.49,229876.0,863.3,1200818.0,605765.0,2639.01,61.26,,,6.74,6.74,360632192.0,36726782433.28,,36521.88,6.74,16.48,0.1605,31.06,0.0714
2023-04-13,30083614.0,3061308560.64,2.67,15.11,2.39,3110.35,1.0,1891365903.36,27675726.0,18586536.0,2816281877.76,,,658830.0,238.95,,250000.0,,111.34,2296448.0,1122806.0,,,238.95,658830.0,26.57,2055955.0,873855.0,2810.64,85.35,,,7.16,7.16,358729344.0,36504298045.44,,36439.35,7.16,15.12,0.1683,32.97,0.0779
2023-04-14,30649172.0,3127441510.88,2.72,15.62,2.43,3163.32,1.0,1879646187.2,29664284.0,18420680.0,3026943539.36,,,1385710.0,141.93,,300000.0,,67.67,1384592.0,678083.0,,,141.93,1385710.0,30.45,1280931.0,1850450.0,3031.33,199.28,,,7.62,7.62,359376128.0,36670740101.12,,36660.63,7.64,18.19,0.1476,27.5,0.0788
2023-04-17,40756864.0,4176763422.72,3.61,20.68,3.23,4225.18,1.0,1831986179.52,33628332.0,17876524.0,3446231463.36,,,3231964.0,25.13,,540941.0,,343.57,231930.0,3374212.0,,,25.13,3231964.0,55.05,4442296.0,1317025.0,3453.69,125.2,34.19,,8.64,8.64,355478944.0,36429482181.12,336000.0,36404.21,8.67,15.21,0.1515,29.65,0.1047
2023-04-18,35261344.0,3574795054.72,3.13,17.77,2.8,3647.28,1.0,2409785162.64,32532688.0,23769828.0,3298163909.44,,,226302.0,680.62,,2000.0,,179.61,6629874.0,1750398.0,,,680.62,226302.0,0.2,428452.0,738572.0,3335.56,79.31,,,8.37,8.37,356210112.0,36112581154.56,,36356.91,8.4,14.24,0.1989,38.44,0.0907
2023-04-19,34009692.0,3467628196.32,3.02,17.03,2.7,3501.96,1.0,2414582053.6,31195356.0,23681660.0,3180678497.76,,,424024.0,19.97,,,,134.42,200555.0,1311050.0,,,19.97,424024.0,,250695.0,288721.0,3177.26,41.24,71.84,,8.05,8.05,356449472.0,36343588165.12,701000.0,36177.09,8.07,10.51,0.1972,39.32,0.0877
2023-04-20,33603996.0,3410805594.0,2.98,16.71,2.66,3466.91,1.0,2357147086.0,31229756.0,23223124.0,3169820234.0,,,658400.0,13.97,,934711.0,,140.69,142294.0,1398213.0,,,13.97,658400.0,95.36,774213.0,1535541.0,3191.51,152.63,,,8.05,8.05,356861184.0,36221410176.0,,36332.75,8.07,10.42,0.1847,38.17,0.0866
2023-04-21,34613024.0,3560987909.12,3.07,17.26,2.74,3565.41,1.0,2279493641.6,31389872.0,22156820.0,3229390031.36,,,516852.0,19.84,,455695.0,,159.25,156917.0,1560721.0,,,19.84,516852.0,46.34,1203984.0,1678917.0,3201.8,174.98,,,8.09,8.09,356710656.0,36698392289.28,,36273.07,8.11,12.24,0.1741,35.98,0.0892
2023-04-24,44175536.0,4542128611.52,3.92,21.76,3.5,4576.68,1.0,2564396604.8,34351708.0,24940640.0,3532042616.56,,,3024274.0,476.93,,17700.0,,350.42,4622701.0,3511325.0,,,476.93,3024274.0,1.82,3448887.0,1856581.0,3543.64,186.32,,,9.02,9.02,346303456.0,35606921345.92,,35525.3,9.07,10.79,0.1492,31.96,0.1161
2023-04-25,32082988.0,3356522204.56,2.84,15.68,2.54,3340.27,1.0,2412302851.2,31287060.0,23057760.0,3273252217.2,,,480766.0,204.51,,,,411.79,1873552.0,4025326.0,,,204.51,480766.0,,479912.0,3756432.0,3249.04,390.8,,,8.22,8.22,349546080.0,36569510889.6,,36114.58,8.25,10.99,0.1819,37.81,0.0842
2023-04-26,30012358.0,3076266695.0,2.66,14.59,2.38,3139.06,1.0,2162508100.0,28383598.0,21097640.0,2909318795.0,,,517661.0,43.59,,,,368.07,419844.0,3616446.0,,,43.59,517661.0,,195323.0,2379965.0,2972.11,234.96,,,7.46,7.46,351952128.0,36075093120.0,,36604.02,7.51,8.97,0.1974,40.36,0.0789
2023-04-27,28920940.0,2944730110.8,2.56,14.02,2.29,2996.34,1.0,2038372457.04,27434856.0,20019372.0,2793417037.92,,,315479.0,0.24,,6902.0,,135.4,28564.0,1275916.0,,,0.24,315479.0,0.79,11696.0,1113732.0,2837.38,130.7,,,7.21,7.21,353155072.0,35958249431.04,,36176.85,7.27,9.38,0.2058,41.48,0.076
2023-04-28,30739904.0,3073990400.0,2.73,14.81,2.44,3160.71,1.0,1859912400.0,28876762.0,18599124.0,2887676200.0,,,1132582.0,14.75,,163092.0,,146.97,142964.0,1421252.0,,,14.75,1132582.0,17.14,1730575.0,1726306.0,2965.3,185.24,,,7.57,7.57,352685760.0,35268576000.0,,35781.89,7.65,13.57,0.1888,38.35,0.0806
2023-05-01,30520394.0,3052039400.0,2.71,14.79,2.42,3110.7,1.0,1861442400.0,28641952.0,18614424.0,2864195200.0,,,28255.0,0.0,,,,28.44,15300.0,263066.0,,,0.0,28255.0,,,,2909.74,,,,7.51,7.51,352578240.0,35257824000.0,,35324.59,7.61,13.65,0.1911,38.67,0.0801
2023-05-02,29230526.0,2840330211.42,2.59,14.17,2.32,2952.47,1.0,1777837672.86,25536876.0,18296158.0,2481418240.92,,,518292.0,6.36,,71487.0,,382.29,166168.0,3802400.0,,,6.36,518292.0,7.12,179033.0,555920.0,2572.07,58.16,,,6.96,6.96,341551360.0,33188545651.2,,33947.13,7.04,13.47,0.2025,40.4,0.0796
2023-05-03,27524286.0,2694902842.26,2.44,13.35,2.18,2732.55,1.0,1702380360.36,24760388.0,17387196.0,2424289589.08,,,501769.0,10.2,,,,161.75,104680.0,1634685.0,,,10.2,501769.0,,356428.0,1013642.0,2448.29,126.95,,,6.74,6.74,342653696.0,33549223375.36,,33227.06,6.86,14.29,0.2196,42.25,0.0749
2023-05-04,30108226.0,2985230607.9,2.67,15.53,2.39,3021.2,1.0,1770541380.0,27058128.0,17857200.0,2682813391.2,,,789874.0,94.6,,,,115.34,896280.0,1208207.0,,,94.6,789874.0,,2716072.0,426276.0,2706.08,42.07,,,7.39,7.39,339035456.0,33615365462.4,,33304.62,7.51,13.0,0.1913,38.52,0.0822
2023-05-05,29059416.0,2951274288.96,2.57,15.06,2.3,2946.24,1.0,1818790916.16,26282556.0,17908536.0,2669256387.36,,,179395.0,16.79,,,,123.18,165000.0,1259105.0,,,16.79,179395.0,,304138.0,113664.0,2659.17,6.23,,,7.17,7.17,340121728.0,34542762695.68,,33800.76,7.29,13.35,0.2004,39.39,0.0793
2023-05-08,29146204.0,2922198413.04,2.58,14.95,2.31,2999.66,1.0,1828072262.16,26420714.0,18233316.0,2648940785.64,,,309350.0,52.08,,119835.0,,32.1,275075.0,336516.0,,,52.08,309350.0,12.18,165325.0,70130.0,2710.36,6.97,,,7.21,7.21,340095392.0,34097964001.92,,34454.95,7.29,13.39,0.2093,40.63,0.0795
2023-05-09,30954256.0,3121427175.04,2.74,15.99,2.45,3164.29,1.0,1828646677.6,26879040.0,18134140.0,2710482393.6,,,587536.0,28.97,,,,41.88,385825.0,397216.0,,,28.97,587536.0,,268006.0,485000.0,2722.24,49.16,,,7.33,7.33,339937472.0,34279294676.48,,34165.04,7.38,12.5,0.1902,38.2,0.0844
2023-05-10,29650152.0,2929731519.12,2.63,15.94,2.35,3015.66,1.0,1673915112.26,27316984.0,16940746.0,2699191189.04,,,690916.0,34.85,,,,95.56,344812.0,928142.0,,,34.85,690916.0,,675169.0,1538207.0,2756.65,159.93,,,7.46,7.46,338724960.0,33469413297.6,,33995.88,7.5,15.57,0.1771,35.22,0.081
2023-05-11,33634184.0,3335165685.44,2.98,18.49,2.66,3397.93,1.0,2076363398.16,31743128.0,20939526.0,3147648572.48,,,1393830.0,426.07,,373853.0,,60.81,4249927.0,584549.0,,,426.07,1393830.0,37.7,3616865.0,625000.0,3163.21,63.68,,,8.67,8.67,334534144.0,33172405719.04,,33140.54,8.71,10.14,0.1614,34.74,0.0918
2023-05-12,37134088.0,3687414938.4,3.29,20.87,2.94,3754.02,1.0,2014566226.8,36101168.0,20287676.0,3584845982.4,,,2410185.0,28.14,,,,177.52,217930.0,1760920.0,,,28.14,2410185.0,,3708776.0,869780.0,3604.45,84.78,,,9.88,9.88,329310080.0,32700490944.0,,32737.03,9.92,11.15,0.1493,31.76,0.1016
2023-05-15,40801496.0,4067093121.28,3.61,23.13,3.23,4069.23,1.0,2334643158.4,37142340.0,23421380.0,3702348451.2,,,1173877.0,333.25,,,,42.23,3252221.0,417641.0,,,333.25,1173877.0,,284933.0,118516.0,3645.48,11.84,,,10.14,10.14,329041920.0,32798898585.6,,32671.8,10.04,10.2,0.1744,36.31,0.1114
2023-05-16,39103612.0,3923656428.08,3.46,22.65,3.1,3967.46,1.0,2496691988.8,37256192.0,24882320.0,3738286305.28,,,792560.0,192.47,,946000.0,,187.77,1952482.0,2503965.0,,,192.47,792560.0,95.36,1825256.0,1437544.0,3734.75,141.8,,,10.18,10.18,328582624.0,32969980492.16,,32783.18,10.23,10.49,0.1902,38.66,0.1069
2023-05-17,53374072.0,5276560757.92,4.73,31.38,4.23,5413.15,1.0,2313671591.76,41494148.0,23403516.0,4102111471.28,,,5039057.0,82.46,,25611.0,,384.03,804643.0,3814765.0,,,82.46,5039057.0,2.57,3013665.0,2309057.0,4157.23,214.0,,,11.5,11.5,319473632.0,31583163259.52,,32006.42,11.5,7.76,0.312,53.64,0.1479
2023-05-18,58928712.0,5884621180.32,5.22,35.34,4.67,5968.08,1.0,2867204086.68,42150800.0,28712238.0,4209178888.0,,,25205.0,613.08,,265248.0,,162.0,5981395.0,1582909.0,,,613.08,25205.0,26.66,2214355.0,937921.0,4191.23,95.31,,,11.7,11.7,318093504.0,31764817309.44,,31572.25,11.72,6.86,0.3432,56.67,0.1636
2023-05-19,57237664.0,5816491415.68,5.07,34.81,4.53,5823.68,1.0,2839572944.24,40478952.0,27943052.0,4113471102.24,,,1129466.0,111.18,,1804.0,,350.03,1150000.0,3562233.0,,,111.18,1129466.0,0.16,760919.0,1920990.0,4060.58,201.65,,,11.22,11.22,320345184.0,32553477598.08,,32071.16,11.24,7.8,0.3001,52.14,0.1586
2023-05-22,44111580.0,4424391474.0,3.91,26.87,3.49,4536.28,1.0,2885907025.6,42021988.0,28772752.0,4214805396.4,,,1929236.0,196.4,,,,366.18,1779385.0,3618727.0,,,196.4,1929236.0,,3232528.0,949685.0,4257.63,87.59,,,11.64,11.64,318854432.0,31981099529.6,,32261.14,11.66,14.49,0.2147,40.38,0.1222
2023-05-23,63082848.0,6377675932.8,5.59,39.49,5.0,6435.44,2.0,2630241459.6,49063644.0,26016236.0,4960334408.4,,,5710933.0,0.0,,,,397.72,52209.0,3908651.0,,,0.0,5710933.0,,5239375.0,2808726.0,4940.44,288.69,,,13.55,13.55,313073248.0,31651705372.8,,31488.08,13.56,15.55,0.2664,47.11,0.1742
2023-05-24,68474176.0,6907674874.88,6.07,43.67,5.43,7026.04,2.0,3936725382.72,68080248.0,39023844.0,6867935418.24,,,15806606.0,637.35,,10145000.0,,637.37,5978892.0,6352358.0,,,637.35,15806606.0,1025.66,9562359.0,3116282.0,6898.9,325.19,,,18.76,18.76,294858432.0,29745318620.16,,29817.8,18.79,22.29,0.1577,24.76,0.1887
2023-05-25,86224424.0,8493105764.0,7.64,55.51,6.83,8794.25,2.0,4973553802.0,76552784.0,50492932.0,7540449224.0,,,2489100.0,1161.79,,,,268.42,11484088.0,2612066.0,,,1161.79,2489100.0,,8595500.0,15000.0,7722.42,2.12,,,20.03,20.03,305629056.0,30104462016.0,,30720.64,20.09,19.71,0.1608,27.43,0.2256
2023-05-26,91066464.0,9052006521.6,8.07,58.93,7.22,9145.52,2.0,4749821048.0,78848176.0,47784920.0,7837508694.4,,,3651703.0,,,,,553.35,,5445891.0,,,,3651703.0,,4089578.0,2708013.0,7783.49,266.41,,,20.49,20.49,306043200.0,30420694080.0,,30213.92,20.48,18.47,0.1458,25.0,0.2366
2023-05-29,89476824.0,8535192174.45,7.93,57.87,7.09,9033.54,2.0,4567906246.54,76868720.0,47886648.0,7332505425.13,,,36800.0,5.13,,51066.0,,199.44,51066.0,2016253.0,,,5.13,36800.0,5.49,,406.0,7640.64,0.03,,,19.95,19.95,308413952.0,29419599756.92,,30566.29,20.0,18.89,0.1503,25.38,0.2322
2023-05-30,87435056.0,8246000131.36,7.75,57.5,6.93,8710.43,2.0,4347679682.8,75746912.0,46099880.0,7143691270.72,,,208979.0,0.0,,215000.0,,194.46,27923.0,1938520.0,,,0.0,208979.0,22.37,607726.0,2029690.0,7453.43,228.49,,,19.63,19.63,310155392.0,29250755019.52,,30349.23,19.72,19.49,0.1529,25.04,0.2266
2023-05-31,86970352.0,8251746997.76,7.7,56.99,6.89,8390.65,2.0,4325486976.64,75664096.0,45589028.0,7179009428.48,,120989.0,398724.0,,11.41,,,83.15,,506273.0,,120989.0,,398724.0,,24740.0,510852.0,7161.7,104.71,11.94,,19.71,19.71,308279680.0,29249576038.4,120989.0,29150.22,19.72,19.3,0.1523,25.14,0.2265
2023-06-01,85815768.0,8084703503.28,7.6,53.71,6.8,8246.81,2.0,4278029748.68,75966448.0,45409508.0,7156799066.08,,,332718.0,68.15,,,,67.01,738379.0,688917.0,,,68.15,332718.0,,658551.0,917900.0,7169.21,95.29,,,19.74,19.74,308928512.0,29104155115.52,,29150.63,19.74,19.69,0.1493,23.77,0.223
2023-06-02,84570344.0,8032491273.12,7.49,53.45,6.7,8157.46,2.0,4280301434.16,76102696.0,45065292.0,7228234066.08,,,208798.0,2.42,,,,6.6,26081.0,72656.0,,,2.42,208798.0,,100.0,370294.0,7202.2,29.5,,,19.44,19.44,315347744.0,29951728725.12,,29784.5,19.47,19.87,0.1506,23.7,0.216
2023-06-05,83646608.0,7974031140.64,7.41,52.81,6.63,8121.16,2.0,4384062732.4,76869760.0,45988280.0,7327994220.8,,,852745.0,166.52,,163128.0,,46.11,1678359.0,504918.0,,,166.52,852745.0,15.43,419240.0,918500.0,7313.85,75.67,,,19.62,19.62,314892768.0,30018727573.44,,29941.82,19.63,20.08,0.1579,25.47,0.2135
2023-06-06,80281968.0,7736773256.16,7.11,51.78,6.36,7835.6,2.0,4490898665.56,76203424.0,46600588.0,7343723970.88,,,381462.0,179.36,,1273804.0,,1060.14,1819256.0,11248897.0,,,179.36,381462.0,129.53,10201096.0,2480752.0,7287.79,242.67,,,19.4,19.4,316550048.0,30505928125.76,,30266.36,19.41,21.1,0.1582,27.58,0.2044
2023-06-07,72338936.0,6868581973.2,6.41,46.89,5.73,7112.24,2.0,3332766268.8,56728256.0,35100224.0,5386347907.2,,,4107192.0,2.25,,980000.0,,2314.16,21823.0,24337608.0,,,2.25,4107192.0,100.11,755253.0,12502188.0,5465.48,1187.56,,,14.44,14.44,336252064.0,31927133476.8,,32268.84,14.48,13.86,0.1958,38.15,0.1841
2023-06-08,54022160.0,5155874950.4,4.79,35.49,4.28,5269.95,1.0,3251029984.0,49296436.0,34063600.0,4704851851.84,,,1328811.0,254.35,,,,944.76,2736536.0,9605390.0,,,254.35,1328811.0,,844760.0,3773161.0,4675.15,402.18,,,12.53,12.53,344105088.0,32841389598.72,,32619.52,12.54,10.47,0.1981,39.18,0.1373
2023-06-09,58226544.0,5554812297.6,5.16,39.55,4.61,5716.7,1.0,3186053193.6,45572452.0,33396784.0,4347611920.8,,,2591669.0,53.61,,,,949.12,412505.0,10035257.0,,,53.61,2591669.0,,3719603.0,1079320.0,4356.27,98.92,,,11.69,11.69,344397856.0,32855555462.4,,32884.62,11.7,12.46,0.2763,48.77,0.1493
2023-06-12,47430432.0,4506839648.64,4.2,32.81,3.76,4668.29,1.0,2920307812.24,44462528.0,30733612.0,4224829410.56,,,1992363.0,259.96,,15056.0,,624.47,2612732.0,6522048.0,,,259.96,1992363.0,1.43,3419761.0,5290959.0,4239.89,525.67,,,11.32,11.32,348183232.0,33084370704.64,,33175.68,11.33,21.5,0.2492,42.28,0.1208
2023-06-13,49293908.0,4630176778.44,4.37,35.35,3.9,4787.35,1.0,2907615548.76,41888328.0,30955132.0,3934570649.04,,,608787.0,491.58,,560248.0,,627.77,5153647.0,6546477.0,,,491.58,608787.0,53.38,3365278.0,5492374.0,3972.36,570.87,0.17,,10.68,10.68,350282976.0,32902079935.68,1788.0,33124.45,10.71,31.07,0.242,35.11,0.1257
2023-06-14,43091816.0,4049768867.68,3.82,31.49,3.41,4133.51,1.0,3009575108.6,31454568.0,32023570.0,2956100300.64,,,206602.0,442.62,,,,1082.22,4823634.0,11307686.0,,,442.62,206602.0,,667324.0,3755197.0,2954.28,397.9,,,8.03,8.03,360343680.0,33865099046.4,,33814.29,8.03,30.21,0.2519,37.14,0.11
2023-06-15,35641048.0,3359525184.48,3.16,26.21,2.82,3395.66,1.0,2711505782.4,24703712.0,28766240.0,2328571893.12,,,17764.0,96.45,,906346.0,,757.65,1024443.0,8056231.0,,,96.45,17764.0,85.19,1287612.0,5188119.0,2317.41,523.16,,,6.34,6.34,365178784.0,34421752179.84,,34216.44,6.34,23.85,0.2095,34.71,0.0914
2023-06-16,28744004.0,2749651422.64,2.55,21.51,2.28,2754.24,1.0,2095493139.76,21905730.0,21905636.0,2095502131.8,,,258334.0,50.38,,,,350.7,531008.0,3773566.0,,,50.38,258334.0,,717249.0,7391611.0,2071.1,700.55,,,5.63,5.63,367478208.0,35152965377.28,,34731.58,5.63,21.5,0.1579,24.41,0.0738
2023-06-19,30084766.0,2842709539.34,2.66,21.41,2.38,2885.9,1.0,2101278446.96,21325438.0,22238104.0,2015040636.62,,,507475.0,52.64,,,,230.04,550151.0,2497353.0,,,52.64,507475.0,,1409586.0,217683.0,2038.44,18.2,,,5.46,5.46,369374336.0,34902181008.64,,35218.39,5.47,20.51,0.1574,26.2,0.077
2023-06-20,23214560.0,2274330443.2,2.06,16.46,1.84,2244.46,1.0,1450701551.7,18820718.0,14807610.0,1843865742.46,,,455086.0,5.83,,695316.0,,335.63,40000.0,3471769.0,,,5.83,455086.0,65.7,511963.0,8165811.0,1792.34,772.9,,,4.81,4.81,372218016.0,36466199027.52,,35500.09,4.81,19.17,0.1339,19.57,0.0594
2023-06-21,24947780.0,2445630873.4,2.21,17.26,1.98,2446.84,1.0,1470349421.22,17192360.0,14998974.0,1685367050.8,,,99854.0,65.18,,,,194.81,685108.0,2138452.0,,,65.18,99854.0,,410240.0,493744.0,1679.96,33.05,,,4.41,4.41,372584320.0,36524440889.6,,36373.7,4.41,17.26,0.1258,17.8,0.064
2023-06-22,27691532.0,2703247353.84,2.45,19.21,2.19,2733.67,1.0,1769352347.52,16722471.0,18124896.0,1632447619.02,,,389484.0,350.99,,,,115.51,3478295.0,1180862.0,,,350.99,389484.0,,321489.0,352374.0,1639.38,33.86,,,4.29,4.29,372841792.0,36396815735.04,,36500.52,4.3,15.48,0.1208,16.46,0.0711
2023-06-23,25598776.0,2524039313.6,2.27,17.72,2.03,2524.35,1.0,1509589171.0,19345426.0,15310235.0,1907459003.6,,,1117440.0,39.51,,,,298.99,363321.0,3050124.0,,,39.51,1117440.0,,4555639.0,3177981.0,1897.99,324.97,,,4.96,4.96,371070016.0,36587503577.6,,36391.38,4.96,19.67,0.1378,23.71,0.0656
2023-06-26,24777216.0,2424202813.44,2.19,16.95,1.96,2453.13,1.0,1482640845.36,18430384.0,15153729.0,1803228770.56,,,915.0,271.33,,,,92.02,2758017.0,957855.0,,,271.33,915.0,,41898.0,2914523.0,1815.76,278.11,,,4.69,4.69,374877632.0,36678027514.88,,36844.34,4.7,17.95,0.1475,24.33,0.063
2023-06-27,23934872.0,2342984620.08,2.12,16.21,1.9,2345.12,1.0,1423885718.97,18532228.0,14545773.0,1814119798.92,,,854798.0,43.75,,,,137.43,479246.0,1387494.0,,,43.75,854798.0,,634540.0,1087202.0,1814.0,119.38,,,4.71,4.71,375118400.0,36720340176.0,,36628.86,4.72,15.46,0.1427,25.29,0.0608
2023-06-28,24260132.0,2397871446.88,2.15,16.49,1.92,2386.93,1.0,1498220970.12,18005518.0,15158043.0,1779665399.12,,,94813.0,208.63,,,,62.89,2131195.0,628466.0,,,208.63,94813.0,,6943.0,1518925.0,1769.53,147.56,,,4.57,4.57,376223520.0,37185932716.8,,36960.7,4.57,21.3,0.1615,25.03,0.0615
