,NRJ FP Equity_DX_SI_QTY,NRJ FP Equity_DX_SHORT_INTEREST_VALUE,NRJ FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,NRJ FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,NRJ FP Equity_DX_SI_MV,NRJ FP Equity_DX_DSS,NRJ FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,NRJ FP Equity_DX_SUPPLY_SI_QTY,NRJ FP Equity_DX_BROKER_SI_QTY,NRJ FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,NRJ FP Equity_DX_BROKER_SI_MV_NEW_x,NRJ FP Equity_DX_SUPPLY_SI_QTY_NEW_x,NRJ FP Equity_DX_SUPPLY_SI_QTY_INC_x,NRJ FP Equity_DX_BROKER_SI_MV_INC_x,NRJ FP Equity_DX_SUPPLY_SI_MV_NEW,NRJ FP Equity_DX_BROKER_SI_QTY_ADD,NRJ FP Equity_DX_BROKER_SI_QTY_NEW,NRJ FP Equity_DX_SUPPLY_SI_MV_DEC,NRJ FP Equity_DX_BROKER_SI_QTY_INC,NRJ FP Equity_DX_SUPPLY_SI_QTY_DEC,NRJ FP Equity_DX_BROKER_SI_MV_NEW_y,NRJ FP Equity_DX_SUPPLY_SI_QTY_NEW_y,NRJ FP Equity_DX_BROKER_SI_MV_INC_y,NRJ FP Equity_DX_SUPPLY_SI_QTY_INC_y,NRJ FP Equity_DX_BROKER_SI_MV_ADD,NRJ FP Equity_DX_SUPPLY_SI_QTY_ADD,NRJ FP Equity_DX_BROKER_SI_QTY_DEC,NRJ FP Equity_DX_SUPPLY_SI_MV,NRJ FP Equity_DX_BROKER_SI_MV_DEC,NRJ FP Equity_DX_SUPPLY_SI_MV_RMV,NRJ FP Equity_DX_BROKER_SI_MV_RMV,NRJ FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,NRJ FP Equity_DX_UTILIZATION_QUANTITY,NRJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,NRJ FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,NRJ FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,NRJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,NRJ FP Equity_DX_ACTIVE_UTILIZATION_MV,NRJ FP Equity_DX_BROKER_SI_MARKET_SHARE_2,NRJ FP Equity_DX_BROKER_SI_CON_RATIO,NRJ FP Equity_DX_BROKER_SI_MARKET_SHARE_1,NRJ FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-05-12,72000.0,1973880.0,8.08,0.66,1.94,,986940.0,36000.0,36000.0,986940.0,,,,,,,,,,,,,,,,,,0.97,,,,100.0,9.98,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1996
2020-05-13,72000.0,1943568.0,7.87,0.66,1.95,,971784.0,36000.0,36000.0,971784.0,,,,,,,,,,,,,,,,,,0.97,,,,100.0,9.98,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1996
2020-05-14,104200.0,2794123.0,11.28,0.95,2.8,,1598174.0,44600.0,59600.0,1195949.0,,,8600.0,0.62,,,,,23600.0,,,,0.62,8600.0,,,,1.19,,,,100.0,12.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2888
2020-05-15,104200.0,2768906.6,11.18,0.95,2.76,,1583750.8,44600.0,59600.0,1185155.8,,,,,,,,,,,,,,,,,,1.18,,,,100.0,12.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2888
2020-05-18,79200.0,2176891.2,8.71,0.72,2.11,,1638165.6,19600.0,59600.0,538725.6,,,,,,,,0.65,,25000.0,,,,,,,,0.52,,,,43.57,5.43,25390.0,697869.54,,0.68,43.57,,1.0,100.0,0.2195
2020-05-19,45600.0,1251355.2,5.14,0.41,1.25,,949493.2,11000.0,34600.0,301862.0,,,,,,,,0.22,,8600.0,,,,,,,25000.0,0.3,0.64,,,24.45,3.05,33990.0,932753.58,,0.94,24.45,,1.0,100.0,0.1264
2020-05-20,36600.0,1024763.4,4.16,0.33,1.02,,716774.4,11000.0,25600.0,307989.0,,,,,,,,,,,,,,,,,9000.0,0.3,0.22,,,24.45,3.05,33990.0,951686.01,,0.94,24.45,,1.0,100.0,0.1014
2020-05-21,36600.0,1004816.4,4.08,0.33,1.02,,702822.4,11000.0,25600.0,301994.0,,,,,,,,,,,,,,,,,,0.31,,,,24.45,3.05,33990.0,933161.46,,0.94,24.45,,1.0,100.0,0.1014
2020-05-22,74700.0,2077631.1,8.34,0.67,2.07,,1418463.0,36400.0,51000.0,1012393.2,,,12700.0,0.34,,12700.0,,,12700.0,,,,0.34,12700.0,0.35,12700.0,,1.01,,,,63.1,9.13,21290.0,592138.77,,0.6,62.95,24.82,0.6268,75.18,0.1873
2020-05-25,108700.0,3077840.5,12.57,0.98,3.0,,1925420.0,53400.0,68000.0,1512021.0,,,17000.0,0.47,,,,,17000.0,,,,0.47,17000.0,,,,1.47,,,,100.0,13.39,0.0,0.0,,0.0,100.0,18.82,0.6945,81.18,0.2725
2020-05-26,115900.0,3327373.1,14.2,1.05,3.26,,2055564.4,57000.0,71600.0,1636413.0,,,3600.0,0.14,,,,,3600.0,,,,0.14,3600.0,,,,1.61,,,,100.0,14.29,0.0,0.0,,0.0,100.0,17.89,0.7062,82.11,0.2906
2020-05-27,107300.0,3035087.8,13.76,0.97,3.06,,2025277.6,48400.0,71600.0,1369042.4,,,,,,,,0.23,,8600.0,,,,,,,,1.38,,,,100.0,12.14,0.0,0.0,,0.0,100.0,17.9,0.7061,82.1,0.269
2020-05-28,83700.0,2439436.5,10.5,0.75,2.4,,1398960.0,48400.0,48000.0,1410618.0,,,,,,,,,,,,,,,,,23600.0,1.39,0.65,,,100.0,12.14,0.0,0.0,,0.0,100.0,26.15,0.6138,73.85,0.2099
2020-05-29,83700.0,2448727.2,10.79,0.75,2.44,,1404288.0,48400.0,48000.0,1415990.4,,,,,,,,,,,,,,,,,,1.42,,,,100.0,11.87,0.0,0.0,,0.0,100.0,26.58,0.6097,73.42,0.2053
2020-06-01,54000.0,1591164.0,7.48,0.48,1.57,,1414368.0,18700.0,48000.0,551014.2,,,,,,,,0.87,,29700.0,,,,,,,,0.55,,,,32.41,4.59,38990.0,1148879.34,,1.14,32.35,26.52,0.6102,73.48,0.1325
2020-06-02,28600.0,851164.6,4.1,0.26,0.83,,672598.6,18700.0,22600.0,556530.7,,,,,,,,0.37,,12700.0,,,,,,,25400.0,0.55,0.73,,,32.41,4.59,38990.0,1160381.39,,1.14,32.35,,1.0,100.0,0.0702
2020-06-03,11600.0,350436.0,1.67,0.1,0.34,,169176.0,6000.0,5600.0,181260.0,,,,,,,,,,,,,,,,,17000.0,0.18,0.49,,,13.34,1.57,38990.0,1177887.9,,1.16,13.34,,1.0,100.0,0.0304
2020-06-04,81400.0,2450954.0,11.76,0.72,2.46,,1219455.0,40900.0,40500.0,1231499.0,,,34900.0,1.06,,,,,34900.0,,,,1.06,34900.0,,,,1.24,,,,100.0,10.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2131
2020-06-05,105400.0,3257914.0,14.77,0.93,3.2,,1622775.0,52900.0,52500.0,1635139.0,,,4090.0,0.36,,,,,12000.0,,,,0.36,4090.0,,7910.0,,1.62,,,,100.0,13.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2741
2020-06-08,105400.0,3207743.6,14.34,0.93,3.21,,1597785.0,52900.0,52500.0,1609958.6,,,,,,,,,,,,,,,,,,1.61,,,,100.0,13.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2741
2020-06-09,105400.0,3213329.8,14.08,0.91,3.21,,1600567.5,52900.0,52500.0,1612762.3,,,,,,,,,,,,,,,,,,1.62,,,,100.0,9.2,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1832
2020-06-10,99800.0,3001185.6,13.62,0.84,3.02,,1578780.0,47300.0,52500.0,1422405.6,,,,,,,,0.18,,5600.0,,,,,,,,1.44,,,,100.0,6.29,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1328
2020-06-11,99800.0,2896695.0,15.6,0.84,3.02,,1523812.5,47300.0,52500.0,1372882.5,,,,,,,,,,,,,,,,,,1.45,,,,100.0,6.29,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1328
2020-06-12,103800.0,3043208.4,16.11,0.87,3.03,,1568513.0,50300.0,53500.0,1474695.4,,,3000.0,0.0,,,,,1000.0,,,,0.0,3000.0,,,,1.48,,,,100.0,6.69,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1381
2020-06-15,100200.0,2900088.6,13.16,0.84,2.9,,1444255.7,50300.0,49900.0,1455832.9,,,,,,,,,,,,,,,,,3600.0,1.46,0.1,,,100.0,6.81,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1356
2020-06-16,65100.0,1930996.2,6.04,0.54,1.87,,1655139.6,9300.0,55800.0,275856.6,,,,0.16,,,,1.19,5900.0,41000.0,,,0.16,,,,,0.27,,,,19.26,1.26,38975.0,1156076.45,,1.14,19.26,,1.0,100.0,0.088
2020-06-17,53100.0,1583973.0,4.97,0.44,1.57,,1306554.0,9300.0,43800.0,277419.0,,,,,,,,,,,,,,,,,12000.0,0.28,0.31,,,19.26,1.26,38975.0,1162624.25,,1.16,19.26,,1.0,100.0,0.0718
2020-06-18,53100.0,1585831.5,4.92,0.44,1.59,,1308087.0,9300.0,43800.0,277744.5,,,,,,,,,,,,,,,,,,0.28,,,,19.26,1.26,38975.0,1163988.38,,1.15,19.26,,1.0,100.0,0.0718
2020-06-19,53100.0,1594327.5,4.98,0.44,1.58,,1315095.0,9300.0,43800.0,279232.5,,,,,,,,,,,,,,,,,,0.28,,,,19.26,1.26,38975.0,1170224.38,,1.16,19.26,,1.0,100.0,0.0718
2020-06-22,53100.0,1590610.5,4.99,0.44,1.58,,1312029.0,9300.0,43800.0,278581.5,,,,,,,,,,,,,,,,,,0.28,,,,19.26,1.26,38975.0,1167496.13,,1.16,19.26,,1.0,100.0,0.0718
2020-06-23,53100.0,1602027.0,4.97,0.43,1.57,,1321446.0,9300.0,43800.0,280581.0,,,,,,,,,,,,,,,,,,0.28,,,,19.26,1.26,38975.0,1175875.75,,1.16,19.26,,1.0,100.0,0.0718
2020-06-24,8900.0,263529.0,0.86,0.07,0.27,,263529.0,0.0,8900.0,0.0,,,,,,,,0.28,,9300.0,,,,,,,34900.0,0.0,1.03,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0094
2020-06-25,8900.0,265353.5,0.87,0.07,0.26,,265353.5,0.0,8900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0119
2020-06-26,8900.0,262772.5,0.86,0.07,0.26,,262772.5,0.0,8900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0119
2020-06-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,8900.0,0.0,0.26,,,0.0,0.0,767283.0,22940994.42,,22.36,0.0,,0.0,,0.0
2020-06-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,767254.0,23040637.62,,22.63,0.0,,0.0,,0.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,767295.0,23196862.44,,22.71,0.0,,0.0,,0.0
2020-07-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,710221.0,21695120.89,,21.19,0.0,,0.0,,0.0
2020-07-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,711681.0,21820139.46,,21.42,0.0,,0.0,,0.0
2020-07-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,711687.0,21864394.47,,21.49,0.0,,0.0,,0.0
2020-07-07,118000.0,3636760.23,10.57,0.94,3.66,,3636760.23,59000.0,118000.0,1818380.11,,,,,,118000.0,,,,,,,,,3.66,59000.0,,1.83,,,,19.67,8.29,241000.0,7427620.46,,7.46,19.67,49.92,0.5,50.08,0.1658
2020-07-08,118000.0,3663310.0,10.54,0.94,3.67,,3663310.0,59000.0,118000.0,1831655.0,,,,,,,,,,,,,,,,,,1.83,,,,19.67,7.8,241000.0,7481845.0,,7.49,19.67,49.95,0.5,50.05,0.156
2020-07-09,118000.0,3623190.0,10.77,0.94,3.64,,3623190.0,59000.0,118000.0,1811595.0,,,,,,,,,,,,,,,,,,1.83,,,,19.67,8.29,241000.0,7399905.0,,7.48,19.67,49.72,0.5,50.28,0.1658
2020-07-10,138300.0,4310811.0,13.54,1.1,4.28,,4310811.0,79300.0,138300.0,2471781.0,,,20300.0,0.61,,,,,20300.0,,,,0.61,20300.0,,,,2.44,,,,26.43,11.33,220700.0,6879219.0,,6.78,26.43,43.03,0.5097,56.97,0.1976
2020-07-13,138300.0,4384110.0,13.38,1.1,4.33,,4384110.0,79300.0,138300.0,2513810.0,,,,,,,,,,,,,,,,,,2.47,,,,26.43,11.33,220700.0,6996190.0,,6.86,26.43,43.07,0.5096,56.93,0.1976
2020-07-14,138300.0,4331141.1,13.21,1.09,4.36,,4331141.1,79300.0,138300.0,2483438.1,,,,,,,,,,,,,,,,,,2.51,,,,26.43,11.33,220700.0,6911661.9,,6.99,26.43,42.36,0.5117,57.64,0.1976
2020-07-15,138300.0,4438047.0,13.07,1.08,4.33,,2544737.0,79300.0,79300.0,2544737.0,,,,,,,,,,,,,,,,,59000.0,2.48,1.85,,,26.43,11.33,220700.0,7082263.0,,6.91,26.43,42.66,0.5108,57.34,0.1976
2020-07-16,20300.0,652645.0,1.91,0.16,0.65,,652645.0,20300.0,20300.0,652645.0,,,,,,,,1.83,,59000.0,,,,,,,59000.0,0.65,1.83,,,6.77,2.9,279700.0,8992355.0,,8.96,6.77,,1.0,100.0,0.029
2020-07-17,20300.0,659750.0,1.88,0.16,0.65,,659750.0,20300.0,20300.0,659750.0,,,,,,,,,,,,,,,,,,0.65,,,,6.77,2.9,279700.0,9090250.0,,8.99,6.77,,1.0,100.0,0.029
2020-07-20,20300.0,664926.5,1.9,0.16,0.66,,664926.5,20300.0,20300.0,664926.5,,,,,,,,,,,,,,,,,,0.66,,,,6.77,2.9,279700.0,9161573.5,,9.1,6.77,,1.0,100.0,0.029
2020-07-21,54400.0,1789488.0,5.09,0.43,1.78,,1789488.0,54400.0,54400.0,1789488.0,,,34100.0,1.13,,,,,34100.0,,,,1.13,34100.0,,,,1.78,,,,18.13,7.77,245600.0,8079012.0,,8.05,18.13,,1.0,100.0,0.0777
2020-07-22,94400.0,3096320.0,8.69,0.73,3.1,,2440320.0,54100.0,74400.0,1774480.0,,,,0.67,,,,0.65,20000.0,20300.0,,,0.67,,,20000.0,,1.78,,,,15.69,7.72,290775.0,9537420.0,,9.56,15.67,,1.0,100.0,0.1348
2020-07-23,74100.0,2446782.0,6.77,0.58,2.42,,1786382.0,54100.0,54100.0,1786382.0,,,,,,,,,,,,,,,,,20300.0,1.77,0.66,,,15.69,7.72,290775.0,9601390.5,,9.52,15.68,,1.0,100.0,0.1058
2020-07-24,74100.0,2398246.5,6.83,0.57,2.44,,1750946.5,54100.0,54100.0,1750946.5,,,,,,,,,,,,,,,,,,1.78,,,,15.69,7.71,290775.0,9410932.88,,9.61,15.62,,1.0,100.0,0.1056
2020-07-27,74100.0,2396394.0,7.61,0.57,2.39,,1749594.0,54100.0,54100.0,1749594.0,,,,,,,,,,,,,,,,,,1.75,,,,15.75,7.72,289490.0,9362106.6,,9.37,15.72,,1.0,100.0,0.1057
2020-07-28,74100.0,2399728.5,11.57,0.56,2.39,,1752028.5,54100.0,54100.0,1752028.5,,,,,,,,,,,,,,,,,,1.75,,,,15.75,7.72,289490.0,9375133.65,,9.41,15.7,,1.0,100.0,0.1057
2020-07-29,74100.0,2399728.5,11.77,0.57,2.39,,1752028.5,54100.0,54100.0,1752028.5,,,,,,,,,,,,,,,,,,1.75,,,,15.75,7.72,289490.0,9375133.65,,9.38,15.7,,1.0,100.0,0.1057
2020-07-30,80300.0,2561570.0,12.6,0.62,2.61,,1824680.0,57200.0,57200.0,1824680.0,,,3100.0,0.11,,,,,3100.0,,,,0.11,3100.0,,,,1.86,,,,16.65,8.16,286390.0,9135841.0,,9.31,16.64,,1.0,100.0,0.1146
2020-07-31,81100.0,2575736.0,12.01,0.62,2.58,,1394264.0,58000.0,43900.0,1842080.0,,,20800.0,,,,,0.65,,20000.0,,,,20800.0,,,13300.0,1.85,0.46,,,16.88,8.27,285590.0,9070338.4,,9.1,16.88,,1.0,100.0,0.1157
2020-08-03,27000.0,881577.0,3.92,0.21,0.86,,780358.9,23900.0,23900.0,780358.9,,,,,,,,1.09,,34100.0,,,,,,,20000.0,0.76,0.64,,,6.97,3.41,318990.0,10415342.49,,10.15,6.97,,1.0,100.0,0.0386
2020-08-04,27000.0,874935.0,3.89,0.2,0.88,,774479.5,23900.0,23900.0,774479.5,,,,,,,,,,,,,,,,,,0.78,,,,6.99,3.42,318190.0,10310946.95,,10.4,6.99,,1.0,100.0,0.0386
2020-08-05,27000.0,878445.0,3.82,0.2,0.87,,777586.5,23900.0,23900.0,777586.5,,,,,,,,,,,,,,,,,,0.77,,,,6.99,3.42,318190.0,10352311.65,,10.3,6.99,,1.0,100.0,0.0386
2020-08-06,59700.0,1954279.5,8.16,0.44,1.94,,1852801.0,56600.0,56600.0,1852801.0,,,32700.0,1.07,,,,,32700.0,,,,1.07,32700.0,,,,1.84,,,,16.55,8.1,285490.0,9345515.15,,9.3,16.54,,1.0,100.0,0.0854
2020-08-07,81300.0,2714037.9,11.47,0.6,2.67,,1555647.8,67400.0,46600.0,2250014.2,,,10800.0,,,,,,,,,,,10800.0,,,10000.0,2.21,0.33,,,19.7,9.64,274690.0,9169976.27,,9.01,19.7,,1.0,100.0,0.1163
2020-08-10,60500.0,2000735.0,8.18,0.45,2.01,,1541062.0,46600.0,46600.0,1541062.0,,,,,,,,0.67,,20800.0,,,,,,,,1.55,,,,13.62,6.67,295490.0,9771854.3,,9.84,13.59,,1.0,100.0,0.0865
2020-08-11,60500.0,2034917.5,8.04,0.45,2.0,,1567391.0,46600.0,46600.0,1567391.0,,,,,,,,,,,,,,,,,,1.54,,,,13.62,6.67,295490.0,9938806.15,,9.75,13.63,,1.0,100.0,0.0865
2020-08-12,93500.0,3160954.5,12.34,0.67,3.13,,2133221.7,63100.0,63100.0,2133221.7,,,16500.0,0.58,,,,,16500.0,,,,0.58,16500.0,,,,2.1,,,,19.1,9.03,267300.0,9036611.1,,8.99,18.98,,1.0,100.0,0.1337
2020-08-13,93500.0,3170585.0,12.12,0.67,3.14,,2139721.0,63100.0,63100.0,2139721.0,,,,,,,,,,,,,,,,,,2.13,,,,19.1,9.03,267300.0,9064143.0,,9.03,19.06,,1.0,100.0,0.1337
2020-08-14,99900.0,3328668.0,13.3,0.72,3.36,,2209116.0,66300.0,66300.0,2209116.0,,,3200.0,0.13,,,,,3200.0,,,,0.13,3200.0,,,,2.23,,,,19.87,9.49,267300.0,8906436.0,,9.06,19.75,,1.0,100.0,0.143
2020-08-17,89100.0,3008372.4,12.08,0.64,2.98,,2238553.2,22800.0,66300.0,769819.2,,,,,,,,1.47,,43500.0,,,,,,,,0.76,,,,54.82,3.26,18790.0,634425.56,,0.62,54.82,,1.0,100.0,0.1275
2020-08-18,45600.0,1527554.4,6.4,0.33,1.52,,763777.2,22800.0,22800.0,763777.2,,,,,,,,,,,,,,,,,43500.0,0.76,1.45,,,54.82,3.26,18790.0,629446.21,,0.63,54.82,,1.0,100.0,0.0653
2020-08-19,55000.0,1853720.0,7.72,0.39,1.83,,926860.0,27500.0,27500.0,926860.0,,,4700.0,0.15,,,,,4700.0,,,,0.15,4700.0,,,,0.91,,,,100.0,3.94,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0788
2020-08-20,55000.0,1817365.0,7.94,0.39,1.84,,908682.5,27500.0,27500.0,908682.5,,,,,,,,,,,,,,,,,,0.92,,,,100.0,3.94,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0788
2020-08-21,55000.0,1847395.0,7.98,0.39,1.84,,923697.5,27500.0,27500.0,923697.5,,,,,,,,,,,,,,,,,,0.92,,,,100.0,3.94,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0787
2020-08-24,89600.0,3036096.0,13.01,0.63,2.99,,1518048.0,44800.0,44800.0,1518048.0,,,14090.0,0.58,,,,,17300.0,,,,0.58,14090.0,,3210.0,,1.49,,,,100.0,6.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1233
2020-08-25,103100.0,3494780.7,14.66,0.73,3.52,,2643966.0,58300.0,78000.0,1976195.1,,,,1.16,,,,0.63,33200.0,19700.0,,,1.16,,,33200.0,,1.99,,,,16.91,6.81,286500.0,9711490.5,,9.74,16.99,,1.0,100.0,0.1205
2020-08-26,83400.0,2848944.0,11.93,0.58,2.82,,1991528.0,58300.0,58300.0,1991528.0,,,,,,,,,,,,,,,,,19700.0,1.98,0.68,,,16.91,6.81,286500.0,9786840.0,,9.71,16.9,,1.0,100.0,0.0974
2020-08-27,89400.0,3028425.0,12.76,0.62,3.05,,2076537.5,61300.0,61300.0,2076537.5,,,3000.0,0.11,,,,,3000.0,,,,0.11,3000.0,,,,2.09,,,,17.78,7.16,283500.0,9603562.5,,9.7,17.76,,1.0,100.0,0.1044
2020-08-28,89400.0,3010545.0,12.89,0.62,3.02,,2064277.5,61300.0,61300.0,2064277.5,,,,,,,,,,,,,,,,,,2.07,,,,17.78,7.16,283500.0,9546862.5,,9.61,17.73,,1.0,100.0,0.1044
2020-08-31,89600.0,2999987.2,13.37,0.62,3.01,,2052446.6,28300.0,61300.0,947540.6,,,,,,,,1.12,,33200.0,,,,,,200.0,,0.95,,,,62.89,3.3,16700.0,559149.4,,0.56,62.89,0.33,0.9935,99.67,0.1046
2020-09-01,56400.0,1872536.4,7.83,0.39,1.9,,932948.1,28300.0,28100.0,939588.3,,,,,,,,,,,,,,,,,33200.0,0.96,1.12,,,62.89,3.3,16700.0,554456.7,,0.57,62.89,0.7,0.986,99.3,0.0658
2020-09-02,56400.0,1926229.2,7.97,0.39,1.9,,959699.3,28300.0,28100.0,966529.9,,,,,,,,,,,,,,,,,,0.96,,,,60.47,3.3,18500.0,631830.5,,0.63,60.47,0.7,0.986,99.3,0.0657
2020-09-03,100400.0,3316212.0,14.18,0.69,3.43,,1654803.0,50300.0,50100.0,1661409.0,,,22000.0,0.77,,,,,22000.0,,,,0.77,22000.0,,,,1.72,,,,100.0,5.86,0.0,0.0,,0.0,100.0,0.4,0.9921,99.6,0.1169
2020-09-04,87500.0,2863787.5,12.34,0.6,2.92,,1937556.8,37400.0,59200.0,1224064.6,,,,0.29,,,,0.8,9100.0,22000.0,,,0.29,,,9100.0,,1.22,,,,24.36,4.81,116100.0,3799836.9,,3.82,24.17,0.33,0.9934,99.67,0.1125
2020-09-07,65500.0,2173945.0,8.43,0.45,2.13,,1234668.0,37400.0,37200.0,1241306.0,,,,,,,,,,,,,,,,,22000.0,1.22,0.8,,,24.36,4.81,116100.0,3853359.0,,3.8,24.29,0.54,0.9893,99.46,0.0842
2020-09-08,68400.0,2240920.8,9.02,0.47,2.26,,1320308.6,37200.0,40300.0,1218746.4,,,,0.12,,,,0.01,3100.0,200.0,,,0.12,,,,,1.23,,,,24.27,5.49,116100.0,3803668.2,,3.84,24.21,0.48,1.0,100.0,0.1009
2020-09-09,68400.0,2286748.8,8.96,0.47,2.22,,1347309.6,37200.0,40300.0,1243670.4,,,,,,,,,,,,,,,,,,1.21,,,,24.27,5.49,116100.0,3881455.2,,3.79,24.12,,1.0,100.0,0.1009
2020-09-10,46400.0,1541918.4,6.17,0.32,1.53,,1339209.3,15200.0,40300.0,505111.2,,,,,,,,0.7,,22000.0,,,,,,,,0.51,,,,14.06,2.24,92900.0,3087159.9,,3.09,14.05,,1.0,100.0,0.0685
2020-09-11,24400.0,809079.6,3.38,0.17,0.81,,606809.7,15200.0,18300.0,504016.8,,,,,,,,,,,,,,,,,22000.0,0.51,0.72,,,14.06,2.24,92900.0,3080471.1,,3.09,14.08,,1.0,100.0,0.036
2020-09-14,30600.0,1021030.2,4.3,0.21,1.01,,714053.8,18300.0,21400.0,610616.1,,,,0.11,,,,,3100.0,,,,0.11,,,3100.0,,0.6,,,,12.08,2.7,133190.0,4444150.73,,4.41,12.06,,1.0,100.0,0.0452
2020-09-15,83600.0,2825680.0,11.07,0.57,2.79,,2514720.0,71300.0,74400.0,2409940.0,,,,1.77,,,,,53000.0,,,,1.77,,,53000.0,,2.38,,,,15.79,10.62,380190.0,12850422.0,,12.68,15.79,,1.0,100.0,0.1246
2020-09-16,143600.0,4873066.0,19.15,0.97,4.85,,3542814.0,92200.0,104400.0,3128807.0,,,30000.0,1.05,,,,0.3,30000.0,9100.0,,,1.05,30000.0,,,,3.11,,,,27.18,13.74,247000.0,8381945.0,,8.34,27.17,,1.0,100.0,0.2139
2020-09-17,175200.0,5869550.4,23.73,1.19,5.94,,4539521.0,132900.0,135500.0,4452415.8,,,40200.0,1.07,,,,,31100.0,,,,1.07,40200.0,,500.0,,4.5,,,,39.12,19.8,206800.0,6928213.6,,7.03,39.02,,1.0,100.0,0.2611
2020-09-18,175200.0,5789659.2,23.36,1.18,5.84,,4477733.0,132900.0,135500.0,4391813.4,,,,,,,,,,,,,,,,,,4.43,,,,39.12,19.8,206800.0,6833912.8,,6.91,39.04,,1.0,100.0,0.2611
2020-09-21,175200.0,5738500.8,24.43,1.16,5.81,,4438167.0,132900.0,135500.0,4353006.6,,,,,,,,,,,,,,,,,,4.4,,,,39.12,19.8,206800.0,6773527.2,,6.85,39.09,,1.0,100.0,0.2611
2020-09-22,175200.0,5760926.4,23.49,1.15,5.73,,4455511.0,79900.0,135500.0,2627271.8,,,,,,,,1.78,,53000.0,,,,,,,,2.6,,,,23.52,10.55,259800.0,8542743.6,,8.51,23.42,,1.0,100.0,0.2314
2020-09-23,122200.0,4043109.2,15.41,0.8,4.0,,2729595.0,79900.0,82500.0,2643571.4,,,,,,,,,,,,,,,,,53000.0,2.61,1.74,,,23.52,10.55,259800.0,8595742.8,,8.53,23.46,,1.0,100.0,0.1614
2020-09-24,164500.0,5396916.0,20.56,1.07,5.42,,4110842.4,100800.0,125300.0,3307046.4,,,21400.0,0.74,,21400.0,,0.02,21400.0,500.0,,,0.74,21400.0,0.7,,,3.3,,,,29.72,13.32,238400.0,7821427.2,,7.89,29.51,16.92,0.7189,83.08,0.2173
2020-09-25,210661.0,6968455.22,26.03,1.37,6.93,,6062090.62,168961.0,183261.0,5589060.92,,,,0.28,,48000.0,,0.63,9961.0,19800.0,,,0.28,,1.58,87961.0,,5.56,,,,38.62,20.93,268490.0,8881380.71,,8.83,38.66,26.17,0.4675,62.06,0.2609
2020-09-28,180661.0,6129827.73,22.11,1.17,5.99,,5200145.73,98961.0,153261.0,3357746.73,,,,,,,,2.29,,70000.0,,,,,,,30000.0,3.27,0.95,,,21.62,11.55,358850.0,12175780.5,,12.04,21.38,31.23,0.4148,54.49,0.2109
2020-09-29,180661.0,6168127.86,22.3,1.17,6.13,,5232637.06,128761.0,153261.0,4396158.06,,,,,,,,,,,,,,,,29800.0,,4.37,,,,26.41,15.02,358850.0,12251856.7,,12.35,26.15,31.31,0.4163,54.64,0.2107
