,NRJ FP Equity_DX_SI_QTY,NRJ FP Equity_DX_SHORT_INTEREST_VALUE,NRJ FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,NRJ FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,NRJ FP Equity_DX_SI_MV,NRJ FP Equity_DX_DSS,NRJ FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,NRJ FP Equity_DX_SUPPLY_SI_QTY,NRJ FP Equity_DX_BROKER_SI_QTY,NRJ FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,NRJ FP Equity_DX_BROKER_SI_MV_NEW_x,NRJ FP Equity_DX_SUPPLY_SI_QTY_NEW_x,NRJ FP Equity_DX_SUPPLY_SI_QTY_INC_x,NRJ FP Equity_DX_BROKER_SI_MV_INC_x,NRJ FP Equity_DX_SUPPLY_SI_MV_NEW,NRJ FP Equity_DX_BROKER_SI_QTY_ADD,NRJ FP Equity_DX_BROKER_SI_QTY_NEW,NRJ FP Equity_DX_SUPPLY_SI_MV_DEC,NRJ FP Equity_DX_BROKER_SI_QTY_INC,NRJ FP Equity_DX_SUPPLY_SI_QTY_DEC,NRJ FP Equity_DX_BROKER_SI_MV_NEW_y,NRJ FP Equity_DX_SUPPLY_SI_QTY_NEW_y,NRJ FP Equity_DX_BROKER_SI_MV_INC_y,NRJ FP Equity_DX_SUPPLY_SI_QTY_INC_y,NRJ FP Equity_DX_BROKER_SI_MV_ADD,NRJ FP Equity_DX_SUPPLY_SI_QTY_ADD,NRJ FP Equity_DX_BROKER_SI_QTY_DEC,NRJ FP Equity_DX_SUPPLY_SI_MV,NRJ FP Equity_DX_BROKER_SI_MV_DEC,NRJ FP Equity_DX_SUPPLY_SI_MV_RMV,NRJ FP Equity_DX_BROKER_SI_MV_RMV,NRJ FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,NRJ FP Equity_DX_UTILIZATION_QUANTITY,NRJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,NRJ FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,NRJ FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,NRJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,NRJ FP Equity_DX_ACTIVE_UTILIZATION_MV,NRJ FP Equity_DX_BROKER_SI_MARKET_SHARE_2,NRJ FP Equity_DX_BROKER_SI_CON_RATIO,NRJ FP Equity_DX_BROKER_SI_MARKET_SHARE_1,NRJ FP Equity_DX_DEMAND_SUPPLY_RATIO
2008-01-29,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1000.0,30260.0,,0.03,0.0,,0.0,,0.0
2008-01-30,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1000.0,29742.51,,0.03,0.0,,0.0,,0.0
2008-01-31,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1000.0,29277.64,,0.03,0.0,,0.0,,0.0
2008-02-01,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1000.0,30224.91,,0.03,0.0,,0.0,,0.0
2008-02-04,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1000.0,31233.58,,0.03,0.0,,0.0,,0.0
2008-02-05,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1000.0,30049.49,,0.04,0.0,,0.0,,0.0
2008-02-06,370.0,11033.94,0.03,,0.01,0.0,0.0,370.0,0.0,11033.94,,,,,,,,,,,,,,,,370.0,,0.01,,,,100.0,37.0,0.0,0.0,,0.0,100.0,,0.0,,0.37
2008-02-07,370.0,10521.18,0.03,,0.01,0.0,0.0,370.0,0.0,10521.18,,,,,,,,,,,,,,,,,,0.01,,,,100.0,37.0,0.0,0.0,,0.0,100.0,,0.0,,0.37
2008-02-08,370.0,10430.31,0.03,,0.01,0.0,0.0,370.0,0.0,10430.31,,370.0,,,0.01,,,0.01,,370.0,,370.0,,,,,,0.01,,,,100.0,37.0,0.0,0.0,,0.0,100.0,,0.0,,0.37
2008-02-11,370.0,10517.94,0.03,,0.01,0.0,0.0,370.0,0.0,10517.94,,,,,,,,,,,,,,,,,,0.01,,,,100.0,37.0,0.0,0.0,,0.0,100.0,,0.0,,0.37
2008-02-12,370.0,11160.5,0.03,,0.01,0.0,0.0,370.0,0.0,11160.5,,,,,,,,,,,,,,,,,,0.01,,,,100.0,37.0,0.0,0.0,,0.0,100.0,,0.0,,0.37
2008-02-13,370.0,11624.58,0.03,,0.01,0.0,0.0,370.0,0.0,11624.58,,,,,,,,,,,,,,,,,,0.01,,,,100.0,37.0,0.0,0.0,,0.0,100.0,,0.0,,0.37
2008-02-14,370.0,11916.65,0.03,,0.01,0.0,0.0,370.0,0.0,11916.65,,,,,,,,,,,,,,,,,,0.01,,,,100.0,37.0,0.0,0.0,,0.0,100.0,,0.0,,0.37
2008-02-15,370.0,11488.27,0.03,,0.01,0.0,0.0,370.0,0.0,11488.27,,,,,,,,,,,,,,,,,,0.01,,,,100.0,37.0,0.0,0.0,,0.0,100.0,,0.0,,0.37
2008-02-18,370.0,11731.67,0.03,,0.01,0.0,0.0,370.0,0.0,11731.67,,,,,,,,,,,,,,,,,,0.01,,,,100.0,37.0,0.0,0.0,,0.0,100.0,,0.0,,0.37
2008-02-19,370.0,11812.8,0.03,,0.01,0.0,0.0,370.0,0.0,11812.8,,,,,,,,,,,,,,,,,,0.01,,,,100.0,37.0,0.0,0.0,,0.0,100.0,,0.0,,0.37
2008-02-20,370.0,11238.39,0.03,,0.01,0.0,0.0,370.0,0.0,11238.39,,,,,,,,,,,,,,,,,,0.01,,,,100.0,37.0,0.0,0.0,,0.0,100.0,,0.0,,0.37
2008-02-21,370.0,11449.33,0.03,,0.01,0.0,0.0,370.0,0.0,11449.33,,,,,,,,,,,,,,,,,,0.01,,,,100.0,37.0,0.0,0.0,,0.0,100.0,,0.0,,0.37
2008-02-22,370.0,11196.2,0.03,,0.01,0.0,0.0,370.0,0.0,11196.2,,,,,,,,,,,,,,,,,,0.01,,,,100.0,37.0,0.0,0.0,,0.0,100.0,,0.0,,0.37
2008-02-25,370.0,11235.14,0.03,,0.01,0.0,0.0,370.0,0.0,11235.14,,,,,,,,,,,,,,,,,,0.01,,,,100.0,37.0,0.0,0.0,,0.0,100.0,,0.0,,0.37
2008-02-26,370.0,11527.22,0.03,,0.01,0.0,0.0,370.0,0.0,11527.22,,,,,,,,,,,,,,,,,,0.01,,,,100.0,37.0,0.0,0.0,,0.0,100.0,,0.0,,0.37
2008-02-27,370.0,11520.73,0.03,,0.01,0.0,0.0,370.0,0.0,11520.73,,,,,,,,,,,,,,,,,,0.01,,,,100.0,37.0,0.0,0.0,,0.0,100.0,,0.0,,0.37
2008-02-28,370.0,11183.22,0.04,,0.01,0.0,0.0,370.0,0.0,11183.22,,,,,,,,,,,,,,,,,,0.01,,,,100.0,37.0,0.0,0.0,,0.0,100.0,,0.0,,0.37
2008-02-29,370.0,10943.07,0.04,,0.01,0.0,0.0,370.0,0.0,10943.07,,,,,,,,,,,,,,,,,,0.01,,,,100.0,37.0,0.0,0.0,,0.0,100.0,,0.0,,0.37
2008-03-03,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.01,,370.0,,,,,,,,0.0,,,,0.0,0.0,1000.0,28944.34,,0.03,0.0,,0.0,,0.0
2008-03-04,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1000.0,28988.2,,0.03,0.0,,0.0,,0.0
2008-03-05,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1000.0,29689.88,,0.03,0.0,,0.0,,0.0
2008-03-06,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1000.0,29549.54,,0.03,0.0,,0.0,,0.0
2008-03-07,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1000.0,28532.11,,0.03,0.0,,0.0,,0.0
2008-03-10,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1000.0,28067.24,,0.03,0.0,,0.0,,0.0
2008-03-11,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1000.0,28549.65,,0.03,0.0,,0.0,,0.0
2008-03-12,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1000.0,29295.19,,0.03,0.0,,0.0,,0.0
2008-03-13,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1300.0,36954.91,,0.04,0.0,,0.0,,0.0
2008-03-14,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1300.0,36601.44,,0.04,0.0,,0.0,,0.0
2008-03-17,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1300.0,34731.46,,0.04,0.0,,0.0,,0.0
2008-03-18,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1300.0,35780.47,,0.04,0.0,,0.0,,0.0
2008-03-19,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1300.0,35620.84,,0.04,0.0,,0.0,,0.0
2008-03-20,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1300.0,35221.76,,0.04,0.0,,0.0,,0.0
2008-03-21,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1300.0,35221.76,,0.04,0.0,,0.0,,0.0
2008-03-24,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1300.0,35221.76,,0.04,0.0,,0.0,,0.0
2008-03-25,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1300.0,36510.22,,0.04,0.0,,0.0,,0.0
2008-03-26,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1300.0,36464.61,,0.04,0.0,,0.0,,0.0
2008-03-27,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1300.0,37616.25,,0.04,0.0,,0.0,,0.0
2008-03-28,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,47279.27,,0.05,0.0,,0.0,,0.0
2008-03-31,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,46886.33,,0.05,0.0,,0.0,,0.0
2008-04-01,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,48808.94,,0.05,0.0,,0.0,,0.0
2008-04-02,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,49145.74,,0.06,0.0,,0.0,,0.0
2008-04-03,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,49075.58,,0.06,0.0,,0.0,,0.0
2008-04-04,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,50521.04,,0.06,0.0,,0.0,,0.0
2008-04-07,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,51292.89,,0.06,0.0,,0.0,,0.0
2008-04-08,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,50535.07,,0.06,0.0,,0.0,,0.0
2008-04-09,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,50380.7,,0.06,0.0,,0.0,,0.0
2008-04-10,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,49931.63,,0.06,0.0,,0.0,,0.0
2008-04-11,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,49524.65,,0.06,0.0,,0.0,,0.0
2008-04-14,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,49075.58,,0.06,0.0,,0.0,,0.0
2008-04-15,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,50352.63,,0.06,0.0,,0.0,,0.0
2008-04-16,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,51741.96,,0.06,0.0,,0.0,,0.0
2008-04-17,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,51433.22,,0.06,0.0,,0.0,,0.0
2008-04-18,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,52345.41,,0.06,0.0,,0.0,,0.0
2008-04-21,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,51770.03,,0.06,0.0,,0.0,,0.0
2008-04-22,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,52527.85,,0.06,0.0,,0.0,,0.0
2008-04-23,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,53201.46,,0.06,0.0,,0.0,,0.0
2008-04-24,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,52555.91,,0.06,0.0,,0.0,,0.0
2008-04-25,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,53117.26,,0.06,0.0,,0.0,,0.0
2008-04-28,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,53285.66,,0.06,0.0,,0.0,,0.0
2008-04-29,1600.0,52191.04,0.31,,0.06,0.0,52191.04,0.0,1600.0,0.0,,,,,,1600.0,,,,,,,,,0.06,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.0
2008-04-30,1600.0,53103.22,0.3,,0.06,0.0,53103.22,0.0,1600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.0
2008-05-01,1600.0,53103.22,0.28,,0.06,0.0,53103.22,0.0,1600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.0
2008-05-02,1600.0,53622.47,0.28,,0.06,0.0,53622.47,0.0,1600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.0
2008-05-05,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1600.0,0.0,0.06,,,0.0,0.0,1600.0,52976.92,,0.06,0.0,,0.0,,0.0
2008-05-06,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,52134.9,,0.06,0.0,,0.0,,0.0
2008-05-07,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,52892.72,,0.06,0.0,,0.0,,0.0
2008-05-08,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,52976.92,,0.06,0.0,,0.0,,0.0
2008-05-09,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,52738.35,,0.06,0.0,,0.0,,0.0
2008-05-12,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,52626.08,,0.06,0.0,,0.0,,0.0
2008-05-13,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,53215.49,,0.06,0.0,,0.0,,0.0
2008-05-14,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,54871.46,,0.06,0.0,,0.0,,0.0
2008-05-15,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,54689.02,,0.06,0.0,,0.0,,0.0
2008-05-16,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,55152.13,,0.06,0.0,,0.0,,0.0
2008-05-19,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,56415.16,,0.06,0.0,,0.0,,0.0
2008-05-20,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,55418.77,,0.06,0.0,,0.0,,0.0
2008-05-21,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,55446.84,,0.06,0.0,,0.0,,0.0
2008-05-22,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,55573.14,,0.06,0.0,,0.0,,0.0
2008-05-23,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,54394.32,,0.06,0.0,,0.0,,0.0
2008-05-26,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,54169.78,,0.06,0.0,,0.0,,0.0
2008-05-27,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,53285.66,,0.06,0.0,,0.0,,0.0
2008-05-28,4438.0,148813.17,0.66,,5.01,0.0,148813.17,0.0,4438.0,0.0,,,,,,4438.0,,,,,,,,,5.01,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.7738
2008-05-29,4438.0,146088.37,0.64,,5.01,0.0,146088.37,0.0,4438.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.7738
2008-05-30,4438.0,151499.05,0.64,,5.01,0.0,151499.05,0.0,4438.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.7738
2008-06-02,4438.0,151732.61,0.64,,5.01,0.0,151732.61,0.0,4438.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.7738
2008-06-03,4438.0,152900.38,0.67,,5.01,0.0,152900.38,0.0,4438.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.7738
2008-06-04,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,4438.0,0.0,5.01,,,0.0,0.0,1600.0,53608.44,,0.06,0.0,,0.0,,0.0
2008-06-05,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,53804.91,,0.06,0.0,,0.0,,0.0
2008-06-06,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,54085.58,,0.06,0.0,,0.0,,0.0
2008-06-09,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,52612.05,,0.06,0.0,,0.0,,0.0
2008-06-10,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,52794.48,,0.06,0.0,,0.0,,0.0
2008-06-11,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1600.0,51770.03,,0.06,0.0,,0.0,,0.0
2008-06-12,4300.0,140376.56,0.63,,0.16,0.0,140376.56,0.0,4300.0,0.0,,,,,,4300.0,,,,,,,,,0.16,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3871
