,RNO FP Equity_DX_SI_QTY,RNO FP Equity_DX_SHORT_INTEREST_VALUE,RNO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,RNO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,RNO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,RNO FP Equity_DX_SI_MV,RNO FP Equity_DX_DSS,RNO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,RNO FP Equity_DX_SUPPLY_SI_QTY,RNO FP Equity_DX_BROKER_SI_QTY,RNO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,RNO FP Equity_DX_BROKER_SI_MV_NEW_x,RNO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,RNO FP Equity_DX_SUPPLY_SI_QTY_INC_x,RNO FP Equity_DX_BROKER_SI_MV_INC_x,RNO FP Equity_DX_SUPPLY_SI_MV_NEW,RNO FP Equity_DX_BROKER_SI_QTY_ADD,RNO FP Equity_DX_BROKER_SI_QTY_NEW,RNO FP Equity_DX_SUPPLY_SI_MV_DEC,RNO FP Equity_DX_BROKER_SI_QTY_INC,RNO FP Equity_DX_SUPPLY_SI_QTY_DEC,RNO FP Equity_DX_BROKER_SI_MV_NEW_y,RNO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,RNO FP Equity_DX_BROKER_SI_MV_INC_y,RNO FP Equity_DX_SUPPLY_SI_QTY_INC_y,RNO FP Equity_DX_BROKER_SI_MV_ADD,RNO FP Equity_DX_SUPPLY_SI_QTY_ADD,RNO FP Equity_DX_BROKER_SI_QTY_DEC,RNO FP Equity_DX_SUPPLY_SI_MV,RNO FP Equity_DX_BROKER_SI_MV_DEC,RNO FP Equity_DX_SUPPLY_SI_MV_RMV,RNO FP Equity_DX_BROKER_SI_MV_RMV,RNO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,RNO FP Equity_DX_UTILIZATION_QUANTITY,RNO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,RNO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,RNO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,RNO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,RNO FP Equity_DX_ACTIVE_UTILIZATION_MV,RNO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,RNO FP Equity_DX_BROKER_SI_CON_RATIO,RNO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,RNO FP Equity_DX_DEMAND_SUPPLY_RATIO,RNO FP Equity_PX_LAST
2011-05-26,18874664.0,607132367.79,10.61,9.82,6.38,744.47,2.0,451880180.36,7061358.0,14048150.0,227139354.76,,,81251.0,,,4646.0,,69.0,,1783828.0,,,,81251.0,0.19,40000.0,4673726.0,278.07,178.43,,,13.34,13.34,45889792.0,1476115181.4,,1789.32,13.45,14.47,0.1336,28.89,0.3565,38.715
2011-05-27,18171066.0,589784192.7,10.22,9.66,6.14,709.67,2.0,438993758.0,6411924.0,13525260.0,208113900.42,,,64451.0,8.98,,1000.0,,28.31,295625.0,722234.0,,,8.98,64451.0,0.04,8349.0,819515.0,250.79,33.59,,,11.87,11.87,47609436.0,1545274931.94,,1832.58,12.04,15.16,0.1401,30.5,0.3364,39.065
2011-05-30,16763556.0,540269963.2,9.42,8.95,5.67,656.35,2.0,404765062.58,5792245.0,12559095.0,186677337.01,,,1600.0,2.65,,,,24.03,72800.0,621279.0,,,2.65,1600.0,,,1038965.0,228.0,39.94,,,10.76,10.76,48039740.0,1548265091.35,,1871.78,10.86,16.21,0.1482,32.04,0.3114,38.79
2011-05-31,16417804.0,537720483.69,9.23,8.97,5.55,644.82,2.0,404966951.89,5355691.0,12364543.0,175411081.47,,,1289.0,,,,,17.11,,437851.0,,,,1289.0,,8.0,194552.0,211.09,7.17,,,10.03,10.03,48029288.0,1573068601.29,,1861.72,10.18,16.27,0.152,32.65,0.3075,39.42
2011-06-01,16082096.0,522315861.72,9.04,8.8,5.44,636.63,2.0,390834135.12,5218465.0,12033776.0,169485808.52,,,,15.56,,,,5.31,390000.0,137226.0,,,15.56,,,,720767.0,207.58,26.19,,,9.81,9.81,47986796.0,1558519779.0,,1892.15,9.89,16.54,0.1357,29.4,0.3023,39.09
2011-06-02,15541197.0,489382651.43,8.74,8.64,5.26,608.36,2.0,377209923.92,4730385.0,11978957.0,148956888.82,,,10600.0,0.0,,,,20.41,15181.0,498680.0,,,0.0,10600.0,,,70000.0,184.57,2.95,,,8.96,8.96,48069984.0,1513693972.48,,1861.54,9.02,16.97,0.1395,30.03,0.2943,37.9
2011-06-03,14993134.0,475425621.87,8.43,8.37,5.07,575.81,2.0,363340268.87,4701606.0,11458384.0,149085838.65,,,129600.0,0.9,,,,11.47,24600.0,296417.0,,,0.9,129600.0,,138038.0,545173.0,180.31,22.74,,,9.01,9.01,47467224.0,1505164596.58,,1789.63,9.15,18.07,0.1507,31.49,0.2874,38.165
2011-06-06,13402414.0,420140674.55,7.53,7.9,4.53,516.3,1.0,314445235.83,4538522.0,10030748.0,142274197.36,,,36916.0,,,,,7.97,,200000.0,,,,36916.0,,,1427636.0,174.2,53.72,,,8.59,8.59,48271480.0,1513220839.82,,1836.58,8.66,11.72,0.1473,33.33,0.2538,37.73
2011-06-07,12376001.0,386113664.19,6.96,7.4,4.19,470.77,1.0,282204638.94,4497425.0,9045432.0,140313276.17,,,1523.0,0.0,,5200.0,,1.63,9484.0,42620.0,,,0.0,1523.0,0.2,,1000000.0,170.58,37.9,,,8.56,8.56,48067208.0,1499628660.99,,1807.48,8.62,8.03,0.1604,36.36,0.2354,37.55
2011-06-08,11710565.0,357325942.16,6.58,7.13,3.96,442.37,1.0,256955059.47,3965815.0,8421132.0,121009411.7,,,104865.0,7.43,,,,24.72,218434.0,657724.0,,,7.43,104865.0,,21249.0,842734.0,149.56,32.9,,,7.55,7.55,48549416.0,1481394434.32,,1822.66,7.58,6.64,0.2132,43.78,0.223,36.725
2011-06-09,10081206.0,311629592.76,5.67,6.35,3.41,377.06,1.0,239253777.29,2850828.0,7739851.0,88124612.14,,,9806.0,6.77,,,,41.47,174390.0,1124793.0,,,6.77,9806.0,,,855671.0,107.22,35.77,,,5.49,5.49,49035324.0,1515776787.91,,1817.82,5.57,7.56,0.1952,41.04,0.1943,37.205
2011-06-10,8329822.0,251919623.6,4.68,5.25,2.82,314.52,1.0,192400148.11,2814786.0,6361787.0,85127849.03,,,326778.0,7.9,,4865.0,,13.12,191888.0,348960.0,,,7.9,326778.0,0.19,,1574817.0,105.93,56.22,0.51,,5.43,5.43,49025664.0,1482687964.02,13860.0,1824.97,5.49,10.96,0.1463,32.49,0.1607,36.4
2011-06-13,6878874.0,204694985.69,3.87,4.27,2.33,254.62,1.0,151754072.32,2750131.0,5099769.0,81835780.93,,,104186.0,0.11,,2559.0,,7.11,29075.0,178351.0,,,0.11,104186.0,0.0,29075.0,1293652.0,100.74,49.48,0.73,,5.36,5.36,48555944.0,1444881569.6,19565.0,1757.22,5.42,13.86,0.0998,20.41,0.1341,35.815
2011-06-14,6680871.0,203687731.86,3.76,4.05,2.26,246.58,1.0,152439933.39,2651932.0,4999965.0,80852633.46,,,30604.0,,,49348.0,,4.84,,131749.0,,,,30604.0,1.85,2946.0,149152.0,96.14,6.05,,,5.17,5.17,48653796.0,1483366667.85,,1749.94,5.21,12.57,0.0987,20.82,0.1302,36.695
2011-06-15,6564692.0,200172914.77,3.62,3.96,2.22,247.1,1.0,148793968.5,2705647.0,4879714.0,82501547.12,,,53715.0,3.1,,,,,47919.0,,,,3.1,53715.0,,,168170.0,100.68,6.21,,,5.25,5.25,48869752.0,1490153795.82,,1812.89,5.26,13.52,0.1016,20.97,0.1273,36.7
2011-06-16,5065303.0,155105336.05,2.8,3.06,1.71,188.54,1.0,113448647.77,1996216.0,3704913.0,61126403.2,,,34207.0,2.78,,31960.0,,27.29,79326.0,743638.0,,,2.78,34207.0,1.24,,1286087.0,74.19,50.09,,,3.88,3.88,49405504.0,1512852696.17,,1818.91,3.92,12.7,0.1207,27.61,0.0985,36.855
2011-06-17,5313468.0,163432858.92,2.93,3.25,1.8,197.98,1.0,124365080.63,2201553.0,4043311.0,67715868.59,,,143459.0,12.35,,20794.0,,3.96,325949.0,110163.0,,,12.35,143459.0,0.79,172041.0,8345.0,81.95,0.26,,,4.31,4.31,48887776.0,1503701348.73,,1793.11,4.37,12.49,0.1106,25.7,0.104,37.02
2011-06-20,5939597.0,182568103.81,3.28,3.63,2.01,222.21,1.0,144741729.32,2162024.0,4708969.0,66455118.43,,,4962.0,21.79,,180457.0,,1.61,584531.0,44491.0,,,21.79,4962.0,7.02,,99330.0,80.97,3.62,,,4.16,4.16,49817124.0,1531251676.83,,1843.19,4.21,12.62,0.1028,22.68,0.1143,36.995
2011-06-21,4567179.0,144481698.72,2.52,2.8,1.54,173.41,1.0,109583602.36,2034552.0,3464023.0,64362603.06,,,34900.0,1.35,,,,6.07,36959.0,162372.0,,,1.35,34900.0,,,1281905.0,76.51,46.61,,,3.9,3.9,50104768.0,1585053266.93,,1859.13,3.95,14.98,0.0905,17.01,0.0876,38.075
2011-06-22,4167921.0,135643174.2,2.3,2.53,1.41,162.53,1.0,97910452.76,2054835.0,3008504.0,66873710.39,,,103160.0,0.13,,17200.0,,3.49,2800.0,111055.0,,,0.13,103160.0,0.69,28178.0,475519.0,79.72,17.56,,,3.97,3.97,49650400.0,1615850649.86,,1897.75,4.03,9.63,0.0873,18.53,0.0806,39.17
2011-06-23,4052736.0,130261420.38,2.24,2.37,1.37,161.11,1.0,95620103.61,2192609.0,2974964.0,70473961.95,,,177754.0,8.01,,,,2.61,168781.0,75980.0,,,8.01,177754.0,,36000.0,202321.0,86.76,7.56,,,4.22,4.22,49765868.0,1599554634.69,,1952.88,4.25,11.36,0.0888,18.39,0.078,38.685
2011-06-24,4086098.0,132963305.53,2.26,2.36,1.38,161.87,1.0,97249163.91,2212369.0,2988566.0,71991395.04,,,52996.0,0.63,,18204.0,,1.34,7500.0,33236.0,,,0.63,52996.0,0.7,,12102.0,86.76,0.49,,,4.21,4.21,50363104.0,1638836069.21,,1951.11,4.26,11.1,0.0898,18.87,0.0777,39.165
2011-06-27,4356559.0,143121592.18,2.4,2.51,1.47,173.95,1.0,105651181.48,2299575.0,3215976.0,75545593.52,,,57007.0,17.9,,51111.0,,4.04,440315.0,106439.0,,,17.9,57007.0,2.1,136638.0,264016.0,90.9,10.47,,,4.39,4.39,50127424.0,1646785165.77,,1955.5,4.44,15.24,0.0941,17.54,0.0831,39.54
2011-06-28,4480388.0,149013669.52,2.47,2.62,1.52,180.4,1.0,112047444.46,2270454.0,3368926.0,75513255.1,,,17613.0,4.61,,40000.0,,2.35,112950.0,62762.0,,,4.61,17613.0,1.58,16028.0,,90.63,,,,4.29,4.29,50610944.0,1683274413.55,,1995.24,4.34,17.14,0.0964,17.47,0.0847,40.03
2011-06-29,4815866.0,162472103.47,2.66,2.8,1.63,196.68,1.0,121722891.9,2436847.0,3608011.0,82211518.74,,,96393.0,2.77,,247500.0,,,70000.0,,,,2.77,96393.0,9.91,70000.0,78415.0,98.46,2.91,,,4.63,4.63,50238332.0,1694882597.4,,2005.13,4.68,15.85,0.0864,16.46,0.0914,40.605
2011-06-30,5140856.0,174632204.0,2.84,2.95,1.74,211.91,1.0,130911071.67,2412763.0,3853785.0,81960303.97,,,73142.0,9.9,,130000.0,,5.23,237095.0,135815.0,,,9.9,73142.0,5.28,38589.0,121321.0,98.69,4.25,,,4.54,4.54,50758068.0,1724225165.11,,2045.65,4.6,14.66,0.0849,17.97,0.0967,40.885
2011-07-01,4965369.0,168279079.55,2.74,2.85,1.68,204.69,1.0,124659537.24,2858340.0,3678298.0,96870710.76,,,511543.0,,,,,2.68,,65966.0,,,,511543.0,,,175487.0,117.87,7.65,,,5.54,5.54,48780416.0,1653195060.52,,1989.45,5.59,15.14,0.0858,18.74,0.0962,40.79
2011-07-04,4826175.0,165827282.9,2.66,2.77,1.63,199.13,1.0,123185858.87,2627889.0,3585155.0,90294216.98,,,,2.3,,,,9.42,56750.0,231379.0,,,2.3,,,928.0,149893.0,108.64,6.85,,,5.03,5.03,49618020.0,1704874240.89,,2026.07,5.09,15.77,0.086,18.3,0.0924,41.355
2011-07-05,4978864.0,170142914.17,2.75,2.87,1.68,206.92,1.0,126364551.4,2602948.0,3697785.0,88950643.79,,,20132.0,7.28,,15000.0,,2.56,158789.0,63193.0,,,7.28,20132.0,0.62,18120.0,61159.0,108.65,2.26,,,5.05,5.05,48936996.0,1672325877.94,,2024.29,5.09,15.18,0.0868,18.92,0.0966,41.13
2011-07-06,4904345.0,165844211.04,2.71,2.86,1.66,202.95,1.0,122818341.9,2594230.0,3631984.0,87725889.51,,,52802.0,0.02,,108438.0,,4.48,2173.0,108320.0,,,0.02,52802.0,4.71,46800.0,176412.0,107.77,7.53,,,5.03,5.03,48993200.0,1656742867.86,,2018.32,5.07,15.34,0.0861,18.57,0.0951,40.7
2011-07-07,4812925.0,161873028.47,2.66,2.82,1.63,197.94,1.0,119611536.33,2608418.0,3556376.0,87728880.29,,,575.0,1.2,,,,0.72,36075.0,16387.0,,,1.2,575.0,,30000.0,111683.0,107.25,5.01,,,5.05,5.05,49031704.0,1649082505.41,,1990.1,5.11,15.66,0.0844,17.49,0.0932,40.48
2011-07-08,4797831.0,156262909.85,2.65,2.78,1.62,196.16,1.0,114134111.4,2573795.0,3504326.0,83827191.09,,,43634.0,0.22,,,,3.56,6840.0,78257.0,,,0.22,43634.0,,,58890.0,104.66,2.64,,,4.98,4.98,49062724.0,1597947909.64,,1978.37,5.02,16.14,0.0851,17.12,0.0929,39.2
2011-07-11,4598848.0,144490087.6,2.54,2.62,1.56,182.59,1.0,103229687.8,2524156.0,3285607.0,79305843.89,,,19099.0,0.0,,15742.0,,3.87,54.0,75953.0,,,0.0,19099.0,0.63,7215.0,234515.0,99.42,9.85,,,4.88,4.88,49188940.0,1545455350.93,,1922.46,4.92,15.62,0.082,16.14,0.0889,37.815
2011-07-12,4380506.0,138266976.8,2.42,2.41,1.48,169.63,1.0,97614868.4,2406725.0,3092586.0,75966244.48,,,4324.0,,,,,5.64,,121755.0,,,,4324.0,,,193021.0,91.94,9.55,,,4.72,4.72,48575404.0,1533241652.39,,1839.22,4.76,13.81,0.0834,17.47,0.0859,37.99
2011-07-13,4102107.0,129343217.06,2.26,2.22,1.39,157.84,1.0,85426759.31,2344134.0,2709301.0,73912707.0,,,235168.0,0.45,,,,11.9,16881.0,316639.0,,,0.45,235168.0,,18880.0,400166.0,89.51,15.92,,,4.66,4.66,47966752.0,1512435930.06,,1809.6,4.71,11.54,0.0881,19.84,0.0815,37.95
2011-07-14,4584381.0,141274061.62,2.53,2.44,1.55,174.75,1.0,86216055.24,2744475.0,2797734.0,84574805.25,,,59200.0,10.39,,27500.0,,7.14,283320.0,191873.0,,,10.39,59200.0,1.04,533014.0,222387.0,104.39,8.55,,,5.45,5.45,47615340.0,1467332771.27,,1797.24,5.49,10.67,0.0822,17.39,0.091,37.09
2011-07-15,4303953.0,132292567.68,2.38,2.29,1.46,162.39,1.0,84665708.9,2386306.0,2754480.0,73348976.63,,,71088.0,,,980.0,,17.57,,452274.0,,,,71088.0,0.04,23017.0,44234.0,89.21,1.86,,,4.75,4.75,47875480.0,1471570479.04,,1774.03,4.79,11.89,0.0899,19.38,0.0856,36.995
2011-07-18,4019452.0,120241547.24,2.22,2.12,1.36,149.02,1.0,72044557.83,2163916.0,2408316.0,64733353.68,,,55257.0,,,,,10.54,,284053.0,,,,55257.0,,6406.0,346164.0,80.07,13.51,,,4.31,4.31,48061200.0,1437746501.29,,1767.35,4.33,13.0,0.1008,21.19,0.08,36.005
2011-07-19,4148098.0,126933314.65,2.29,2.15,1.4,153.44,1.0,73150754.97,2329323.0,2390519.0,71278135.01,,,21220.0,,,18964.0,,0.0,,1.0,,,,21220.0,0.74,144188.0,36761.0,85.02,1.42,,,4.61,4.61,48190652.0,1474651561.59,,1739.05,4.66,12.83,0.0977,20.91,0.0821,36.83
2011-07-20,4275283.0,131162675.18,2.36,2.2,1.45,159.56,1.0,77030314.19,2336203.0,2510824.0,71673064.74,,,6000.0,4.1,,4200.0,,0.0,116105.0,1220.0,,,4.1,6000.0,0.16,2100.0,,86.78,,,,4.59,4.59,48615620.0,1491493025.09,,1790.22,4.62,12.5,0.0935,20.1,0.0839,36.925
2011-07-21,4272727.0,132486514.34,2.36,2.23,1.44,160.2,1.0,77984535.58,2343248.0,2515023.0,72658225.01,,,15000.0,0.48,,978.0,,0.88,11121.0,23731.0,,,0.48,15000.0,0.04,15776.0,7900.0,87.31,0.29,,,4.64,4.64,48167576.0,1493555345.0,,1771.04,4.7,12.45,0.0925,20.01,0.0846,37.32
2011-07-22,4334026.0,137015931.46,2.39,2.25,1.47,164.93,1.0,81407618.99,2430443.0,2575049.0,76836043.79,,,115449.0,1.56,,65000.0,,3.44,39642.0,93254.0,,,1.56,115449.0,2.37,65000.0,44616.0,92.08,1.59,,,4.82,4.82,48040964.0,1518767407.22,,1803.83,4.86,12.29,0.0895,19.76,0.0859,38.05
2011-07-25,4039647.0,127625522.53,2.23,2.11,1.37,155.24,1.0,82545512.67,2091578.0,2612759.0,66079718.14,,,33998.0,4.57,,,,13.64,115900.0,372863.0,,,4.57,33998.0,,,78190.0,80.22,2.79,,,4.17,4.17,48011864.0,1516850167.96,,1824.25,4.21,12.62,0.0912,20.1,0.0806,38.025
2011-07-26,3931169.0,120752480.01,2.17,2.09,1.33,149.0,1.0,81104580.91,1910852.0,2640408.0,58695039.04,,,,0.0,,45775.0,,7.2,1600.0,188040.0,,,0.0,,1.71,7314.0,19726.0,72.5,0.74,,,3.79,3.79,48537064.0,1490897707.63,,1821.65,3.83,12.56,0.0911,19.93,0.0779,36.97
2011-07-27,3721432.0,110692452.15,2.05,1.99,1.26,138.73,1.0,69863933.6,1950228.0,2348795.0,58008723.41,,,61302.0,0.18,,1901.0,,3.06,5798.0,70779.0,,,0.18,61302.0,0.07,48853.0,299312.0,72.16,11.5,,,3.87,3.87,48457792.0,1441356935.29,,1783.07,3.89,8.65,0.0939,21.45,0.0738,35.8
2011-07-28,3805460.0,118298109.67,2.1,1.99,1.29,142.52,1.0,75084852.78,1948291.0,2415359.0,60565383.0,,,65055.0,3.85,,,,4.1,102340.0,106218.0,,,3.85,65055.0,,39226.0,35776.0,71.58,1.38,,,3.87,3.87,48406416.0,1504781947.18,,1757.45,3.91,8.92,0.0935,21.25,0.0756,37.415
2011-07-29,3964492.0,122747757.15,2.19,2.03,1.34,149.66,1.0,74639703.94,2098978.0,2410704.0,64988109.9,,,116888.0,2.44,,,,1.24,65143.0,34756.0,,,2.44,116888.0,,68555.0,69798.0,78.88,2.89,,,4.17,4.17,48289200.0,1495119928.21,,1794.89,4.21,8.04,0.0903,20.76,0.0787,37.265
2011-08-01,4080499.0,125729287.12,2.25,2.09,1.38,154.52,1.0,80319111.26,2018961.0,2606728.0,62208697.33,,,,7.77,,32062.0,,2.97,190445.0,80017.0,,,7.77,,1.2,,26483.0,75.72,0.99,,,4.0,4.0,48503680.0,1494506703.53,,1811.27,4.01,12.26,0.0905,19.42,0.0808,37.085
2011-08-02,3977596.0,116874354.88,2.2,2.0,1.35,150.29,1.0,68745790.33,2165654.0,2339632.0,63633766.26,,,139502.0,,,5400.0,,0.0,,1.0,,,,139502.0,0.2,7192.0,272496.0,79.68,7.91,,,4.3,4.3,48224720.0,1416994847.93,,1767.27,4.31,12.91,0.095,19.42,0.0789,35.365
2011-08-03,5077969.0,144439265.57,2.8,2.53,1.72,181.45,1.0,61774075.74,3252303.0,2171756.0,92509477.06,,7.0,258242.0,0.35,0.0,,,1.12,33000.0,31600.0,,7.0,0.35,258242.0,,860000.0,200876.0,115.95,11.59,,,6.43,6.43,47321912.0,1346038586.4,,1663.58,6.52,16.39,0.1017,18.79,0.1004,34.235
2011-08-04,5393997.0,143232761.54,2.98,2.71,1.82,185.47,1.0,71144394.84,3310863.0,2679224.0,87917003.03,,,317308.0,21.46,,46314.0,,8.93,573763.0,259688.0,,,21.46,317308.0,1.64,940.0,112609.0,112.84,4.42,,,6.55,6.55,47231632.0,1254193705.25,,1599.64,6.59,14.96,0.0998,17.79,0.1067,31.96
2011-08-05,5430794.0,141231821.74,3.0,2.67,1.84,178.21,1.0,70363239.09,3321203.0,2705681.0,86370344.75,,,197614.0,0.0,,63554.0,,7.25,48237.0,188674.0,,,0.0,197614.0,2.02,1400.0,85334.0,107.25,3.19,,,6.58,6.58,47125576.0,1225535520.07,,1492.43,6.7,15.32,0.1052,17.36,0.1077,31.3
2011-08-08,5420040.0,127892691.07,2.99,2.61,1.83,169.58,1.0,62734748.2,3357457.0,2658673.0,79223439.47,,,38367.0,0.32,,,,0.07,11570.0,2113.0,,,0.32,38367.0,,,58578.0,104.11,2.19,,,6.69,6.69,46847572.0,1105427645.05,,1430.42,6.78,14.81,0.1071,17.89,0.108,28.4
2011-08-09,5043572.0,121272308.81,2.78,2.31,1.71,150.66,1.0,51551693.32,3609988.0,2143974.0,86801889.52,,,284643.0,1.72,,132323.0,,1.95,64698.0,32112.0,,,1.72,284643.0,3.91,,711720.0,104.53,23.34,,,7.22,7.22,46364176.0,1114823119.3,,1324.62,7.31,16.91,0.1134,20.02,0.1009,28.94
2011-08-10,5208048.0,117957544.62,2.87,2.32,1.76,153.62,1.0,50620601.51,3702871.0,2234995.0,83866656.22,,,87749.0,1.0,,59144.0,,,32200.0,,,,1.0,87749.0,1.7,5134.0,323.0,106.63,0.01,,,7.42,7.42,46196924.0,1046318260.51,,1320.36,7.47,16.26,0.1086,18.57,0.1044,27.26
2011-08-11,5191932.0,124580789.48,2.87,2.26,1.76,149.74,1.0,52628922.4,3743045.0,2193322.0,89814639.55,,,58334.0,0.17,,,,1.78,14778.0,21354.0,,,0.17,58334.0,,3194.0,56451.0,103.03,1.62,,,7.49,7.49,46210808.0,1108831730.26,,1282.13,7.44,17.03,0.1105,17.84,0.1039,28.88
2011-08-12,5369137.0,130371871.38,2.96,2.28,1.82,158.96,1.0,54657686.22,3862591.0,2250981.0,93790346.02,,,121701.0,1.74,,14605.0,,0.1,51454.0,4194.0,,,1.74,121701.0,0.43,2039.0,8400.0,112.14,0.22,,,7.7,7.7,46269476.0,1123502375.52,,1340.78,7.72,16.81,0.1074,17.79,0.1071,29.225
2011-08-15,5392930.0,133167572.26,2.98,2.23,1.82,161.08,1.0,56051756.28,3947314.0,2269946.0,97470989.3,,,81931.0,2.57,,,,0.38,85000.0,16681.0,,,2.57,81931.0,,19473.0,66035.0,115.45,1.58,,,7.9,7.9,46013944.0,1136221907.69,,1338.09,7.94,16.31,0.1044,17.83,0.1079,29.72
2011-08-16,5383688.0,130322619.21,2.97,2.22,1.82,162.17,1.0,57522397.77,3831741.0,2376277.0,92754729.34,,,21022.0,3.29,,19831.0,,3.91,111000.0,150446.0,,,3.29,21022.0,0.59,13851.0,24500.0,114.26,1.12,,,7.66,7.66,46205372.0,1118490726.21,,1368.68,7.71,16.73,0.1022,17.39,0.1076,29.135
2011-08-17,5388739.0,129773299.89,2.97,2.19,1.82,160.11,1.0,55113914.83,3755205.0,2288564.0,90434022.62,,,116942.0,0.08,,,,7.9,3400.0,243378.0,,,0.08,116942.0,,49900.0,91113.0,109.89,2.78,,,7.6,7.6,45646640.0,1099276677.14,,1331.1,7.63,15.58,0.1008,17.59,0.1091,28.985
2011-08-18,5497734.0,121869335.35,3.03,2.23,1.86,158.4,1.0,50688746.83,3749308.0,2286656.0,83111637.26,,,47489.0,0.1,,,,9.55,3500.0,329995.0,,,0.1,47489.0,,276609.0,5408.0,107.97,0.66,,,7.57,7.57,45770528.0,1014604167.07,,1305.75,7.64,14.86,0.0983,17.69,0.111,26.68
2011-08-19,5697080.0,120371472.2,3.14,2.28,1.93,155.19,1.0,50845108.64,4051754.0,2406456.0,85607994.62,,,284441.0,3.48,,,,2.14,145000.0,35681.0,,,3.48,284441.0,,53686.0,25200.0,109.11,1.09,,,8.19,8.19,45414248.0,959540657.79,,1205.82,8.3,15.78,0.1001,17.67,0.1152,25.43
2011-08-22,5618625.0,115329338.09,3.1,2.23,1.9,146.45,1.0,51930854.28,4036052.0,2529972.0,82845038.72,,,208430.0,2.0,,34916.0,,1.72,88600.0,63998.0,,,2.0,208430.0,0.89,57000.0,,102.74,,5.8,,8.16,8.16,45396104.0,931812076.15,217134.0,1150.05,8.2,15.5,0.0937,15.97,0.1137,24.705
2011-08-23,6556525.0,134744339.61,3.62,2.61,2.22,166.75,1.0,84446616.0,4160653.0,4109088.0,85506337.71,,229912.0,44567.0,1.69,5.68,1651967.0,,5.59,79473.0,185122.0,,229912.0,1.69,44567.0,40.85,38805.0,152324.0,103.19,4.23,0.09,,8.32,8.32,45841960.0,942106470.53,3561.0,1136.05,8.33,13.22,0.1258,27.3,0.1311,24.735
2011-08-24,6500985.0,139760490.6,3.59,2.61,2.2,167.19,1.0,86696915.15,4085892.0,4032723.0,87839961.24,,,15000.0,0.55,,,,2.26,19996.0,95586.0,,,0.55,15000.0,,5825.0,96361.0,102.4,2.51,,,8.13,8.13,46187652.0,992958590.6,,1158.58,8.12,13.32,0.1273,27.33,0.1293,25.875
2011-08-25,6973779.0,151807897.61,3.85,2.77,2.36,185.46,1.0,97959294.3,3970137.0,4500072.0,86423465.84,,,25741.0,11.16,,89403.0,,2.23,403146.0,141496.0,,,11.16,25741.0,2.43,,25200.0,103.58,0.0,,,7.84,7.84,46650616.0,1015508512.27,,1214.82,7.86,12.67,0.1185,25.33,0.1378,26.2
2011-08-26,7086805.0,154974863.28,3.91,2.77,2.4,189.89,1.0,99548099.23,4026726.0,4552209.0,88056791.65,,,75896.0,4.73,,,,0.33,175000.0,19307.0,,,4.73,75896.0,,,122863.0,105.99,3.14,,,8.03,8.03,46150440.0,1009221804.37,,1206.15,8.08,12.74,0.1183,24.32,0.1412,26.32
2011-08-29,7159325.0,160337943.13,3.95,2.78,2.42,194.06,1.0,100722169.07,3912922.0,4497393.0,87632544.28,,,6257.0,0.66,,,,3.1,23351.0,120061.0,,,0.66,6257.0,,,78167.0,104.03,1.89,,,7.73,7.73,46674648.0,1045310424.72,,1233.61,7.78,13.17,0.1194,24.67,0.1415,26.955
2011-08-30,7197650.0,160269326.71,3.97,2.83,2.43,198.13,1.0,100317667.7,3943402.0,4505238.0,87807323.71,,,32046.0,0.69,,,,0.16,20600.0,9400.0,,,0.69,32046.0,,7834.0,12755.0,107.04,0.33,,,7.85,7.85,46290256.0,1030740333.62,,1251.56,7.88,13.15,0.1199,24.83,0.1433,26.8
2011-08-31,7310106.0,172126768.11,4.03,2.88,2.47,204.23,1.0,106364959.26,4043849.0,4517247.0,95218134.88,,,113030.0,,,42434.0,,0.4,,14733.0,,,,113030.0,1.15,2150.0,30425.0,110.41,0.84,,,7.99,7.99,46579976.0,1096791308.85,,1270.5,8.0,13.13,0.1147,23.82,0.1444,28.34
2011-09-01,7369654.0,171416437.24,4.07,2.89,2.49,211.81,1.0,104502947.96,4120781.0,4492863.0,95848407.22,,,50662.0,,,,,0.0,,8324.0,,,,50662.0,,34594.0,24384.0,117.28,0.51,,,8.11,8.11,46677976.0,1085718860.55,,1326.62,8.12,13.33,0.1174,24.54,0.1451,27.995
2011-09-02,7576480.0,166658835.89,4.18,2.99,2.56,212.29,1.0,103340871.29,4282489.0,4697981.0,94201348.31,,,212362.0,6.64,,,,3.38,240118.0,93405.0,,,6.64,212362.0,,42751.0,35000.0,118.9,1.04,,,8.41,8.41,46644404.0,1026030831.11,,1291.03,8.43,13.69,0.1178,24.24,0.1488,26.475
