,GGOV FP Equity_DX_SI_QTY,GGOV FP Equity_DX_SHORT_INTEREST_VALUE,GGOV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GGOV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GGOV FP Equity_DX_SI_MV,GGOV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GGOV FP Equity_DX_SUPPLY_SI_QTY,GGOV FP Equity_DX_BROKER_SI_QTY,GGOV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GGOV FP Equity_DX_SUPPLY_SI_QTY_INC_x,GGOV FP Equity_DX_BROKER_SI_QTY_ADD,GGOV FP Equity_DX_SUPPLY_SI_MV_DEC,GGOV FP Equity_DX_SUPPLY_SI_QTY_DEC,GGOV FP Equity_DX_SUPPLY_SI_QTY_INC_y,GGOV FP Equity_DX_BROKER_SI_MV_ADD,GGOV FP Equity_DX_SUPPLY_SI_QTY_ADD,GGOV FP Equity_DX_SUPPLY_SI_MV,GGOV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GGOV FP Equity_DX_UTILIZATION_QUANTITY,GGOV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GGOV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GGOV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GGOV FP Equity_DX_ACTIVE_UTILIZATION_MV,GGOV FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GGOV FP Equity_DX_BROKER_SI_CON_RATIO,GGOV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GGOV FP Equity_DX_DEMAND_SUPPLY_RATIO,GGOV FP Equity_PX_LAST
2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.723
2018-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.8
2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.831
2018-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.82
2018-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.729
2018-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.678
2018-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.512
2018-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.608
2018-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.68
2018-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.668
2018-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.785
2018-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.752
2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.683
2018-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.083
2018-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.201
2018-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.43
2018-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.514
2018-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.827
2018-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.603
2018-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.73
2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.474
2018-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.385
2018-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.405
2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.92
2018-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.723
2018-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.971
2018-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.806
2018-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.824
2018-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.907
2018-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.369
2018-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.455
2018-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.494
2018-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.659
2018-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.601
2018-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.531
2018-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.468
2018-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.335
2018-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.328
2018-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.619
2018-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.658
2018-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.423
2018-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.604
2018-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.548
2018-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.618
2018-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.448
2018-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.312
2018-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.278
2018-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.268
2018-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.273
2018-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.304
2018-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.387
2018-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.229
2018-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.289
2018-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.39
2018-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.516
2018-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.249
2018-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.107
2018-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.992
2018-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.31
2018-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.227
2018-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.248
2018-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.955
2018-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.054
2018-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.973
2018-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.155
2018-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.287
2018-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.407
2018-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.304
2018-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.244
2018-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.39
2018-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.964
2018-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.932
2018-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.054
2018-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.207
2018-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.96
2018-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.969
2018-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.98
2018-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.731
2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.51
2018-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.494
2018-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.341
2018-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.165
2018-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.998
2018-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.949
2018-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.16
2018-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.376
2018-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.284
2018-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.381
2018-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.258
2018-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.364
2018-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.355
2018-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.314
2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.277
2018-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.169
2018-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.051
2018-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.97
2018-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.964
2018-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.877
2018-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.816
2018-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.649
2018-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.641
2018-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.474
2018-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.434
2018-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.525
2018-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.743
2018-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.833
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.87
2018-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.954
2018-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.916
2018-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.779
2018-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.772
2018-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.875
2018-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.901
2018-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.805
2018-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.816
2018-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.808
2018-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.765
2018-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.803
2018-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.963
2018-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.983
2018-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.998
2018-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.038
2018-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.131
2018-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.383
2018-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.446
2018-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.601
2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.569
2018-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.532
2018-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.635
2018-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.491
2018-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.406
2018-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.298
2018-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.213
2018-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.169
2018-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.175
2018-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.476
2018-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.791
2018-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.645
2018-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.634
2018-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.696
2018-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.479
2018-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.38
2018-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.532
2018-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.49
2018-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.533
2018-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.767
2018-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.702
2018-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.819
2018-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.811
2018-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.688
2018-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.825
2018-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.824
2018-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.995
2018-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.03
2018-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.167
2018-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.033
2018-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.161
2018-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.21
2018-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.162
2018-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.03
2018-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.274
2018-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.207
2018-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.261
2018-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.205
2018-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.387
2018-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.279
2018-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.411
2018-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.384
2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.439
2019-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.872
2019-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.013
2019-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.831
2019-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.643
2019-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.592
2019-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.371
2019-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.451
2019-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.64
2019-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.61
2019-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.822
2019-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.812
2019-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.863
2019-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.784
2019-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.758
2019-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.89
2019-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.918
2019-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.127
2019-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.944
2019-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.878
2019-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.902
2019-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.909
2019-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.093
2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.86
2019-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.858
2019-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.96
2019-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.993
2019-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.172
2019-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.331
2019-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.354
2019-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.189
2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.268
2019-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.342
2019-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.459
2019-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.295
2019-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.299
2019-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.197
2019-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.207
2019-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.264
2019-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.166
2019-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.228
2019-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.097
2019-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.918
2019-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.848
2019-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.071
2019-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.089
2019-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.251
2019-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.632
2019-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.635
2019-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.65
2019-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.509
2019-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.519
2019-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.459
2019-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.488
2019-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.449
2019-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.403
2019-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.451
2019-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.605
2019-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.148
2019-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.107
2019-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.105
2019-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.339
2019-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.381
2019-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.307
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.196
2019-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.26
2019-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.014
2019-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.053
2019-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.018
2019-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.922
2019-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.961
2019-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.09
2019-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.964
2019-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.644
2019-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.623
2019-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.613
2019-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.565
2019-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.902
2019-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.872
2019-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.063
2019-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.159
2019-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.278
2019-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.157
2019-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.114
2019-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.101
2019-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.167
2019-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.24
2019-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.393
2019-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.366
2019-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.327
2019-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.296
2019-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.431
2019-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.429
2019-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.477
2019-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.538
2019-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.584
2019-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.505
2019-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.428
2019-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.559
2019-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.734
2019-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.675
2019-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.692
2019-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.826
2019-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.098
2019-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.003
2019-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.239
2019-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.21
2019-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.172
2019-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.188
2019-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.139
2019-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.144
2019-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.031
2019-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.011
2019-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.008
2019-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.19
2019-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.484
2019-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.342
2019-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.723
2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.578
2019-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.77
2019-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.425
2019-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.291
2019-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.434
2019-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.255
2019-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.242
2019-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.392
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.533
2019-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.73
2019-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.916
2019-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.964
2019-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.785
2019-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.839
2019-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.786
2019-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.674
2019-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.542
2019-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.519
2019-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.588
2019-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.636
2019-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.76
2019-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.862
2019-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.924
2019-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.946
2019-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.131
2019-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.241
2019-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.087
2019-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.161
2019-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.069
2019-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.013
2019-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3
2019-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.573
2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.803
2019-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.811
2019-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.895
2019-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.085
2019-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.903
2019-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.961
2019-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.034
2019-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.115
2019-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.606
2019-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.95
2019-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.868
2019-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.644
2019-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.793
2019-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.758
2019-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.696
2019-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.701
2019-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.79
2019-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.121
2019-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.251
2019-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.169
2019-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.449
2019-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.524
2019-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.79
2019-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.406
2019-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.901
2019-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.04
2019-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.746
2019-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.574
