,SRIC5 FP Equity_DX_SI_QTY,SRIC5 FP Equity_DX_SHORT_INTEREST_VALUE,SRIC5 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SRIC5 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SRIC5 FP Equity_DX_SI_MV,SRIC5 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SRIC5 FP Equity_DX_SUPPLY_SI_QTY,SRIC5 FP Equity_DX_BROKER_SI_QTY,SRIC5 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SRIC5 FP Equity_DX_SUPPLY_SI_QTY_INC_x,SRIC5 FP Equity_DX_BROKER_SI_MV_INC_x,SRIC5 FP Equity_DX_BROKER_SI_QTY_ADD,SRIC5 FP Equity_DX_SUPPLY_SI_MV_DEC,SRIC5 FP Equity_DX_BROKER_SI_QTY_INC,SRIC5 FP Equity_DX_SUPPLY_SI_QTY_DEC,SRIC5 FP Equity_DX_BROKER_SI_MV_INC_y,SRIC5 FP Equity_DX_SUPPLY_SI_QTY_INC_y,SRIC5 FP Equity_DX_BROKER_SI_MV_ADD,SRIC5 FP Equity_DX_SUPPLY_SI_QTY_ADD,SRIC5 FP Equity_DX_BROKER_SI_QTY_DEC,SRIC5 FP Equity_DX_SUPPLY_SI_MV,SRIC5 FP Equity_DX_BROKER_SI_MV_DEC,SRIC5 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SRIC5 FP Equity_DX_UTILIZATION_QUANTITY,SRIC5 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SRIC5 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SRIC5 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SRIC5 FP Equity_DX_ACTIVE_UTILIZATION_MV,SRIC5 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SRIC5 FP Equity_DX_BROKER_SI_CON_RATIO,SRIC5 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SRIC5 FP Equity_DX_DEMAND_SUPPLY_RATIO,SRIC5 FP Equity_PX_LAST
2023-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2303
2023-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.237
2023-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2463
2023-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.248
2023-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.233
2024-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2086
2024-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1921
2024-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.161
2024-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1416
2024-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1603
2024-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.143
2024-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1375
2024-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1455
2024-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1833
2024-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1643
2024-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1606
2024-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1226
2024-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1333
2024-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1314
2024-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1624
2024-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1463
2024-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1503
2024-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1804
2024-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1791
2024-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2075
2024-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1916
2024-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2233
2024-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2197
2024-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.185
2024-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1583
2024-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.171
2024-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1639
2024-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1474
2024-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1377
2024-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1486
2024-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1287
2024-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1442
2024-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1518
2024-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.135
2024-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1418
2024-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1548
2024-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1354
2024-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1405
2024-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1598
2024-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.143
2024-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1346
2024-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1326
2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1417
2024-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1474
2024-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1523
2024-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1687
2024-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1642
2024-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1898
2024-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2167
2024-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2069
2024-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2058
2024-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2114
2024-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1973
2024-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1863
2024-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1839
2024-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1915
2024-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1862
2024-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2115
2024-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2286
2024-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.211
2024-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2176
2024-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2382
2024-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2477
2024-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2316
2024-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2385
2024-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2533
2024-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2421
2024-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2322
2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2471
2024-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2193
2024-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2024
2024-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.238
2024-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.206
2024-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1821
2024-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1901
2024-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1977
2024-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.859
2024-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8786
2024-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8814
2024-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8533
2024-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8421
2024-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8603
2024-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8746
2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8559
2024-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.868
2024-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8957
2024-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9074
2024-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9166
2024-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9075
2024-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8995
2024-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8907
2024-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8959
2024-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8856
2024-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9261
2024-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9164
2024-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8963
2024-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8989
2024-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9084
2024-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9003
2024-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8771
2024-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8923
2024-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8987
2024-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8917
2024-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8729
2024-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8823
2024-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8827
2024-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9051
2024-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9153
2024-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9226
2024-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9082
2024-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8852
2024-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8748
2024-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8915
2024-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9237
2024-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.925
2024-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9409
2024-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9253
2024-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9435
2024-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9388
2024-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9363
2024-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9443
2024-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9466
2024-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9541
2024-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9445
2024-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9494
2024-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9441
2024-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9378
2024-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9495
2024-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.961
2024-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9567
2024-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9772
2024-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9817
2024-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9694
2024-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,898.29,0.0,0.0,,0.0,,0.0,8.9829
2024-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0065
2024-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0007
2024-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.01
2024-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0164
2024-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0154
2024-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0318
2024-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0214
2024-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0127
2024-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0347
2024-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0384
2024-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0504
2024-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0595
2024-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0601
2024-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0739
2024-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0875
2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0994
2024-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1043
2024-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1011
2024-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0909
2024-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0909
2024-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0928
2024-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1028
2024-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0952
2024-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1086
2024-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1159
2024-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0981
2024-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.108
2024-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.108
2024-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1232
2024-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.128
2024-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1134
2024-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1305
2024-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1198
2024-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1199
2024-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1205
2024-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.122
2024-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1224
2024-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1113
2024-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1259
2024-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1452
2024-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1506
2024-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1684
2024-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1743
2024-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1724
2024-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1782
2024-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.162
2024-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1783
2024-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1875
2024-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1821
2024-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1683
2024-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1956
2024-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.181
2024-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2073
2024-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2247
2024-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2071
2024-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2185
2024-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2332
2024-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2358
2024-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2551
2024-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2509
2024-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2483
2024-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2261
2024-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2132
2024-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2145
2024-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.211
2024-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.22
2024-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2149
2024-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2165
2024-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2336
2024-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2531
2024-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.261
2024-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2759
2024-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2442
2024-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2405
2024-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2497
2024-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2656
2024-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.254
2024-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.26
2024-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2445
2024-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2089
2024-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2004
2024-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2082
2024-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1939
2024-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2073
2024-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2363
2024-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2366
2024-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2527
2024-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2737
2024-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.267
2024-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2578
2024-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2822
2024-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2691
2024-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2593
2024-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2588
2024-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2546
2024-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2612
2024-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2792
2024-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2932
2024-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2915
2024-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2991
2024-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3187
2024-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.338
2024-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3585
2024-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3495
2024-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3566
2024-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3505
2024-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3554
2024-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3606
2024-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.367
2024-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3678
2024-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3514
2024-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3335
2024-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3353
2024-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3309
2024-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3373
2024-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3095
2024-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3222
2024-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3109
2024-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3138
2024-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3078
2024-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3142
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3167
2025-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3164
2025-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2873
2025-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2809
2025-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2745
2025-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.271
2025-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2704
2025-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2532
2025-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2428
2025-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2382
2025-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2695
2025-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2811
2025-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2891
2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2947
2025-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2964
2025-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2025-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2933
2025-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2806
2025-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2927
2025-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2929
2025-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2958
2025-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3216
2025-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3557
2025-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3686
2025-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3736
2025-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3812
2025-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3905
2025-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3732
2025-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3849
2025-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3683
2025-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3572
2025-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3939
2025-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3804
