,ALSGD FP Equity_DX_SI_QTY,ALSGD FP Equity_DX_SHORT_INTEREST_VALUE,ALSGD FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALSGD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALSGD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALSGD FP Equity_DX_SI_MV,ALSGD FP Equity_DX_DSS,ALSGD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALSGD FP Equity_DX_SUPPLY_SI_QTY,ALSGD FP Equity_DX_BROKER_SI_QTY,ALSGD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALSGD FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALSGD FP Equity_DX_BROKER_SI_MV_INC_x,ALSGD FP Equity_DX_BROKER_SI_QTY_ADD,ALSGD FP Equity_DX_SUPPLY_SI_MV_DEC,ALSGD FP Equity_DX_BROKER_SI_QTY_INC,ALSGD FP Equity_DX_SUPPLY_SI_QTY_DEC,ALSGD FP Equity_DX_BROKER_SI_MV_INC_y,ALSGD FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALSGD FP Equity_DX_BROKER_SI_MV_ADD,ALSGD FP Equity_DX_SUPPLY_SI_QTY_ADD,ALSGD FP Equity_DX_BROKER_SI_QTY_DEC,ALSGD FP Equity_DX_SUPPLY_SI_MV,ALSGD FP Equity_DX_BROKER_SI_MV_DEC,ALSGD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALSGD FP Equity_DX_UTILIZATION_QUANTITY,ALSGD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALSGD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALSGD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALSGD FP Equity_DX_ACTIVE_UTILIZATION_MV,ALSGD FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALSGD FP Equity_DX_BROKER_SI_CON_RATIO,ALSGD FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALSGD FP Equity_DX_DEMAND_SUPPLY_RATIO,ALSGD FP Equity_PX_LAST
2013-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,172500.0,0.17,0.0,,0.0,,0.0,6.9
2013-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,184500.0,0.17,0.0,,0.0,,0.0,7.38
2013-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,180000.0,0.18,0.0,,0.0,,0.0,7.2
2013-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,172750.0,0.18,0.0,,0.0,,0.0,6.91
2013-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,183750.0,0.17,0.0,,0.0,,0.0,7.35
2013-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,177000.0,0.18,0.0,,0.0,,0.0,7.08
2013-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,177000.0,0.18,0.0,,0.0,,0.0,7.08
2013-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,187500.0,0.18,0.0,,0.0,,0.0,7.5
2013-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,190000.0,0.19,0.0,,0.0,,0.0,7.6
2013-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,198000.0,0.19,0.0,,0.0,,0.0,7.92
2013-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,195250.0,0.2,0.0,,0.0,,0.0,7.81
2013-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,198750.0,0.2,0.0,,0.0,,0.0,7.95
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,198250.0,0.2,0.0,,0.0,,0.0,7.93
2013-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,198250.0,0.2,0.0,,0.0,,0.0,7.93
2013-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,197750.0,0.2,0.0,,0.0,,0.0,7.91
2013-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,198750.0,0.2,0.0,,0.0,,0.0,7.95
2013-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,197250.0,0.2,0.0,,0.0,,0.0,7.89
2013-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,197250.0,0.2,0.0,,0.0,,0.0,7.89
2013-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,199250.0,0.2,0.0,,0.0,,0.0,7.97
2013-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,199250.0,0.2,0.0,,0.0,,0.0,7.97
2013-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,199000.0,0.2,0.0,,0.0,,0.0,7.96
2013-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,200500.0,0.2,0.0,,0.0,,0.0,8.02
2013-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,199750.0,0.2,0.0,,0.0,,0.0,7.99
2013-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,198000.0,0.2,0.0,,0.0,,0.0,7.92
2013-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,197250.0,0.2,0.0,,0.0,,0.0,7.89
2013-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,197250.0,0.2,0.0,,0.0,,0.0,7.89
2013-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,195000.0,0.2,0.0,,0.0,,0.0,7.8
2013-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,196000.0,0.2,0.0,,0.0,,0.0,7.84
2013-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,197500.0,0.19,0.0,,0.0,,0.0,7.9
2013-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,197500.0,0.2,0.0,,0.0,,0.0,7.9
2013-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,197500.0,0.2,0.0,,0.0,,0.0,7.9
2013-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,200000.0,0.2,0.0,,0.0,,0.0,8.0
2013-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,198750.0,0.2,0.0,,0.0,,0.0,7.95
2013-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,198750.0,0.2,0.0,,0.0,,0.0,7.95
2013-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,197000.0,0.19,0.0,,0.0,,0.0,7.88
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,196250.0,0.2,0.0,,0.0,,0.0,7.85
2013-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,195000.0,0.2,0.0,,0.0,,0.0,7.8
2013-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,195000.0,0.2,0.0,,0.0,,0.0,7.8
2013-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,192500.0,0.2,0.0,,0.0,,0.0,7.7
2013-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,192500.0,0.2,0.0,,0.0,,0.0,7.7
2013-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,187000.0,0.2,0.0,,0.0,,0.0,7.48
2013-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,175000.0,0.2,0.0,,0.0,,0.0,7.0
2013-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25000.0,180000.0,0.2,0.0,,0.0,,0.0,7.2
2013-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.21
2013-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1
2013-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1
2013-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.15
2013-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.16
2013-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1
2013-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1
2013-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1
2013-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.16
2013-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.16
2013-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.16
2013-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.16
2013-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.55
2013-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45
2013-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.46
2013-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.46
2013-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.61
2013-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.65
2013-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
2013-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.78
2013-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.78
2013-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
2013-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.78
2013-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75
2013-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.72
2013-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.72
2013-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.71
2013-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.65
2013-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.69
2013-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.74
2013-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.74
2013-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.71
2013-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.71
2013-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.68
2013-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.57
2013-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.53
2013-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.26
2013-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.15
2013-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.26
2013-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2013-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.38
2013-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.41
2013-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.29
2013-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.17
2013-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1
2013-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.96
2013-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2013-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95
2013-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.08
2013-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.05
2013-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.06
2013-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.06
2013-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.14
2013-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.07
2013-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.22
2013-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.22
2013-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1
2013-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.12
2013-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.12
2013-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.59
2013-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.78
2013-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86
2013-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.57
2013-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2013-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.62
2013-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45
2013-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2013-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.08
2013-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.05
2013-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.06
2013-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.07
2013-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2
2013-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.18
2013-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2013-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.71
2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.99
2013-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.28
2013-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.29
2013-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.28
2013-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3
2013-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.55
2013-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.37
2013-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.37
2013-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3
2013-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.21
2013-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.92
2013-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.92
2013-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.79
2013-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.82
2013-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.72
2013-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.96
2013-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.98
