,CFI FP Equity_DX_SI_QTY,CFI FP Equity_DX_SHORT_INTEREST_VALUE,CFI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CFI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CFI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CFI FP Equity_DX_SI_MV,CFI FP Equity_DX_DSS,CFI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CFI FP Equity_DX_SUPPLY_SI_QTY,CFI FP Equity_DX_BROKER_SI_QTY,CFI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CFI FP Equity_DX_BROKER_SI_QTY_ADD,CFI FP Equity_DX_SUPPLY_SI_MV_DEC,CFI FP Equity_DX_SUPPLY_SI_QTY_DEC,CFI FP Equity_DX_BROKER_SI_MV_ADD,CFI FP Equity_DX_SUPPLY_SI_QTY_ADD,CFI FP Equity_DX_BROKER_SI_QTY_DEC,CFI FP Equity_DX_SUPPLY_SI_MV,CFI FP Equity_DX_BROKER_SI_MV_DEC,CFI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CFI FP Equity_DX_UTILIZATION_QUANTITY,CFI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CFI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CFI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CFI FP Equity_DX_ACTIVE_UTILIZATION_MV,CFI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CFI FP Equity_DX_BROKER_SI_CON_RATIO,CFI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CFI FP Equity_DX_DEMAND_SUPPLY_RATIO,CFI FP Equity_PX_LAST
1992-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.2245
1992-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.847
1992-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.2245
1992-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.17
1992-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.798
1992-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.798
1992-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.8651
1992-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0176
1992-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.2063
1992-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0176
1992-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.847
1992-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3714
1992-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.8959
1992-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3714
1992-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1337
1992-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1337
1992-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1337
1992-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.847
1992-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.847
1992-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.847
1992-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.847
1992-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.847
1992-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.6945
1992-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.847
1992-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.5421
1992-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.5421
1992-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.6945
1992-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.5421
1992-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.4694
1992-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3714
1992-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3714
1992-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1337
1992-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.847
1992-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.847
1992-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.219
1992-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3714
1992-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3714
1992-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3714
1992-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3714
1992-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.6274
1992-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3714
1992-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.7435
1992-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.4694
1992-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5547
1992-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5547
1992-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5547
1992-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5547
1992-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5547
1992-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.2372
1992-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1337
1992-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.1827
1992-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.6582
1992-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0847
1992-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.2372
1992-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3533
1992-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1992-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3533
1992-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5057
1992-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3533
1992-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0847
1992-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.8959
1993-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.1827
1993-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.219
1993-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3714
1993-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3714
1993-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.4568
1993-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.7435
1993-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1337
1993-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.9323
1993-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.847
1993-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.6092
1993-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.6092
1993-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.219
1993-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3714
1993-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3714
1993-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3714
1993-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1337
1993-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.591
1993-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.7435
1993-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.7435
1993-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.9994
1993-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.6582
1993-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3714
1993-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3714
1993-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1337
1993-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1337
1993-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1337
1993-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1337
1993-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1337
1993-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1337
1993-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1337
1993-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1337
1993-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3714
1993-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3714
1993-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3714
1993-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3714
1993-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.2008
1993-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.8106
1993-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.1155
1993-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.4204
1993-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.4204
1993-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.4204
1993-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.4694
1993-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.4694
1993-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.4694
1993-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.4694
1993-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.8106
1993-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.7072
1993-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5547
1993-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.8106
1993-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.8106
1993-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.8106
1993-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.4204
1993-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9631
1993-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9631
1993-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9631
1993-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.8106
1993-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.8106
1993-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.1827
1993-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9631
1993-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.8106
1993-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5547
1993-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9449
1993-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.4023
1993-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.6582
1993-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.6763
1993-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1337
1993-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.591
1993-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.4386
1993-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1337
1993-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.4386
1993-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.4386
1993-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.4386
1993-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1337
1993-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.9812
1993-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.591
1993-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.591
1993-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1337
1993-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5239
1993-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5239
1993-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1337
1993-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1337
1993-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1337
1993-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.591
1993-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5239
1993-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1337
1993-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.8959
1993-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.6582
1993-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.6582
1993-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5239
1993-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5239
1993-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.6582
1993-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5239
1993-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.6763
1993-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.6763
1993-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.6763
1993-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.6763
1993-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5239
1993-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.6763
1993-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.8959
1993-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5239
1993-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1337
1993-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5239
1993-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5239
1993-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5239
1993-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5239
1993-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5239
1993-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5239
1993-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3714
1993-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9141
1993-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9141
