,ALCAB FP Equity_DX_SI_QTY,ALCAB FP Equity_DX_SHORT_INTEREST_VALUE,ALCAB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALCAB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALCAB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALCAB FP Equity_DX_SI_MV,ALCAB FP Equity_DX_DSS,ALCAB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALCAB FP Equity_DX_SUPPLY_SI_QTY,ALCAB FP Equity_DX_BROKER_SI_QTY,ALCAB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALCAB FP Equity_DX_BROKER_SI_QTY_ADD,ALCAB FP Equity_DX_BROKER_SI_MV_ADD,ALCAB FP Equity_DX_SUPPLY_SI_QTY_ADD,ALCAB FP Equity_DX_BROKER_SI_QTY_DEC,ALCAB FP Equity_DX_SUPPLY_SI_MV,ALCAB FP Equity_DX_BROKER_SI_MV_DEC,ALCAB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALCAB FP Equity_DX_UTILIZATION_QUANTITY,ALCAB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALCAB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALCAB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALCAB FP Equity_DX_ACTIVE_UTILIZATION_MV,ALCAB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALCAB FP Equity_DX_BROKER_SI_CON_RATIO,ALCAB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALCAB FP Equity_DX_DEMAND_SUPPLY_RATIO,ALCAB FP Equity_PX_LAST
2025-02-03,300.0,114.0,0.01,0.06,0.01,0.0,0.0,76.0,100.0,200.0,38.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.22,0.5632,67.78,0.6881,0.38
2025-02-04,300.0,106.8,0.01,0.06,0.01,0.0,0.0,71.2,100.0,200.0,35.6,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,31.37,0.5694,68.63,0.6881,0.356
2025-02-05,300.0,107.4,0.01,0.06,0.01,0.0,0.0,71.6,100.0,200.0,35.8,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.91,0.5584,67.09,0.6881,0.358
2025-02-06,300.0,138.0,0.01,0.06,0.01,0.0,0.0,92.0,100.0,200.0,46.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,38.53,0.5263,61.47,0.6881,0.46
2025-02-07,300.0,231.0,0.01,0.05,0.01,0.0,0.0,154.0,100.0,200.0,77.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,44.95,0.5051,55.05,0.6881,0.77
2025-02-10,300.0,315.0,0.01,0.04,0.01,0.0,0.0,210.0,100.0,200.0,105.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,39.95,0.5202,60.05,0.6881,1.05
2025-02-11,300.0,405.0,0.01,0.03,0.01,0.0,0.0,270.0,100.0,200.0,135.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,38.54,0.5262,61.46,0.6881,1.35
2025-02-12,300.0,600.0,0.01,0.03,0.01,0.0,0.0,400.0,100.0,200.0,200.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,41.95,0.513,58.05,0.6881,2.0
2025-02-13,300.0,474.0,0.01,0.02,0.01,0.0,0.0,316.0,100.0,200.0,158.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,27.82,0.5984,72.18,2.1429,1.58
2025-02-14,300.0,582.0,0.01,0.02,0.01,0.0,0.0,388.0,100.0,200.0,194.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,37.46,0.5315,62.54,2.1429,1.94
2025-02-17,300.0,522.0,0.01,0.02,0.01,0.0,0.0,348.0,100.0,200.0,174.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,30.44,0.5766,69.56,2.1429,1.74
2025-02-18,300.0,483.0,0.01,0.02,0.01,0.0,0.0,322.0,100.0,200.0,161.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,31.1,0.5714,68.9,2.1429,1.61
2025-02-19,300.0,415.5,0.01,0.02,0.01,0.0,0.0,277.0,100.0,200.0,138.5,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,29.56,0.5836,70.44,2.1429,1.385
2025-02-20,300.0,375.0,0.01,0.02,0.01,0.0,0.0,250.0,100.0,200.0,125.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,30.57,0.5755,69.43,2.1429,1.25
2025-02-21,300.0,370.5,0.01,0.02,0.01,0.0,0.0,247.0,100.0,200.0,123.5,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.52,0.5611,67.48,2.1429,1.235
2025-02-24,300.0,363.0,0.01,0.02,0.01,0.0,0.0,242.0,100.0,200.0,121.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.34,0.5624,67.66,2.1429,1.21
2025-02-25,300.0,336.0,0.01,0.02,0.01,0.0,0.0,224.0,100.0,200.0,112.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,31.11,0.5714,68.89,2.1429,1.12
2025-02-26,300.0,322.5,0.01,0.02,0.01,0.0,0.0,215.0,100.0,200.0,107.5,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,31.89,0.5656,68.11,2.1429,1.075
2025-02-27,300.0,287.4,0.01,0.02,0.01,0.0,0.0,191.6,100.0,200.0,95.8,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,30.3,0.5776,69.7,2.1429,0.958
2025-02-28,300.0,276.0,0.01,0.02,0.01,0.0,0.0,184.0,100.0,200.0,92.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,31.9,0.5655,68.1,2.1429,0.92
2025-03-03,300.0,264.0,0.01,0.02,0.01,0.0,0.0,176.0,100.0,200.0,88.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,31.81,0.5661,68.19,2.1429,0.88
2025-03-04,300.0,273.0,0.01,0.02,0.01,0.0,0.0,182.0,100.0,200.0,91.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,33.53,0.5543,66.47,2.1429,0.91
2025-03-05,300.0,313.5,0.01,0.02,0.01,0.0,0.0,209.0,100.0,200.0,104.5,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,35.9,0.5397,64.1,2.1429,1.045
2025-03-06,300.0,327.0,0.01,0.01,0.01,0.0,0.0,218.0,100.0,200.0,109.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,33.72,0.553,66.28,2.1429,1.09
2025-03-07,300.0,309.0,0.01,0.01,0.01,0.0,0.0,206.0,100.0,200.0,103.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.03,0.5646,67.97,2.1429,1.03
2025-03-10,300.0,258.0,0.01,0.01,0.01,0.0,0.0,172.0,100.0,200.0,86.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,28.94,0.5887,71.06,2.1429,0.86
2025-03-11,300.0,228.0,0.01,0.01,0.01,0.0,0.0,152.0,100.0,200.0,76.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,30.12,0.579,69.88,2.1429,0.76
2025-03-12,300.0,300.0,0.01,0.01,0.01,0.0,0.0,200.0,100.0,200.0,100.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,37.57,0.5309,62.43,2.1429,1.0
2025-03-13,300.0,255.0,0.01,0.01,0.01,0.0,0.0,170.0,100.0,200.0,85.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,29.31,0.5856,70.69,2.1429,0.85
2025-03-14,300.0,255.6,0.01,0.01,0.01,0.0,0.0,170.4,100.0,200.0,85.2,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.84,0.5589,67.16,2.1429,0.852
2025-03-17,300.0,247.8,0.01,0.01,0.01,0.0,0.0,165.2,100.0,200.0,82.6,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.11,0.564,67.89,2.1429,0.826
2025-03-18,300.0,251.4,0.01,0.01,0.01,0.0,0.0,167.6,100.0,200.0,83.8,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,33.11,0.5571,66.89,2.1429,0.838
2025-03-19,300.0,231.0,0.01,0.01,0.01,0.0,0.0,154.0,100.0,200.0,77.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,30.95,0.5726,69.05,2.1429,0.77
2025-03-20,300.0,219.0,0.01,0.01,0.01,0.0,0.0,146.0,100.0,200.0,73.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,31.62,0.5675,68.38,2.1429,0.73
2025-03-21,300.0,221.4,0.01,0.01,0.01,0.0,0.0,147.6,100.0,200.0,73.8,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,33.03,0.5576,66.97,2.1429,0.738
2025-03-24,300.0,210.0,0.01,0.02,0.01,0.0,0.0,140.0,100.0,200.0,70.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,31.63,0.5675,68.37,2.1429,0.7
2025-03-25,300.0,191.4,0.01,0.02,0.01,0.0,0.0,127.6,100.0,200.0,63.8,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,30.78,0.5739,69.22,2.1429,0.638
2025-03-26,300.0,177.0,0.01,0.02,0.01,0.0,0.0,118.0,100.0,200.0,59.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,31.09,0.5715,68.91,2.1429,0.59
2025-03-27,300.0,175.2,0.01,0.02,0.01,0.0,0.0,116.8,100.0,200.0,58.4,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.56,0.5608,67.44,2.1429,0.584
2025-03-28,300.0,165.6,0.01,0.02,0.01,0.0,0.0,110.4,100.0,200.0,55.2,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,31.56,0.568,68.44,2.1429,0.552
2025-03-31,300.0,173.4,0.01,0.03,0.01,0.0,0.0,115.6,100.0,200.0,57.8,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,33.81,0.5524,66.19,2.1429,0.578
2025-04-01,300.0,175.8,0.01,0.03,0.01,0.0,0.0,117.2,100.0,200.0,58.6,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,33.09,0.5572,66.91,2.1429,0.586
2025-04-02,300.0,177.6,0.01,0.03,0.01,0.0,0.0,118.4,100.0,200.0,59.2,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,33.01,0.5577,66.99,2.1429,0.592
2025-04-03,300.0,177.6,0.01,0.03,0.01,0.0,0.0,118.4,100.0,200.0,59.2,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,2.1429,0.592
2025-04-04,300.0,168.0,0.01,0.03,0.01,0.0,0.0,112.0,100.0,200.0,56.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,31.57,0.5679,68.43,2.1429,0.56
2025-04-07,300.0,174.0,0.01,0.03,0.01,0.0,0.0,116.0,100.0,200.0,58.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,33.56,0.554,66.44,2.1429,0.58
2025-04-08,300.0,186.0,0.01,0.03,0.01,0.0,0.0,124.0,100.0,200.0,62.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,34.27,0.5495,65.73,2.1429,0.62
2025-04-09,300.0,168.0,0.01,0.03,0.01,0.0,0.0,112.0,100.0,200.0,56.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,30.58,0.5754,69.42,2.1429,0.56
2025-04-10,300.0,160.8,0.01,0.03,0.01,0.0,0.0,107.2,100.0,200.0,53.6,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,31.83,0.566,68.17,2.1429,0.536
2025-04-11,300.0,144.0,0.01,0.03,0.01,0.0,0.0,96.0,100.0,200.0,48.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,30.4,0.5768,69.6,2.1429,0.48
2025-04-14,300.0,144.0,0.01,0.03,0.01,0.0,0.0,96.0,100.0,200.0,48.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,2.1429,0.48
2025-04-15,300.0,130.5,0.01,0.03,0.01,0.0,0.0,87.0,100.0,200.0,43.5,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,30.66,0.5748,69.34,2.1429,0.435
2025-04-16,300.0,122.7,0.01,0.03,0.01,0.0,0.0,81.8,100.0,200.0,40.9,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,2.1429,0.409
2025-04-17,300.0,156.0,0.01,0.03,0.01,0.0,0.0,104.0,100.0,200.0,52.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,38.28,0.5275,61.72,2.1429,0.52
2025-04-18,300.0,156.0,0.01,0.03,0.01,0.0,0.0,104.0,100.0,200.0,52.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,2.1429,
2025-04-21,300.0,156.0,0.01,0.03,0.01,0.0,0.0,104.0,100.0,200.0,52.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,2.1429,
2025-04-22,300.0,141.0,0.01,0.03,0.01,0.0,0.0,94.0,100.0,200.0,47.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,2.1429,0.47
2025-04-23,300.0,142.2,0.01,0.02,0.01,0.0,0.0,94.8,100.0,200.0,47.4,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.97,0.558,67.03,2.1429,0.474
2025-04-24,511.0,206.96,0.02,0.04,0.02,0.0,0.0,166.46,100.0,411.0,40.5,211.0,0.0,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,40.78,0.3731,42.15,3.65,0.405
2025-04-25,511.0,214.62,0.02,0.04,0.02,0.0,0.0,172.62,100.0,411.0,42.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,39.45,0.3603,40.6,3.65,0.42
2025-04-28,511.0,194.18,0.02,0.04,0.02,0.0,0.0,156.18,100.0,411.0,38.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,39.73,0.3626,40.89,3.65,0.38
2025-04-29,511.0,198.78,0.02,0.04,0.02,0.0,0.0,159.88,100.0,411.0,38.9,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,39.73,0.3626,40.89,3.65,0.389
2025-04-30,511.0,193.67,0.02,0.04,0.02,0.0,0.0,155.77,100.0,411.0,37.9,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,39.93,0.3643,41.1,3.65,0.379
2025-05-01,511.0,193.67,0.02,0.03,0.02,0.0,0.0,155.77,100.0,411.0,37.9,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,39.73,0.3626,40.89,3.65,
2025-05-02,511.0,187.03,0.02,0.03,0.02,0.0,0.0,150.43,100.0,411.0,36.6,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,40.0,0.3649,41.16,3.65,0.366
2025-05-05,300.0,132.0,0.01,0.02,0.01,0.0,0.0,88.0,100.0,200.0,44.0,,,,211.0,0.0,0.0,100.0,71.43,0.0,0.0,0.0,100.0,36.97,0.534,63.03,2.1429,0.44
2025-05-06,300.0,165.0,0.01,0.02,0.01,0.0,0.0,110.0,100.0,200.0,55.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,37.88,0.5294,62.12,2.1429,0.55
2025-05-07,300.0,175.8,0.01,0.01,0.01,0.0,0.0,117.2,100.0,200.0,58.6,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,34.2,0.5499,65.8,2.1429,0.586
2025-05-08,300.0,149.1,0.01,0.01,0.01,0.0,0.0,99.4,100.0,200.0,49.7,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,29.26,0.586,70.74,2.1429,0.497
2025-05-09,300.0,138.3,0.01,0.01,0.01,0.0,0.0,92.2,100.0,200.0,46.1,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,31.15,0.5711,68.85,2.1429,0.461
2025-05-12,300.0,122.4,0.01,0.01,0.01,0.0,0.0,81.6,100.0,200.0,40.8,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,30.15,0.5788,69.85,2.1429,0.408
2025-05-13,300.0,118.5,0.01,0.01,0.01,0.0,0.0,79.0,100.0,200.0,39.5,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.08,0.5642,67.92,2.1429,0.395
2025-05-14,300.0,105.9,0.01,0.01,0.01,0.0,0.0,70.6,100.0,200.0,35.3,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,30.36,0.5772,69.64,2.1429,0.353
2025-05-15,300.0,105.0,0.01,0.01,0.01,0.0,0.0,70.0,100.0,200.0,35.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.6,0.5606,67.4,2.1429,0.35
2025-05-16,300.0,96.0,0.01,0.01,0.01,0.0,0.0,64.0,100.0,200.0,32.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,30.84,0.5734,69.16,2.1429,0.32
2025-05-19,300.0,85.5,0.01,0.01,0.01,0.0,0.0,57.0,100.0,200.0,28.5,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,30.29,0.5777,69.71,2.1429,0.285
2025-05-20,300.0,75.9,0.01,0.01,0.01,0.0,0.0,50.6,100.0,200.0,25.3,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,30.22,0.5783,69.78,2.1429,0.253
2025-05-21,300.0,79.5,0.01,0.01,0.01,0.0,0.0,53.0,100.0,200.0,26.5,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.78,0.5593,67.22,2.1429,0.265
2025-05-22,300.0,79.2,0.01,0.0,0.01,0.0,0.0,52.8,100.0,200.0,26.4,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.7,0.5598,67.3,2.1429,0.264
2025-05-23,300.0,70.8,0.01,0.0,0.01,0.0,0.0,47.2,100.0,200.0,23.6,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,30.37,0.5771,69.63,2.1429,0.236
2025-05-26,300.0,60.9,0.01,0.0,0.01,0.0,0.0,40.6,100.0,200.0,20.3,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,29.56,0.5836,70.44,2.1429,0.203
2025-05-27,300.0,67.5,0.01,0.0,0.01,0.0,0.0,45.0,100.0,200.0,22.5,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,35.09,0.5445,64.91,2.1429,0.225
2025-05-28,300.0,61.2,0.01,0.0,0.01,0.0,0.0,40.8,100.0,200.0,20.4,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,30.66,0.5748,69.34,2.1429,0.204
2025-05-29,300.0,65.1,0.01,0.0,0.01,0.0,0.0,43.4,100.0,200.0,21.7,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,34.16,0.5502,65.84,2.1429,0.217
2025-05-30,300.0,57.0,0.01,0.0,0.01,0.0,0.0,38.0,100.0,200.0,19.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,29.93,0.5806,70.07,2.1429,0.19
2025-06-02,300.0,62.4,0.01,0.0,0.01,0.0,0.0,41.6,100.0,200.0,20.8,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,34.81,0.5461,65.19,2.1429,0.208
2025-06-03,300.0,60.6,0.01,0.0,0.01,0.0,0.0,40.4,100.0,200.0,20.2,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.15,0.5638,67.85,2.1429,0.202
2025-06-04,300.0,56.7,0.01,0.0,0.01,0.0,0.0,37.8,100.0,200.0,18.9,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,31.34,0.5697,68.66,2.1429,0.189
2025-06-05,300.0,57.0,0.01,0.0,0.01,0.0,0.0,38.0,100.0,200.0,19.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.9,0.5585,67.1,2.1429,0.19
2025-06-06,300.0,56.7,0.01,0.0,0.01,0.0,0.0,37.8,100.0,200.0,18.9,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,2.1429,0.189
2025-06-09,300.0,58.5,0.01,0.0,0.01,0.0,0.0,39.0,100.0,200.0,19.5,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,33.48,0.5546,66.52,2.1429,0.195
2025-06-10,300.0,48.15,0.01,0.0,0.01,0.0,0.0,32.1,100.0,200.0,16.05,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,28.65,0.5912,71.35,2.1429,0.1605
2025-06-11,300.0,51.0,0.01,0.0,0.01,0.0,0.0,34.0,100.0,200.0,17.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.79,0.5592,67.21,2.1429,0.17
2025-06-12,300.0,50.1,0.01,0.0,0.01,0.0,0.0,33.4,100.0,200.0,16.7,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.4,0.562,67.6,2.1429,0.167
2025-06-13,300.0,48.9,0.01,0.0,0.01,0.0,0.0,32.6,100.0,200.0,16.3,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.25,0.563,67.75,2.1429,0.163
2025-06-16,300.0,49.8,0.01,0.0,0.01,0.0,0.0,33.2,100.0,200.0,16.6,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,33.19,0.5565,66.81,2.1429,0.166
2025-06-17,300.0,49.65,0.01,0.0,0.01,0.0,0.0,33.1,100.0,200.0,16.55,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.72,0.5597,67.28,2.1429,0.1655
2025-06-18,300.0,39.9,0.01,0.0,0.01,0.0,0.0,26.6,100.0,200.0,13.3,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,28.16,0.5954,71.84,2.1429,0.133
2025-06-19,300.0,34.5,0.01,0.0,0.01,0.0,0.0,23.0,100.0,200.0,11.5,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.78,0.5593,67.22,2.1429,0.115
2025-06-20,300.0,37.35,0.01,0.0,0.01,0.0,0.0,24.9,100.0,200.0,12.45,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.78,0.5593,67.22,2.1429,0.1245
2025-06-23,300.0,36.0,0.01,0.0,0.01,0.0,0.0,24.0,100.0,200.0,12.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,31.98,0.5649,68.02,2.1429,0.12
2025-06-24,300.0,34.8,0.01,0.0,0.01,0.0,0.0,23.2,100.0,200.0,11.6,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.04,0.5645,67.96,2.1429,0.116
2025-06-25,300.0,29.4,0.01,0.0,0.01,0.0,0.0,19.6,100.0,200.0,9.8,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,29.18,0.5867,70.82,2.1429,0.098
2025-06-26,300.0,29.94,0.01,0.0,0.01,0.0,0.0,19.96,100.0,200.0,9.98,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,33.19,0.5565,66.81,2.1429,0.0998
2025-06-27,300.0,27.0,0.01,0.0,0.01,0.0,0.0,18.0,100.0,200.0,9.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,30.55,0.5757,69.45,2.1429,0.09
2025-06-30,300.0,27.48,0.01,0.0,0.01,0.0,0.0,18.32,100.0,200.0,9.16,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,2.1429,0.0916
2025-07-01,300.0,24.3,0.01,0.0,0.01,0.0,0.0,16.2,100.0,200.0,8.1,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,30.13,0.5789,69.87,2.1429,0.081
2025-07-02,300.0,24.54,0.01,0.0,0.01,0.0,0.0,16.36,100.0,200.0,8.18,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,33.0,0.5578,67.0,2.1429,0.0818
2025-07-03,300.0,20.76,0.01,0.0,0.01,0.0,0.0,13.84,100.0,200.0,6.92,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,29.21,0.5864,70.79,2.1429,0.0692
2025-07-04,300.0,19.98,0.01,0.0,0.01,0.0,0.0,13.32,100.0,200.0,6.66,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,31.94,0.5652,68.06,2.1429,0.0666
2025-07-07,300.0,19.5,0.01,0.0,0.01,0.0,0.0,13.0,100.0,200.0,6.5,,,,,0.0,,100.0,15.63,0.0,0.0,0.0,100.0,32.26,0.563,67.74,0.4688,0.065
2025-07-08,300.0,16.56,0.01,0.0,0.01,0.0,0.0,11.04,100.0,200.0,5.52,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,29.04,0.5879,70.96,2.1429,0.0552
2025-07-09,300.0,13.5,0.01,0.0,0.01,0.0,0.0,9.0,100.0,200.0,4.5,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,26.46,0.6109,73.54,2.1429,0.045
2025-07-10,300.0,13.68,0.01,0.0,0.01,0.0,0.0,9.12,100.0,200.0,4.56,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,28.41,0.5932,71.59,2.1429,0.0456
2025-07-11,300.0,14.04,0.01,0.0,0.01,0.0,0.0,9.36,100.0,200.0,4.68,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,28.84,0.5896,71.16,2.1429,0.0468
2025-07-14,300.0,14.22,0.01,0.0,0.01,0.0,0.0,9.48,100.0,200.0,4.74,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,28.88,0.5892,71.12,2.1429,0.0474
2025-07-15,300.0,12.9,0.01,0.0,0.01,0.0,0.0,8.6,100.0,200.0,4.3,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,26.82,0.6074,73.18,2.1429,0.043
2025-07-16,300.0,12.72,0.01,0.0,0.01,0.0,0.0,8.48,100.0,200.0,4.24,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,27.3,0.603,72.7,2.1429,0.0424
2025-07-17,300.0,11.88,0.01,0.0,0.01,0.0,0.0,7.92,100.0,200.0,3.96,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,26.07,0.6145,73.93,2.1429,0.0396
2025-07-18,300.0,11.4,0.01,0.0,0.01,0.0,0.0,7.6,100.0,200.0,3.8,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,25.76,0.6175,74.24,2.1429,0.038
2025-07-21,300.0,11.4,0.01,0.0,0.01,0.0,0.0,7.6,100.0,200.0,3.8,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,26.05,0.6148,73.95,2.1429,0.038
2025-07-22,300.0,11.4,0.01,0.0,0.01,0.0,0.0,7.6,100.0,200.0,3.8,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,26.05,0.6148,73.95,2.1429,0.038
2025-07-23,300.0,11.1,0.01,0.0,0.01,0.0,0.0,7.4,100.0,200.0,3.7,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,25.53,0.6197,74.47,2.1429,0.037
