,ALEXP FP Equity_DX_SI_QTY,ALEXP FP Equity_DX_SHORT_INTEREST_VALUE,ALEXP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALEXP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALEXP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALEXP FP Equity_DX_SI_MV,ALEXP FP Equity_DX_DSS,ALEXP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALEXP FP Equity_DX_SUPPLY_SI_QTY,ALEXP FP Equity_DX_BROKER_SI_QTY,ALEXP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALEXP FP Equity_DX_BROKER_SI_MV_NEW_x,ALEXP FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALEXP FP Equity_DX_BROKER_SI_MV_INC_x,ALEXP FP Equity_DX_BROKER_SI_QTY_ADD,ALEXP FP Equity_DX_BROKER_SI_QTY_NEW,ALEXP FP Equity_DX_SUPPLY_SI_MV_DEC,ALEXP FP Equity_DX_BROKER_SI_QTY_INC,ALEXP FP Equity_DX_SUPPLY_SI_QTY_DEC,ALEXP FP Equity_DX_BROKER_SI_MV_NEW_y,ALEXP FP Equity_DX_BROKER_SI_MV_INC_y,ALEXP FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALEXP FP Equity_DX_BROKER_SI_MV_ADD,ALEXP FP Equity_DX_SUPPLY_SI_QTY_ADD,ALEXP FP Equity_DX_BROKER_SI_QTY_DEC,ALEXP FP Equity_DX_SUPPLY_SI_MV,ALEXP FP Equity_DX_BROKER_SI_MV_DEC,ALEXP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALEXP FP Equity_DX_UTILIZATION_QUANTITY,ALEXP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALEXP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALEXP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALEXP FP Equity_DX_ACTIVE_UTILIZATION_MV,ALEXP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALEXP FP Equity_DX_BROKER_SI_CON_RATIO,ALEXP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALEXP FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,33682.0,110476.96,0.11,0.0,,0.0,,0.0
2022-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5114.0,17387.6,0.02,0.0,,0.0,,0.0
2022-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,47.0,188.0,0.0,0.0,,0.0,,0.0
2022-09-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,50000.0,135000.0,0.13,0.0,,0.0,,0.0
2022-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,50000.0,121000.0,0.14,0.0,,0.0,,0.0
2022-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,50000.0,125000.0,0.12,0.0,,0.0,,0.0
2022-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,50000.0,116000.0,0.13,0.0,,0.0,,0.0
2022-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,50000.0,109000.0,0.12,0.0,,0.0,,0.0
2022-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,80000.0,160000.0,0.17,0.0,,0.0,,0.0
2022-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,100000.0,240000.0,0.2,0.0,,0.0,,0.0
2022-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,100000.0,224000.0,0.24,0.0,,0.0,,0.0
2022-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,100500.0,241200.0,0.23,0.0,,0.0,,0.0
2022-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,93495.0,194469.6,0.22,0.0,,0.0,,0.0
2022-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,93495.0,171095.85,0.19,0.0,,0.0,,0.0
2022-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,93495.0,158941.5,0.17,0.0,,0.0,,0.0
2022-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,93495.0,171095.85,0.16,0.0,,0.0,,0.0
2022-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,93495.0,178575.45,0.17,0.0,,0.0,,0.0
2022-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,93495.0,161746.35,0.18,0.0,,0.0,,0.0
2022-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,93495.0,161746.35,0.16,0.0,,0.0,,0.0
2022-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,93495.0,159876.45,0.16,0.0,,0.0,,0.0
2022-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,93495.0,158006.55,0.16,0.0,,0.0,,0.0
2022-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,93495.0,141177.45,0.16,0.0,,0.0,,0.0
2022-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,93495.0,152396.85,0.14,0.0,,0.0,,0.0
2022-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,93495.0,198209.4,0.15,0.0,,0.0,,0.0
2022-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,93495.0,188859.9,0.2,0.0,,0.0,,0.0
2022-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,93495.0,186990.0,0.19,0.0,,0.0,,0.0
2022-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,93495.0,168291.0,0.19,0.0,,0.0,,0.0
2022-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,93495.0,168291.0,0.17,0.0,,0.0,,0.0
2022-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,93495.0,165486.15,0.17,0.0,,0.0,,0.0
2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,93495.0,146787.15,0.17,0.0,,0.0,,0.0
2022-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,93495.0,138372.6,0.15,0.0,,0.0,,0.0
2022-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,93495.0,145852.2,0.14,0.0,,0.0,,0.0
2022-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,93495.0,138372.6,0.15,0.0,,0.0,,0.0
2022-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,93495.0,148657.05,0.14,0.0,,0.0,,0.0
2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,93495.0,137437.65,0.15,0.0,,0.0,,0.0
2022-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,93495.0,177640.5,0.14,0.0,,0.0,,0.0
2022-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,93495.0,198209.4,0.18,0.0,,0.0,,0.0
2022-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,92895.0,174642.6,0.2,0.0,,0.0,,0.0
2022-10-28,2000.0,3240.0,0.17,0.15,0.03,0.01,0.0,1620.0,1000.0,1000.0,1620.0,,,,1000.0,,,,,,,,0.0,1000.0,,0.0,,1.08,1.08,91895.0,148869.9,0.17,1.08,,1.0,100.0,0.0215
2022-10-31,2000.0,2820.0,0.17,0.16,0.03,0.0,0.0,1410.0,1000.0,1000.0,1410.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,129571.95,0.15,1.09,,1.0,100.0,0.0215
2022-11-01,2000.0,2860.0,0.17,0.15,0.03,0.0,0.0,1430.0,1000.0,1000.0,1430.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,131409.85,0.13,1.08,,1.0,100.0,0.0215
2022-11-02,2000.0,3180.0,0.17,0.15,0.03,0.0,0.0,1590.0,1000.0,1000.0,1590.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,146113.05,0.13,1.08,,1.0,100.0,0.0215
2022-11-03,2000.0,3540.0,0.17,0.17,0.03,0.0,0.0,1770.0,1000.0,1000.0,1770.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,162654.15,0.15,1.08,,1.0,100.0,0.0215
2022-11-04,2000.0,3340.0,0.17,0.17,0.03,0.0,0.0,1670.0,1000.0,1000.0,1670.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,153464.65,0.16,1.05,,1.0,100.0,0.0215
2022-11-07,2000.0,3000.0,0.17,0.17,0.03,0.0,0.0,1500.0,1000.0,1000.0,1500.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,137842.5,0.16,1.05,,1.0,100.0,0.0215
2022-11-08,2000.0,3160.0,0.17,0.17,0.03,0.0,0.0,1580.0,1000.0,1000.0,1580.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,145194.1,0.14,1.07,,1.0,100.0,0.0215
2022-11-09,2000.0,3100.0,0.17,0.17,0.03,0.0,0.0,1550.0,1000.0,1000.0,1550.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,142437.25,0.15,1.08,,1.0,100.0,0.0215
2022-11-10,2000.0,2920.0,0.17,0.17,0.03,0.0,0.0,1460.0,1000.0,1000.0,1460.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,134166.7,0.14,1.06,,1.0,100.0,0.0215
2022-11-11,2000.0,2900.0,0.17,0.17,0.03,0.0,0.0,1450.0,1000.0,1000.0,1450.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,133247.75,0.13,1.06,,1.0,100.0,0.0215
2022-11-14,2000.0,2840.0,0.17,0.17,0.03,0.0,0.0,1420.0,1000.0,1000.0,1420.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,130490.9,0.13,1.08,,1.0,100.0,0.0215
2022-11-15,2000.0,2800.0,0.17,0.16,0.03,0.0,0.0,1400.0,1000.0,1000.0,1400.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,128653.0,0.13,1.07,,1.0,100.0,0.0215
2022-11-16,2000.0,2740.0,0.17,0.16,0.03,0.0,0.0,1370.0,1000.0,1000.0,1370.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,125896.15,0.13,1.07,,1.0,100.0,0.0215
2022-11-17,2000.0,2760.0,0.17,0.16,0.03,0.0,0.0,1380.0,1000.0,1000.0,1380.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,126815.1,0.13,1.08,,1.0,100.0,0.0215
2022-11-18,2000.0,2740.0,0.17,0.17,0.03,0.0,0.0,1370.0,1000.0,1000.0,1370.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,125896.15,0.13,1.08,,1.0,100.0,0.0215
2022-11-21,2000.0,2300.0,0.17,0.17,0.03,0.0,0.0,1150.0,1000.0,1000.0,1150.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,105679.25,0.13,1.09,,1.0,100.0,0.0215
2022-11-22,2000.0,2680.0,0.17,0.17,0.03,0.0,0.0,1340.0,1000.0,1000.0,1340.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,123139.3,0.11,1.07,,1.0,100.0,0.0215
2022-11-23,2000.0,2440.0,0.17,0.17,0.03,0.0,0.0,1220.0,1000.0,1000.0,1220.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,112111.9,0.12,1.07,,1.0,100.0,0.0215
2022-11-24,2000.0,2220.0,0.17,0.17,0.03,0.0,0.0,1110.0,1000.0,1000.0,1110.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,102003.45,0.11,1.08,,1.0,100.0,0.0215
2022-11-25,2000.0,2680.0,0.17,0.16,0.03,0.0,0.0,1340.0,1000.0,1000.0,1340.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,123139.3,0.11,1.08,,1.0,100.0,0.0215
2022-11-28,2000.0,2900.0,0.17,0.15,0.03,0.0,0.0,1450.0,1000.0,1000.0,1450.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,133247.75,0.12,1.08,,1.0,100.0,0.0215
2022-11-29,2000.0,2680.0,0.17,0.16,0.03,0.0,0.0,1340.0,1000.0,1000.0,1340.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,123139.3,0.13,1.08,,1.0,100.0,0.0215
2022-11-30,2000.0,2760.0,0.17,0.17,0.03,0.0,0.0,1380.0,1000.0,1000.0,1380.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,126815.1,0.12,1.07,,1.0,100.0,0.0215
2022-12-01,2000.0,2680.0,0.17,0.17,0.03,0.0,0.0,1340.0,1000.0,1000.0,1340.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,123139.3,0.13,1.06,,1.0,100.0,0.0215
2022-12-02,2000.0,2820.0,0.17,0.17,0.03,0.0,0.0,1410.0,1000.0,1000.0,1410.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,129571.95,0.12,1.07,,1.0,100.0,0.0215
2022-12-05,2000.0,2740.0,0.17,0.17,0.03,0.0,0.0,1370.0,1000.0,1000.0,1370.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,125896.15,0.13,1.08,,1.0,100.0,0.0215
2022-12-06,2000.0,2780.0,0.17,0.16,0.03,0.0,0.0,1390.0,1000.0,1000.0,1390.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,127734.05,0.13,1.08,,1.0,100.0,0.0215
2022-12-07,2000.0,2820.0,0.17,0.18,0.03,0.0,0.0,1410.0,1000.0,1000.0,1410.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,129571.95,0.13,1.07,,1.0,100.0,0.0215
2022-12-08,2000.0,2840.0,0.17,0.19,0.03,0.0,0.0,1420.0,1000.0,1000.0,1420.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,130490.9,0.13,1.07,,1.0,100.0,0.0215
2022-12-09,2000.0,2780.0,0.17,0.21,0.03,0.0,0.0,1390.0,1000.0,1000.0,1390.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,127734.05,0.13,1.08,,1.0,100.0,0.0215
2022-12-12,2000.0,2720.0,0.17,0.21,0.03,0.0,0.0,1360.0,1000.0,1000.0,1360.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,124977.2,0.13,1.08,,1.0,100.0,0.0215
2022-12-13,2000.0,2700.0,0.17,0.23,0.03,0.0,0.0,1350.0,1000.0,1000.0,1350.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,124058.25,0.13,1.07,,1.0,100.0,0.0215
2022-12-14,2000.0,2780.0,0.17,0.24,0.03,0.0,0.0,1390.0,1000.0,1000.0,1390.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,127734.05,0.12,1.07,,1.0,100.0,0.0215
2022-12-15,2000.0,2660.0,0.17,0.25,0.03,0.0,0.0,1330.0,1000.0,1000.0,1330.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,122220.35,0.13,1.08,,1.0,100.0,0.0215
2022-12-16,2000.0,2500.0,0.17,0.27,0.03,0.0,0.0,1250.0,1000.0,1000.0,1250.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,114868.75,0.12,1.08,,1.0,100.0,0.0215
2022-12-19,2000.0,2520.0,0.17,0.27,0.03,0.0,0.0,1260.0,1000.0,1000.0,1260.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,115787.7,0.11,1.07,,1.0,100.0,0.0215
2022-12-20,2000.0,2500.0,0.17,0.29,0.03,0.0,0.0,1250.0,1000.0,1000.0,1250.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,114868.75,0.12,1.07,,1.0,100.0,0.0215
2022-12-21,2000.0,2560.0,0.17,0.29,0.03,0.0,0.0,1280.0,1000.0,1000.0,1280.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,117625.6,0.11,1.08,,1.0,100.0,0.0215
2022-12-22,2000.0,2680.0,0.17,0.29,0.03,0.0,0.0,1340.0,1000.0,1000.0,1340.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,123139.3,0.12,1.08,,1.0,100.0,0.0215
2022-12-23,2000.0,2540.0,0.17,0.31,0.03,0.0,0.0,1270.0,1000.0,1000.0,1270.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,116706.65,0.12,1.08,,1.0,100.0,0.0215
2022-12-26,2000.0,2540.0,0.17,0.33,0.03,0.0,0.0,1270.0,1000.0,1000.0,1270.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,116706.65,0.12,1.07,,1.0,100.0,0.0215
2022-12-27,2000.0,2520.0,0.17,0.33,0.03,0.0,0.0,1260.0,1000.0,1000.0,1260.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,115787.7,0.12,1.08,,1.0,100.0,0.0215
2022-12-28,2000.0,2520.0,0.17,0.34,0.03,0.0,0.0,1260.0,1000.0,1000.0,1260.0,,,,,,,,,,,,,,,0.0,,1.08,1.08,91895.0,115787.7,0.12,1.08,,1.0,100.0,0.0215
2022-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,1000.0,,,,,,1000.0,0.0,0.0,0.0,0.0,92895.0,122621.4,0.12,0.0,,0.0,,0.0
2022-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,92895.0,110545.05,0.12,0.0,,0.0,,0.0
2023-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,92895.0,115189.8,0.12,0.0,,0.0,,0.0
