,ALUNT FP Equity_DX_SI_QTY,ALUNT FP Equity_DX_SHORT_INTEREST_VALUE,ALUNT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALUNT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALUNT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALUNT FP Equity_DX_SI_MV,ALUNT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALUNT FP Equity_DX_SUPPLY_SI_QTY,ALUNT FP Equity_DX_BROKER_SI_QTY,ALUNT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALUNT FP Equity_DX_SUPPLY_SI_MV,ALUNT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALUNT FP Equity_DX_UTILIZATION_QUANTITY,ALUNT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALUNT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALUNT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALUNT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALUNT FP Equity_DX_BROKER_SI_CON_RATIO,ALUNT FP Equity_DX_DEMAND_SUPPLY_RATIO,ALUNT FP Equity_PX_LAST
2024-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,151.0,0.0,0.0,0.0,0.0,1.51
2024-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,151.0,0.0,0.0,0.0,0.0,1.51
2024-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,157.0,0.0,0.0,0.0,0.0,1.57
2024-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,157.0,0.0,0.0,0.0,0.0,
2024-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,157.0,0.0,0.0,0.0,0.0,
2024-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,156.0,0.0,0.0,0.0,0.0,1.56
2024-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,150.0,0.0,0.0,0.0,0.0,1.5
2024-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,149.0,0.0,0.0,0.0,0.0,1.49
2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,149.0,0.0,0.0,0.0,0.0,
2025-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,143.0,0.0,0.0,0.0,0.0,1.43
2025-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,150.0,0.0,0.0,0.0,0.0,1.5
2025-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,142.0,0.0,0.0,0.0,0.0,1.42
2025-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,155.0,0.0,0.0,0.0,0.0,1.55
2025-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,155.0,0.0,0.0,0.0,0.0,1.55
2025-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,154.0,0.0,0.0,0.0,0.0,1.54
2025-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,154.0,0.0,0.0,0.0,0.0,1.54
2025-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,165.0,0.0,0.0,0.0,0.0,1.65
2025-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,177.0,0.0,0.0,0.0,0.0,1.77
2025-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,172.0,0.0,0.0,0.0,0.0,1.72
2025-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,178.0,0.0,0.0,0.0,0.0,1.78
2025-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,177.0,0.0,0.0,0.0,0.0,1.77
2025-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,171.0,0.0,0.0,0.0,0.0,1.71
2025-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,170.0,0.0,0.0,0.0,0.0,1.7
2025-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,170.0,0.0,0.0,0.0,0.0,1.7
2025-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,170.0,0.0,0.0,0.0,0.0,1.7
2025-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,170.0,0.0,0.0,0.0,0.0,1.7
2025-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,166.0,0.0,0.0,0.0,0.0,1.66
2025-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,170.0,0.0,0.0,0.0,0.0,1.7
2025-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,170.0,0.0,0.0,0.0,0.0,1.7
2025-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,170.0,0.0,0.0,0.0,0.0,1.7
2025-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,169.0,0.0,0.0,0.0,0.0,1.69
2025-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,168.0,0.0,0.0,0.0,0.0,1.68
2025-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,169.0,0.0,0.0,0.0,0.0,1.69
2025-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,163.0,0.0,0.0,0.0,0.0,1.63
2025-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,159.0,0.0,0.0,0.0,0.0,1.59
2025-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,158.0,0.0,0.0,0.0,0.0,1.58
2025-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,159.0,0.0,0.0,0.0,0.0,1.59
2025-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,159.0,0.0,0.0,0.0,0.0,1.59
2025-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,160.0,0.0,0.0,0.0,0.0,1.6
2025-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,154.0,0.0,0.0,0.0,0.0,1.54
2025-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,156.0,0.0,0.0,0.0,0.0,1.56
2025-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,156.0,0.0,0.0,0.0,0.0,1.56
2025-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,157.0,0.0,0.0,0.0,0.0,1.57
2025-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,156.0,0.0,0.0,0.0,0.0,1.56
2025-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,155.0,0.0,0.0,0.0,0.0,1.55
2025-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,155.0,0.0,0.0,0.0,0.0,1.55
2025-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,156.0,0.0,0.0,0.0,0.0,1.56
2025-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,156.0,0.0,0.0,0.0,0.0,1.56
2025-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,157.0,0.0,0.0,0.0,0.0,1.57
2025-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,156.0,0.0,0.0,0.0,0.0,1.56
2025-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,157.0,0.0,0.0,0.0,0.0,1.57
2025-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,156.0,0.0,0.0,0.0,0.0,1.56
2025-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,156.0,0.0,0.0,0.0,0.0,1.56
2025-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,155.0,0.0,0.0,0.0,0.0,1.55
2025-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,154.0,0.0,0.0,0.0,0.0,1.54
2025-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,158.0,0.0,0.0,0.0,0.0,1.58
2025-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,160.0,0.0,0.0,0.0,0.0,1.6
2025-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,161.0,0.0,0.0,0.0,0.0,1.61
2025-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,160.0,0.0,0.0,0.0,0.0,1.6
2025-03-13,,,,,,,,,,,,,,,,,,,,1.61
2025-03-14,,,,,,,,,,,,,,,,,,,,1.6
2025-03-17,,,,,,,,,,,,,,,,,,,,1.61
2025-03-18,,,,,,,,,,,,,,,,,,,,1.61
2025-03-19,,,,,,,,,,,,,,,,,,,,1.6
2025-03-20,,,,,,,,,,,,,,,,,,,,1.61
2025-03-21,,,,,,,,,,,,,,,,,,,,1.6
2025-03-24,,,,,,,,,,,,,,,,,,,,1.64
2025-03-25,,,,,,,,,,,,,,,,,,,,1.64
2025-03-26,,,,,,,,,,,,,,,,,,,,1.65
2025-03-27,,,,,,,,,,,,,,,,,,,,1.66
2025-03-28,,,,,,,,,,,,,,,,,,,,1.66
2025-03-31,,,,,,,,,,,,,,,,,,,,1.59
2025-04-01,,,,,,,,,,,,,,,,,,,,1.59
2025-04-02,,,,,,,,,,,,,,,,,,,,1.65
2025-04-03,,,,,,,,,,,,,,,,,,,,1.67
2025-04-04,,,,,,,,,,,,,,,,,,,,1.56
2025-04-07,,,,,,,,,,,,,,,,,,,,1.47
2025-04-08,,,,,,,,,,,,,,,,,,,,1.47
2025-04-09,,,,,,,,,,,,,,,,,,,,1.46
2025-04-10,,,,,,,,,,,,,,,,,,,,1.47
2025-04-11,,,,,,,,,,,,,,,,,,,,1.44
2025-04-14,,,,,,,,,,,,,,,,,,,,1.44
2025-04-15,,,,,,,,,,,,,,,,,,,,1.44
2025-04-16,,,,,,,,,,,,,,,,,,,,1.44
2025-04-17,,,,,,,,,,,,,,,,,,,,1.49
2025-04-22,,,,,,,,,,,,,,,,,,,,1.49
2025-04-23,,,,,,,,,,,,,,,,,,,,1.49
2025-04-24,,,,,,,,,,,,,,,,,,,,1.49
2025-04-25,,,,,,,,,,,,,,,,,,,,1.47
2025-04-28,,,,,,,,,,,,,,,,,,,,1.51
2025-04-29,,,,,,,,,,,,,,,,,,,,1.48
2025-04-30,,,,,,,,,,,,,,,,,,,,1.64
2025-05-02,,,,,,,,,,,,,,,,,,,,1.53
2025-05-05,,,,,,,,,,,,,,,,,,,,1.53
2025-05-06,,,,,,,,,,,,,,,,,,,,1.53
2025-05-07,,,,,,,,,,,,,,,,,,,,1.53
2025-05-08,,,,,,,,,,,,,,,,,,,,1.53
2025-05-09,,,,,,,,,,,,,,,,,,,,1.53
2025-05-12,,,,,,,,,,,,,,,,,,,,1.54
2025-05-13,,,,,,,,,,,,,,,,,,,,1.54
2025-05-14,,,,,,,,,,,,,,,,,,,,1.6
2025-05-15,,,,,,,,,,,,,,,,,,,,1.54
2025-05-16,,,,,,,,,,,,,,,,,,,,1.54
2025-05-19,,,,,,,,,,,,,,,,,,,,1.54
2025-05-20,,,,,,,,,,,,,,,,,,,,1.54
2025-05-21,,,,,,,,,,,,,,,,,,,,1.54
2025-05-22,,,,,,,,,,,,,,,,,,,,1.53
2025-05-23,,,,,,,,,,,,,,,,,,,,1.53
2025-05-26,,,,,,,,,,,,,,,,,,,,1.54
2025-05-27,,,,,,,,,,,,,,,,,,,,1.54
2025-05-28,,,,,,,,,,,,,,,,,,,,1.63
2025-05-29,,,,,,,,,,,,,,,,,,,,1.63
2025-05-30,,,,,,,,,,,,,,,,,,,,1.63
2025-06-02,,,,,,,,,,,,,,,,,,,,1.53
2025-06-03,,,,,,,,,,,,,,,,,,,,1.54
2025-06-04,,,,,,,,,,,,,,,,,,,,1.54
2025-06-05,,,,,,,,,,,,,,,,,,,,1.54
2025-06-06,,,,,,,,,,,,,,,,,,,,1.54
2025-06-09,,,,,,,,,,,,,,,,,,,,1.54
2025-06-10,,,,,,,,,,,,,,,,,,,,1.54
2025-06-11,,,,,,,,,,,,,,,,,,,,1.63
2025-06-12,,,,,,,,,,,,,,,,,,,,1.63
2025-06-13,,,,,,,,,,,,,,,,,,,,1.63
2025-06-16,,,,,,,,,,,,,,,,,,,,1.63
2025-06-17,,,,,,,,,,,,,,,,,,,,1.63
2025-06-18,,,,,,,,,,,,,,,,,,,,1.64
2025-06-19,,,,,,,,,,,,,,,,,,,,1.63
2025-06-20,,,,,,,,,,,,,,,,,,,,1.63
2025-06-23,,,,,,,,,,,,,,,,,,,,1.63
2025-06-24,,,,,,,,,,,,,,,,,,,,1.63
2025-06-25,,,,,,,,,,,,,,,,,,,,1.6
2025-06-26,,,,,,,,,,,,,,,,,,,,1.6
2025-06-27,,,,,,,,,,,,,,,,,,,,1.56
2025-06-30,,,,,,,,,,,,,,,,,,,,1.53
2025-07-01,,,,,,,,,,,,,,,,,,,,1.53
2025-07-02,,,,,,,,,,,,,,,,,,,,1.54
2025-07-03,,,,,,,,,,,,,,,,,,,,1.62
2025-07-04,,,,,,,,,,,,,,,,,,,,1.59
2025-07-07,,,,,,,,,,,,,,,,,,,,1.64
2025-07-08,,,,,,,,,,,,,,,,,,,,1.64
2025-07-09,,,,,,,,,,,,,,,,,,,,1.55
2025-07-10,,,,,,,,,,,,,,,,,,,,1.55
2025-07-11,,,,,,,,,,,,,,,,,,,,1.55
2025-07-14,,,,,,,,,,,,,,,,,,,,1.56
2025-07-15,,,,,,,,,,,,,,,,,,,,1.56
2025-07-16,,,,,,,,,,,,,,,,,,,,1.56
2025-07-17,,,,,,,,,,,,,,,,,,,,1.56
2025-07-18,,,,,,,,,,,,,,,,,,,,1.56
2025-07-21,,,,,,,,,,,,,,,,,,,,1.57
2025-07-22,,,,,,,,,,,,,,,,,,,,1.56
2025-07-23,,,,,,,,,,,,,,,,,,,,1.57
2025-07-24,,,,,,,,,,,,,,,,,,,,1.57
2025-07-25,,,,,,,,,,,,,,,,,,,,1.57
2025-07-28,,,,,,,,,,,,,,,,,,,,1.57
2025-07-29,,,,,,,,,,,,,,,,,,,,1.57
2025-07-30,,,,,,,,,,,,,,,,,,,,1.6
2025-07-31,,,,,,,,,,,,,,,,,,,,1.59
2025-08-01,,,,,,,,,,,,,,,,,,,,1.53
2025-08-04,,,,,,,,,,,,,,,,,,,,1.52
2025-08-05,,,,,,,,,,,,,,,,,,,,1.41
2025-08-06,,,,,,,,,,,,,,,,,,,,1.4
2025-08-07,,,,,,,,,,,,,,,,,,,,1.41
2025-08-08,,,,,,,,,,,,,,,,,,,,1.38
2025-08-11,,,,,,,,,,,,,,,,,,,,1.38
2025-08-12,,,,,,,,,,,,,,,,,,,,1.37
2025-08-13,,,,,,,,,,,,,,,,,,,,1.36
2025-08-14,,,,,,,,,,,,,,,,,,,,1.35
2025-08-15,,,,,,,,,,,,,,,,,,,,1.35
2025-08-18,,,,,,,,,,,,,,,,,,,,1.35
2025-08-19,,,,,,,,,,,,,,,,,,,,1.34
2025-08-20,,,,,,,,,,,,,,,,,,,,1.34
2025-08-21,,,,,,,,,,,,,,,,,,,,1.34
2025-08-22,,,,,,,,,,,,,,,,,,,,1.33
2025-08-25,,,,,,,,,,,,,,,,,,,,1.35
2025-08-26,,,,,,,,,,,,,,,,,,,,1.35
2025-08-27,,,,,,,,,,,,,,,,,,,,1.34
2025-08-28,,,,,,,,,,,,,,,,,,,,1.34
2025-08-29,,,,,,,,,,,,,,,,,,,,1.35
