,MEMS FP Equity_DX_SI_QTY,MEMS FP Equity_DX_SHORT_INTEREST_VALUE,MEMS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MEMS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MEMS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MEMS FP Equity_DX_SI_MV,MEMS FP Equity_DX_DSS,MEMS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MEMS FP Equity_DX_SUPPLY_SI_QTY,MEMS FP Equity_DX_BROKER_SI_QTY,MEMS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MEMS FP Equity_DX_BROKER_SI_MV_NEW_x,MEMS FP Equity_DX_SUPPLY_SI_QTY_INC_x,MEMS FP Equity_DX_BROKER_SI_MV_INC_x,MEMS FP Equity_DX_BROKER_SI_QTY_ADD,MEMS FP Equity_DX_BROKER_SI_QTY_NEW,MEMS FP Equity_DX_SUPPLY_SI_MV_DEC,MEMS FP Equity_DX_BROKER_SI_QTY_INC,MEMS FP Equity_DX_SUPPLY_SI_QTY_DEC,MEMS FP Equity_DX_BROKER_SI_MV_NEW_y,MEMS FP Equity_DX_BROKER_SI_MV_INC_y,MEMS FP Equity_DX_SUPPLY_SI_QTY_INC_y,MEMS FP Equity_DX_BROKER_SI_MV_ADD,MEMS FP Equity_DX_SUPPLY_SI_QTY_ADD,MEMS FP Equity_DX_BROKER_SI_QTY_DEC,MEMS FP Equity_DX_SUPPLY_SI_MV,MEMS FP Equity_DX_BROKER_SI_MV_DEC,MEMS FP Equity_DX_BROKER_SI_MV_RMV,MEMS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MEMS FP Equity_DX_UTILIZATION_QUANTITY,MEMS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MEMS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MEMS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MEMS FP Equity_DX_ACTIVE_UTILIZATION_MV,MEMS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MEMS FP Equity_DX_BROKER_SI_CON_RATIO,MEMS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MEMS FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-01-15,16898.0,117948.04,0.25,0.37,0.23,0.12,0.0,58974.02,8449.0,8449.0,58974.02,,3000.0,0.02,,,,3000.0,,,0.02,3000.0,,,,0.06,,,100.0,16.42,0.0,0.0,0.0,100.0,40.8,0.5169,59.2,0.3283
2024-01-16,12898.0,87706.4,0.19,0.28,0.17,0.09,0.0,43853.2,6449.0,6449.0,43853.2,,,,,,0.02,,2000.0,,,,,,2000.0,0.05,0.01,,100.0,11.95,0.0,0.0,0.0,100.0,46.84,0.502,53.16,0.239
2024-01-17,14298.0,95510.64,0.21,0.31,0.19,0.1,0.0,47755.32,7149.0,7149.0,47755.32,,700.0,0.0,,,,700.0,,,0.0,700.0,,,,0.05,,,100.0,13.08,0.0,0.0,0.0,100.0,48.02,0.5008,51.98,0.2615
2024-01-18,18298.0,128817.92,0.27,0.39,0.24,0.12,0.0,78488.96,7149.0,11149.0,50328.96,,,0.01,2000.0,,,2000.0,,,0.01,,0.01,,,0.05,,,100.0,13.06,0.0,0.0,0.0,100.0,38.12,0.414,50.59,0.3344
2024-01-19,18298.0,125890.24,0.27,0.38,0.24,0.13,0.0,76705.12,7149.0,11149.0,49185.12,,,,,,,,,,,,,,,0.05,,,100.0,13.06,0.0,0.0,0.0,100.0,37.24,0.4152,51.33,0.3344
2024-01-22,18298.0,129549.84,0.27,0.38,0.24,0.13,0.0,78934.92,7149.0,11149.0,50614.92,,,,,,,,,,,,,,,0.05,,,100.0,13.06,0.0,0.0,0.0,100.0,37.83,0.4142,50.81,0.3344
2024-01-23,12298.0,87561.76,0.18,0.26,0.16,0.09,0.0,58020.88,4149.0,8149.0,29540.88,,,,,,0.02,,3000.0,,,,,,3000.0,0.03,0.02,,100.0,8.02,0.0,0.0,0.0,100.0,27.37,0.4136,55.68,0.2378
2024-01-24,8898.0,62108.04,0.13,0.19,0.12,0.06,0.0,38034.02,3449.0,5449.0,24074.02,,,,,,0.0,,700.0,,,,,,2700.0,0.02,0.02,,100.0,6.76,0.0,0.0,0.0,100.0,22.65,0.6496,77.35,0.1744
2024-01-25,6898.0,46216.6,0.1,0.14,0.09,0.05,0.0,23108.3,3449.0,3449.0,23108.3,,,,,,,,,,,,,,2000.0,0.02,0.01,,100.0,6.71,0.0,0.0,0.0,100.0,,1.0,100.0,0.1342
2024-01-26,6898.0,47044.36,0.1,0.14,0.09,0.05,0.0,23522.18,3449.0,3449.0,23522.18,,,,,,,,,,,,,,,0.02,,,100.0,6.71,0.0,0.0,0.0,100.0,,1.0,100.0,0.1342
2024-01-29,20898.0,156317.04,0.3,0.44,0.27,0.14,0.0,78158.52,10449.0,10449.0,78158.52,,,,7000.0,,,,,,,,0.05,7000.0,,0.07,,,100.0,21.26,0.0,0.0,0.0,100.0,33.03,0.3334,34.03,0.4251
2024-01-30,20898.0,155481.12,0.3,0.4,0.27,0.16,0.0,77740.56,10449.0,10449.0,77740.56,,,,,,,,,,,,,,,0.08,,,100.0,21.86,0.0,0.0,0.0,100.0,33.43,0.3334,33.57,0.4371
2024-01-31,20898.0,165094.2,0.3,0.39,0.27,0.16,0.0,82547.1,10449.0,10449.0,82547.1,,,,,,,,,,,,,,,0.08,,,100.0,21.86,0.0,0.0,0.0,100.0,33.2,0.3334,33.67,0.4371
2024-02-01,20898.0,162586.44,0.3,0.38,0.27,0.16,0.0,81293.22,10449.0,10449.0,81293.22,,,,,,,,,,,,,,,0.08,,,100.0,21.86,0.0,0.0,0.0,100.0,33.56,0.3334,33.59,0.4371
2024-02-02,20898.0,165094.2,0.3,0.37,0.27,0.16,0.0,82547.1,10449.0,10449.0,82547.1,,,,,,,,,,,,,,,0.08,,,100.0,21.86,0.0,0.0,0.0,100.0,33.39,0.3333,33.45,0.4371
2024-02-05,20898.0,173871.36,0.3,0.37,0.27,0.17,0.0,86935.68,10449.0,10449.0,86935.68,,,,,,,,,,,,,,,0.08,,,100.0,24.33,0.0,0.0,0.0,100.0,33.33,0.3333,33.53,0.4866
2024-02-06,6898.0,52562.76,0.1,0.12,0.09,0.06,0.0,26281.38,3449.0,3449.0,26281.38,,,,,,0.06,,7000.0,,,,,,7000.0,0.03,0.06,,100.0,8.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.1606
2024-02-07,6898.0,52010.92,0.1,0.11,0.09,0.05,0.0,26005.46,3449.0,3449.0,26005.46,,,,,,,,,,,,,,,0.03,,,100.0,7.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.1595
2024-02-08,22898.0,179062.36,0.33,0.38,0.3,0.17,0.0,89531.18,11449.0,11449.0,89531.18,,,,8000.0,,,,,,,,0.06,8000.0,,0.09,,,100.0,26.48,0.0,0.0,0.0,100.0,34.69,0.3345,34.77,0.5295
2024-02-09,22898.0,178604.4,0.33,0.38,0.3,0.18,0.0,89302.2,11449.0,11449.0,89302.2,,,,,,,,,,,,,,,0.09,,,100.0,26.48,0.0,0.0,0.0,100.0,34.89,0.3349,34.96,0.5295
2024-02-12,22898.0,184557.88,0.33,0.38,0.3,0.18,0.0,92278.94,11449.0,11449.0,92278.94,,,,,,,,,,,,,,,0.09,,,100.0,25.65,0.0,0.0,0.0,100.0,34.75,0.3346,34.8,0.5129
2024-02-13,22898.0,185931.76,0.33,0.37,0.3,0.19,0.0,92965.88,11449.0,11449.0,92965.88,,,,,,,,,,,,,,,0.09,,,100.0,26.48,0.0,0.0,0.0,100.0,34.83,0.3349,35.02,0.5295
2024-02-14,22898.0,190969.32,0.33,0.37,0.3,0.19,0.0,95484.66,11449.0,11449.0,95484.66,,,,,,,,,,,,,,,0.09,,,100.0,26.48,0.0,0.0,0.0,100.0,34.75,0.3346,34.82,0.5295
2024-02-15,6898.0,56011.76,0.1,0.11,0.09,0.06,0.0,28005.88,3449.0,3449.0,28005.88,,,,,,0.06,,8000.0,,,,,,8000.0,0.03,0.07,,100.0,7.95,0.0,0.0,0.0,100.0,,1.0,100.0,0.159
2024-02-16,6898.0,57667.28,0.1,0.11,0.09,0.06,0.0,28833.64,3449.0,3449.0,28833.64,,,,,,,,,,,,,,,0.03,,,100.0,7.95,0.0,0.0,0.0,100.0,,1.0,100.0,0.159
2024-02-19,6898.0,56287.68,0.1,0.11,0.09,0.06,0.0,28143.84,3449.0,3449.0,28143.84,,,,,,,,,,,,,,,0.03,,,100.0,7.95,0.0,0.0,0.0,100.0,,1.0,100.0,0.159
2024-02-20,6898.0,58081.16,0.1,0.11,0.09,0.06,0.0,29040.58,3449.0,3449.0,29040.58,,,,,,,,,,,,,,,0.03,,,100.0,7.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.1547
2024-02-21,6898.0,57391.36,0.1,0.11,0.09,0.06,0.0,28695.68,3449.0,3449.0,28695.68,,,,,,,,,,,,,,,0.03,,,100.0,7.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.1547
2024-02-22,6898.0,57943.2,0.1,0.12,0.09,0.06,0.0,28971.6,3449.0,3449.0,28971.6,,,,,,,,,,,,,,,0.03,,,100.0,7.66,0.0,0.0,0.0,100.0,,1.0,100.0,0.1532
2024-02-23,10898.0,90017.48,0.16,0.19,0.14,0.09,0.0,45008.74,5449.0,5449.0,45008.74,,2000.0,,2000.0,,,,,,,2000.0,0.02,,,0.05,,,100.0,11.59,0.0,0.0,0.0,100.0,36.9,0.5343,63.1,0.2318
2024-02-26,18898.0,165168.52,0.27,0.33,0.25,0.16,0.0,82584.26,9449.0,9449.0,82584.26,,4000.0,0.03,,,,4000.0,,,0.03,4000.0,,,,0.08,,,100.0,18.52,0.0,0.0,0.0,100.0,37.17,0.5329,62.83,0.3705
2024-02-27,18898.0,168192.2,0.27,0.33,0.25,0.17,0.0,84096.1,9449.0,9449.0,84096.1,,,,,,,,,,,,,,,0.08,,,100.0,18.52,0.0,0.0,0.0,100.0,36.71,0.5353,63.29,0.3705
2024-02-28,18898.0,167814.24,0.27,0.32,0.25,0.17,0.0,83907.12,9449.0,9449.0,83907.12,,,,,,,,,,,,,,,0.08,,,100.0,21.72,0.0,0.0,0.0,100.0,36.48,0.5366,63.52,0.4345
2024-02-29,18898.0,172727.72,0.27,0.32,0.25,0.17,0.0,86363.86,9449.0,9449.0,86363.86,,,,,,,,,,,,,,,0.08,,,100.0,21.72,0.0,0.0,0.0,100.0,36.84,0.5346,63.16,0.4345
2024-03-01,14898.0,137061.6,0.21,0.25,0.19,0.14,0.0,68530.8,7449.0,7449.0,68530.8,,,,,,0.02,,2000.0,,,,,,2000.0,0.07,0.02,,100.0,17.11,0.0,0.0,0.0,100.0,46.38,0.5026,53.62,0.3423
2024-03-04,14898.0,134082.0,0.21,0.24,0.19,0.14,0.0,67041.0,7449.0,7449.0,67041.0,,,,,,,,,,,,,,,0.07,,,100.0,17.94,0.0,0.0,0.0,100.0,46.03,0.5032,53.97,0.3588
2024-03-05,6898.0,63737.52,0.1,0.11,0.09,0.06,0.0,31868.76,3449.0,3449.0,31868.76,,,,,,0.04,,4000.0,,,,,,4000.0,0.03,0.04,,100.0,9.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.1834
2024-03-06,18898.0,178397.12,0.27,0.3,0.25,0.18,0.0,89198.56,9449.0,9449.0,89198.56,,6000.0,,6000.0,,,,,,,6000.0,0.06,,,0.09,,,100.0,25.63,0.0,0.0,0.0,100.0,36.75,0.5351,63.25,0.5126
2024-03-07,18898.0,183310.6,0.27,0.31,0.25,0.18,0.0,91655.3,9449.0,9449.0,91655.3,,,,,,,,,,,,,,,0.09,,,100.0,25.63,0.0,0.0,0.0,100.0,36.82,0.5347,63.18,0.5126
2024-03-08,20898.0,205636.32,0.3,0.35,0.27,0.2,0.0,112658.16,11449.0,11449.0,112658.16,,,0.02,,,,2000.0,,,0.02,,,2000.0,,0.11,,,100.0,29.32,0.0,0.0,0.0,100.0,42.79,0.5104,57.21,0.5352
2024-03-11,20898.0,188499.96,0.3,0.34,0.27,0.2,0.0,103269.98,11449.0,11449.0,103269.98,,,,,,,,,,,,,,,0.11,,,100.0,30.91,0.0,0.0,0.0,100.0,41.3,0.5151,58.7,0.5641
2024-03-12,20898.0,185156.28,0.3,0.34,0.27,0.19,0.0,101438.14,11449.0,11449.0,101438.14,,,,,,,,,,,,,,,0.1,,,100.0,30.66,0.0,0.0,0.0,100.0,42.31,0.5118,57.69,0.5596
2024-03-13,20898.0,182230.56,0.3,0.33,0.27,0.18,0.0,99835.28,11449.0,11449.0,99835.28,,,,,,,,,,,,,,,0.1,,,100.0,35.56,0.0,0.0,0.0,100.0,42.34,0.5117,57.66,0.6491
2024-03-14,28639.0,222811.42,0.41,0.46,0.37,0.24,0.0,149298.2,19190.0,19190.0,149298.2,,7741.0,0.06,,,,7741.0,,,0.06,7741.0,,,,0.17,,,100.0,49.34,0.0,0.0,0.0,100.0,44.09,0.507,55.91,0.7364
2024-03-15,28639.0,225675.32,0.41,0.44,0.37,0.22,0.0,151217.2,19190.0,19190.0,151217.2,,,,,,,,,,,,,,,0.15,,,100.0,64.43,0.0,0.0,0.0,100.0,41.65,0.5139,58.35,0.9616
2024-03-18,34639.0,290967.6,0.49,0.52,0.45,0.28,0.0,211596.0,22190.0,25190.0,186396.0,,3000.0,0.02,3000.0,,,3000.0,,,0.02,3000.0,0.02,,,0.18,,,100.0,67.69,0.0,0.0,0.0,100.0,42.11,0.4266,49.16,1.0566
2024-03-19,28457.0,253836.44,0.41,0.43,0.37,0.24,0.0,223071.36,22008.0,25008.0,196311.36,,5818.0,,5818.0,,0.04,,6000.0,,,5818.0,0.05,,6000.0,0.19,0.05,,100.0,57.46,0.0,0.0,0.0,100.0,18.82,0.4182,60.03,0.743
2024-03-20,41557.0,376506.42,0.59,0.65,0.54,0.37,0.0,314454.48,25408.0,34708.0,230196.48,,,0.09,,,,9700.0,,,0.09,,,3400.0,,0.22,,,100.0,77.55,0.0,0.0,0.0,100.0,37.22,0.3276,39.92,1.2684
2024-03-21,45069.0,402015.48,0.64,0.71,0.58,0.41,0.0,340922.4,34420.0,38220.0,307026.4,,9700.0,0.04,,,0.0,4200.0,688.0,,0.04,9700.0,,,688.0,0.31,0.0,,100.0,90.74,0.0,0.0,0.0,100.0,32.94,0.2884,36.5,1.1882
2024-03-22,45525.0,406993.5,0.65,0.73,0.59,0.41,0.0,345763.44,34876.0,38676.0,311791.44,,456.0,0.0,,,,456.0,,,0.0,456.0,,,,0.31,,,100.0,93.4,0.0,0.0,0.0,100.0,33.44,0.29,36.43,1.2192
2024-03-25,43644.0,405889.2,0.62,0.7,0.57,0.4,0.0,373813.5,32395.0,40195.0,301273.5,,919.0,0.02,,,0.03,1519.0,3400.0,,0.02,919.0,,,,0.29,,,100.0,97.42,0.0,0.0,0.0,100.0,34.96,0.3169,40.29,1.3124
2024-03-26,43744.0,403319.68,0.62,0.71,0.57,0.41,0.0,371519.9,30695.0,40295.0,283007.9,,,0.04,,,0.01,3300.0,1700.0,,0.04,,,,3200.0,0.29,0.03,,100.0,92.3,0.0,0.0,0.0,100.0,39.28,0.3546,42.96,1.3155
2024-03-27,39607.0,362007.98,0.56,0.64,0.51,0.36,0.0,330484.12,30358.0,36158.0,277472.12,,,,,,0.0,,337.0,,,,,,4137.0,0.28,0.04,,100.0,96.21,0.0,0.0,0.0,100.0,42.73,0.4189,47.65,1.2552
2024-03-28,36378.0,328857.12,0.52,0.6,0.47,0.33,0.0,297678.16,30929.0,32929.0,279598.16,,571.0,0.0,,,,571.0,,,0.0,571.0,,,3800.0,0.28,0.04,,100.0,97.35,0.0,0.0,0.0,100.0,46.48,0.5025,53.52,1.145
2024-03-29,36378.0,328857.12,0.52,0.6,0.47,0.33,0.0,297678.16,30929.0,32929.0,279598.16,,,,,,,,,,,,,,,0.28,,,100.0,97.35,0.0,0.0,0.0,100.0,46.71,0.5022,53.29,1.145
2024-04-01,36378.0,328857.12,0.52,0.6,0.47,0.33,0.0,297678.16,30929.0,32929.0,279598.16,,,,,,,,,,,,,,,0.28,,,100.0,97.35,0.0,0.0,0.0,100.0,46.7,0.5022,53.3,1.145
2024-04-02,37278.0,352277.1,0.53,0.62,0.48,0.34,0.0,319684.05,31829.0,33829.0,300784.05,,900.0,0.01,,,,900.0,,,0.01,900.0,,,,0.29,,,100.0,97.43,0.0,0.0,0.0,100.0,46.47,0.5025,53.53,1.141
2024-04-03,40978.0,390930.12,0.58,0.68,0.53,0.39,0.0,358026.66,31829.0,37529.0,303648.66,,,,3700.0,,,,,,,,0.04,,,0.3,,,100.0,97.43,0.0,0.0,0.0,100.0,41.66,0.4251,49.34,1.2543
2024-04-04,34559.0,333494.35,0.49,0.56,0.45,0.33,0.0,300211.5,27410.0,31110.0,264506.5,,,,,,0.04,,4419.0,,,,,,6419.0,0.26,0.06,,100.0,96.66,0.0,0.0,0.0,100.0,39.95,0.4149,49.39,1.2187
2024-04-05,27216.0,262090.08,0.39,0.44,0.35,0.26,0.0,228876.21,20067.0,23767.0,193245.21,,,,,,0.07,,7343.0,,,,,,7343.0,0.19,0.07,,100.0,70.76,0.0,0.0,0.0,100.0,24.0,0.4654,62.39,0.9597
2024-04-08,21690.0,204536.7,0.31,0.35,0.28,0.21,0.0,172012.63,14541.0,18241.0,137121.63,,,,,,0.05,,5526.0,,,,,,5526.0,0.14,0.05,,100.0,68.59,0.0,0.0,0.0,100.0,17.28,0.6412,78.05,1.0232
2024-04-09,16990.0,155968.2,0.24,0.28,0.22,0.16,0.0,124306.38,13541.0,13541.0,124306.38,,,,,,0.01,,1000.0,,,,,,4700.0,0.13,0.05,,100.0,67.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.8411
2024-04-10,21590.0,197764.4,0.31,0.35,0.28,0.2,0.0,166171.56,15841.0,18141.0,145103.56,,2300.0,,4600.0,,,,,,,2300.0,0.04,,,0.15,,,100.0,70.41,0.0,0.0,0.0,100.0,11.41,0.6328,78.01,0.9596
2024-04-11,21590.0,196469.0,0.31,0.36,0.28,0.2,0.0,165083.1,15841.0,18141.0,144153.1,,,,,,,,,,,,,,,0.15,,,100.0,70.41,0.0,0.0,0.0,100.0,11.17,0.6351,78.19,0.9596
2024-04-12,32990.0,292621.3,0.47,0.57,0.43,0.3,0.0,211469.67,21541.0,23841.0,191068.67,,5700.0,0.05,,,,5700.0,,,0.05,5700.0,,,,0.2,,,100.0,76.21,0.0,0.0,0.0,100.0,41.82,0.4385,50.81,1.1671
2024-04-15,32990.0,298229.6,0.47,0.58,0.43,0.3,0.0,215522.64,21541.0,23841.0,194730.64,,,,,,,,,,,,,,,0.19,,,100.0,73.27,0.0,0.0,0.0,100.0,41.06,0.4411,51.7,1.1221
2024-04-16,32990.0,282724.3,0.47,0.6,0.43,0.29,0.0,184606.37,21541.0,21541.0,184606.37,,,,,,,,,,,,,,2300.0,0.19,0.02,,100.0,73.27,0.0,0.0,0.0,100.0,42.43,0.4396,50.44,1.1221
2024-04-17,28390.0,256361.7,0.4,0.52,0.37,0.25,0.0,173746.23,19241.0,19241.0,173746.23,,,,,,0.03,,2300.0,,,,,,2300.0,0.16,0.02,,100.0,71.0,0.0,0.0,0.0,100.0,39.15,0.5235,60.85,1.0476
2024-04-18,28390.0,252387.1,0.4,0.53,0.37,0.25,0.0,171052.49,19241.0,19241.0,171052.49,,,,,,,,,,,,,,,0.17,,,100.0,71.0,0.0,0.0,0.0,100.0,40.45,0.5182,59.55,1.0476
2024-04-19,18190.0,164437.6,0.26,0.34,0.24,0.16,0.0,127834.64,14141.0,14141.0,127834.64,,,,,,0.05,,5100.0,,,,,,5100.0,0.13,0.05,,100.0,49.97,0.0,0.0,0.0,100.0,6.52,0.8782,93.48,0.6428
2024-04-22,18190.0,160981.5,0.26,0.35,0.24,0.16,0.0,125147.85,14141.0,14141.0,125147.85,,,,,,,,,,,,,,,0.13,,,100.0,60.96,0.0,0.0,0.0,100.0,6.7,0.8749,93.3,0.7841
2024-04-23,16990.0,151211.0,0.24,0.33,0.22,0.15,0.0,120514.9,13541.0,13541.0,120514.9,,,,,,0.01,,600.0,,,,,,600.0,0.12,0.01,,100.0,59.92,0.0,0.0,0.0,100.0,,1.0,100.0,0.7518
2024-04-24,16990.0,151380.9,0.24,0.34,0.22,0.15,0.0,120650.31,13541.0,13541.0,120650.31,,,,,,,,,,,,,,,0.12,,,100.0,59.92,0.0,0.0,0.0,100.0,,1.0,100.0,0.7518
2024-04-25,16990.0,144754.8,0.24,0.38,0.22,0.15,0.0,115369.32,13541.0,13541.0,115369.32,,,,,,,,,,,,,,,0.12,,,100.0,59.92,0.0,0.0,0.0,100.0,,1.0,100.0,0.7518
2024-04-26,19090.0,162646.8,0.27,0.47,0.25,0.16,0.0,133261.32,15641.0,15641.0,133261.32,,2100.0,,2100.0,,,,,,,2100.0,0.02,,,0.13,,,100.0,63.33,0.0,0.0,0.0,100.0,11.49,0.7966,88.51,0.7729
2024-04-29,19979.0,159632.21,0.28,0.51,0.26,0.16,0.0,132074.7,16830.0,16530.0,134471.7,,1189.0,0.01,,,,1189.0,,,0.01,1189.0,,,300.0,0.14,0.01,,100.0,70.98,0.0,0.0,0.0,100.0,17.2,0.7151,82.8,0.8426
2024-04-30,22989.0,186900.57,0.33,0.64,0.3,0.19,0.0,158860.2,19540.0,19540.0,158860.2,,3010.0,0.02,,,0.01,3010.0,300.0,,0.02,3010.0,,,,0.16,,,100.0,74.02,0.0,0.0,0.0,100.0,27.13,0.6046,72.87,0.8709
2024-05-01,22989.0,186900.57,0.33,0.68,0.3,0.19,0.0,158860.2,19540.0,19540.0,158860.2,,,,,,,,,,,,,,,0.16,,,100.0,74.02,0.0,0.0,0.0,100.0,27.5,0.6013,72.5,0.8709
2024-05-02,24884.0,194095.2,0.35,0.73,0.32,0.2,0.0,167193.0,21435.0,21435.0,167193.0,,1895.0,0.02,,,,2211.0,,,0.02,1895.0,,,316.0,0.17,0.01,,100.0,74.6,0.0,0.0,0.0,100.0,34.84,0.546,65.16,0.8661
2024-05-03,26470.0,216789.3,0.38,0.83,0.34,0.21,0.0,188541.99,23021.0,23021.0,188541.99,,1586.0,0.01,,,,1586.0,,,0.01,1586.0,,,,0.18,,,100.0,80.21,0.0,0.0,0.0,100.0,37.47,0.5314,62.53,0.9223
2024-05-06,30517.0,239558.45,0.44,0.99,0.4,0.24,0.0,212483.8,27068.0,27068.0,212483.8,,4047.0,0.03,,,,4047.0,,,0.03,4047.0,,,,0.22,,,100.0,94.03,0.0,0.0,0.0,100.0,46.83,0.502,53.17,1.0601
2024-05-07,29076.0,225339.0,0.41,0.96,0.38,0.23,0.0,198609.25,25627.0,25627.0,198609.25,,,,,,0.01,,1441.0,,,,,,1441.0,0.2,0.01,,100.0,93.3,0.0,0.0,0.0,100.0,43.93,0.5074,56.07,1.0586
2024-05-08,33048.0,253147.68,0.47,1.11,0.43,0.26,0.0,226728.34,25599.0,29599.0,196088.34,,4000.0,,8000.0,,0.03,,4028.0,,,4000.0,0.06,,4028.0,0.2,0.03,,100.0,80.89,0.0,0.0,0.0,100.0,26.21,0.3397,49.02,1.0443
2024-05-09,32213.0,234188.51,0.46,1.09,0.42,0.24,0.0,209114.28,24764.0,28764.0,180034.28,,1900.0,,,,0.02,,2735.0,,,1900.0,,,835.0,0.19,0.01,,100.0,73.17,0.0,0.0,0.0,100.0,24.74,0.3391,49.46,0.9518
2024-05-10,30735.0,235430.1,0.44,1.01,0.4,0.23,0.0,209010.76,23286.0,27286.0,178370.76,,2481.0,,,,0.03,,3959.0,,,2481.0,,,1478.0,0.17,0.01,,100.0,80.33,0.0,0.0,0.0,100.0,20.11,0.3653,53.96,1.0603
2024-05-13,26274.0,205462.68,0.37,0.85,0.34,0.2,0.0,178491.5,18825.0,22825.0,147211.5,,,,,,0.03,,4461.0,,,,,,4461.0,0.14,0.03,,100.0,64.94,0.0,0.0,0.0,100.0,15.7,0.4394,62.23,0.9064
2024-05-14,24374.0,186217.36,0.35,0.8,0.32,0.19,0.0,129307.0,16925.0,16925.0,129307.0,,,,,,0.01,,1900.0,,,,,,5900.0,0.13,0.05,,100.0,62.48,0.0,0.0,0.0,100.0,16.61,0.5011,66.77,0.8998
2024-05-15,18820.0,145855.0,0.27,0.64,0.24,0.15,0.0,119125.25,15371.0,15371.0,119125.25,,2446.0,,2446.0,,0.03,,4000.0,,,2446.0,0.02,,4000.0,0.12,0.03,,100.0,60.2,0.0,0.0,0.0,100.0,13.18,0.7712,86.82,0.7371
2024-05-16,18871.0,148703.48,0.27,0.66,0.24,0.15,0.0,121525.36,15422.0,15422.0,121525.36,,51.0,0.0,,,,51.0,,,0.0,51.0,,,,0.12,,,100.0,60.46,0.0,0.0,0.0,100.0,12.94,0.7747,87.06,0.7398
2024-05-17,18010.0,139217.3,0.26,0.65,0.23,0.14,0.0,112556.53,14561.0,14561.0,112556.53,,,,,,0.01,,861.0,,,,,,861.0,0.11,0.01,,100.0,66.26,0.0,0.0,0.0,100.0,9.21,0.8328,90.79,0.8196
2024-05-20,16374.0,127553.46,0.23,0.63,0.21,0.13,0.0,100685.75,12925.0,12925.0,100685.75,,,,,,0.01,,1636.0,,,,,,1636.0,0.1,0.01,,100.0,58.82,0.0,0.0,0.0,100.0,,1.0,100.0,0.7452
2024-05-21,16374.0,125424.84,0.23,0.68,0.21,0.13,0.0,99005.5,12925.0,12925.0,99005.5,,,,,,,,,,,,,,,0.1,,,100.0,58.82,0.0,0.0,0.0,100.0,,1.0,100.0,0.7452
2024-05-22,16374.0,122313.78,0.23,0.69,0.21,0.12,0.0,96549.75,12925.0,12925.0,96549.75,,,,,,,,,,,,,,,0.1,,,100.0,58.82,0.0,0.0,0.0,100.0,,1.0,100.0,0.7452
2024-05-23,16374.0,124278.66,0.23,0.7,0.21,0.12,0.0,98100.75,12925.0,12925.0,98100.75,,,,,,,,,,,,,,,0.1,,,100.0,58.82,0.0,0.0,0.0,100.0,,1.0,100.0,0.7452
2024-05-24,16374.0,122968.74,0.23,0.72,0.21,0.12,0.0,97066.75,12925.0,12925.0,97066.75,,,,,,,,,,,,,,,0.1,,,100.0,58.82,0.0,0.0,0.0,100.0,,1.0,100.0,0.7452
2024-05-27,16374.0,124442.4,0.23,0.73,0.21,0.12,0.0,98230.0,12925.0,12925.0,98230.0,,,,,,,,,,,,,,,0.1,,,100.0,58.82,0.0,0.0,0.0,100.0,,1.0,100.0,0.7452
2024-05-28,16374.0,123623.7,0.23,0.76,0.21,0.12,0.0,97583.75,12925.0,12925.0,97583.75,,,,,,,,,,,,,,,0.1,,,100.0,58.82,0.0,0.0,0.0,100.0,,1.0,100.0,0.7452
2024-05-29,16374.0,122805.0,0.23,0.76,0.21,0.12,0.0,96937.5,12925.0,12925.0,96937.5,,,,,,,,,,,,,,,0.1,,,100.0,58.82,0.0,0.0,0.0,100.0,,1.0,100.0,0.7452
2024-05-30,16374.0,123623.7,0.23,0.8,0.21,0.12,0.0,97583.75,12925.0,12925.0,97583.75,,,,,,,,,,,,,,,0.1,,,100.0,58.82,0.0,0.0,0.0,100.0,,1.0,100.0,0.7452
2024-05-31,20774.0,156635.96,0.3,1.06,0.27,0.16,0.0,114042.5,15125.0,15125.0,114042.5,,2200.0,,2200.0,,,,,,,2200.0,0.02,,,0.11,,,100.0,62.57,0.0,0.0,0.0,100.0,21.2,0.6659,78.8,0.8594
2024-06-03,20774.0,149572.8,0.3,1.07,0.27,0.15,0.0,108900.0,15125.0,15125.0,108900.0,,,,,,,,,,,,,,,0.11,,,100.0,62.57,0.0,0.0,0.0,100.0,21.79,0.6591,78.21,0.8594
