,EGOV FP Equity_DX_SI_QTY,EGOV FP Equity_DX_SHORT_INTEREST_VALUE,EGOV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EGOV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EGOV FP Equity_DX_SI_MV,EGOV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EGOV FP Equity_DX_SUPPLY_SI_QTY,EGOV FP Equity_DX_BROKER_SI_QTY,EGOV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EGOV FP Equity_DX_BROKER_SI_MV_NEW_x,EGOV FP Equity_DX_SUPPLY_SI_QTY_INC_x,EGOV FP Equity_DX_BROKER_SI_MV_INC_x,EGOV FP Equity_DX_BROKER_SI_QTY_ADD,EGOV FP Equity_DX_BROKER_SI_QTY_NEW,EGOV FP Equity_DX_SUPPLY_SI_MV_DEC,EGOV FP Equity_DX_BROKER_SI_QTY_INC,EGOV FP Equity_DX_SUPPLY_SI_QTY_DEC,EGOV FP Equity_DX_BROKER_SI_MV_NEW_y,EGOV FP Equity_DX_BROKER_SI_MV_INC_y,EGOV FP Equity_DX_SUPPLY_SI_QTY_INC_y,EGOV FP Equity_DX_BROKER_SI_MV_ADD,EGOV FP Equity_DX_SUPPLY_SI_QTY_ADD,EGOV FP Equity_DX_BROKER_SI_QTY_DEC,EGOV FP Equity_DX_SUPPLY_SI_MV,EGOV FP Equity_DX_BROKER_SI_MV_DEC,EGOV FP Equity_DX_BROKER_SI_MV_RMV,EGOV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EGOV FP Equity_DX_UTILIZATION_QUANTITY,EGOV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EGOV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EGOV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EGOV FP Equity_DX_ACTIVE_UTILIZATION_MV,EGOV FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EGOV FP Equity_DX_BROKER_SI_CON_RATIO,EGOV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EGOV FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-05-14,18356.0,1005725.24,26.23,0.12,1.01,1005725.24,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3177.82,0.0,0.0,,1.0,100.0,316.4828
2021-05-17,18356.0,1003889.64,26.29,0.12,1.0,1003889.64,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3172.02,0.0,0.0,,1.0,100.0,316.4828
2021-05-18,18356.0,1004201.69,26.3,0.12,1.0,1004201.69,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3173.01,0.0,0.0,,1.0,100.0,316.4828
2021-05-19,18356.0,1004256.76,26.58,0.12,1.0,1004256.76,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3173.18,0.0,0.0,,1.0,100.0,316.4828
2021-05-20,18356.0,1006459.48,27.16,0.12,1.01,1006459.48,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3180.14,0.0,0.0,,1.0,100.0,316.4828
2021-05-21,18356.0,1008331.79,27.32,0.12,1.01,1008331.79,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3186.06,0.0,0.0,,1.0,100.0,316.4828
2021-05-24,18356.0,1009396.44,28.86,0.12,1.01,1009396.44,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3189.42,0.0,0.0,,1.0,100.0,316.4828
2021-05-25,18356.0,1012259.98,29.18,0.12,1.01,1012259.98,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3198.47,0.0,0.0,,1.0,100.0,316.4828
2021-05-26,18356.0,1015490.63,29.01,0.12,1.01,1015490.63,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3208.68,0.0,0.0,,1.0,100.0,316.4828
2021-05-27,18356.0,1013306.27,26.98,0.13,1.01,1013306.27,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3201.77,0.0,0.0,,1.0,100.0,316.4828
2021-05-28,18356.0,1014040.51,0.6,0.13,1.01,1014040.51,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3204.09,0.0,0.0,,1.0,100.0,316.4828
2021-05-31,18356.0,1014425.98,0.6,0.13,1.01,1014425.98,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3205.31,0.0,0.0,,1.0,100.0,316.4828
2021-06-01,18356.0,1014022.15,0.6,0.13,1.01,1014022.15,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3204.04,0.0,0.0,,1.0,100.0,316.4828
2021-06-02,18356.0,1015398.85,0.6,0.13,1.02,1015398.85,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3208.39,0.0,0.0,,1.0,100.0,316.4828
2021-06-03,18356.0,1014554.48,0.6,0.13,1.02,1014554.48,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3205.72,0.0,0.0,,1.0,100.0,316.4828
2021-06-04,18356.0,1015582.41,0.6,0.13,1.02,1015582.41,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3208.97,0.0,0.0,,1.0,100.0,316.4828
2021-06-07,18356.0,1014242.42,0.6,0.13,1.01,1014242.42,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3204.73,0.0,0.0,,1.0,100.0,316.4828
2021-06-08,18356.0,1017142.67,0.6,0.13,1.02,1017142.67,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3213.9,0.0,0.0,,1.0,100.0,316.4828
2021-06-09,18356.0,1019290.32,0.6,0.13,1.02,1019290.32,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3220.68,0.0,0.0,,1.0,100.0,316.4828
2021-06-10,18356.0,1018886.49,0.6,0.13,1.02,1018886.49,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3219.41,0.0,0.0,,1.0,100.0,316.4828
2021-06-11,18356.0,1022043.72,0.6,0.13,1.02,1022043.72,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3229.38,0.0,0.0,,1.0,100.0,316.4828
2021-06-14,18356.0,1019694.16,0.6,0.13,1.02,1019694.16,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3221.96,0.0,0.0,,1.0,100.0,316.4828
2021-06-15,18356.0,1018501.02,0.6,0.13,1.02,1018501.02,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3218.19,0.0,0.0,,1.0,100.0,316.4828
2021-06-16,18356.0,1019271.97,0.59,0.16,1.01,1019271.97,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3220.62,0.0,0.0,,1.0,100.0,316.4828
2021-06-17,18356.0,1017711.71,0.59,0.16,1.02,1017711.71,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3215.69,0.0,0.0,,1.0,100.0,316.4828
2021-06-18,18356.0,1017858.56,0.59,0.16,1.02,1017858.56,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3216.16,0.0,0.0,,1.0,100.0,316.4828
2021-06-21,18356.0,1016078.02,0.57,0.16,1.02,1016078.02,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3210.53,0.0,0.0,,1.0,100.0,316.4828
2021-06-22,18356.0,1015160.22,0.57,0.16,1.02,1015160.22,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3207.63,0.0,0.0,,1.0,100.0,316.4828
2021-06-23,18356.0,1016059.67,0.57,0.16,1.02,1016059.67,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3210.47,0.0,0.0,,1.0,100.0,316.4828
2021-06-24,18356.0,1016518.57,0.57,0.17,1.02,1016518.57,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3211.92,0.0,0.0,,1.0,100.0,316.4828
2021-06-25,18356.0,1012957.5,0.57,0.17,1.01,1012957.5,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3200.67,0.0,0.0,,1.0,100.0,316.4828
2021-06-28,18356.0,1015215.29,0.57,0.17,1.02,1015215.29,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3207.81,0.0,0.0,,1.0,100.0,316.4828
2021-06-29,18356.0,1015031.73,0.54,0.17,1.02,1015031.73,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3207.23,0.0,0.0,,1.0,100.0,316.4828
2021-06-30,18356.0,1018519.37,0.5,0.18,1.02,1018519.37,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3218.25,0.0,0.0,,1.0,100.0,316.4828
2021-07-01,18356.0,1018886.49,0.5,0.18,1.02,1018886.49,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3219.41,0.0,0.0,,1.0,100.0,316.4828
2021-07-02,18356.0,1021805.1,0.5,0.18,1.02,1021805.1,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3228.63,0.0,0.0,,1.0,100.0,316.4828
2021-07-05,18356.0,1019565.66,0.48,0.18,1.02,1019565.66,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3221.55,0.0,0.0,,1.0,100.0,316.4828
2021-07-06,18356.0,1024870.55,0.48,0.17,1.03,1024870.55,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3238.31,0.0,0.0,,1.0,100.0,316.4828
2021-07-07,18356.0,1025751.64,0.48,0.17,1.03,1025751.64,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3241.1,0.0,0.0,,1.0,100.0,316.4828
2021-07-08,18356.0,1025990.26,0.48,0.17,1.03,1025990.26,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3241.85,0.0,0.0,,1.0,100.0,316.4828
2021-07-09,18356.0,1024521.78,2.27,0.17,1.03,1024521.78,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3237.21,0.0,0.0,,1.0,100.0,316.4828
2021-07-12,18356.0,1025457.94,2.28,0.17,1.03,1025457.94,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3240.17,0.0,0.0,,1.0,100.0,316.4828
2021-07-13,18356.0,1026302.32,2.27,0.17,1.02,1026302.32,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3242.84,0.0,0.0,,1.0,100.0,316.4828
2021-07-14,18356.0,1027183.4,2.28,0.17,1.03,1027183.4,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3245.62,0.0,0.0,,1.0,100.0,316.4828
2021-07-15,18356.0,1028211.34,2.27,0.17,1.03,1028211.34,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3248.87,0.0,0.0,,1.0,100.0,316.4828
2021-07-16,18356.0,1030157.08,2.27,0.17,1.03,1030157.08,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3255.02,0.0,0.0,,1.0,100.0,316.4828
2021-07-19,18356.0,1031900.9,2.27,0.17,1.03,1031900.9,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3260.53,0.0,0.0,,1.0,100.0,316.4828
2021-07-20,18356.0,1033754.85,2.27,0.17,1.03,1033754.85,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3266.39,0.0,0.0,,1.0,100.0,316.4828
2021-07-21,18356.0,1032084.46,2.28,0.18,1.03,1032084.46,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3261.11,0.0,0.0,,1.0,100.0,316.4828
2021-07-22,18356.0,1034654.3,1.22,0.18,1.04,1034654.3,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3269.23,0.0,0.0,,1.0,100.0,316.4828
2021-07-23,18356.0,1035737.3,1.22,0.18,1.04,1035737.3,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3272.65,0.0,0.0,,1.0,100.0,316.4828
2021-07-26,18356.0,1035296.76,1.22,0.18,1.03,1035296.76,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3271.26,0.0,0.0,,1.0,100.0,316.4828
2021-07-27,18356.0,1036526.61,1.23,0.18,1.03,1036526.61,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3275.14,0.0,0.0,,1.0,100.0,316.4828
2021-07-28,18356.0,1036067.71,1.25,0.18,1.04,1036067.71,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3273.69,0.0,0.0,,1.0,100.0,316.4828
2021-07-29,18356.0,1036820.3,1.26,0.18,1.04,1036820.3,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3276.07,0.0,0.0,,1.0,100.0,316.4828
2021-07-30,18356.0,1037334.27,1.26,0.18,1.04,1037334.27,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3277.7,0.0,0.0,,1.0,100.0,316.4828
2021-08-02,18356.0,1039573.7,1.39,0.18,1.04,1039573.7,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3284.77,0.0,0.0,,1.0,100.0,316.4828
2021-08-03,18356.0,1039922.47,1.39,0.18,1.04,1039922.47,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3285.87,0.0,0.0,,1.0,100.0,316.4828
2021-08-04,18356.0,1040546.57,1.39,0.18,1.04,1040546.57,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3287.85,0.0,0.0,,1.0,100.0,316.4828
2021-08-05,18356.0,1041684.64,1.4,0.18,1.04,1041684.64,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3291.44,0.0,0.0,,1.0,100.0,316.4828
2021-08-06,18356.0,1038857.82,1.4,0.18,1.04,1038857.82,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3282.51,0.0,0.0,,1.0,100.0,316.4828
2021-08-09,18356.0,1039536.99,1.38,0.18,1.04,1039536.99,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3284.66,0.0,0.0,,1.0,100.0,316.4828
2021-08-10,18356.0,1040032.6,1.55,0.18,1.04,1040032.6,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3286.22,0.0,0.0,,1.0,100.0,316.4828
2021-08-11,18356.0,1039004.67,2.07,0.19,1.04,1039004.67,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3282.97,0.0,0.0,,1.0,100.0,316.4828
2021-08-12,18356.0,1040142.74,2.06,0.19,1.04,1040142.74,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3286.57,0.0,0.0,,1.0,100.0,316.4828
2021-08-13,18356.0,1040638.35,2.06,0.19,1.04,1040638.35,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3288.14,0.0,0.0,,1.0,100.0,316.4828
2021-08-16,18356.0,1039224.94,2.4,0.19,1.04,1039224.94,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3283.67,0.0,0.0,,1.0,100.0,316.4828
2021-08-17,18356.0,1039261.65,2.4,0.19,1.04,1039261.65,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3283.79,0.0,0.0,,1.0,100.0,316.4828
2021-08-18,18356.0,1040546.57,2.4,0.19,1.04,1040546.57,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3287.85,0.0,0.0,,1.0,100.0,316.4828
2021-08-19,18356.0,1040932.05,2.39,0.19,1.04,1040932.05,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3289.06,0.0,0.0,,1.0,100.0,316.4828
2021-08-20,18356.0,1041794.78,2.39,0.19,1.04,1041794.78,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3291.79,0.0,0.0,,1.0,100.0,316.4828
2021-08-23,18356.0,1039995.89,2.39,0.19,1.04,1039995.89,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3286.11,0.0,0.0,,1.0,100.0,316.4828
2021-08-24,18356.0,1040087.67,2.39,0.19,1.04,1040087.67,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3286.4,0.0,0.0,,1.0,100.0,316.4828
2021-08-25,18356.0,1033571.29,2.42,0.19,1.03,1033571.29,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3265.81,0.0,0.0,,1.0,100.0,316.4828
2021-08-26,18356.0,1033718.14,2.39,0.19,1.03,1033718.14,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3266.27,0.0,0.0,,1.0,100.0,316.4828
2021-08-27,18356.0,1034213.75,2.39,0.19,1.03,1034213.75,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3267.84,0.0,0.0,,1.0,100.0,316.4828
2021-08-30,18356.0,1035957.57,2.38,0.19,1.04,1035957.57,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3273.35,0.0,0.0,,1.0,100.0,316.4828
2021-08-31,18356.0,1031019.81,2.38,0.19,1.03,1031019.81,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3257.74,0.0,0.0,,1.0,100.0,316.4828
2021-09-01,18356.0,1030450.77,2.36,0.19,1.03,1030450.77,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3255.95,0.0,0.0,,1.0,100.0,316.4828
2021-09-02,18356.0,1031478.71,22.02,0.19,1.03,1031478.71,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3259.19,0.0,0.0,,1.0,100.0,316.4828
2021-09-03,18356.0,1029661.46,16.92,0.19,1.03,1029661.46,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3253.45,0.0,0.0,,1.0,100.0,316.4828
2021-09-06,18356.0,1030689.4,16.9,0.19,1.03,1030689.4,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3256.7,0.0,0.0,,1.0,100.0,316.4828
2021-09-07,18356.0,1025953.55,16.97,0.19,1.03,1025953.55,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3241.74,0.0,0.0,,1.0,100.0,316.4828
2021-09-08,18356.0,1026944.78,16.89,0.19,1.03,1026944.78,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3244.87,0.0,0.0,,1.0,100.0,316.4828
2021-09-09,18356.0,1031809.12,16.91,0.19,1.03,1031809.12,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3260.24,0.0,0.0,,1.0,100.0,316.4828
2021-09-10,18356.0,1029074.07,16.4,0.19,1.03,1029074.07,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3251.6,0.0,0.0,,1.0,100.0,316.4828
2021-09-13,18356.0,1029220.92,16.4,0.19,1.03,1029220.92,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3252.06,0.0,0.0,,1.0,100.0,316.4828
2021-09-14,18356.0,1030707.76,16.44,0.19,1.03,1030707.76,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3256.76,0.0,0.0,,1.0,100.0,316.4828
2021-09-15,18356.0,1027917.64,15.56,0.19,1.03,1027917.64,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3247.94,0.0,0.0,,1.0,100.0,316.4828
2021-09-16,18356.0,1027752.44,14.8,0.19,1.03,1027752.44,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3247.42,0.0,0.0,,1.0,100.0,316.4828
2021-09-17,18356.0,1026192.18,14.81,0.19,1.03,1026192.18,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3242.49,0.0,0.0,,1.0,100.0,316.4828
2021-09-20,18356.0,1027991.07,16.17,0.19,1.03,1027991.07,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3248.17,0.0,0.0,,1.0,100.0,316.4828
2021-09-21,18356.0,1029312.7,17.3,0.19,1.03,1029312.7,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3252.35,0.0,0.0,,1.0,100.0,316.4828
2021-09-22,18356.0,1030010.23,17.79,0.19,1.03,1030010.23,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3254.55,0.0,0.0,,1.0,100.0,316.4828
2021-09-23,18356.0,1025366.16,17.21,0.19,1.02,1025366.16,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3239.88,0.0,0.0,,1.0,100.0,316.4828
2021-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,1.03,0.0,0.0,58.0,3229.38,0.0,0.0,,0.0,,0.0
2021-09-27,18356.0,1021933.59,13.86,0.19,1.02,1021933.59,0.0,18356.0,0.0,1.02,,,,18356.0,,,,1.02,,,,,,0.0,,,0.0,0.0,58.0,3229.03,0.0,0.0,,1.0,100.0,316.4828
2021-09-28,18356.0,1019987.85,13.9,0.19,1.02,1019987.85,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3222.89,0.0,0.0,,1.0,100.0,316.4828
2021-09-29,18356.0,1020722.09,13.8,0.19,1.02,1020722.09,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3225.21,0.0,0.0,,1.0,100.0,316.4828
2021-09-30,18356.0,1018831.42,14.06,0.19,1.02,1018831.42,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3219.23,0.0,0.0,,1.0,100.0,316.4828
2021-10-01,18356.0,1021089.21,14.07,0.19,1.02,1021089.21,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3226.37,0.0,0.0,,1.0,100.0,316.4828
2021-10-04,18356.0,1020538.53,13.51,0.19,1.02,1020538.53,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41.0,2279.48,0.0,0.0,,1.0,100.0,447.7073
2021-10-05,18356.0,1018372.52,13.51,0.19,1.02,1018372.52,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41.0,2274.64,0.0,0.0,,1.0,100.0,447.7073
2021-10-06,18356.0,1017656.64,13.51,0.19,1.02,1017656.64,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41.0,2273.04,0.0,0.0,,1.0,100.0,447.7073
2021-10-07,18356.0,1018335.81,14.34,0.19,1.02,1018335.81,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41.0,2274.56,0.0,0.0,,1.0,100.0,447.7073
2021-10-08,18356.0,1015619.12,9.6,0.19,1.02,1015619.12,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41.0,2268.49,0.0,0.0,,1.0,100.0,447.7073
2021-10-11,18356.0,1014279.14,9.67,0.19,1.01,1014279.14,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41.0,2265.5,0.0,0.0,,1.0,100.0,447.7073
2021-10-12,18356.0,1012975.86,9.68,0.19,1.01,1012975.86,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41.0,2262.59,0.0,0.0,,1.0,100.0,447.7073
2021-10-13,18356.0,1016720.48,10.07,0.19,1.02,1016720.48,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41.0,2270.95,0.0,0.0,,1.0,100.0,447.7073
2021-10-14,18356.0,1021089.21,10.34,0.19,1.02,1021089.21,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41.0,2280.71,0.0,0.0,,1.0,100.0,447.7073
2021-10-15,18356.0,1019308.68,11.37,0.19,1.02,1019308.68,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41.0,2276.73,0.0,0.0,,1.0,100.0,447.7073
2021-10-18,18356.0,1018427.59,11.37,0.19,1.02,1018427.59,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41.0,2274.76,0.0,0.0,,1.0,100.0,447.7073
2021-10-19,18356.0,1015325.43,11.37,0.19,1.02,1015325.43,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41.0,2267.83,0.0,0.0,,1.0,100.0,447.7073
2021-10-20,18356.0,1016335.01,11.46,0.19,1.02,1016335.01,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41.0,2270.09,0.0,0.0,,1.0,100.0,447.7073
2021-10-21,18356.0,1015270.36,11.47,0.19,1.01,1015270.36,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41.0,2267.71,0.0,0.0,,1.0,100.0,447.7073
2021-10-22,18356.0,1015196.94,10.8,0.19,1.02,1015196.94,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41.0,2267.55,0.0,0.0,,1.0,100.0,447.7073
2021-10-25,18356.0,1016408.43,10.8,0.19,1.02,1016408.43,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,37.0,2048.76,0.0,0.0,,1.0,100.0,496.1081
2021-10-26,18356.0,1016298.3,10.8,0.19,1.02,1016298.3,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,1827.08,0.0,0.0,,1.0,100.0,556.2424
2021-10-27,18356.0,1021217.7,11.28,0.19,1.02,1021217.7,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,1835.92,0.0,0.0,,1.0,100.0,556.2424
