,ALPUL FP Equity_DX_SI_QTY,ALPUL FP Equity_DX_SHORT_INTEREST_VALUE,ALPUL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALPUL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALPUL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALPUL FP Equity_DX_SI_MV,ALPUL FP Equity_DX_DSS,ALPUL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALPUL FP Equity_DX_SUPPLY_SI_QTY,ALPUL FP Equity_DX_BROKER_SI_QTY,ALPUL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALPUL FP Equity_DX_BROKER_SI_MV_NEW_x,ALPUL FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALPUL FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALPUL FP Equity_DX_BROKER_SI_MV_INC_x,ALPUL FP Equity_DX_SUPPLY_SI_MV_NEW,ALPUL FP Equity_DX_BROKER_SI_QTY_ADD,ALPUL FP Equity_DX_BROKER_SI_QTY_NEW,ALPUL FP Equity_DX_SUPPLY_SI_MV_DEC,ALPUL FP Equity_DX_BROKER_SI_QTY_INC,ALPUL FP Equity_DX_SUPPLY_SI_QTY_DEC,ALPUL FP Equity_DX_BROKER_SI_MV_NEW_y,ALPUL FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALPUL FP Equity_DX_BROKER_SI_MV_INC_y,ALPUL FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALPUL FP Equity_DX_BROKER_SI_MV_ADD,ALPUL FP Equity_DX_SUPPLY_SI_QTY_ADD,ALPUL FP Equity_DX_BROKER_SI_QTY_DEC,ALPUL FP Equity_DX_SUPPLY_SI_MV,ALPUL FP Equity_DX_BROKER_SI_MV_DEC,ALPUL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALPUL FP Equity_DX_UTILIZATION_QUANTITY,ALPUL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALPUL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALPUL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALPUL FP Equity_DX_ACTIVE_UTILIZATION_MV,ALPUL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALPUL FP Equity_DX_BROKER_SI_CON_RATIO,ALPUL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALPUL FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-05-29,6000.0,134400.0,0.2,0.52,0.11,0.14,0.0,134400.0,5000.0,6000.0,112000.0,,,,,,,,,,,,,,,,,,0.11,,100.0,2.24,0.0,0.0,0.0,100.0,,1.0,100.0,0.0269
2020-06-01,6000.0,136200.0,0.2,0.51,0.11,0.14,0.0,136200.0,5000.0,6000.0,113500.0,,,,,,,,,,,,,,,,,,0.11,,100.0,2.25,0.0,0.0,0.0,100.0,,1.0,100.0,0.027
2020-06-02,6000.0,138000.0,0.2,0.54,0.11,0.14,0.0,138000.0,5000.0,6000.0,115000.0,,,,,,,,,,,,,,,,,,0.11,,100.0,2.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0265
2020-06-03,6000.0,139800.0,0.2,0.55,0.11,0.14,0.0,139800.0,5000.0,6000.0,116500.0,,,,,,,,,,,,,,,,,,0.11,,100.0,2.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0277
2020-06-04,6000.0,140400.0,0.2,0.56,0.11,0.15,0.0,140400.0,5000.0,6000.0,117000.0,,,,,,,,,,,,,,,,,,0.12,,100.0,2.3,0.0,0.0,0.0,100.0,,1.0,100.0,0.0276
2020-06-05,6000.0,143400.0,0.2,0.55,0.11,0.15,0.0,143400.0,5000.0,6000.0,119500.0,,,,,,,,,,,,,,,,,,0.12,,100.0,2.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0274
2020-06-08,6000.0,140400.0,0.2,0.54,0.11,0.15,0.0,140400.0,5000.0,6000.0,117000.0,,,,,,,,,,,,,,,,,,0.12,,100.0,2.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0274
2020-06-09,6000.0,141000.0,0.2,0.51,0.11,0.15,0.0,141000.0,5000.0,6000.0,117500.0,,,,,,,,,,,,,,,,,,0.12,,100.0,2.29,0.0,0.0,0.0,100.0,,1.0,100.0,0.0275
2020-06-10,6000.0,140400.0,0.2,0.53,0.11,0.15,0.0,140400.0,5000.0,6000.0,117000.0,,,,,,,,,,,,,,,,,,0.12,,100.0,2.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0272
2020-06-11,6000.0,142800.0,0.2,0.54,0.11,0.15,0.0,142800.0,5000.0,6000.0,119000.0,,,,,,,,,,,,,,,,,,0.12,,100.0,2.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.0272
2020-06-12,6000.0,150000.0,0.2,0.54,0.11,0.15,0.0,150000.0,5000.0,6000.0,125000.0,,,,,,,,,,,,,,,,,,0.13,,100.0,2.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.0271
2020-06-15,6000.0,156000.0,0.2,0.58,0.11,0.16,0.0,156000.0,5000.0,6000.0,130000.0,,,,,,,,,,,,,,,,,,0.13,,100.0,2.2,0.0,0.0,0.0,100.0,,1.0,100.0,0.0264
2020-06-16,6000.0,159000.0,0.2,0.56,0.11,0.16,0.0,159000.0,5000.0,6000.0,132500.0,,,,,,,,,,,,,,,,,,0.13,,100.0,2.2,0.0,0.0,0.0,100.0,,1.0,100.0,0.0265
2020-06-17,6000.0,166200.0,0.2,0.55,0.11,0.17,0.0,166200.0,5000.0,6000.0,138500.0,,,,,,,,,,,,,,,,,,0.14,,100.0,2.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0265
2020-06-18,6000.0,167400.0,0.2,0.54,0.11,0.17,0.0,167400.0,5000.0,6000.0,139500.0,,,,,,,,,,,,,,,,,,0.14,,100.0,2.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0266
2020-06-19,6000.0,162600.0,0.2,0.52,0.11,0.17,0.0,162600.0,5000.0,6000.0,135500.0,,,,,,,,,,,,,,,,,,0.14,,100.0,2.25,0.0,0.0,0.0,100.0,,1.0,100.0,0.027
2020-06-22,6000.0,159600.0,0.2,0.51,0.11,0.17,0.0,159600.0,5000.0,6000.0,133000.0,,,,,,,,,,,,,,,,,,0.13,,100.0,2.25,0.0,0.0,0.0,100.0,,1.0,100.0,0.027
2020-06-23,6000.0,158400.0,0.2,0.5,0.11,0.17,0.0,158400.0,5000.0,6000.0,132000.0,,,,,,,,,,,,,,,,,,0.13,,100.0,2.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0278
2020-06-24,6000.0,165600.0,0.2,0.49,0.11,0.17,0.0,165600.0,5000.0,6000.0,138000.0,,,,,,,,,,,,,,,,,,0.14,,100.0,2.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0277
2020-06-25,6000.0,166200.0,0.2,0.48,0.11,0.17,0.0,166200.0,5000.0,6000.0,138500.0,,,,,,,,,,,,,,,,,,0.14,,100.0,2.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0277
2020-06-26,6000.0,180000.0,0.2,0.48,0.11,0.17,0.0,180000.0,5000.0,6000.0,150000.0,,,,,,,,,,,,,,,,,,0.15,,100.0,2.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0277
2020-06-29,6000.0,182400.0,0.2,0.38,0.11,0.19,0.0,182400.0,5000.0,6000.0,152000.0,,,,,,,,,,,,,,,,,,0.15,,100.0,2.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0277
2020-06-30,6000.0,195000.0,0.2,0.36,0.11,0.19,0.0,195000.0,5000.0,6000.0,162500.0,,,,,,,,,,,,,,,,,,0.16,,100.0,2.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0277
2020-07-01,6000.0,202800.0,0.2,0.34,0.11,0.2,0.0,202800.0,5000.0,6000.0,169000.0,,,,,,,,,,,,,,,,,,0.17,,100.0,2.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0273
2020-07-02,6000.0,201000.0,0.2,0.34,0.11,0.2,0.0,201000.0,5000.0,6000.0,167500.0,,,,,,,,,,,,,,,,,,0.17,,100.0,2.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0277
2020-07-03,6000.0,198000.0,0.2,0.33,0.11,0.2,0.0,198000.0,5000.0,6000.0,165000.0,,,,,,,,,,,,,,,,,,0.17,,100.0,2.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0284
2020-07-06,1000.0,34000.0,0.03,0.06,0.02,0.03,0.0,34000.0,0.0,1000.0,0.0,,,,,,,,0.17,,5000.0,,,,,,,5000.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0046
2020-07-07,1000.0,34000.0,0.03,0.06,0.02,0.03,0.0,34000.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0046
2020-07-08,1000.0,35000.0,0.03,0.06,0.02,0.03,0.0,35000.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0046
2020-07-09,1000.0,37400.0,0.03,0.06,0.02,0.04,0.0,37400.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0047
2020-07-10,1000.0,36800.0,0.03,0.05,0.02,0.04,0.0,36800.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0047
2020-07-13,1000.0,35600.0,0.03,0.05,0.02,0.04,0.0,35600.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0047
2020-07-14,1000.0,35000.0,0.03,0.05,0.02,0.04,0.0,35000.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0047
2020-07-15,1000.0,34400.0,0.03,0.05,0.02,0.04,0.0,34400.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0047
2020-07-16,1000.0,35000.0,0.03,0.05,0.02,0.03,0.0,35000.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0049
2020-07-17,1000.0,35600.0,0.03,0.05,0.02,0.04,0.0,35600.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0049
2020-07-20,1000.0,36100.0,0.03,0.05,0.02,0.04,0.0,36100.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0049
2020-07-21,1000.0,36400.0,0.03,0.05,0.02,0.04,0.0,36400.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0049
2020-07-22,1000.0,36800.0,0.03,0.05,0.02,0.04,0.0,36800.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0049
2020-07-23,1000.0,36600.0,0.03,0.05,0.02,0.04,0.0,36600.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0049
2020-07-24,1000.0,38300.0,0.03,0.05,0.02,0.04,0.0,38300.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0049
2020-07-27,1000.0,38300.0,0.03,0.05,0.02,0.04,0.0,38300.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0052
2020-07-28,1000.0,38800.0,0.03,0.04,0.02,0.04,0.0,38800.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0052
2020-07-29,1000.0,40000.0,0.03,0.05,0.02,0.04,0.0,40000.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0054
2020-07-30,1000.0,38800.0,0.03,0.04,0.02,0.04,0.0,38800.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0083
2020-07-31,1000.0,39700.0,0.03,0.04,0.02,0.04,0.0,39700.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0083
2020-08-03,1000.0,40200.0,0.03,0.04,0.02,0.04,0.0,40200.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0084
2020-08-04,1000.0,40000.0,0.03,0.04,0.02,0.04,0.0,40000.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0085
2020-08-05,1000.0,38900.0,0.03,0.04,0.02,0.04,0.0,38900.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0088
2020-08-06,1000.0,40000.0,0.03,0.04,0.02,0.04,0.0,40000.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0089
2020-08-07,1000.0,39500.0,0.03,0.04,0.02,0.04,0.0,39500.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0088
2020-08-10,1000.0,39400.0,0.03,0.05,0.02,0.04,0.0,39400.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0087
2020-08-11,1000.0,39400.0,0.03,0.05,0.02,0.04,0.0,39400.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0088
2020-08-12,1000.0,39400.0,0.03,0.05,0.02,0.04,0.0,39400.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0088
2020-08-13,1000.0,39100.0,0.03,0.06,0.02,0.04,0.0,39100.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0089
2020-08-14,1000.0,38100.0,0.03,0.06,0.02,0.04,0.0,38100.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.009
2020-08-17,1000.0,37000.0,0.03,0.06,0.02,0.04,0.0,37000.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0091
2020-08-18,1000.0,37500.0,0.03,0.06,0.02,0.04,0.0,37500.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0091
2020-08-19,1000.0,38300.0,0.03,0.06,0.02,0.04,0.0,38300.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0091
2020-08-20,1000.0,37800.0,0.03,0.06,0.02,0.04,0.0,37800.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0091
2020-08-21,1000.0,37500.0,0.03,0.06,0.02,0.04,0.0,37500.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.009
2020-08-24,1000.0,37300.0,0.03,0.07,0.02,0.04,0.0,37300.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.009
2020-08-25,1000.0,36000.0,0.03,0.07,0.02,0.04,0.0,36000.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.009
2020-08-26,1000.0,36800.0,0.03,0.07,0.02,0.04,0.0,36800.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0091
2020-08-27,1000.0,36000.0,0.03,0.07,0.02,0.04,0.0,36000.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0091
2020-08-28,1000.0,34600.0,0.03,0.07,0.02,0.04,0.0,34600.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0091
2020-08-31,1000.0,33600.0,0.03,0.07,0.02,0.03,0.0,33600.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0091
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.03,0.0,0.0,108921.0,3812235.0,3.72,0.0,,0.0,100.0,0.0
2020-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,108780.0,3774666.0,3.8,0.0,,0.0,,0.0
2020-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,108574.0,3745803.0,3.76,0.0,,0.0,,0.0
2020-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,108277.0,3670590.3,3.71,0.0,,0.0,,0.0
2020-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,108277.0,3822178.1,3.73,0.0,,0.0,,0.0
2020-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,108515.0,3798025.0,3.82,0.0,,0.0,,0.0
2020-09-09,325.0,11895.0,0.01,0.03,0.01,0.01,0.0,11895.0,0.0,325.0,0.0,,,,,,325.0,,,,,,,,,0.01,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.003
2020-09-10,2638.0,100507.8,0.09,0.27,0.05,0.1,0.0,12382.5,2313.0,325.0,88125.3,,,,,,,,,,,,,,,,2313.0,,0.08,,100.0,2.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.024
2020-09-11,3138.0,125520.0,0.11,0.33,0.06,0.13,0.0,125520.0,2313.0,3138.0,92520.0,,,,0.11,,,,,2813.0,,,,0.11,,,,,0.09,,13.64,2.05,14645.0,585800.0,0.56,13.64,,1.0,100.0,0.0278
2020-09-14,3138.0,124892.4,0.11,0.32,0.06,0.13,0.0,124892.4,2313.0,3138.0,92057.4,,,,,,,,,,,,,,,,,,0.09,,13.64,2.05,14645.0,582871.0,0.58,13.64,,1.0,100.0,0.0278
2020-09-15,2813.0,114207.8,0.1,0.28,0.05,0.12,0.0,114207.8,2313.0,2813.0,93907.8,,,,,,,,,,,,,,,,,325.0,0.09,0.01,13.64,2.01,14645.0,594587.0,0.58,13.64,,1.0,100.0,0.0245
2020-09-16,2813.0,122365.5,0.1,0.29,0.05,0.12,0.0,122365.5,2313.0,2813.0,100615.5,,,,,,,,,,,,,,,,,,0.09,,13.64,1.92,14645.0,637057.5,0.6,13.64,,1.0,100.0,0.0233
2020-09-17,2313.0,100846.8,0.08,0.24,0.04,0.11,0.0,100846.8,2313.0,2313.0,100846.8,,,,,,,,,,,,,,,,,500.0,0.1,0.01,13.64,1.92,14645.0,638522.0,0.64,13.64,,1.0,100.0,0.0192
2020-09-18,2313.0,98302.5,0.08,0.24,0.04,0.11,0.0,98302.5,2313.0,2313.0,98302.5,,,,,,,,,,,,,,,,,,0.1,,13.64,1.91,14645.0,622412.5,0.64,13.64,,1.0,100.0,0.0191
2020-09-21,2313.0,94370.4,0.08,0.24,0.04,0.1,0.0,94370.4,2313.0,2313.0,94370.4,,,,,,,,,,,,,,,,,,0.1,,13.64,1.91,14645.0,597516.0,0.63,13.64,,1.0,100.0,0.0191
2020-09-22,2313.0,93445.2,0.08,0.23,0.04,0.1,0.0,93445.2,2313.0,2313.0,93445.2,,,,,,,,,,,,,,,,,,0.09,,13.64,1.88,14645.0,591658.0,0.6,13.64,,1.0,100.0,0.0188
2020-09-23,2313.0,92520.0,0.08,0.23,0.04,0.1,0.0,92520.0,2313.0,2313.0,92520.0,,,,,,,,,,,,,,,,,,0.09,,13.64,1.87,14645.0,585800.0,0.59,13.64,,1.0,100.0,0.0187
2020-09-24,2313.0,89975.7,0.08,0.23,0.04,0.1,0.0,89975.7,2313.0,2313.0,89975.7,,,,,,,,,,,,,,,,,,0.09,,13.64,1.88,14645.0,569690.5,0.59,13.64,,1.0,100.0,0.0188
2020-09-25,2313.0,90900.9,0.08,0.23,0.04,0.09,0.0,90900.9,2313.0,2313.0,90900.9,,,,,,,,,,,,,,,,,,0.09,,13.64,1.96,14645.0,575548.5,0.57,13.64,,1.0,100.0,0.0196
2020-09-28,248.0,10192.8,0.01,0.03,0.0,0.01,0.0,10192.8,248.0,248.0,10192.8,,,,,,,,0.08,,2065.0,,,,,,,2065.0,0.01,0.08,1.46,0.21,16710.0,686781.0,0.65,1.46,,1.0,100.0,0.0021
2020-09-29,138.0,5602.8,0.0,0.01,0.0,0.01,0.0,5602.8,138.0,138.0,5602.8,,,,,,,,0.0,,110.0,,,,,,,110.0,0.01,0.0,0.81,0.12,16820.0,682892.0,0.69,0.81,,1.0,100.0,0.0012
2020-09-30,138.0,5892.6,0.0,0.01,0.0,0.01,0.0,5892.6,138.0,138.0,5892.6,,,,,,,,,,,,,,,,,,0.01,,0.81,0.12,16820.0,718214.0,0.68,0.81,,1.0,100.0,0.0012
2020-10-01,138.0,6085.8,0.0,0.01,0.0,0.01,0.0,6085.8,138.0,138.0,6085.8,,,,,,,,,,,,,,,,,,0.01,,0.81,0.12,16820.0,741762.0,0.72,0.81,,1.0,100.0,0.0012
2020-10-02,138.0,6044.4,0.0,0.01,0.0,0.01,0.0,6044.4,138.0,138.0,6044.4,,,,,,,,,,,,,,,,,,0.01,,0.81,0.12,16820.0,736716.0,0.74,0.81,,1.0,100.0,0.0012
2020-10-05,138.0,6030.6,0.0,0.01,0.0,0.01,0.0,6030.6,138.0,138.0,6030.6,,,,,,,,,,,,,,,,,,0.01,,0.81,0.12,16820.0,735034.0,0.73,0.81,,1.0,100.0,0.0012
2020-10-06,138.0,5865.0,0.0,0.01,0.0,0.01,0.0,5865.0,138.0,138.0,5865.0,,,,,,,,,,,,,,,,,,0.01,,0.81,0.12,16820.0,714850.0,0.74,0.81,,1.0,100.0,0.0012
2020-10-07,138.0,5865.0,0.0,0.01,0.0,0.01,0.0,5865.0,138.0,138.0,5865.0,,,,,,,,,,,,,,,,,,0.01,,0.81,0.12,16820.0,714850.0,0.72,0.81,,1.0,100.0,0.0012
2020-10-08,138.0,5658.0,0.0,0.01,0.0,0.01,0.0,5658.0,138.0,138.0,5658.0,,,,,,,,,,,,,,,,,,0.01,,0.81,0.12,16820.0,689620.0,0.71,0.81,,1.0,100.0,0.0012
2020-10-09,138.0,5727.0,0.0,0.01,0.0,0.01,0.0,5727.0,138.0,138.0,5727.0,,,,,,,,,,,,,,,,,,0.01,,0.81,0.12,16820.0,698030.0,0.68,0.81,,1.0,100.0,0.0012
2020-10-12,138.0,5589.0,0.0,0.01,0.0,0.01,0.0,5589.0,138.0,138.0,5589.0,,,,,,,,,,,,,,,,,,0.01,,100.0,0.12,0.0,0.0,0.0,100.0,,1.0,100.0,0.0012
2020-10-13,138.0,5547.6,0.0,0.01,0.0,0.01,0.0,5547.6,138.0,138.0,5547.6,,,,,,,,,,,,,,,,,,0.01,,100.0,0.12,0.0,0.0,0.0,100.0,,1.0,100.0,0.0012
2020-10-14,8438.0,340895.2,0.29,0.89,0.16,0.34,0.0,173235.2,4288.0,4288.0,173235.2,,,,,,4150.0,,,,,,,,,0.17,4150.0,,0.17,,100.0,3.75,0.0,0.0,0.0,100.0,1.71,0.9664,98.29,0.0739
2020-10-15,8438.0,344270.4,0.29,0.89,0.16,0.34,0.0,174950.4,4288.0,4288.0,174950.4,,,,,,,,,,,,,,,,,,0.17,,100.0,3.76,0.0,0.0,0.0,100.0,1.71,0.9663,98.29,0.0739
2020-10-16,8438.0,350177.0,0.29,0.88,0.16,0.35,0.0,177952.0,4288.0,4288.0,177952.0,,,,,,,,,,,,,,,,,,0.18,,100.0,3.76,0.0,0.0,0.0,100.0,1.7,0.9666,98.3,0.074
2020-10-19,8438.0,350177.0,0.29,0.88,0.16,0.35,0.0,177952.0,4288.0,4288.0,177952.0,,,,,,,,,,,,,,,,,,0.18,,100.0,3.74,0.0,0.0,0.0,100.0,1.7,0.9665,98.3,0.0736
2020-10-20,4288.0,178809.6,0.14,0.43,0.08,0.18,0.0,178809.6,4288.0,4288.0,178809.6,,,,,,,,,,,,,,,,,,0.18,,100.0,3.76,0.0,0.0,0.0,100.0,3.36,0.935,96.64,0.0376
2020-10-21,4288.0,174092.8,0.14,0.44,0.08,0.18,0.0,174092.8,4288.0,4288.0,174092.8,,,,,,,,,,,,,,,,,,0.17,,100.0,3.75,0.0,0.0,0.0,100.0,3.36,0.935,96.64,0.0375
2020-10-22,8438.0,371272.0,0.29,0.92,0.16,0.36,0.0,188672.0,4288.0,4288.0,188672.0,,,,,,,,,,,,,,,,,,0.19,,100.0,3.75,0.0,0.0,0.0,100.0,1.66,0.9674,98.34,0.0739
2020-10-23,4288.0,180096.0,0.14,0.46,0.08,0.19,0.0,180096.0,4288.0,4288.0,180096.0,,,,,,,,,,,,,,,,,,0.18,,100.0,3.8,0.0,0.0,0.0,100.0,3.36,0.935,96.64,0.038
2020-10-26,4288.0,172806.4,0.14,0.47,0.08,0.19,0.0,172806.4,4288.0,4288.0,172806.4,,,,,,,,,,,,,,,,,,0.17,,100.0,3.82,0.0,0.0,0.0,100.0,3.23,0.9375,96.77,0.0382
2020-10-27,4178.0,167120.0,0.14,0.45,0.08,0.18,0.0,167120.0,4178.0,4178.0,167120.0,,,,,,,,0.0,,110.0,,,,,,,110.0,0.17,0.0,100.0,3.72,0.0,0.0,0.0,100.0,0.71,0.986,99.29,0.0372
