,ALPUL FP Equity_DX_SI_QTY,ALPUL FP Equity_DX_SHORT_INTEREST_VALUE,ALPUL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALPUL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALPUL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALPUL FP Equity_DX_SI_MV,ALPUL FP Equity_DX_DSS,ALPUL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALPUL FP Equity_DX_SUPPLY_SI_QTY,ALPUL FP Equity_DX_BROKER_SI_QTY,ALPUL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALPUL FP Equity_DX_BROKER_SI_MV_NEW_x,ALPUL FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALPUL FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALPUL FP Equity_DX_BROKER_SI_MV_INC_x,ALPUL FP Equity_DX_SUPPLY_SI_MV_NEW,ALPUL FP Equity_DX_BROKER_SI_QTY_ADD,ALPUL FP Equity_DX_BROKER_SI_QTY_NEW,ALPUL FP Equity_DX_SUPPLY_SI_MV_DEC,ALPUL FP Equity_DX_BROKER_SI_QTY_INC,ALPUL FP Equity_DX_SUPPLY_SI_QTY_DEC,ALPUL FP Equity_DX_BROKER_SI_MV_NEW_y,ALPUL FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALPUL FP Equity_DX_BROKER_SI_MV_INC_y,ALPUL FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALPUL FP Equity_DX_BROKER_SI_MV_ADD,ALPUL FP Equity_DX_SUPPLY_SI_QTY_ADD,ALPUL FP Equity_DX_BROKER_SI_QTY_DEC,ALPUL FP Equity_DX_SUPPLY_SI_MV,ALPUL FP Equity_DX_BROKER_SI_MV_DEC,ALPUL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALPUL FP Equity_DX_UTILIZATION_QUANTITY,ALPUL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALPUL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALPUL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALPUL FP Equity_DX_ACTIVE_UTILIZATION_MV,ALPUL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALPUL FP Equity_DX_BROKER_SI_CON_RATIO,ALPUL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALPUL FP Equity_DX_DEMAND_SUPPLY_RATIO
2015-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1402.0,29448.49,0.03,0.0,,0.0,,0.0
2015-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1402.0,29542.7,0.03,0.0,,0.0,,0.0
2015-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1402.0,29596.54,0.03,0.0,,0.0,,0.0
2015-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1402.0,29421.57,0.03,0.0,,0.0,,0.0
2015-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1402.0,29273.52,0.03,0.0,,0.0,,0.0
2015-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2315.0,46225.54,0.05,0.0,,0.0,,0.0
2015-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2315.0,43958.71,0.05,0.0,,0.0,,0.0
2015-11-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2315.0,44692.1,0.05,0.0,,0.0,,0.0
2015-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2315.0,48336.8,0.05,0.0,,0.0,,0.0
2015-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2315.0,49559.11,0.05,0.0,,0.0,,0.0
2015-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2315.0,50003.59,0.05,0.0,,0.0,,0.0
2015-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2315.0,50559.19,0.05,0.0,,0.0,,0.0
2015-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2315.0,52670.45,0.05,0.0,,0.0,,0.0
2015-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2315.0,52670.45,0.05,0.0,,0.0,,0.0
2015-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2315.0,53937.21,0.06,0.0,,0.0,,0.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2315.0,54003.88,0.06,0.0,,0.0,,0.0
2015-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2315.0,54448.35,0.06,0.0,,0.0,,0.0
2015-12-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2315.0,54381.68,0.06,0.0,,0.0,,0.0
2015-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2315.0,52359.32,0.06,0.0,,0.0,,0.0
2015-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2315.0,52114.85,0.05,0.0,,0.0,,0.0
2015-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2315.0,51448.14,0.05,0.0,,0.0,,0.0
2015-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2315.0,50314.72,0.05,0.0,,0.0,,0.0
2015-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2315.0,50292.5,0.05,0.0,,0.0,,0.0
2015-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2315.0,47336.73,0.05,0.0,,0.0,,0.0
2015-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2315.0,47314.51,0.05,0.0,,0.0,,0.0
2015-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2315.0,48359.03,0.05,0.0,,0.0,,0.0
2015-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2827.0,60818.45,0.06,0.0,,0.0,,0.0
2015-12-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2827.0,62826.73,0.07,0.0,,0.0,,0.0
2015-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2827.0,62962.43,0.07,0.0,,0.0,,0.0
2015-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2827.0,62853.87,0.07,0.0,,0.0,,0.0
2015-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2827.0,62039.7,0.06,0.0,,0.0,,0.0
2015-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2827.0,63152.4,0.07,0.0,,0.0,,0.0
2015-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2827.0,63125.26,0.07,0.0,,0.0,,0.0
2015-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2827.0,63125.26,0.07,0.0,,0.0,,0.0
2015-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2827.0,62853.87,0.07,0.0,,0.0,,0.0
2015-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2827.0,62501.07,0.07,0.0,,0.0,,0.0
2015-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2827.0,62501.07,0.07,0.0,,0.0,,0.0
2015-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2827.0,62582.48,0.07,0.0,,0.0,,0.0
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2827.0,62582.48,0.07,0.0,,0.0,,0.0
2016-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2827.0,62609.62,0.07,0.0,,0.0,,0.0
2016-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2827.0,62691.04,0.07,0.0,,0.0,,0.0
2016-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2827.0,62745.32,0.07,0.0,,0.0,,0.0
2016-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2827.0,62202.54,0.06,0.0,,0.0,,0.0
2016-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2827.0,62718.18,0.07,0.0,,0.0,,0.0
2016-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2827.0,62663.9,0.07,0.0,,0.0,,0.0
2016-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2827.0,62772.46,0.07,0.0,,0.0,,0.0
2016-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2827.0,62691.04,0.07,0.0,,0.0,,0.0
2016-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,68167.95,0.07,0.0,,0.0,,0.0
2016-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,67723.57,0.07,0.0,,0.0,,0.0
2016-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,63546.39,0.07,0.0,,0.0,,0.0
2016-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,63427.89,0.07,0.0,,0.0,,0.0
2016-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,57917.57,0.06,0.0,,0.0,,0.0
2016-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,59102.59,0.06,0.0,,0.0,,0.0
2016-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,59339.59,0.06,0.0,,0.0,,0.0
2016-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,66568.18,0.07,0.0,,0.0,,0.0
2016-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,68286.45,0.07,0.0,,0.0,,0.0
2016-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,67842.07,0.07,0.0,,0.0,,0.0
2016-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,65768.29,0.07,0.0,,0.0,,0.0
2016-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,65086.91,0.07,0.0,,0.0,,0.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,65027.66,0.07,0.0,,0.0,,0.0
2016-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,66064.55,0.07,0.0,,0.0,,0.0
2016-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,64879.53,0.07,0.0,,0.0,,0.0
2016-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,64879.53,0.07,0.0,,0.0,,0.0
2016-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,65086.91,0.07,0.0,,0.0,,0.0
2016-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,60850.49,0.06,0.0,,0.0,,0.0
2016-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,60020.98,0.06,0.0,,0.0,,0.0
2016-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,60761.61,0.06,0.0,,0.0,,0.0
2016-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,60317.23,0.06,0.0,,0.0,,0.0
2016-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,60583.86,0.06,0.0,,0.0,,0.0
2016-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,62628.01,0.07,0.0,,0.0,,0.0
2016-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,65116.54,0.07,0.0,,0.0,,0.0
2016-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,65146.16,0.07,0.0,,0.0,,0.0
2016-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,64109.27,0.07,0.0,,0.0,,0.0
2016-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,64050.02,0.07,0.0,,0.0,,0.0
2016-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,67101.44,0.07,0.0,,0.0,,0.0
2016-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,67842.07,0.07,0.0,,0.0,,0.0
2016-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,68138.32,0.07,0.0,,0.0,,0.0
2016-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,70804.61,0.07,0.0,,0.0,,0.0
2016-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,73619.01,0.08,0.0,,0.0,,0.0
2016-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,73619.01,0.08,0.0,,0.0,,0.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,76018.67,0.08,0.0,,0.0,,0.0
2016-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,74655.9,0.08,0.0,,0.0,,0.0
2016-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,74211.52,0.08,0.0,,0.0,,0.0
2016-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,73796.77,0.08,0.0,,0.0,,0.0
2016-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,78062.82,0.08,0.0,,0.0,,0.0
2016-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,79484.84,0.08,0.0,,0.0,,0.0
2016-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,79395.96,0.08,0.0,,0.0,,0.0
2016-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,79662.59,0.08,0.0,,0.0,,0.0
2016-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,76433.42,0.08,0.0,,0.0,,0.0
2016-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,76729.68,0.08,0.0,,0.0,,0.0
2016-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,75840.92,0.08,0.0,,0.0,,0.0
2016-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,73856.02,0.08,0.0,,0.0,,0.0
2016-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3086.0,72582.13,0.08,0.0,,0.0,,0.0
2016-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3001.0,71648.89,0.07,0.0,,0.0,,0.0
2016-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3001.0,73953.64,0.08,0.0,,0.0,,0.0
2016-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3001.0,74904.35,0.08,0.0,,0.0,,0.0
2016-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3001.0,74904.35,0.08,0.0,,0.0,,0.0
