,NACON FP Equity_DX_SI_QTY,NACON FP Equity_DX_SHORT_INTEREST_VALUE,NACON FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,NACON FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,NACON FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,NACON FP Equity_DX_SI_MV,NACON FP Equity_DX_DSS,NACON FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,NACON FP Equity_DX_SUPPLY_SI_QTY,NACON FP Equity_DX_BROKER_SI_QTY,NACON FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,NACON FP Equity_DX_BROKER_SI_MV_NEW_x,NACON FP Equity_DX_SUPPLY_SI_QTY_INC_x,NACON FP Equity_DX_BROKER_SI_MV_INC_x,NACON FP Equity_DX_BROKER_SI_QTY_ADD,NACON FP Equity_DX_BROKER_SI_QTY_NEW,NACON FP Equity_DX_SUPPLY_SI_MV_DEC,NACON FP Equity_DX_BROKER_SI_QTY_INC,NACON FP Equity_DX_SUPPLY_SI_QTY_DEC,NACON FP Equity_DX_BROKER_SI_MV_NEW_y,NACON FP Equity_DX_BROKER_SI_MV_INC_y,NACON FP Equity_DX_SUPPLY_SI_QTY_INC_y,NACON FP Equity_DX_BROKER_SI_MV_ADD,NACON FP Equity_DX_SUPPLY_SI_QTY_ADD,NACON FP Equity_DX_BROKER_SI_QTY_DEC,NACON FP Equity_DX_SUPPLY_SI_MV,NACON FP Equity_DX_BROKER_SI_MV_DEC,NACON FP Equity_DX_BROKER_SI_MV_RMV,NACON FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,NACON FP Equity_DX_UTILIZATION_QUANTITY,NACON FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,NACON FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,NACON FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,NACON FP Equity_DX_ACTIVE_UTILIZATION_MV,NACON FP Equity_DX_BROKER_SI_MARKET_SHARE_2,NACON FP Equity_DX_BROKER_SI_CON_RATIO,NACON FP Equity_DX_BROKER_SI_MARKET_SHARE_1,NACON FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-10-27,4272094.0,10765676.88,14.12,47.72,4.92,20.8,1.0,10200728.16,384970.0,4047908.0,970124.4,,,0.04,,,,31001.0,,,0.04,,,,350.0,1.05,0.0,,84.9,84.9,68482.0,172574.64,0.18,85.31,3.08,0.8111,89.94,9.4213
2022-10-28,4270994.0,10805614.82,14.11,43.28,4.92,20.64,1.0,10241460.24,383246.0,4048008.0,969612.38,,550.0,0.0,,,0.01,100.0,2274.0,,0.0,550.0,,,,0.97,,,84.4,84.4,70861.0,179278.33,0.18,84.36,2.84,0.8233,90.63,9.4053
2022-10-31,4281892.0,10897415.14,14.15,42.7,4.93,20.67,1.0,10327370.77,377894.0,4057906.0,961740.23,,1000.0,0.04,,,0.02,15250.0,6352.0,,0.04,1000.0,,,5352.0,0.96,0.01,,83.03,83.03,77213.0,196507.09,0.2,82.96,2.85,0.8204,90.47,9.4085
2022-11-01,4281892.0,10876005.68,14.15,41.77,4.93,20.68,1.0,10307081.24,377894.0,4057906.0,959850.76,,,,,,,,,,,,,,,0.96,,,83.37,83.37,75363.0,191422.02,0.19,83.34,2.86,0.8201,90.45,9.4469
2022-11-02,4295640.0,10567274.4,14.19,41.23,4.94,20.71,1.0,10021498.8,375768.0,4073780.0,924389.28,,,0.04,,,0.01,15874.0,2126.0,,0.04,,,,,0.95,,,100.0,83.23,0.0,0.0,0.0,100.0,2.96,0.8175,90.31,9.5145
2022-11-03,4316766.0,9863810.31,14.26,40.81,4.97,20.71,2.0,9322585.21,390768.0,4079906.0,892904.88,,15000.0,0.0,,,,6126.0,,,0.0,15000.0,,,,0.97,,,100.0,86.94,0.0,0.0,0.0,100.0,2.9,0.8173,90.29,9.6044
2022-11-04,4320492.0,10196361.12,14.28,39.23,4.97,20.58,2.0,9632354.16,397894.0,4081506.0,939029.84,,7126.0,0.0,,,,1600.0,,,0.0,7126.0,,,,0.94,,,100.0,88.92,0.0,0.0,0.0,100.0,2.69,0.8275,90.87,9.6551
2022-11-07,4310909.0,9828872.52,14.24,38.32,4.96,20.62,1.0,9291567.72,391386.0,4075249.0,892360.08,,,,,,0.02,,6508.0,,,,,,6257.0,0.92,0.0,,100.0,87.93,0.0,0.0,0.0,100.0,2.68,0.825,90.73,9.6855
2022-11-08,4310909.0,10130636.15,14.24,37.32,4.96,20.57,1.0,9576835.15,391386.0,4075249.0,919757.1,,,,,,,,,,,,,,,0.89,,,100.0,87.93,0.0,0.0,0.0,100.0,2.61,0.8289,90.95,9.6847
2022-11-09,4280427.0,9288526.59,14.14,36.03,4.93,20.55,1.0,8798590.5,371372.0,4054650.0,805877.24,,,,,,0.05,,20014.0,,,,,,20599.0,0.87,0.03,,85.56,85.56,62697.0,136052.49,0.14,85.82,2.49,0.8303,91.03,9.8612
2022-11-10,4282877.0,9636473.25,14.15,34.27,4.93,20.46,1.0,9128475.0,371372.0,4057100.0,835587.0,,,0.0,,,,2700.0,,,0.0,,,,250.0,0.85,0.0,,85.55,85.55,62733.0,141149.25,0.14,85.44,2.53,0.8369,91.4,9.866
2022-11-11,4280083.0,9993993.81,14.14,33.48,4.93,20.48,1.0,9466804.51,370978.0,4054306.0,866233.63,,,0.01,,,0.0,2600.0,394.0,,0.01,,,,5394.0,0.86,0.0,,85.46,85.46,63127.0,147401.55,0.15,85.24,2.52,0.8358,91.34,9.8596
2022-11-14,4278333.0,9882949.23,14.14,32.87,4.92,20.53,1.0,9361404.36,370978.0,4052556.0,856959.18,,,,,,,,,,,,,,1750.0,0.87,0.0,,85.43,85.43,63291.0,146202.21,0.15,85.45,2.48,0.8314,91.09,9.8518
2022-11-15,4306441.0,10034007.53,14.23,32.79,4.96,20.58,1.0,9470201.12,387178.0,4064464.0,902124.74,,11000.0,0.02,,,,13200.0,,,0.02,11000.0,,5200.0,1292.0,0.9,0.0,,100.0,70.78,0.0,0.0,0.0,100.0,2.48,0.8279,90.9,7.873
2022-11-16,4306252.0,9581410.7,14.23,32.39,4.96,20.58,1.0,9043011.88,387096.0,4064275.0,861288.6,,,,,,0.0,,82.0,,,,,,189.0,0.89,0.0,,100.0,71.45,0.0,0.0,0.0,100.0,2.49,0.8273,90.86,7.9487
2022-11-17,4318896.0,9134465.04,14.27,29.81,4.97,20.55,2.0,8619887.65,390418.0,4075597.0,825734.07,,3322.0,0.01,,,,11322.0,,,0.01,3322.0,,,,0.87,,,100.0,71.08,0.0,0.0,0.0,100.0,2.42,0.8299,91.01,7.8626
2022-11-18,4360896.0,9550362.24,14.41,28.92,5.02,20.56,2.0,8973737.43,410418.0,4097597.0,898815.42,,20000.0,0.02,,,,22000.0,,,0.02,20000.0,,,,0.87,,,100.0,74.71,0.0,0.0,0.0,100.0,2.51,0.829,90.95,7.9385
2022-11-21,4372687.0,9182642.7,14.45,29.69,5.03,20.65,2.0,8606946.6,421260.0,4098546.0,884646.0,,949.0,0.02,,,,949.0,,,0.02,949.0,,9893.0,,0.92,,,100.0,76.73,0.0,0.0,0.0,100.0,2.61,0.8223,90.58,7.9644
2022-11-22,4372137.0,9072184.28,14.45,31.36,5.03,20.57,2.0,8503341.7,421260.0,4097996.0,874114.5,,,,,,,,,,,,,,550.0,0.88,0.01,,100.0,76.69,0.0,0.0,0.0,100.0,2.5,0.8285,90.93,7.959
2022-11-23,4396587.0,9232832.7,14.53,32.43,5.06,20.6,2.0,8658291.6,420710.0,4122996.0,883491.0,,,0.04,,,0.0,25000.0,550.0,,0.04,,,,,0.87,,,100.0,76.66,0.0,0.0,0.0,100.0,2.71,0.826,90.79,8.0116
2022-11-24,4396587.0,9144900.96,14.53,32.05,5.06,20.62,2.0,8575831.68,420710.0,4122996.0,875076.8,,,,,,,,,,,,,,,0.88,,,100.0,76.66,0.0,0.0,0.0,100.0,2.74,0.8247,90.71,8.0116
2022-11-25,4396587.0,9496627.92,14.53,32.78,5.06,20.61,2.0,8905671.36,420710.0,4122996.0,908733.6,,,,,,,,,,,,,,,0.88,,,100.0,76.66,0.0,0.0,0.0,100.0,2.73,0.8256,90.76,8.0116
2022-11-28,4391687.0,9661711.4,14.51,32.91,5.05,20.66,2.0,9059811.2,420710.0,4118096.0,925562.0,,,,,,,,,,,,,,4900.0,0.91,0.0,,100.0,76.66,0.0,0.0,0.0,100.0,2.82,0.8213,90.52,8.0027
2022-11-29,4392192.0,10343612.16,14.51,33.17,5.06,20.69,2.0,9699305.36,420710.0,4118601.0,990772.05,,,0.0,,,,505.0,,,0.0,,,,,0.93,,,100.0,76.66,0.0,0.0,0.0,100.0,2.87,0.8189,90.39,8.0036
2022-11-30,4439392.0,11409237.44,14.67,31.82,5.11,20.88,2.0,10706108.57,425910.0,4165801.0,1094588.7,,5200.0,0.15,,,,47200.0,,,0.15,5200.0,,,,0.97,,,100.0,76.88,0.0,0.0,0.0,100.0,3.56,0.8047,89.57,8.0133
2022-12-01,4469392.0,13318788.16,14.77,29.23,5.14,21.16,2.0,12414086.98,455910.0,4165801.0,1358611.8,,30000.0,,,,,,,,,30000.0,,,,1.18,,,100.0,82.29,0.0,0.0,0.0,100.0,3.81,0.7843,88.39,8.0675
2022-12-02,4467494.0,12508983.2,14.76,26.27,5.14,21.51,2.0,11661585.6,454961.0,4164852.0,1273890.8,,,,,,0.0,,949.0,,,,,,949.0,1.35,0.0,,100.0,82.17,0.0,0.0,0.0,100.0,4.33,0.7598,86.94,8.0685
2022-12-05,4447809.0,11920128.12,14.7,24.14,5.12,21.36,2.0,11106504.24,450710.0,4144218.0,1207902.8,,949.0,,,,0.02,,5200.0,,,949.0,,,20634.0,1.31,0.11,,100.0,82.17,0.0,0.0,0.0,100.0,3.86,0.7707,87.59,8.1091
2022-12-06,4445009.0,11868174.03,14.69,23.85,5.12,21.21,2.0,11074674.06,444310.0,4147818.0,1186307.7,,3600.0,0.01,,,0.11,3600.0,10000.0,,0.01,3600.0,,,,1.19,,,100.0,79.25,0.0,0.0,0.0,100.0,3.73,0.7809,88.19,7.9279
2022-12-07,4481630.0,12279666.2,14.81,25.26,5.16,21.3,2.0,11465362.86,444310.0,4184439.0,1217409.4,,,0.09,,,,36621.0,,,0.09,,,,,1.19,,,100.0,79.87,0.0,0.0,0.0,100.0,4.15,0.7748,87.83,8.0558
2022-12-08,4480946.0,12345006.23,14.81,25.84,5.16,21.33,2.0,11527187.24,443968.0,4184097.0,1223131.84,,,,,,0.0,,882.0,,,,,540.0,342.0,1.2,0.0,,100.0,81.18,0.0,0.0,0.0,100.0,4.23,0.7724,87.69,8.1935
2022-12-09,4490946.0,12844105.56,14.84,26.6,5.17,21.38,2.0,11995117.42,443968.0,4194097.0,1269748.48,,,,10000.0,,,,,,,,0.03,,,1.21,,,100.0,81.24,0.0,0.0,0.0,100.0,4.27,0.7688,87.48,8.2178
2022-12-12,4515946.0,12305952.85,14.92,26.73,5.2,21.51,2.0,11497039.33,443968.0,4219097.0,1209812.8,,,0.1,,,,25000.0,,,0.1,,,,,1.22,,,100.0,81.29,0.0,0.0,0.0,100.0,4.74,0.7598,86.94,8.2681
2022-12-13,4496799.0,12163841.3,14.86,26.64,5.18,21.37,2.0,11360864.75,421268.0,4199950.0,1139529.94,,,,,,0.06,,22700.0,,,,,,19147.0,1.14,0.11,,100.0,80.42,0.0,0.0,0.0,100.0,4.37,0.7698,87.53,8.5839
2022-12-14,4507304.0,11673917.36,14.89,26.55,5.19,21.39,2.0,10905078.45,421268.0,4210455.0,1091084.12,,,0.03,,,,12050.0,,,0.03,,,,1545.0,1.13,0.01,,100.0,80.46,0.0,0.0,0.0,100.0,4.32,0.7683,87.45,8.6089
2022-12-15,4505304.0,11803896.48,14.89,26.28,5.19,21.31,2.0,11026152.1,421268.0,4208455.0,1103722.16,,,,,,,,,,,,,,2000.0,1.11,0.01,,100.0,80.39,0.0,0.0,0.0,100.0,4.16,0.774,87.79,8.5979
2022-12-16,4632425.0,11812683.75,15.31,27.49,5.33,21.65,2.0,10781285.25,528889.0,4227955.0,1348666.95,,107621.0,0.06,,,,19500.0,,,0.06,107621.0,,,,1.39,,,100.0,81.42,0.0,0.0,0.0,100.0,4.46,0.7508,86.39,7.1312
2022-12-19,4642016.0,12092451.68,15.34,27.46,5.34,21.63,2.0,11038807.33,528889.0,4237546.0,1377755.85,,,0.0,,,,9591.0,,,0.0,,,,,1.37,,,100.0,81.41,0.0,0.0,0.0,100.0,4.46,0.7524,86.49,7.1456
2022-12-20,4642016.0,11256888.8,15.34,27.58,5.34,21.66,2.0,10276049.05,528889.0,4237546.0,1282555.83,,,,,,,,,,,,,,,1.38,,,100.0,81.47,0.0,0.0,0.0,100.0,4.46,0.7503,86.36,7.1504
2022-12-21,4642016.0,11697880.32,15.34,27.61,5.34,21.54,2.0,10678615.92,528889.0,4237546.0,1332800.28,,,,,,,,,,,,,,,1.35,,,100.0,81.41,0.0,0.0,0.0,100.0,4.45,0.7581,86.82,7.1456
2022-12-22,4773025.0,12147348.63,15.77,29.25,5.49,21.82,2.0,11118735.98,528089.0,4368855.0,1343986.51,,,0.24,,,0.0,131309.0,800.0,,0.24,,,,,1.36,,,100.0,81.39,0.0,0.0,0.0,100.0,4.39,0.7395,85.72,7.3563
2022-12-23,4772659.0,12313460.22,15.77,29.62,5.49,21.83,2.0,11270701.62,527723.0,4368489.0,1361525.34,,,,,,0.0,,366.0,,,,,,366.0,1.36,0.0,,100.0,81.33,0.0,0.0,0.0,100.0,4.37,0.7388,85.68,7.3557
2022-12-26,4772659.0,12313460.22,15.77,30.08,5.49,21.85,2.0,11270701.62,527723.0,4368489.0,1361525.34,,,,,,,,,,,,,,,1.36,,,100.0,81.33,0.0,0.0,0.0,100.0,4.37,0.7376,85.61,7.3557
2022-12-27,4790659.0,12503619.99,15.83,30.19,5.51,21.92,2.0,11448736.29,527723.0,4386489.0,1377357.03,,,0.03,8000.0,,,10000.0,,,0.03,,0.02,,,1.36,,,100.0,81.38,0.0,0.0,0.0,100.0,4.4,0.7331,85.34,7.3876
2022-12-28,4787659.0,12208530.45,15.82,30.19,5.51,21.93,2.0,11177896.95,527723.0,4383489.0,1345693.65,,,,,,,,,,,,,,3000.0,1.37,0.01,,100.0,81.38,0.0,0.0,0.0,100.0,4.42,0.7321,85.28,7.3834
2022-12-29,4907557.0,12906874.91,16.22,31.07,5.65,22.17,2.0,11507446.65,653921.0,4375455.0,1719812.23,,127932.0,,1000.0,,0.01,,1734.0,,,127932.0,0.0,,9034.0,1.67,0.04,,100.0,97.28,0.0,0.0,0.0,100.0,5.71,0.7178,84.37,7.3003
2022-12-30,4927397.0,12811232.2,16.28,33.63,5.67,22.32,2.0,11444927.0,648321.0,4401895.0,1685634.6,,1000.0,0.1,,,0.0,26440.0,6600.0,,0.1,1000.0,,,,1.7,,,100.0,97.19,0.0,0.0,0.0,100.0,5.83,0.7088,83.81,7.3864
2023-01-02,4955912.0,13306623.72,16.38,35.05,5.7,22.37,2.0,11895650.85,648321.0,4430410.0,1740741.89,,,0.07,,,,28515.0,,,0.07,,,,,1.69,,,100.0,97.19,0.0,0.0,0.0,100.0,5.75,0.7057,83.63,7.4292
2023-01-03,4987421.0,13166791.44,16.48,35.99,5.74,22.58,2.0,11779466.16,653821.0,4461919.0,1726087.44,,5500.0,0.14,,,,31509.0,,,0.14,5500.0,,,,1.75,,,100.0,97.21,0.0,0.0,0.0,100.0,5.89,0.693,82.84,7.4153
2023-01-04,4982421.0,13851130.38,16.46,36.7,5.73,22.49,2.0,12404134.82,648821.0,4461919.0,1803722.38,,,,,,0.04,,5000.0,,,,,,,1.71,,,100.0,97.19,0.0,0.0,0.0,100.0,5.75,0.6981,83.16,7.4633
2023-01-05,4982671.0,13876738.74,16.46,36.38,5.74,22.63,2.0,12426444.42,649071.0,4461919.0,1807662.74,,250.0,,,,,,,,,250.0,,,,1.73,,,100.0,97.19,0.0,0.0,0.0,100.0,5.69,0.69,82.66,7.4609
2023-01-06,4977271.0,13936358.8,16.45,36.76,5.73,22.68,2.0,12491413.2,644371.0,4461219.0,1804238.8,,,0.01,,,0.01,4000.0,4700.0,,0.01,,,,4700.0,1.79,0.02,,100.0,95.77,0.0,0.0,0.0,100.0,6.02,0.6872,82.47,7.3975
2023-01-09,4978113.0,14312074.88,16.45,37.15,5.73,22.7,2.0,12828425.38,645213.0,4462061.0,1854987.38,,843.0,0.0,,,0.0,842.0,1.0,,0.0,843.0,,,,1.81,,,100.0,95.89,0.0,0.0,0.0,100.0,6.04,0.6858,82.38,7.3987
2023-01-10,5020328.0,13605088.88,16.59,37.92,5.78,22.94,2.0,12193037.96,661313.0,4499276.0,1792158.23,,16100.0,0.13,,,,37215.0,,,0.13,16100.0,,,,1.9,,,100.0,96.98,0.0,0.0,0.0,100.0,6.2,0.6723,81.53,7.3623
2023-01-11,5022760.0,13712134.8,16.6,37.45,5.78,22.7,2.0,12284740.65,663116.0,4499905.0,1810306.68,,1803.0,0.0,,,,1629.0,,,0.0,1803.0,,,1000.0,1.8,0.03,,100.0,97.58,0.0,0.0,0.0,100.0,5.91,0.6857,82.39,7.3909
2023-01-12,5022999.0,12457037.52,16.6,39.38,5.78,22.73,2.0,11159764.4,663855.0,4499905.0,1646360.4,,230.0,,,,,,,,,230.0,,509.0,,1.81,,,100.0,97.75,0.0,0.0,0.0,100.0,5.95,0.6844,82.31,7.396
2023-01-13,5023499.0,12533630.01,16.6,40.01,5.78,22.4,2.0,11228510.48,663855.0,4500405.0,1656318.23,,,0.0,,,,500.0,,,0.0,,,,,1.65,,,100.0,97.59,0.0,0.0,0.0,100.0,5.48,0.7031,83.49,7.3848
2023-01-16,5009919.0,12499747.91,16.55,46.05,5.77,22.38,2.0,11194628.38,662975.0,4486825.0,1654122.63,,,,,,0.0,,880.0,,,,,,13580.0,1.65,0.03,,100.0,97.56,0.0,0.0,0.0,100.0,5.48,0.7045,83.58,7.3724
2023-01-17,5023519.0,12332739.15,16.6,53.4,5.78,22.39,2.0,11050261.88,662275.0,4501125.0,1625885.13,,,0.0,,,0.0,14300.0,700.0,,0.0,,,,,1.65,,,100.0,97.44,0.0,0.0,0.0,100.0,5.52,0.7037,83.53,7.3912
2023-01-18,5041769.0,12352334.05,16.66,54.94,5.8,22.38,2.0,11072468.75,662275.0,4519375.0,1622573.75,,1626.0,0.04,,,0.01,19250.0,1626.0,,0.04,1626.0,,,1000.0,1.63,0.0,,100.0,97.44,0.0,0.0,0.0,100.0,5.43,0.7044,83.58,7.4177
2023-01-19,5055769.0,12133845.6,16.71,55.83,5.82,22.4,2.0,10882500.0,661275.0,4534375.0,1587060.0,,,0.04,,,0.0,17000.0,1000.0,,0.04,,,,2000.0,1.62,0.01,,100.0,97.43,0.0,0.0,0.0,100.0,5.41,0.7029,83.49,7.4491
2023-01-20,5070736.0,12245827.44,16.76,57.07,5.84,22.36,2.0,10986660.93,661075.0,4549342.0,1596496.13,,,0.04,,,0.0,16000.0,200.0,,0.04,,,,1033.0,1.58,0.01,,100.0,97.4,0.0,0.0,0.0,100.0,5.31,0.7051,83.63,7.4708
2023-01-23,5070736.0,12271181.12,16.76,59.02,5.84,22.38,2.0,11009407.64,661075.0,4549342.0,1599801.5,,219.0,,,,0.0,,219.0,,,219.0,,,,1.59,,,100.0,97.43,0.0,0.0,0.0,100.0,5.29,0.7042,83.58,7.4732
2023-01-24,5069536.0,12166886.4,16.75,60.4,5.84,22.4,2.0,10915540.8,658875.0,4548142.0,1581300.0,,,0.0,,,0.01,1000.0,2200.0,,0.0,,,,2200.0,1.59,0.0,,100.0,97.1,0.0,0.0,0.0,100.0,5.35,0.7033,83.52,7.4714
2023-01-25,5082636.0,12274565.94,16.79,60.88,5.85,22.4,2.0,11015399.43,657975.0,4561242.0,1589009.63,,,0.04,,,0.0,15000.0,900.0,,0.04,,,,1900.0,1.58,0.01,,100.0,97.45,0.0,0.0,0.0,100.0,5.3,0.703,83.51,7.5273
2023-01-26,5112808.0,12270739.2,16.89,62.77,5.88,22.5,2.0,11004033.6,660175.0,4585014.0,1584420.0,,2200.0,0.07,,,,26400.0,,,0.07,2200.0,,,2628.0,1.59,0.01,,100.0,97.42,0.0,0.0,0.0,100.0,5.31,0.6969,83.13,7.5446
2023-01-27,5112808.0,12015098.8,16.89,64.97,5.88,22.47,2.0,10774782.9,660175.0,4585014.0,1551411.25,,,,,,,,,,,,,,,1.58,,,100.0,97.42,0.0,0.0,0.0,100.0,5.29,0.6984,83.22,7.545
2023-01-30,5118808.0,12080386.88,16.88,65.53,5.89,22.44,2.0,10834793.04,660175.0,4591014.0,1558013.0,,,0.0,,,,6000.0,,,0.0,,,,,1.57,,,100.0,97.42,0.0,0.0,0.0,100.0,5.29,0.7006,83.36,7.5535
2023-01-31,5118470.0,12079589.2,16.88,68.28,5.89,22.36,2.0,10833995.36,660175.0,4590676.0,1558013.0,,,0.0,,,,162.0,,,0.0,,,,500.0,1.56,0.0,,100.0,97.42,0.0,0.0,0.0,100.0,5.22,0.7004,83.35,7.553
2023-02-01,5116421.0,12125917.77,16.87,70.17,5.89,22.41,2.0,10876230.99,661082.0,4589127.0,1566764.34,,1407.0,0.0,,,0.0,1407.0,500.0,,0.0,1407.0,,,2956.0,1.56,0.01,,100.0,97.62,0.0,0.0,0.0,100.0,5.21,0.7021,83.46,7.5555
2023-02-02,5111005.0,12368632.1,16.86,73.75,5.88,22.43,2.0,11092580.62,661082.0,4583711.0,1599818.44,,,0.01,,,,1750.0,,,0.01,,,,7166.0,1.57,0.0,,100.0,97.6,0.0,0.0,0.0,100.0,5.23,0.7011,83.4,7.5459
2023-02-03,5110756.0,12521352.2,16.86,74.6,5.88,22.48,2.0,11230094.4,660832.0,4583712.0,1619038.4,,,0.01,,,0.0,1.0,250.0,,0.01,,,,,1.57,,,100.0,97.6,0.0,0.0,0.0,100.0,5.2,0.6978,83.19,7.5483
2023-02-06,5105056.0,12047932.16,16.84,74.56,5.87,22.5,2.0,10804108.32,660832.0,4578012.0,1559563.52,,,,,,,,,,,,,,5700.0,1.58,0.01,,100.0,97.59,0.0,0.0,0.0,100.0,5.21,0.6966,83.11,7.5388
2023-02-07,5096965.0,11977867.75,16.81,74.32,5.86,22.39,2.0,10739314.35,660832.0,4569921.0,1552955.2,,,,,,,,,,,,,,8091.0,1.57,0.07,,100.0,97.58,0.0,0.0,0.0,100.0,5.25,0.7038,83.56,7.5264
2023-02-08,5096965.0,12130776.7,16.81,75.66,5.86,22.36,2.0,10876411.98,660832.0,4569921.0,1572780.16,,,,,,,,,,,,,,,1.55,,,100.0,97.58,0.0,0.0,0.0,100.0,5.2,0.7052,83.65,7.5264
2023-02-09,5075839.0,12232771.99,16.74,75.89,5.84,22.34,2.0,10962595.95,660832.0,4548795.0,1592605.12,,,,,,,,,,,,,,21126.0,1.56,0.04,,100.0,97.46,0.0,0.0,0.0,100.0,5.21,0.7066,83.74,7.4862
2023-02-10,5058594.0,12115332.63,16.68,75.15,5.82,22.36,2.0,10853062.25,660832.0,4531550.0,1582692.64,,,,,,,,,,,,,,17245.0,1.59,0.03,,100.0,97.47,0.0,0.0,0.0,100.0,5.33,0.7053,83.65,7.4611
2023-02-13,5046464.0,11960119.68,16.64,75.13,5.8,22.31,2.0,10711025.4,659832.0,4519420.0,1563801.84,,,0.01,,,0.0,5870.0,1000.0,,0.01,,,,18000.0,1.59,0.05,,100.0,97.32,0.0,0.0,0.0,100.0,5.36,0.7086,83.85,7.4428
2023-02-14,5029864.0,11920777.68,16.59,76.43,5.79,22.22,2.0,10672249.83,659593.0,4503059.0,1563235.41,,,,,,0.0,,239.0,,,,,,16361.0,1.56,0.05,,100.0,97.28,0.0,0.0,0.0,100.0,5.28,0.7138,84.17,7.4184
2023-02-15,5012311.0,11829053.96,16.53,75.72,5.77,22.18,2.0,10594179.24,656040.0,4489059.0,1548254.4,,,,,,0.01,,3553.0,,,,,,14000.0,1.56,0.03,,100.0,96.78,0.0,0.0,0.0,100.0,5.29,0.7162,84.31,7.3943
2023-02-16,5012311.0,12405469.73,16.53,77.68,5.77,22.17,2.0,11110421.03,656040.0,4489059.0,1623699.0,,,,,,,,,,,,,,,1.55,,,100.0,96.81,0.0,0.0,0.0,100.0,5.27,0.7171,84.37,7.3963
2023-02-17,5012380.0,12280331.0,16.53,73.58,5.77,22.26,2.0,10998363.6,656040.0,4489128.0,1607298.0,,,,69.0,,,,,,,,0.0,,,1.57,,,100.0,96.81,0.0,0.0,0.0,100.0,5.26,0.7114,84.02,7.3968
2023-02-20,4972788.0,12108738.78,16.4,71.05,5.72,22.19,2.0,10834620.16,656040.0,4449536.0,1597457.4,,,,,,,,,,,,,,39592.0,1.61,0.11,,100.0,96.81,0.0,0.0,0.0,100.0,5.47,0.7161,84.3,7.3379
2023-02-21,4958334.0,11602501.56,16.35,75.02,5.7,22.15,2.0,10401241.5,646147.0,4444975.0,1511983.98,,,,,,0.02,,9893.0,,,,,,4561.0,1.57,0.02,,100.0,95.47,0.0,0.0,0.0,100.0,5.44,0.7185,84.45,7.3259
2023-02-22,4958334.0,11453751.54,16.35,76.98,5.7,22.01,2.0,10267892.25,646147.0,4444975.0,1492599.57,,,,,,,,,,,,,,,1.51,,,100.0,95.47,0.0,0.0,0.0,100.0,5.26,0.727,84.97,7.3259
2023-02-23,4968334.0,11476851.54,16.39,76.78,5.71,21.99,2.0,10290992.25,646147.0,4454975.0,1492599.57,,,0.02,,,,10000.0,,,0.02,,,,,1.49,,,100.0,95.46,0.0,0.0,0.0,100.0,5.2,0.7283,85.05,7.3402
2023-02-24,4978334.0,11300818.18,16.42,93.81,5.73,22.02,2.0,10112793.25,656147.0,4454975.0,1489453.69,,,,,,,,,,,,,10000.0,,1.52,,,100.0,96.82,0.0,0.0,0.0,100.0,5.19,0.7267,84.95,7.3462
2023-02-27,4977734.0,11399010.86,16.42,97.18,5.73,21.95,2.0,10201205.75,655847.0,4454675.0,1501889.63,,209.0,,,,0.0,,539.0,,,209.0,,30.0,300.0,1.49,0.0,,100.0,97.18,0.0,0.0,0.0,100.0,5.12,0.7308,85.21,7.3757
2023-02-28,4977734.0,11573231.55,16.42,99.68,5.73,21.99,2.0,10357119.38,655847.0,4454675.0,1524844.28,,,,,,,,,,,,,,,1.5,,,100.0,97.17,0.0,0.0,0.0,100.0,5.16,0.7287,85.08,7.3753
2023-03-01,4977734.0,11423899.53,16.42,100.14,5.73,22.03,2.0,10223479.13,655847.0,4454675.0,1505168.87,,,,,,,,,,,,,,,1.52,,,100.0,97.17,0.0,0.0,0.0,100.0,5.22,0.726,84.91,7.3753
2023-03-02,4977734.0,11199901.5,16.42,100.93,5.73,22.0,2.0,10023018.75,655847.0,4454675.0,1475655.75,,,,,,,,,,,,,,,1.51,,,100.0,97.18,0.0,0.0,0.0,100.0,5.16,0.728,85.03,7.3757
2023-03-03,4977734.0,11249678.84,16.42,106.46,5.73,21.93,2.0,10067565.5,655847.0,4454675.0,1482214.22,,,,,,,,,,,,,,,1.48,,,100.0,97.17,0.0,0.0,0.0,100.0,5.08,0.7325,85.31,7.3753
2023-03-06,4977734.0,11399010.86,16.42,106.04,5.73,21.94,2.0,10201205.75,655847.0,4454675.0,1501889.63,,,,,,,,,,,,,,,1.48,,,100.0,97.17,0.0,0.0,0.0,100.0,5.1,0.7317,85.26,7.3753
2023-03-07,4977259.0,11845876.42,16.42,104.63,5.73,21.99,2.0,10600996.0,655372.0,4454200.0,1559785.36,,,,,,0.0,,475.0,,,,,,475.0,1.5,0.0,,100.0,97.12,0.0,0.0,0.0,100.0,5.15,0.7283,85.05,7.3759
