,NACON FP Equity_DX_SI_QTY,NACON FP Equity_DX_SHORT_INTEREST_VALUE,NACON FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,NACON FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,NACON FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,NACON FP Equity_DX_SI_MV,NACON FP Equity_DX_DSS,NACON FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,NACON FP Equity_DX_SUPPLY_SI_QTY,NACON FP Equity_DX_BROKER_SI_QTY,NACON FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,NACON FP Equity_DX_BROKER_SI_MV_NEW_x,NACON FP Equity_DX_SUPPLY_SI_QTY_INC_x,NACON FP Equity_DX_BROKER_SI_MV_INC_x,NACON FP Equity_DX_BROKER_SI_QTY_ADD,NACON FP Equity_DX_BROKER_SI_QTY_NEW,NACON FP Equity_DX_SUPPLY_SI_MV_DEC,NACON FP Equity_DX_BROKER_SI_QTY_INC,NACON FP Equity_DX_SUPPLY_SI_QTY_DEC,NACON FP Equity_DX_BROKER_SI_MV_NEW_y,NACON FP Equity_DX_BROKER_SI_MV_INC_y,NACON FP Equity_DX_SUPPLY_SI_QTY_INC_y,NACON FP Equity_DX_BROKER_SI_MV_ADD,NACON FP Equity_DX_SUPPLY_SI_QTY_ADD,NACON FP Equity_DX_BROKER_SI_QTY_DEC,NACON FP Equity_DX_SUPPLY_SI_MV,NACON FP Equity_DX_BROKER_SI_MV_DEC,NACON FP Equity_DX_BROKER_SI_MV_RMV,NACON FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,NACON FP Equity_DX_UTILIZATION_QUANTITY,NACON FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,NACON FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,NACON FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,NACON FP Equity_DX_ACTIVE_UTILIZATION_MV,NACON FP Equity_DX_BROKER_SI_MARKET_SHARE_2,NACON FP Equity_DX_BROKER_SI_CON_RATIO,NACON FP Equity_DX_BROKER_SI_MARKET_SHARE_1,NACON FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2285826.0,8686138.8,8.38,0.0,,0.0,,0.0
2020-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2276572.0,8992459.4,8.73,0.0,,0.0,,0.0
2020-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2276572.0,9447773.8,8.98,0.0,,0.0,,0.0
2020-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2276572.0,9789259.6,9.45,0.0,,0.0,,0.0
2020-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2276572.0,10699888.4,9.82,0.0,,0.0,,0.0
2020-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2262167.0,11537051.7,10.66,0.0,,0.0,,0.0
2020-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2351612.0,11534656.86,12.01,0.0,,0.0,,0.0
2020-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2379877.0,11661397.3,11.68,0.0,,0.0,,0.0
2020-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2379877.0,10709446.5,11.6,0.0,,0.0,,0.0
2020-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2257399.0,10000277.57,10.21,0.0,,0.0,,0.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2257399.0,9932555.6,10.09,0.0,,0.0,,0.0
2020-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2237381.0,9173262.1,9.96,0.0,,0.0,,0.0
2020-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2237381.0,9822102.59,9.76,0.0,,0.0,,0.0
2020-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2229745.0,10167637.2,9.85,0.0,,0.0,,0.0
2020-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2165146.0,9959671.6,9.85,0.0,,0.0,,0.0
2020-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2294552.0,10440211.6,10.54,0.0,,0.0,,0.0
2020-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2164355.0,10291508.03,9.9,0.0,,0.0,,0.0
2020-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2293522.0,10905697.11,10.66,0.0,,0.0,,0.0
2020-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2293522.0,10905697.11,10.75,0.0,,0.0,,0.0
2020-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2289752.0,11792222.8,10.76,0.0,,0.0,,0.0
2020-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2239451.0,11779512.26,11.57,0.0,,0.0,,0.0
2020-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2239376.0,11353636.32,11.72,0.0,,0.0,,0.0
2020-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2238348.0,11527492.2,11.38,0.0,,0.0,,0.0
2020-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2238348.0,11415574.8,11.51,0.0,,0.0,,0.0
2020-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2238548.0,11371823.84,11.42,0.0,,0.0,,0.0
2020-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2236972.0,11833581.88,11.41,0.0,,0.0,,0.0
2020-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2234932.0,12023934.16,11.77,0.0,,0.0,,0.0
2020-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2229963.0,11908002.42,11.92,0.0,,0.0,,0.0
2020-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2224512.0,11723178.24,11.85,0.0,,0.0,,0.0
2020-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2219408.0,11873832.8,11.74,0.0,,0.0,,0.0
2020-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2217841.0,11665843.66,11.77,0.0,,0.0,,0.0
2020-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2211612.0,11832124.2,11.63,0.0,,0.0,,0.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2212523.0,11836998.05,11.8,0.0,,0.0,,0.0
2020-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2212523.0,11726371.9,11.84,0.0,,0.0,,0.0
2020-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2203028.0,11698078.68,11.72,0.0,,0.0,,0.0
2020-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2200318.0,11573672.68,11.72,0.0,,0.0,,0.0
2020-05-07,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2199304.0,11612325.12,11.56,0.0,,0.0,,0.0
2020-05-08,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2208266.0,11549231.18,11.62,0.0,,0.0,,0.0
2020-05-11,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2189537.0,11341801.66,11.47,0.0,,0.0,,0.0
2020-05-12,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2188304.0,11094701.28,11.33,0.0,,0.0,,0.0
2020-05-13,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2186856.0,11152965.6,11.15,0.0,,0.0,,0.0
2020-05-14,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2183787.0,10744232.04,11.11,0.0,,0.0,,0.0
2020-05-15,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2165296.0,10609950.4,10.7,0.0,,0.0,,0.0
2020-05-18,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2198549.0,10838846.57,10.75,0.0,,0.0,,0.0
2020-05-19,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2216474.0,10927216.82,10.93,0.0,,0.0,,0.0
2020-05-20,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2228520.0,10942033.2,11.0,0.0,,0.0,,0.0
2020-05-21,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2227822.0,10938606.02,10.98,0.0,,0.0,,0.0
2020-05-22,46528.0,243806.72,,1.62,0.05,0.24,0.0,243806.72,0.0,46528.0,0.0,,,,46528.0,,,,,,,,0.24,,,0.0,,,0.0,0.0,2227416.0,11671659.84,11.05,0.0,,1.0,100.0,0.0209
2020-05-25,46528.0,243806.72,,1.55,0.05,0.24,0.0,243806.72,0.0,46528.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2227416.0,11671659.84,11.62,0.0,,1.0,100.0,0.0209
2020-05-26,46528.0,240549.76,,1.56,0.05,0.24,0.0,240549.76,0.0,46528.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2227902.0,11518253.34,11.65,0.0,,1.0,100.0,0.0209
2020-05-27,17606.0,87501.82,,0.57,0.02,0.1,0.0,87501.82,0.0,17606.0,0.0,,,,17518.0,,,,,,,,0.1,,46440.0,0.0,0.24,,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.9909,99.54,0.0079
2020-05-28,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,17606.0,0.0,0.1,,0.0,0.0,2228566.0,11209686.98,11.1,0.0,,0.0,,0.0
2020-05-29,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2228790.0,10642472.25,11.12,0.0,,0.0,,0.0
2020-06-01,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2228790.0,10508744.85,10.69,0.0,,0.0,,0.0
2020-06-02,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2283569.0,10961131.2,10.91,0.0,,0.0,,0.0
2020-06-03,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2283462.0,10446838.65,10.91,0.0,,0.0,,0.0
2020-06-04,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2259664.0,10326664.48,10.33,0.0,,0.0,,0.0
2020-06-05,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2081973.0,9577075.8,9.53,0.0,,0.0,,0.0
2020-06-08,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2081973.0,9670764.59,9.58,0.0,,0.0,,0.0
2020-06-09,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2082725.0,9507639.63,9.64,0.0,,0.0,,0.0
2020-06-10,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2077867.0,9464684.19,9.5,0.0,,0.0,,0.0
2020-06-11,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2126540.0,9622593.5,9.71,0.0,,0.0,,0.0
2020-06-12,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2127639.0,9510546.33,9.65,0.0,,0.0,,0.0
2020-06-15,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2127639.0,9574375.5,9.53,0.0,,0.0,,0.0
2020-06-16,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2127000.0,9890550.0,9.56,0.0,,0.0,,0.0
2020-06-17,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2126613.0,9995081.1,9.86,0.0,,0.0,,0.0
2020-06-18,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2126956.0,10028597.54,9.99,0.0,,0.0,,0.0
2020-06-19,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2165792.0,10179222.4,10.24,0.0,,0.0,,0.0
2020-06-22,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2168945.0,10280799.3,10.18,0.0,,0.0,,0.0
2020-06-23,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2170463.0,10635268.7,10.31,0.0,,0.0,,0.0
2020-06-24,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2181000.0,10795950.0,10.71,0.0,,0.0,,0.0
2020-06-25,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2180618.0,10641415.84,10.76,0.0,,0.0,,0.0
2020-06-26,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1506685.0,7774494.6,7.44,0.0,,0.0,,0.0
2020-06-29,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1506685.0,7714227.2,7.76,0.0,,0.0,,0.0
2020-06-30,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1506766.0,7729709.58,7.72,0.0,,0.0,,0.0
2020-07-01,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1505527.0,7798629.86,7.73,0.0,,0.0,,0.0
2020-07-02,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1504819.0,7840106.99,7.78,0.0,,0.0,,0.0
2020-07-03,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1503091.0,7921289.57,7.84,0.0,,0.0,,0.0
2020-07-06,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1503091.0,8402278.69,7.96,0.0,,0.0,,0.0
2020-07-07,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1502682.0,8264751.0,8.4,0.0,,0.0,,0.0
2020-07-08,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1410979.0,8014360.72,7.78,0.0,,0.0,,0.0
2020-07-09,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1411041.0,8325141.9,8.07,0.0,,0.0,,0.0
2020-07-10,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1406791.0,8440746.0,8.33,0.0,,0.0,,0.0
2020-07-13,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1406791.0,8060912.43,8.38,0.0,,0.0,,0.0
2020-07-14,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1407792.0,8094804.0,8.06,0.0,,0.0,,0.0
2020-07-15,6000.0,33720.0,,0.13,0.01,0.03,0.0,16860.0,3000.0,3000.0,16860.0,,,,3000.0,,,,,,,,0.02,3000.0,,0.02,,,100.0,0.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0042
2020-07-16,6000.0,34140.0,,0.13,0.01,0.03,0.0,17070.0,3000.0,3000.0,17070.0,,,,,,,,,,,,,,,0.02,,,100.0,0.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0042
2020-07-17,6000.0,34320.0,,0.14,0.01,0.03,0.0,17160.0,3000.0,3000.0,17160.0,,,,,,,,,,,,,,,0.02,,,100.0,0.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0043
2020-07-20,6000.0,34500.0,,0.14,0.01,0.03,0.0,17250.0,3000.0,3000.0,17250.0,,,,,,,,,,,,,,,0.02,,,100.0,0.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0043
2020-07-21,6000.0,34920.0,,0.14,0.01,0.03,0.0,17460.0,3000.0,3000.0,17460.0,,,,,,,,,,,,,,,0.02,,,100.0,0.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0043
2020-07-22,6000.0,34200.0,,0.14,0.01,0.03,0.0,17100.0,3000.0,3000.0,17100.0,,,,,,,,,,,,,,,0.02,,,100.0,0.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.0043
2020-07-23,6000.0,34020.0,,0.15,0.01,0.03,0.0,17010.0,3000.0,3000.0,17010.0,,,,,,,,,,,,,,,0.02,,,100.0,0.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.0043
2020-07-24,6000.0,33600.0,,0.15,0.01,0.03,0.0,16800.0,3000.0,3000.0,16800.0,,,,,,,,,,,,,,,0.02,,,100.0,0.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.0052
2020-07-27,6000.0,35700.0,,0.15,0.01,0.03,0.0,17850.0,3000.0,3000.0,17850.0,,,,,,,,,,,,,,,0.02,,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0054
2020-07-28,6000.0,37440.0,,0.15,0.01,0.04,0.0,18720.0,3000.0,3000.0,18720.0,,,,,,,,,,,,,,,0.02,,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0054
2020-07-29,6000.0,38400.0,,0.14,0.01,0.04,0.0,19200.0,3000.0,3000.0,19200.0,,,,,,,,,,,,,,,0.02,,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0054
2020-07-30,6000.0,36840.0,,0.12,0.01,0.04,0.0,18420.0,3000.0,3000.0,18420.0,,,,,,,,,,,,,,,0.02,,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0053
2020-07-31,6000.0,38640.0,,0.11,0.01,0.04,0.0,19320.0,3000.0,3000.0,19320.0,,,,,,,,,,,,,,,0.02,,,100.0,0.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.0032
2020-08-03,6000.0,39000.0,,0.11,0.01,0.04,0.0,19500.0,3000.0,3000.0,19500.0,,,,,,,,,,,,,,,0.02,,,100.0,0.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.0032
2020-08-04,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.02,,3000.0,,,,,,3000.0,0.0,0.02,,0.0,0.0,1854495.0,11961492.75,12.0,0.0,,0.0,,0.0
