,ALCBX FP Equity_DX_SI_QTY,ALCBX FP Equity_DX_SHORT_INTEREST_VALUE,ALCBX FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALCBX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALCBX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALCBX FP Equity_DX_SI_MV,ALCBX FP Equity_DX_DSS,ALCBX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALCBX FP Equity_DX_SUPPLY_SI_QTY,ALCBX FP Equity_DX_BROKER_SI_QTY,ALCBX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALCBX FP Equity_DX_BROKER_SI_MV_NEW_x,ALCBX FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALCBX FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALCBX FP Equity_DX_BROKER_SI_MV_INC_x,ALCBX FP Equity_DX_SUPPLY_SI_MV_NEW,ALCBX FP Equity_DX_BROKER_SI_QTY_ADD,ALCBX FP Equity_DX_BROKER_SI_QTY_NEW,ALCBX FP Equity_DX_SUPPLY_SI_MV_DEC,ALCBX FP Equity_DX_BROKER_SI_QTY_INC,ALCBX FP Equity_DX_SUPPLY_SI_QTY_DEC,ALCBX FP Equity_DX_BROKER_SI_MV_NEW_y,ALCBX FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALCBX FP Equity_DX_BROKER_SI_MV_INC_y,ALCBX FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALCBX FP Equity_DX_BROKER_SI_MV_ADD,ALCBX FP Equity_DX_SUPPLY_SI_QTY_ADD,ALCBX FP Equity_DX_BROKER_SI_QTY_DEC,ALCBX FP Equity_DX_SUPPLY_SI_MV,ALCBX FP Equity_DX_BROKER_SI_MV_DEC,ALCBX FP Equity_DX_SUPPLY_SI_MV_RMV,ALCBX FP Equity_DX_BROKER_SI_MV_RMV,ALCBX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALCBX FP Equity_DX_UTILIZATION_QUANTITY,ALCBX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALCBX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALCBX FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALCBX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALCBX FP Equity_DX_ACTIVE_UTILIZATION_MV,ALCBX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALCBX FP Equity_DX_BROKER_SI_CON_RATIO,ALCBX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALCBX FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.12,0.0,,0.0,,0.0
2006-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.13,0.0,,0.0,,0.0
2006-04-12,25293.0,18716.82,0.05,0.01,0.03,0.02,0.0,9567.46,12364.0,12929.0,9149.36,,,,,,12929.0,,,,,,,,,0.01,12364.0,,0.01,,,,5.79,5.79,201175.0,148869.5,,0.15,5.79,,1.0,100.0,0.1184
2006-04-19,25803.0,17546.04,0.05,0.01,0.03,0.02,0.0,8791.72,12874.0,12929.0,8754.32,,,511.0,,,,,,,,,,,511.0,,,,0.01,,,,6.18,6.18,195378.0,132857.04,,0.14,6.18,,1.0,100.0,0.1239
2006-04-26,25150.0,14838.5,0.05,0.01,0.03,0.01,0.0,7628.11,12221.0,12929.0,7210.39,,,,,,,,0.0,,653.0,,,,,,,,0.01,,,,6.01,6.01,191195.0,112805.05,,0.11,6.01,,1.0,100.0,0.1236
2006-05-03,27541.0,14321.32,0.06,0.01,0.03,0.01,0.0,6723.08,14612.0,12929.0,7598.24,,,2391.0,,,,,,,,,,,2391.0,,,,0.01,,,,6.25,6.25,219293.0,114032.36,,0.11,6.25,,1.0,100.0,0.1177
2006-05-10,27348.0,13674.0,0.06,0.01,0.03,0.01,0.0,6464.5,14419.0,12929.0,7209.5,,,,,,,,0.0,,193.0,,,,,,,,0.01,,,,5.53,5.53,246119.0,123059.5,,0.12,5.53,,1.0,100.0,0.105
2006-05-17,26656.0,12261.76,0.05,0.01,0.03,0.01,0.0,5947.34,13727.0,12929.0,6314.42,,,,,,,,0.0,,692.0,,,,,,,,0.01,,,,5.3,5.3,245422.0,112894.12,,0.11,5.3,,1.0,100.0,0.1029
2006-05-24,12929.0,5688.76,0.03,0.01,0.01,0.01,0.0,5688.76,0.0,12929.0,0.0,,,,,,,,0.01,,13727.0,,,,,,,,0.0,,,,0.0,0.0,195635.0,86079.4,,0.09,0.0,,1.0,100.0,0.0661
2006-05-31,26676.0,12004.2,0.05,0.01,0.03,0.01,0.0,5818.05,13747.0,12929.0,6186.15,,,,,,,,,,,,,,,,13747.0,,0.01,,,,5.58,5.58,232606.0,104672.7,,0.1,5.58,,1.0,100.0,0.1083
2006-06-07,26917.0,12650.99,0.05,0.02,0.03,0.01,0.0,6076.63,13988.0,12929.0,6574.36,,,242.0,,,,,,,,,,,242.0,,,,0.01,,,,5.55,5.55,237831.0,111780.57,,0.11,5.55,,1.0,100.0,0.1069
2006-06-14,27070.0,11098.7,0.05,0.02,0.03,0.01,0.0,5300.89,14141.0,12929.0,5797.81,,,153.0,,,,,,,,,,,153.0,,,,0.01,,,,5.61,5.61,237982.0,97572.62,,0.1,5.61,,1.0,100.0,0.1074
2006-06-21,26414.0,11358.02,0.05,0.03,0.03,0.01,0.0,5559.47,13485.0,12929.0,5798.55,,,,,,,,0.0,,656.0,,,,,,,,0.01,,,,5.4,5.4,236037.0,101495.91,,0.1,5.4,,1.0,100.0,0.1059
2006-06-28,27070.0,11098.7,0.05,0.03,0.03,0.01,0.0,5300.89,14141.0,12929.0,5797.81,,,656.0,,,,,,,,,,,656.0,,,,0.01,,,,5.4,5.4,247525.0,101485.25,,0.1,5.4,,1.0,100.0,0.1035
2006-07-03,25814.0,11616.3,0.05,0.03,0.03,0.01,0.0,5818.05,12885.0,12929.0,5798.25,,,,,,,,0.0,,1257.0,,,,,,,,0.01,,,,5.43,5.43,224337.0,100951.65,,0.1,5.43,,1.0,100.0,0.1088
2006-07-04,27015.0,11616.45,0.05,0.04,0.03,0.01,0.0,5559.47,14086.0,12929.0,6056.98,,,1202.0,,,,,,,,,,,1202.0,,,,0.01,,,,5.61,5.61,237138.0,101969.34,,0.1,5.61,,1.0,100.0,0.1075
2006-07-05,26414.0,11358.02,0.05,0.04,0.03,0.01,0.0,5559.47,13485.0,12929.0,5798.55,,,,,,,,0.0,,601.0,,,,,,,,0.01,,,,4.71,4.71,272821.0,117313.03,,0.12,4.71,,1.0,100.0,0.0923
2006-07-06,26414.0,11358.02,0.05,0.04,0.03,0.01,0.0,5559.47,13485.0,12929.0,5798.55,,,0.0,,,,,,,,,,,0.0,,,,0.01,,,,4.72,4.72,272125.0,117013.75,,0.12,4.72,,1.0,100.0,0.0925
2006-07-07,26732.0,11227.44,0.05,0.05,0.03,0.01,0.0,5430.18,13803.0,12929.0,5797.26,,,318.0,,,,,,,,,,,318.0,,,,0.01,,,,4.7,4.7,279760.0,117499.2,,0.12,4.7,,1.0,100.0,0.0911
2006-07-10,26424.0,11098.08,0.05,0.05,0.03,0.01,0.0,5430.18,13495.0,12929.0,5667.9,,,,,,,,0.0,,308.0,,,,,,,,0.01,,,,4.61,4.61,278987.0,117174.54,,0.12,4.61,,1.0,100.0,0.0903
2006-07-11,26755.0,10969.55,0.05,0.05,0.03,0.01,0.0,5300.89,13826.0,12929.0,5668.66,,,331.0,,,,,,,,,,,331.0,,,,0.01,,,,4.62,4.62,285741.0,117153.81,,0.12,4.62,,1.0,100.0,0.0893
2006-07-12,26440.0,10840.4,0.05,0.05,0.03,0.01,0.0,5300.89,13511.0,12929.0,5539.51,,,,,,,,0.0,,315.0,,,,,,,,0.01,,,,4.72,4.72,272765.0,111833.65,,0.11,4.72,,1.0,100.0,0.0924
2006-07-13,26777.0,10710.8,0.05,0.06,0.03,0.01,0.0,5171.6,13848.0,12929.0,5539.2,,,337.0,,,,,,,,,,,337.0,,,,0.01,,,,4.7,4.7,280996.0,112398.4,,0.11,4.7,,1.0,100.0,0.0908
2006-07-14,26802.0,10452.78,0.05,0.06,0.03,0.01,0.0,5042.31,13873.0,12929.0,5410.47,,,26.0,,,,,,,,,,,26.0,,,,0.01,,,,4.61,4.61,287207.0,112010.73,,0.11,4.61,,1.0,100.0,0.089
2006-07-17,26823.0,10192.74,0.05,0.06,0.03,0.01,0.0,4913.02,13894.0,12929.0,5279.72,,,21.0,,,,,,,,,,,21.0,,,,0.01,,,,4.52,4.52,293518.0,111536.84,,0.11,4.52,,1.0,100.0,0.0873
2006-07-18,26139.0,10194.21,0.05,0.07,0.03,0.01,0.0,5042.31,13210.0,12929.0,5151.9,,,,,,,,0.0,,684.0,,,,,,,,0.01,,,,4.41,4.41,286334.0,111670.26,,0.11,4.41,,1.0,100.0,0.0873
2006-07-19,26471.0,10323.69,0.05,0.08,0.03,0.01,0.0,5042.31,13542.0,12929.0,5281.38,,,332.0,,,,,,,,,,,332.0,,,,0.01,,,,4.73,4.73,272758.0,106375.62,,0.11,4.73,,1.0,100.0,0.0925
2006-07-20,26130.0,10452.0,0.05,0.08,0.03,0.01,0.0,5171.6,13201.0,12929.0,5280.4,,,,,,,,0.0,,340.0,,,,,,,,0.01,,,,4.73,4.73,266018.0,106407.2,,0.11,4.73,,1.0,100.0,0.0936
2006-07-21,26453.0,10581.2,0.05,0.08,0.03,0.01,0.0,5171.6,13524.0,12929.0,5409.6,,,323.0,,,,,,,,,,,323.0,,,,0.01,,,,4.82,4.82,267040.0,106816.0,,0.11,4.82,,1.0,100.0,0.0943
2006-07-24,26124.0,10710.84,0.05,0.07,0.03,0.01,0.0,5300.89,13195.0,12929.0,5409.95,,,,,,,,0.0,,329.0,,,,,,,,0.01,,,,4.82,4.82,260702.0,106887.82,,0.11,4.82,,1.0,100.0,0.0954
2006-07-25,26777.0,10710.8,0.05,0.07,0.03,0.01,0.0,5171.6,13848.0,12929.0,5539.2,,,652.0,,,,,,,,,,,652.0,,,,0.01,,,,4.92,4.92,267791.0,107116.4,,0.11,4.92,,1.0,100.0,0.0951
2006-07-26,27163.0,10321.94,0.05,0.08,0.03,0.01,0.0,4913.02,14234.0,12929.0,5408.92,,,387.0,,,,,,,,,,,387.0,,,,0.01,,,,4.72,4.72,287055.0,109080.9,,0.11,4.72,,1.0,100.0,0.0902
2006-07-27,26483.0,10063.54,0.05,0.08,0.03,0.01,0.0,4913.02,13554.0,12929.0,5150.52,,,,,,,,0.0,,680.0,,,,,,,,0.01,,,,4.53,4.53,285591.0,108524.58,,0.11,4.53,,1.0,100.0,0.0885
2006-07-28,26483.0,10063.54,0.05,0.08,0.03,0.01,0.0,4913.02,13554.0,12929.0,5150.52,,,0.0,,,,,,,,,,,0.0,,,,0.01,,,,4.54,4.54,285240.0,108391.2,,0.11,4.54,,1.0,100.0,0.0886
2006-07-31,26139.0,10194.21,0.05,0.09,0.03,0.01,0.0,5042.31,13210.0,12929.0,5151.9,,,,,,,,0.0,,344.0,,,,,,,,0.01,,,,4.53,4.53,278399.0,108575.61,,0.11,4.53,,1.0,100.0,0.0896
2006-08-01,26130.0,10452.0,0.05,0.09,0.03,0.01,0.0,5171.6,13201.0,12929.0,5280.4,,,,,,,,0.0,,9.0,,,,,,,,0.01,,,,4.62,4.62,272421.0,108968.4,,0.11,4.62,,1.0,100.0,0.0915
2006-08-02,26453.0,10581.2,0.06,0.09,0.03,0.01,0.0,5171.6,13524.0,12929.0,5409.6,,,323.0,,,,,,,,,,,323.0,,,,0.01,,,,4.7,4.7,274242.0,109696.8,,0.11,4.7,,1.0,100.0,0.0919
2006-08-03,26453.0,10581.2,0.06,0.09,0.03,0.01,0.0,5171.6,13524.0,12929.0,5409.6,,,0.0,,,,,,,,,,,0.0,,,,0.01,,,,4.68,4.68,275282.0,110112.8,,0.11,4.68,,1.0,100.0,0.0916
2006-08-04,26453.0,10581.2,0.06,0.1,0.03,0.01,0.0,5171.6,13524.0,12929.0,5409.6,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,4.66,4.66,276499.0,110599.6,,0.11,4.66,,1.0,100.0,0.0912
2006-08-07,26802.0,10452.78,0.06,0.1,0.03,0.01,0.0,5042.31,13873.0,12929.0,5410.47,,,349.0,,,,,,,,,,,349.0,,,,0.01,,,,4.66,4.66,284129.0,110810.31,,0.11,4.66,,1.0,100.0,0.0899
2006-08-08,26471.0,10323.69,0.06,0.1,0.03,0.01,0.0,5042.31,13542.0,12929.0,5281.38,,,,,,,,0.0,,332.0,,,,,,,,0.01,,,,4.56,4.56,283301.0,110487.39,,0.11,4.56,,1.0,100.0,0.0892
2006-08-09,26471.0,10323.69,0.06,0.1,0.03,0.01,0.0,5042.31,13542.0,12929.0,5281.38,,,,,,,,,,,,,,,,,,0.01,,,,4.58,4.58,282372.0,110125.08,,0.11,4.58,,1.0,100.0,0.0895
2006-08-10,26479.0,10062.02,0.06,0.1,0.03,0.01,0.0,4913.02,13550.0,12929.0,5149.0,,,8.0,,,,,,,,,,,8.0,,,,0.01,,,,25.14,25.14,40344.0,15330.72,,0.02,25.14,,1.0,100.0,0.4913
2006-08-11,26483.0,10063.54,0.06,0.1,0.03,0.01,0.0,4913.02,13554.0,12929.0,5150.52,,,4.0,,,,,,,,,,,4.0,,,,0.01,,,,25.17,25.17,40293.0,15311.34,,0.02,25.17,,1.0,100.0,0.4918
2006-08-14,26139.0,10194.21,0.06,0.11,0.03,0.01,0.0,5042.31,13210.0,12929.0,5151.9,,,,,,,,0.0,,344.0,,,,,,,,0.01,,,,25.17,25.17,39270.0,15315.3,,0.02,25.17,,1.0,100.0,0.4981
2006-08-15,26130.0,10452.0,0.06,0.11,0.03,0.01,0.0,5171.6,13201.0,12929.0,5280.4,,,,,,,,0.0,,9.0,,,,,,,,0.01,,,,25.14,25.14,39306.0,15722.4,,0.02,25.14,,1.0,100.0,0.4976
2006-08-16,26453.0,10581.2,0.06,0.11,0.03,0.01,0.0,5171.6,13524.0,12929.0,5409.6,,,323.0,,,,,,,,,,,323.0,,,,0.01,,,,25.11,25.11,40329.0,16131.6,,0.02,25.11,,1.0,100.0,0.4912
2006-08-17,26453.0,10581.2,0.06,0.11,0.03,0.01,0.0,5171.6,13524.0,12929.0,5409.6,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,25.11,25.11,40329.0,16131.6,,0.02,25.11,,1.0,100.0,0.4912
2006-08-18,26124.0,10710.84,0.06,0.11,0.03,0.01,0.0,5300.89,13195.0,12929.0,5409.95,,,,,,,,0.0,,329.0,,,,,,,,0.01,,,,25.11,25.11,39348.0,16132.68,,0.02,25.11,,1.0,100.0,0.4972
2006-08-21,25813.0,11099.59,0.06,0.09,0.03,0.01,0.0,5559.47,12884.0,12929.0,5540.12,,,,,,,,0.0,,312.0,,,,,,,,0.01,,,,25.09,25.09,38474.0,16543.82,,0.02,25.09,,1.0,100.0,0.5026
2006-08-22,26732.0,11227.44,0.06,0.08,0.03,0.01,0.0,5430.18,13803.0,12929.0,5797.26,,,919.0,,,,,,,,,,,919.0,,,,0.01,,,,25.04,25.04,41329.0,17358.18,,0.02,25.04,,1.0,100.0,0.4849
2006-08-23,25812.0,11357.28,0.06,0.07,0.03,0.01,0.0,5688.76,12883.0,12929.0,5668.52,,,,,,,,0.0,,920.0,,,,,,,,0.01,,,,4.71,4.71,260375.0,114565.0,,0.11,4.71,,1.0,100.0,0.0945
2006-08-24,25813.0,11873.98,0.06,0.07,0.03,0.01,0.0,5947.34,12884.0,12929.0,5926.64,,,1.0,,,,,,,,,,,1.0,,,,0.01,,,,4.89,4.89,250446.0,115205.16,,0.12,4.89,,1.0,100.0,0.098
2006-08-25,26676.0,12004.2,0.06,0.06,0.03,0.01,0.0,5818.05,13747.0,12929.0,6186.15,,,863.0,,,,,,,,,,,863.0,,,,0.01,,,,5.06,5.06,258094.0,116142.3,,0.12,5.06,,1.0,100.0,0.0981
2006-08-28,26388.0,11874.6,0.06,0.06,0.03,0.01,0.0,5818.05,13459.0,12929.0,6056.55,,,,,,,,0.0,,287.0,,,,,,,,0.01,,,,4.97,4.97,257386.0,115823.7,,0.12,4.97,,1.0,100.0,0.0974
2006-08-29,26693.0,11744.92,0.06,0.06,0.03,0.01,0.0,5688.76,13764.0,12929.0,6056.16,,,305.0,,,,,,,,,,,305.0,,,,0.01,,,,4.97,4.97,263074.0,115752.56,,0.12,4.97,,1.0,100.0,0.0964
2006-08-30,26715.0,11487.45,0.06,0.06,0.03,0.01,0.0,5559.47,13786.0,12929.0,5927.98,,,21.0,,,,,,,,,,,21.0,,,,0.01,,,,4.71,4.71,279179.0,120046.97,,0.12,4.71,,1.0,100.0,0.0912
2006-08-31,26732.0,11227.44,0.06,0.06,0.03,0.01,0.0,5430.18,13803.0,12929.0,5797.26,,,17.0,,,,,,,,,,,17.0,,,,0.01,,,,4.62,4.62,285190.0,119779.8,,0.12,4.62,,1.0,100.0,0.0894
2006-09-01,25812.0,11357.28,0.06,0.06,0.03,0.01,0.0,5688.76,12883.0,12929.0,5668.52,,,,,,,,0.0,,920.0,,,,,,,,0.01,,,,4.54,4.54,271007.0,119243.08,,0.12,4.54,,1.0,100.0,0.0909
2006-09-04,26400.0,11616.0,0.06,0.06,0.03,0.01,0.0,5688.76,13471.0,12929.0,5927.24,,,588.0,,,,,,,,,,,588.0,,,,0.01,,,,4.71,4.71,272393.0,119852.92,,0.12,4.71,,1.0,100.0,0.0924
2006-09-05,27040.0,11356.8,0.06,0.07,0.03,0.01,0.0,5430.18,14111.0,12929.0,5926.62,,,640.0,,,,,,,,,,,640.0,,,,0.01,,,,4.72,4.72,284808.0,119619.36,,0.12,4.72,,1.0,100.0,0.0905
2006-09-06,26113.0,11228.59,0.06,0.06,0.03,0.01,0.0,5559.47,13184.0,12929.0,5669.12,,,,,,,,0.0,,926.0,,,,,,,,0.01,,,,4.71,4.71,266464.0,114579.52,,0.11,4.71,,1.0,100.0,0.0934
2006-09-07,27070.0,11098.7,0.06,0.06,0.03,0.01,0.0,5300.89,14141.0,12929.0,5797.81,,,957.0,,,,,,,,,,,957.0,,,,0.01,,,,4.79,4.79,280778.0,115118.98,,0.12,4.79,,1.0,100.0,0.0918
2006-09-08,25813.0,11099.59,0.06,0.06,0.03,0.01,0.0,5559.47,12884.0,12929.0,5540.12,,,,,,,,0.0,,1258.0,,,,,,,,0.01,,,,4.63,4.63,265569.0,114194.67,,0.11,4.63,,1.0,100.0,0.0927
2006-09-11,27070.0,11098.7,0.06,0.06,0.03,0.01,0.0,5300.89,14141.0,12929.0,5797.81,,,1258.0,,,,,,,,,,,1258.0,,,,0.01,,,,4.81,4.81,279992.0,114796.72,,0.11,4.81,,1.0,100.0,0.092
2006-09-12,26116.0,10968.72,0.06,0.06,0.03,0.01,0.0,5430.18,13187.0,12929.0,5538.54,,,,,,,,0.0,,954.0,,,,,,,,0.01,,,,4.61,4.61,272729.0,114546.18,,0.11,4.61,,1.0,100.0,0.0913
2006-09-13,26755.0,10969.55,0.06,0.06,0.03,0.01,0.0,5300.89,13826.0,12929.0,5668.66,,,639.0,,,,,,,,,,,639.0,,,,0.01,,,,4.71,4.71,279432.0,114567.12,,0.11,4.71,,1.0,100.0,0.0912
2006-09-14,26777.0,10710.8,0.06,0.06,0.03,0.01,0.0,5171.6,13848.0,12929.0,5539.2,,,22.0,,,,,,,,,,,22.0,,,,0.01,,,,4.62,4.62,286102.0,114440.8,,0.11,4.62,,1.0,100.0,0.0893
2006-09-15,26453.0,10581.2,0.06,0.06,0.03,0.01,0.0,5171.6,13524.0,12929.0,5409.6,,,,,,,,0.0,,323.0,,,,,,,,0.01,,,,4.52,4.52,285496.0,114198.4,,0.11,4.52,,1.0,100.0,0.0885
2006-09-18,26453.0,10581.2,0.06,0.06,0.03,0.01,0.0,5171.6,13524.0,12929.0,5409.6,,,0.0,,,,,,,,,,,0.0,,,,0.01,,,,4.54,4.54,284620.0,113848.0,,0.11,4.54,,1.0,100.0,0.0887
2006-09-19,26453.0,10581.2,0.06,0.06,0.03,0.01,0.0,5171.6,13524.0,12929.0,5409.6,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,4.52,4.52,285407.0,114162.8,,0.11,4.52,,1.0,100.0,0.0885
2006-09-20,25808.0,10839.36,0.06,0.06,0.03,0.01,0.0,5430.18,12879.0,12929.0,5409.18,,,,,,,,0.0,,645.0,,,,,,,,0.01,,,,4.72,4.72,259729.0,109086.18,,0.11,4.72,,1.0,100.0,0.0947
2006-09-21,26424.0,11098.08,0.06,0.06,0.03,0.01,0.0,5430.18,13495.0,12929.0,5667.9,,,616.0,,,,,,,,,,,616.0,,,,0.01,,,,4.91,4.91,261213.0,109709.46,,0.11,4.91,,1.0,100.0,0.0962
2006-09-22,12929.0,5430.18,0.03,0.03,0.01,0.01,0.0,5430.18,0.0,12929.0,0.0,,,,,,,,0.01,,13495.0,,,,,,,,0.0,,,,0.0,0.0,274825.0,115426.5,,0.12,0.0,,1.0,100.0,0.047
2006-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,12929.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.12,0.0,,0.0,,0.0
2006-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.12,0.0,,0.0,,0.0
2006-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.12,0.0,,0.0,,0.0
2006-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.12,0.0,,0.0,,0.0
2006-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.12,0.0,,0.0,,0.0
