,PMEH FP Equity_DX_SI_QTY,PMEH FP Equity_DX_SHORT_INTEREST_VALUE,PMEH FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PMEH FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PMEH FP Equity_DX_SI_MV,PMEH FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PMEH FP Equity_DX_SUPPLY_SI_QTY,PMEH FP Equity_DX_BROKER_SI_QTY,PMEH FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PMEH FP Equity_DX_SUPPLY_SI_QTY_INC_x,PMEH FP Equity_DX_BROKER_SI_MV_INC_x,PMEH FP Equity_DX_BROKER_SI_QTY_ADD,PMEH FP Equity_DX_SUPPLY_SI_MV_DEC,PMEH FP Equity_DX_BROKER_SI_QTY_INC,PMEH FP Equity_DX_SUPPLY_SI_QTY_DEC,PMEH FP Equity_DX_BROKER_SI_MV_INC_y,PMEH FP Equity_DX_SUPPLY_SI_QTY_INC_y,PMEH FP Equity_DX_BROKER_SI_MV_ADD,PMEH FP Equity_DX_SUPPLY_SI_QTY_ADD,PMEH FP Equity_DX_BROKER_SI_QTY_DEC,PMEH FP Equity_DX_SUPPLY_SI_MV,PMEH FP Equity_DX_BROKER_SI_MV_DEC,PMEH FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PMEH FP Equity_DX_UTILIZATION_QUANTITY,PMEH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PMEH FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PMEH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PMEH FP Equity_DX_ACTIVE_UTILIZATION_MV,PMEH FP Equity_DX_BROKER_SI_CON_RATIO,PMEH FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PMEH FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,830.74,0.0,0.0,0.0,,0.0
2023-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,829.02,0.0,0.0,0.0,,0.0
2023-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,845.26,0.0,0.0,0.0,,0.0
2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,854.11,0.0,0.0,0.0,,0.0
2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,846.16,0.0,0.0,0.0,,0.0
2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,831.73,0.0,0.0,0.0,,0.0
2023-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,834.43,0.0,0.0,0.0,,0.0
2023-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,830.09,0.0,0.0,0.0,,0.0
2023-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,813.77,0.0,0.0,0.0,,0.0
2023-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,794.99,0.0,0.0,0.0,,0.0
2023-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,794.66,0.0,0.0,0.0,,0.0
2023-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,789.74,0.0,0.0,0.0,,0.0
2023-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,798.02,0.0,0.0,0.0,,0.0
2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,783.84,0.0,0.0,0.0,,0.0
2023-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,784.74,0.0,0.0,0.0,,0.0
2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,791.87,0.0,0.0,0.0,,0.0
2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,794.5,0.0,0.0,0.0,,0.0
2023-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,815.9,0.0,0.0,0.0,,0.0
2023-11-01,16.0,160.18,0.0,0.0,0.0,160.18,16.0,16.0,160.18,,,16.0,,,,,,0.0,16.0,,0.0,,100.0,16.33,0.0,0.0,0.0,100.0,1.0,100.0,0.1633
2023-11-02,16.0,168.72,0.0,0.0,0.0,168.72,16.0,16.0,168.72,,,,,,,,,,,,0.0,,100.0,16.33,0.0,0.0,0.0,100.0,1.0,100.0,0.1633
2023-11-03,16.0,173.82,0.0,0.0,0.0,173.82,16.0,16.0,173.82,,,,,,,,,,,,0.0,,100.0,16.33,0.0,0.0,0.0,100.0,1.0,100.0,0.1633
2023-11-06,16.0,169.18,0.0,0.0,0.0,169.18,16.0,16.0,169.18,,,,,,,,,,,,0.0,,100.0,16.33,0.0,0.0,0.0,100.0,1.0,100.0,0.1633
2023-11-07,16.0,169.89,0.0,0.0,0.0,169.89,16.0,16.0,169.89,,,,,,,,,,,,0.0,,100.0,16.33,0.0,0.0,0.0,100.0,1.0,100.0,0.1633
2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,16.0,,,,,16.0,0.0,0.0,0.0,0.0,98.0,1032.82,0.0,0.0,0.0,,0.0
2023-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,879.37,0.0,0.0,0.0,,0.0
2023-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,868.38,0.0,0.0,0.0,,0.0
2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,866.66,0.0,0.0,0.0,,0.0
2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,924.8,0.0,0.0,0.0,,0.0
2023-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,915.86,0.0,0.0,0.0,,0.0
2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,902.82,0.0,0.0,0.0,,0.0
2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,918.07,0.0,0.0,0.0,,0.0
2023-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,923.57,0.0,0.0,0.0,,0.0
2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,903.56,0.0,0.0,0.0,,0.0
2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,916.76,0.0,0.0,0.0,,0.0
2023-11-23,253.0,2833.6,0.02,0.01,0.0,2833.6,253.0,253.0,2833.6,,,253.0,,,,,,0.0,253.0,,0.0,,100.0,75.52,0.0,0.0,0.0,100.0,1.0,100.0,0.7552
2023-11-24,253.0,2834.11,0.02,0.01,0.0,2834.11,253.0,253.0,2834.11,,,,,,,,,,,,0.0,,100.0,75.52,0.0,0.0,0.0,100.0,1.0,100.0,0.7552
2023-11-27,253.0,2857.64,0.02,0.01,0.0,2857.64,253.0,253.0,2857.64,,,,,,,,,,,,0.0,,100.0,75.52,0.0,0.0,0.0,100.0,1.0,100.0,0.7552
2023-11-28,253.0,2842.46,0.02,0.01,0.0,2842.46,253.0,253.0,2842.46,,,,,,,,,,,,0.0,,100.0,75.52,0.0,0.0,0.0,100.0,1.0,100.0,0.7552
2023-11-29,253.0,2881.67,0.02,0.01,0.0,2881.67,253.0,253.0,2881.67,,,,,,,,,,,,0.0,,100.0,75.52,0.0,0.0,0.0,100.0,1.0,100.0,0.7552
2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,253.0,,,,,253.0,0.0,0.0,0.0,0.0,82.0,928.4,0.0,0.0,0.0,,0.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,949.97,0.0,0.0,0.0,,0.0
2023-12-04,36.0,416.81,0.0,0.0,0.0,416.81,36.0,36.0,416.81,,,36.0,,,,,,0.0,36.0,,0.0,,100.0,19.78,0.0,0.0,0.0,100.0,1.0,100.0,0.1978
2023-12-05,36.0,423.94,0.0,0.0,0.0,423.94,36.0,36.0,423.94,,,,,,,,,,,,0.0,,100.0,19.78,0.0,0.0,0.0,100.0,1.0,100.0,0.1978
2023-12-06,36.0,428.9,0.0,0.0,0.0,428.9,36.0,36.0,428.9,,,,,,,,,,,,0.0,,100.0,19.78,0.0,0.0,0.0,100.0,1.0,100.0,0.1978
2023-12-07,36.0,426.74,0.0,0.0,0.0,426.74,36.0,36.0,426.74,,,,,,,,,,,,0.0,,100.0,19.78,0.0,0.0,0.0,100.0,1.0,100.0,0.1978
2023-12-08,36.0,423.07,0.0,0.0,0.0,423.07,36.0,36.0,423.07,,,,,,,,,,,,0.0,,100.0,19.78,0.0,0.0,0.0,100.0,1.0,100.0,0.1978
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,36.0,,,,,36.0,0.0,0.0,0.0,0.0,282.0,3338.88,0.0,0.0,0.0,,0.0
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,282.0,3303.91,0.0,0.0,0.0,,0.0
2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,182.0,2146.69,0.0,0.0,0.0,,0.0
2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,1019.01,0.0,0.0,0.0,,0.0
2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,1012.62,0.0,0.0,0.0,,0.0
2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,1008.44,0.0,0.0,0.0,,0.0
2023-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,1016.23,0.0,0.0,0.0,,0.0
2023-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,1028.28,0.0,0.0,0.0,,0.0
2023-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,1020.0,0.0,0.0,0.0,,0.0
2023-12-22,3.0,37.57,0.0,0.0,0.0,37.57,3.0,3.0,37.57,,,3.0,,,,,,0.0,3.0,,0.0,,100.0,3.53,0.0,0.0,0.0,100.0,1.0,100.0,0.0353
2023-12-25,3.0,37.57,0.0,0.0,0.0,37.57,3.0,3.0,37.57,,,,,,,,,,,,0.0,,100.0,3.53,0.0,0.0,0.0,100.0,1.0,100.0,0.0353
2023-12-26,3.0,37.57,0.0,0.0,0.0,37.57,3.0,3.0,37.57,,,,,,,,,,,,0.0,,100.0,3.53,0.0,0.0,0.0,100.0,1.0,100.0,0.0353
2023-12-27,3.0,37.85,0.0,0.0,0.0,37.85,3.0,3.0,37.85,,,,,,,,,,,,0.0,,100.0,3.53,0.0,0.0,0.0,100.0,1.0,100.0,0.0353
2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,3.0,,,,,3.0,0.0,0.0,0.0,0.0,82.0,1033.53,0.0,0.0,0.0,,0.0
2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,1025.57,0.0,0.0,0.0,,0.0
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,1025.57,0.0,0.0,0.0,,0.0
2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,1016.31,0.0,0.0,0.0,,0.0
2024-01-03,600.0,7321.8,0.03,0.03,0.01,7321.8,600.0,600.0,7321.8,,,600.0,,,,,,0.01,600.0,,0.01,,100.0,87.98,0.0,0.0,0.0,100.0,1.0,100.0,0.8798
2024-01-04,600.0,7336.8,0.03,0.03,0.01,7336.8,600.0,600.0,7336.8,,,,,,,,,,,,0.01,,100.0,87.98,0.0,0.0,0.0,100.0,1.0,100.0,0.8798
2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.01,,600.0,,,,,600.0,0.0,0.01,0.0,0.0,682.0,8302.67,0.01,0.0,0.0,,0.0
2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,582.0,7119.02,0.01,0.0,0.0,,0.0
2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,182.0,2209.12,0.0,0.0,0.0,,0.0
2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,998.35,0.0,0.0,0.0,,0.0
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,985.64,0.0,0.0,0.0,,0.0
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,999.66,0.0,0.0,0.0,,0.0
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,992.45,0.0,0.0,0.0,,0.0
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,982.77,0.0,0.0,0.0,,0.0
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,957.27,0.0,0.0,0.0,,0.0
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,955.3,0.0,0.0,0.0,,0.0
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,953.74,0.0,0.0,0.0,,0.0
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,965.06,0.0,0.0,0.0,,0.0
2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,952.51,0.0,0.0,0.0,,0.0
2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,970.39,0.0,0.0,0.0,,0.0
2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,972.85,0.0,0.0,0.0,,0.0
2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,979.9,0.0,0.0,0.0,,0.0
2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,988.51,0.0,0.0,0.0,,0.0
2024-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,986.95,0.0,0.0,0.0,,0.0
2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,995.89,0.0,0.0,0.0,,0.0
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,975.14,0.0,0.0,0.0,,0.0
2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,969.4,0.0,0.0,0.0,,0.0
2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,959.15,0.0,0.0,0.0,,0.0
2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,962.84,0.0,0.0,0.0,,0.0
2024-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,956.12,0.0,0.0,0.0,,0.0
2024-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,953.33,0.0,0.0,0.0,,0.0
2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,940.05,0.0,0.0,0.0,,0.0
2024-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,955.3,0.0,0.0,0.0,,0.0
2024-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,932.83,0.0,0.0,0.0,,0.0
2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,930.78,0.0,0.0,0.0,,0.0
2024-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,948.74,0.0,0.0,0.0,,0.0
2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,948.49,0.0,0.0,0.0,,0.0
2024-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,949.56,0.0,0.0,0.0,,0.0
2024-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,944.23,0.0,0.0,0.0,,0.0
2024-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,939.39,0.0,0.0,0.0,,0.0
2024-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,944.56,0.0,0.0,0.0,,0.0
2024-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,941.28,0.0,0.0,0.0,,0.0
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,931.52,0.0,0.0,0.0,,0.0
2024-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,931.11,0.0,0.0,0.0,,0.0
2024-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,915.78,0.0,0.0,0.0,,0.0
2024-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,917.99,0.0,0.0,0.0,,0.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,933.41,0.0,0.0,0.0,,0.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,926.6,0.0,0.0,0.0,,0.0
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,923.89,0.0,0.0,0.0,,0.0
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,929.14,0.0,0.0,0.0,,0.0
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,939.97,0.0,0.0,0.0,,0.0
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,959.81,0.0,0.0,0.0,,0.0
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,965.96,0.0,0.0,0.0,,0.0
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,955.05,0.0,0.0,0.0,,0.0
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,957.27,0.0,0.0,0.0,,0.0
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,950.71,0.0,0.0,0.0,,0.0
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,933.9,0.0,0.0,0.0,,0.0
2024-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,939.47,0.0,0.0,0.0,,0.0
2024-03-19,77.0,887.43,0.01,0.0,0.0,887.43,77.0,77.0,887.43,,,77.0,,,,,,0.0,77.0,,0.0,,100.0,48.43,0.0,0.0,0.0,100.0,1.0,100.0,0.4843
2024-03-20,77.0,894.28,0.01,0.0,0.0,894.28,77.0,77.0,894.28,,,,,,,,,,,,0.0,,100.0,48.43,0.0,0.0,0.0,100.0,1.0,100.0,0.4843
2024-03-21,77.0,912.07,0.01,0.0,0.0,912.07,77.0,77.0,912.07,,,,,,,,,,,,0.0,,100.0,48.43,0.0,0.0,0.0,100.0,1.0,100.0,0.4843
2024-03-22,77.0,919.77,0.01,0.0,0.0,919.77,77.0,77.0,919.77,,,,,,,,,,,,0.0,,100.0,48.43,0.0,0.0,0.0,100.0,1.0,100.0,0.4843
2024-03-25,77.0,921.38,0.01,0.0,0.0,921.38,77.0,77.0,921.38,,,,,,,,,,,,0.0,,100.0,48.43,0.0,0.0,0.0,100.0,1.0,100.0,0.4843
2024-03-26,77.0,924.0,0.01,0.0,0.0,924.0,0.0,77.0,0.0,,,,0.0,,77.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.4843
2024-03-27,42.0,506.48,0.0,0.0,0.0,506.48,42.0,42.0,506.48,,,,,,,,,,42.0,35.0,0.0,0.0,100.0,33.87,0.0,0.0,0.0,100.0,1.0,100.0,0.3387
2024-03-28,42.0,510.43,0.0,0.0,0.0,510.43,42.0,42.0,510.43,,,,,,,,,,,,0.0,,100.0,33.87,0.0,0.0,0.0,100.0,1.0,100.0,0.3387
2024-03-29,42.0,510.43,0.0,0.0,0.0,510.43,42.0,42.0,510.43,,,,,,,,,,,,0.0,,100.0,33.87,0.0,0.0,0.0,100.0,1.0,100.0,0.3387
2024-04-01,42.0,510.43,0.0,0.0,0.0,510.43,42.0,42.0,510.43,,,,,,,,,,,,0.0,,100.0,33.87,0.0,0.0,0.0,100.0,1.0,100.0,0.3387
2024-04-02,42.0,499.09,0.0,0.0,0.0,499.09,42.0,42.0,499.09,,,,,,,,,,,,0.0,,100.0,33.87,0.0,0.0,0.0,100.0,1.0,100.0,0.3387
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,42.0,,,,,42.0,0.0,0.0,0.0,0.0,124.0,1467.42,0.0,0.0,0.0,,0.0
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,973.42,0.0,0.0,0.0,,0.0
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,961.37,0.0,0.0,0.0,,0.0
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,970.63,0.0,0.0,0.0,,0.0
2024-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,966.04,0.0,0.0,0.0,,0.0
2024-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,949.72,0.0,0.0,0.0,,0.0
2024-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,951.28,0.0,0.0,0.0,,0.0
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,952.02,0.0,0.0,0.0,,0.0
2024-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,951.77,0.0,0.0,0.0,,0.0
2024-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,82.0,937.67,0.0,0.0,0.0,,0.0
