,ECN FP Equity_DX_SI_QTY,ECN FP Equity_DX_SHORT_INTEREST_VALUE,ECN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ECN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ECN FP Equity_DX_SI_MV,ECN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ECN FP Equity_DX_SUPPLY_SI_QTY,ECN FP Equity_DX_BROKER_SI_QTY,ECN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ECN FP Equity_DX_SUPPLY_SI_QTY_INC_x,ECN FP Equity_DX_BROKER_SI_MV_INC_x,ECN FP Equity_DX_BROKER_SI_QTY_ADD,ECN FP Equity_DX_SUPPLY_SI_MV_DEC,ECN FP Equity_DX_BROKER_SI_QTY_INC,ECN FP Equity_DX_SUPPLY_SI_QTY_DEC,ECN FP Equity_DX_BROKER_SI_MV_INC_y,ECN FP Equity_DX_SUPPLY_SI_QTY_INC_y,ECN FP Equity_DX_BROKER_SI_MV_ADD,ECN FP Equity_DX_SUPPLY_SI_QTY_ADD,ECN FP Equity_DX_BROKER_SI_QTY_DEC,ECN FP Equity_DX_SUPPLY_SI_MV,ECN FP Equity_DX_BROKER_SI_MV_DEC,ECN FP Equity_DX_BROKER_SI_MV_RMV,ECN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ECN FP Equity_DX_UTILIZATION_QUANTITY,ECN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ECN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ECN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ECN FP Equity_DX_ACTIVE_UTILIZATION_MV,ECN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ECN FP Equity_DX_BROKER_SI_CON_RATIO,ECN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ECN FP Equity_DX_DEMAND_SUPPLY_RATIO,ECN FP Equity_PX_LAST
2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.55
2014-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.66
2014-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.1
2014-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.21
2014-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.85
2014-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.86
2014-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.13
2014-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.5
2014-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.82
2014-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.76
2014-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.77
2014-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.64
2014-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.14
2014-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.56
2014-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.96
2014-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.95
2014-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.91
2014-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.94
2014-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.72
2014-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.44
2014-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.14
2014-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.68
2014-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.79
2014-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.26
2014-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.26
2014-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.44
2014-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.32
2014-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.97
2014-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.34
2014-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.61
2014-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.27
2014-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.08
2014-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.26
2014-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.42
2014-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.2
2014-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.18
2014-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.65
2014-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.5
2014-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.71
2014-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.72
2014-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.19
2014-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.91
2014-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.33
2014-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.37
2014-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.85
2014-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.84
2014-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.88
2014-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.38
2014-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.59
2014-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.41
2014-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.41
2014-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.48
2014-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.7
2014-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.65
2014-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.3
2014-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.58
2014-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.86
2014-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.89
2014-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.92
2014-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.38
2014-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.63
2014-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.15
2014-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.04
2014-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.11
2014-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.25
2014-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.91
2014-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.73
2014-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.51
2014-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.71
2014-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.84
2014-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.9
2014-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.21
2014-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.11
2014-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.6
2014-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.92
2014-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.58
2014-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.58
2014-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.12
2014-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.38
2014-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.26
2014-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.77
2014-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.08
2014-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.09
2014-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.31
2014-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.77
2014-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.17
2014-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.81
2014-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.44
2014-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.91
2014-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.67
2014-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.65
2014-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.26
2015-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.37
2015-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.38
2015-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.86
2015-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.71
2015-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.46
2015-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.4
2015-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.18
2015-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.67
2015-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.84
2015-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.5
2015-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.55
2015-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.57
2015-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.22
2015-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.05
2015-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.72
2015-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.32
2015-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.19
2015-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.12
2015-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.66
2015-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.64
2015-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.91
2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0
2015-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.96
2015-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.48
2015-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.7
2015-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.79
2015-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.17
2015-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.2
2015-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.78
2015-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.89
2015-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.87
2015-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.63
2015-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.04
2015-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.24
2015-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.95
2015-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.4
2015-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.4
2015-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.18
2015-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.92
2015-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.31
2015-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.13
2015-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.47
2015-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.16
2015-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.1
2015-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.35
2015-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.78
2015-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.56
2015-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.64
2015-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.48
2015-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.65
2015-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.01
2015-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.59
2015-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.43
2015-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.06
2015-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.65
2015-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.01
2015-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.15
2015-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.76
2015-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.09
2015-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.74
2015-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.01
2015-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.73
2015-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.62
2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.84
2015-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.58
2015-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.39
2015-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.89
2015-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.74
2015-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.24
2015-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.3
2015-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.46
2015-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.66
2015-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.91
2015-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.1
2015-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.63
2015-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.65
2015-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.88
2015-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.86
2015-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.77
2015-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.2
2015-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.86
2015-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.5
2015-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.04
2015-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.46
2015-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.1
2015-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.99
2015-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.37
2015-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.96
2015-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.95
2015-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.56
2015-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.27
2015-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.17
2015-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.34
2015-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.88
2015-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.82
2015-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.45
2015-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.55
2015-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.89
2015-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.5
2015-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.06
2015-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.69
2015-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.63
2015-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.84
2015-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.36
2015-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.3
2015-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.15
2015-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.43
2015-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.1
2015-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.62
2015-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.47
2015-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.28
2015-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.09
2015-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.43
2015-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.41
2015-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.74
2015-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.25
2015-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.63
2015-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.39
2015-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.21
2015-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.57
2015-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.53
2015-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.76
2015-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.92
2015-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.3
2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.86
2015-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.44
2015-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.55
2015-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.46
2015-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0
2015-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.38
2015-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.83
2015-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.57
2015-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.11
2015-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.07
2015-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.93
2015-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.78
2015-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.71
2015-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.16
2015-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.1
2015-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.7
2015-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.98
2015-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.71
2015-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.39
2015-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.77
2015-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.49
2015-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.92
2015-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.13
2015-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.14
2015-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.51
2015-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.77
2015-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.81
2015-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.54
2015-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.45
2015-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.34
2015-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.82
2015-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.43
2015-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.3
2015-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.94
2015-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.37
2015-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.52
2015-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.72
2015-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.03
2015-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.41
2015-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.15
2015-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.7
2015-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.15
2015-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.88
2015-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.3
2015-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.69
2015-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.12
2015-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.45
2015-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.12
2015-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.7
2015-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.63
2015-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.62
2015-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.59
2015-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.76
2015-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.39
2015-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.82
2015-09-17,10000.0,1405500.0,8.13,2.56,1.42,1405500.0,0.0,10000.0,0.0,,,10000.0,,,,,,1.42,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,140.55
2015-09-18,16000.0,2202560.0,13.01,4.09,2.24,2202560.0,0.0,16000.0,0.0,,0.82,,,6000.0,,0.82,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,137.66
2015-09-21,16000.0,2226880.0,13.01,4.09,2.2,2226880.0,0.0,16000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,139.18
2015-09-22,16000.0,2153760.0,13.08,4.09,2.23,2153760.0,0.0,16000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,134.61
2015-09-23,16000.0,2154880.0,13.07,4.09,2.16,2154880.0,0.0,16000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,134.68
2015-09-24,16000.0,2111200.0,13.43,4.09,2.15,2111200.0,0.0,16000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,131.95
2015-09-25,8000.0,1084800.0,6.11,2.05,1.06,1084800.0,0.0,8000.0,0.0,,,,,,,,,,,8000.0,0.0,1.11,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,135.6
2015-09-28,8000.0,1059600.0,6.12,2.05,1.05,1059600.0,0.0,8000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,132.45
2015-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.51
2015-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.15
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0
2015-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.65
