,ALENT FP Equity_DX_SI_QTY,ALENT FP Equity_DX_SHORT_INTEREST_VALUE,ALENT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALENT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALENT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALENT FP Equity_DX_SI_MV,ALENT FP Equity_DX_DSS,ALENT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALENT FP Equity_DX_SUPPLY_SI_QTY,ALENT FP Equity_DX_BROKER_SI_QTY,ALENT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALENT FP Equity_DX_BROKER_SI_MV_NEW_x,ALENT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALENT FP Equity_DX_BROKER_SI_MV_INC_x,ALENT FP Equity_DX_BROKER_SI_QTY_ADD,ALENT FP Equity_DX_BROKER_SI_QTY_NEW,ALENT FP Equity_DX_SUPPLY_SI_MV_DEC,ALENT FP Equity_DX_BROKER_SI_QTY_INC,ALENT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALENT FP Equity_DX_BROKER_SI_MV_NEW_y,ALENT FP Equity_DX_BROKER_SI_MV_INC_y,ALENT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALENT FP Equity_DX_BROKER_SI_MV_ADD,ALENT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALENT FP Equity_DX_BROKER_SI_QTY_DEC,ALENT FP Equity_DX_SUPPLY_SI_MV,ALENT FP Equity_DX_BROKER_SI_MV_DEC,ALENT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALENT FP Equity_DX_UTILIZATION_QUANTITY,ALENT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALENT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALENT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALENT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALENT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALENT FP Equity_DX_BROKER_SI_CON_RATIO,ALENT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALENT FP Equity_DX_DEMAND_SUPPLY_RATIO,ALENT FP Equity_PX_LAST
2014-12-15,40034.0,86873.78,6.42,152.92,1.13,0.09,1.0,86873.78,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.17
2014-12-16,40034.0,86873.78,6.42,150.98,1.13,0.09,1.0,86873.78,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.17
2014-12-17,40034.0,88074.8,6.42,134.61,1.13,0.09,1.0,88074.8,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.2
2014-12-18,40034.0,86073.1,6.42,134.98,1.13,0.09,1.0,86073.1,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.15
2014-12-19,40034.0,86073.1,6.42,143.46,1.13,0.09,1.0,86073.1,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.15
2014-12-22,40034.0,86473.44,6.42,143.78,1.13,0.09,1.0,86473.44,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.16
2014-12-23,40034.0,86073.1,6.42,145.53,1.13,0.09,1.0,86073.1,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.15
2014-12-24,40034.0,85672.76,6.42,40.19,1.13,0.09,1.0,85672.76,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.14
2014-12-25,40034.0,85672.76,6.42,40.19,1.13,0.09,1.0,85672.76,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2014-12-26,40034.0,85672.76,6.42,40.19,1.13,0.09,1.0,85672.76,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2014-12-29,40034.0,84872.08,6.42,40.19,1.13,0.09,1.0,84872.08,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.12
2014-12-30,40034.0,84872.08,6.42,41.46,1.13,0.09,1.0,84872.08,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.12
2014-12-31,40034.0,85272.42,6.42,41.41,1.13,0.08,1.0,85272.42,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.13
2015-01-01,40034.0,85272.42,6.42,41.99,1.13,0.08,1.0,85272.42,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2015-01-02,40034.0,86473.44,6.42,41.99,1.13,0.08,1.0,86473.44,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.16
2015-01-05,40034.0,84872.08,6.42,42.0,1.13,0.09,1.0,84872.08,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.12
2015-01-06,40034.0,85272.42,6.42,41.25,1.13,0.09,1.0,85272.42,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.13
2015-01-07,40034.0,85272.42,6.42,41.25,1.13,0.08,1.0,85272.42,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.13
2015-01-08,40034.0,84872.08,6.42,41.35,1.13,0.09,1.0,84872.08,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.12
2015-01-09,40034.0,85272.42,6.42,41.07,1.13,0.09,1.0,85272.42,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.13
2015-01-12,40034.0,84872.08,6.42,41.07,1.13,0.08,1.0,84872.08,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.12
2015-01-13,40034.0,85272.42,6.42,41.05,1.13,0.09,1.0,85272.42,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.13
2015-01-14,40034.0,84872.08,6.42,41.85,1.13,0.08,1.0,84872.08,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.12
2015-01-15,40034.0,85272.42,6.42,41.63,1.13,0.09,1.0,85272.42,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.13
2015-01-16,40034.0,86073.1,6.42,43.1,1.13,0.08,1.0,86073.1,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.15
2015-01-19,40034.0,89676.16,6.42,43.02,1.13,0.08,1.0,89676.16,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.24
2015-01-20,40034.0,84872.08,6.42,43.02,1.13,0.09,1.0,84872.08,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.12
2015-01-21,40034.0,85272.42,6.42,40.81,1.13,0.09,1.0,85272.42,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.13
2015-01-22,40034.0,85272.42,6.42,40.92,1.13,0.08,1.0,85272.42,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2015-01-23,40034.0,85272.42,6.42,42.64,1.13,0.09,1.0,85272.42,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.13
2015-01-26,40034.0,84872.08,6.42,43.83,1.13,0.09,1.0,84872.08,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.12
2015-01-27,40034.0,84872.08,6.42,43.57,1.13,0.09,1.0,84872.08,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.12
2015-01-28,40034.0,84471.74,6.42,42.71,1.13,0.08,1.0,84471.74,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.11
2015-01-29,40034.0,86073.1,6.42,42.56,1.13,0.08,1.0,86073.1,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.15
2015-01-30,40034.0,86073.1,6.42,42.68,1.13,0.08,1.0,86073.1,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.15
2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15
2015-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2015-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2015-02-05,40034.0,84872.08,6.42,43.49,1.13,0.09,1.0,84872.08,0.0,40034.0,0.0,,,,40034.0,,,,,,,,0.09,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.12
2015-02-06,40034.0,84471.74,6.42,43.33,1.13,0.08,1.0,84471.74,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.11
2015-02-09,40034.0,84471.74,6.42,183.05,1.13,0.08,1.0,84471.74,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.11
2015-02-10,40034.0,84471.74,6.42,180.33,1.13,0.08,1.0,84471.74,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.11
2015-02-11,40034.0,84471.74,6.42,169.32,1.13,0.08,1.0,84471.74,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.11
2015-02-12,40034.0,84471.74,6.42,160.74,1.13,0.08,1.0,84471.74,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.11
2015-02-13,40034.0,83671.06,6.42,159.67,1.13,0.08,1.0,83671.06,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.09
2015-02-16,40034.0,84071.4,6.42,158.84,1.13,0.08,1.0,84071.4,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.1
2015-02-17,40034.0,84071.4,6.42,168.23,1.13,0.08,1.0,84071.4,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.1
2015-02-18,40034.0,84071.4,6.42,168.23,1.13,0.08,1.0,84071.4,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.1
2015-02-19,40034.0,82870.38,6.42,168.23,1.13,0.08,1.0,82870.38,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.07
2015-02-20,40034.0,82870.38,6.42,166.25,1.13,0.08,1.0,82870.38,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.07
2015-02-23,40034.0,83270.72,6.42,164.55,1.13,0.08,1.0,83270.72,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.08
2015-02-24,40034.0,84071.4,6.42,165.0,1.13,0.08,1.0,84071.4,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.1
2015-02-25,40034.0,82870.38,6.42,164.79,1.13,0.08,1.0,82870.38,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.07
2015-02-26,40034.0,82870.38,6.42,159.94,1.13,0.08,1.0,82870.38,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.07
2015-02-27,40034.0,81669.36,6.42,166.69,1.13,0.08,1.0,81669.36,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.04
2015-03-02,40034.0,80868.68,6.42,157.97,1.13,0.08,1.0,80868.68,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.02
2015-03-03,40034.0,80068.0,6.42,151.85,1.13,0.08,1.0,80068.0,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.0
2015-03-04,40034.0,80068.0,6.42,178.48,1.13,0.08,1.0,80068.0,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.0
2015-03-05,40034.0,80068.0,6.42,178.99,1.13,0.08,1.0,80068.0,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.0
2015-03-06,40034.0,79667.66,6.42,172.16,1.13,0.08,1.0,79667.66,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.99
2015-03-09,40034.0,81669.36,6.42,172.63,1.13,0.08,1.0,81669.36,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.04
2015-03-10,40034.0,81669.36,6.42,173.06,1.13,0.08,1.0,81669.36,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.04
2015-03-11,40034.0,77265.62,6.42,188.04,1.13,0.08,1.0,77265.62,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.93
2015-03-12,40034.0,78066.3,6.42,195.92,1.13,0.08,1.0,78066.3,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.95
2015-03-13,40034.0,78066.3,6.42,196.53,1.13,0.08,1.0,78066.3,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.95
2015-03-16,40034.0,78066.3,6.42,197.15,1.13,0.08,1.0,78066.3,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.95
2015-03-17,40034.0,77265.62,6.42,197.76,1.13,0.08,1.0,77265.62,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.93
2015-03-18,40034.0,77265.62,6.42,194.59,1.13,0.08,1.0,77265.62,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.93
2015-03-19,40034.0,77265.62,6.42,177.77,1.13,0.08,1.0,77265.62,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.93
2015-03-20,40034.0,77665.96,6.42,180.28,1.13,0.08,1.0,77665.96,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.94
2015-03-23,40034.0,77665.96,6.42,216.71,1.13,0.08,1.0,77665.96,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.94
2015-03-24,40034.0,77665.96,6.42,186.41,1.13,0.08,1.0,77665.96,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.94
2015-03-25,40034.0,77665.96,6.42,200.44,1.13,0.08,1.0,77665.96,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.94
2015-03-26,40034.0,77265.62,6.42,214.7,1.13,0.08,1.0,77265.62,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.93
2015-03-27,40034.0,76865.28,6.42,170.62,1.13,0.08,1.0,76865.28,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.92
2015-03-30,40034.0,72861.88,6.42,162.92,1.13,0.08,1.0,72861.88,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.82
2015-03-31,40034.0,73262.22,6.42,170.33,1.13,0.08,1.0,73262.22,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.83
2015-04-01,40034.0,73662.56,6.42,159.24,1.13,0.07,1.0,73662.56,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.84
2015-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83
2015-04-06,40034.0,73262.22,6.42,143.32,1.13,0.07,1.0,73262.22,0.0,40034.0,0.0,,,,40034.0,,,,,,,,0.07,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2015-04-07,40034.0,70860.18,6.42,143.32,1.13,0.07,1.0,70860.18,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.77
2015-04-08,40034.0,71260.52,6.42,120.99,1.13,0.07,1.0,71260.52,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.78
2015-04-09,40034.0,67257.12,6.42,120.99,1.13,0.07,1.0,67257.12,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.68
2015-04-10,40034.0,67257.12,6.42,77.31,1.13,0.07,1.0,67257.12,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.68
2015-04-13,40034.0,67257.12,6.42,79.77,1.13,0.07,1.0,67257.12,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.68
2015-04-14,40034.0,67257.12,6.42,77.11,1.13,0.07,1.0,67257.12,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.68
2015-04-15,40034.0,68057.8,6.42,79.39,1.13,0.07,1.0,68057.8,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.7
2015-04-16,40034.0,67257.12,6.42,80.13,1.13,0.07,1.0,67257.12,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.68
2015-04-17,40034.0,67257.12,6.42,81.01,1.13,0.07,1.0,67257.12,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.68
2015-04-20,40034.0,68057.8,6.42,80.9,1.13,0.07,1.0,68057.8,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.7
2015-04-21,40034.0,66056.1,6.42,80.71,1.13,0.07,1.0,66056.1,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.65
2015-04-22,40034.0,66456.44,6.42,78.86,1.13,0.07,1.0,66456.44,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.66
2015-04-23,40034.0,66056.1,6.42,79.91,1.13,0.07,1.0,66056.1,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.65
2015-04-24,40034.0,66056.1,6.42,79.82,1.13,0.07,1.0,66056.1,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.65
2015-04-27,40034.0,67257.12,6.42,79.74,1.13,0.07,1.0,67257.12,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.68
2015-04-28,40034.0,69258.82,6.42,78.44,1.13,0.07,1.0,69258.82,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.73
2015-04-29,40034.0,68057.8,6.42,74.55,1.13,0.07,1.0,68057.8,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.7
2015-04-30,40034.0,68458.14,6.42,72.56,1.13,0.07,1.0,68458.14,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.71
2015-05-01,40034.0,68458.14,6.42,72.97,1.13,0.07,1.0,68458.14,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2015-05-04,40034.0,69258.82,6.42,72.97,1.13,0.07,1.0,69258.82,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.73
2015-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73
2015-05-06,40034.0,70059.5,6.42,77.21,1.13,0.07,1.0,70059.5,0.0,40034.0,0.0,,,,40034.0,,,,,,,,0.07,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.75
2015-05-07,40034.0,69258.82,6.42,77.21,1.13,0.07,1.0,69258.82,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.73
2015-05-08,40034.0,69258.82,6.42,82.51,1.13,0.07,1.0,69258.82,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.73
2015-05-11,40034.0,69258.82,6.42,82.51,1.13,0.07,1.0,69258.82,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.73
2015-05-12,40034.0,70059.5,6.42,82.6,1.13,0.07,1.0,70059.5,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.75
2015-05-13,40034.0,74463.24,6.42,89.22,1.13,0.07,1.0,74463.24,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.86
2015-05-14,40034.0,74062.9,6.42,91.38,1.13,0.07,1.0,74062.9,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.85
2015-05-15,40034.0,74062.9,6.42,94.46,1.13,0.07,1.0,74062.9,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.85
2015-05-18,40034.0,74062.9,6.42,98.26,1.13,0.07,1.0,74062.9,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.85
2015-05-19,40034.0,69258.82,6.42,99.09,1.13,0.07,1.0,69258.82,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.73
2015-05-20,40034.0,70059.5,6.42,104.09,1.13,0.07,1.0,70059.5,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.75
2015-05-21,40034.0,70059.5,6.42,102.8,1.13,0.07,1.0,70059.5,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.75
2015-05-22,40034.0,69258.82,6.42,102.6,1.13,0.07,1.0,69258.82,0.0,40034.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1.73
