,ALVU FP Equity_DX_SI_QTY,ALVU FP Equity_DX_SHORT_INTEREST_VALUE,ALVU FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALVU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALVU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALVU FP Equity_DX_SI_MV,ALVU FP Equity_DX_DSS,ALVU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALVU FP Equity_DX_SUPPLY_SI_QTY,ALVU FP Equity_DX_BROKER_SI_QTY,ALVU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALVU FP Equity_DX_BROKER_SI_MV_NEW_x,ALVU FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALVU FP Equity_DX_BROKER_SI_MV_INC_x,ALVU FP Equity_DX_BROKER_SI_QTY_ADD,ALVU FP Equity_DX_BROKER_SI_QTY_NEW,ALVU FP Equity_DX_SUPPLY_SI_MV_DEC,ALVU FP Equity_DX_BROKER_SI_QTY_INC,ALVU FP Equity_DX_SUPPLY_SI_QTY_DEC,ALVU FP Equity_DX_BROKER_SI_MV_NEW_y,ALVU FP Equity_DX_BROKER_SI_MV_INC_y,ALVU FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALVU FP Equity_DX_BROKER_SI_MV_ADD,ALVU FP Equity_DX_SUPPLY_SI_QTY_ADD,ALVU FP Equity_DX_BROKER_SI_QTY_DEC,ALVU FP Equity_DX_SUPPLY_SI_MV,ALVU FP Equity_DX_BROKER_SI_MV_DEC,ALVU FP Equity_DX_SUPPLY_SI_MV_RMV,ALVU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALVU FP Equity_DX_UTILIZATION_QUANTITY,ALVU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALVU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALVU FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALVU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALVU FP Equity_DX_ACTIVE_UTILIZATION_MV,ALVU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALVU FP Equity_DX_BROKER_SI_CON_RATIO,ALVU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALVU FP Equity_DX_DEMAND_SUPPLY_RATIO,ALVU FP Equity_PX_LAST
2018-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,4042.44,,0.0,0.0,,0.0,,0.0,10.638
2018-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,368.0,3864.0,,0.0,0.0,,0.0,,0.0,10.5
2018-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,368.0,3882.4,,0.0,0.0,,0.0,,0.0,10.55
2018-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,336.0,3544.8,,0.0,0.0,,0.0,,0.0,10.55
2018-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,324.0,3418.85,,0.0,0.0,,0.0,,0.0,10.552
2018-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,321.0,3308.87,,0.0,0.0,,0.0,,0.0,10.308
2018-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,321.0,3193.63,,0.0,0.0,,0.0,,0.0,9.949
2018-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,333.0,3296.7,,0.0,0.0,,0.0,,0.0,9.9
2018-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,333.0,3230.1,,0.0,0.0,,0.0,,0.0,9.7
2018-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,332.0,3220.4,,0.0,0.0,,0.0,,0.0,9.7
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,324.0,3110.4,,0.0,0.0,,0.0,,0.0,9.6
2018-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,193.0,1833.31,,0.0,0.0,,0.0,,0.0,9.499
2018-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,193.0,1794.9,,0.0,0.0,,0.0,,0.0,9.3
2018-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,193.0,1756.3,,0.0,0.0,,0.0,,0.0,9.1
2018-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1542.0,13770.06,,0.01,0.0,,0.0,,0.0,8.93
2018-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1761.0,17079.94,,0.02,0.0,,0.0,,0.0,9.699
2018-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1761.0,17958.68,,0.02,0.0,,0.0,,0.0,10.198
2018-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1787.0,18227.4,,0.02,0.0,,0.0,,0.0,10.2
2018-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1787.0,18052.27,,0.02,0.0,,0.0,,0.0,10.102
2018-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1783.0,18011.87,,0.02,0.0,,0.0,,0.0,10.102
2018-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1782.0,17820.0,,0.02,0.0,,0.0,,0.0,10.0
2018-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1782.0,17643.58,,0.02,0.0,,0.0,,0.0,9.901
2018-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1782.0,18208.48,,0.02,0.0,,0.0,,0.0,10.218
2018-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1782.0,18172.84,,0.02,0.0,,0.0,,0.0,10.198
2018-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1780.0,18191.6,,0.02,0.0,,0.0,,0.0,10.22
2018-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1780.0,18156.0,,0.02,0.0,,0.0,,0.0,10.2
2018-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1815.0,17948.54,,0.02,0.0,,0.0,,0.0,9.889
2018-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1790.0,17184.0,,0.02,0.0,,0.0,,0.0,9.6
2018-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1790.0,16826.0,,0.02,0.0,,0.0,,0.0,9.4
2018-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1784.0,16591.2,,0.02,0.0,,0.0,,0.0,9.3
2018-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1757.0,16515.8,,0.02,0.0,,0.0,,0.0,9.4
2018-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1738.0,16511.0,,0.02,0.0,,0.0,,0.0,9.5
2018-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1740.0,16528.26,,0.02,0.0,,0.0,,0.0,9.499
2018-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1740.0,16356.0,,0.02,0.0,,0.0,,0.0,9.4
2018-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1233.0,11468.13,,0.01,0.0,,0.0,,0.0,9.301
2018-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,369.0,3432.07,,0.0,0.0,,0.0,,0.0,9.301
2018-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,369.0,3431.7,,0.0,0.0,,0.0,,0.0,9.3
2018-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,195.0,1803.75,,0.0,0.0,,0.0,,0.0,9.25
2018-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,195.0,1794.0,,0.0,0.0,,0.0,,0.0,9.2
2018-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,182.0,1663.48,,0.0,0.0,,0.0,,0.0,9.14
2018-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,184.0,1637.6,,0.0,0.0,,0.0,,0.0,8.9
2018-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,184.0,1619.2,,0.0,0.0,,0.0,,0.0,8.8
2018-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,188.0,1692.0,,0.0,0.0,,0.0,,0.0,9.0
2018-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,189.0,1701.0,,0.0,0.0,,0.0,,0.0,9.0
2018-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,194.0,1648.81,,0.0,0.0,,0.0,,0.0,8.499
2018-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,202.0,1818.0,,0.0,0.0,,0.0,,0.0,9.0
2018-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,164.0,1476.0,,0.0,0.0,,0.0,,0.0,9.0
2018-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,1440.0,,0.0,0.0,,0.0,,0.0,9.0
2018-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,1392.0,,0.0,0.0,,0.0,,0.0,8.7
2018-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,718.0,5959.4,,0.01,0.0,,0.0,,0.0,8.3
2018-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,724.0,6516.0,,0.01,0.0,,0.0,,0.0,9.0
2018-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,723.0,6506.28,,0.01,0.0,,0.0,,0.0,8.999
2018-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,723.0,6507.0,,0.01,0.0,,0.0,,0.0,9.0
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,723.0,6507.0,,0.01,0.0,,0.0,,0.0,9.0
2018-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,702.0,6318.0,,0.01,0.0,,0.0,,0.0,9.0
2018-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,6147.0,,0.01,0.0,,0.0,,0.0,9.0
2018-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,6010.4,,0.01,0.0,,0.0,,0.0,8.8
2018-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,702.0,6143.2,,0.01,0.0,,0.0,,0.0,8.751
2018-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,702.0,6108.1,,0.01,0.0,,0.0,,0.0,8.701
2018-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,696.0,6055.9,,0.01,0.0,,0.0,,0.0,8.701
2018-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,698.0,6072.6,,0.01,0.0,,0.0,,0.0,8.7
2018-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,698.0,6072.6,,0.01,0.0,,0.0,,0.0,8.7
2018-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,698.0,6071.9,,0.01,0.0,,0.0,,0.0,8.699
2018-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,694.0,6037.11,,0.01,0.0,,0.0,,0.0,8.699
2018-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,694.0,5829.6,,0.01,0.0,,0.0,,0.0,8.4
2018-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,699.0,5731.8,,0.01,0.0,,0.0,,0.0,8.2
2018-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,695.0,5560.0,,0.01,0.0,,0.0,,0.0,8.0
2018-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,695.0,5560.0,,0.01,0.0,,0.0,,0.0,8.0
2018-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,694.0,5343.8,,0.01,0.0,,0.0,,0.0,7.7
2018-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,169.0,1301.3,,0.0,0.0,,0.0,,0.0,7.7
2018-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,165.0,1270.5,,0.0,0.0,,0.0,,0.0,7.7
2018-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,165.0,1320.0,,0.0,0.0,,0.0,,0.0,8.0
2018-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,165.0,1270.5,,0.0,0.0,,0.0,,0.0,7.7
2018-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,174.0,1322.4,,0.0,0.0,,0.0,,0.0,7.6
